Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA,week,year,game_id
2.0,15:00,2.0,11.0,SEA 39,0.0,6.0,Geno Smith right guard for -1 yards (tackle by Kevin Givens),0.92,0.1,2.0,2022,26
2.0,14:31,3.0,12.0,SEA 38,0.0,6.0,Geno Smith pass complete short right to Kenneth Walker for 2 yards (tackle by Dre Greenlaw),0.1,-0.72,2.0,2022,26
2.0,13:44,4.0,10.0,SEA 40,0.0,6.0,"Michael Dickson punts 42 yards, returned by Ray-Ray McCloud for 4 yards (tackle by Darryl Johnson)",-0.72,-0.41,2.0,2022,26
2.0,13:35,1.0,10.0,SFO 22,0.0,6.0,"Jimmy Garoppolo pass incomplete deep left intended for Deebo Samuel. Penalty on Coby Bryant: Defensive Pass Interference, 16 yards (accepted) (no play)",0.41,1.47,2.0,2022,26
2.0,13:30,1.0,10.0,SFO 38,0.0,6.0,Tyrion Davis-Price right guard for -4 yards (tackle by Al Woods),1.47,0.38,2.0,2022,26
2.0,12:49,2.0,14.0,SFO 34,0.0,6.0,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 12 yards (tackle by Michael Jackson),0.38,1.29,2.0,2022,26
2.0,12:09,3.0,2.0,SFO 46,0.0,6.0,Jimmy Garoppolo pass complete short left to Ray-Ray McCloud for 16 yards (tackle by Tariq Woolen),1.29,3.05,2.0,2022,26
2.0,11:28,1.0,10.0,SEA 38,0.0,12.0,"Jimmy Garoppolo pass complete deep left to Ross Dwelley for 38 yards, touchdown",3.05,7.0,2.0,2022,26
2.0,11:19,,,SEA 15,0.0,13.0,Robbie Gould kicks extra point good,0.0,0.0,2.0,2022,26
2.0,11:19,,,SFO 35,0.0,13.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,26
2.0,11:19,1.0,10.0,SEA 25,0.0,13.0,Geno Smith pass complete short right to Tyler Lockett for 17 yards (tackle by Dre Greenlaw),0.61,1.73,2.0,2022,26
2.0,10:43,1.0,10.0,SEA 42,0.0,13.0,Geno Smith pass complete short right to Will Dissly for -2 yards (tackle by Dre Greenlaw),1.73,0.92,2.0,2022,26
2.0,10:02,2.0,12.0,SEA 40,0.0,13.0,Geno Smith pass deep middle (defended by Talanoa Hufanga) intended for Tyler Lockett is intercepted by Tashaun Gipson at SF-36 and returned for 14 yards (tackle by Will Dissly),0.92,-2.26,2.0,2022,26
2.0,9:53,,,,,,Timeout #1 by San Francisco 49ers,,,2.0,2022,26
2.0,9:53,1.0,10.0,SEA 50,0.0,13.0,Jimmy Garoppolo pass complete short right to Deebo Samuel for 10 yards (tackle by Uchenna Nwosu and Cody Barton),2.26,2.92,2.0,2022,26
2.0,9:16,1.0,10.0,SEA 40,0.0,13.0,Deebo Samuel left end for 1 yard (tackle by Jordyn Brooks and Quinton Jefferson),2.92,2.51,2.0,2022,26
2.0,8:39,2.0,9.0,SEA 39,0.0,13.0,Jeff Wilson right guard for no gain (tackle by Jordyn Brooks),2.51,1.82,2.0,2022,26
2.0,7:56,3.0,9.0,SEA 39,0.0,13.0,Jimmy Garoppolo pass incomplete deep left intended for Brandon Aiyuk,1.82,0.66,2.0,2022,26
2.0,7:49,,,,,,Timeout #1 by Seattle Seahawks,,,2.0,2022,26
2.0,7:49,4.0,9.0,SEA 39,0.0,13.0,Jimmy Garoppolo pass incomplete deep left intended for Danny Gray,0.66,-1.53,2.0,2022,26
2.0,7:42,1.0,10.0,SEA 39,0.0,13.0,Rashaad Penny left guard for -2 yards (tackle by Talanoa Hufanga),1.53,0.72,2.0,2022,26
2.0,7:02,2.0,12.0,SEA 37,0.0,13.0,"Geno Smith pass complete to D.K. Metcalf for no gain. Penalty on Abraham Lucas: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.72,0.04,2.0,2022,26
2.0,6:28,2.0,17.0,SEA 32,0.0,13.0,Geno Smith pass incomplete short middle intended for Tyler Lockett (defended by Talanoa Hufanga),0.04,-0.63,2.0,2022,26
2.0,6:21,3.0,17.0,SEA 32,0.0,13.0,"Geno Smith pass short middle is intercepted by Fred Warner at SF-42 and returned for no gain. Penalty on Emmanuel Moseley: Defensive Pass Interference, 26 yards (accepted) (no play)",-0.63,2.79,2.0,2022,26
2.0,6:08,1.0,10.0,SFO 42,0.0,13.0,Geno Smith pass complete short left to Will Dissly for 2 yards (tackle by Samson Ebukam),2.79,2.51,2.0,2022,26
2.0,5:49,2.0,8.0,SFO 40,0.0,13.0,Geno Smith pass complete deep middle to Tyler Lockett for 27 yards (tackle by Tashaun Gipson),2.51,4.71,2.0,2022,26
2.0,5:01,1.0,10.0,SFO 13,0.0,13.0,Kenneth Walker right end for 5 yards (tackle by Charvarius Ward and Kevin Givens),4.71,4.96,2.0,2022,26
2.0,4:17,2.0,5.0,SFO 8,0.0,13.0,DeeJay Dallas pass short right intended for D.K. Metcalf is intercepted by Charvarius Ward in end zone and returned for 9 yards (tackle by DeeJay Dallas),4.96,0.38,2.0,2022,26
2.0,4:12,1.0,10.0,SFO 7,0.0,13.0,Jeff Wilson left tackle for 13 yards (tackle by Quandre Diggs),-0.38,0.28,2.0,2022,26
2.0,3:37,1.0,10.0,SFO 20,0.0,13.0,Jeff Wilson up the middle for 5 yards (tackle by Uchenna Nwosu),0.28,0.41,2.0,2022,26
2.0,2:54,2.0,5.0,SFO 25,0.0,13.0,Jeff Wilson left tackle for -1 yards (tackle by Al Woods),0.41,-0.43,2.0,2022,26
2.0,2:12,3.0,6.0,SFO 24,0.0,13.0,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 5 yards (tackle by Jordyn Brooks and Cody Barton),-0.43,-1.44,2.0,2022,26
2.0,2:00,4.0,1.0,SFO 29,0.0,13.0,"Mitch Wishnowsky punts 47 yards, recovered by Ross Dwelley at SEA-22",-1.44,4.11,2.0,2022,26
2.0,1:49,1.0,10.0,SEA 22,0.0,13.0,Jimmy Garoppolo pass incomplete short right intended for Jauan Jennings,4.11,3.56,2.0,2022,26
2.0,1:45,2.0,10.0,SEA 22,0.0,13.0,Jimmy Garoppolo pass complete short left to Deebo Samuel for 7 yards (tackle by Coby Bryant and Jordyn Brooks),3.56,3.93,2.0,2022,26
2.0,1:37,,,,,,Timeout #2 by Seattle Seahawks,,,2.0,2022,26
2.0,1:37,3.0,3.0,SEA 15,0.0,13.0,Jimmy Garoppolo pass complete short left to Jeff Wilson for 14 yards (tackle by Cody Barton),3.93,6.97,2.0,2022,26
2.0,1:29,,,,,,Timeout #3 by Seattle Seahawks,,,2.0,2022,26
2.0,1:29,1.0,1.0,SEA 1,0.0,19.0,"Kyle Juszczyk up the middle for 1 yard, touchdown",6.97,7.0,2.0,2022,26
2.0,1:26,,,SEA 15,0.0,20.0,Robbie Gould kicks extra point good,0.0,0.0,2.0,2022,26
2.0,1:26,,,SFO 35,0.0,20.0,"Robbie Gould kicks off 64 yards, returned by DeeJay Dallas for 15 yards (tackle by George Odum)",0.0,-0.14,2.0,2022,26
2.0,1:20,1.0,10.0,SEA 16,0.0,20.0,Geno Smith pass complete short left to Travis Homer for 1 yard (tackle by Dre Greenlaw),-0.14,-0.51,2.0,2022,26
2.0,1:15,2.0,9.0,SEA 17,0.0,20.0,Geno Smith pass complete short left to Noah Fant for 7 yards (tackle by Samuel Womack),-0.51,-0.32,2.0,2022,26
2.0,0:49,3.0,2.0,SEA 24,0.0,20.0,Travis Homer left guard for 4 yards (tackle by Samson Ebukam),-0.32,0.81,2.0,2022,26
2.0,0:26,1.0,10.0,SEA 28,0.0,20.0,Geno Smith pass complete short left to D.K. Metcalf for 12 yards,0.81,1.6,2.0,2022,26
2.0,0:23,1.0,10.0,SEA 40,0.0,20.0,Geno Smith pass complete short right to Tyler Lockett for 8 yards,1.6,2.13,2.0,2022,26
2.0,0:19,,,,,,Timeout #2 by San Francisco 49ers,,,2.0,2022,26
2.0,0:19,2.0,2.0,SEA 48,0.0,20.0,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Fred Warner),2.13,2.59,2.0,2022,26
2.0,0:15,1.0,10.0,SFO 45,0.0,20.0,Geno Smith pass incomplete short right intended for Marquise Goodwin,2.59,2.04,2.0,2022,26
2.0,0:11,2.0,10.0,SFO 45,0.0,20.0,"Penalty on Abraham Lucas: False Start, 5 yards (accepted) (no play)",2.04,1.37,2.0,2022,26
2.0,0:11,2.0,15.0,SFO 50,0.0,20.0,Geno Smith pass complete short right to Travis Homer for 17 yards (tackle by Talanoa Hufanga),1.37,1.14,2.0,2022,26
3.0,15:00,,,SFO 35,0.0,20.0,"Robbie Gould kicks off 65 yards, returned by DeeJay Dallas for 16 yards (tackle by Ambry Thomas and Oren Burks)",0.0,-0.14,2.0,2022,26
3.0,14:56,1.0,10.0,SEA 16,0.0,20.0,Geno Smith sacked by Nick Bosa for -8 yards,-0.14,-1.36,2.0,2022,26
3.0,14:15,2.0,18.0,SEA 8,0.0,20.0,"Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Charvarius Ward). Penalty on Austin Blythe: Ineligible Downfield Pass, 5 yards (declined)",-1.36,-1.47,2.0,2022,26
3.0,13:44,3.0,11.0,SEA 15,0.0,20.0,Geno Smith pass complete short left to Tyler Lockett for 9 yards (tackle by Emmanuel Moseley),-1.47,-1.77,2.0,2022,26
3.0,12:59,4.0,2.0,SEA 24,0.0,20.0,"Michael Dickson punts 52 yards, returned by Ray-Ray McCloud for 5 yards (tackle by Nick Bellore)",-1.77,-0.87,2.0,2022,26
3.0,12:49,1.0,10.0,SFO 29,0.0,20.0,"Jimmy Garoppolo pass complete short middle to Jauan Jennings for 4 yards (tackle by Al Woods). Penalty on Al Woods: Face Mask (15 Yards), 15 yards (accepted)",0.87,2.13,2.0,2022,26
3.0,12:21,1.0,10.0,SFO 48,0.0,20.0,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 14 yards (tackle by Tariq Woolen),2.13,3.05,2.0,2022,26
3.0,11:43,1.0,10.0,SEA 38,0.0,20.0,Tyrion Davis-Price up the middle for 2 yards (tackle by Boye Mafe),3.05,2.78,2.0,2022,26
3.0,11:09,2.0,8.0,SEA 36,0.0,20.0,Jeff Wilson right tackle for 16 yards (tackle by Quandre Diggs and Cody Barton),2.78,4.24,2.0,2022,26
3.0,10:23,1.0,10.0,SEA 20,0.0,20.0,Jeff Wilson up the middle for no gain (tackle by Uchenna Nwosu and Coby Bryant),4.24,3.69,2.0,2022,26
3.0,9:51,2.0,10.0,SEA 20,0.0,20.0,Jeff Wilson up the middle for 9 yards (tackle by Quandre Diggs),3.69,4.59,2.0,2022,26
3.0,9:10,3.0,1.0,SEA 11,0.0,20.0,Jimmy Garoppolo sacked by Boye Mafe for no gain,4.59,2.85,2.0,2022,26
3.0,8:35,4.0,1.0,SEA 11,0.0,20.0,Jimmy Garoppolo up the middle for 3 yards (tackle by Jordyn Brooks),2.85,5.37,2.0,2022,26
3.0,7:53,1.0,8.0,SEA 8,0.0,20.0,Jeff Wilson up the middle for 5 yards (tackle by Quandre Diggs and Cody Barton),5.37,5.53,2.0,2022,26
3.0,7:12,2.0,3.0,SEA 3,0.0,20.0,Jeff Wilson right guard for 1 yard (tackle by Josh Jones and Michael Jackson),5.53,4.95,2.0,2022,26
3.0,6:27,3.0,2.0,SEA 2,0.0,20.0,"Jake Brendel aborted snap, recovered by Ross Dwelley at SEA-5 Ross Dwelley for no gain (tackle by Darrell Taylor)",4.95,3.25,2.0,2022,26
3.0,5:39,4.0,2.0,SEA 2,6.0,20.0,"Robbie Gould 20 yard field goal no good blocked by Tariq Woolen, touchdown",3.25,-7.0,2.0,2022,26
3.0,5:25,,,SFO 15,7.0,20.0,Jason Myers kicks extra point good,0.0,0.0,2.0,2022,26
3.0,5:25,,,SEA 35,7.0,20.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,26
3.0,5:25,1.0,10.0,SFO 25,7.0,20.0,Deebo Samuel right end for -1 yards (tackle by Darrell Taylor),0.61,-0.07,2.0,2022,26
3.0,4:41,2.0,11.0,SFO 24,7.0,20.0,Jimmy Garoppolo pass incomplete short left intended for Ray-Ray McCloud (defended by Uchenna Nwosu),-0.07,-0.76,2.0,2022,26
3.0,4:36,3.0,11.0,SFO 24,7.0,20.0,"Jimmy Garoppolo pass incomplete deep left intended for Brandon Aiyuk. Penalty on Coby Bryant: Illegal Contact, 5 yards (accepted) (no play)",-0.76,0.87,2.0,2022,26
3.0,4:32,1.0,10.0,SFO 29,7.0,20.0,Tyrion Davis-Price right tackle for 1 yard (tackle by Al Woods),0.87,0.46,2.0,2022,26
3.0,3:56,2.0,9.0,SFO 30,7.0,20.0,Jimmy Garoppolo pass complete short left to Deebo Samuel for 7 yards (tackle by Jordyn Brooks),0.46,0.7,2.0,2022,26
3.0,3:12,3.0,2.0,SFO 37,7.0,20.0,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 8 yards (tackle by Jordyn Brooks),0.7,1.93,2.0,2022,26
3.0,2:29,1.0,10.0,SFO 45,7.0,20.0,Tyrion Davis-Price up the middle for 1 yard (tackle by Bryan Mone and Cody Barton),1.93,1.52,2.0,2022,26
3.0,1:45,2.0,9.0,SFO 46,7.0,20.0,Jimmy Garoppolo pass incomplete short right intended for Danny Gray,1.52,0.83,2.0,2022,26
3.0,1:39,3.0,9.0,SFO 46,7.0,20.0,Jimmy Garoppolo pass incomplete short right intended for Kyle Juszczyk,0.83,-0.32,2.0,2022,26
3.0,1:33,4.0,9.0,SFO 46,7.0,20.0,Mitch Wishnowsky punts 41 yards out of bounds,-0.32,0.32,2.0,2022,26
3.0,1:23,1.0,10.0,SEA 13,7.0,20.0,Rashaad Penny left guard for 6 yards (tackle by Javon Kinlaw),-0.32,0.03,2.0,2022,26
3.0,0:47,2.0,4.0,SEA 19,7.0,20.0,Rashaad Penny up the middle for no gain (tackle by Nick Bosa and Dre Greenlaw),0.03,-0.71,2.0,2022,26
3.0,0:06,3.0,4.0,SEA 19,7.0,20.0,Geno Smith scrambles left guard for 3 yards (tackle by Samuel Womack and Samson Ebukam),-0.71,-1.9,2.0,2022,26
4.0,15:00,4.0,1.0,SEA 22,7.0,20.0,Michael Dickson punts 53 yards out of bounds,-1.9,-0.61,2.0,2022,26
4.0,14:52,1.0,10.0,SFO 25,7.0,20.0,Jeff Wilson right end for 2 yards (tackle by Poona Ford),0.61,0.33,2.0,2022,26
4.0,14:07,2.0,8.0,SFO 27,7.0,20.0,Jimmy Garoppolo pass incomplete short right intended for Brandon Aiyuk (defended by Al Woods),0.33,-0.36,2.0,2022,26
4.0,14:05,3.0,8.0,SFO 27,7.0,20.0,"Jimmy Garoppolo pass incomplete deep right intended for Brandon Aiyuk. Penalty on Michael Jackson: Defensive Pass Interference, 18 yards (accepted) (no play)",-0.36,1.93,2.0,2022,26
4.0,14:00,1.0,10.0,SFO 45,7.0,20.0,Jeff Wilson right end for 4 yards (tackle by Michael Jackson),1.93,1.92,2.0,2022,26
4.0,13:28,2.0,6.0,SFO 49,7.0,20.0,Jeff Wilson left guard for -1 yards (tackle by Boye Mafe),1.92,1.09,2.0,2022,26
4.0,12:44,3.0,7.0,SFO 48,7.0,20.0,Jimmy Garoppolo pass incomplete short left intended for Brandon Aiyuk,1.09,-0.19,2.0,2022,26
4.0,12:42,4.0,7.0,SFO 48,7.0,20.0,Mitch Wishnowsky punts 44 yards downed by Tarvarius Moore,-0.19,0.38,2.0,2022,26
4.0,12:31,1.0,10.0,SEA 8,7.0,20.0,Geno Smith pass complete short right to Tyler Lockett for 14 yards (tackle by Charvarius Ward),-0.38,0.41,2.0,2022,26
4.0,11:58,1.0,10.0,SEA 22,7.0,20.0,Geno Smith pass complete short right to Kenneth Walker for 3 yards (tackle by Fred Warner and Dre Greenlaw),0.41,0.27,2.0,2022,26
4.0,11:11,2.0,7.0,SEA 25,7.0,20.0,Geno Smith pass complete short right to Tyler Lockett for 9 yards (tackle by Charvarius Ward),0.27,1.2,2.0,2022,26
4.0,10:41,1.0,10.0,SEA 34,7.0,20.0,Kenneth Walker left guard for -2 yards (tackle by Kevin Givens),1.2,0.39,2.0,2022,26
4.0,10:03,2.0,12.0,SEA 32,7.0,20.0,Geno Smith pass incomplete short left intended for Kenneth Walker,0.39,-0.3,2.0,2022,26
4.0,9:58,3.0,12.0,SEA 32,7.0,20.0,Geno Smith sacked by Nick Bosa for -9 yards,-0.3,-1.83,2.0,2022,26
4.0,9:14,4.0,21.0,SEA 23,7.0,20.0,"Michael Dickson punts 54 yards, returned by Ray-Ray McCloud for 14 yards (tackle by Nick Bellore)",-1.83,-1.47,2.0,2022,26
4.0,9:00,1.0,10.0,SFO 38,7.0,20.0,"Tyrion Davis-Price up the middle for no gain. Penalty on Uchenna Nwosu: Defensive Offside, 5 yards (accepted) (no play)",1.47,2.13,2.0,2022,26
4.0,8:40,1.0,5.0,SFO 42,7.0,20.0,Tyrion Davis-Price left guard for 6 yards (tackle by Poona Ford),2.13,2.13,2.0,2022,26
4.0,7:53,1.0,10.0,SFO 48,7.0,20.0,Tyrion Davis-Price right guard for 4 yards (tackle by Jordyn Brooks and Al Woods),2.13,2.12,2.0,2022,26
4.0,7:07,2.0,6.0,SEA 48,7.0,20.0,Tyrion Davis-Price left tackle for -3 yards (tackle by Darrell Taylor),2.12,1.02,2.0,2022,26
4.0,6:21,3.0,9.0,SFO 49,7.0,20.0,Jimmy Garoppolo pass complete short left to Deebo Samuel for 15 yards (tackle by Coby Bryant),1.02,3.18,2.0,2022,26
4.0,5:41,1.0,10.0,SEA 36,7.0,20.0,Jeff Wilson up the middle for 4 yards (tackle by Boye Mafe),3.18,3.18,2.0,2022,26
4.0,4:56,2.0,6.0,SEA 32,7.0,20.0,Jeff Wilson right guard for 2 yards (tackle by Jordyn Brooks),3.18,2.74,2.0,2022,26
4.0,4:13,3.0,4.0,SEA 30,7.0,20.0,Jeff Wilson up the middle for 5 yards (tackle by Jordyn Brooks and Quinton Jefferson),2.74,3.91,2.0,2022,26
4.0,4:04,,,,,,Timeout #1 by Seattle Seahawks,,,2.0,2022,26
4.0,4:04,1.0,10.0,SEA 25,7.0,20.0,Tyrion Davis-Price right guard for 3 yards (tackle by Josh Jones),3.91,3.77,2.0,2022,26
4.0,3:59,,,,,,Timeout #2 by Seattle Seahawks,,,2.0,2022,26
4.0,3:59,2.0,7.0,SEA 22,7.0,20.0,Tyrion Davis-Price up the middle for 2 yards (tackle by Cody Barton),3.77,3.34,2.0,2022,26
4.0,3:14,3.0,5.0,SEA 20,7.0,20.0,"Jimmy Garoppolo pass incomplete deep right intended for Brandon Aiyuk. Penalty on Darrell Taylor: Defensive Offside, 5 yards (declined) . Penalty on Michael Jackson: Defensive Pass Interference, 19 yards (accepted) (no play)",3.34,6.97,2.0,2022,26
4.0,3:09,1.0,1.0,SEA 1,7.0,20.0,Kyle Juszczyk up the middle for no gain (tackle by Bryan Mone),6.97,5.91,2.0,2022,26
4.0,2:29,2.0,1.0,SEA 1,7.0,20.0,Tyrion Davis-Price left guard for -1 yards (tackle by Al Woods),5.91,4.95,2.0,2022,26
4.0,2:00,3.0,2.0,SEA 2,7.0,20.0,Jimmy Garoppolo right guard for 1 yard (tackle by Cody Barton),4.95,3.55,2.0,2022,26
4.0,1:54,,,,,,Timeout #3 by Seattle Seahawks,,,2.0,2022,26
4.0,1:54,4.0,1.0,SEA 1,7.0,26.0,"Jimmy Garoppolo up the middle for 1 yard, touchdown",3.55,7.0,2.0,2022,26
4.0,1:51,,,SEA 15,7.0,27.0,Robbie Gould kicks extra point good,0.0,0.0,2.0,2022,26
4.0,1:51,,,SFO 35,7.0,27.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,26
4.0,1:51,1.0,10.0,SEA 25,7.0,27.0,Geno Smith pass complete short left to D.K. Metcalf for 6 yards (tackle by Fred Warner and Samuel Womack),0.61,0.87,2.0,2022,26
4.0,1:28,2.0,4.0,SEA 31,7.0,27.0,Geno Smith pass complete short right to Travis Homer for 7 yards (tackle by Dre Greenlaw),0.87,1.47,2.0,2022,26
4.0,1:20,1.0,10.0,SEA 38,7.0,27.0,Geno Smith pass complete short middle to Travis Homer for 8 yards (tackle by Dre Greenlaw),1.47,2.0,2.0,2022,26
4.0,1:02,2.0,2.0,SEA 46,7.0,27.0,Travis Homer right tackle for 5 yards (tackle by Arik Armstead),2.0,2.32,2.0,2022,26
4.0,0:36,1.0,10.0,SFO 49,7.0,27.0,Geno Smith pass complete short left to D.K. Metcalf for 12 yards (tackle by Emmanuel Moseley),2.32,3.12,2.0,2022,26
4.0,0:31,1.0,10.0,SFO 37,7.0,27.0,"Geno Smith pass incomplete. Penalty on Geno Smith: Intentional Grounding, 13 yards (accepted)",3.12,0.82,2.0,2022,26
4.0,0:08,2.0,23.0,SFO 50,7.0,27.0,Geno Smith pass complete short right to D'Wayne Eskridge for 6 yards (tackle by Charvarius Ward),0.82,0.96,2.0,2022,26
