Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA,week,year,game_id
1.0,10:54,4.0,11.0,HOU 48,0.0,0.0,"Corliss Waitman punts 48 yards, touchback.",0.07,-0.28,2.0,2022,29
1.0,10:46,1.0,10.0,HOU 20,0.0,0.0,Davis Mills pass complete short right to Brandin Cooks for 5 yards (tackle by Patrick Surtain),0.28,0.41,2.0,2022,29
1.0,10:26,2.0,5.0,HOU 25,0.0,0.0,Davis Mills pass complete short left to Brandin Cooks for 1 yard (tackle by Kareem Jackson),0.41,-0.16,2.0,2022,29
1.0,9:52,3.0,4.0,HOU 26,0.0,0.0,Davis Mills pass complete short left to Nico Collins for 5 yards (tackle by Patrick Surtain),-0.16,1.0,2.0,2022,29
1.0,9:23,1.0,10.0,HOU 31,0.0,0.0,Davis Mills pass incomplete short left intended for Nico Collins,1.0,0.46,2.0,2022,29
1.0,9:19,2.0,10.0,HOU 31,0.0,0.0,Davis Mills pass complete short right to Chris Moore for 9 yards (tackle by Jonas Griffith),0.46,0.96,2.0,2022,29
1.0,8:40,3.0,1.0,HOU 40,0.0,0.0,Dameon Pierce up the middle for -4 yards (tackle by Randy Gregory),0.96,-0.98,2.0,2022,29
1.0,8:00,4.0,5.0,HOU 36,0.0,0.0,"Cameron Johnston punts 48 yards, returned by Montrell Washington for 19 yards (tackle by M.J. Stewart)",-0.98,-1.27,2.0,2022,29
1.0,7:48,1.0,10.0,DEN 35,0.0,0.0,Russell Wilson pass complete short right to Jerry Jeudy for 11 yards (tackle by Derek Stingley),1.27,1.99,2.0,2022,29
1.0,7:09,1.0,10.0,DEN 46,0.0,0.0,"Montrell Washington left end for 19 yards (tackle by Derek Stingley). Penalty on Melvin Gordon: Offensive Holding, 10 yards (accepted)",1.99,3.31,2.0,2022,29
1.0,6:44,1.0,1.0,HOU 45,0.0,0.0,Jerry Jeudy right end for 1 yard (tackle by Steven Nelson),3.31,2.65,2.0,2022,29
1.0,6:01,1.0,10.0,HOU 44,0.0,0.0,Russell Wilson pass incomplete short left intended for Jerry Jeudy (defended by Steven Nelson),2.65,2.11,2.0,2022,29
1.0,5:53,2.0,10.0,HOU 44,0.0,0.0,"Russell Wilson pass incomplete deep left intended for Courtland Sutton. Penalty on Derek Stingley: Defensive Pass Interference, 42 yards (accepted) . Penalty on Kurt Hinish: Defensive Offside, 5 yards (declined) (no play)",2.11,6.74,2.0,2022,29
1.0,5:47,1.0,2.0,HOU 2,0.0,0.0,"Russell Wilson pass complete short left to Courtland Sutton for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Russell Wilson pass incomplete short left intended for Courtland Sutton",6.74,5.72,2.0,2022,29
1.0,5:43,2.0,2.0,HOU 2,0.0,0.0,Russell Wilson pass incomplete short left intended for Courtland Sutton (defended by Derek Stingley),5.72,4.95,2.0,2022,29
1.0,5:40,3.0,2.0,HOU 2,0.0,0.0,Russell Wilson pass incomplete short middle intended for Javonte Williams (defended by Roy Lopez),4.95,3.25,2.0,2022,29
1.0,5:33,4.0,2.0,HOU 2,0.0,3.0,Brandon McManus 20 yard field goal good,3.25,3.0,2.0,2022,29
1.0,5:30,,,DEN 35,0.0,3.0,"Brandon McManus kicks off 63 yards, returned by Tremon Smith for 22 yards (tackle by Delarrin Turner-Yell)",0.0,0.54,2.0,2022,29
1.0,5:24,1.0,10.0,HOU 24,0.0,3.0,Dameon Pierce left tackle for 12 yards (tackle by Dre'Mont Jones),0.54,1.33,2.0,2022,29
1.0,4:48,1.0,10.0,HOU 36,0.0,3.0,Davis Mills pass incomplete deep right intended for Pharaoh Brown,1.33,0.79,2.0,2022,29
1.0,4:43,2.0,10.0,HOU 36,0.0,3.0,Davis Mills pass complete short middle to Pharaoh Brown for 18 yards (tackle by Ronald Darby),0.79,2.52,2.0,2022,29
1.0,4:16,1.0,10.0,DEN 46,0.0,3.0,Dameon Pierce up the middle for 7 yards (tackle by Caden Sterns and DeShawn Williams),2.52,2.92,2.0,2022,29
1.0,3:51,2.0,3.0,DEN 39,0.0,3.0,Davis Mills pass complete short left to Pharaoh Brown for 2 yards (tackle by Jonas Griffith),2.92,2.48,2.0,2022,29
1.0,3:13,3.0,1.0,DEN 37,0.0,3.0,Jeff Driskel left end for 10 yards (tackle by Kareem Jackson),2.48,3.78,2.0,2022,29
1.0,2:38,1.0,10.0,DEN 27,0.0,3.0,Davis Mills pass incomplete deep middle intended for Nico Collins (defended by Alex Singleton),3.78,3.23,2.0,2022,29
1.0,2:33,2.0,10.0,DEN 27,0.0,3.0,Davis Mills pass incomplete short middle intended for Chris Moore (defended by Alex Singleton),3.23,2.54,2.0,2022,29
1.0,2:28,3.0,10.0,DEN 27,0.0,3.0,"Penalty on DEN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",2.54,3.2,2.0,2022,29
1.0,2:28,3.0,5.0,DEN 22,0.0,3.0,Davis Mills pass incomplete deep left intended for Rex Burkhead,3.2,2.04,2.0,2022,29
1.0,2:23,4.0,5.0,DEN 22,3.0,3.0,Ka'imi Fairbairn 40 yard field goal good,2.04,3.0,2.0,2022,29
1.0,2:19,,,HOU 35,3.0,3.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,29
1.0,2:19,1.0,10.0,DEN 25,3.0,3.0,Russell Wilson pass incomplete short middle,0.61,0.06,2.0,2022,29
1.0,2:16,2.0,10.0,DEN 25,3.0,3.0,Javonte Williams right guard for 5 yards (tackle by Jalen Pitre),0.06,0.04,2.0,2022,29
1.0,1:39,3.0,5.0,DEN 30,3.0,3.0,"Russell Wilson sacked by. Penalty on Ogbonnia Okoronkwo: Defensive Offside, 4 yards (accepted) (no play)",0.04,0.56,2.0,2022,29
1.0,1:06,3.0,1.0,DEN 34,3.0,3.0,"Russell Wilson pass incomplete short left. Penalty on Desmond King: Defensive Holding, 6 yards (accepted) (no play)",0.56,1.6,2.0,2022,29
1.0,1:00,1.0,10.0,DEN 40,3.0,3.0,Melvin Gordon right end for 4 yards (tackle by Christian Kirksey),1.6,1.59,2.0,2022,29
1.0,0:28,2.0,6.0,DEN 44,3.0,3.0,Melvin Gordon up the middle for 5 yards (tackle by Desmond King),1.59,1.55,2.0,2022,29
2.0,15:00,3.0,1.0,DEN 49,3.0,3.0,Javonte Williams left end for 2 yards (tackle by Steven Nelson and Kevin Pierre-Louis),1.55,2.32,2.0,2022,29
2.0,14:21,1.0,10.0,HOU 49,3.0,3.0,Russell Wilson pass incomplete short right intended for Eric Saubert,2.32,1.78,2.0,2022,29
2.0,14:16,2.0,10.0,HOU 49,3.0,3.0,Russell Wilson sacked by Rasheem Green for -6 yards,1.78,0.3,2.0,2022,29
2.0,13:31,3.0,16.0,DEN 45,3.0,3.0,Russell Wilson pass complete short middle to Melvin Gordon for 6 yards (tackle by Christian Kirksey and Desmond King),0.3,0.0,2.0,2022,29
2.0,12:59,4.0,10.0,HOU 49,3.0,3.0,"Corliss Waitman punts 49 yards, touchback.",0.0,-0.28,2.0,2022,29
2.0,12:52,1.0,10.0,HOU 20,3.0,3.0,Davis Mills pass complete short right to Dameon Pierce for 8 yards (tackle by Caden Sterns and Alex Singleton),0.28,0.81,2.0,2022,29
2.0,12:20,2.0,2.0,HOU 28,3.0,3.0,Dameon Pierce left guard for 4 yards (tackle by D.J. Jones and Caden Sterns),0.81,1.07,2.0,2022,29
2.0,11:40,1.0,10.0,HOU 32,3.0,3.0,Davis Mills pass complete short middle to O.J. Howard for 7 yards (tackle by K'Waun Williams),1.07,1.47,2.0,2022,29
2.0,11:04,2.0,3.0,HOU 39,3.0,3.0,Dameon Pierce up the middle for 7 yards (tackle by Randy Gregory and Kareem Jackson),1.47,1.99,2.0,2022,29
2.0,10:22,1.0,10.0,HOU 46,3.0,3.0,Davis Mills pass complete short right to Brevin Jordan for 4 yards (tackle by Jonas Griffith),1.99,1.92,2.0,2022,29
2.0,9:45,2.0,7.0,HOU 50,3.0,3.0,Davis Mills pass complete short right to Brandin Cooks for 25 yards (tackle by Kareem Jackson),1.92,3.91,2.0,2022,29
2.0,9:05,1.0,10.0,DEN 25,3.0,3.0,"Davis Mills scrambles left end for no gain (tackle by Baron Browning). Penalty on Laremy Tunsil: Offensive Holding, 10 yards (accepted) (no play)",3.91,3.25,2.0,2022,29
2.0,8:36,1.0,20.0,DEN 35,3.0,3.0,Davis Mills pass complete short right to Rex Burkhead for 4 yards (tackle by Damarri Mathis),3.25,2.55,2.0,2022,29
2.0,8:09,2.0,16.0,DEN 31,3.0,3.0,Davis Mills pass incomplete deep left intended for Nico Collins,2.55,1.88,2.0,2022,29
2.0,8:04,,,,,,Timeout #1 by Houston Texans,,,2.0,2022,29
2.0,8:04,3.0,16.0,DEN 31,3.0,3.0,Davis Mills pass complete short right to Rex Burkhead for 5 yards (tackle by Damarri Mathis),1.88,1.74,2.0,2022,29
2.0,7:24,4.0,11.0,DEN 26,6.0,3.0,Ka'imi Fairbairn 44 yard field goal good,1.74,3.0,2.0,2022,29
2.0,7:20,,,HOU 35,6.0,3.0,"Ka'imi Fairbairn kicks off 64 yards, returned by Montrell Washington for 17 yards (tackle by Dare Ogunbowale)",0.0,0.04,2.0,2022,29
2.0,7:15,1.0,10.0,DEN 18,6.0,3.0,Russell Wilson pass incomplete short right intended for Javonte Williams,0.04,-0.49,2.0,2022,29
2.0,7:11,2.0,10.0,DEN 18,6.0,3.0,Russell Wilson pass complete short right to Javonte Williams for 10 yards (tackle by Christian Kirksey),-0.49,0.81,2.0,2022,29
2.0,6:38,1.0,10.0,DEN 28,6.0,3.0,Javonte Williams left end for 4 yards (tackle by Roy Lopez),0.81,0.8,2.0,2022,29
2.0,5:58,2.0,6.0,DEN 32,6.0,3.0,Russell Wilson pass incomplete short right intended for Courtland Sutton (defended by Derek Stingley),0.8,0.1,2.0,2022,29
2.0,5:54,3.0,6.0,DEN 32,6.0,3.0,Russell Wilson pass incomplete short middle intended for Albert Okwuegbunam (defended by Desmond King),0.1,-1.24,2.0,2022,29
2.0,5:50,4.0,6.0,DEN 32,6.0,3.0,Corliss Waitman punts 35 yards downed by Andrew Beck,-1.24,-1.14,2.0,2022,29
2.0,5:38,1.0,10.0,HOU 33,6.0,3.0,Dameon Pierce up the middle for 5 yards (tackle by Mike Purcell),1.14,1.27,2.0,2022,29
2.0,5:04,2.0,5.0,HOU 38,6.0,3.0,Davis Mills pass incomplete deep middle intended for Chris Moore,1.27,0.56,2.0,2022,29
2.0,4:58,3.0,5.0,HOU 38,6.0,3.0,"Penalty on Tytus Howard: False Start, 5 yards (accepted) (no play)",0.56,-0.1,2.0,2022,29
2.0,4:58,3.0,10.0,HOU 33,6.0,3.0,"Davis Mills sacked by Dre'Mont Jones for -7 yards. Davis Mills fumbles (forced by Dre'Mont Jones), recovered by A.J. Cann at HOU-27",-0.1,-1.57,2.0,2022,29
2.0,4:18,4.0,16.0,HOU 27,6.0,3.0,"Cameron Johnston punts 64 yards, returned by Montrell Washington for 15 yards (tackle by Kevin Pierre-Louis and Jon Weeks)",-1.57,-0.54,2.0,2022,29
2.0,4:04,1.0,10.0,DEN 24,6.0,3.0,Melvin Gordon left end for 9 yards (tackle by Steven Nelson and Jalen Pitre),0.54,1.21,2.0,2022,29
2.0,3:25,2.0,1.0,DEN 33,6.0,3.0,"Russell Wilson pass incomplete short left intended for Andrew Beck. Penalty on Kevin Pierre-Louis: Defensive Pass Interference, 12 yards (accepted) (no play)",1.21,1.93,2.0,2022,29
2.0,3:19,1.0,10.0,DEN 45,6.0,3.0,"Melvin Gordon left end for 8 yards (tackle by Kevin Pierre-Louis). Penalty on Courtland Sutton: Unnecessary Roughness / Offense, 15 yards (accepted)",1.93,0.44,2.0,2022,29
2.0,2:55,2.0,17.0,DEN 38,6.0,3.0,"Penalty on Graham Glasgow: False Start, 5 yards (accepted) (no play)",0.44,-0.24,2.0,2022,29
2.0,2:33,2.0,22.0,DEN 33,6.0,3.0,Javonte Williams right guard for 17 yards (tackle by Jonathan Owens),-0.24,1.36,2.0,2022,29
2.0,2:00,3.0,5.0,DEN 50,6.0,3.0,Russell Wilson pass complete deep left to Courtland Sutton for 34 yards (tackle by Derek Stingley),1.36,4.51,2.0,2022,29
2.0,1:51,1.0,10.0,HOU 16,6.0,3.0,Russell Wilson pass complete short middle to Courtland Sutton for 11 yards (tackle by Jonathan Owens),4.51,6.06,2.0,2022,29
2.0,1:08,1.0,5.0,HOU 5,6.0,3.0,Russell Wilson pass incomplete short right intended for Javonte Williams,6.06,5.15,2.0,2022,29
2.0,1:03,2.0,5.0,HOU 5,6.0,3.0,Javonte Williams right guard for 4 yards (tackle by Kamu Grugier-Hill),5.15,5.17,2.0,2022,29
2.0,0:29,3.0,1.0,HOU 1,6.0,3.0,Russell Wilson pass incomplete short right,5.17,3.55,2.0,2022,29
2.0,0:23,4.0,1.0,HOU 1,6.0,3.0,"Penalty on DEN: Delay of Game, 5 yards (accepted) (no play)",3.55,2.99,2.0,2022,29
2.0,0:23,4.0,6.0,HOU 6,6.0,6.0,Brandon McManus 24 yard field goal good,2.99,3.0,2.0,2022,29
2.0,0:20,,,DEN 35,6.0,6.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,29
2.0,0:20,1.0,10.0,HOU 25,6.0,6.0,Davis Mills kneels for -1 yards,0.61,-0.07,2.0,2022,29
3.0,15:00,,,HOU 35,6.0,6.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,29
3.0,15:00,1.0,10.0,DEN 25,6.0,6.0,"Javonte Williams right end for no gain (tackle by Maliek Collins). Penalty on Lloyd Cushenberry: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,2.0,2022,29
3.0,14:36,1.0,20.0,DEN 15,6.0,6.0,Russell Wilson scrambles up the middle for 4 yards (tackle by Jonathan Owens),-0.41,-0.81,2.0,2022,29
3.0,13:50,2.0,16.0,DEN 19,6.0,6.0,Russell Wilson pass deep middle intended for Courtland Sutton is intercepted by Christian Kirksey at DEN-45 and returned for no gain (tackle by Courtland Sutton),-0.81,-2.59,2.0,2022,29
3.0,13:42,1.0,10.0,DEN 45,6.0,6.0,Davis Mills pass incomplete deep left intended for Brevin Jordan,2.59,2.04,2.0,2022,29
3.0,13:37,2.0,10.0,DEN 45,6.0,6.0,Dameon Pierce up the middle for 11 yards (tackle by Dre'Mont Jones),2.04,3.31,2.0,2022,29
3.0,13:01,1.0,10.0,DEN 34,6.0,6.0,Dameon Pierce left end for 11 yards (tackle by Alex Singleton and Kareem Jackson),3.31,4.04,2.0,2022,29
3.0,12:30,1.0,10.0,DEN 23,6.0,6.0,Davis Mills pass complete short middle to Chris Moore for 5 yards (tackle by Alex Singleton),4.04,4.21,2.0,2022,29
3.0,12:00,2.0,5.0,DEN 18,6.0,6.0,Dameon Pierce up the middle for no gain (tackle by D.J. Jones and Dre'Mont Jones),4.21,3.49,2.0,2022,29
3.0,11:17,3.0,5.0,DEN 18,6.0,6.0,Davis Mills pass complete to Nico Collins for 4 yards (tackle by Damarri Mathis),3.49,2.66,2.0,2022,29
3.0,10:35,4.0,1.0,DEN 14,6.0,6.0,Dameon Pierce left tackle for 5 yards (tackle by Alex Singleton and Kareem Jackson),2.66,0.0,2.0,2022,29
3.0,9:50,1.0,10.0,DEN 9,6.0,6.0,"Dameon Pierce left end for -1 yards (tackle by Damarri Mathis). Penalty on Dre'Mont Jones: Face Mask (15 Yards), 5 yards (accepted) (no play)",0.0,6.28,2.0,2022,29
3.0,9:17,1.0,4.0,DEN 4,6.0,6.0,Dameon Pierce up the middle for -2 yards (tackle by Matt Henningsen and Dre'Mont Jones),6.28,4.95,2.0,2022,29
3.0,8:50,2.0,6.0,DEN 6,6.0,6.0,Davis Mills pass incomplete short left intended for Brandin Cooks,4.95,4.04,2.0,2022,29
3.0,8:42,3.0,6.0,DEN 6,6.0,6.0,Davis Mills pass incomplete short left intended for Brandin Cooks (defended by Damarri Mathis),4.04,2.99,2.0,2022,29
3.0,8:36,4.0,6.0,DEN 6,9.0,6.0,Ka'imi Fairbairn 24 yard field goal good,2.99,3.0,2.0,2022,29
3.0,8:33,,,HOU 35,9.0,6.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,29
3.0,8:33,1.0,10.0,DEN 25,9.0,6.0,Javonte Williams left end for 17 yards (tackle by Jonathan Owens),0.61,1.73,2.0,2022,29
3.0,7:58,1.0,10.0,DEN 42,9.0,6.0,Javonte Williams right end for 2 yards (tackle by Michael Dwumfour and Jalen Pitre),1.73,1.46,2.0,2022,29
3.0,7:46,2.0,8.0,DEN 44,9.0,6.0,Melvin Gordon left tackle for 5 yards (tackle by Thomas Booker),1.46,1.42,2.0,2022,29
3.0,6:57,3.0,3.0,DEN 49,9.0,6.0,"Melvin Gordon right end for 1 yard (tackle by Kamu Grugier-Hill). Penalty on Lloyd Cushenberry: Offensive Holding, 10 yards (declined)",1.42,-0.06,2.0,2022,29
3.0,6:35,,,,,,Timeout #1 by Denver Broncos,,,2.0,2022,29
3.0,6:35,4.0,2.0,DEN 50,9.0,6.0,Russell Wilson pass complete to Courtland Sutton for 6 yards (tackle by Derek Stingley),-0.06,2.52,2.0,2022,29
3.0,6:10,1.0,10.0,HOU 46,9.0,6.0,"Penalty on Javonte Williams: False Start, 5 yards (accepted) (no play)",2.52,2.32,2.0,2022,29
3.0,5:36,1.0,15.0,HOU 49,9.0,6.0,Russell Wilson pass complete short middle to Tyrie Cleveland for 12 yards (tackle by Christian Kirksey),2.32,3.06,2.0,2022,29
3.0,5:05,2.0,3.0,HOU 37,9.0,6.0,Javonte Williams up the middle for 2 yards (tackle by Kamu Grugier-Hill),3.06,2.61,2.0,2022,29
3.0,4:21,3.0,1.0,HOU 35,9.0,6.0,Andrew Beck right end for -1 yards (tackle by Blake Cashman and Kurt Hinish),2.61,0.89,2.0,2022,29
3.0,3:24,4.0,2.0,HOU 36,9.0,6.0,"Penalty on DEN: Delay of Game, 5 yards (accepted) (no play)",0.89,0.53,2.0,2022,29
3.0,3:07,4.0,7.0,HOU 41,9.0,6.0,"Corliss Waitman punts 32 yards, fair catch by Desmond King at HOU-9",0.53,0.38,2.0,2022,29
3.0,3:02,1.0,10.0,HOU 9,9.0,6.0,Dameon Pierce left guard for 2 yards (tackle by Alex Singleton and Mike Purcell),-0.38,-0.63,2.0,2022,29
3.0,2:20,2.0,8.0,HOU 11,9.0,6.0,Davis Mills up the middle for 2 yards (tackle by Caden Sterns),-0.63,-0.95,2.0,2022,29
3.0,1:49,3.0,6.0,HOU 13,9.0,6.0,Davis Mills pass incomplete short left intended for Nico Collins,-0.95,-2.49,2.0,2022,29
3.0,1:33,4.0,6.0,HOU 13,9.0,6.0,"Cameron Johnston punts 61 yards, returned by Montrell Washington for 12 yards (tackle by M.J. Stewart and Jon Weeks). Penalty on Andrew Beck: Running Into the Kicker, 5 yards (declined)",-2.49,-1.47,2.0,2022,29
3.0,1:33,1.0,10.0,DEN 38,9.0,6.0,Melvin Gordon left guard for 4 yards (tackle by Ogbonnia Okoronkwo),1.47,1.46,2.0,2022,29
3.0,0:57,2.0,6.0,DEN 42,9.0,6.0,"Russell Wilson pass complete short middle to Courtland Sutton for no gain (tackle by Jalen Pitre). Penalty on Melvin Gordon: Chop Block, 15 yards (accepted) (no play)",1.46,-0.63,2.0,2022,29
3.0,0:32,2.0,22.0,DEN 27,9.0,6.0,Russell Wilson pass complete short left to Courtland Sutton for 5 yards (tackle by Derek Stingley),-0.63,-0.56,2.0,2022,29
4.0,15:00,3.0,16.0,DEN 32,9.0,6.0,Russell Wilson pass complete deep left to Courtland Sutton for 35 yards (tackle by Jonathan Owens),-0.56,3.38,2.0,2022,29
4.0,14:18,1.0,10.0,HOU 33,9.0,6.0,Courtland Sutton right end for 5 yards (tackle by Steven Nelson),3.38,3.51,2.0,2022,29
4.0,13:37,2.0,5.0,HOU 28,9.0,6.0,Javonte Williams right tackle for 6 yards (tackle by Ogbonnia Okoronkwo and Jonathan Owens),3.51,4.11,2.0,2022,29
4.0,12:42,1.0,10.0,HOU 22,9.0,12.0,"Russell Wilson pass complete deep right to Eric Saubert for 22 yards, touchdown",4.11,7.0,2.0,2022,29
4.0,12:37,,,HOU 15,9.0,13.0,Brandon McManus kicks extra point good,0.0,0.0,2.0,2022,29
4.0,12:37,,,DEN 35,9.0,13.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,29
4.0,12:37,1.0,10.0,HOU 25,9.0,13.0,Davis Mills pass complete deep middle to Nico Collins for 29 yards (tackle by Damarri Mathis),0.61,2.52,2.0,2022,29
4.0,11:55,1.0,10.0,DEN 46,9.0,13.0,Davis Mills pass incomplete short right intended for Brevin Jordan,2.52,1.98,2.0,2022,29
4.0,11:46,2.0,10.0,DEN 46,9.0,13.0,"Davis Mills pass complete short right to Chris Moore for no gain (tackle by Kareem Jackson). Penalty on P.J. Locke: Illegal Contact, 5 yards (accepted) (no play)",1.98,2.85,2.0,2022,29
4.0,11:26,1.0,10.0,DEN 41,9.0,13.0,Dameon Pierce left end for 3 yards (tackle by Damarri Mathis),2.85,2.71,2.0,2022,29
4.0,10:42,2.0,7.0,DEN 38,9.0,13.0,Davis Mills pass incomplete short right intended for Brandin Cooks,2.71,2.02,2.0,2022,29
4.0,10:37,3.0,7.0,DEN 38,9.0,13.0,Davis Mills sacked by Dre'Mont Jones for -7 yards,2.02,0.27,2.0,2022,29
4.0,9:55,,,,,,Timeout #2 by Denver Broncos,,,2.0,2022,29
4.0,9:55,4.0,14.0,DEN 45,9.0,13.0,"Cameron Johnston punts 31 yards, fair catch by Montrell Washington at DEN-14",0.27,0.28,2.0,2022,29
4.0,9:48,1.0,10.0,DEN 14,9.0,13.0,Javonte Williams up the middle for 3 yards (tackle by Maliek Collins and Jonathan Owens),-0.28,-0.37,2.0,2022,29
4.0,9:22,2.0,7.0,DEN 17,9.0,13.0,Russell Wilson pass complete short right to Courtland Sutton for 10 yards (tackle by Derek Stingley),-0.37,0.74,2.0,2022,29
4.0,8:27,1.0,10.0,DEN 27,9.0,13.0,Russell Wilson sacked by Jonathan Greenard for -6 yards,0.74,-0.61,2.0,2022,29
4.0,7:38,,,,,,Timeout #3 by Denver Broncos,,,2.0,2022,29
4.0,7:38,2.0,16.0,DEN 21,9.0,13.0,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.61,0.06,2.0,2022,29
4.0,7:38,2.0,11.0,DEN 26,9.0,13.0,Russell Wilson pass complete short right to Kendall Hinton for 20 yards (tackle by Jalen Pitre),0.06,1.99,2.0,2022,29
4.0,6:58,1.0,10.0,DEN 46,9.0,13.0,Melvin Gordon left guard for 3 yards (tackle by Rasheem Green),1.99,1.86,2.0,2022,29
4.0,6:20,2.0,7.0,DEN 49,9.0,13.0,Melvin Gordon right tackle for 9 yards (tackle by Jonathan Owens and Rasheem Green),1.86,2.79,2.0,2022,29
4.0,5:26,1.0,10.0,HOU 42,9.0,13.0,Russell Wilson pass incomplete short left intended for Tyrie Cleveland,2.79,2.24,2.0,2022,29
4.0,5:21,2.0,10.0,HOU 42,9.0,13.0,Russell Wilson pass complete short middle to Tyrie Cleveland for 16 yards (tackle by Derek Stingley),2.24,3.84,2.0,2022,29
4.0,4:38,1.0,10.0,HOU 26,9.0,13.0,Russell Wilson pass incomplete short right,3.84,3.3,2.0,2022,29
4.0,4:32,2.0,10.0,HOU 26,9.0,13.0,Russell Wilson pass incomplete deep left intended for Montrell Washington,3.3,2.61,2.0,2022,29
4.0,4:26,3.0,10.0,HOU 26,9.0,13.0,Russell Wilson sacked by and Rasheem Green for -6 yards and Christian Kirksey for -6 yards,2.61,1.24,2.0,2022,29
4.0,3:41,4.0,16.0,HOU 32,9.0,16.0,"Brandon McManus 50 yard field goal good. Penalty on Tremon Smith: Defensive Offside, 5 yards (declined)",1.24,3.0,2.0,2022,29
4.0,3:36,,,DEN 35,9.0,16.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,29
4.0,3:36,1.0,10.0,HOU 25,9.0,16.0,Davis Mills pass complete deep right to Nico Collins for 20 yards (tackle by Caden Sterns),0.61,1.93,2.0,2022,29
4.0,3:13,1.0,10.0,HOU 45,9.0,16.0,Davis Mills pass complete deep middle to Brandin Cooks for 23 yards (tackle by Caden Sterns),1.93,3.45,2.0,2022,29
4.0,2:43,1.0,10.0,DEN 32,9.0,16.0,"Davis Mills sacked by Randy Gregory for -9 yards. Davis Mills fumbles (forced by Randy Gregory), recovered by A.J. Cann at DEN-41 (tackle by Randy Gregory)",3.45,1.69,2.0,2022,29
4.0,2:00,2.0,19.0,DEN 41,9.0,16.0,Davis Mills pass complete to Pharaoh Brown for 4 yards (tackle by P.J. Locke and K'Waun Williams),1.69,1.55,2.0,2022,29
4.0,1:35,3.0,15.0,DEN 37,9.0,16.0,Davis Mills pass incomplete short left intended for Brandin Cooks,1.55,0.79,2.0,2022,29
4.0,1:27,4.0,15.0,DEN 37,9.0,16.0,Davis Mills pass incomplete deep right intended for Nico Collins,0.79,-1.47,2.0,2022,29
4.0,1:22,1.0,10.0,DEN 38,9.0,16.0,Javonte Williams right guard for no gain (tackle by Rasheem Green),1.47,0.92,2.0,2022,29
4.0,1:16,,,,,,Timeout #1 by Houston Texans,,,2.0,2022,29
