Quarter,Time,Down,ToGo,Location,CIN,DAL,Detail,EPB,EPA,week,year,game_id
1.0,0:47,1.0,10.0,CIN 47,3.0,7.0,Cooper Rush pass incomplete deep right intended for CeeDee Lamb,2.46,1.91,2.0,2022,27
1.0,0:28,2.0,10.0,CIN 47,3.0,7.0,"Cooper Rush pass complete short left to Tony Pollard for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Cooper Rush pass complete short left to Tony Pollard for 46 yards (tackle by Vonn Bell)",1.91,6.97,2.0,2022,27
1.0,0:19,1.0,1.0,CIN 1,3.0,13.0,"Tony Pollard up the middle for 1 yard, touchdown",6.97,7.0,2.0,2022,27
1.0,0:17,,,CIN 15,3.0,14.0,Brett Maher kicks extra point good,0.0,0.0,2.0,2022,27
1.0,0:17,,,DAL 35,3.0,14.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,27
1.0,0:17,1.0,10.0,CIN 25,3.0,14.0,Joe Burrow sacked by Dorance Armstrong for -6 yards,0.61,-0.81,2.0,2022,27
2.0,15:00,2.0,16.0,CIN 19,3.0,14.0,Joe Burrow scrambles up the middle for 12 yards (tackle by Anthony Brown),-0.81,0.17,2.0,2022,27
2.0,14:17,3.0,4.0,CIN 31,3.0,14.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,0.17,-1.31,2.0,2022,27
2.0,14:15,4.0,4.0,CIN 31,3.0,14.0,"Kevin Huber punts 44 yards, fair catch by KaVontae Turpin at DAL-25",-1.31,-0.61,2.0,2022,27
2.0,14:05,1.0,10.0,DAL 25,3.0,14.0,Ezekiel Elliott up the middle for 2 yards (tackle by Germaine Pratt),0.61,0.33,2.0,2022,27
2.0,13:25,2.0,8.0,DAL 27,3.0,14.0,Ezekiel Elliott left tackle for 4 yards (tackle by D.J. Reader),0.33,0.17,2.0,2022,27
2.0,12:44,3.0,4.0,DAL 31,3.0,14.0,Cooper Rush pass complete short middle to CeeDee Lamb for 15 yards (tackle by Mike Hilton),0.17,1.99,2.0,2022,27
2.0,12:06,1.0,10.0,DAL 46,3.0,14.0,Cooper Rush scrambles right end for 2 yards (tackle by Germaine Pratt),1.99,1.72,2.0,2022,27
2.0,11:21,2.0,8.0,DAL 48,3.0,14.0,Ezekiel Elliott left tackle for -5 yards (tackle by Trey Hendrickson),1.72,0.37,2.0,2022,27
2.0,10:41,3.0,13.0,DAL 43,3.0,14.0,Cooper Rush pass incomplete short right intended for Dennis Houston,0.37,-0.52,2.0,2022,27
2.0,10:37,4.0,13.0,DAL 43,3.0,14.0,"Bryan Anger punts 42 yards, fair catch by Trent Taylor at CIN-15",-0.52,0.22,2.0,2022,27
2.0,10:27,1.0,10.0,CIN 15,3.0,14.0,"Penalty on La'el Collins: False Start, 5 yards (accepted) (no play)",-0.22,-0.57,2.0,2022,27
2.0,10:27,1.0,15.0,CIN 10,3.0,14.0,Joe Mixon left tackle for -2 yards (tackle by Sam Williams),-0.57,-1.29,2.0,2022,27
2.0,9:41,2.0,17.0,CIN 8,3.0,14.0,Joe Burrow pass complete short left to Joe Mixon for 12 yards (tackle by DeMarcus Lawrence and Anthony Barr),-1.29,-0.76,2.0,2022,27
2.0,8:56,3.0,5.0,CIN 20,3.0,14.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 6 yards (tackle by Donovan Wilson),-0.76,0.67,2.0,2022,27
2.0,8:16,1.0,10.0,CIN 26,3.0,14.0,Joe Mixon left tackle for 1 yard (tackle by DeMarcus Lawrence),0.67,0.27,2.0,2022,27
2.0,7:33,2.0,9.0,CIN 27,3.0,14.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,0.27,-0.43,2.0,2022,27
2.0,7:28,3.0,9.0,CIN 27,3.0,14.0,"Joe Burrow scrambles up the middle for 12 yards (tackle by Donovan Wilson). Penalty on Donovan Wilson: Unnecessary Roughness / Defense, 15 yards (accepted) . Penalty on Anthony Brown: Defensive Holding, 5 yards (declined)",-0.43,2.52,2.0,2022,27
2.0,7:02,1.0,10.0,DAL 46,3.0,14.0,Joe Burrow pass incomplete short right intended for Hayden Hurst,2.52,1.98,2.0,2022,27
2.0,7:00,2.0,10.0,DAL 46,3.0,14.0,Joe Burrow pass complete short left to Drew Sample for -4 yards (tackle by Anthony Barr),1.98,0.76,2.0,2022,27
2.0,6:14,3.0,14.0,DAL 50,3.0,14.0,Joe Burrow pass complete short right to Samaje Perine for 8 yards (tackle by Jourdan Lewis and Malik Hooker),0.76,0.46,2.0,2022,27
2.0,5:38,,,,,,Timeout #1 by Dallas Cowboys,,,2.0,2022,27
2.0,5:38,4.0,6.0,DAL 42,3.0,14.0,"Kevin Huber punts 31 yards, fair catch by KaVontae Turpin at DAL-11",0.46,0.37,2.0,2022,27
2.0,5:31,1.0,10.0,DAL 11,3.0,14.0,Ezekiel Elliott left tackle for 11 yards (tackle by Vonn Bell),-0.37,0.41,2.0,2022,27
2.0,5:06,1.0,10.0,DAL 22,3.0,14.0,Ezekiel Elliott right tackle for 4 yards (tackle by Cameron Sample),0.41,0.41,2.0,2022,27
2.0,4:39,2.0,6.0,DAL 26,3.0,14.0,Ezekiel Elliott left guard for 2 yards (tackle by B.J. Hill and Joseph Ossai),0.41,-0.03,2.0,2022,27
2.0,3:43,3.0,4.0,DAL 28,3.0,14.0,"Cooper Rush pass complete deep left to Noah Brown for 25 yards (tackle by Eli Apple). Penalty on Germaine Pratt: Defensive Offside, 5 yards (declined)",-0.03,2.46,2.0,2022,27
2.0,3:44,1.0,10.0,CIN 47,3.0,14.0,Ezekiel Elliott right end for no gain (tackle by Chidobe Awuzie),2.46,1.91,2.0,2022,27
2.0,3:05,2.0,10.0,CIN 47,3.0,14.0,Cooper Rush pass complete short right to Tony Pollard for -1 yards (tackle by Vonn Bell),1.91,1.09,2.0,2022,27
2.0,2:22,3.0,11.0,CIN 48,3.0,14.0,Cooper Rush pass incomplete short left intended for Tony Pollard,1.09,0.07,2.0,2022,27
2.0,2:19,4.0,11.0,CIN 48,3.0,14.0,"Bryan Anger punts 35 yards, fair catch by Trent Taylor at CIN-13",0.07,0.32,2.0,2022,27
2.0,2:12,1.0,10.0,CIN 13,3.0,14.0,Joe Mixon left end for 4 yards (tackle by Donovan Wilson and Neville Gallimore),-0.32,-0.3,2.0,2022,27
2.0,2:00,2.0,6.0,CIN 17,3.0,14.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 12 yards (tackle by Jourdan Lewis and Leighton Vander Esch),-0.3,0.87,2.0,2022,27
2.0,1:36,1.0,10.0,CIN 29,3.0,14.0,Joe Burrow pass complete short right to Hayden Hurst for 4 yards (tackle by Anthony Brown),0.87,0.87,2.0,2022,27
2.0,1:32,2.0,6.0,CIN 33,3.0,14.0,"Joe Burrow sacked by Dante Fowler for -3 yards. Joe Burrow fumbles (forced by Dante Fowler), recovered by Joe Mixon at CIN-30 (tackle by Dante Fowler)",0.87,-0.23,2.0,2022,27
2.0,1:13,,,,,,Timeout #1 by Cincinnati Bengals,,,2.0,2022,27
2.0,1:13,3.0,9.0,CIN 30,3.0,14.0,Joe Burrow sacked by Dorance Armstrong for -11 yards,-0.23,-2.14,2.0,2022,27
2.0,1:05,,,,,,Timeout #2 by Dallas Cowboys,,,2.0,2022,27
2.0,1:05,4.0,20.0,CIN 19,3.0,14.0,"Kevin Huber punts 50 yards, returned by KaVontae Turpin for 20 yards (tackle by Markus Bailey)",-2.14,-2.32,2.0,2022,27
2.0,0:51,1.0,10.0,CIN 49,3.0,14.0,Cooper Rush pass complete short right to CeeDee Lamb for 3 yards (tackle by Chidobe Awuzie),2.32,2.19,2.0,2022,27
2.0,0:31,2.0,7.0,CIN 46,3.0,14.0,Cooper Rush pass complete short middle to Tony Pollard for 7 yards (tackle by Jessie Bates),2.19,2.98,2.0,2022,27
2.0,0:25,,,,,,Timeout #3 by Dallas Cowboys,,,2.0,2022,27
2.0,0:25,1.0,10.0,CIN 39,3.0,14.0,Cooper Rush pass incomplete short left intended for Tony Pollard,2.98,2.44,2.0,2022,27
2.0,0:22,2.0,10.0,CIN 39,3.0,14.0,Cooper Rush pass complete short left to Tony Pollard for 3 yards (tackle by Tre Flowers),2.44,2.15,2.0,2022,27
2.0,0:18,3.0,7.0,CIN 36,3.0,14.0,Cooper Rush pass incomplete short left intended for Dalton Schultz (defended by Mike Hilton),2.15,0.88,2.0,2022,27
2.0,0:14,4.0,7.0,CIN 36,3.0,17.0,Brett Maher 54 yard field goal good,0.88,3.0,2.0,2022,27
2.0,0:09,,,DAL 35,3.0,17.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,27
2.0,0:09,1.0,10.0,CIN 25,3.0,17.0,Joe Burrow kneels for -1 yards,0.61,-0.07,2.0,2022,27
3.0,15:00,,,DAL 35,3.0,17.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,27
3.0,15:00,1.0,10.0,CIN 25,3.0,17.0,Joe Mixon right guard for 10 yards (tackle by Leighton Vander Esch),0.61,1.27,2.0,2022,27
3.0,14:24,1.0,10.0,CIN 35,3.0,17.0,Joe Mixon left guard for 6 yards (tackle by Anthony Barr and DeMarcus Lawrence),1.27,1.53,2.0,2022,27
3.0,13:51,2.0,4.0,CIN 41,3.0,17.0,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Trevon Diggs),1.53,0.83,2.0,2022,27
3.0,13:46,3.0,4.0,CIN 41,3.0,17.0,Joe Burrow pass incomplete short left intended for Joe Mixon,0.83,-0.65,2.0,2022,27
3.0,13:43,4.0,4.0,CIN 41,3.0,17.0,"Penalty on Devin Harper: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.65,1.99,2.0,2022,27
3.0,13:42,1.0,10.0,CIN 46,3.0,17.0,Joe Mixon right tackle for no gain (tackle by Micah Parsons) (no play),1.99,1.66,2.0,2022,27
3.0,13:21,1.0,15.0,CIN 41,3.0,17.0,Joe Burrow sacked by Micah Parsons for -7 yards,1.66,-0.17,2.0,2022,27
3.0,12:37,2.0,22.0,CIN 34,3.0,17.0,Joe Burrow pass complete to Tyler Boyd for 16 yards (tackle by Malik Hooker),-0.17,1.29,2.0,2022,27
3.0,11:55,3.0,6.0,CIN 50,3.0,17.0,Joe Burrow pass complete short middle to Tee Higgins for 16 yards (tackle by Trevon Diggs),1.29,3.31,2.0,2022,27
3.0,11:13,1.0,10.0,DAL 34,3.0,17.0,Joe Mixon right tackle for 2 yards (tackle by Dante Fowler and Quinton Bohanna),3.31,3.04,2.0,2022,27
3.0,10:32,2.0,8.0,DAL 32,3.0,17.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Anthony Brown),3.04,2.35,2.0,2022,27
3.0,10:25,3.0,8.0,DAL 32,3.0,17.0,"Penalty on La'el Collins: False Start, 5 yards (accepted) (no play)",2.35,1.69,2.0,2022,27
3.0,10:25,3.0,13.0,DAL 37,3.0,17.0,Joe Burrow pass complete short right to Tee Higgins for 5 yards (tackle by Anthony Brown),1.69,1.24,2.0,2022,27
3.0,9:45,4.0,8.0,DAL 32,6.0,17.0,Evan McPherson 50 yard field goal good,1.24,3.0,2.0,2022,27
3.0,9:41,,,CIN 35,6.0,17.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,27
3.0,9:41,1.0,10.0,DAL 25,6.0,17.0,Ezekiel Elliott up the middle for 2 yards (tackle by D.J. Reader),0.61,0.33,2.0,2022,27
3.0,8:57,2.0,8.0,DAL 27,6.0,17.0,Ezekiel Elliott left end for 1 yard (tackle by B.J. Hill and Eli Apple),0.33,-0.23,2.0,2022,27
3.0,8:17,3.0,7.0,DAL 28,6.0,17.0,Cooper Rush pass incomplete short right intended for Ezekiel Elliott,-0.23,-1.5,2.0,2022,27
3.0,8:09,4.0,7.0,DAL 28,6.0,17.0,"Bryan Anger punts 51 yards, returned by Trent Taylor for 20 yards (tackle by Rico Dowdle)",-1.5,-1.66,2.0,2022,27
3.0,8:00,1.0,10.0,CIN 41,6.0,17.0,"Joe Burrow pass complete deep middle to Tee Higgins for 19 yards (tackle by Anthony Brown and Donovan Wilson). Penalty on Sam Williams: Illegal Use of Hands / Defense, 5 yards (declined)",1.66,2.92,2.0,2022,27
3.0,7:35,1.0,10.0,DAL 40,6.0,17.0,Joe Mixon left tackle for 5 yards (tackle by Micah Parsons),2.92,3.05,2.0,2022,27
3.0,7:00,2.0,5.0,DAL 35,6.0,17.0,Joe Mixon left tackle for 5 yards (tackle by Malik Hooker),3.05,3.58,2.0,2022,27
3.0,6:23,1.0,10.0,DAL 30,6.0,17.0,Joe Mixon left end for 4 yards (tackle by Leighton Vander Esch),3.58,3.57,2.0,2022,27
3.0,5:41,2.0,6.0,DAL 26,6.0,17.0,Joe Mixon left end for 2 yards (tackle by Anthony Barr and DeMarcus Lawrence),3.57,3.14,2.0,2022,27
3.0,4:54,,,,,,Timeout #1 by Cincinnati Bengals,,,2.0,2022,27
3.0,4:54,3.0,4.0,DAL 24,6.0,17.0,Joe Burrow sacked by Leighton Vander Esch for -4 yards,3.14,1.59,2.0,2022,27
3.0,4:08,4.0,8.0,DAL 28,9.0,17.0,Evan McPherson 46 yard field goal good,1.59,3.0,2.0,2022,27
3.0,4:05,,,CIN 35,9.0,17.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,27
3.0,4:05,1.0,10.0,DAL 25,9.0,17.0,Cooper Rush pass complete short right to CeeDee Lamb for 14 yards (tackle by Eli Apple),0.61,1.53,2.0,2022,27
3.0,3:29,1.0,10.0,DAL 39,9.0,17.0,Cooper Rush pass incomplete short left intended for Tony Pollard,1.53,0.99,2.0,2022,27
3.0,3:23,2.0,10.0,DAL 39,9.0,17.0,Ezekiel Elliott left guard for 3 yards (tackle by Vonn Bell),0.99,0.7,2.0,2022,27
3.0,2:54,3.0,7.0,DAL 42,9.0,17.0,"Cooper Rush pass incomplete deep right intended for Noah Brown. Penalty on Mike Hilton: Defensive Offside, 5 yards (accepted) (no play)",0.7,1.36,2.0,2022,27
3.0,2:53,3.0,2.0,DAL 47,9.0,17.0,"Cooper Rush pass incomplete short middle intended for Noah Brown. Penalty on Eli Apple: Defensive Holding, 5 yards (accepted) (no play)",1.36,2.39,2.0,2022,27
3.0,2:48,1.0,10.0,CIN 48,9.0,17.0,Ezekiel Elliott left end for 7 yards (tackle by Germaine Pratt),2.39,2.79,2.0,2022,27
3.0,2:30,2.0,3.0,CIN 41,9.0,17.0,Ezekiel Elliott left tackle for 4 yards (tackle by Mike Hilton),2.79,3.12,2.0,2022,27
3.0,1:42,1.0,10.0,CIN 37,9.0,17.0,Tony Pollard left tackle for 2 yards (tackle by Sam Hubbard and B.J. Hill),3.12,2.84,2.0,2022,27
3.0,1:16,2.0,8.0,CIN 35,9.0,17.0,"Cooper Rush pass complete short middle to Dalton Schultz for 9 yards. Dalton Schultz fumbles (forced by Vonn Bell), recovered by D.J. Reader at CIN-26 (tackle by Matt Farniok)",2.84,-0.67,2.0,2022,27
3.0,1:05,1.0,10.0,CIN 26,9.0,17.0,Joe Mixon up the middle for 5 yards (tackle by Micah Parsons),0.67,0.81,2.0,2022,27
3.0,0:27,2.0,5.0,CIN 31,9.0,17.0,Joe Mixon left end for no gain (tackle by Anthony Barr),0.81,0.1,2.0,2022,27
4.0,15:00,3.0,5.0,CIN 31,9.0,17.0,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Dante Fowler),0.1,-1.31,2.0,2022,27
4.0,14:56,4.0,5.0,CIN 31,9.0,17.0,"Penalty on Akeem Davis-Gaither: False Start, 5 yards (accepted) (no play)",-1.31,-1.63,2.0,2022,27
4.0,14:56,4.0,10.0,CIN 26,9.0,17.0,"Kevin Huber punts 48 yards, fair catch by KaVontae Turpin at DAL-26",-1.63,-0.67,2.0,2022,27
4.0,14:49,1.0,10.0,DAL 26,9.0,17.0,Tony Pollard up the middle for 17 yards (tackle by Jessie Bates),0.67,1.8,2.0,2022,27
4.0,13:45,1.0,10.0,DAL 43,9.0,17.0,Tony Pollard right tackle for 3 yards (tackle by D.J. Reader),1.8,1.66,2.0,2022,27
4.0,13:31,2.0,7.0,DAL 46,9.0,17.0,Cooper Rush pass incomplete short right intended for CeeDee Lamb (defended by Sam Hubbard),1.66,0.96,2.0,2022,27
4.0,13:26,3.0,7.0,DAL 46,9.0,17.0,Cooper Rush sacked by Sam Hubbard for -5 yards,0.96,-0.65,2.0,2022,27
4.0,12:50,4.0,12.0,DAL 41,9.0,17.0,Bryan Anger punts 42 yards downed by Jake Ferguson,-0.65,0.06,2.0,2022,27
4.0,12:39,1.0,10.0,CIN 17,9.0,17.0,Joe Burrow pass incomplete deep right intended for Tee Higgins,-0.06,-0.58,2.0,2022,27
4.0,12:33,2.0,10.0,CIN 17,9.0,17.0,"Joe Burrow pass incomplete short right. Penalty on Cordell Volson: Ineligible Downfield Pass, 5 yards (declined)",-0.58,-1.25,2.0,2022,27
4.0,12:27,3.0,10.0,CIN 17,9.0,17.0,Joe Burrow pass complete deep left to Tee Higgins for 16 yards,-1.25,1.14,2.0,2022,27
4.0,11:56,1.0,10.0,CIN 33,9.0,17.0,"Penalty on DAL: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",1.14,1.87,2.0,2022,27
4.0,11:39,1.0,5.0,CIN 38,9.0,17.0,Joe Mixon left end for -2 yards (tackle by Donovan Wilson),1.87,1.0,2.0,2022,27
4.0,10:56,2.0,7.0,CIN 36,9.0,17.0,Joe Burrow pass complete short right to Ja'Marr Chase for 11 yards (tackle by Malik Hooker and Anthony Brown),1.0,2.06,2.0,2022,27
4.0,10:18,1.0,10.0,CIN 47,9.0,17.0,Joe Mixon right tackle for 8 yards (tackle by Malik Hooker),2.06,2.6,2.0,2022,27
4.0,9:39,2.0,2.0,DAL 45,9.0,17.0,Joe Mixon up the middle for 1 yard (tackle by Israel Mukuamu and Quinton Bohanna),2.6,2.02,2.0,2022,27
4.0,8:57,3.0,1.0,DAL 44,9.0,17.0,Joe Burrow pass complete short right to Hayden Hurst for 2 yards (tackle by Jourdan Lewis),2.02,2.79,2.0,2022,27
4.0,8:11,1.0,10.0,DAL 42,9.0,17.0,Joe Burrow pass incomplete deep middle intended for Hayden Hurst (defended by Leighton Vander Esch),2.79,2.24,2.0,2022,27
4.0,8:06,2.0,10.0,DAL 42,9.0,17.0,Joe Burrow pass complete short right to Mitchell Wilcox for 3 yards (tackle by Donovan Wilson),2.24,1.95,2.0,2022,27
4.0,7:34,,,,,,Timeout #1 by Dallas Cowboys,,,2.0,2022,27
4.0,7:34,3.0,7.0,DAL 39,9.0,17.0,Joe Burrow pass complete short left to Hayden Hurst for 8 yards (tackle by Trevon Diggs),1.95,3.51,2.0,2022,27
4.0,6:48,1.0,10.0,DAL 31,9.0,17.0,Joe Mixon up the middle for 4 yards (tackle by Anthony Barr and Leighton Vander Esch),3.51,3.51,2.0,2022,27
4.0,6:12,2.0,6.0,DAL 27,9.0,17.0,Joe Burrow pass incomplete short left intended for Ja'Marr Chase,3.51,2.81,2.0,2022,27
4.0,6:07,3.0,6.0,DAL 27,9.0,17.0,Joe Burrow pass incomplete short right intended for Tee Higgins,2.81,1.7,2.0,2022,27
4.0,6:03,4.0,6.0,DAL 27,9.0,17.0,Joe Burrow pass complete short left to Ja'Marr Chase for 8 yards (tackle by Trevon Diggs),1.7,4.31,2.0,2022,27
4.0,5:24,1.0,10.0,DAL 19,9.0,17.0,Samaje Perine left tackle for 2 yards (tackle by DeMarcus Lawrence and Osa Odighizuwa),4.31,4.03,2.0,2022,27
4.0,4:45,2.0,8.0,DAL 17,9.0,17.0,Joe Burrow pass complete short left to Tee Higgins for 10 yards,4.03,5.6,2.0,2022,27
4.0,4:37,1.0,7.0,DAL 7,9.0,17.0,Joe Mixon right tackle for 2 yards (tackle by Osa Odighizuwa),5.6,5.15,2.0,2022,27
4.0,3:51,2.0,5.0,DAL 5,15.0,17.0,"Joe Burrow pass complete short right to Tee Higgins for 5 yards, touchdown",5.15,7.0,2.0,2022,27
4.0,3:45,,,DAL 2,17.0,17.0,Two Point Attempt: Joe Burrow pass complete to to Tyler Boyd for no gain,1.0,1.0,2.0,2022,27
4.0,3:45,,,CIN 35,17.0,17.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,27
4.0,3:45,1.0,10.0,DAL 25,17.0,17.0,Cooper Rush pass complete deep right to CeeDee Lamb for 24 yards (tackle by Vonn Bell),0.61,2.19,2.0,2022,27
4.0,3:02,1.0,10.0,DAL 49,17.0,17.0,Cooper Rush pass complete to Ezekiel Elliott for -4 yards (tackle by Sam Hubbard),2.19,1.11,2.0,2022,27
4.0,2:28,2.0,14.0,DAL 45,17.0,17.0,Cooper Rush pass incomplete short left intended for Dalton Schultz,1.11,0.43,2.0,2022,27
4.0,2:24,3.0,14.0,DAL 45,17.0,17.0,Cooper Rush pass incomplete short middle intended for CeeDee Lamb (defended by B.J. Hill),0.43,-0.39,2.0,2022,27
4.0,2:20,4.0,14.0,DAL 45,17.0,17.0,"Bryan Anger punts 47 yards, fair catch by Trent Taylor at CIN-8",-0.39,0.38,2.0,2022,27
4.0,2:13,1.0,10.0,CIN 8,17.0,17.0,Joe Burrow pass complete short right to Hayden Hurst for 4 yards (tackle by Leighton Vander Esch),-0.38,-0.49,2.0,2022,27
4.0,2:00,2.0,6.0,CIN 12,17.0,17.0,Joe Burrow pass complete short right to Joe Mixon for 3 yards (tackle by Trevon Diggs),-0.49,-0.6,2.0,2022,27
4.0,1:16,3.0,3.0,CIN 15,17.0,17.0,Joe Burrow pass complete short right to Tyler Boyd for 1 yard (tackle by Trevon Diggs),-0.6,-2.39,2.0,2022,27
4.0,0:57,,,,,,Timeout #2 by Dallas Cowboys,,,2.0,2022,27
4.0,0:57,4.0,2.0,CIN 16,17.0,17.0,"Kevin Huber punts 63 yards, returned by KaVontae Turpin for 14 yards (tackle by Markus Bailey)",-2.39,-1.27,2.0,2022,27
4.0,0:57,1.0,10.0,DAL 35,17.0,17.0,"Cooper Rush pass complete short left to CeeDee Lamb for 8 yards (tackle by Mike Hilton). Penalty on Tre Flowers: Defensive Holding, 5 yards (declined)",1.27,1.8,2.0,2022,27
4.0,0:51,2.0,2.0,DAL 43,17.0,17.0,Cooper Rush pass complete middle to Noah Brown for 12 yards (tackle by Chidobe Awuzie),1.8,2.59,2.0,2022,27
4.0,0:32,1.0,10.0,CIN 45,17.0,17.0,Cooper Rush pass complete short right to CeeDee Lamb for 10 yards (tackle by Chidobe Awuzie),2.59,3.25,2.0,2022,27
4.0,0:24,,,,,,Timeout #3 by Dallas Cowboys,,,2.0,2022,27
