Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA,week,year,game_id
4.0,2:37,1.0,10.0,NOR 10,20.0,10.0,"Jameis Winston pass complete deep right to Chris Olave for 51 yards. Chris Olave fumbles, recovered by Carlton Davis at TB-34 (tackle by Chris Olave) Replay Assistant challenged the fumble ruling, and the play was upheld.",-0.38,-1.2,2.0,2022,23
4.0,2:27,1.0,10.0,TAM 34,20.0,10.0,Leonard Fournette right guard for -1 yards (tackle by Kentavius Street),1.2,0.52,2.0,2022,23
4.0,2:22,,,,,,Timeout #3 by New Orleans Saints,,,2.0,2022,23
4.0,2:22,2.0,11.0,TAM 33,20.0,10.0,Leonard Fournette right end for no gain (tackle by Pete Werner),0.52,-0.16,2.0,2022,23
4.0,2:00,3.0,11.0,TAM 33,20.0,10.0,Leonard Fournette left guard for 3 yards (tackle by David Onyemata),-0.16,-0.98,2.0,2022,23
4.0,1:14,4.0,8.0,TAM 36,20.0,10.0,"Jake Camarda punts 41 yards, fair catch by Deonte Harty at NO-23",-0.98,-0.48,2.0,2022,23
4.0,1:07,1.0,10.0,NOR 23,20.0,10.0,Jameis Winston pass incomplete deep right intended for Michael Thomas,0.48,-0.07,2.0,2022,23
4.0,1:02,2.0,10.0,NOR 23,20.0,10.0,Jameis Winston sacked by Shaquil Barrett for -10 yards,-0.07,-2.53,2.0,2022,23
4.0,0:30,3.0,20.0,NOR 13,20.0,10.0,Jameis Winston pass complete short left to Jarvis Landry for 10 yards (tackle by Devin White),-2.53,-1.83,2.0,2022,23
4.0,0:08,4.0,10.0,NOR 23,20.0,10.0,Jameis Winston pass complete short right to Deonte Harty for 9 yards,-1.83,-3.45,2.0,2022,23
4.0,0:03,1.0,10.0,NOR 32,20.0,10.0,Tom Brady kneels for -1 yards,3.45,2.77,2.0,2022,23
