Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA,week,year,game_id
1.0,4:55,1.0,10.0,NYJ 25,0.0,7.0,Garrett Wilson right end for -2 yards (tackle by Anthony Walker),0.61,-0.21,2.0,2022,19
1.0,4:17,2.0,12.0,NYJ 23,0.0,7.0,Joe Flacco pass complete short left to Michael Carter for 3 yards (tackle by Martin Emerson),-0.21,-0.49,2.0,2022,19
1.0,3:34,3.0,9.0,NYJ 26,0.0,7.0,"Penalty on Myles Garrett: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.49,0.17,2.0,2022,19
1.0,3:18,3.0,4.0,NYJ 31,0.0,7.0,Joe Flacco scrambles right tackle for 7 yards (tackle by John Johnson),0.17,1.47,2.0,2022,19
1.0,2:35,1.0,10.0,NYJ 38,0.0,7.0,Joe Flacco pass incomplete deep left intended for Garrett Wilson,1.47,0.92,2.0,2022,19
1.0,2:27,2.0,10.0,NYJ 38,0.0,7.0,Michael Carter right guard for 8 yards (tackle by Grant Delpit and Anthony Walker),0.92,1.29,2.0,2022,19
1.0,1:47,3.0,2.0,NYJ 46,0.0,7.0,Joe Flacco pass incomplete short left intended for Garrett Wilson,1.29,-0.32,2.0,2022,19
1.0,1:40,4.0,2.0,NYJ 46,0.0,7.0,Braden Mann pass complete short right to Jeff Smith for 17 yards (tackle by A.J. Green),-0.32,3.12,2.0,2022,19
1.0,1:05,1.0,10.0,CLE 37,0.0,7.0,Breece Hall left guard for no gain (tackle by Jeremiah Owusu-Koramoah),3.12,2.57,2.0,2022,19
1.0,0:35,2.0,10.0,CLE 37,0.0,7.0,"Joe Flacco pass complete short right to Breece Hall for no gain (tackle by Alex Wright). Penalty on Connor McGovern: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.57,1.9,2.0,2022,19
1.0,0:12,2.0,15.0,CLE 42,0.0,7.0,Joe Flacco pass complete short left to Elijah Moore for 13 yards,1.9,2.94,2.0,2022,19
2.0,15:00,3.0,2.0,CLE 29,0.0,7.0,Breece Hall left guard for 23 yards (tackle by John Johnson),2.94,5.83,2.0,2022,19
2.0,14:27,1.0,6.0,CLE 6,0.0,7.0,Breece Hall right end for -1 yards (tackle by John Johnson and Taven Bryan),5.83,4.76,2.0,2022,19
2.0,13:48,2.0,7.0,CLE 7,0.0,7.0,Joe Flacco pass complete short left to Garrett Wilson for 5 yards (tackle by Martin Emerson),4.76,4.95,2.0,2022,19
2.0,13:09,3.0,2.0,CLE 2,6.0,7.0,"Joe Flacco pass complete short right to Garrett Wilson for 2 yards, touchdown",4.95,7.0,2.0,2022,19
2.0,13:06,,,CLE 15,7.0,7.0,Greg Zuerlein kicks extra point good,0.0,0.0,2.0,2022,19
2.0,13:06,,,NYJ 35,7.0,7.0,"Greg Zuerlein kicks off 70 yards, returned by Jerome Ford for 44 yards (tackle by Greg Zuerlein)",0.0,1.53,2.0,2022,19
2.0,12:59,1.0,10.0,CLE 39,7.0,7.0,Kareem Hunt left guard for 4 yards (tackle by Quinnen Williams),1.53,1.53,2.0,2022,19
2.0,12:18,2.0,6.0,CLE 43,7.0,7.0,Jacoby Brissett pass complete short right to Demetric Felton for 3 yards (tackle by Sheldon Rankins),1.53,1.22,2.0,2022,19
2.0,11:39,3.0,3.0,CLE 46,7.0,7.0,Jacoby Brissett pass complete short right to Amari Cooper for 9 yards (tackle by Sauce Gardner and Jordan Whitehead),1.22,2.59,2.0,2022,19
2.0,11:17,1.0,10.0,NYJ 45,7.0,7.0,"Jacoby Brissett pass complete short right to Amari Cooper for 13 yards (tackle by Sauce Gardner) Penalty on NYJ: Defensive Too Many Men on Field, 5 yards (declined)",2.59,3.45,2.0,2022,19
2.0,11:09,1.0,10.0,NYJ 32,7.0,7.0,Kareem Hunt left tackle for 4 yards (tackle by C.J. Mosley and Solomon Thomas),3.45,3.44,2.0,2022,19
2.0,10:17,2.0,6.0,NYJ 28,7.0,7.0,Kareem Hunt left tackle for no gain (tackle by Solomon Thomas),3.44,2.74,2.0,2022,19
2.0,9:36,3.0,6.0,NYJ 28,7.0,7.0,Jacoby Brissett pass complete short right to Amari Cooper for 20 yards (tackle by Lamarcus Joyner and Tony Adams),2.74,5.37,2.0,2022,19
2.0,9:01,1.0,8.0,NYJ 8,7.0,7.0,Kareem Hunt right guard for 2 yards (tackle by Michael Carter),5.37,4.95,2.0,2022,19
2.0,8:23,2.0,6.0,NYJ 6,7.0,7.0,"Jacoby Brissett pass complete short right to Donovan Peoples-Jones for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jacoby Brissett pass incomplete short right intended for Donovan Peoples-Jones (defended by Sauce Gardner)",4.95,4.04,2.0,2022,19
2.0,8:20,3.0,6.0,NYJ 6,7.0,13.0,"Jacoby Brissett pass complete short right to Amari Cooper for 6 yards, touchdown",4.04,7.0,2.0,2022,19
2.0,8:17,,,NYJ 15,7.0,14.0,Cade York kicks extra point good,0.0,0.0,2.0,2022,19
2.0,8:17,,,CLE 35,7.0,14.0,"Cade York kicks off 61 yards, returned by Braxton Berrios for 26 yards (tackle by Grant Delpit)",0.0,0.94,2.0,2022,19
2.0,8:12,1.0,10.0,NYJ 30,7.0,14.0,Joe Flacco sacked by Myles Garrett for -6 yards,0.94,-0.42,2.0,2022,19
2.0,7:23,2.0,16.0,NYJ 24,7.0,14.0,Joe Flacco pass complete deep middle to Corey Davis for 17 yards (tackle by John Johnson),-0.42,1.66,2.0,2022,19
2.0,6:59,1.0,10.0,NYJ 41,7.0,14.0,Breece Hall left end for 6 yards (tackle by Jacob Phillips),1.66,1.93,2.0,2022,19
2.0,6:26,2.0,4.0,NYJ 47,7.0,14.0,Braxton Berrios right end for 19 yards (tackle by Jeremiah Owusu-Koramoah),1.93,3.31,2.0,2022,19
2.0,5:36,1.0,10.0,CLE 34,7.0,14.0,"Michael Carter left tackle for 6 yards (tackle by Jadeveon Clowney). Penalty on Grant Delpit: Face Mask (15 Yards), 14 yards (accepted)",3.31,4.65,2.0,2022,19
2.0,5:06,1.0,10.0,CLE 14,7.0,14.0,"Penalty on Max Mitchell: False Start, 5 yards (accepted) (no play)",4.65,4.26,2.0,2022,19
2.0,4:50,1.0,15.0,CLE 19,7.0,14.0,Michael Carter right guard for -2 yards (tackle by Jeremiah Owusu-Koramoah),4.26,3.15,2.0,2022,19
2.0,4:12,2.0,17.0,CLE 21,7.0,14.0,Joe Flacco pass complete short right to Tyler Conklin for 9 yards (tackle by Jacob Phillips),3.15,3.43,2.0,2022,19
2.0,3:31,3.0,8.0,CLE 12,7.0,14.0,"Joe Flacco sacked by Jadeveon Clowney for -9 yards. Joe Flacco fumbles (forced by Jadeveon Clowney), recovered by Jadeveon Clowney at CLE-21 (tackle by Jadeveon Clowney)",3.43,-0.34,2.0,2022,19
2.0,3:24,1.0,10.0,CLE 21,7.0,14.0,Nick Chubb right tackle for -4 yards (tackle by C.J. Mosley and Solomon Thomas),0.34,-0.86,2.0,2022,19
2.0,2:45,2.0,14.0,CLE 17,7.0,14.0,"Nick Chubb right tackle for no gain (tackle by Solomon Thomas). Penalty on James Hudson: Offensive Holding, 9 yards (declined) . Penalty on Wyatt Teller: Offensive Holding, 9 yards (accepted) (no play)",-0.86,-1.73,2.0,2022,19
2.0,2:21,2.0,23.0,CLE 8,7.0,14.0,Jacoby Brissett pass complete short right to Kareem Hunt for 5 yards (tackle by Sauce Gardner),-1.73,-2.3,2.0,2022,19
2.0,2:00,3.0,18.0,CLE 13,7.0,14.0,Jacoby Brissett pass complete short left to David Bell for 6 yards (tackle by D.J. Reed),-2.3,-2.14,2.0,2022,19
2.0,1:14,4.0,12.0,CLE 19,7.0,14.0,"Corey Bojorquez punts 51 yards, returned by Braxton Berrios for 16 yards (tackle by Jordan Kunaszyk)",-2.14,-1.99,2.0,2022,19
2.0,1:05,1.0,10.0,NYJ 46,7.0,14.0,Michael Carter left guard for 4 yards (tackle by Jeremiah Owusu-Koramoah),1.99,1.99,2.0,2022,19
2.0,0:55,2.0,6.0,NYJ 50,7.0,14.0,Joe Flacco pass complete short left to Elijah Moore for 18 yards,1.99,3.45,2.0,2022,19
2.0,0:41,1.0,10.0,CLE 32,7.0,14.0,Joe Flacco pass incomplete short right intended for Ty Johnson,3.45,2.9,2.0,2022,19
2.0,0:38,2.0,10.0,CLE 32,7.0,14.0,Joe Flacco pass complete short right to Ty Johnson for 4 yards (tackle by Greg Newsome),2.9,2.74,2.0,2022,19
2.0,0:32,,,,,,Timeout #2 by New York Jets,,,2.0,2022,19
2.0,0:32,3.0,6.0,CLE 28,7.0,14.0,Joe Flacco pass complete short right to Garrett Wilson for 18 yards (tackle by John Johnson),2.74,4.91,2.0,2022,19
2.0,0:23,,,,,,Timeout #3 by New York Jets,,,2.0,2022,19
2.0,0:23,1.0,10.0,CLE 10,7.0,14.0,Joe Flacco pass incomplete short middle intended for Garrett Wilson,4.91,4.19,2.0,2022,19
2.0,0:19,2.0,10.0,CLE 10,7.0,14.0,Joe Flacco pass incomplete short left intended for Garrett Wilson (defended by John Johnson),4.19,3.13,2.0,2022,19
2.0,0:15,,,,,,Timeout #1 by Cleveland Browns,,,2.0,2022,19
2.0,0:15,3.0,10.0,CLE 10,13.0,14.0,"Joe Flacco pass complete short right to Breece Hall for 10 yards, touchdown",3.13,7.0,2.0,2022,19
2.0,0:11,,,CLE 15,14.0,14.0,Greg Zuerlein kicks extra point good,0.0,0.0,2.0,2022,19
2.0,0:11,,,NYJ 35,14.0,14.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,19
2.0,0:11,1.0,10.0,CLE 25,14.0,14.0,Jacoby Brissett kneels for -1 yards,0.61,-0.07,2.0,2022,19
3.0,15:00,,,NYJ 35,14.0,14.0,"Greg Zuerlein kicks off 68 yards, returned by Jerome Ford for 23 yards (tackle by Ty Johnson)",0.0,0.28,2.0,2022,19
3.0,14:56,1.0,10.0,CLE 20,14.0,14.0,Nick Chubb left tackle for 5 yards (tackle by Quinnen Williams),0.28,0.41,2.0,2022,19
3.0,14:18,2.0,5.0,CLE 25,14.0,14.0,Jacoby Brissett pass complete short middle to Nick Chubb for 4 yards (tackle by Quincy Williams),0.41,0.23,2.0,2022,19
3.0,13:40,3.0,1.0,CLE 29,14.0,14.0,Jacoby Brissett up the middle for 2 yards (tackle by Carl Lawson),0.23,1.0,2.0,2022,19
3.0,12:57,1.0,10.0,CLE 31,14.0,14.0,Jacoby Brissett pass complete deep left to Harrison Bryant for 30 yards (tackle by Lamarcus Joyner),1.0,2.98,2.0,2022,19
3.0,12:23,1.0,10.0,NYJ 39,14.0,14.0,Jacoby Brissett pass complete short right to Amari Cooper for 16 yards (tackle by Sauce Gardner),2.98,4.04,2.0,2022,19
3.0,11:48,1.0,10.0,NYJ 23,14.0,14.0,Demetric Felton right tackle for -4 yards (tackle by Sheldon Rankins and Jordan Whitehead),4.04,2.96,2.0,2022,19
3.0,11:10,2.0,14.0,NYJ 27,14.0,14.0,"Jacoby Brissett pass complete short middle to Amari Cooper for 14 yards (tackle by Lamarcus Joyner). Penalty on Micheal Clemons: Roughing the Passer, 7 yards (accepted)",2.96,5.83,2.0,2022,19
3.0,10:50,1.0,6.0,NYJ 6,14.0,14.0,Nick Chubb right guard for 2 yards (tackle by Sheldon Rankins),5.83,5.34,2.0,2022,19
3.0,10:12,2.0,4.0,NYJ 4,14.0,14.0,Jacoby Brissett pass incomplete short right intended for David Njoku,5.34,4.49,2.0,2022,19
3.0,10:07,3.0,4.0,NYJ 4,14.0,14.0,Jacoby Brissett pass incomplete short right intended for Harrison Bryant (defended by Brandin Echols),4.49,3.03,2.0,2022,19
3.0,10:01,4.0,4.0,NYJ 4,14.0,17.0,Cade York 22 yard field goal good,3.03,3.0,2.0,2022,19
3.0,9:58,,,CLE 35,14.0,17.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,19
3.0,9:58,1.0,10.0,NYJ 25,14.0,17.0,Braxton Berrios right end for 3 yards (tackle by Grant Delpit),0.61,0.47,2.0,2022,19
3.0,9:26,2.0,7.0,NYJ 28,14.0,17.0,Joe Flacco pass incomplete short left,0.47,-0.23,2.0,2022,19
3.0,9:18,3.0,7.0,NYJ 28,14.0,17.0,Joe Flacco pass complete short left to Elijah Moore for 10 yards (tackle by Grant Delpit),-0.23,1.47,2.0,2022,19
3.0,8:38,1.0,10.0,NYJ 38,14.0,17.0,Joe Flacco pass incomplete short right intended for Jeremy Ruckert,1.47,0.92,2.0,2022,19
3.0,8:33,2.0,10.0,NYJ 38,14.0,17.0,Joe Flacco pass incomplete short right intended for Garrett Wilson (defended by Martin Emerson),0.92,0.23,2.0,2022,19
3.0,8:28,3.0,10.0,NYJ 38,14.0,17.0,Joe Flacco pass complete short right to Tyler Conklin for 13 yards (tackle by Martin Emerson),0.23,2.32,2.0,2022,19
3.0,7:52,1.0,10.0,CLE 49,14.0,17.0,Michael Carter right guard for 2 yards (tackle by Jeremiah Owusu-Koramoah),2.32,2.05,2.0,2022,19
3.0,7:10,2.0,8.0,CLE 47,14.0,17.0,Elijah Moore left end for -6 yards (tackle by Jeremiah Owusu-Koramoah),2.05,0.56,2.0,2022,19
3.0,6:20,3.0,14.0,NYJ 47,14.0,17.0,Joe Flacco pass incomplete short right intended for Corey Davis,0.56,-0.26,2.0,2022,19
3.0,6:10,4.0,14.0,NYJ 47,14.0,17.0,Braden Mann punts 48 yards out of bounds,-0.26,0.38,2.0,2022,19
3.0,6:01,1.0,10.0,CLE 5,14.0,17.0,Jacoby Brissett pass complete short left to David Njoku for 15 yards (tackle by Kwon Alexander),-0.38,0.28,2.0,2022,19
3.0,5:31,1.0,10.0,CLE 20,14.0,17.0,Nick Chubb left tackle for no gain (tackle by Jermaine Johnson and Micheal Clemons),0.28,-0.27,2.0,2022,19
3.0,4:48,2.0,10.0,CLE 20,14.0,17.0,Jacoby Brissett pass incomplete short left intended for David Njoku,-0.27,-0.96,2.0,2022,19
3.0,4:44,3.0,10.0,CLE 20,14.0,17.0,Jacoby Brissett pass complete short left to Amari Cooper for 7 yards (tackle by D.J. Reed),-0.96,-1.57,2.0,2022,19
3.0,4:10,4.0,3.0,CLE 27,14.0,17.0,Corey Bojorquez punts 63 yards out of bounds,-1.57,0.38,2.0,2022,19
3.0,4:04,1.0,10.0,NYJ 10,14.0,17.0,Michael Carter left guard for 4 yards (tackle by Tommy Togiai),-0.38,-0.46,2.0,2022,19
3.0,3:31,2.0,6.0,NYJ 14,14.0,17.0,Joe Flacco pass complete short right to Michael Carter for 8 yards (tackle by John Johnson),-0.46,0.41,2.0,2022,19
3.0,2:48,1.0,10.0,NYJ 22,14.0,17.0,"Joe Flacco pass complete short left to Corey Davis for no gain (tackle by Grant Delpit). Penalty on Connor McGovern: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.41,-0.12,2.0,2022,19
3.0,2:25,1.0,15.0,NYJ 17,14.0,17.0,Breece Hall left end for 4 yards (tackle by Greg Newsome),-0.12,-0.27,2.0,2022,19
3.0,1:46,2.0,11.0,NYJ 21,14.0,17.0,Joe Flacco pass complete deep left to Garrett Wilson for 31 yards (tackle by Grant Delpit),-0.27,2.39,2.0,2022,19
3.0,1:13,1.0,10.0,CLE 48,14.0,17.0,Joe Flacco pass complete short middle to Garrett Wilson for 14 yards (tackle by Denzel Ward),2.39,3.31,2.0,2022,19
3.0,0:00,1.0,10.0,CLE 34,14.0,17.0,Michael Carter right guard for 4 yards (tackle by Tommy Togiai) (no play),3.31,2.98,2.0,2022,19
3.0,0:17,1.0,15.0,CLE 39,14.0,17.0,Breece Hall left end for 10 yards (tackle by Chase Winovich),2.98,3.45,2.0,2022,19
4.0,15:00,2.0,5.0,CLE 29,14.0,17.0,"Michael Carter left tackle for no gain (tackle by Alex Wright). Penalty on George Fant: Offensive Holding, 10 yards (accepted) (no play)",3.45,2.09,2.0,2022,19
4.0,14:34,2.0,15.0,CLE 39,14.0,17.0,Joe Flacco pass incomplete short middle intended for Elijah Moore,2.09,1.42,2.0,2022,19
4.0,14:29,3.0,15.0,CLE 39,14.0,17.0,Joe Flacco pass incomplete short middle intended for Tyler Conklin (defended by Alex Wright),1.42,0.66,2.0,2022,19
4.0,14:24,4.0,15.0,CLE 39,17.0,17.0,Greg Zuerlein 57 yard field goal good,0.66,3.0,2.0,2022,19
4.0,14:19,,,NYJ 35,17.0,17.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,19
4.0,14:19,1.0,10.0,CLE 25,17.0,17.0,Jacoby Brissett scrambles left end for 4 yards (tackle by Jordan Whitehead),0.61,0.47,2.0,2022,19
4.0,13:38,2.0,7.0,CLE 28,17.0,17.0,"Penalty on David Njoku: False Start, 5 yards (accepted) (no play)",0.47,-0.07,2.0,2022,19
4.0,13:41,2.0,11.0,CLE 24,17.0,17.0,Nick Chubb left tackle for 9 yards (tackle by C.J. Mosley),-0.07,0.43,2.0,2022,19
4.0,12:59,3.0,2.0,CLE 33,17.0,17.0,Jacoby Brissett pass complete short right to Amari Cooper for 5 yards (tackle by Sauce Gardner),0.43,1.47,2.0,2022,19
4.0,12:23,1.0,10.0,CLE 38,17.0,17.0,Nick Chubb left guard for 22 yards (tackle by Lamarcus Joyner and Jordan Whitehead),1.47,2.92,2.0,2022,19
4.0,11:43,1.0,10.0,NYJ 40,17.0,17.0,Nick Chubb right tackle for 3 yards (tackle by Solomon Thomas and Jermaine Johnson),2.92,2.78,2.0,2022,19
4.0,11:22,2.0,7.0,NYJ 37,17.0,17.0,Jacoby Brissett pass complete short left to Nick Chubb for 15 yards (tackle by Jordan Whitehead),2.78,4.11,2.0,2022,19
4.0,10:41,1.0,10.0,NYJ 22,17.0,17.0,Kareem Hunt right guard for 10 yards (tackle by Lamarcus Joyner and C.J. Mosley),4.11,4.78,2.0,2022,19
4.0,10:00,1.0,10.0,NYJ 12,17.0,17.0,Kareem Hunt left tackle for no gain (tackle by D.J. Reed),4.78,4.1,2.0,2022,19
4.0,9:33,2.0,10.0,NYJ 12,17.0,17.0,"Jacoby Brissett pass incomplete short middle intended for Kareem Hunt. Penalty on Quincy Williams: Defensive Pass Interference, 5 yards (accepted) (no play)",4.1,5.6,2.0,2022,19
4.0,9:29,1.0,7.0,NYJ 7,17.0,23.0,"Nick Chubb right tackle for 7 yards, touchdown",5.6,7.0,2.0,2022,19
4.0,9:21,,,NYJ 15,17.0,24.0,Cade York kicks extra point good,0.0,0.0,2.0,2022,19
4.0,9:21,,,CLE 35,17.0,24.0,"Cade York kicks off 60 yards, returned by Braxton Berrios for 27 yards (tackle by Cade York)",0.0,1.07,2.0,2022,19
4.0,9:17,1.0,10.0,NYJ 32,17.0,24.0,Joe Flacco pass complete short right to Tyler Conklin for 1 yard (tackle by Anthony Walker),1.07,0.66,2.0,2022,19
4.0,8:35,2.0,9.0,NYJ 33,17.0,24.0,Joe Flacco pass complete short left to Garrett Wilson for 5 yards (tackle by Greg Newsome),0.66,0.63,2.0,2022,19
4.0,7:53,3.0,4.0,NYJ 38,17.0,24.0,Joe Flacco pass incomplete short right intended for Garrett Wilson,0.63,-0.85,2.0,2022,19
4.0,7:51,4.0,4.0,NYJ 38,17.0,24.0,"Braden Mann punts 44 yards, returned by Demetric Felton for 13 yards (tackle by Ashtyn Davis and Kenny Yeboah)",-0.85,-1.0,2.0,2022,19
4.0,7:37,1.0,10.0,CLE 31,17.0,24.0,Jacoby Brissett pass complete short left to Amari Cooper for 11 yards,1.0,1.73,2.0,2022,19
4.0,7:22,1.0,10.0,CLE 42,17.0,24.0,Kareem Hunt right guard for 13 yards (tackle by Kwon Alexander),1.73,2.59,2.0,2022,19
4.0,6:49,1.0,10.0,NYJ 45,17.0,24.0,Kareem Hunt right guard for 11 yards (tackle by Sheldon Rankins and Jordan Whitehead),2.59,3.31,2.0,2022,19
4.0,6:05,1.0,10.0,NYJ 34,17.0,24.0,Kareem Hunt left tackle for -5 yards (tackle by Kwon Alexander),3.31,2.09,2.0,2022,19
4.0,5:39,2.0,15.0,NYJ 39,17.0,24.0,Nick Chubb left tackle for -3 yards (tackle by C.J. Mosley),2.09,1.03,2.0,2022,19
4.0,4:58,,,,,,Timeout #1 by Cleveland Browns,,,2.0,2022,19
4.0,4:58,3.0,18.0,NYJ 42,17.0,24.0,Jacoby Brissett sacked by and Quinnen Williams for -8 yards and Carl Lawson for -8 yards,1.03,-0.06,2.0,2022,19
4.0,4:15,4.0,26.0,NYJ 50,17.0,24.0,Corey Bojorquez punts 42 yards out of bounds,-0.06,0.38,2.0,2022,19
4.0,4:07,1.0,10.0,NYJ 8,17.0,24.0,Joe Flacco pass complete short right to Michael Carter for -1 yards (tackle by Anthony Walker),-0.38,-0.85,2.0,2022,19
4.0,3:27,2.0,11.0,NYJ 7,17.0,24.0,"Joe Flacco pass complete short right to Tyler Conklin for 4 yards. Tyler Conklin fumbles (forced by Jeremiah Owusu-Koramoah), recovered by Max Mitchell at NYJ-10 (tackle by Jeremiah Owusu-Koramoah)",-0.85,-1.19,2.0,2022,19
4.0,2:46,3.0,8.0,NYJ 10,17.0,24.0,Joe Flacco pass incomplete deep left intended for Corey Davis,-1.19,-2.49,2.0,2022,19
4.0,2:41,4.0,8.0,NYJ 10,17.0,24.0,"Braden Mann punts 47 yards, returned by Demetric Felton for no gain. Penalty on Marcell Harris: Unnecessary Roughness / Offense, 15 yards (accepted) (tackle by Justin Hardee)",-2.49,-2.79,2.0,2022,19
4.0,2:30,1.0,10.0,NYJ 42,17.0,24.0,Kareem Hunt left guard for no gain (tackle by C.J. Mosley),2.79,2.24,2.0,2022,19
4.0,2:27,,,,,,Timeout #1 by New York Jets,,,2.0,2022,19
4.0,2:27,2.0,10.0,NYJ 42,17.0,24.0,Kareem Hunt left tackle for 3 yards (tackle by Quincy Williams),2.24,1.95,2.0,2022,19
4.0,2:22,,,,,,Timeout #2 by New York Jets,,,2.0,2022,19
4.0,2:22,3.0,7.0,NYJ 39,17.0,24.0,Jacoby Brissett pass complete short left to Kareem Hunt for 11 yards (tackle by Jordan Whitehead),1.95,3.71,2.0,2022,19
4.0,2:15,1.0,10.0,NYJ 28,17.0,24.0,Kareem Hunt right guard for 4 yards (tackle by Jacob Martin and Solomon Thomas),3.71,3.71,2.0,2022,19
4.0,2:09,,,,,,Timeout #3 by New York Jets,,,2.0,2022,19
4.0,2:09,2.0,6.0,NYJ 24,17.0,24.0,Kareem Hunt left tackle for 12 yards (tackle by D.J. Reed and Nathan Shepherd),3.71,4.78,2.0,2022,19
4.0,2:02,1.0,10.0,NYJ 12,17.0,30.0,"Nick Chubb left tackle for 12 yards, touchdown",4.78,7.0,2.0,2022,19
4.0,1:55,,,NYJ 15,17.0,30.0,Cade York kicks extra point no good,0.0,-1.0,2.0,2022,19
4.0,1:55,,,CLE 35,17.0,30.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,19
4.0,1:55,1.0,10.0,NYJ 25,17.0,30.0,Joe Flacco pass complete short right to Tyler Conklin for 9 yards (tackle by Greg Newsome),0.61,1.28,2.0,2022,19
4.0,1:32,2.0,1.0,NYJ 34,23.0,30.0,"Joe Flacco pass complete deep right to Corey Davis for 66 yards, touchdown",1.28,7.0,2.0,2022,19
4.0,1:22,,,CLE 15,24.0,30.0,Greg Zuerlein kicks extra point good,0.0,0.0,2.0,2022,19
4.0,1:22,,,,,,Timeout #2 by Cleveland Browns,,,2.0,2022,19
4.0,1:22,,,NYJ 35,24.0,30.0,"Braden Mann kicks onside 12 yards, recovered by Justin Hardee",0.0,-2.06,2.0,2022,19
4.0,1:20,1.0,10.0,NYJ 47,24.0,30.0,Joe Flacco pass incomplete short left intended for Tyler Conklin,2.06,1.52,2.0,2022,19
4.0,1:17,2.0,10.0,NYJ 47,24.0,30.0,Joe Flacco pass complete short left to Michael Carter for 12 yards (tackle by Jeremiah Owusu-Koramoah),1.52,2.85,2.0,2022,19
