Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA,week,year,game_id
1.0,7:31,1.0,10.0,IND 39,0.0,0.0,"Trevor Lawrence pass complete short right to Marvin Jones for no gain (tackle by E.J. Speed). Penalty on Marvin Jones: Taunting / Offense, 15 yards (offset) . Penalty on Zaire Franklin: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",2.98,2.98,2.0,2022,20
1.0,6:59,1.0,10.0,IND 39,0.0,0.0,James Robinson up the middle for -1 yards (tackle by Kwity Paye),2.98,2.3,2.0,2022,20
1.0,6:19,2.0,11.0,IND 40,0.0,0.0,Trevor Lawrence pass complete short left to Zay Jones for 10 yards (tackle by Kenny Moore),2.3,2.94,2.0,2022,20
1.0,5:43,3.0,1.0,IND 30,0.0,0.0,James Robinson up the middle for 2 yards (tackle by E.J. Speed),2.94,3.71,2.0,2022,20
1.0,5:04,,,,,,Timeout #1 by Jacksonville Jaguars,,,2.0,2022,20
1.0,5:04,1.0,10.0,IND 28,0.0,0.0,Travis Etienne left end for 6 yards (tackle by Bobby Okereke),3.71,3.98,2.0,2022,20
1.0,4:26,2.0,4.0,IND 22,0.0,0.0,Travis Etienne up the middle for 6 yards (tackle by Bobby Okereke),3.98,4.51,2.0,2022,20
1.0,3:49,1.0,10.0,IND 16,0.0,0.0,Travis Etienne left end for -2 yards (tackle by Byron Cowart),4.51,3.64,2.0,2022,20
1.0,3:09,2.0,12.0,IND 18,0.0,0.0,Trevor Lawrence pass complete short right to Dan Arnold for 8 yards (tackle by Kenny Moore),3.64,4.17,2.0,2022,20
1.0,2:27,3.0,4.0,IND 10,0.0,6.0,"Trevor Lawrence pass complete short middle to Christian Kirk for 10 yards, touchdown",4.17,7.0,2.0,2022,20
1.0,2:21,,,IND 15,0.0,7.0,Riley Patterson kicks extra point good,0.0,0.0,2.0,2022,20
1.0,2:21,,,JAX 35,0.0,7.0,"Riley Patterson kicks off 42 yards, returned by Kylen Granson for 15 yards (tackle by Shaquille Quarterman and Caleb Johnson)",0.0,1.47,2.0,2022,20
1.0,2:16,1.0,10.0,IND 38,0.0,7.0,Jonathan Taylor right end for 2 yards (tackle by DaVon Hamilton),1.47,1.19,2.0,2022,20
1.0,1:39,2.0,8.0,IND 40,0.0,7.0,"Matt Ryan sacked by Josh Allen for -2 yards. Matt Ryan fumbles (forced by Josh Allen), recovered by Nyheim Hines at IND-35",1.19,-0.16,2.0,2022,20
1.0,0:47,3.0,13.0,IND 35,0.0,7.0,Matt Ryan pass complete short left to Kylen Granson for 8 yards (tackle by Devin Lloyd),-0.16,-0.52,2.0,2022,20
1.0,0:09,4.0,5.0,IND 43,0.0,7.0,"Matt Haack punts 41 yards, fair catch by Jamal Agnew at JAC-16",-0.52,0.14,2.0,2022,20
2.0,15:00,1.0,10.0,JAX 16,0.0,7.0,Travis Etienne right end for -1 yards (tackle by Tyquan Lewis and Bobby Okereke),-0.14,-0.78,2.0,2022,20
2.0,14:24,2.0,11.0,JAX 15,0.0,7.0,James Robinson up the middle for 1 yard (tackle by Tyquan Lewis),-0.78,-1.32,2.0,2022,20
2.0,13:47,3.0,10.0,JAX 16,0.0,7.0,Trevor Lawrence pass incomplete deep right intended for Marvin Jones (defended by Julian Blackmon),-1.32,-2.39,2.0,2022,20
2.0,13:39,4.0,10.0,JAX 16,0.0,7.0,Logan Cooke punts 40 yards downed by Ross Matiscik,-2.39,-1.86,2.0,2022,20
2.0,13:30,1.0,10.0,IND 44,0.0,7.0,Ashton Dulin left end for 3 yards (tackle by Tyson Campbell),1.86,1.72,2.0,2022,20
2.0,13:03,2.0,7.0,IND 47,0.0,7.0,Jonathan Taylor up the middle for no gain (tackle by Folorunso Fatukasi),1.72,1.03,2.0,2022,20
2.0,12:21,3.0,7.0,IND 47,0.0,7.0,Matt Ryan sacked by Josh Allen for -9 yards,1.03,-0.85,2.0,2022,20
2.0,11:45,4.0,16.0,IND 38,0.0,7.0,"Matt Haack punts 53 yards, returned by Jamal Agnew for 12 yards (tackle by Grant Stuard and Nick Cross)",-0.85,-0.34,2.0,2022,20
2.0,11:32,1.0,10.0,JAX 21,0.0,7.0,Trevor Lawrence pass complete short left to Marvin Jones for 13 yards (tackle by Rodney McLeod),0.34,1.2,2.0,2022,20
2.0,10:59,1.0,10.0,JAX 34,0.0,7.0,James Robinson up the middle for 2 yards (tackle by Rodney McLeod and Zaire Franklin),1.2,0.93,2.0,2022,20
2.0,10:24,2.0,8.0,JAX 36,0.0,7.0,Trevor Lawrence pass complete short middle to Christian Kirk for 6 yards (tackle by Rodney McLeod),0.93,1.03,2.0,2022,20
2.0,9:47,3.0,2.0,JAX 42,0.0,7.0,James Robinson up the middle for 5 yards (tackle by Zaire Franklin),1.03,2.06,2.0,2022,20
2.0,9:04,1.0,10.0,JAX 47,0.0,7.0,"James Robinson left end for no gain (tackle by Zaire Franklin). Penalty on Cam Robinson: Offensive Holding, 10 yards (accepted) (no play)",2.06,1.4,2.0,2022,20
2.0,8:41,1.0,20.0,JAX 37,0.0,7.0,Trevor Lawrence pass complete deep left to Christian Kirk for 26 yards (tackle by Rodney McLeod),1.4,3.12,2.0,2022,20
2.0,8:02,1.0,10.0,IND 37,0.0,13.0,"James Robinson up the middle for 37 yards, touchdown",3.12,7.0,2.0,2022,20
2.0,7:52,,,IND 15,0.0,14.0,Riley Patterson kicks extra point good,0.0,0.0,2.0,2022,20
2.0,7:52,,,JAX 35,0.0,14.0,"Riley Patterson kicks off 62 yards, returned by Isaiah Rodgers for 19 yards (tackle by Shaquille Quarterman and Chad Muma)",0.0,0.41,2.0,2022,20
2.0,7:44,1.0,10.0,IND 22,0.0,14.0,Jonathan Taylor left end for no gain (tackle by Adam Gotsis),0.41,-0.13,2.0,2022,20
2.0,7:05,2.0,10.0,IND 22,0.0,14.0,"Penalty on Matt Pryor: False Start, 5 yards (accepted) (no play)",-0.13,-0.94,2.0,2022,20
2.0,6:45,2.0,15.0,IND 17,0.0,14.0,Matt Ryan pass complete short middle to Mo Alie-Cox for 9 yards (tackle by Foyesade Oluokun and Devin Lloyd),-0.94,-0.29,2.0,2022,20
2.0,6:03,3.0,6.0,IND 26,0.0,14.0,Matt Ryan pass incomplete short middle intended for Dezmon Patmon,-0.29,-1.63,2.0,2022,20
2.0,5:56,4.0,6.0,IND 26,0.0,14.0,"Matt Haack punts 44 yards, returned by Jamal Agnew for -5 yards (tackle by Tony Brown)",-1.63,-0.61,2.0,2022,20
2.0,5:43,1.0,10.0,JAX 25,0.0,14.0,Trevor Lawrence pass complete short right to Travis Etienne for 14 yards (tackle by Brandon Facyson),0.61,1.53,2.0,2022,20
2.0,5:02,1.0,10.0,JAX 39,0.0,14.0,Trevor Lawrence pass complete short right to Marvin Jones for 8 yards (tackle by Stephon Gilmore),1.53,2.07,2.0,2022,20
2.0,4:21,2.0,2.0,JAX 47,0.0,14.0,James Robinson up the middle for 3 yards (tackle by Kenny Moore),2.07,2.26,2.0,2022,20
2.0,3:44,1.0,10.0,JAX 50,0.0,14.0,James Robinson left end for 2 yards (tackle by Grover Stewart),2.26,1.98,2.0,2022,20
2.0,3:03,2.0,8.0,IND 48,0.0,14.0,Trevor Lawrence pass incomplete short left intended for Marvin Jones,1.98,1.29,2.0,2022,20
2.0,3:00,3.0,8.0,IND 48,0.0,14.0,Trevor Lawrence pass complete short right to Evan Engram for 8 yards (tackle by Stephon Gilmore),1.29,2.92,2.0,2022,20
2.0,2:22,1.0,10.0,IND 40,0.0,14.0,Jamal Agnew left end for -1 yards (tackle by DeForest Buckner),2.92,2.24,2.0,2022,20
2.0,2:00,2.0,11.0,IND 41,0.0,14.0,Trevor Lawrence pass incomplete deep left intended for Jamal Agnew,2.24,1.55,2.0,2022,20
2.0,1:53,3.0,11.0,IND 41,0.0,14.0,Trevor Lawrence pass complete short left to Travis Etienne for 7 yards (tackle by Bobby Okereke),1.55,1.08,2.0,2022,20
2.0,1:48,4.0,4.0,IND 34,0.0,17.0,Riley Patterson 52 yard field goal good,1.08,3.0,2.0,2022,20
2.0,1:43,,,JAX 35,0.0,17.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,20
2.0,1:43,1.0,10.0,IND 25,0.0,17.0,Matt Ryan pass complete short right to Nyheim Hines for 5 yards (tackle by Shaquill Griffin),0.61,0.74,2.0,2022,20
2.0,1:24,2.0,5.0,IND 30,0.0,17.0,Matt Ryan pass complete short middle to Ashton Dulin for 12 yards (tackle by Rayshawn Jenkins),0.74,1.73,2.0,2022,20
2.0,1:06,1.0,10.0,IND 42,0.0,17.0,"Penalty on Mike Strachan: False Start, 5 yards (accepted) (no play)",1.73,1.4,2.0,2022,20
2.0,0:57,1.0,15.0,IND 37,0.0,17.0,Matt Ryan sacked by Arden Key for -8 yards,1.4,-0.57,2.0,2022,20
2.0,0:29,2.0,23.0,IND 29,0.0,17.0,Matt Ryan pass complete short middle to Ashton Dulin for 10 yards (tackle by Rayshawn Jenkins),-0.57,0.1,2.0,2022,20
2.0,0:24,,,,,,Timeout #2 by Indianapolis Colts,,,2.0,2022,20
2.0,0:24,3.0,13.0,IND 39,0.0,17.0,"Matt Ryan pass complete short right to Kylen Granson for 6 yards (tackle by Devin Lloyd). Penalty on Braden Smith: False Start, 5 yards (declined)",0.1,-0.39,2.0,2022,20
2.0,0:18,4.0,7.0,IND 45,0.0,17.0,"Matt Haack punts 38 yards, fair catch by Jamal Agnew at JAC-17",-0.39,0.06,2.0,2022,20
2.0,0:12,1.0,10.0,JAX 17,0.0,17.0,Trevor Lawrence kneels for -1 yards,-0.06,-0.73,2.0,2022,20
3.0,15:00,,,IND 35,0.0,17.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,20
3.0,15:00,1.0,10.0,JAX 25,0.0,17.0,James Robinson right end for -1 yards (tackle by Zaire Franklin),0.61,-0.07,2.0,2022,20
3.0,14:23,2.0,11.0,JAX 24,0.0,17.0,Trevor Lawrence pass complete short right to Zay Jones for 5 yards (tackle by Stephon Gilmore),-0.07,-0.1,2.0,2022,20
3.0,13:51,3.0,6.0,JAX 29,0.0,17.0,Trevor Lawrence pass complete short right to Evan Engram for 11 yards (tackle by Stephon Gilmore),-0.1,1.6,2.0,2022,20
3.0,13:12,1.0,10.0,JAX 40,0.0,17.0,Travis Etienne right end for 2 yards (tackle by Bobby Okereke and DeForest Buckner),1.6,1.32,2.0,2022,20
3.0,12:35,2.0,8.0,JAX 42,0.0,17.0,Trevor Lawrence pass complete short right to James Robinson for 10 yards (tackle by Stephon Gilmore),1.32,2.39,2.0,2022,20
3.0,11:55,1.0,10.0,IND 48,0.0,17.0,James Robinson up the middle for -2 yards (tackle by E.J. Speed),2.39,1.58,2.0,2022,20
3.0,11:12,2.0,12.0,IND 50,0.0,17.0,Trevor Lawrence pass complete short middle to James Robinson for 4 yards (tackle by Zaire Franklin),1.58,1.42,2.0,2022,20
3.0,10:28,3.0,8.0,IND 46,0.0,17.0,Trevor Lawrence pass incomplete short right intended for Evan Engram (defended by Stephon Gilmore),1.42,0.2,2.0,2022,20
3.0,10:20,4.0,8.0,IND 46,0.0,17.0,"Penalty on Chris Claybrooks: False Start, 5 yards (accepted) (no play)",0.2,-0.13,2.0,2022,20
3.0,10:20,4.0,13.0,JAX 49,0.0,17.0,"Logan Cooke punts 51 yards, touchback.",-0.13,-0.28,2.0,2022,20
3.0,10:09,1.0,10.0,IND 20,0.0,17.0,Matt Ryan pass complete short left to Jonathan Taylor for 9 yards (tackle by Foyesade Oluokun),0.28,0.95,2.0,2022,20
3.0,9:32,2.0,1.0,IND 29,0.0,17.0,Jonathan Taylor up the middle for 5 yards (tackle by Travon Walker),0.95,1.2,2.0,2022,20
3.0,9:03,1.0,10.0,IND 34,0.0,17.0,Matt Ryan pass incomplete deep right intended for Dezmon Patmon,1.2,0.66,2.0,2022,20
3.0,8:56,2.0,10.0,IND 34,0.0,17.0,Matt Ryan pass complete short middle to Dezmon Patmon for 7 yards (tackle by Shaquill Griffin),0.66,0.89,2.0,2022,20
3.0,8:15,3.0,3.0,IND 41,0.0,17.0,Matt Ryan pass incomplete short left intended for Mo Alie-Cox (defended by Foyesade Oluokun),0.89,-0.65,2.0,2022,20
3.0,8:10,4.0,3.0,IND 41,0.0,17.0,Matt Haack punts 51 yards downed by Isaiah Rodgers,-0.65,0.38,2.0,2022,20
3.0,7:59,1.0,10.0,JAX 8,0.0,17.0,Trevor Lawrence pass complete short right to Evan Engram for 12 yards (tackle by E.J. Speed),-0.38,0.28,2.0,2022,20
3.0,7:18,1.0,10.0,JAX 20,0.0,17.0,James Robinson left end for no gain (tackle by Yannick Ngakoue),0.28,-0.27,2.0,2022,20
3.0,6:41,2.0,10.0,JAX 20,0.0,17.0,Trevor Lawrence pass complete short left to Christian Kirk for 10 yards (tackle by Nick Cross),-0.27,0.94,2.0,2022,20
3.0,6:06,1.0,10.0,JAX 30,0.0,17.0,Trevor Lawrence left end for 8 yards (tackle by Zaire Franklin),0.94,1.47,2.0,2022,20
3.0,5:30,2.0,2.0,JAX 38,0.0,17.0,Trevor Lawrence pass complete short middle to Travis Etienne for 12 yards (tackle by Bobby Okereke and Julian Blackmon),1.47,2.26,2.0,2022,20
3.0,4:48,1.0,10.0,JAX 50,0.0,17.0,Trevor Lawrence pass complete short middle to Christian Kirk for 21 yards (tackle by Brandon Facyson),2.26,3.64,2.0,2022,20
3.0,4:08,1.0,10.0,IND 29,0.0,17.0,"Trevor Lawrence pass incomplete deep right intended for Evan Engram. Penalty on Nick Cross: Defensive Holding, 5 yards (accepted) (no play)",3.64,3.97,2.0,2022,20
3.0,4:00,1.0,10.0,IND 24,0.0,17.0,James Robinson up the middle for 5 yards (tackle by Nick Cross and Grover Stewart),3.97,4.12,2.0,2022,20
3.0,3:19,2.0,5.0,IND 19,0.0,17.0,James Robinson up the middle for 5 yards (tackle by Nick Cross),4.12,4.65,2.0,2022,20
3.0,2:50,1.0,10.0,IND 14,0.0,17.0,James Robinson up the middle for no gain (tackle by Zaire Franklin),4.65,4.0,2.0,2022,20
3.0,2:15,2.0,10.0,IND 14,0.0,17.0,"James Robinson for no gain (tackle by Julian Blackmon). Penalty on Dayo Odeyingbo: Defensive Offside, 5 yards (accepted) (no play)",4.0,4.9,2.0,2022,20
3.0,1:50,2.0,5.0,IND 9,0.0,17.0,Trevor Lawrence left end for 4 yards (tackle by Bobby Okereke),4.9,4.96,2.0,2022,20
3.0,1:06,3.0,1.0,IND 5,0.0,17.0,James Robinson up the middle for no gain (tackle by Zaire Franklin and Rodney McLeod),4.96,3.03,2.0,2022,20
3.0,0:22,,,,,,Timeout #1 by Jacksonville Jaguars,,,2.0,2022,20
3.0,0:22,4.0,1.0,IND 5,0.0,23.0,"Trevor Lawrence pass complete short right to Christian Kirk for 5 yards, touchdown",3.03,7.0,2.0,2022,20
3.0,0:17,,,IND 15,0.0,24.0,Riley Patterson kicks extra point good,0.0,0.0,2.0,2022,20
3.0,0:17,,,JAX 35,0.0,24.0,"Riley Patterson kicks off 66 yards, returned by Isaiah Rodgers for 24 yards (tackle by Chad Muma)",0.0,0.48,2.0,2022,20
3.0,0:10,1.0,10.0,IND 23,0.0,24.0,Jonathan Taylor up the middle for 21 yards (tackle by Andre Cisco),0.48,1.86,2.0,2022,20
4.0,15:00,1.0,10.0,IND 44,0.0,24.0,Matt Ryan pass incomplete short left intended for Ashton Dulin (defended by Rayshawn Jenkins),1.86,1.32,2.0,2022,20
4.0,14:57,2.0,10.0,IND 44,0.0,24.0,Matt Ryan pass complete short left to Ashton Dulin for 8 yards (tackle by Foyesade Oluokun),1.32,1.69,2.0,2022,20
4.0,14:05,3.0,2.0,JAX 48,0.0,24.0,Jonathan Taylor up the middle for 21 yards (tackle by Andre Cisco and Shaquill Griffin),1.69,3.78,2.0,2022,20
4.0,13:56,1.0,10.0,JAX 27,0.0,24.0,"Matt Ryan sacked by Adam Gotsis for -4 yards Penalty on IND: Illegal Formation, 5 yards (declined)",3.78,2.69,2.0,2022,20
4.0,13:31,2.0,14.0,JAX 31,0.0,24.0,Matt Ryan pass complete deep left to Mike Strachan for 23 yards (tackle by Tyson Campbell),2.69,5.37,2.0,2022,20
4.0,12:47,1.0,8.0,JAX 8,0.0,24.0,Jonathan Taylor up the middle for 2 yards (tackle by Foyesade Oluokun and K'Lavon Chaisson) (no play),5.37,6.28,2.0,2022,20
4.0,12:28,1.0,4.0,JAX 4,0.0,24.0,Matt Ryan pass incomplete short left intended for Mo Alie-Cox (defended by Rayshawn Jenkins),6.28,5.34,2.0,2022,20
4.0,12:20,,,,,,Timeout #1 by Indianapolis Colts,,,2.0,2022,20
4.0,12:20,2.0,4.0,JAX 4,0.0,24.0,Matt Ryan sacked by Roy Robertson-Harris for -8 yards,5.34,3.1,2.0,2022,20
4.0,11:35,3.0,12.0,JAX 12,0.0,24.0,"Matt Ryan pass complete short right to Kylen Granson for no gain (tackle by Shaquill Griffin and Tyson Campbell). Penalty on Parris Campbell: Offensive Pass Interference, 10 yards (accepted) (no play)",3.1,2.08,2.0,2022,20
4.0,11:22,3.0,22.0,JAX 22,0.0,24.0,Matt Ryan pass complete short left to Nyheim Hines for 9 yards (tackle by Devin Lloyd and Darious Williams),2.08,2.57,2.0,2022,20
4.0,10:41,4.0,13.0,JAX 13,0.0,24.0,Matt Ryan pass incomplete right intended for Mike Strachan (defended by Shaquill Griffin),2.57,0.32,2.0,2022,20
4.0,10:29,1.0,10.0,JAX 13,0.0,24.0,James Robinson up the middle for -1 yards (tackle by E.J. Speed),-0.32,-0.85,2.0,2022,20
4.0,9:56,2.0,11.0,JAX 12,0.0,24.0,Trevor Lawrence pass complete short middle to Evan Engram for 5 yards (tackle by Zaire Franklin),-0.85,-0.94,2.0,2022,20
4.0,9:18,3.0,6.0,JAX 17,0.0,24.0,Trevor Lawrence pass complete short right to Evan Engram for 3 yards (tackle by Bobby Okereke),-0.94,-2.03,2.0,2022,20
4.0,8:34,4.0,3.0,JAX 20,0.0,24.0,"Logan Cooke punts 55 yards, returned by Keke Coutee for 8 yards (tackle by Andrew Wingard and Chad Muma)",-2.03,-1.14,2.0,2022,20
4.0,8:21,1.0,10.0,IND 33,0.0,24.0,Matt Ryan pass complete short middle to Dezmon Patmon for 17 yards (tackle by Tyson Campbell),1.14,2.26,2.0,2022,20
4.0,7:59,1.0,10.0,IND 50,0.0,24.0,Matt Ryan pass incomplete short right,2.26,1.71,2.0,2022,20
4.0,7:53,2.0,10.0,IND 50,0.0,24.0,Matt Ryan pass complete deep right to Ashton Dulin for 39 yards (tackle by Andre Cisco),1.71,4.84,2.0,2022,20
4.0,7:15,1.0,10.0,JAX 11,0.0,24.0,Jonathan Taylor up the middle for 3 yards (tackle by Travon Walker and Rayshawn Jenkins),4.84,4.7,2.0,2022,20
4.0,6:41,2.0,7.0,JAX 8,0.0,24.0,Matt Ryan pass incomplete short right intended for Mike Strachan (defended by Devin Lloyd),4.7,3.76,2.0,2022,20
4.0,6:29,3.0,7.0,JAX 8,0.0,24.0,Matt Ryan pass incomplete short left intended for Parris Campbell,3.76,2.96,2.0,2022,20
4.0,6:23,4.0,7.0,JAX 8,0.0,24.0,Matt Ryan pass incomplete short right intended for Dezmon Patmon (defended by Rayshawn Jenkins),2.96,0.38,2.0,2022,20
4.0,6:16,1.0,10.0,JAX 9,0.0,24.0,James Robinson up the middle for 1 yard (tackle by Kwity Paye),-0.38,-0.71,2.0,2022,20
4.0,5:33,2.0,9.0,JAX 10,0.0,24.0,James Robinson left end for 1 yard (tackle by Grover Stewart),-0.71,-1.19,2.0,2022,20
4.0,5:27,,,,,,Timeout #2 by Indianapolis Colts,,,2.0,2022,20
4.0,5:27,3.0,8.0,JAX 11,0.0,24.0,Trevor Lawrence pass incomplete short right intended for Zay Jones (defended by Brandon Facyson),-1.19,-2.49,2.0,2022,20
4.0,5:22,4.0,8.0,JAX 11,0.0,24.0,"Logan Cooke punts 42 yards, returned by Keke Coutee for 11 yards (tackle by Andrew Wingard)",-2.49,-2.79,2.0,2022,20
4.0,5:12,1.0,10.0,JAX 42,0.0,24.0,Nyheim Hines up the middle for no gain (tackle by K'Lavon Chaisson and Devin Lloyd),2.79,2.24,2.0,2022,20
4.0,4:33,2.0,10.0,JAX 42,0.0,24.0,Matt Ryan pass short left (defended by Folorunso Fatukasi) intended for Dezmon Patmon is intercepted by Devin Lloyd at JAC-33 and returned for 13 yards (tackle by Nyheim Hines),2.24,-1.99,2.0,2022,20
4.0,4:24,1.0,10.0,JAX 46,0.0,24.0,Jamal Agnew right end for 2 yards (tackle by Bobby Okereke),1.99,1.72,2.0,2022,20
4.0,3:39,2.0,8.0,JAX 48,0.0,24.0,James Robinson up the middle for 3 yards (tackle by Grover Stewart and Kenny Moore),1.72,1.42,2.0,2022,20
4.0,3:32,,,,,,Timeout #3 by Indianapolis Colts,,,2.0,2022,20
4.0,3:32,3.0,5.0,IND 49,0.0,24.0,James Robinson right end for no gain (tackle by Yannick Ngakoue and DeForest Buckner),1.42,0.0,2.0,2022,20
4.0,2:47,4.0,5.0,IND 49,0.0,24.0,Logan Cooke punts 40 yards,0.0,0.32,2.0,2022,20
4.0,2:37,1.0,10.0,IND 13,0.0,24.0,Matt Ryan pass deep left intended for Parris Campbell is intercepted by Andre Cisco at IND-35 and returned for 1 yard,-0.32,-3.31,2.0,2022,20
4.0,2:31,1.0,10.0,IND 34,0.0,24.0,James Robinson up the middle for -1 yards (tackle by Rodney McLeod and Kwity Paye),3.31,2.64,2.0,2022,20
4.0,2:00,2.0,11.0,IND 35,0.0,24.0,Travis Etienne right end for 2 yards (tackle by Bobby Okereke),2.64,2.21,2.0,2022,20
4.0,1:16,3.0,9.0,IND 33,0.0,24.0,Travis Etienne up the middle for 4 yards (tackle by DeForest Buckner and Zaire Franklin),2.21,1.54,2.0,2022,20
4.0,0:29,,,,,,Timeout #2 by Jacksonville Jaguars,,,2.0,2022,20
4.0,0:29,4.0,5.0,IND 29,0.0,24.0,Travis Etienne right end for 4 yards (tackle by E.J. Speed),1.54,-0.61,2.0,2022,20
4.0,0:21,1.0,10.0,IND 25,0.0,24.0,Deon Jackson right end for 1 yard (tackle by Andre Cisco),0.61,0.2,2.0,2022,20
4.0,0:14,2.0,9.0,IND 26,0.0,24.0,Deon Jackson right end for -4 yards (tackle by Roy Robertson-Harris),0.2,-1.02,2.0,2022,20
