Rk,Player,Age,Team,Pos,G,GS,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Coverage Yds/Tgt,Pass Coverage TD,Pass Coverage Rat,Pass Coverage DADOT,Pass Coverage Air,Pass Coverage YAC,Pass Rush Bltz,Pass Rush Hrry,Pass Rush QBKD,Pass Rush Bats,Pass Rush Sk,Pass Rush Prss,Tackles Comb,Tackles MTkl,Tackles MTkl%,Awards
330.0,Shy Tuttle,28.0,CAR,DT,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1.0,43.0,6.0,12.2,
331.0,Vita Vea,28.0,TAM,NT,15.0,15.0,0.0,2.0,1.0,50.0,18.0,18.0,9.0,0.0,81.2,-2.0,-4.0,22.0,0.0,4.0,3.0,1.0,5.5,13.0,43.0,2.0,4.4,
332.0,Bryan Cook,24.0,KAN,S,12.0,12.0,1.0,24.0,16.0,66.7,291.0,18.2,12.1,4.0,130.4,15.5,200.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,12.5,
333.0,Myles Garrett,28.0,CLE,DE,16.0,16.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,-4.0,0.0,0.0,0.0,6.0,16.0,3.0,14.0,37.0,42.0,4.0,8.7,"PB,AP-1,AP MVP-10,AP DPoY-1"
334.0,John Johnson,28.0,LAR,DB,17.0,8.0,2.0,26.0,16.0,61.5,213.0,13.3,8.2,2.0,81.1,12.8,157.0,56.0,5.0,1.0,0.0,0.0,0.0,1.0,42.0,2.0,4.5,
335.0,Roy Lopez,26.0,ARI,DT,14.0,5.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,42.0,2.0,4.5,
336.0,Patrick Peterson,33.0,PIT,LCB,17.0,16.0,2.0,64.0,38.0,59.4,494.0,13.0,7.7,4.0,91.5,10.3,309.0,185.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,20.8,
337.0,Michael Pierce,31.0,BAL,NT,17.0,17.0,0.0,1.0,1.0,100.0,6.0,6.0,6.0,0.0,91.7,-4.0,-4.0,10.0,1.0,1.0,2.0,2.0,1.0,4.0,42.0,1.0,2.3,
338.0,Duke Riley,29.0,MIA,LB,17.0,5.0,0.0,23.0,18.0,78.3,166.0,9.2,7.2,1.0,111.2,1.7,46.0,120.0,16.0,1.0,1.0,0.0,0.5,3.0,42.0,7.0,14.3,
339.0,Gregory Rousseau,23.0,BUF,DE,16.0,16.0,0.0,4.0,3.0,75.0,8.0,2.7,2.0,0.0,77.1,1.3,-5.0,13.0,0.0,7.0,12.0,2.0,5.0,25.0,42.0,2.0,4.5,
340.0,Milton Williams,24.0,PHI,DT,16.0,10.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,6.0,6.0,0.0,0.5,13.0,42.0,3.0,6.7,
341.0,Kwon Alexander,29.0,PIT,LB,9.0,2.0,1.0,26.0,20.0,76.9,163.0,8.2,6.3,0.0,76.3,4.9,93.0,70.0,28.0,0.0,1.0,0.0,1.0,2.0,41.0,6.0,12.8,
342.0,DeAundre Alford,26.0,ATL,CB,16.0,5.0,0.0,62.0,39.0,62.9,401.0,10.3,6.5,3.0,97.6,7.5,190.0,211.0,11.0,2.0,0.0,0.0,0.0,2.0,41.0,3.0,6.8,
343.0,Mekhi Blackmon,24.0,MIN,CB,15.0,3.0,1.0,52.0,32.0,61.5,295.0,9.2,5.7,2.0,81.8,10.5,184.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,4.7,
344.0,Maliek Collins,28.0,HOU,DT,16.0,16.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,11.0,10.0,1.0,5.0,28.0,41.0,3.0,6.8,
345.0,Zaven Collins,24.0,ARI,LB,17.0,17.0,1.0,9.0,6.0,66.7,50.0,8.3,5.6,0.0,41.2,0.1,-5.0,55.0,22.0,6.0,2.0,0.0,3.5,12.0,41.0,2.0,4.7,
346.0,Grover Stewart,30.0,IND,DT,11.0,11.0,0.0,2.0,2.0,100.0,48.0,24.0,24.0,0.0,118.7,-4.0,-8.0,56.0,0.0,1.0,4.0,0.0,0.5,6.0,41.0,1.0,2.4,
347.0,Antonio Hamilton,30.0,ARI,CB,14.0,9.0,1.0,49.0,29.0,59.2,323.0,11.1,6.6,3.0,90.8,10.3,192.0,131.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,7.0,
348.0,DeMarcco Hellams,23.0,ATL,S,15.0,4.0,0.0,19.0,13.0,68.4,115.0,8.8,6.1,0.0,84.3,6.9,63.0,52.0,2.0,1.0,0.0,0.0,0.0,1.0,40.0,3.0,7.0,
349.0,DeAndre Houston-Carson,30.0,HOU,DB,11.0,5.0,2.0,20.0,12.0,60.0,149.0,12.4,7.5,1.0,60.2,12.7,102.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,11.1,
350.0,Dean Marlowe,31.0,LAC,FS,16.0,4.0,0.0,18.0,16.0,88.9,197.0,12.3,10.9,1.0,130.8,8.9,121.0,76.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,3.0,7.0,
351.0,Anthony Nelson,26.0,TAM,OLB,16.0,0.0,0.0,8.0,7.0,87.5,39.0,5.6,4.9,0.0,87.0,2.3,14.0,25.0,15.0,2.0,3.0,1.0,3.0,8.0,40.0,0.0,0.0,
352.0,Nick Niemann,26.0,LAC,LB,17.0,3.0,0.0,14.0,10.0,71.4,63.0,6.3,4.5,0.0,80.4,2.1,1.0,62.0,12.0,0.0,1.0,0.0,0.0,1.0,40.0,2.0,4.8,
353.0,BJ Ojulari,21.0,ARI,OLB,17.0,0.0,0.0,8.0,8.0,100.0,54.0,6.8,6.8,0.0,94.8,1.5,12.0,42.0,13.0,2.0,2.0,1.0,4.0,8.0,40.0,0.0,0.0,
354.0,Dorian Williams,22.0,BUF,LB,17.0,2.0,0.0,24.0,18.0,75.0,180.0,10.0,7.5,0.0,95.8,2.6,42.0,138.0,11.0,0.0,2.0,0.0,0.0,2.0,40.0,3.0,7.0,
355.0,Nick Cross,22.0,IND,S,17.0,2.0,1.0,10.0,5.0,50.0,61.0,12.2,6.1,0.0,29.6,16.5,58.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,4.9,
356.0,Bud Dupree,30.0,ATL,OLB,16.0,16.0,0.0,6.0,5.0,83.3,48.0,9.6,8.0,0.0,100.0,-0.3,-7.0,55.0,33.0,13.0,3.0,2.0,6.5,24.0,39.0,4.0,9.3,
357.0,Cobie Durant,25.0,LAR,DB,16.0,9.0,0.0,39.0,21.0,53.8,331.0,15.8,8.5,1.0,90.9,10.6,242.0,89.0,11.0,0.0,2.0,0.0,0.0,2.0,39.0,6.0,13.3,
358.0,C.J. Henderson,25.0,CAR,CB,12.0,7.0,0.0,37.0,27.0,73.0,310.0,11.5,8.4,1.0,106.8,10.2,196.0,114.0,4.0,0.0,0.0,0.0,1.0,1.0,39.0,4.0,9.3,
359.0,Dane Jackson,27.0,BUF,CB,15.0,6.0,0.0,35.0,26.0,74.3,303.0,11.7,8.7,1.0,109.6,10.4,216.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,8.0,17.0,
360.0,Derek Stingley Jr.,22.0,HOU,CB,11.0,11.0,5.0,48.0,23.0,47.9,288.0,12.5,6.0,2.0,41.3,15.9,225.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,9.3,
361.0,Shaquill Griffin,28.0,2TM,CB,13.0,7.0,1.0,43.0,26.0,60.5,306.0,11.8,7.1,0.0,72.4,11.4,229.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,7.1,
361.0,Shaquill Griffin,28.0,HOU,RCB,10.0,6.0,1.0,36.0,23.0,63.9,239.0,10.4,6.6,0.0,71.4,10.6,175.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,8.3,
361.0,Shaquill Griffin,28.0,CAR,CB,3.0,1.0,0.0,7.0,3.0,42.9,67.0,22.3,9.6,0.0,77.7,15.4,54.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
362.0,Dorance Armstrong Jr.,26.0,DAL,DE,17.0,1.0,0.0,3.0,3.0,100.0,16.0,5.3,5.3,0.0,88.9,-4.7,-12.0,28.0,0.0,3.0,3.0,1.0,7.5,15.0,38.0,1.0,2.6,
363.0,YaYa Diaby,24.0,TAM,OLB,17.0,7.0,0.0,8.0,7.0,87.5,40.0,5.7,5.0,0.0,87.5,1.1,14.0,26.0,21.0,4.0,2.0,0.0,7.5,14.0,38.0,3.0,7.3,AP DRoY-5
364.0,Emmanuel Forbes,22.0,WAS,CB,14.0,6.0,1.0,61.0,37.0,60.7,598.0,16.2,9.8,3.0,103.0,11.8,403.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,15.6,
365.0,Derick Hall,22.0,SEA,OLB,17.0,0.0,0.0,4.0,4.0,100.0,33.0,8.3,8.3,0.0,101.0,4.5,18.0,15.0,5.0,1.0,4.0,1.0,0.0,5.0,38.0,3.0,7.3,
366.0,Dayo Odeyingbo,24.0,IND,DE,17.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,-11.0,0.0,0.0,4.0,5.0,7.0,2.0,8.0,22.0,38.0,1.0,2.6,
367.0,Haason Reddick,29.0,PHI,OLB,17.0,17.0,0.0,12.0,11.0,91.7,68.0,6.2,5.7,0.0,90.3,1.7,16.0,52.0,40.0,11.0,12.0,0.0,11.0,35.0,38.0,5.0,11.6,PB
368.0,Malcolm Roach,25.0,NOR,DL,12.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,38.0,2.0,5.0,
369.0,Starling Thomas,23.0,ARI,CB,12.0,7.0,0.0,49.0,37.0,75.5,376.0,10.2,7.7,5.0,131.0,9.4,284.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,5.0,
370.0,Levi Wallace,28.0,PIT,CB,16.0,9.0,2.0,75.0,40.0,53.3,569.0,14.2,7.6,6.0,93.7,13.0,395.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,13.6,
371.0,Devin Bush Jr.,25.0,SEA,LB,13.0,3.0,0.0,15.0,11.0,73.3,78.0,7.1,5.2,0.0,84.9,1.9,25.0,53.0,5.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,5.1,
372.0,Ashtyn Davis,27.0,NYJ,S,17.0,5.0,3.0,21.0,12.0,57.1,117.0,9.8,5.6,0.0,33.3,7.0,19.0,98.0,2.0,0.0,0.0,1.0,0.0,0.0,37.0,4.0,9.8,
373.0,Kingsley Enagbare,23.0,GNB,LB,17.0,4.0,0.0,3.0,1.0,33.3,-2.0,-2.0,-0.7,0.0,42.4,-5.3,-6.0,4.0,51.0,5.0,4.0,0.0,2.0,11.0,37.0,3.0,7.5,
374.0,Eddie Jackson,30.0,CHI,FS,12.0,12.0,1.0,30.0,18.0,60.0,353.0,19.6,11.8,3.0,120.6,19.3,273.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,8.0,17.8,
375.0,Arthur Maulet,30.0,BAL,CB,14.0,3.0,1.0,49.0,27.0,55.1,309.0,11.4,6.3,0.0,65.8,7.4,126.0,183.0,10.0,0.0,1.0,0.0,2.0,3.0,37.0,8.0,17.8,
376.0,Marcus Maye,30.0,NOR,SS,7.0,7.0,2.0,13.0,10.0,76.9,129.0,12.9,9.9,0.0,67.9,7.5,80.0,49.0,6.0,1.0,0.0,0.0,1.0,2.0,37.0,2.0,5.1,
377.0,Sheldon Rankins,29.0,HOU,DT,15.0,15.0,0.0,3.0,3.0,100.0,-2.0,-0.7,-0.7,0.0,79.2,-5.0,-15.0,13.0,0.0,3.0,3.0,0.0,6.0,12.0,37.0,5.0,11.9,
378.0,Mack Wilson,25.0,NWE,LB,17.0,1.0,0.0,12.0,9.0,75.0,97.0,10.8,8.1,0.0,98.3,4.7,43.0,54.0,30.0,6.0,1.0,2.0,3.5,11.0,37.0,2.0,5.1,
379.0,Isaac Yiadom,27.0,NOR,CB,17.0,8.0,1.0,47.0,23.0,48.9,323.0,14.0,6.9,3.0,83.9,11.8,162.0,161.0,3.0,1.0,0.0,0.0,0.0,1.0,37.0,6.0,14.0,
380.0,Jack Jones,26.0,2TM,CB,12.0,3.0,2.0,43.0,27.0,62.8,332.0,12.3,7.7,1.0,75.0,8.5,176.0,156.0,1.0,0.0,1.0,0.0,0.0,1.0,37.0,4.0,9.8,
380.0,Jack Jones,26.0,NWE,CB,5.0,0.0,0.0,11.0,9.0,81.8,104.0,11.6,9.5,0.0,106.1,10.0,77.0,27.0,1.0,0.0,1.0,0.0,0.0,1.0,12.0,1.0,7.7,
380.0,Jack Jones,26.0,LVR,CB,7.0,3.0,2.0,32.0,18.0,56.3,228.0,12.7,7.1,1.0,63.0,8.0,99.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,10.7,
381.0,Keeanu Benton,22.0,PIT,DL,17.0,9.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,2.0,6.0,2.0,1.0,9.0,36.0,3.0,7.7,
382.0,John Cominsky,28.0,DET,DL,16.0,11.0,0.0,2.0,1.0,50.0,9.0,9.0,4.5,0.0,62.5,2.0,8.0,1.0,0.0,4.0,6.0,1.0,2.0,12.0,36.0,3.0,7.7,
383.0,Chamarri Conner,23.0,KAN,DB,17.0,7.0,1.0,20.0,17.0,85.0,173.0,10.2,8.7,0.0,81.9,8.0,101.0,72.0,12.0,2.0,0.0,0.0,0.0,2.0,36.0,3.0,7.7,
384.0,Cordale Flott,22.0,NYG,CB,14.0,7.0,1.0,57.0,34.0,59.6,440.0,12.9,7.7,3.0,94.2,8.2,165.0,275.0,11.0,1.0,0.0,0.0,0.0,1.0,36.0,6.0,14.3,
385.0,Yetur Gross-Matos,25.0,CAR,DE,12.0,6.0,0.0,2.0,2.0,100.0,17.0,8.5,8.5,0.0,102.1,1.5,3.0,14.0,10.0,1.0,5.0,0.0,4.5,11.0,36.0,1.0,2.7,
386.0,Jaylon Johnson,24.0,CHI,DB,14.0,14.0,4.0,58.0,32.0,55.2,279.0,8.7,4.8,2.0,50.9,8.7,168.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,18.2,"PB,AP-2"
387.0,Travis Jones,24.0,BAL,DT,17.0,0.0,0.0,1.0,1.0,100.0,6.0,6.0,6.0,0.0,91.7,-5.0,-5.0,11.0,0.0,0.0,2.0,1.0,1.5,4.0,36.0,6.0,14.3,
388.0,Devonte Wyatt,25.0,GNB,DL,17.0,5.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,5.0,4.0,0.0,5.5,16.0,36.0,7.0,16.3,
389.0,Darrell Baker,25.0,IND,CB,14.0,6.0,0.0,50.0,33.0,66.0,513.0,15.5,10.3,2.0,113.2,11.1,343.0,170.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,10.0,22.2,
390.0,Ji'Ayir Brown,23.0,SFO,S,15.0,5.0,2.0,16.0,10.0,62.5,165.0,16.5,10.3,1.0,78.4,11.6,66.0,99.0,6.0,1.0,0.0,0.0,0.0,1.0,35.0,4.0,10.3,
391.0,Lorenzo Carter,28.0,ATL,OLB,17.0,1.0,0.0,3.0,2.0,66.7,9.0,4.5,3.0,0.0,70.1,2.0,0.0,9.0,8.0,2.0,6.0,0.0,3.0,11.0,35.0,3.0,7.9,
392.0,Tre Hawkins,23.0,NYG,CB,17.0,3.0,0.0,30.0,25.0,83.3,403.0,16.1,13.4,4.0,158.3,11.4,259.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,12.5,
393.0,Elijah Hicks,24.0,CHI,DB,17.0,6.0,0.0,19.0,12.0,63.2,139.0,11.6,7.3,4.0,124.8,10.6,85.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,14.6,
394.0,Deion Jones,29.0,CAR,LB,13.0,3.0,1.0,24.0,13.0,54.2,81.0,6.2,3.4,0.0,43.9,3.6,29.0,52.0,15.0,0.0,0.0,0.0,1.0,1.0,35.0,5.0,12.5,
395.0,Damarri Mathis,24.0,DEN,CB,17.0,6.0,0.0,39.0,29.0,74.4,362.0,12.5,9.3,3.0,128.4,10.2,275.0,87.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,16.7,
396.0,Montaric Brown,24.0,JAX,CB,12.0,6.0,0.0,56.0,37.0,66.1,450.0,12.2,8.0,3.0,108.5,9.9,287.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,20.9,
397.0,Tre Brown,26.0,SEA,CB,15.0,7.0,2.0,46.0,30.0,65.2,411.0,13.7,8.9,2.0,90.0,11.2,279.0,132.0,3.0,0.0,0.0,0.0,1.0,1.0,34.0,6.0,15.0,
398.0,Tony Fields,24.0,CLE,LB,17.0,4.0,0.0,11.0,8.0,72.7,51.0,6.4,4.6,0.0,82.0,-2.2,-14.0,65.0,10.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,5.6,
399.0,Michael Jackson,26.0,SEA,CB,17.0,4.0,0.0,37.0,26.0,70.3,306.0,11.8,8.3,0.0,95.1,9.6,221.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,10.5,
400.0,Quinton Jefferson,30.0,NYJ,DL,14.0,14.0,0.0,2.0,2.0,100.0,10.0,5.0,5.0,0.0,87.5,-3.5,-7.0,17.0,0.0,5.0,5.0,0.0,6.0,18.0,34.0,1.0,2.9,
401.0,D.J. Reader,29.0,CIN,DT,14.0,14.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,6.0,1.0,1.0,10.0,34.0,1.0,2.9,
402.0,Roy Robertson-Harris,30.0,JAX,DL,17.0,17.0,0.0,2.0,1.0,50.0,8.0,8.0,4.0,0.0,60.4,3.0,6.0,2.0,0.0,4.0,6.0,1.0,3.5,14.0,34.0,4.0,10.5,
403.0,Rodney Thomas II,25.0,IND,S,17.0,15.0,2.0,27.0,17.0,63.0,324.0,19.1,12.0,3.0,110.7,17.0,257.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,17.1,
404.0,Delarrin Turner-Yell,24.0,DEN,S,16.0,2.0,0.0,12.0,11.0,91.7,222.0,20.2,18.5,2.0,158.3,13.4,155.0,67.0,1.0,0.0,1.0,0.0,0.0,1.0,34.0,2.0,5.6,
405.0,Denzel Ward,26.0,CLE,CB,13.0,11.0,2.0,66.0,32.0,48.5,338.0,10.6,5.1,1.0,56.2,10.5,187.0,151.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,19.0,PB
406.0,Tre Avery,26.0,TEN,CB,15.0,2.0,0.0,44.0,33.0,75.0,347.0,10.5,7.9,5.0,135.3,8.8,248.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,5.7,
407.0,Dane Belton,23.0,NYG,S,17.0,2.0,2.0,20.0,14.0,70.0,146.0,10.4,7.3,2.0,84.6,6.4,88.0,58.0,12.0,0.0,1.0,0.0,1.0,2.0,33.0,4.0,10.8,
408.0,Jalen Carter,22.0,PHI,DT,16.0,1.0,0.0,1.0,1.0,100.0,6.0,6.0,6.0,0.0,91.7,-4.0,-4.0,10.0,0.0,9.0,2.0,0.0,6.0,18.0,33.0,3.0,8.3,AP DRoY-2
409.0,Fletcher Cox,33.0,PHI,LDT,15.0,15.0,0.0,4.0,3.0,75.0,7.0,2.3,1.8,0.0,77.1,-4.3,-15.0,22.0,0.0,13.0,8.0,3.0,5.0,28.0,33.0,3.0,8.3,
410.0,John Franklin-Myers,27.0,NYJ,DL,17.0,17.0,0.0,2.0,1.0,50.0,-2.0,-2.0,-1.0,0.0,56.2,-4.5,-4.0,2.0,0.0,14.0,9.0,3.0,3.5,27.0,33.0,6.0,15.4,
411.0,Zach Harrison,22.0,ATL,DL,16.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,5.0,1.0,1.0,3.0,9.0,33.0,2.0,5.7,
412.0,Cameron Heyward,34.0,PIT,DT,11.0,11.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,0.0,1.0,2.0,5.0,33.0,3.0,8.3,
413.0,Ifeatu Melifonwu,24.0,DET,S,17.0,6.0,2.0,28.0,15.0,53.6,137.0,9.1,4.9,2.0,61.2,8.6,80.0,57.0,13.0,0.0,2.0,1.0,3.0,5.0,33.0,4.0,10.8,
414.0,Mykal Walker,26.0,PIT,LB,8.0,5.0,1.0,26.0,19.0,73.1,260.0,13.7,10.0,4.0,128.2,4.8,78.0,182.0,12.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,10.8,
415.0,Jaylen Watson,25.0,KAN,CB,16.0,2.0,0.0,48.0,27.0,56.3,310.0,11.5,6.5,4.0,103.6,10.4,193.0,117.0,7.0,0.0,0.0,0.0,2.0,2.0,33.0,2.0,5.7,
416.0,DeShawn Williams,31.0,CAR,DT,16.0,10.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,2.0,6.0,1.0,1.0,9.0,33.0,3.0,8.3,
417.0,Jakorian Bennett,23.0,LVR,CB,14.0,4.0,0.0,38.0,26.0,68.4,316.0,12.2,8.3,1.0,102.5,12.2,184.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,17.9,
418.0,Khalil Davis,27.0,HOU,DT,15.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,5.0,1.0,2.0,10.0,32.0,1.0,3.0,
419.0,Victor Dimukeje,24.0,ARI,OLB,16.0,6.0,0.0,4.0,3.0,75.0,16.0,5.3,4.0,0.0,81.2,8.3,12.0,4.0,9.0,3.0,3.0,0.0,4.0,11.0,32.0,0.0,0.0,
420.0,Leonard Floyd,31.0,BUF,RDE,17.0,16.0,0.0,6.0,5.0,83.3,43.0,8.6,7.2,0.0,96.5,0.2,5.0,38.0,6.0,6.0,7.0,1.0,10.5,25.0,32.0,4.0,11.1,
421.0,Jerry Hughes,35.0,HOU,DE,17.0,2.0,0.0,1.0,1.0,100.0,10.0,10.0,10.0,0.0,108.3,-3.0,-3.0,13.0,5.0,6.0,0.0,0.0,3.0,9.0,32.0,5.0,13.5,
422.0,Patrick Jones II,25.0,MIN,OLB,17.0,4.0,0.0,4.0,2.0,50.0,24.0,12.0,6.0,0.0,68.7,-1.0,0.0,24.0,22.0,8.0,5.0,0.0,1.0,14.0,32.0,2.0,5.9,
423.0,Alim McNeill,23.0,DET,DL,13.0,13.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,3.0,5.0,1.0,5.0,13.0,32.0,4.0,11.1,
424.0,Ja'Sir Taylor,24.0,LAC,DB,16.0,6.0,1.0,49.0,31.0,63.3,401.0,12.9,8.2,0.0,80.4,9.8,256.0,145.0,14.0,2.0,1.0,0.0,0.0,3.0,32.0,5.0,13.5,
425.0,Lukas Van Ness,22.0,GNB,LB,17.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,79.2,-2.0,-2.0,2.0,16.0,2.0,6.0,1.0,4.0,12.0,32.0,1.0,3.0,
426.0,Nick Williams,33.0,LAC,DL,14.0,6.0,0.0,1.0,1.0,100.0,-1.0,-1.0,-1.0,0.0,79.2,-4.0,-4.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,32.0,3.0,8.6,
427.0,Bobby Brown,23.0,LAR,NT,13.0,13.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.5,2.0,31.0,2.0,6.1,
428.0,Sebastian Joseph-Day,28.0,LAC,LDE/RDE,14.0,14.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,1.0,7.0,0.0,3.0,11.0,31.0,2.0,6.1,
429.0,Ogbonnia Okoronkwo,28.0,CLE,DE,14.0,0.0,0.0,5.0,5.0,100.0,44.0,8.8,8.8,0.0,103.3,-4.4,-22.0,66.0,3.0,4.0,3.0,1.0,4.5,12.0,31.0,2.0,6.1,
430.0,John Ridgeway,24.0,WAS,DT,17.0,2.0,0.0,1.0,1.0,100.0,11.0,11.0,11.0,0.0,112.5,5.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,1.0,3.1,
431.0,Solomon Thomas,28.0,NYJ,DL,17.0,3.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0,31.0,2.0,6.1,
432.0,Nick Thurman,28.0,CAR,DE,17.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,31.0,3.0,8.8,
433.0,Jerry Tillery,27.0,LVR,RDE,17.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,4.0,0.0,2.0,9.0,31.0,2.0,6.1,
434.0,Eric Wilson,29.0,GNB,LB,17.0,0.0,0.0,13.0,11.0,84.6,96.0,8.7,7.4,0.0,97.4,4.5,47.0,49.0,9.0,0.0,1.0,0.0,0.0,1.0,31.0,2.0,6.1,
435.0,Zack Baun,27.0,NOR,RLB,17.0,6.0,1.0,11.0,10.0,90.9,86.0,8.6,7.8,2.0,100.9,3.2,24.0,62.0,25.0,4.0,2.0,1.0,2.0,8.0,30.0,3.0,9.1,
436.0,Nik Bonitto,24.0,DEN,OLB,15.0,4.0,0.0,5.0,3.0,60.0,38.0,12.7,7.6,0.0,83.7,0.8,0.0,38.0,23.0,5.0,10.0,2.0,8.0,24.0,30.0,4.0,11.8,
437.0,Andre Chachere,27.0,ARI,CB,17.0,5.0,0.0,18.0,9.0,50.0,214.0,23.8,11.9,2.0,130.3,12.4,168.0,46.0,5.0,1.0,0.0,0.0,0.0,1.0,30.0,2.0,6.3,
438.0,Jeremy Chinn,25.0,CAR,S,12.0,8.0,0.0,14.0,9.0,64.3,126.0,14.0,9.0,2.0,132.7,5.9,32.0,94.0,11.0,1.0,0.0,1.0,1.0,2.0,30.0,3.0,9.1,
439.0,Nakobe Dean,23.0,PHI,LB,5.0,4.0,0.0,14.0,11.0,78.6,87.0,7.9,6.2,0.0,92.6,2.4,42.0,45.0,6.0,0.0,0.0,0.0,0.5,1.0,30.0,1.0,3.2,
440.0,Sam Franklin,27.0,CAR,S,17.0,4.0,1.0,16.0,10.0,62.5,133.0,13.3,8.3,3.0,102.3,13.6,95.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,14.3,
441.0,Chris Jones,29.0,KAN,DT,16.0,16.0,0.0,2.0,2.0,100.0,22.0,11.0,11.0,0.0,112.5,-4.5,-9.0,31.0,0.0,10.0,17.0,3.0,10.5,39.0,30.0,4.0,11.8,"PB,AP-1"
442.0,Arden Key,27.0,TEN,OLB,17.0,9.0,0.0,3.0,3.0,100.0,14.0,4.7,4.7,0.0,86.1,-1.0,-3.0,17.0,23.0,7.0,5.0,2.0,6.0,19.0,30.0,1.0,3.2,
443.0,Matt Milano,29.0,BUF,LB,5.0,5.0,2.0,13.0,8.0,61.5,78.0,9.8,6.0,0.0,38.8,4.1,43.0,35.0,8.0,0.0,1.0,0.0,0.0,1.0,30.0,5.0,14.3,
