Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA,week,year,game_id
1.0,1:43,3.0,6.0,DEN 27,0.0,7.0,Bo Nix pass complete short middle to Javonte Williams for 34 yards (tackle by Arthur Maulet),-0.23,2.98,9.0,2024,130
1.0,1:11,1.0,10.0,BAL 39,0.0,7.0,Bo Nix sacked by Tavius Robinson for no gain,2.98,2.44,9.0,2024,130
1.0,0:45,2.0,10.0,BAL 39,0.0,7.0,Javonte Williams left guard for 1 yard (tackle by Kyle Van Noy and Trenton Simpson),2.44,1.88,9.0,2024,130
1.0,0:02,3.0,9.0,BAL 38,0.0,7.0,Bo Nix pass complete short right to Jaleel McLaughlin for 5 yards (tackle by Kyle Hamilton),1.88,1.18,9.0,2024,130
2.0,15:00,4.0,4.0,BAL 33,0.0,7.0,Bo Nix pass incomplete deep left intended for Troy Franklin,1.18,-1.14,9.0,2024,130
2.0,14:55,1.0,10.0,BAL 33,0.0,7.0,"Lamar Jackson pass complete deep middle to Zay Flowers for 28 yards (tackle by Devon Key). Penalty on Devon Key: Face Mask (15 Yards), 15 yards (accepted)",1.14,3.97,9.0,2024,130
2.0,14:15,1.0,10.0,DEN 24,0.0,7.0,"Lamar Jackson pass incomplete short right. Penalty on Patrick Surtain: Defensive Holding, 5 yards (accepted) (no play)",3.97,4.31,9.0,2024,130
2.0,14:15,1.0,10.0,DEN 19,0.0,7.0,Derrick Henry right end for 3 yards (tackle by D.J. Jones and Jonathon Cooper),4.31,4.18,9.0,2024,130
2.0,13:33,2.0,7.0,DEN 16,0.0,7.0,Lamar Jackson up the middle for -8 yards (tackle by Nik Bonitto),4.18,2.41,9.0,2024,130
2.0,12:50,3.0,15.0,DEN 24,0.0,7.0,Lamar Jackson pass complete short middle to Rashod Bateman for 9 yards (tackle by Riley Moss),2.41,2.47,9.0,2024,130
2.0,12:07,4.0,6.0,DEN 15,0.0,10.0,Justin Tucker 33 yard field goal good,2.47,3.0,9.0,2024,130
2.0,12:04,,,BAL 35,0.0,10.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,130
2.0,12:04,1.0,10.0,DEN 30,0.0,10.0,Jaleel McLaughlin right guard for 2 yards (tackle by Nnamdi Madubuike),0.94,0.66,9.0,2024,130
2.0,11:22,2.0,8.0,DEN 32,0.0,10.0,Bo Nix pass complete short left to Javonte Williams for 8 yards (tackle by Roquan Smith and Brandon Stephens),0.66,1.6,9.0,2024,130
2.0,10:38,1.0,10.0,DEN 40,0.0,10.0,Bo Nix pass complete short left to Troy Franklin for 19 yards (tackle by Brandon Stephens),1.6,2.85,9.0,2024,130
2.0,9:59,1.0,10.0,BAL 41,0.0,10.0,Javonte Williams left tackle for 4 yards (tackle by Kyle Hamilton),2.85,2.85,9.0,2024,130
2.0,9:19,2.0,6.0,BAL 37,0.0,10.0,Jaleel McLaughlin left end for 1 yard (tackle by Trenton Simpson),2.85,2.28,9.0,2024,130
2.0,8:54,3.0,5.0,BAL 36,0.0,10.0,Bo Nix scrambles up the middle for 15 yards (tackle by Marcus Williams),2.28,4.17,9.0,2024,130
2.0,8:27,1.0,10.0,BAL 21,0.0,10.0,Bo Nix pass complete short left to Courtland Sutton for 10 yards (tackle by Brandon Stephens),4.17,4.84,9.0,2024,130
2.0,8:01,1.0,10.0,BAL 11,0.0,10.0,"Bo Nix pass incomplete short left intended for Courtland Sutton (defended by Brandon Stephens). Penalty on Brandon Stephens: Defensive Pass Interference, 10 yards (accepted) (no play)",4.84,6.97,9.0,2024,130
2.0,7:58,1.0,1.0,BAL 1,0.0,10.0,Michael Burton right tackle for -1 yards (tackle by Trenton Simpson and Tavius Robinson),6.97,5.72,9.0,2024,130
2.0,7:32,2.0,2.0,BAL 2,0.0,10.0,Bo Nix pass incomplete short right,5.72,4.95,9.0,2024,130
2.0,7:26,3.0,2.0,BAL 2,0.0,10.0,Bo Nix pass incomplete short left intended for Lil'Jordan Humphrey,4.95,3.25,9.0,2024,130
2.0,7:21,4.0,2.0,BAL 2,6.0,10.0,"Courtland Sutton pass complete short right to Bo Nix for 2 yards, touchdown",3.25,7.0,9.0,2024,130
2.0,7:15,,,BAL 15,7.0,10.0,Wil Lutz kicks extra point good,0.0,0.0,9.0,2024,130
2.0,7:15,,,DEN 35,7.0,10.0,"Wil Lutz kicks off 58 yards, returned by Chris Collier for 30 yards (tackle by Justin Strnad and Nate Adkins)",0.0,1.4,9.0,2024,130
2.0,7:09,1.0,10.0,BAL 37,7.0,10.0,Lamar Jackson pass complete deep left to Zay Flowers for 23 yards (tackle by Riley Moss),1.4,2.92,9.0,2024,130
2.0,6:30,1.0,10.0,DEN 40,7.0,10.0,Derrick Henry right end for 5 yards (tackle by Kwon Alexander and Malcolm Roach),2.92,3.05,9.0,2024,130
2.0,5:47,2.0,5.0,DEN 35,7.0,10.0,Derrick Henry left end for 1 yard (tackle by Ja'Quan McMillian),3.05,2.48,9.0,2024,130
2.0,5:15,3.0,4.0,DEN 34,7.0,10.0,Lamar Jackson pass complete deep left to Justice Hill for 24 yards (tackle by Jonah Elliss),2.48,4.91,9.0,2024,130
2.0,4:37,1.0,10.0,DEN 10,7.0,10.0,Derrick Henry left end for 3 yards (tackle by D.J. Jones),4.91,4.76,9.0,2024,130
2.0,3:59,2.0,7.0,DEN 7,7.0,10.0,Lamar Jackson pass incomplete short left intended for Zay Flowers,4.76,3.81,9.0,2024,130
2.0,3:54,3.0,7.0,DEN 7,7.0,16.0,"Lamar Jackson pass complete short right to Zay Flowers for 7 yards, touchdown",3.81,7.0,9.0,2024,130
2.0,3:47,,,DEN 15,7.0,17.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2024,130
2.0,3:47,,,BAL 35,7.0,17.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,130
2.0,3:47,1.0,10.0,DEN 30,7.0,17.0,Bo Nix pass incomplete short left intended for Devaughn Vele (defended by Trenton Simpson),0.94,0.39,9.0,2024,130
2.0,3:41,2.0,10.0,DEN 30,7.0,17.0,Bo Nix pass incomplete short left intended for Javonte Williams (defended by Broderick Washington),0.39,-0.3,9.0,2024,130
2.0,3:37,3.0,10.0,DEN 30,7.0,17.0,Bo Nix pass complete deep left to Courtland Sutton for 33 yards (tackle by Brandon Stephens),-0.3,3.12,9.0,2024,130
2.0,3:03,1.0,10.0,BAL 37,7.0,17.0,Javonte Williams right guard for 2 yards (tackle by Roquan Smith),3.12,2.84,9.0,2024,130
2.0,2:22,2.0,8.0,BAL 35,7.0,17.0,Bo Nix scrambles right end for 12 yards (tackle by Trenton Simpson),2.84,4.04,9.0,2024,130
2.0,2:00,1.0,10.0,BAL 23,7.0,17.0,Bo Nix pass complete short right to Marvin Mims for 4 yards (tackle by Kyle Hamilton and Broderick Washington),4.04,4.05,9.0,2024,130
2.0,1:24,2.0,6.0,BAL 19,7.0,17.0,Javonte Williams up the middle for 7 yards (tackle by Arthur Maulet),4.05,4.78,9.0,2024,130
2.0,1:20,,,,,,Timeout #1 by Baltimore Ravens,,,9.0,2024,130
2.0,1:20,1.0,10.0,BAL 12,7.0,17.0,Jaleel McLaughlin left end for 3 yards (tackle by Kyle Hamilton),4.78,4.64,9.0,2024,130
2.0,1:14,2.0,7.0,BAL 9,7.0,17.0,Michael Burton right guard for no gain (tackle by Kyle Hamilton),4.64,3.7,9.0,2024,130
2.0,1:10,,,,,,Timeout #2 by Baltimore Ravens,,,9.0,2024,130
2.0,1:10,3.0,7.0,BAL 9,7.0,17.0,"Bo Nix scrambles left end for no gain, touchdown. Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",3.7,2.61,9.0,2024,130
2.0,1:03,3.0,17.0,BAL 19,7.0,17.0,"Bo Nix pass incomplete deep left intended for Troy Franklin. Penalty on Lucas Krull: Illegal Formation, 5 yards (declined)",2.61,2.18,9.0,2024,130
2.0,0:58,4.0,17.0,BAL 19,10.0,17.0,Wil Lutz 37 yard field goal good,2.18,3.0,9.0,2024,130
2.0,0:54,,,DEN 35,10.0,17.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,130
2.0,0:54,1.0,10.0,BAL 30,10.0,17.0,Lamar Jackson pass complete short left to Justice Hill for 12 yards (tackle by Devon Key),0.94,1.73,9.0,2024,130
2.0,0:35,1.0,10.0,BAL 42,10.0,17.0,"Lamar Jackson pass incomplete short right. Penalty on Riley Moss: Defensive Holding, 5 yards (accepted) (no play)",1.73,2.06,9.0,2024,130
2.0,0:27,1.0,10.0,BAL 47,10.0,23.0,"Lamar Jackson pass complete deep middle to Zay Flowers for 53 yards, touchdown",2.06,7.0,9.0,2024,130
2.0,0:16,,,DEN 15,10.0,24.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2024,130
2.0,0:16,,,BAL 35,10.0,24.0,"Justin Tucker kicks off 64 yards, returned by Tremon Smith for 31 yards (tackle by Chris Board and Sanoussi Kane)",0.0,1.07,9.0,2024,130
2.0,0:11,1.0,10.0,DEN 32,10.0,24.0,Bo Nix kneels for -1 yards,1.07,0.39,9.0,2024,130
3.0,15:00,,,DEN 35,10.0,24.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,130
3.0,15:00,1.0,10.0,BAL 30,10.0,24.0,Derrick Henry left end for 1 yard (tackle by John Franklin-Myers),0.94,0.53,9.0,2024,130
3.0,14:22,2.0,9.0,BAL 31,10.0,24.0,Lamar Jackson pass complete short right to Mark Andrews for 10 yards (tackle by Ja'Quan McMillian and Cody Barton),0.53,1.66,9.0,2024,130
3.0,13:40,1.0,10.0,BAL 41,10.0,24.0,Derrick Henry left guard for 12 yards (tackle by Riley Moss and Devon Key),1.66,2.46,9.0,2024,130
3.0,13:01,1.0,10.0,DEN 47,10.0,24.0,"Lamar Jackson aborted snap, recovered by Lamar Jackson at DEN-47 Lamar Jackson pass incomplete short middle intended for Isaiah Likely (defended by Justin Strnad)",2.46,1.91,9.0,2024,130
3.0,12:57,2.0,10.0,DEN 47,10.0,24.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman,1.91,1.22,9.0,2024,130
3.0,12:49,3.0,10.0,DEN 47,10.0,24.0,Lamar Jackson scrambles right end for 11 yards (tackle by Patrick Surtain),1.22,3.18,9.0,2024,130
3.0,12:06,1.0,10.0,DEN 36,10.0,24.0,Derrick Henry left end for -1 yards (tackle by Malcolm Roach and Devon Key),3.18,2.5,9.0,2024,130
3.0,11:21,2.0,11.0,DEN 37,10.0,24.0,Derrick Henry right tackle for 20 yards (tackle by Brandon Jones),2.5,4.44,9.0,2024,130
3.0,10:42,1.0,10.0,DEN 17,10.0,24.0,Derrick Henry right guard for 4 yards (tackle by Eyioma Uwazurike and Kwon Alexander),4.44,4.5,9.0,2024,130
3.0,10:01,2.0,6.0,DEN 13,10.0,24.0,"Derrick Henry left end for 1 yard (tackle by Cody Barton and Eyioma Uwazurike). Penalty on Baron Browning: Tripping / Defense, 6 yards (accepted)",4.5,5.83,9.0,2024,130
3.0,9:41,1.0,6.0,DEN 6,10.0,30.0,"Derrick Henry left end for 6 yards, touchdown",5.83,7.0,9.0,2024,130
3.0,9:36,,,DEN 15,10.0,31.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2024,130
3.0,9:36,,,BAL 35,10.0,31.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,130
3.0,9:36,1.0,10.0,DEN 30,10.0,31.0,Javonte Williams right guard for 5 yards (tackle by Broderick Washington),0.94,1.07,9.0,2024,130
3.0,8:59,2.0,5.0,DEN 35,10.0,31.0,Bo Nix scrambles up the middle for 3 yards (tackle by Broderick Washington),1.07,0.76,9.0,2024,130
3.0,8:15,3.0,2.0,DEN 38,10.0,31.0,Bo Nix sacked by Tavius Robinson for -9 yards,0.76,-1.44,9.0,2024,130
3.0,7:39,4.0,11.0,DEN 29,10.0,31.0,"Riley Dixon punts 50 yards, fair catch by Tylan Wallace at BAL-21",-1.44,-0.34,9.0,2024,130
3.0,7:32,1.0,10.0,BAL 21,10.0,31.0,Lamar Jackson pass complete short left to Derrick Henry for 27 yards (tackle by Cody Barton),0.34,2.13,9.0,2024,130
3.0,6:48,1.0,10.0,BAL 48,10.0,31.0,Justice Hill right guard for 8 yards (tackle by Nik Bonitto and Cody Barton),2.13,2.66,9.0,2024,130
3.0,6:10,2.0,2.0,DEN 44,10.0,31.0,Justice Hill right end for 3 yards (tackle by D.J. Jones and John Franklin-Myers),2.66,2.85,9.0,2024,130
3.0,5:28,1.0,10.0,DEN 41,10.0,31.0,Lamar Jackson pass complete short left to Mark Andrews for 16 yards (tackle by Devon Key),2.85,3.91,9.0,2024,130
3.0,4:49,1.0,10.0,DEN 25,10.0,31.0,"Derrick Henry left guard for no gain (tackle by Zach Allen). Penalty on Patrick Mekari: Offensive Holding, 10 yards (accepted) (no play)",3.91,3.25,9.0,2024,130
3.0,4:26,1.0,20.0,DEN 35,10.0,31.0,Lamar Jackson pass complete short right to Zay Flowers for 16 yards (tackle by Jonathon Cooper),3.25,4.2,9.0,2024,130
3.0,3:48,2.0,4.0,DEN 19,10.0,31.0,Derrick Henry left end for 5 yards (tackle by Riley Moss),4.2,4.65,9.0,2024,130
3.0,3:10,1.0,10.0,DEN 14,10.0,31.0,Derrick Henry right end for 5 yards (tackle by Brandon Jones and Kwon Alexander),4.65,4.9,9.0,2024,130
3.0,2:30,2.0,5.0,DEN 9,10.0,31.0,Justice Hill up the middle for 5 yards (tackle by Nik Bonitto and Devon Key),4.9,6.28,9.0,2024,130
3.0,2:01,1.0,4.0,DEN 4,10.0,31.0,Justice Hill up the middle for 1 yard (tackle by Malcolm Roach),6.28,5.53,9.0,2024,130
3.0,1:25,2.0,3.0,DEN 3,10.0,37.0,"Lamar Jackson pass complete short right to Patrick Ricard for 3 yards, touchdown",5.53,7.0,9.0,2024,130
3.0,1:21,,,DEN 15,10.0,38.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2024,130
3.0,1:21,,,BAL 35,10.0,38.0,"Justin Tucker kicks off 64 yards, returned by Tremon Smith for 24 yards (tackle by Ar'Darius Washington). Penalty on Keidron Smith: Offensive Holding, 10 yards (accepted)",0.0,-0.22,9.0,2024,130
3.0,1:15,1.0,10.0,DEN 15,10.0,38.0,Bo Nix pass complete short right to Jaleel McLaughlin for -1 yards (tackle by Kyle Hamilton),-0.22,-0.82,9.0,2024,130
3.0,0:28,2.0,11.0,DEN 14,10.0,38.0,Bo Nix pass incomplete deep left intended for Courtland Sutton,-0.82,-1.51,9.0,2024,130
3.0,0:23,3.0,11.0,DEN 14,10.0,38.0,Bo Nix pass incomplete deep middle intended for Marvin Mims,-1.51,-2.47,9.0,2024,130
3.0,0:18,4.0,11.0,DEN 14,10.0,38.0,"Riley Dixon punts 46 yards, returned by Tylan Wallace for 21 yards (tackle by Nate Adkins and Riley Dixon)",-2.47,-2.98,9.0,2024,130
3.0,0:04,1.0,10.0,DEN 39,10.0,38.0,Derrick Henry right guard for 7 yards (tackle by Devon Key and Jordan Jackson),2.98,3.39,9.0,2024,130
4.0,15:00,2.0,3.0,DEN 32,10.0,38.0,"Penalty on Zach Allen: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.39,3.78,9.0,2024,130
4.0,15:00,1.0,10.0,DEN 27,10.0,38.0,Derrick Henry right end for 1 yard (tackle by Jonathon Cooper and Kwon Alexander),3.78,3.37,9.0,2024,130
4.0,14:19,2.0,9.0,DEN 26,10.0,38.0,Derrick Henry left end for 6 yards (tackle by Brandon Jones),3.37,3.47,9.0,2024,130
4.0,13:42,3.0,3.0,DEN 20,10.0,38.0,Lamar Jackson scrambles right end for 1 yard (tackle by Justin Strnad),3.47,2.31,9.0,2024,130
4.0,12:53,4.0,2.0,DEN 19,10.0,41.0,Justin Tucker 37 yard field goal good,2.31,3.0,9.0,2024,130
4.0,12:49,,,BAL 35,10.0,41.0,"Justin Tucker kicks off 68 yards, returned by Marvin Mims for 38 yards (tackle by Ar'Darius Washington)",0.0,1.27,9.0,2024,130
4.0,12:44,1.0,10.0,DEN 35,10.0,41.0,"Bo Nix pass complete short right to Devaughn Vele for 6 yards (tackle by Kyle Hamilton). Penalty on Kyle Hamilton: Face Mask (15 Yards), 15 yards (accepted)",1.27,2.65,9.0,2024,130
4.0,12:18,1.0,10.0,BAL 44,10.0,41.0,Bo Nix pass incomplete short left intended for Lucas Krull (defended by Tavius Robinson),2.65,2.11,9.0,2024,130
4.0,12:14,2.0,10.0,BAL 44,10.0,41.0,"Bo Nix pass incomplete deep left intended for Troy Franklin. Penalty on Marlon Humphrey: Illegal Contact, 5 yards (accepted) (no play)",2.11,2.98,9.0,2024,130
4.0,12:09,1.0,10.0,BAL 39,10.0,41.0,Bo Nix pass complete short right to Courtland Sutton for no gain (tackle by Trenton Simpson),2.98,2.44,9.0,2024,130
4.0,11:31,2.0,10.0,BAL 39,10.0,41.0,Bo Nix pass complete short middle to Lil'Jordan Humphrey for 5 yards (tackle by Malik Harrison),2.44,2.41,9.0,2024,130
4.0,10:58,3.0,5.0,BAL 34,10.0,41.0,Bo Nix pass complete short right to Courtland Sutton for 18 yards (tackle by Marcus Williams),2.41,4.51,9.0,2024,130
4.0,10:26,1.0,10.0,BAL 16,10.0,41.0,Javonte Williams right tackle for 4 yards (tackle by Chris Wormley and Yannick Ngakoue),4.51,4.57,9.0,2024,130
4.0,9:50,2.0,6.0,BAL 12,10.0,41.0,"Bo Nix scrambles left end for 7 yards (tackle by Brandon Stephens). Penalty on Marlon Humphrey: Defensive Holding, 3 yards (accepted)",4.57,6.74,9.0,2024,130
4.0,9:36,1.0,2.0,BAL 2,10.0,41.0,Javonte Williams up the middle for 1 yard (tackle by Broderick Washington),6.74,5.91,9.0,2024,130
4.0,9:11,2.0,1.0,BAL 1,10.0,41.0,Bo Nix pass incomplete short left intended for Lil'Jordan Humphrey (defended by Marlon Humphrey),5.91,5.17,9.0,2024,130
4.0,9:03,3.0,1.0,BAL 1,10.0,41.0,Bo Nix sacked by Trenton Simpson for -13 yards,5.17,2.51,9.0,2024,130
4.0,8:15,4.0,14.0,BAL 14,10.0,41.0,Bo Nix pass incomplete short left intended for Courtland Sutton,2.51,0.22,9.0,2024,130
4.0,8:09,1.0,10.0,BAL 15,10.0,41.0,"Derrick Henry right tackle for 1 yard. Derrick Henry fumbles (forced by Kwon Alexander), recovered by Patrick Mekari at BAL-16",-0.22,-0.58,9.0,2024,130
4.0,7:25,2.0,9.0,BAL 16,10.0,41.0,Derrick Henry left end for 6 yards (tackle by Malcolm Roach),-0.58,-0.51,9.0,2024,130
4.0,6:40,3.0,3.0,BAL 22,10.0,41.0,Justice Hill right end for -2 yards (tackle by Brandon Jones),-0.51,-2.03,9.0,2024,130
4.0,5:48,4.0,5.0,BAL 20,10.0,41.0,"Jordan Stout punts, recovered by Marvin Mims at DEN-7 (tackle by Nick Moore). Penalty on Devontez Walker: Player Out of Bounds on Kick, 5 yards (offset) . Penalty on Keidron Smith: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",-2.03,-2.03,9.0,2024,130
4.0,5:30,4.0,4.0,BAL 20,10.0,41.0,"Jordan Stout punts 58 yards, returned by Marvin Mims for 18 yards (tackle by Isaiah Likely)",-2.03,-1.6,9.0,2024,130
4.0,5:17,1.0,10.0,DEN 40,10.0,41.0,Audric Estime right tackle for 4 yards (tackle by Chris Wormley),1.6,1.59,9.0,2024,130
4.0,4:43,2.0,6.0,DEN 44,10.0,41.0,Audric Estime up the middle for 2 yards (tackle by Broderick Washington and Kyle Hamilton),1.59,1.16,9.0,2024,130
4.0,3:56,3.0,4.0,DEN 46,10.0,41.0,Bo Nix pass complete deep left to Courtland Sutton for 26 yards (tackle by Kyle Van Noy),1.16,3.71,9.0,2024,130
4.0,3:28,1.0,10.0,BAL 28,10.0,41.0,Bo Nix pass incomplete short left intended for Courtland Sutton (defended by Ar'Darius Washington),3.71,3.17,9.0,2024,130
4.0,3:25,2.0,10.0,BAL 28,10.0,41.0,Audric Estime right guard for 21 yards (tackle by Brandon Stephens),3.17,5.6,9.0,2024,130
4.0,2:53,1.0,7.0,BAL 7,10.0,41.0,Audric Estime left guard for 4 yards (tackle by Chris Wormley and Malik Harrison),5.6,5.53,9.0,2024,130
4.0,2:10,,,,,,Timeout #1 by Baltimore Ravens,,,9.0,2024,130
4.0,2:10,2.0,3.0,BAL 3,10.0,41.0,Bo Nix sacked by Malik Harrison for -6 yards,5.53,3.36,9.0,2024,130
4.0,2:08,3.0,9.0,BAL 9,10.0,41.0,Audric Estime right tackle for 4 yards (tackle by Malik Harrison and Sanoussi Kane),3.36,3.01,9.0,2024,130
4.0,2:00,,,,,,Timeout #2 by Baltimore Ravens,,,9.0,2024,130
4.0,2:00,4.0,5.0,BAL 5,10.0,41.0,"Penalty on Mike McGlinchey: False Start, 5 yards (accepted) (no play)",3.01,2.76,9.0,2024,130
4.0,2:00,4.0,10.0,BAL 10,10.0,41.0,Bo Nix pass complete short right to Courtland Sutton for 9 yards (tackle by Nate Wiggins and Ar'Darius Washington),2.76,0.38,9.0,2024,130
4.0,1:55,1.0,10.0,BAL 1,10.0,41.0,Josh Johnson up the middle for 1 yard (tackle by Eyioma Uwazurike),-0.38,-0.71,9.0,2024,130
4.0,1:11,2.0,9.0,BAL 2,10.0,41.0,Josh Johnson up the middle for 2 yards (tackle by Malcolm Roach),-0.71,-1.07,9.0,2024,130
4.0,0:28,3.0,7.0,BAL 4,10.0,41.0,Josh Johnson kneels for -1 yards,-1.07,-2.49,9.0,2024,130
