Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA,week,year,game_id
1.0,6:31,2.0,2.0,DET 38,0.0,3.0,David Montgomery right tackle for 4 yards (tackle by Quay Walker),1.47,1.73,9.0,2024,135
1.0,5:56,1.0,10.0,DET 42,0.0,3.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 1 yard (tackle by Eric Stokes),1.73,1.32,9.0,2024,135
1.0,5:17,2.0,9.0,DET 43,0.0,3.0,David Montgomery left guard for 11 yards (tackle by Keisean Nixon and Xavier McKinney),1.32,2.52,9.0,2024,135
1.0,4:50,1.0,10.0,GNB 46,0.0,3.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 5 yards (tackle by Quay Walker),2.52,2.65,9.0,2024,135
1.0,4:14,2.0,5.0,GNB 41,0.0,3.0,Jared Goff pass complete deep middle to Sam LaPorta for 19 yards (tackle by Eric Stokes),2.65,4.11,9.0,2024,135
1.0,3:39,1.0,10.0,GNB 22,0.0,3.0,David Montgomery right end for 4 yards (tackle by Keisean Nixon),4.11,4.13,9.0,2024,135
1.0,3:04,2.0,6.0,GNB 18,0.0,3.0,Jared Goff pass complete short right to Brock Wright for 1 yard (tackle by Keisean Nixon),4.13,3.56,9.0,2024,135
1.0,2:22,3.0,5.0,GNB 17,0.0,3.0,David Montgomery right guard for 9 yards (tackle by Edgerrin Cooper and Xavier McKinney),3.56,5.37,9.0,2024,135
1.0,1:43,1.0,8.0,GNB 8,0.0,3.0,David Montgomery right guard for 1 yard (tackle by Javon Bullard and Quay Walker),5.37,4.76,9.0,2024,135
1.0,1:00,2.0,7.0,GNB 7,0.0,3.0,David Montgomery up the middle for no gain (tackle by Lukas Van Ness and Eric Wilson),4.76,3.81,9.0,2024,135
1.0,0:18,3.0,7.0,GNB 7,0.0,3.0,David Montgomery right end for 2 yards (tackle by Edgerrin Cooper and Kingsley Enagbare),3.81,3.01,9.0,2024,135
2.0,15:00,4.0,5.0,GNB 5,0.0,3.0,"Penalty on Tedarrell Slaton: Encroachment, 2 yards (accepted) (no play)",3.01,3.04,9.0,2024,135
2.0,15:00,4.0,3.0,GNB 3,6.0,3.0,"Jared Goff pass complete short left to Amon-Ra St. Brown for 3 yards, touchdown",3.04,7.0,9.0,2024,135
2.0,14:56,,,GNB 15,7.0,3.0,Jake Bates kicks extra point good,0.0,0.0,9.0,2024,135
2.0,14:56,,,DET 35,7.0,3.0,"Jake Bates kicks off 65 yards, returned by Keisean Nixon for 24 yards (tackle by James Houston and Jack Campbell)",0.0,0.54,9.0,2024,135
2.0,14:49,1.0,10.0,GNB 24,7.0,3.0,Josh Jacobs up the middle for 37 yards (tackle by Kerby Joseph),0.54,2.98,9.0,2024,135
2.0,14:06,1.0,10.0,DET 39,7.0,3.0,Josh Jacobs right tackle for 4 yards (tackle by Jack Campbell and Levi Onwuzurike),2.98,2.98,9.0,2024,135
2.0,13:24,2.0,6.0,DET 35,7.0,3.0,Emanuel Wilson up the middle for 3 yards (tackle by Carlton Davis),2.98,2.68,9.0,2024,135
2.0,12:44,3.0,3.0,DET 32,7.0,3.0,"Penalty on Sean Rhyan: False Start, 5 yards (accepted) (no play)",2.68,2.02,9.0,2024,135
2.0,12:22,3.0,8.0,DET 37,7.0,3.0,Jordan Love pass incomplete deep right intended for Christian Watson,2.02,0.79,9.0,2024,135
2.0,12:17,4.0,8.0,DET 37,7.0,3.0,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",0.79,0.46,9.0,2024,135
2.0,12:17,4.0,13.0,DET 42,7.0,3.0,Daniel Whelan punts 33 yards downed by Bo Melton,0.46,0.38,9.0,2024,135
2.0,12:09,1.0,10.0,DET 9,7.0,3.0,Jared Goff pass complete short left to Jahmyr Gibbs for 11 yards (tackle by Quay Walker),-0.38,0.28,9.0,2024,135
2.0,11:34,1.0,10.0,DET 20,7.0,3.0,Jahmyr Gibbs up the middle for 4 yards (tackle by Quay Walker and Devonte Wyatt),0.28,0.27,9.0,2024,135
2.0,10:56,2.0,6.0,DET 24,7.0,3.0,Jahmyr Gibbs left guard for 2 yards (tackle by Isaiah McDuffie and Rashan Gary),0.27,-0.16,9.0,2024,135
2.0,10:18,3.0,4.0,DET 26,7.0,3.0,Jared Goff sacked by and Arron Mosby for -8 yards and Rashan Gary for -8 yards,-0.16,-2.24,9.0,2024,135
2.0,9:31,4.0,12.0,DET 18,7.0,3.0,"Jack Fox punts 54 yards, returned by Jayden Reed for no gain (tackle by Hogan Hatten and Jack Campbell). Penalty on Kamal Hadden: Defensive Holding, 10 yards (accepted)",-2.24,-0.04,9.0,2024,135
2.0,9:19,1.0,10.0,GNB 18,7.0,3.0,Jordan Love pass complete short middle to Tucker Kraft for 6 yards (tackle by Jalen Reeves-Maybin and Alex Anzalone),0.04,0.41,9.0,2024,135
2.0,8:36,2.0,4.0,GNB 24,7.0,3.0,Jordan Love pass complete short right to Josh Jacobs for 11 yards (tackle by Alex Anzalone),0.41,1.27,9.0,2024,135
2.0,7:56,1.0,10.0,GNB 35,7.0,3.0,Josh Jacobs left guard for 8 yards (tackle by Kerby Joseph and Terrion Arnold),1.27,1.8,9.0,2024,135
2.0,7:20,2.0,2.0,GNB 43,7.0,3.0,Josh Jacobs left end for 5 yards (tackle by Alex Anzalone and Jack Campbell),1.8,2.13,9.0,2024,135
2.0,6:42,1.0,10.0,GNB 48,7.0,3.0,Jordan Love pass incomplete short right intended for Jayden Reed (defended by Carlton Davis),2.13,1.58,9.0,2024,135
2.0,6:39,2.0,10.0,GNB 48,7.0,3.0,"Jordan Love pass complete short middle to Chris Brooks for no gain (tackle by Alex Anzalone and Jack Campbell). Penalty on Jordan Morgan: Offensive Holding, 10 yards (accepted) (no play)",1.58,0.23,9.0,2024,135
2.0,6:17,2.0,20.0,GNB 38,7.0,3.0,"Jordan Love pass incomplete deep left intended for Bo Melton. Penalty on Brian Branch: Disqualification / Defense, 15 yards (accepted) (no play)",0.23,2.46,9.0,2024,135
2.0,6:10,1.0,10.0,DET 47,7.0,3.0,"Penalty on Brian Branch: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",2.46,3.45,9.0,2024,135
2.0,6:10,1.0,10.0,DET 32,7.0,3.0,"Penalty on Romeo Doubs: False Start, 5 yards (accepted) (no play)",3.45,3.12,9.0,2024,135
2.0,6:10,1.0,15.0,DET 37,7.0,3.0,Jordan Love pass complete short right to Jayden Reed for 9 yards (tackle by Carlton Davis),3.12,3.44,9.0,2024,135
2.0,5:35,2.0,6.0,DET 28,7.0,3.0,Jordan Love pass incomplete short middle,3.44,2.74,9.0,2024,135
2.0,5:31,3.0,6.0,DET 28,7.0,3.0,Jordan Love pass incomplete short left intended for Tucker Kraft,2.74,1.61,9.0,2024,135
2.0,5:28,4.0,6.0,DET 28,7.0,3.0,Brandon McManus 46 yard field goal no good,1.61,-1.33,9.0,2024,135
2.0,5:23,1.0,10.0,DET 36,7.0,3.0,Jared Goff pass complete deep middle to Amon-Ra St. Brown for 26 yards (tackle by Javon Bullard),1.33,3.05,9.0,2024,135
2.0,4:44,1.0,10.0,GNB 38,7.0,3.0,Jared Goff pass complete short right to David Montgomery for 3 yards (tackle by Eric Wilson),3.05,2.91,9.0,2024,135
2.0,4:09,2.0,7.0,GNB 35,7.0,3.0,Jared Goff pass complete short left to David Montgomery for 6 yards (tackle by Edgerrin Cooper and Keisean Nixon),2.91,3.01,9.0,2024,135
2.0,3:26,3.0,1.0,GNB 29,7.0,3.0,Jared Goff pass complete short right to Allen Robinson for 2 yards (tackle by Keisean Nixon),3.01,3.78,9.0,2024,135
2.0,2:45,1.0,10.0,GNB 27,7.0,3.0,Jared Goff pass complete short middle to Tim Patrick for 9 yards (tackle by Edgerrin Cooper),3.78,4.53,9.0,2024,135
2.0,2:00,2.0,1.0,GNB 18,7.0,3.0,David Montgomery right tackle for 8 yards (tackle by Quay Walker and Kingsley Enagbare),4.53,4.91,9.0,2024,135
2.0,1:12,,,,,,Timeout #1 by Detroit Lions,,,9.0,2024,135
2.0,1:12,1.0,10.0,GNB 10,7.0,3.0,David Montgomery left end for 3 yards (tackle by Tedarrell Slaton and Xavier McKinney),4.91,4.76,9.0,2024,135
2.0,1:07,,,,,,Timeout #1 by Green Bay Packers,,,9.0,2024,135
2.0,1:07,2.0,7.0,GNB 7,7.0,3.0,David Montgomery up the middle for -2 yards (tackle by Rashan Gary and Isaiah McDuffie),4.76,3.36,9.0,2024,135
2.0,1:03,,,,,,Timeout #2 by Green Bay Packers,,,9.0,2024,135
2.0,1:03,3.0,9.0,GNB 9,7.0,3.0,Jared Goff pass incomplete short right,3.36,2.83,9.0,2024,135
2.0,1:01,4.0,9.0,GNB 9,10.0,3.0,Jake Bates 27 yard field goal good,2.83,3.0,9.0,2024,135
2.0,0:58,,,DET 35,10.0,3.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,135
2.0,0:58,1.0,10.0,GNB 30,10.0,3.0,Jordan Love pass complete short middle to Romeo Doubs for 8 yards (tackle by Jack Campbell),0.94,1.47,9.0,2024,135
2.0,0:42,2.0,2.0,GNB 38,16.0,3.0,"Jordan Love pass short right intended for Josh Jacobs is intercepted by Kerby Joseph at GB-27 and returned for 27 yards, touchdown",1.47,-7.0,9.0,2024,135
2.0,0:32,,,GNB 15,17.0,3.0,Jake Bates kicks extra point good,0.0,0.0,9.0,2024,135
2.0,0:32,,,DET 35,17.0,3.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,135
2.0,0:32,1.0,10.0,GNB 30,17.0,3.0,Jordan Love pass complete short left to Chris Brooks for 5 yards (tackle by Brandon Joseph),0.94,1.07,9.0,2024,135
2.0,0:23,2.0,5.0,GNB 35,17.0,3.0,Jordan Love pass complete short right to Chris Brooks for 13 yards (tackle by Amik Robertson),1.07,2.13,9.0,2024,135
2.0,0:14,,,,,,Timeout #3 by Green Bay Packers,,,9.0,2024,135
2.0,0:14,1.0,10.0,GNB 48,17.0,3.0,Jordan Love pass complete deep left to Jayden Reed for 41 yards (tackle by Brandon Joseph),2.13,4.84,9.0,2024,135
3.0,15:00,,,GNB 35,17.0,3.0,"Brandon McManus kicks off 66 yards, returned by Khalil Dorsey for 30 yards (tackle by Ty'Ron Hopper and Javon Bullard)",0.0,0.87,9.0,2024,135
3.0,14:53,1.0,10.0,DET 29,17.0,3.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 11 yards (tackle by Javon Bullard),0.87,1.6,9.0,2024,135
3.0,14:15,1.0,10.0,DET 40,17.0,3.0,Jahmyr Gibbs left guard for 1 yard (tackle by Tedarrell Slaton and Preston Smith),1.6,1.19,9.0,2024,135
3.0,13:37,2.0,9.0,DET 41,17.0,3.0,Jahmyr Gibbs right end for 8 yards (tackle by Quay Walker),1.19,1.55,9.0,2024,135
3.0,12:57,3.0,1.0,DET 49,17.0,3.0,Jahmyr Gibbs up the middle for no gain (tackle by Isaiah McDuffie) (no play),1.55,0.89,9.0,2024,135
3.0,12:36,3.0,6.0,DET 44,17.0,3.0,"Jared Goff pass incomplete short middle intended for Kalif Raymond. Penalty on Keisean Nixon: Defensive Holding, 5 yards (accepted) (no play)",0.89,2.19,9.0,2024,135
3.0,12:33,1.0,10.0,DET 49,17.0,3.0,Jared Goff pass complete short middle to Sam LaPorta for 9 yards (tackle by Isaiah McDuffie and Quay Walker),2.19,2.86,9.0,2024,135
3.0,11:48,2.0,1.0,GNB 42,17.0,3.0,Jahmyr Gibbs right tackle for 18 yards (tackle by Carrington Valentine),2.86,3.97,9.0,2024,135
3.0,11:04,1.0,10.0,GNB 24,17.0,3.0,Jahmyr Gibbs right guard for 4 yards (tackle by Tedarrell Slaton),3.97,3.97,9.0,2024,135
3.0,10:26,2.0,6.0,GNB 20,17.0,3.0,Jahmyr Gibbs right tackle for 5 yards (tackle by Keisean Nixon),3.97,4.17,9.0,2024,135
3.0,9:40,3.0,1.0,GNB 15,17.0,3.0,Jared Goff pass incomplete short right intended for Jahmyr Gibbs,4.17,2.59,9.0,2024,135
3.0,9:36,4.0,1.0,GNB 15,23.0,3.0,"Jahmyr Gibbs up the middle for 15 yards, touchdown",2.59,7.0,9.0,2024,135
3.0,9:32,,,GNB 15,24.0,3.0,Jake Bates kicks extra point good,0.0,0.0,9.0,2024,135
3.0,9:32,,,DET 35,24.0,3.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,135
3.0,9:32,1.0,10.0,GNB 30,24.0,3.0,Josh Jacobs up the middle for 3 yards (tackle by Jack Campbell),0.94,0.8,9.0,2024,135
3.0,8:57,2.0,7.0,GNB 33,24.0,3.0,Emanuel Wilson up the middle for 4 yards (tackle by Jack Campbell),0.8,0.63,9.0,2024,135
3.0,8:14,3.0,3.0,GNB 37,24.0,3.0,Jordan Love pass incomplete short middle intended for Dontayvion Wicks,0.63,-0.91,9.0,2024,135
3.0,8:11,4.0,3.0,GNB 37,24.0,3.0,"Daniel Whelan punts 51 yards, fair catch by Kalif Raymond at DET-12. Penalty on Terrion Arnold: Defensive Holding, 6 yards (accepted)",-0.91,0.38,9.0,2024,135
3.0,8:04,1.0,10.0,DET 6,24.0,3.0,Jared Goff pass complete short right to Tim Patrick for 3 yards (tackle by Quay Walker),-0.38,-0.56,9.0,2024,135
3.0,7:29,2.0,7.0,DET 9,24.0,3.0,David Montgomery right tackle for 1 yard (tackle by Colby Wooden and Edgerrin Cooper),-0.56,-0.95,9.0,2024,135
3.0,6:42,3.0,6.0,DET 10,24.0,3.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 5 yards (tackle by Quay Walker and Preston Smith),-0.95,-2.44,9.0,2024,135
3.0,6:04,4.0,1.0,DET 15,24.0,3.0,"Jack Fox punts 60 yards, fair catch by Jayden Reed at GB-25",-2.44,-0.61,9.0,2024,135
3.0,5:57,1.0,10.0,GNB 25,24.0,3.0,Jordan Love pass complete short right to Christian Watson for 4 yards (tackle by Terrion Arnold),0.61,0.6,9.0,2024,135
3.0,5:13,2.0,6.0,GNB 29,24.0,3.0,Jordan Love pass complete deep right to Jayden Reed for 32 yards (tackle by Brandon Joseph),0.6,2.98,9.0,2024,135
3.0,4:41,1.0,10.0,DET 39,24.0,3.0,Jordan Love pass complete short left to Romeo Doubs for 6 yards,2.98,3.25,9.0,2024,135
3.0,4:05,2.0,4.0,DET 33,24.0,3.0,Josh Jacobs up the middle for 3 yards (tackle by Levi Onwuzurike and Trevor Nowaske),3.25,2.94,9.0,2024,135
3.0,3:21,3.0,1.0,DET 30,24.0,3.0,"Jordan Love pass complete short right to Jayden Reed for 3 yards DET challenged the pass completion ruling, and the play was upheld.",2.94,3.78,9.0,2024,135
3.0,3:05,1.0,10.0,DET 27,24.0,3.0,Jordan Love pass complete short right to Tucker Kraft for 13 yards (tackle by Jack Campbell),3.78,4.65,9.0,2024,135
3.0,2:21,1.0,10.0,DET 14,24.0,3.0,Jordan Love pass incomplete short right intended for Christian Watson,4.65,4.0,9.0,2024,135
3.0,2:17,2.0,10.0,DET 14,24.0,3.0,"Jordan Love aborted snap, recovered by Emanuel Wilson at DET-23 Emanuel Wilson left guard for no gain (tackle by Terrion Arnold and Chris Smith)",4.0,3.11,9.0,2024,135
3.0,1:30,3.0,10.0,DET 14,24.0,3.0,"Jordan Love aborted snap, recovered by Jordan Love at DET-20 and returned for -6 yards",3.11,2.12,9.0,2024,135
3.0,0:52,4.0,16.0,DET 20,24.0,6.0,Brandon McManus 38 yard field goal good,2.12,3.0,9.0,2024,135
3.0,0:48,,,GNB 35,24.0,6.0,"Brandon McManus kicks off 62 yards, returned by Isaiah Williams for 36 yards (tackle by Xavier McKinney and Kitan Oladapo)",0.0,1.53,9.0,2024,135
3.0,0:42,1.0,10.0,DET 39,24.0,6.0,David Montgomery left tackle for -1 yards (tackle by Isaiah McDuffie and Lukas Van Ness),1.53,0.85,9.0,2024,135
4.0,15:00,2.0,11.0,DET 38,24.0,6.0,Jahmyr Gibbs left tackle for 1 yard (tackle by Tedarrell Slaton and Carrington Valentine),0.85,0.3,9.0,2024,135
4.0,14:18,3.0,10.0,DET 39,24.0,6.0,Jared Goff pass incomplete short left intended for Sam LaPorta,0.3,-0.78,9.0,2024,135
4.0,14:14,4.0,10.0,DET 39,24.0,6.0,"Jack Fox punts 44 yards, fair catch by Jayden Reed at GB-17",-0.78,0.06,9.0,2024,135
4.0,14:07,1.0,10.0,GNB 17,24.0,6.0,Jordan Love pass complete short middle to Christian Watson for 14 yards (tackle by Brandon Joseph),-0.06,1.0,9.0,2024,135
4.0,13:50,1.0,10.0,GNB 31,24.0,6.0,"Penalty on Zach Tom: False Start, 5 yards (accepted) (no play)",1.0,0.67,9.0,2024,135
4.0,13:25,1.0,15.0,GNB 26,24.0,6.0,Jordan Love pass incomplete deep right intended for Dontayvion Wicks (defended by Carlton Davis),0.67,-0.22,9.0,2024,135
4.0,13:19,2.0,15.0,GNB 26,24.0,6.0,Jordan Love pass incomplete deep middle intended for Christian Watson,-0.22,-0.89,9.0,2024,135
4.0,13:13,3.0,15.0,GNB 26,24.0,6.0,Jordan Love pass complete short middle to Chris Brooks for 10 yards (tackle by Jalen Reeves-Maybin),-0.89,-0.98,9.0,2024,135
4.0,12:29,4.0,5.0,GNB 36,24.0,6.0,Jordan Love pass complete deep right to Jayden Reed for 28 yards (tackle by Ennis Rakestraw),-0.98,3.18,9.0,2024,135
4.0,11:59,1.0,10.0,DET 36,24.0,6.0,"Jordan Love aborted snap, recovered by Jordan Love at DET-38 and returned for -1 yards (tackle by Alex Anzalone)",3.18,2.5,9.0,2024,135
4.0,11:21,2.0,11.0,DET 37,24.0,6.0,Jordan Love pass complete deep right to Bo Melton for 19 yards (tackle by Kerby Joseph),2.5,4.37,9.0,2024,135
4.0,10:50,1.0,10.0,DET 18,24.0,6.0,Chris Brooks right guard for 9 yards (tackle by Brandon Joseph),4.37,5.42,9.0,2024,135
4.0,10:22,2.0,1.0,DET 9,24.0,6.0,Jordan Love pass incomplete short right,5.42,4.74,9.0,2024,135
4.0,10:12,3.0,1.0,DET 9,24.0,6.0,Jordan Love pass incomplete short middle intended for Dontayvion Wicks,4.74,2.98,9.0,2024,135
4.0,10:07,,,,,,Timeout #1 by Green Bay Packers,,,9.0,2024,135
4.0,10:07,4.0,1.0,DET 9,24.0,6.0,Josh Jacobs up the middle for no gain (tackle by Trevor Nowaske and Jack Campbell),2.98,0.38,9.0,2024,135
4.0,10:03,1.0,10.0,DET 9,24.0,6.0,Jahmyr Gibbs left tackle for 3 yards (tackle by Quay Walker and Preston Smith),-0.38,-0.56,9.0,2024,135
4.0,9:25,2.0,7.0,DET 12,24.0,6.0,Jahmyr Gibbs left guard for 4 yards (tackle by Devonte Wyatt),-0.56,-0.6,9.0,2024,135
4.0,8:47,3.0,3.0,DET 16,24.0,6.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 5 yards (tackle by Eric Stokes),-0.6,0.34,9.0,2024,135
4.0,8:09,1.0,10.0,DET 21,24.0,6.0,Kalif Raymond right end for -12 yards (tackle by Kingsley Enagbare),0.34,-1.66,9.0,2024,135
4.0,7:27,2.0,22.0,DET 9,24.0,6.0,Jared Goff pass incomplete short right,-1.66,-2.82,9.0,2024,135
4.0,7:20,3.0,22.0,DET 9,24.0,6.0,Jared Goff pass complete short left to Kalif Raymond for 12 yards (tackle by Javon Bullard),-2.82,-1.96,9.0,2024,135
4.0,6:32,4.0,10.0,DET 21,24.0,6.0,"Jack Fox punts 41 yards, returned by Jayden Reed for 7 yards (tackle by Trevor Nowaske)",-1.96,-1.93,9.0,2024,135
4.0,6:22,1.0,10.0,GNB 45,24.0,6.0,Jordan Love pass complete short left to Emanuel Wilson for 1 yard (tackle by Terrion Arnold),1.93,1.52,9.0,2024,135
4.0,5:58,2.0,9.0,GNB 46,24.0,6.0,Jordan Love pass complete short right to Romeo Doubs for 8 yards (tackle by Carlton Davis),1.52,1.88,9.0,2024,135
4.0,5:34,3.0,1.0,DET 46,24.0,6.0,Emanuel Wilson right end for 19 yards (tackle by James Houston),1.88,3.78,9.0,2024,135
4.0,5:01,1.0,10.0,DET 27,24.0,6.0,Jordan Love pass incomplete deep right intended for Christian Watson,3.78,3.23,9.0,2024,135
4.0,4:57,2.0,10.0,DET 27,24.0,6.0,Jordan Love pass complete short right to Tucker Kraft for 6 yards (tackle by Carlton Davis and Alex Anzalone),3.23,3.34,9.0,2024,135
4.0,4:31,3.0,4.0,DET 21,24.0,6.0,"Jordan Love pass incomplete deep left intended for Bo Melton. Penalty on Amik Robertson: Unsportsmanlike Conduct / Defense, 10 yards (accepted)",3.34,4.84,9.0,2024,135
4.0,4:26,1.0,10.0,DET 11,24.0,6.0,Jordan Love pass incomplete short right intended for Tucker Kraft,4.84,4.14,9.0,2024,135
4.0,4:18,2.0,10.0,DET 11,24.0,6.0,Jordan Love pass complete short middle to Tucker Kraft for 9 yards (tackle by Brandon Joseph),4.14,5.12,9.0,2024,135
4.0,3:52,3.0,1.0,DET 2,24.0,12.0,"Emanuel Wilson right guard for 2 yards, touchdown",5.12,7.0,9.0,2024,135
4.0,3:49,,,DET 2,24.0,14.0,Two Point Attempt: Jordan Love pass complete to to Christian Watson for no gain,1.0,1.0,9.0,2024,135
4.0,3:49,,,GNB 35,24.0,14.0,"Brandon McManus kicks onside 18 yards, out of bounds",0.0,2.06,9.0,2024,135
4.0,3:49,1.0,10.0,DET 47,24.0,14.0,David Montgomery right end for 7 yards (tackle by Isaiah McDuffie and Eric Wilson),2.06,2.46,9.0,2024,135
4.0,3:42,,,,,,Timeout #2 by Green Bay Packers,,,9.0,2024,135
4.0,3:42,2.0,3.0,GNB 46,24.0,14.0,David Montgomery left guard for 2 yards (tackle by Xavier McKinney and Carrington Valentine),2.46,2.02,9.0,2024,135
4.0,2:54,3.0,1.0,GNB 44,24.0,14.0,David Montgomery left end for 4 yards (tackle by Rashan Gary),2.02,2.92,9.0,2024,135
4.0,2:09,1.0,10.0,GNB 40,24.0,14.0,David Montgomery up the middle for 12 yards (tackle by Kingsley Enagbare),2.92,3.71,9.0,2024,135
4.0,2:03,,,,,,Timeout #3 by Green Bay Packers,,,9.0,2024,135
4.0,2:03,1.0,10.0,GNB 28,24.0,14.0,Jared Goff pass complete short middle to David Montgomery for 14 yards (tackle by Edgerrin Cooper),3.71,4.65,9.0,2024,135
4.0,1:54,1.0,10.0,GNB 14,24.0,14.0,Jared Goff kneels for -1 yards,4.65,3.85,9.0,2024,135
4.0,1:13,2.0,11.0,GNB 15,24.0,14.0,Jared Goff kneels for no gain,3.85,3.06,9.0,2024,135
4.0,0:37,3.0,11.0,GNB 15,24.0,14.0,Jared Goff kneels for -1 yards,3.06,2.38,9.0,2024,135
