Quarter,Time,Down,ToGo,Location,LAC,CLE,Detail,EPB,EPA,week,year,game_id
1.0,5:33,2.0,10.0,CLE 35,7.0,0.0,Jameis Winston pass incomplete short right intended for David Njoku,0.72,0.04,9.0,2024,129
1.0,5:28,3.0,10.0,CLE 35,7.0,0.0,Jameis Winston pass incomplete short middle intended for Cedric Tillman (defended by Daiyan Henley),0.04,-1.04,9.0,2024,129
1.0,5:24,4.0,10.0,CLE 35,7.0,0.0,Corey Bojorquez punts 60 yards out of bounds,-1.04,0.38,9.0,2024,129
1.0,5:16,1.0,10.0,LAC 5,7.0,0.0,Kimani Vidal up the middle for 7 yards (tackle by Denzel Ward and Grant Delpit),-0.38,-0.27,9.0,2024,129
1.0,4:45,2.0,3.0,LAC 12,7.0,0.0,Kimani Vidal right guard for 1 yard (tackle by Devin Bush and Isaiah McGuire),-0.27,-0.48,9.0,2024,129
1.0,4:00,3.0,2.0,LAC 13,7.0,0.0,Justin Herbert pass complete short middle to Jalen Reagor for no gain (tackle by Grant Delpit),-0.48,-2.49,9.0,2024,129
1.0,3:25,4.0,2.0,LAC 13,7.0,0.0,"JK Scott punts 48 yards, returned by Jaelon Darden for 5 yards (tackle by Hassan Haskins)",-2.49,-1.86,9.0,2024,129
1.0,3:11,1.0,10.0,CLE 44,7.0,0.0,Jameis Winston pass complete short left to David Njoku for 2 yards (tackle by Daiyan Henley),1.86,1.59,9.0,2024,129
1.0,2:37,2.0,8.0,CLE 46,7.0,0.0,"Jameis Winston sacked by Khalil Mack for -7 yards. Jameis Winston fumbles (forced by Khalil Mack), recovered by Jameis Winston at CLE-39 (tackle by Khalil Mack)",1.59,-0.03,9.0,2024,129
1.0,1:54,3.0,15.0,CLE 39,7.0,0.0,Jameis Winston pass incomplete short middle intended for Jerry Jeudy (defended by Derwin James) (defended by Elijah Molden),-0.03,-0.78,9.0,2024,129
1.0,1:51,4.0,15.0,CLE 39,7.0,0.0,"Corey Bojorquez punts 40 yards, fair catch by Ladd McConkey at LAC-21",-0.78,-0.34,9.0,2024,129
1.0,1:45,1.0,10.0,LAC 21,7.0,0.0,Justin Herbert sacked by Myles Garrett for -6 yards,0.34,-1.14,9.0,2024,129
1.0,1:06,2.0,16.0,LAC 15,7.0,0.0,Kimani Vidal right end for -2 yards (tackle by Ogbonnia Okoronkwo),-1.14,-2.3,9.0,2024,129
1.0,0:28,3.0,18.0,LAC 13,7.0,0.0,Justin Herbert sacked by Myles Garrett for -8 yards,-2.3,-2.49,9.0,2024,129
2.0,15:00,4.0,26.0,LAC 5,7.0,0.0,"JK Scott punts 53 yards, returned by Jaelon Darden for 4 yards (tackle by Nick Niemann)",-2.49,-1.99,9.0,2024,129
2.0,14:49,1.0,10.0,CLE 46,7.0,0.0,Nick Chubb left tackle for 11 yards (tackle by Alohi Gilman and Khalil Mack),1.99,2.72,9.0,2024,129
2.0,14:14,1.0,10.0,LAC 43,7.0,0.0,Nick Chubb left guard for 3 yards (tackle by Daiyan Henley),2.72,2.58,9.0,2024,129
2.0,13:39,2.0,7.0,LAC 40,7.0,0.0,Jameis Winston pass complete short right to David Njoku for 11 yards (tackle by Tarheeb Still and Derwin James),2.58,3.64,9.0,2024,129
2.0,13:02,1.0,10.0,LAC 29,7.0,0.0,Nick Chubb right tackle for -2 yards (tackle by Poona Ford),3.64,2.83,9.0,2024,129
2.0,12:22,2.0,12.0,LAC 31,7.0,0.0,Jameis Winston pass complete short left to Jerry Jeudy for 8 yards (tackle by Ja'Sir Taylor),2.83,3.2,9.0,2024,129
2.0,11:57,,,,,,Timeout #2 by Los Angeles Chargers,,,9.0,2024,129
2.0,11:57,3.0,4.0,LAC 23,7.0,0.0,Jameis Winston scrambles left end for 5 yards (tackle by Derwin James),3.2,4.37,9.0,2024,129
2.0,11:19,1.0,10.0,LAC 18,7.0,0.0,"Jameis Winston pass complete short left to Jerry Jeudy for 9 yards (tackle by Daiyan Henley). Penalty on Daiyan Henley: Defensive Holding, 5 yards (accepted) (no play)",4.37,4.71,9.0,2024,129
2.0,11:02,1.0,10.0,LAC 13,7.0,0.0,Nick Chubb up the middle for no gain (tackle by Daiyan Henley),4.71,4.05,9.0,2024,129
2.0,10:24,2.0,10.0,LAC 13,7.0,0.0,Jameis Winston pass incomplete short right intended for Jerry Jeudy (defended by Elijah Molden) (defended by Tarheeb Still),4.05,3.12,9.0,2024,129
2.0,10:16,,,,,,Timeout #1 by Cleveland Browns,,,9.0,2024,129
2.0,10:16,3.0,10.0,LAC 13,7.0,0.0,Jameis Winston sacked by Morgan Fox for -7 yards,3.12,2.12,9.0,2024,129
2.0,9:33,4.0,17.0,LAC 20,7.0,3.0,Dustin Hopkins 38 yard field goal good,2.12,3.0,9.0,2024,129
2.0,9:30,,,CLE 35,7.0,3.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,129
2.0,9:30,1.0,10.0,LAC 30,7.0,3.0,Justin Herbert sacked by Myles Garrett for -2 yards,0.94,0.12,9.0,2024,129
2.0,8:53,2.0,12.0,LAC 28,7.0,3.0,J.K. Dobbins up the middle for 6 yards (tackle by Grant Delpit),0.12,0.23,9.0,2024,129
2.0,8:10,3.0,6.0,LAC 34,13.0,3.0,"Justin Herbert pass complete deep right to Quentin Johnston for 66 yards, touchdown",0.23,7.0,9.0,2024,129
2.0,8:01,,,CLE 15,13.0,3.0,Cameron Dicker kicks extra point no good,0.0,-1.0,9.0,2024,129
2.0,8:01,,,LAC 35,13.0,3.0,"Cameron Dicker kicks off 66 yards, returned by Pierre Strong for 24 yards (tackle by Tuli Tuipulotu)",0.0,0.48,9.0,2024,129
2.0,7:56,1.0,10.0,CLE 23,13.0,3.0,Jameis Winston scrambles up the middle for 4 yards (tackle by Daiyan Henley),0.48,0.47,9.0,2024,129
2.0,7:32,2.0,6.0,CLE 27,13.0,3.0,Jameis Winston pass incomplete short right intended for Elijah Moore,0.47,-0.23,9.0,2024,129
2.0,7:29,3.0,6.0,CLE 27,13.0,3.0,"Jameis Winston pass complete short left to Cedric Tillman for no gain (tackle by Cam Hart and Elijah Molden). Penalty on Jerry Jeudy: Illegal Motion, 5 yards (accepted) (no play)",-0.23,-0.89,9.0,2024,129
2.0,7:07,3.0,11.0,CLE 22,13.0,3.0,Jameis Winston sacked by Morgan Fox for -4 yards,-0.89,-2.24,9.0,2024,129
2.0,6:27,4.0,15.0,CLE 18,13.0,3.0,"Corey Bojorquez punts 53 yards, returned by Derius Davis for 11 yards (tackle by Winston Reid)",-2.24,-1.6,9.0,2024,129
2.0,6:17,1.0,10.0,LAC 40,13.0,3.0,J.K. Dobbins right tackle for -1 yards (tackle by Isaiah McGuire and Mohamoud Diabate),1.6,0.92,9.0,2024,129
2.0,5:41,2.0,11.0,LAC 39,13.0,3.0,Justin Herbert pass complete short right to Quentin Johnston for 5 yards (tackle by Devin Bush),0.92,0.89,9.0,2024,129
2.0,5:00,3.0,6.0,LAC 44,13.0,3.0,Justin Herbert pass complete short right to Quentin Johnston for 21 yards (tackle by Juan Thornhill),0.89,3.25,9.0,2024,129
2.0,4:12,1.0,10.0,CLE 35,13.0,3.0,Justin Herbert pass complete short left to Ladd McConkey for 19 yards (tackle by Winston Reid and Juan Thornhill),3.25,4.51,9.0,2024,129
2.0,3:34,1.0,10.0,CLE 16,19.0,3.0,"J.K. Dobbins left tackle for 16 yards, touchdown",4.51,7.0,9.0,2024,129
2.0,3:30,,,CLE 15,20.0,3.0,Cameron Dicker kicks extra point good,0.0,0.0,9.0,2024,129
2.0,3:30,,,LAC 35,20.0,3.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,129
2.0,3:30,1.0,10.0,CLE 30,20.0,3.0,Jerome Ford right end for -1 yards (tackle by Daiyan Henley),0.94,0.26,9.0,2024,129
2.0,2:54,2.0,11.0,CLE 29,20.0,3.0,Jameis Winston pass complete short left to Jerry Jeudy for 7 yards (tackle by Tarheeb Still),0.26,0.5,9.0,2024,129
2.0,2:17,3.0,4.0,CLE 36,20.0,3.0,Jameis Winston pass incomplete short middle intended for Elijah Moore,0.5,-0.98,9.0,2024,129
2.0,2:04,4.0,4.0,CLE 36,20.0,3.0,Corey Bojorquez punts 60 yards out of bounds,-0.98,0.38,9.0,2024,129
2.0,1:56,1.0,10.0,LAC 4,20.0,3.0,J.K. Dobbins right tackle for 1 yard (tackle by Mohamoud Diabate),-0.38,-0.71,9.0,2024,129
2.0,1:52,,,,,,Timeout #2 by Cleveland Browns,,,9.0,2024,129
2.0,1:52,2.0,9.0,LAC 5,20.0,3.0,Justin Herbert pass complete short right to Eric Tomlinson for 2 yards (tackle by Juan Thornhill),-0.71,-1.07,9.0,2024,129
2.0,1:45,3.0,7.0,LAC 7,20.0,3.0,Justin Herbert pass complete deep left to Josh Palmer for 26 yards (tackle by Martin Emerson),-1.07,1.14,9.0,2024,129
2.0,1:40,1.0,10.0,LAC 33,20.0,3.0,Justin Herbert pass complete short right to Hayden Hurst for 6 yards (tackle by Mohamoud Diabate),1.14,1.4,9.0,2024,129
2.0,1:19,2.0,4.0,LAC 39,20.0,3.0,Justin Herbert pass complete short middle to J.K. Dobbins for 7 yards (tackle by Devin Bush and Mohamoud Diabate),1.4,1.99,9.0,2024,129
2.0,0:58,1.0,10.0,LAC 46,20.0,3.0,Justin Herbert sacked by Devin Bush for -2 yards,1.99,1.18,9.0,2024,129
2.0,0:52,2.0,12.0,LAC 44,20.0,3.0,Justin Herbert sacked by Dalvin Tomlinson for -10 yards,1.18,-0.82,9.0,2024,129
2.0,0:10,3.0,22.0,LAC 34,20.0,3.0,J.K. Dobbins up the middle for 12 yards (tackle by Myles Garrett),-0.82,-0.32,9.0,2024,129
2.0,0:02,,,,,,Timeout #3 by Los Angeles Chargers,,,9.0,2024,129
2.0,0:02,4.0,10.0,LAC 46,20.0,3.0,"Penalty on Joe Alt: False Start, 5 yards (accepted) (no play)",-0.32,-0.65,9.0,2024,129
2.0,0:02,4.0,15.0,LAC 41,20.0,3.0,"Justin Herbert pass complete short left to Quentin Johnston for 26 yards, lateral to Josh Palmer for 9 yards, lateral to Ladd McConkey for -6 yards, lateral to J.K. Dobbins for 10 yards (tackle by Martin Emerson)",-0.65,4.24,9.0,2024,129
3.0,15:00,,,LAC 35,20.0,3.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,129
3.0,15:00,1.0,10.0,CLE 30,20.0,3.0,"Jameis Winston scrambles left end for no gain (tackle by Tarheeb Still). Penalty on Dawand Jones: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,9.0,2024,129
3.0,14:31,1.0,20.0,CLE 20,20.0,3.0,Jameis Winston pass complete short left to Cedric Tillman for 12 yards (tackle by Derwin James),0.28,0.66,9.0,2024,129
3.0,13:59,2.0,8.0,CLE 32,20.0,3.0,Jerome Ford left guard for 6 yards (tackle by Denzel Perryman),0.66,0.76,9.0,2024,129
3.0,13:25,3.0,2.0,CLE 38,20.0,3.0,Nick Chubb up the middle for 4 yards (tackle by Otito Ogbonnia and Derwin James),0.76,1.73,9.0,2024,129
3.0,12:47,1.0,10.0,CLE 42,20.0,3.0,Nick Chubb right tackle for 3 yards (tackle by Denzel Perryman and Daiyan Henley),1.73,1.59,9.0,2024,129
3.0,12:11,2.0,7.0,CLE 45,20.0,3.0,Jameis Winston pass complete deep left to Jordan Akins for 21 yards,1.59,3.31,9.0,2024,129
3.0,11:35,1.0,10.0,LAC 34,20.0,3.0,Nick Chubb right guard for 1 yard (tackle by Daiyan Henley and Khalil Mack),3.31,2.91,9.0,2024,129
3.0,10:59,2.0,9.0,LAC 33,20.0,3.0,Jameis Winston pass complete short middle to David Njoku for 5 yards (tackle by Troy Dye),2.91,2.87,9.0,2024,129
3.0,10:27,3.0,4.0,LAC 28,20.0,3.0,Jameis Winston pass complete short left to Jerry Jeudy for 13 yards (tackle by Daiyan Henley),2.87,4.58,9.0,2024,129
3.0,9:46,1.0,10.0,LAC 15,20.0,3.0,Nick Chubb left guard for 1 yard (tackle by Tuli Tuipulotu),4.58,4.11,9.0,2024,129
3.0,9:08,2.0,9.0,LAC 14,20.0,3.0,"Penalty on Joey Bosa: Neutral Zone Infraction, 5 yards (accepted) (no play)",4.11,5.03,9.0,2024,129
3.0,8:54,2.0,4.0,LAC 9,20.0,3.0,Nick Chubb left tackle for 2 yards (tackle by Alohi Gilman and Cam Hart),5.03,4.68,9.0,2024,129
3.0,8:29,3.0,2.0,LAC 7,20.0,3.0,Nick Chubb left guard for 1 yard (tackle by Alohi Gilman and Daiyan Henley),4.68,3.02,9.0,2024,129
3.0,7:42,4.0,1.0,LAC 6,20.0,3.0,Jameis Winston up the middle for 2 yards (tackle by Troy Dye),3.02,6.28,9.0,2024,129
3.0,6:53,1.0,4.0,LAC 4,20.0,3.0,Jameis Winston pass incomplete short right intended for Cedric Tillman,6.28,5.34,9.0,2024,129
3.0,6:50,2.0,4.0,LAC 4,20.0,3.0,"Jameis Winston pass short right (defended by Tarheeb Still) intended for Jerry Jeudy is intercepted by Elijah Molden in end zone and returned for no gain, touchback.",5.34,-0.28,9.0,2024,129
3.0,6:44,1.0,10.0,LAC 20,20.0,3.0,J.K. Dobbins left guard for -1 yards (tackle by Za'Darius Smith and Shelby Harris),0.28,-0.46,9.0,2024,129
3.0,6:11,2.0,11.0,LAC 19,20.0,3.0,Justin Herbert pass incomplete short middle intended for Simi Fehoko (defended by Mohamoud Diabate),-0.46,-1.14,9.0,2024,129
3.0,6:05,3.0,11.0,LAC 19,20.0,3.0,Justin Herbert pass incomplete short right intended for Quentin Johnston (defended by Greg Newsome),-1.14,-2.14,9.0,2024,129
3.0,5:59,4.0,11.0,LAC 19,20.0,3.0,JK Scott punts 34 yards out of bounds,-2.14,-2.06,9.0,2024,129
3.0,5:52,1.0,10.0,CLE 47,20.0,3.0,Jameis Winston pass incomplete deep left intended for Elijah Moore,2.06,1.52,9.0,2024,129
3.0,5:45,2.0,10.0,CLE 47,20.0,3.0,Jameis Winston pass incomplete short left intended for Jerome Ford (defended by Derwin James),1.52,0.83,9.0,2024,129
3.0,5:40,3.0,10.0,CLE 47,20.0,3.0,Jameis Winston pass incomplete short left intended for David Njoku,0.83,-0.26,9.0,2024,129
3.0,5:36,4.0,10.0,CLE 47,20.0,3.0,"Corey Bojorquez punts 43 yards, fair catch by Ladd McConkey at LAC-10",-0.26,0.38,9.0,2024,129
3.0,5:28,1.0,10.0,LAC 10,20.0,3.0,Justin Herbert scrambles left end for 4 yards (tackle by Michael Hall),-0.38,-0.46,9.0,2024,129
3.0,4:48,2.0,6.0,LAC 14,20.0,3.0,J.K. Dobbins up the middle for 2 yards (tackle by Ogbonnia Okoronkwo and Devin Bush),-0.46,-0.72,9.0,2024,129
3.0,4:10,3.0,4.0,LAC 16,20.0,3.0,Justin Herbert pass incomplete short right intended for Josh Palmer (defended by Denzel Ward),-0.72,-2.39,9.0,2024,129
3.0,4:05,4.0,4.0,LAC 16,20.0,3.0,"JK Scott punts 51 yards, returned by Jaelon Darden for 10 yards (tackle by Nick Niemann and Daiyan Henley)",-2.39,-1.8,9.0,2024,129
3.0,3:54,1.0,10.0,CLE 43,20.0,3.0,Nick Chubb left tackle for 7 yards (tackle by Alohi Gilman and Elijah Molden),1.8,2.2,9.0,2024,129
3.0,3:28,2.0,3.0,CLE 50,20.0,3.0,Jameis Winston sacked by Tuli Tuipulotu for no gain,2.2,1.49,9.0,2024,129
3.0,2:56,3.0,3.0,CLE 50,20.0,3.0,Jameis Winston pass complete short middle to Cedric Tillman for 12 yards (tackle by Derwin James),1.49,3.05,9.0,2024,129
3.0,2:27,1.0,10.0,LAC 38,20.0,3.0,Jameis Winston pass deep right intended for Cedric Tillman is intercepted by Alohi Gilman at LAC-14 and returned for 18 yards (tackle by David Njoku),3.05,-1.07,9.0,2024,129
3.0,2:16,1.0,10.0,LAC 32,20.0,3.0,J.K. Dobbins right tackle for 4 yards (tackle by Grant Delpit),1.07,1.07,9.0,2024,129
3.0,1:42,2.0,6.0,LAC 36,20.0,3.0,Justin Herbert pass incomplete short right,1.07,0.37,9.0,2024,129
3.0,1:32,3.0,6.0,LAC 36,20.0,3.0,Justin Herbert pass incomplete deep right intended for Will Dissly,0.37,-0.98,9.0,2024,129
3.0,1:26,4.0,6.0,LAC 36,20.0,3.0,"JK Scott punts 46 yards, returned by Jaelon Darden for 19 yards (tackle by Nick Niemann)",-0.98,-1.4,9.0,2024,129
3.0,1:10,1.0,10.0,CLE 37,20.0,3.0,Jameis Winston pass complete short right to Jerry Jeudy for 10 yards,1.4,2.06,9.0,2024,129
3.0,0:44,1.0,10.0,CLE 47,20.0,3.0,Jameis Winston pass complete short left to David Njoku for 5 yards (tackle by Denzel Perryman),2.06,2.19,9.0,2024,129
3.0,0:11,2.0,5.0,LAC 48,20.0,3.0,Jameis Winston pass complete short right to Elijah Moore for 3 yards (tackle by Derwin James),2.19,1.88,9.0,2024,129
4.0,15:00,3.0,2.0,LAC 45,20.0,3.0,Nick Chubb left tackle for -1 yards (tackle by Khalil Mack),1.88,0.2,9.0,2024,129
4.0,14:22,4.0,3.0,LAC 46,20.0,3.0,Jameis Winston pass complete short right to Nick Chubb for -4 yards (tackle by Troy Dye),0.2,-2.26,9.0,2024,129
4.0,14:16,1.0,10.0,LAC 50,20.0,3.0,Justin Herbert pass complete short middle to Ladd McConkey for 20 yards (tackle by Devin Bush),2.26,3.58,9.0,2024,129
4.0,13:37,1.0,10.0,CLE 30,20.0,3.0,Kimani Vidal left tackle for -3 yards (tackle by Dalvin Tomlinson),3.58,2.63,9.0,2024,129
4.0,12:56,2.0,13.0,CLE 33,20.0,3.0,Kimani Vidal up the middle for 4 yards (tackle by Juan Thornhill and Shelby Harris),2.63,2.48,9.0,2024,129
4.0,12:21,3.0,9.0,CLE 29,20.0,3.0,Justin Herbert pass complete short right to J.K. Dobbins for 3 yards (tackle by Cameron Mitchell),2.48,1.76,9.0,2024,129
4.0,11:41,4.0,6.0,CLE 26,20.0,3.0,Cameron Dicker 44 yard field goal no good,1.76,-1.2,9.0,2024,129
4.0,11:37,1.0,10.0,CLE 34,20.0,3.0,Jameis Winston pass complete short middle to Elijah Moore for 17 yards (tackle by Elijah Molden and Daiyan Henley),1.2,2.32,9.0,2024,129
4.0,10:57,1.0,10.0,LAC 49,20.0,3.0,Jameis Winston pass incomplete deep left intended for Cedric Tillman,2.32,1.78,9.0,2024,129
4.0,10:51,2.0,10.0,LAC 49,20.0,3.0,Jameis Winston pass short middle intended for Elijah Moore is intercepted by Tarheeb Still at LAC-34 and returned for 1 yard (tackle by Elijah Moore),1.78,-1.27,9.0,2024,129
4.0,10:44,1.0,10.0,LAC 35,20.0,3.0,Justin Herbert pass incomplete deep left intended for Ladd McConkey,1.27,0.72,9.0,2024,129
4.0,10:39,2.0,10.0,LAC 35,20.0,3.0,"Justin Herbert pass complete short right to Will Dissly for 1 yard (tackle by Isaiah McGuire). Penalty on Joe Alt: Offensive Holding, 10 yards (accepted)",0.72,-0.49,9.0,2024,129
4.0,10:20,2.0,19.0,LAC 26,20.0,3.0,Justin Herbert pass complete short right to Will Dissly for 8 yards (tackle by Devin Bush and Shelby Harris),-0.49,-0.1,9.0,2024,129
4.0,9:33,3.0,11.0,LAC 34,20.0,3.0,Justin Herbert pass incomplete deep right intended for Ladd McConkey (defended by Denzel Ward),-0.1,-1.11,9.0,2024,129
4.0,9:27,4.0,11.0,LAC 34,20.0,3.0,"JK Scott punts 55 yards, returned by Jaelon Darden for 11 yards (tackle by Tuli Tuipulotu)",-1.11,-0.41,9.0,2024,129
4.0,9:14,1.0,10.0,CLE 22,20.0,3.0,Jameis Winston pass complete short right to David Njoku for 6 yards (tackle by Denzel Perryman),0.41,0.68,9.0,2024,129
4.0,8:41,2.0,4.0,CLE 28,20.0,3.0,Jameis Winston pass complete short right to Jerome Ford for 2 yards (tackle by Daiyan Henley),0.68,0.23,9.0,2024,129
4.0,8:15,3.0,2.0,CLE 30,20.0,3.0,Jameis Winston pass complete short middle to Cedric Tillman for 12 yards (tackle by Elijah Molden),0.23,1.73,9.0,2024,129
4.0,7:44,1.0,10.0,CLE 42,20.0,3.0,Jameis Winston pass complete short left to Jerry Jeudy for 13 yards (tackle by Tarheeb Still),1.73,2.59,9.0,2024,129
4.0,7:19,1.0,10.0,LAC 45,20.0,3.0,Jameis Winston pass complete short left to Jerry Jeudy for 12 yards (tackle by Tarheeb Still),2.59,3.38,9.0,2024,129
4.0,6:52,,,,,,Timeout #1 by Los Angeles Chargers,,,9.0,2024,129
4.0,6:52,1.0,10.0,LAC 33,20.0,3.0,Jameis Winston pass incomplete short left intended for Jerome Ford,3.38,2.84,9.0,2024,129
4.0,6:48,2.0,10.0,LAC 33,20.0,3.0,Jameis Winston pass incomplete short right intended for Cedric Tillman (defended by Morgan Fox),2.84,2.15,9.0,2024,129
4.0,6:43,3.0,10.0,LAC 33,20.0,3.0,Jameis Winston pass incomplete short right intended for Elijah Moore,2.15,1.15,9.0,2024,129
4.0,6:38,4.0,10.0,LAC 33,20.0,3.0,Dustin Hopkins 51 yard field goal no good blocked by Teair Tart,1.15,-2.52,9.0,2024,129
4.0,6:30,1.0,10.0,CLE 46,20.0,3.0,J.K. Dobbins up the middle for 5 yards (tackle by Grant Delpit),2.52,2.65,9.0,2024,129
4.0,5:48,2.0,5.0,CLE 41,20.0,3.0,J.K. Dobbins right guard for 34 yards (tackle by Martin Emerson),2.65,5.6,9.0,2024,129
4.0,5:03,1.0,7.0,CLE 7,20.0,3.0,J.K. Dobbins left tackle for no gain (tackle by Martin Emerson and Cameron Mitchell),5.6,4.76,9.0,2024,129
4.0,4:21,2.0,7.0,CLE 7,26.0,3.0,"J.K. Dobbins right guard for 7 yards, touchdown",4.76,7.0,9.0,2024,129
4.0,4:16,,,CLE 15,27.0,3.0,Cameron Dicker kicks extra point good,0.0,0.0,9.0,2024,129
4.0,4:16,,,LAC 35,27.0,3.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,129
4.0,4:16,1.0,10.0,CLE 30,27.0,3.0,Pierre Strong up the middle for 1 yard (tackle by Troy Dye),0.94,0.53,9.0,2024,129
4.0,3:52,2.0,9.0,CLE 31,27.0,3.0,Jameis Winston pass complete short left to Elijah Moore for 8 yards (tackle by Eli Apple),0.53,0.89,9.0,2024,129
4.0,3:44,3.0,1.0,CLE 39,27.0,3.0,Jameis Winston pass incomplete short right intended for Jordan Akins (defended by Nick Niemann),0.89,-0.78,9.0,2024,129
4.0,3:41,4.0,1.0,CLE 39,27.0,3.0,Jameis Winston scrambles right end for 3 yards (tackle by Nick Niemann),-0.78,1.73,9.0,2024,129
4.0,3:05,1.0,10.0,CLE 42,27.0,3.0,Pierre Strong left end for 7 yards (tackle by Troy Dye and Elijah Molden),1.73,2.13,9.0,2024,129
4.0,2:39,2.0,3.0,CLE 49,27.0,3.0,Jameis Winston pass complete short left to Cedric Tillman for 13 yards (tackle by AJ Finley),2.13,3.05,9.0,2024,129
4.0,2:16,1.0,10.0,LAC 38,27.0,3.0,Jameis Winston scrambles left end for 13 yards (tackle by Elijah Molden),3.05,3.91,9.0,2024,129
