Quarter,Time,Down,ToGo,Location,TAM,KAN,Detail,EPB,EPA,week,year,game_id
1,9:24,4.0,18.0,TAM 41,0.0,0.0,"Matt Araiza punts 35 yards, fair catch by Trey Palmer at TB-6",0.53,0.38,9.0,2024,138
1,9:16,1.0,10.0,TAM 6,0.0,0.0,Baker Mayfield pass complete short right to Cade Otton for 9 yards (tackle by Joshua Williams),-0.38,-0.07,9.0,2024,138
1,8:37,2.0,1.0,TAM 15,0.0,0.0,Baker Mayfield pass complete short right to Rachaad White for 11 yards (tackle by Felix Anudike-Uzomah),-0.07,0.67,9.0,2024,138
1,7:53,1.0,10.0,TAM 26,0.0,0.0,Bucky Irving up the middle for 3 yards (tackle by George Karlaftis),0.67,0.54,9.0,2024,138
1,7:13,2.0,7.0,TAM 29,0.0,0.0,Baker Mayfield pass incomplete deep right intended for Trey Palmer (defended by Justin Reid),0.54,-0.16,9.0,2024,138
1,7:08,3.0,7.0,TAM 29,0.0,0.0,Baker Mayfield pass incomplete short left intended for Cade Otton (defended by George Karlaftis),-0.16,-1.44,9.0,2024,138
1,7:04,4.0,7.0,TAM 29,0.0,0.0,"Trenton Gill punts 56 yards, returned by Mecole Hardman for 30 yards (tackle by J.J. Russell)",-1.44,-1.93,9.0,2024,138
1,6:50,1.0,10.0,KAN 45,0.0,0.0,Patrick Mahomes pass complete short right to DeAndre Hopkins for 8 yards (tackle by Tykee Smith),1.93,2.46,9.0,2024,138
1,6:15,2.0,2.0,TAM 47,0.0,0.0,Patrick Mahomes pass complete short right to DeAndre Hopkins for 17 yards (tackle by Zyon McCollum and Antoine Winfield),2.46,3.58,9.0,2024,138
1,5:40,1.0,10.0,TAM 30,0.0,0.0,Kareem Hunt up the middle for 3 yards (tackle by YaYa Diaby),3.58,3.44,9.0,2024,138
1,5:07,2.0,7.0,TAM 27,0.0,0.0,Patrick Mahomes scrambles right end for 7 yards (tackle by J.J. Russell),3.44,4.24,9.0,2024,138
1,4:27,1.0,10.0,TAM 20,0.0,0.0,Xavier Worthy right end for -10 yards (tackle by YaYa Diaby),4.24,2.34,9.0,2024,138
1,3:45,2.0,20.0,TAM 30,0.0,0.0,Patrick Mahomes pass complete short middle to DeAndre Hopkins for 4 yards (tackle by Lavonte David),2.34,2.21,9.0,2024,138
1,3:06,3.0,16.0,TAM 26,0.0,0.0,Patrick Mahomes pass complete short right to Samaje Perine for 4 yards (tackle by Lavonte David and Vi Jones),2.21,1.99,9.0,2024,138
1,2:20,4.0,12.0,TAM 22,0.0,3.0,Harrison Butker 40 yard field goal good,1.99,3.0,9.0,2024,138
1,2:16,,,KAN 35,0.0,3.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
1,2:16,1.0,10.0,TAM 30,0.0,3.0,Bucky Irving left end for no gain (tackle by Justin Reid and Malik Herring),0.94,0.39,9.0,2024,138
1,1:33,2.0,10.0,TAM 30,0.0,3.0,Bucky Irving left guard for 4 yards (tackle by George Karlaftis and Drue Tranquill),0.39,0.23,9.0,2024,138
1,0:54,3.0,6.0,TAM 34,0.0,3.0,"Baker Mayfield sacked by George Karlaftis for no gain. Penalty on Trent McDuffie: Defensive Holding, 5 yards (accepted) (no play)",0.23,1.53,9.0,2024,138
1,0:26,1.0,10.0,TAM 39,0.0,3.0,Rachaad White right guard for 3 yards (tackle by Nick Bolton),1.53,1.39,9.0,2024,138
2,15:00,2.0,7.0,TAM 42,0.0,3.0,"Penalty on Baker Mayfield: Delay of Game, 5 yards (accepted) (no play)",1.39,0.72,9.0,2024,138
2,15:00,2.0,12.0,TAM 37,0.0,3.0,Baker Mayfield pass complete short right to Cade Otton for 11 yards (tackle by Drue Tranquill),0.72,1.49,9.0,2024,138
2,14:24,3.0,1.0,TAM 48,0.0,3.0,Sterling Shepard right end for 19 yards (tackle by Bryan Cook),1.49,3.38,9.0,2024,138
2,13:54,1.0,10.0,KAN 33,0.0,3.0,Baker Mayfield pass complete short middle to Bucky Irving for 4 yards (tackle by Trent McDuffie and Felix Anudike-Uzomah),3.38,3.38,9.0,2024,138
2,13:13,2.0,6.0,KAN 29,0.0,3.0,Bucky Irving up the middle for 8 yards (tackle by Nick Bolton and Bryan Cook),3.38,4.17,9.0,2024,138
2,12:30,1.0,10.0,KAN 21,0.0,3.0,Baker Mayfield pass complete short left to Cade Otton for 2 yards (tackle by Bryan Cook),4.17,3.9,9.0,2024,138
2,11:48,2.0,8.0,KAN 19,0.0,3.0,Baker Mayfield pass complete short left to Bucky Irving for -1 yards (tackle by Justin Reid),3.9,3.07,9.0,2024,138
2,11:08,3.0,9.0,KAN 20,0.0,3.0,Baker Mayfield pass complete short right to Sterling Shepard for 13 yards (tackle by Bryan Cook),3.07,5.6,9.0,2024,138
2,10:28,1.0,7.0,KAN 7,6.0,3.0,"Rachaad White left end for 7 yards, touchdown",5.6,7.0,9.0,2024,138
2,10:23,,,KAN 15,7.0,3.0,Chase McLaughlin kicks extra point good,0.0,0.0,9.0,2024,138
2,10:23,,,TAM 35,7.0,3.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
2,10:23,1.0,10.0,KAN 30,7.0,3.0,Patrick Mahomes pass complete short middle to Travis Kelce for -1 yards (tackle by Zyon McCollum),0.94,0.26,9.0,2024,138
2,9:49,2.0,11.0,KAN 29,7.0,3.0,Patrick Mahomes pass complete short left to Justin Watson for 12 yards (tackle by Josh Hayes),0.26,1.66,9.0,2024,138
2,9:15,1.0,10.0,KAN 41,7.0,3.0,Kareem Hunt left end for 3 yards (tackle by Vita Vea),1.66,1.53,9.0,2024,138
2,8:40,2.0,7.0,KAN 44,7.0,3.0,Patrick Mahomes sacked by Vita Vea for -3 yards,1.53,0.43,9.0,2024,138
2,8:18,3.0,10.0,KAN 41,7.0,3.0,Patrick Mahomes pass complete short middle to Justin Watson for 19 yards (tackle by Antoine Winfield),0.43,2.92,9.0,2024,138
2,7:40,1.0,10.0,TAM 40,7.0,3.0,Patrick Mahomes pass complete short left to Travis Kelce for 2 yards (tackle by Tykee Smith),2.92,2.64,9.0,2024,138
2,6:59,2.0,8.0,TAM 38,7.0,3.0,Xavier Worthy left end for no gain (tackle by Lavonte David),2.64,1.95,9.0,2024,138
2,6:18,3.0,8.0,TAM 38,7.0,3.0,Patrick Mahomes pass complete deep left to DeAndre Hopkins for 35 yards (tackle by Josh Hayes),1.95,6.51,9.0,2024,138
2,5:31,1.0,3.0,TAM 3,7.0,3.0,Kareem Hunt right guard for no gain (tackle by Jordan Whitehead and Anthony Nelson),6.51,5.53,9.0,2024,138
2,4:47,2.0,3.0,TAM 3,7.0,3.0,Kareem Hunt right guard for 2 yards (tackle by K.J. Britt),5.53,5.17,9.0,2024,138
2,4:09,3.0,1.0,TAM 1,7.0,9.0,"Patrick Mahomes pass complete short middle to DeAndre Hopkins for 1 yard, touchdown",5.17,7.0,9.0,2024,138
2,4:05,,,TAM 15,7.0,10.0,Harrison Butker kicks extra point good,0.0,0.0,9.0,2024,138
2,4:05,,,KAN 35,7.0,10.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.28,9.0,2024,138
2,4:05,1.0,10.0,TAM 20,7.0,10.0,Bucky Irving right tackle for 3 yards (tackle by Chris Jones),0.28,0.14,9.0,2024,138
2,3:24,2.0,7.0,TAM 23,7.0,10.0,Baker Mayfield sacked by George Karlaftis for -3 yards,0.14,-0.96,9.0,2024,138
2,2:43,3.0,10.0,TAM 20,7.0,10.0,Baker Mayfield pass complete short left to Rachaad White for 6 yards (tackle by Josh Uche),-0.96,-1.63,9.0,2024,138
2,2:00,4.0,4.0,TAM 26,7.0,10.0,Trenton Gill punts 57 yards downed by Christian Izien,-1.63,0.06,9.0,2024,138
2,1:47,1.0,10.0,KAN 17,7.0,10.0,Patrick Mahomes pass complete short middle to Samaje Perine for 11 yards (tackle by Lavonte David),-0.06,0.81,9.0,2024,138
2,1:31,1.0,10.0,KAN 28,7.0,10.0,Patrick Mahomes pass incomplete short left intended for Xavier Worthy (defended by Josh Hayes),0.81,0.26,9.0,2024,138
2,1:24,2.0,10.0,KAN 28,7.0,10.0,Patrick Mahomes pass incomplete short right,0.26,-0.43,9.0,2024,138
2,1:18,3.0,10.0,KAN 28,7.0,10.0,Patrick Mahomes pass complete deep right to Travis Kelce for 20 yards (tackle by Tykee Smith),-0.43,2.19,9.0,2024,138
2,1:10,,,,,,Timeout #1 by Kansas City Chiefs,,,9.0,2024,138
2,1:10,1.0,10.0,KAN 49,7.0,10.0,Patrick Mahomes pass incomplete deep right intended for Justin Watson,2.19,1.65,9.0,2024,138
2,1:03,2.0,10.0,KAN 49,7.0,10.0,"Patrick Mahomes pass complete short left to Travis Kelce for 6 yards. Travis Kelce fumbles (forced by Tykee Smith), recovered by Josh Hayes at TB-45",1.65,-1.93,9.0,2024,138
2,0:55,1.0,10.0,TAM 45,7.0,10.0,Baker Mayfield pass complete short right to Cade Otton for 4 yards (tackle by Chamarri Conner),1.93,1.92,9.0,2024,138
2,0:50,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,9.0,2024,138
2,0:50,2.0,6.0,TAM 49,7.0,10.0,Baker Mayfield pass incomplete short left intended for Sterling Shepard,1.92,1.22,9.0,2024,138
2,0:46,3.0,6.0,TAM 49,7.0,10.0,"Baker Mayfield scrambles up the middle for 2 yards (tackle by Josh Uche). Penalty on Cody Mauch: Offensive Holding, 10 yards (accepted)",1.22,0.17,9.0,2024,138
2,0:41,3.0,14.0,TAM 41,7.0,10.0,Baker Mayfield scrambles right end for 10 yards (tackle by Drue Tranquill and George Karlaftis),0.17,0.0,9.0,2024,138
2,0:32,4.0,4.0,KAN 49,7.0,10.0,"Trenton Gill punts 32 yards, fair catch by Mecole Hardman at KC-17",0.0,0.06,9.0,2024,138
2,0:25,1.0,10.0,KAN 17,7.0,10.0,Patrick Mahomes pass complete short left to Samaje Perine for 3 yards (tackle by Tykee Smith),-0.06,-0.06,9.0,2024,138
2,0:16,2.0,7.0,KAN 20,7.0,10.0,Samaje Perine up the middle for 10 yards (tackle by Tykee Smith),-0.06,0.94,9.0,2024,138
2,0:10,,,,,,Timeout #2 by Kansas City Chiefs,,,9.0,2024,138
2,0:10,1.0,10.0,KAN 30,7.0,10.0,Patrick Mahomes sacked by Calijah Kancey for -7 yards,0.94,-0.55,9.0,2024,138
3,15:00,,,KAN 35,7.0,10.0,"Harrison Butker kicks off 62 yards, returned by Bucky Irving for 46 yards (tackle by Leo Chenal and Christian Roland-Wallace)",0.0,2.19,9.0,2024,138
3,14:50,1.0,10.0,TAM 49,7.0,10.0,Sean Tucker left end for 3 yards (tackle by Drue Tranquill),2.19,2.05,9.0,2024,138
3,14:09,2.0,7.0,KAN 48,7.0,10.0,Baker Mayfield pass complete short right to Sean Tucker for 6 yards (tackle by Leo Chenal),2.05,2.15,9.0,2024,138
3,13:23,3.0,1.0,KAN 42,7.0,10.0,"Sean Tucker left end for 5 yards (tackle by Joshua Williams). Penalty on Joshua Williams: Horse Collar Tackle, 15 yards (accepted)",2.15,4.11,9.0,2024,138
3,13:02,1.0,10.0,KAN 22,7.0,10.0,Baker Mayfield pass complete short left to Rakim Jarrett for 9 yards (tackle by Joshua Williams),4.11,5.06,9.0,2024,138
3,12:22,2.0,1.0,KAN 13,7.0,10.0,Sterling Shepard right end for 2 yards (tackle by Justin Reid),5.06,4.84,9.0,2024,138
3,11:40,1.0,10.0,KAN 11,13.0,10.0,"Baker Mayfield pass complete short left to Cade Otton for 11 yards, touchdown",4.84,7.0,9.0,2024,138
3,11:36,,,KAN 15,14.0,10.0,Chase McLaughlin kicks extra point good,0.0,0.0,9.0,2024,138
3,11:36,,,TAM 35,14.0,10.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
3,11:36,1.0,10.0,KAN 30,14.0,10.0,Patrick Mahomes pass incomplete short right intended for Noah Gray,0.94,0.39,9.0,2024,138
3,11:30,2.0,10.0,KAN 30,14.0,10.0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Tykee Smith),0.39,-0.3,9.0,2024,138
3,11:23,3.0,10.0,KAN 30,14.0,10.0,Patrick Mahomes sacked by Calijah Kancey for -12 yards,-0.3,-2.24,9.0,2024,138
3,10:44,4.0,22.0,KAN 18,14.0,10.0,"Matt Araiza punts 49 yards, returned by Trey Palmer for 8 yards (tackle by Jack Cochrane)",-2.24,-1.66,9.0,2024,138
3,10:31,1.0,10.0,TAM 41,14.0,10.0,Baker Mayfield pass complete deep left to Cade Otton for 18 yards (tackle by Jaden Hicks),1.66,2.85,9.0,2024,138
3,9:55,1.0,10.0,KAN 41,14.0,10.0,Bucky Irving right end for 4 yards (tackle by Nick Bolton and Drue Tranquill),2.85,2.85,9.0,2024,138
3,9:16,2.0,6.0,KAN 37,14.0,10.0,Baker Mayfield pass complete short right to Rachaad White for -1 yards (tackle by Jaden Hicks and Tershawn Wharton),2.85,2.02,9.0,2024,138
3,8:31,3.0,7.0,KAN 38,14.0,10.0,"Penalty on Luke Goedeke: False Start, 5 yards (accepted) (no play)",2.02,1.35,9.0,2024,138
3,8:16,3.0,12.0,KAN 43,14.0,10.0,Baker Mayfield pass complete short left to Cade Otton for 15 yards (tackle by Christian Roland-Wallace),1.35,3.71,9.0,2024,138
3,7:48,1.0,10.0,KAN 28,14.0,10.0,"Bucky Irving left end for no gain (tackle by Trent McDuffie). Penalty on Tristan Wirfs: Offensive Facemask, 15 yards (accepted) (no play)",3.71,2.72,9.0,2024,138
3,7:24,1.0,25.0,KAN 43,14.0,10.0,Baker Mayfield pass incomplete short right intended for Ryan Miller,2.72,1.14,9.0,2024,138
3,7:21,2.0,25.0,KAN 43,14.0,10.0,Baker Mayfield pass complete short right to Bucky Irving for 7 yards (tackle by Drue Tranquill),1.14,1.42,9.0,2024,138
3,6:38,3.0,18.0,KAN 36,14.0,10.0,Baker Mayfield pass complete short right to Cade Otton for 7 yards (tackle by Tershawn Wharton),1.42,1.5,9.0,2024,138
3,5:55,4.0,11.0,KAN 29,17.0,10.0,Chase McLaughlin 47 yard field goal good,1.5,3.0,9.0,2024,138
3,5:50,,,TAM 35,17.0,10.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
3,5:50,1.0,10.0,KAN 30,17.0,10.0,Kareem Hunt up the middle for 7 yards (tackle by Antoine Winfield and Lavonte David),0.94,1.34,9.0,2024,138
3,5:20,2.0,3.0,KAN 37,17.0,10.0,Kareem Hunt left guard for 9 yards (tackle by K.J. Britt and C.J. Brewer),1.34,1.99,9.0,2024,138
3,4:43,1.0,10.0,KAN 46,17.0,10.0,Kareem Hunt left guard for 4 yards (tackle by K.J. Britt),1.99,1.99,9.0,2024,138
3,4:07,2.0,6.0,KAN 50,17.0,10.0,Kareem Hunt right end for no gain (tackle by Antoine Winfield and Joe Tryon-Shoyinka),1.99,1.29,9.0,2024,138
3,3:26,3.0,6.0,KAN 50,17.0,10.0,Patrick Mahomes pass complete short left to Mecole Hardman for 7 yards (tackle by Josh Hayes),1.29,2.72,9.0,2024,138
3,2:48,1.0,10.0,TAM 43,17.0,10.0,Patrick Mahomes pass complete short left to Travis Kelce for 8 yards (tackle by Josh Hayes),2.72,3.26,9.0,2024,138
3,2:13,2.0,2.0,TAM 35,17.0,10.0,"Kareem Hunt up the middle for no gain (tackle by Vita Vea). Penalty on DeAndre Hopkins: Offensive Illegal Block Above the Waist, 15 yards (offset) . Penalty on Tykee Smith: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",3.26,3.26,9.0,2024,138
3,1:57,2.0,2.0,TAM 35,17.0,10.0,Kareem Hunt left guard for 15 yards (tackle by Antoine Winfield and Josh Hayes),3.26,4.24,9.0,2024,138
3,1:37,1.0,10.0,TAM 20,17.0,10.0,Kareem Hunt up the middle for 8 yards (tackle by Jordan Whitehead and Antoine Winfield),4.24,5.04,9.0,2024,138
3,1:04,2.0,2.0,TAM 12,17.0,10.0,Kareem Hunt up the middle for 4 yards (tackle by K.J. Britt and Jordan Whitehead),5.04,5.37,9.0,2024,138
3,0:26,1.0,8.0,TAM 8,17.0,10.0,Patrick Mahomes pass complete short middle to Mecole Hardman for -2 yards (tackle by YaYa Diaby),5.37,0.0,9.0,2024,138
4,15:00,2.0,10.0,TAM 9,17.0,10.0,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by Lavonte David),0.0,3.81,9.0,2024,138
4,14:21,3.0,7.0,TAM 7,17.0,16.0,"Patrick Mahomes pass complete short right to Samaje Perine for 7 yards, touchdown",3.81,7.0,9.0,2024,138
4,14:14,,,TAM 15,17.0,17.0,Harrison Butker kicks extra point good,0.0,0.0,9.0,2024,138
4,14:14,,,KAN 35,17.0,17.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
4,14:14,1.0,10.0,TAM 30,17.0,17.0,Sean Tucker right guard for 3 yards (tackle by Justin Reid),0.94,0.8,9.0,2024,138
4,13:37,2.0,7.0,TAM 33,17.0,17.0,Baker Mayfield pass incomplete short middle intended for Cade Otton,0.8,0.1,9.0,2024,138
4,13:33,3.0,7.0,TAM 33,17.0,17.0,Baker Mayfield scrambles left end for 5 yards (tackle by Christian Roland-Wallace and Bryan Cook),0.1,-0.85,9.0,2024,138
4,12:48,4.0,2.0,TAM 38,17.0,17.0,"Trenton Gill punts 40 yards, fair catch by Mecole Hardman at KC-22",-0.85,-0.41,9.0,2024,138
4,12:43,1.0,10.0,KAN 22,17.0,17.0,Kareem Hunt right guard for 3 yards (tackle by YaYa Diaby and Zyon McCollum),0.41,0.27,9.0,2024,138
4,12:12,2.0,7.0,KAN 25,17.0,17.0,Patrick Mahomes pass complete short middle to Travis Kelce for 5 yards (tackle by Antoine Winfield),0.27,0.23,9.0,2024,138
4,11:29,3.0,2.0,KAN 30,17.0,17.0,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Josh Hayes),0.23,1.4,9.0,2024,138
4,10:52,1.0,10.0,KAN 37,17.0,17.0,Kareem Hunt right end for 6 yards (tackle by Jordan Whitehead),1.4,1.67,9.0,2024,138
4,10:16,2.0,4.0,KAN 43,17.0,17.0,Kareem Hunt left guard for 3 yards (tackle by Vita Vea),1.67,1.36,9.0,2024,138
4,9:36,3.0,1.0,KAN 46,17.0,17.0,Carson Steele up the middle for no gain (tackle by Vita Vea),1.36,-0.32,9.0,2024,138
4,8:50,4.0,1.0,KAN 46,17.0,17.0,Kareem Hunt right guard for 3 yards (tackle by Antoine Winfield and Vita Vea),-0.32,2.19,9.0,2024,138
4,8:13,1.0,10.0,KAN 49,17.0,17.0,Patrick Mahomes pass complete short left to Mecole Hardman for 12 yards (tackle by Tykee Smith),2.19,2.98,9.0,2024,138
4,7:38,1.0,10.0,TAM 39,17.0,17.0,"Penalty on C.J. Brewer: Defensive Offside, 5 yards (accepted) (no play)",2.98,3.71,9.0,2024,138
4,7:38,1.0,5.0,TAM 34,17.0,17.0,Kareem Hunt up the middle for no gain (tackle by Logan Hall and William Gholston),3.71,3.12,9.0,2024,138
4,7:05,2.0,5.0,TAM 34,17.0,17.0,Patrick Mahomes pass incomplete short left,3.12,2.41,9.0,2024,138
4,6:57,3.0,5.0,TAM 34,17.0,17.0,Patrick Mahomes pass complete short middle to Justin Watson for 12 yards (tackle by Antoine Winfield),2.41,4.11,9.0,2024,138
4,6:22,1.0,10.0,TAM 22,17.0,17.0,Kareem Hunt left guard for 13 yards (tackle by Jordan Whitehead and Zyon McCollum),4.11,5.14,9.0,2024,138
4,5:41,1.0,9.0,TAM 9,17.0,17.0,Kareem Hunt up the middle for no gain (tackle by Vita Vea and J.J. Russell),5.14,4.38,9.0,2024,138
4,5:02,2.0,9.0,TAM 9,17.0,17.0,Carson Steele left guard for 4 yards (tackle by J.J. Russell),4.38,4.26,9.0,2024,138
4,4:20,3.0,5.0,TAM 5,17.0,23.0,"Patrick Mahomes pass complete short left to DeAndre Hopkins for 5 yards, touchdown",4.26,7.0,9.0,2024,138
4,4:17,,,TAM 15,17.0,24.0,Harrison Butker kicks extra point good,0.0,0.0,9.0,2024,138
4,4:17,,,KAN 35,17.0,24.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
4,4:17,1.0,10.0,TAM 30,17.0,24.0,Bucky Irving right guard for 2 yards (tackle by Chris Jones),0.94,0.66,9.0,2024,138
4,3:37,2.0,8.0,TAM 32,17.0,24.0,Baker Mayfield sacked by and Drue Tranquill for -8 yards and Felix Anudike-Uzomah for -8 yards,0.66,-1.09,9.0,2024,138
4,2:54,3.0,16.0,TAM 24,17.0,24.0,Baker Mayfield pass incomplete deep left intended for Ryan Miller (defended by Chamarri Conner),-1.09,-1.77,9.0,2024,138
4,2:49,4.0,16.0,TAM 24,17.0,24.0,"Trenton Gill punts 31 yards. Penalty on Christian Roland-Wallace: Defensive Holding, 10 yards (accepted)",-1.77,-1.27,9.0,2024,138
4,2:39,1.0,10.0,KAN 35,17.0,24.0,Kareem Hunt right guard for 1 yard (tackle by Lavonte David),1.27,0.86,9.0,2024,138
4,2:33,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,9.0,2024,138
4,2:33,2.0,9.0,KAN 36,17.0,24.0,Kareem Hunt right end for -2 yards (tackle by Anthony Nelson),0.86,-0.1,9.0,2024,138
4,2:29,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,9.0,2024,138
4,2:29,3.0,11.0,KAN 34,17.0,24.0,Patrick Mahomes pass incomplete short right intended for Samaje Perine,-0.1,-1.11,9.0,2024,138
4,2:26,4.0,11.0,KAN 34,17.0,24.0,"Matt Araiza punts 47 yards, returned by Trey Palmer for 10 yards (tackle by Samaje Perine)",-1.11,-0.87,9.0,2024,138
4,2:16,1.0,10.0,TAM 29,17.0,24.0,"Rachaad White left end for no gain (tackle by Christian Roland-Wallace and Nick Bolton). Penalty on Ben Bredeson: Offensive Holding, 10 yards (accepted) (no play)",0.87,0.11,9.0,2024,138
4,2:08,1.0,20.0,TAM 19,17.0,24.0,Baker Mayfield pass complete short right to Trey Palmer for 14 yards (tackle by Trent McDuffie),0.11,0.87,9.0,2024,138
4,2:00,2.0,6.0,TAM 33,17.0,24.0,Baker Mayfield pass complete deep left to Sterling Shepard for 18 yards (tackle by Christian Roland-Wallace),0.87,2.32,9.0,2024,138
4,1:41,1.0,10.0,KAN 49,17.0,24.0,Baker Mayfield pass incomplete short right intended for Trey Palmer,2.32,1.78,9.0,2024,138
4,1:34,2.0,10.0,KAN 49,17.0,24.0,"Baker Mayfield pass complete short right to Sterling Shepard for 9 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",1.78,2.28,9.0,2024,138
4,1:30,3.0,1.0,KAN 40,17.0,24.0,Rachaad White up the middle for 9 yards (tackle by Christian Roland-Wallace),2.28,3.51,9.0,2024,138
4,1:11,1.0,10.0,KAN 31,17.0,24.0,Baker Mayfield pass complete short left to Sterling Shepard for 8 yards (tackle by Christian Roland-Wallace),3.51,4.05,9.0,2024,138
4,0:51,2.0,2.0,KAN 23,17.0,24.0,Baker Mayfield scrambles left end for 3 yards (tackle by Felix Anudike-Uzomah),4.05,4.24,9.0,2024,138
4,0:44,1.0,10.0,KAN 20,17.0,24.0,Baker Mayfield pass complete short right to Trey Palmer for 19 yards (tackle by Bryan Cook and Joshua Williams),4.24,6.97,9.0,2024,138
4,0:33,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,9.0,2024,138
4,0:33,1.0,1.0,KAN 1,17.0,24.0,Baker Mayfield pass incomplete short right intended for Cade Otton (defended by Trent McDuffie),6.97,5.91,9.0,2024,138
4,0:30,2.0,1.0,KAN 1,23.0,24.0,"Baker Mayfield pass complete short right to Ryan Miller for 1 yard, touchdown",5.91,7.0,9.0,2024,138
4,0:27,,,KAN 15,24.0,24.0,Chase McLaughlin kicks extra point good,0.0,0.0,9.0,2024,138
4,0:27,,,TAM 35,24.0,24.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
4,0:27,1.0,10.0,KAN 30,24.0,24.0,Patrick Mahomes pass complete short right to Peyton Hendershot for 9 yards (tackle by J.J. Russell and Zyon McCollum),0.94,1.61,9.0,2024,138
4,0:19,,,,,,Timeout #1 by Kansas City Chiefs,,,9.0,2024,138
4,0:19,2.0,1.0,KAN 39,24.0,24.0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by K.J. Britt),1.61,0.89,9.0,2024,138
4,0:14,3.0,1.0,KAN 39,24.0,24.0,Patrick Mahomes pass incomplete short left intended for DeAndre Hopkins,0.89,-0.78,9.0,2024,138
4,0:13,4.0,1.0,KAN 39,24.0,24.0,Matt Araiza punts 40 yards,-0.78,0.0,9.0,2024,138
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,,9.0,2024,138
OT,10:00,,,TAM 35,24.0,24.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,138
OT,10:00,1.0,10.0,KAN 30,24.0,24.0,Patrick Mahomes pass complete short left to Kareem Hunt for 11 yards (tackle by Antoine Winfield),0.94,1.66,9.0,2024,138
OT,9:28,1.0,10.0,KAN 41,24.0,24.0,Kareem Hunt left guard for 5 yards (tackle by Vita Vea and YaYa Diaby),1.66,1.8,9.0,2024,138
OT,8:50,2.0,5.0,KAN 46,24.0,24.0,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Jordan Whitehead),1.8,2.46,9.0,2024,138
OT,8:12,1.0,10.0,TAM 47,24.0,24.0,Kareem Hunt left end for 4 yards (tackle by Antoine Winfield and Lavonte David),2.46,2.45,9.0,2024,138
