Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA,week,year,game_id
1,5:41,3.0,19.0,SEA 38,0.0,0.0,Matthew Stafford pass incomplete short right intended for Tyler Johnson,1.22,0.72,9.0,2024,136
1,5:38,4.0,19.0,SEA 38,0.0,0.0,"Ty Zentner punts 25 yards, fair catch by Dee Williams at SEA-13",0.72,0.32,9.0,2024,136
1,5:31,1.0,10.0,SEA 13,0.0,0.0,Kenneth Walker right guard for 6 yards (tackle by Quentin Lake and Tyler Davis),-0.32,0.03,9.0,2024,136
1,5:08,2.0,4.0,SEA 19,0.0,0.0,"Penalty on Jared Verse: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.03,0.54,9.0,2024,136
1,4:52,1.0,10.0,SEA 24,0.0,0.0,Kenneth Walker right guard for 1 yard (tackle by Darious Williams),0.54,0.13,9.0,2024,136
1,4:28,2.0,9.0,SEA 25,0.0,0.0,"Geno Smith sacked by Byron Young for no gain. Geno Smith fumbles (forced by Byron Young), recovered by Charles Cross at SEA-9. Penalty on Kobie Turner: Defensive Offside, 5 yards (accepted) (no play)",0.13,0.81,9.0,2024,136
1,4:18,2.0,4.0,SEA 30,0.0,0.0,Kenneth Walker right end for 1 yard (tackle by Darious Williams),0.81,0.23,9.0,2024,136
1,3:42,3.0,3.0,SEA 31,0.0,0.0,Zach Charbonnet right end for 2 yards (tackle by Christian Rozeboom),0.23,-1.18,9.0,2024,136
1,3:01,4.0,1.0,SEA 33,0.0,0.0,"Michael Dickson punts 50 yards, returned by Xavier Smith for 4 yards (tackle by Dee Williams)",-1.18,-0.34,9.0,2024,136
1,2:53,1.0,10.0,LAR 21,0.0,0.0,Blake Corum right guard for -1 yards (tackle by Roy Robertson-Harris),0.34,-0.34,9.0,2024,136
1,2:12,2.0,11.0,LAR 20,0.0,0.0,Matthew Stafford pass complete short left to Cooper Kupp for 6 yards (tackle by Julian Love and Derick Hall),-0.34,-0.23,9.0,2024,136
1,1:29,3.0,5.0,LAR 26,0.0,0.0,Matthew Stafford pass incomplete short left intended for Cooper Kupp,-0.23,-1.63,9.0,2024,136
1,1:24,4.0,5.0,LAR 26,0.0,0.0,Ty Zentner punts 36 yards out of bounds,-1.63,-1.47,9.0,2024,136
1,1:18,1.0,10.0,SEA 38,0.0,0.0,Kenneth Walker right tackle for 2 yards (tackle by Christian Rozeboom and Byron Young),1.47,1.19,9.0,2024,136
1,0:44,2.0,8.0,SEA 40,0.0,0.0,Geno Smith pass incomplete short right intended for Cody White (defended by Darious Williams),1.19,0.5,9.0,2024,136
1,0:39,3.0,8.0,SEA 40,0.0,0.0,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba,0.5,-0.72,9.0,2024,136
1,0:34,4.0,8.0,SEA 40,0.0,0.0,"Michael Dickson punts 51 yards, returned by Xavier Smith for 1 yard (tackle by Laviska Shenault)",-0.72,0.38,9.0,2024,136
1,0:25,1.0,10.0,LAR 10,0.0,0.0,Matthew Stafford pass complete short right to Demarcus Robinson for 13 yards (tackle by Julian Love),-0.38,0.48,9.0,2024,136
2,15:00,1.0,10.0,LAR 23,0.0,0.0,"Matthew Stafford pass complete deep left to Cooper Kupp for 23 yards SEA challenged the pass completion ruling, and the play was upheld.",0.48,1.99,9.0,2024,136
2,14:49,1.0,10.0,LAR 46,0.0,0.0,Kyren Williams right guard for 3 yards (tackle by Ernest Jones),1.99,1.86,9.0,2024,136
2,14:06,2.0,7.0,LAR 49,0.0,0.0,Matthew Stafford pass incomplete short left intended for Puka Nacua (defended by Josh Jobe),1.86,1.16,9.0,2024,136
2,14:02,3.0,7.0,LAR 49,0.0,0.0,Matthew Stafford pass incomplete short right intended for Kyren Williams,1.16,-0.13,9.0,2024,136
2,13:58,4.0,7.0,LAR 49,0.0,0.0,Ty Zentner punts 37 yards out of bounds,-0.13,0.28,9.0,2024,136
2,13:50,1.0,10.0,SEA 14,0.0,0.0,Geno Smith sacked by Jared Verse for -8 yards,-0.28,-1.36,9.0,2024,136
2,13:09,2.0,18.0,SEA 6,0.0,0.0,Geno Smith pass complete short middle to Zach Charbonnet for 24 yards (tackle by Kamren Curl and Quentin Lake),-1.36,0.94,9.0,2024,136
2,12:25,1.0,10.0,SEA 30,0.0,0.0,"Kenneth Walker up the middle for no gain (tackle by Christian Rozeboom). Penalty on Laken Tomlinson: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,9.0,2024,136
2,12:01,1.0,20.0,SEA 20,0.0,0.0,Kenneth Walker left guard for 10 yards (tackle by Michael Hoecht and Jaylen McCollough),0.28,0.39,9.0,2024,136
2,11:14,2.0,10.0,SEA 30,0.0,0.0,"Connor Williams aborted snap, recovered by Geno Smith at SEA-10",0.39,-4.11,9.0,2024,136
2,10:28,3.0,33.0,SEA 7,0.0,0.0,Geno Smith left guard for 3 yards (tackle by Kobie Turner),-4.11,-2.49,9.0,2024,136
2,9:40,4.0,30.0,SEA 10,0.0,0.0,"Penalty on Michael Dickson: Delay of Game, 5 yards (accepted) (no play)",-2.49,-2.49,9.0,2024,136
2,9:38,4.0,35.0,SEA 5,0.0,0.0,"Michael Dickson punts 62 yards, returned by Xavier Smith for 4 yards (tackle by K'Von Wallace and Drake Thomas)",-2.49,-1.4,9.0,2024,136
2,9:25,1.0,10.0,LAR 37,0.0,0.0,Matthew Stafford pass complete short right to Hunter Long for 4 yards (tackle by Tyrel Dodson and Devon Witherspoon),1.4,1.4,9.0,2024,136
2,8:48,2.0,6.0,LAR 41,0.0,0.0,Matthew Stafford pass complete short right to Puka Nacua for 11 yards (tackle by Tyrel Dodson),1.4,2.39,9.0,2024,136
2,8:08,1.0,10.0,SEA 48,0.0,0.0,Matthew Stafford pass complete short left to Tyler Johnson for 6 yards (tackle by Coby Bryant),2.39,2.66,9.0,2024,136
2,7:34,2.0,4.0,SEA 42,0.0,0.0,"Kyren Williams right end for no gain (tackle by Devon Witherspoon). Penalty on Tyler Johnson: Offensive Holding, 10 yards (accepted) (no play)",2.66,1.31,9.0,2024,136
2,7:06,2.0,14.0,LAR 48,0.0,0.0,Matthew Stafford pass complete short right to Cooper Kupp for 19 yards (tackle by Josh Jobe),1.31,3.38,9.0,2024,136
2,6:26,1.0,10.0,SEA 33,0.0,0.0,Kyren Williams right guard for 8 yards (tackle by Ernest Jones and Boye Mafe),3.38,3.92,9.0,2024,136
2,5:48,2.0,2.0,SEA 25,0.0,0.0,Kyren Williams right guard for no gain (tackle by Byron Murphy and Tyrel Dodson),3.92,3.2,9.0,2024,136
2,5:05,3.0,2.0,SEA 25,0.0,0.0,Matthew Stafford pass complete short right to Cooper Kupp for 7 yards (tackle by Julian Love),3.2,4.37,9.0,2024,136
2,4:25,1.0,10.0,SEA 18,0.0,0.0,Matthew Stafford pass incomplete short middle intended for Tyler Johnson (defended by Ernest Jones) (defended by Tyrel Dodson),4.37,3.8,9.0,2024,136
2,4:19,2.0,10.0,SEA 18,0.0,0.0,Matthew Stafford pass incomplete short left intended for Kyren Williams,3.8,3.05,9.0,2024,136
2,4:14,3.0,10.0,SEA 18,0.0,0.0,"Matthew Stafford aborted snap, recovered by Matthew Stafford at SEA-22 and returned for -2 yards (tackle by Leonard Williams)",3.05,2.12,9.0,2024,136
2,3:34,4.0,12.0,SEA 20,3.0,0.0,Joshua Karty 38 yard field goal good,2.12,3.0,9.0,2024,136
2,3:31,,,LAR 35,3.0,0.0,"Joshua Karty kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,136
2,3:31,1.0,10.0,SEA 30,3.0,0.0,Geno Smith pass complete short middle to Tyler Lockett for 13 yards (tackle by Christian Rozeboom),0.94,1.8,9.0,2024,136
2,2:58,1.0,10.0,SEA 43,3.0,0.0,Geno Smith pass complete short left to AJ Barner for 6 yards (tackle by Christian Rozeboom),1.8,2.06,9.0,2024,136
2,2:37,2.0,4.0,SEA 49,3.0,0.0,Geno Smith pass complete short middle to AJ Barner for 6 yards (tackle by Ahkello Witherspoon and Christian Rozeboom),2.06,2.59,9.0,2024,136
2,2:08,1.0,10.0,LAR 45,3.0,0.0,Geno Smith pass incomplete short left intended for AJ Barner,2.59,2.04,9.0,2024,136
2,2:02,2.0,10.0,LAR 45,3.0,0.0,Kenneth Walker left guard for 8 yards (tackle by Ahkello Witherspoon and Christian Rozeboom),2.04,2.41,9.0,2024,136
2,1:56,3.0,2.0,LAR 37,3.0,0.0,Kenneth Walker left guard for 4 yards (tackle by Quentin Lake),2.41,3.38,9.0,2024,136
2,1:23,1.0,10.0,LAR 33,3.0,0.0,Geno Smith pass incomplete short left intended for AJ Barner,3.38,2.84,9.0,2024,136
2,1:17,2.0,10.0,LAR 33,3.0,0.0,Kenneth Walker left end for 3 yards (tackle by Ahkello Witherspoon),2.84,2.54,9.0,2024,136
2,0:55,3.0,7.0,LAR 30,3.0,6.0,"Geno Smith pass complete deep right to Tyler Lockett for 30 yards, touchdown. Penalty on Kobie Turner: Defensive Offside, 5 yards (declined)",2.54,7.0,9.0,2024,136
2,0:51,,,LAR 15,3.0,6.0,Jason Myers kicks extra point blocked,0.0,-1.0,9.0,2024,136
2,0:51,,,SEA 35,3.0,6.0,"Jason Myers kicks off 64 yards, returned by Blake Corum for 24 yards (tackle by Brady Russell and Mike Morris)",0.0,0.61,9.0,2024,136
2,0:42,1.0,10.0,LAR 25,3.0,6.0,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Julian Love),0.61,0.74,9.0,2024,136
2,0:38,2.0,5.0,LAR 30,3.0,6.0,Matthew Stafford pass complete short middle to Cooper Kupp for 14 yards (tackle by Riq Woolen),0.74,1.86,9.0,2024,136
2,0:33,,,,,,Timeout #1 by Los Angeles Rams,,,9.0,2024,136
2,0:33,1.0,10.0,LAR 44,3.0,6.0,"Matthew Stafford pass deep right intended for Puka Nacua is intercepted by Riq Woolen at SEA-25 and returned for no gain (tackle by Puka Nacua). Penalty on Puka Nacua: Unnecessary Roughness / Offense, 15 yards (accepted)",1.86,-1.6,9.0,2024,136
2,0:27,1.0,10.0,SEA 40,3.0,6.0,"Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba (defended by Kobie Turner). Penalty on Anthony Bradford: Offensive Holding, 10 yards (accepted) (no play)",1.6,0.94,9.0,2024,136
2,0:24,1.0,20.0,SEA 30,3.0,6.0,"Geno Smith pass complete deep right to Jaxon Smith-Njigba for 46 yards (tackle by Quentin Lake). Penalty on Braden Fiske: Defensive Offside, 5 yards (declined) . Penalty on Jared Verse: Defensive Offside, 5 yards (declined)",0.94,3.97,9.0,2024,136
2,0:17,1.0,10.0,LAR 24,3.0,6.0,Geno Smith pass incomplete deep left intended for Jaxon Smith-Njigba (defended by Josh Wallace),3.97,3.43,9.0,2024,136
2,0:11,2.0,10.0,LAR 24,3.0,12.0,"Geno Smith pass complete deep middle to Jaxon Smith-Njigba for 24 yards, touchdown",3.43,7.0,9.0,2024,136
2,0:05,,,LAR 15,3.0,13.0,Jason Myers kicks extra point good,0.0,0.0,9.0,2024,136
2,0:05,,,SEA 35,3.0,13.0,"Jason Myers kicks off 61 yards, returned by Xavier Smith for 20 yards (tackle by Jerrick Reed)",0.0,1.27,9.0,2024,136
3,15:00,,,SEA 35,3.0,13.0,"Jason Myers kicks off 65 yards, returned by Blake Corum for 25 yards (tackle by Brady Russell)",0.0,0.61,9.0,2024,136
3,14:55,1.0,10.0,LAR 25,3.0,13.0,Kyren Williams right end for 6 yards (tackle by Ernest Jones),0.61,0.87,9.0,2024,136
3,14:20,2.0,4.0,LAR 31,3.0,13.0,"Kyren Williams left tackle for 5 yards. Kyren Williams fumbles (tackle by Coby Bryant, recovered by Cooper Kupp at LA-36 and returned for 5 yards and Byron Murphy and Ernest Jones)",0.87,1.66,9.0,2024,136
3,13:37,1.0,10.0,LAR 41,3.0,13.0,Matthew Stafford pass complete deep left to Demarcus Robinson for 21 yards,1.66,3.05,9.0,2024,136
3,12:59,1.0,10.0,SEA 38,3.0,13.0,Matthew Stafford pass incomplete short right,3.05,2.51,9.0,2024,136
3,12:55,2.0,10.0,SEA 38,3.0,13.0,Matthew Stafford pass complete short left to Cooper Kupp for 9 yards (tackle by Tyrel Dodson),2.51,3.01,9.0,2024,136
3,12:15,3.0,1.0,SEA 29,3.0,13.0,Kyren Williams up the middle for 2 yards (tackle by Jarran Reed and Dre'Mont Jones),3.01,3.78,9.0,2024,136
3,11:34,1.0,10.0,SEA 27,3.0,13.0,Kyren Williams right tackle for 8 yards (tackle by Devon Witherspoon),3.78,4.35,9.0,2024,136
3,10:57,2.0,2.0,SEA 19,3.0,13.0,"Kyren Williams up the middle for 5 yards (tackle by Tyrel Dodson and Johnathan Hankins). Penalty on Roy Robertson-Harris: Illegal Use of Hands / Defense, 5 yards (declined) . Penalty on Johnathan Hankins: Defensive Holding, 5 yards (accepted)",4.35,5.14,9.0,2024,136
3,10:31,1.0,9.0,SEA 9,3.0,13.0,Matthew Stafford pass complete short right to Cooper Kupp for -1 yards (tackle by Boye Mafe),5.14,4.19,9.0,2024,136
3,9:41,2.0,10.0,SEA 10,3.0,13.0,"Kyren Williams right tackle for no gain (tackle by Leonard Williams). Penalty on Colby Parkinson: Illegal Motion, 5 yards (accepted) (no play)",4.19,3.46,9.0,2024,136
3,9:13,2.0,15.0,SEA 15,3.0,13.0,"Matthew Stafford pass incomplete short left intended for Cooper Kupp. Penalty on Josh Jobe: Defensive Pass Interference, 13 yards (accepted) (no play)",3.46,6.74,9.0,2024,136
3,9:08,1.0,2.0,SEA 2,3.0,13.0,Kyren Williams up the middle for 1 yard (tackle by Byron Murphy and Leonard Williams),6.74,5.91,9.0,2024,136
3,8:31,2.0,1.0,SEA 1,9.0,13.0,"Matthew Stafford pass complete short right to Demarcus Robinson for 1 yard, touchdown",5.91,7.0,9.0,2024,136
3,8:28,,,SEA 15,10.0,13.0,Joshua Karty kicks extra point good,0.0,0.0,9.0,2024,136
3,8:28,,,LAR 35,10.0,13.0,"Joshua Karty kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,136
3,8:28,1.0,10.0,SEA 30,10.0,13.0,Geno Smith scrambles up the middle for 3 yards (tackle by Byron Young),0.94,0.8,9.0,2024,136
3,8:02,2.0,7.0,SEA 33,10.0,13.0,"Penalty on Anthony Bradford: False Start, 5 yards (accepted) (no play)",0.8,0.12,9.0,2024,136
3,7:47,2.0,12.0,SEA 28,10.0,13.0,Geno Smith sacked by Byron Young for -4 yards,0.12,-1.09,9.0,2024,136
3,7:16,3.0,16.0,SEA 24,10.0,13.0,"Geno Smith pass complete deep middle to Jaxon Smith-Njigba for 41 yards (tackle by Kamren Kinchens). Penalty on Michael Jerrell: Offensive Holding, 10 yards (accepted) (no play)",-1.09,-3.07,9.0,2024,136
3,6:52,3.0,26.0,SEA 14,10.0,13.0,Kenneth Walker left tackle for 7 yards (tackle by Christian Rozeboom),-3.07,-1.96,9.0,2024,136
3,6:13,4.0,19.0,SEA 21,10.0,13.0,"Michael Dickson punts 44 yards, fair catch by Xavier Smith at LA-35",-1.96,-1.27,9.0,2024,136
3,6:06,1.0,10.0,LAR 35,10.0,13.0,Matthew Stafford pass incomplete deep left intended for Tutu Atwell,1.27,0.72,9.0,2024,136
3,6:01,2.0,10.0,LAR 35,10.0,13.0,Matthew Stafford pass complete short middle to Demarcus Robinson for 2 yards (tackle by Devon Witherspoon),0.72,0.3,9.0,2024,136
3,5:26,3.0,8.0,LAR 37,10.0,13.0,"Matthew Stafford pass incomplete intended for Colby Parkinson. Penalty on Riq Woolen: Illegal Contact, 5 yards (accepted) (no play)",0.3,1.73,9.0,2024,136
3,5:20,1.0,10.0,LAR 42,10.0,13.0,"Kyren Williams right tackle for no gain (tackle by Tyrel Dodson). Penalty on Hunter Long: Offensive Holding, 10 yards (offset) . Penalty on Johnathan Hankins: Defensive Holding, 5 yards (offset) (no play)",1.73,1.73,9.0,2024,136
3,4:55,1.0,10.0,LAR 42,10.0,13.0,Kyren Williams left tackle for 3 yards (tackle by Julian Love and Roy Robertson-Harris),1.73,1.59,9.0,2024,136
3,4:13,2.0,7.0,LAR 45,10.0,13.0,Matthew Stafford pass complete short left to Kyren Williams for 26 yards (tackle by Coby Bryant),1.59,3.64,9.0,2024,136
3,3:33,1.0,10.0,SEA 29,10.0,13.0,Matthew Stafford pass complete short left to Cooper Kupp for 9 yards (tackle by Tyrel Dodson),3.64,4.32,9.0,2024,136
3,2:58,2.0,1.0,SEA 20,10.0,13.0,Kyren Williams up the middle for 6 yards (tackle by Ernest Jones),4.32,4.65,9.0,2024,136
3,2:24,,,,,,Timeout #1 by Seattle Seahawks,,,9.0,2024,136
3,2:24,1.0,10.0,SEA 14,10.0,13.0,Matthew Stafford pass incomplete short left intended for Davis Allen (defended by Riq Woolen),4.65,4.0,9.0,2024,136
3,2:18,2.0,10.0,SEA 14,10.0,13.0,Kyren Williams left tackle for 2 yards (tackle by Leonard Williams),4.0,3.43,9.0,2024,136
3,1:32,3.0,8.0,SEA 12,10.0,13.0,"Matthew Stafford pass incomplete short left intended for Kyren Williams. Penalty on Derick Hall: Roughing the Passer, 6 yards (accepted) (no play)",3.43,5.83,9.0,2024,136
3,1:32,1.0,6.0,SEA 6,10.0,13.0,Matthew Stafford pass complete short left to Davis Allen for 5 yards (tackle by Julian Love),5.83,5.91,9.0,2024,136
3,1:05,2.0,1.0,SEA 1,10.0,13.0,Kyren Williams up the middle for -2 yards (tackle by Ernest Jones),5.91,4.72,9.0,2024,136
3,0:36,3.0,3.0,SEA 3,10.0,13.0,Matthew Stafford pass incomplete short middle intended for Davis Allen (defended by Coby Bryant),4.72,3.04,9.0,2024,136
3,0:30,4.0,3.0,SEA 3,13.0,13.0,Joshua Karty 21 yard field goal good,3.04,3.0,9.0,2024,136
3,0:27,,,LAR 35,13.0,13.0,"Joshua Karty kicks off 66 yards, returned by Laviska Shenault for 32 yards (tackle by Jaylen McCollough)",0.0,1.0,9.0,2024,136
3,0:17,1.0,10.0,SEA 31,13.0,13.0,Kenneth Walker right guard for 5 yards (tackle by Bobby Brown),1.0,1.14,9.0,2024,136
4,15:00,2.0,5.0,SEA 36,13.0,13.0,Kenneth Walker left guard for 1 yard (tackle by Kobie Turner and Braden Fiske),1.14,0.56,9.0,2024,136
4,14:22,3.0,4.0,SEA 37,13.0,13.0,Geno Smith pass complete deep right to Tyler Lockett for 20 yards (tackle by Darious Williams),0.56,2.72,9.0,2024,136
4,13:45,1.0,10.0,LAR 43,13.0,13.0,Geno Smith pass complete short right to Kenneth Walker for 2 yards (tackle by Christian Rozeboom),2.72,2.45,9.0,2024,136
4,13:18,2.0,8.0,LAR 41,13.0,13.0,Kenneth Walker right end for -2 yards (tackle by Christian Rozeboom and Darious Williams),2.45,1.49,9.0,2024,136
4,12:47,3.0,10.0,LAR 43,13.0,13.0,"Geno Smith pass incomplete deep left intended for Cody White. Penalty on Ahkello Witherspoon: Defensive Pass Interference, 23 yards (accepted) (no play)",1.49,4.24,9.0,2024,136
4,12:42,1.0,10.0,LAR 20,13.0,13.0,Kenneth Walker up the middle for -2 yards (tackle by Jared Verse),4.24,3.42,9.0,2024,136
4,12:03,2.0,12.0,LAR 22,13.0,13.0,Geno Smith pass complete short middle to Cody White for 16 yards (tackle by Quentin Lake),3.42,5.83,9.0,2024,136
4,11:17,1.0,6.0,LAR 6,19.0,13.0,"Geno Smith pass short left intended for Jaxon Smith-Njigba is intercepted by Kamren Kinchens in end zone and returned for 103 yards. Kamren Kinchens fumbles, recovered by Kamren Kinchens at end zone, touchdown",5.83,-7.0,9.0,2024,136
4,10:59,,,SEA 15,20.0,13.0,Joshua Karty kicks extra point good,0.0,0.0,9.0,2024,136
4,10:59,,,LAR 35,20.0,13.0,"Joshua Karty kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,136
4,10:59,1.0,10.0,SEA 30,20.0,13.0,Zach Charbonnet up the middle for 6 yards (tackle by Quentin Lake),0.94,1.2,9.0,2024,136
4,10:41,2.0,4.0,SEA 36,20.0,13.0,Geno Smith pass incomplete short left intended for Zach Charbonnet (defended by Nick Hampton),1.2,0.5,9.0,2024,136
4,10:36,3.0,4.0,SEA 36,20.0,13.0,Geno Smith sacked by Kobie Turner for -10 yards,0.5,-1.63,9.0,2024,136
4,9:56,4.0,14.0,SEA 26,20.0,13.0,"Michael Dickson punts 45 yards, fair catch by Xavier Smith at LA-29",-1.63,-0.87,9.0,2024,136
4,9:49,1.0,10.0,LAR 29,20.0,13.0,Kyren Williams right guard for 2 yards (tackle by Ernest Jones),0.87,0.6,9.0,2024,136
4,9:06,2.0,8.0,LAR 31,20.0,13.0,Matthew Stafford pass incomplete deep left intended for Tutu Atwell,0.6,-0.1,9.0,2024,136
4,8:57,3.0,8.0,LAR 31,20.0,13.0,Matthew Stafford pass incomplete short middle intended for Demarcus Robinson,-0.1,-1.31,9.0,2024,136
4,8:52,4.0,8.0,LAR 31,20.0,13.0,Ty Zentner punts blocked by Cody White,-1.31,-4.31,9.0,2024,136
4,8:44,1.0,10.0,LAR 19,20.0,13.0,Geno Smith pass complete short right to Kenneth Walker for 4 yards (tackle by Quentin Lake),4.31,4.35,9.0,2024,136
4,8:01,2.0,6.0,LAR 15,20.0,13.0,Geno Smith sacked by Quentin Lake for no gain,4.35,3.58,9.0,2024,136
4,7:25,3.0,6.0,LAR 15,20.0,13.0,Geno Smith pass complete short right to AJ Barner for 10 yards (tackle by Darious Williams),3.58,6.06,9.0,2024,136
4,6:51,1.0,5.0,LAR 5,20.0,13.0,Kenneth Walker up the middle for 1 yard (tackle by Bobby Brown and Kobie Turner),6.06,5.34,9.0,2024,136
4,6:11,2.0,4.0,LAR 4,20.0,13.0,Geno Smith pass short right intended for AJ Barner is intercepted by Kamren Kinchens at LA-7 and returned for no gain (tackle by AJ Barner),5.34,0.38,9.0,2024,136
4,6:07,1.0,10.0,LAR 7,20.0,13.0,Kyren Williams up the middle for 1 yard (tackle by Byron Murphy and Roy Robertson-Harris),-0.38,-0.71,9.0,2024,136
4,5:26,2.0,9.0,LAR 8,20.0,13.0,Matthew Stafford pass complete short right to Cooper Kupp for 6 yards (tackle by Josh Jobe),-0.71,-0.6,9.0,2024,136
4,4:45,3.0,3.0,LAR 14,20.0,13.0,Matthew Stafford pass incomplete short right intended for Cooper Kupp (defended by Devon Witherspoon),-0.6,-2.47,9.0,2024,136
4,4:39,4.0,3.0,LAR 14,20.0,13.0,"Ty Zentner punts 50 yards, returned by Dee Williams for 2 yards (tackle by Blake Corum)",-2.47,-1.47,9.0,2024,136
4,4:28,1.0,10.0,SEA 38,20.0,13.0,Geno Smith sacked by Braden Fiske for -6 yards,1.47,0.11,9.0,2024,136
4,3:54,2.0,16.0,SEA 32,20.0,13.0,"Geno Smith pass complete deep right to Jaxon Smith-Njigba for no gain (tackle by Quentin Lake). Penalty on Michael Jerrell: Offensive Holding, 10 yards (accepted) (no play)",0.11,-1.24,9.0,2024,136
4,3:47,2.0,26.0,SEA 22,20.0,13.0,"Penalty on Michael Jerrell: False Start, 5 yards (accepted) (no play)",-1.24,-2.06,9.0,2024,136
4,3:47,2.0,31.0,SEA 17,20.0,13.0,Geno Smith pass incomplete deep left intended for Jaxon Smith-Njigba,-2.06,-3.04,9.0,2024,136
4,3:41,3.0,31.0,SEA 17,20.0,13.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 14 yards (tackle by Jaylen McCollough),-3.04,-1.31,9.0,2024,136
