Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA,week,year,game_id
1.0,1:48,1.0,10.0,KAN 25,3.0,3.0,Patrick Mahomes pass complete short middle to Kadarius Toney for 13 yards (tackle by Ja'Sir Taylor),0.61,1.47,7.0,2023,104
1.0,1:16,1.0,10.0,KAN 38,3.0,3.0,Isiah Pacheco right guard for 4 yards (tackle by Austin Johnson and Eric Kendricks),1.47,1.46,7.0,2023,104
1.0,0:41,2.0,6.0,KAN 42,3.0,3.0,Patrick Mahomes pass complete short left to Travis Kelce for 3 yards (tackle by Dean Marlowe),1.46,1.16,7.0,2023,104
2.0,15:00,3.0,3.0,KAN 45,3.0,3.0,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Dean Marlowe),1.16,2.52,7.0,2023,104
2.0,14:23,1.0,10.0,LAC 46,3.0,9.0,"Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 46 yards, touchdown",2.52,7.0,7.0,2023,104
2.0,14:11,,,LAC 15,3.0,10.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2023,104
2.0,14:11,,,KAN 35,3.0,10.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,104
2.0,14:11,1.0,10.0,LAC 25,3.0,10.0,Austin Ekeler right guard for 2 yards (tackle by George Karlaftis and Justin Reid),0.61,0.33,7.0,2023,104
2.0,13:28,2.0,8.0,LAC 27,3.0,10.0,"Justin Herbert pass complete short right to Gerald Everett for no gain. Penalty on Zion Johnson: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",0.33,-1.15,7.0,2023,104
2.0,13:14,2.0,18.0,LAC 17,3.0,10.0,Justin Herbert pass complete short right to Derius Davis for 10 yards (tackle by Jaylen Watson),-1.15,-0.36,7.0,2023,104
2.0,12:33,3.0,8.0,LAC 27,3.0,10.0,Justin Herbert pass complete short right to Donald Parham for 9 yards (tackle by Justin Reid),-0.36,1.33,7.0,2023,104
2.0,11:53,1.0,10.0,LAC 36,3.0,10.0,Joshua Kelley right guard for 7 yards (tackle by Trent McDuffie),1.33,1.74,7.0,2023,104
2.0,11:33,2.0,3.0,LAC 43,3.0,10.0,Justin Herbert pass complete short right to Gerald Everett for 8 yards (tackle by Justin Reid),1.74,2.32,7.0,2023,104
2.0,10:51,1.0,10.0,KAN 49,9.0,10.0,"Joshua Kelley left guard for 49 yards, touchdown",2.32,7.0,7.0,2023,104
2.0,10:42,,,KAN 15,10.0,10.0,Cameron Dicker kicks extra point good,0.0,0.0,7.0,2023,104
2.0,10:42,,,LAC 35,10.0,10.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,104
2.0,10:42,1.0,10.0,KAN 25,10.0,10.0,Isiah Pacheco left tackle for 3 yards (tackle by Joey Bosa),0.61,0.47,7.0,2023,104
2.0,10:09,2.0,7.0,KAN 28,10.0,10.0,Patrick Mahomes pass complete short left to Travis Kelce for 13 yards (tackle by Derwin James),0.47,1.66,7.0,2023,104
2.0,9:25,1.0,10.0,KAN 41,10.0,10.0,Patrick Mahomes pass complete short left to Travis Kelce for 53 yards (tackle by Dean Marlowe),1.66,5.83,7.0,2023,104
2.0,8:44,1.0,6.0,LAC 6,10.0,16.0,"Patrick Mahomes pass complete short left to Rashee Rice for 6 yards, touchdown",5.83,7.0,7.0,2023,104
2.0,8:37,,,LAC 15,10.0,17.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2023,104
2.0,8:37,,,KAN 35,10.0,17.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,104
2.0,8:37,1.0,10.0,LAC 25,10.0,17.0,Austin Ekeler up the middle for 6 yards (tackle by Charles Omenihu),0.61,0.87,7.0,2023,104
2.0,8:18,2.0,4.0,LAC 31,10.0,17.0,Justin Herbert pass complete deep left to Josh Palmer for 60 yards (tackle by Bryan Cook),0.87,5.14,7.0,2023,104
2.0,7:48,1.0,9.0,KAN 9,10.0,17.0,Justin Herbert pass incomplete short left intended for Keenan Allen,5.14,4.38,7.0,2023,104
2.0,7:44,2.0,9.0,KAN 9,10.0,17.0,Austin Ekeler left end for 2 yards (tackle by Michael Danna),4.38,3.81,7.0,2023,104
2.0,7:11,3.0,7.0,KAN 7,16.0,17.0,"Justin Herbert pass complete short middle to Gerald Everett for 7 yards, touchdown",3.81,7.0,7.0,2023,104
2.0,7:06,,,KAN 15,17.0,17.0,Cameron Dicker kicks extra point good,0.0,0.0,7.0,2023,104
2.0,7:06,,,LAC 35,17.0,17.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,104
2.0,7:06,1.0,10.0,KAN 25,17.0,17.0,Patrick Mahomes pass complete short right to Travis Kelce for 16 yards (tackle by Ja'Sir Taylor),0.61,1.66,7.0,2023,104
2.0,6:26,1.0,10.0,KAN 41,17.0,17.0,Clyde Edwards-Helaire right end for -2 yards (tackle by Tuli Tuipulotu),1.66,0.85,7.0,2023,104
2.0,5:56,2.0,12.0,KAN 39,17.0,17.0,Patrick Mahomes pass incomplete short left intended for Marquez Valdes-Scantling,0.85,0.17,7.0,2023,104
2.0,5:52,3.0,12.0,KAN 39,17.0,17.0,Patrick Mahomes pass deep left intended for Mecole Hardman is intercepted by Asante Samuel at LAC-21 and returned for no gain (tackle by Mecole Hardman),0.17,-0.34,7.0,2023,104
2.0,5:44,1.0,10.0,LAC 21,17.0,17.0,Justin Herbert pass incomplete deep left intended for Derius Davis,0.34,-0.2,7.0,2023,104
2.0,5:39,2.0,10.0,LAC 21,17.0,17.0,Joshua Kelley right guard for 3 yards (tackle by Willie Gay and Nick Bolton),-0.2,-0.49,7.0,2023,104
2.0,5:07,3.0,7.0,LAC 24,17.0,17.0,Justin Herbert pass complete deep right to Quentin Johnston for 20 yards (tackle by Jaylen Watson and Justin Reid),-0.49,1.86,7.0,2023,104
2.0,4:24,1.0,10.0,LAC 44,17.0,17.0,Justin Herbert pass incomplete short middle intended for Keenan Allen,1.86,1.32,7.0,2023,104
2.0,4:19,2.0,10.0,LAC 44,17.0,17.0,Justin Herbert sacked by Charles Omenihu for -6 yards,1.32,-0.16,7.0,2023,104
2.0,3:40,3.0,16.0,LAC 38,17.0,17.0,Justin Herbert pass complete short right to Gerald Everett for 11 yards (tackle by Trent McDuffie),-0.16,-0.13,7.0,2023,104
2.0,2:56,4.0,5.0,LAC 49,17.0,17.0,JK Scott punts 47 yards downed by Ja'Sir Taylor,-0.13,0.38,7.0,2023,104
2.0,2:48,1.0,10.0,KAN 4,17.0,17.0,Patrick Mahomes pass complete short middle to Rashee Rice for 37 yards (tackle by Dean Marlowe),-0.38,1.66,7.0,2023,104
2.0,2:10,1.0,10.0,KAN 41,17.0,17.0,Patrick Mahomes pass complete short right to Travis Kelce for 15 yards (tackle by Dean Marlowe),1.66,2.65,7.0,2023,104
2.0,2:00,1.0,10.0,LAC 44,17.0,17.0,Patrick Mahomes pass complete short right to Travis Kelce for 5 yards (tackle by Derwin James),2.65,2.78,7.0,2023,104
2.0,1:29,2.0,5.0,LAC 39,17.0,17.0,Patrick Mahomes pass complete deep left to Marquez Valdes-Scantling for 28 yards (tackle by Kenneth Murray),2.78,4.84,7.0,2023,104
2.0,0:43,1.0,10.0,LAC 11,17.0,17.0,"Patrick Mahomes pass incomplete short right intended for Justyn Ross. Penalty on Justyn Ross: Offensive Pass Interference, 10 yards (accepted) (no play)",4.84,4.17,7.0,2023,104
2.0,0:38,1.0,20.0,LAC 21,17.0,17.0,Patrick Mahomes pass complete short right to Jerick McKinnon for -3 yards (tackle by Kenneth Murray),4.17,2.53,7.0,2023,104
2.0,0:29,,,,,,Timeout #1 by Kansas City Chiefs,,,7.0,2023,104
2.0,0:29,2.0,23.0,LAC 24,17.0,17.0,"Patrick Mahomes pass incomplete intended for Travis Kelce. Penalty on Eric Kendricks: Defensive Pass Interference, 23 yards (accepted) (no play)",2.53,6.97,7.0,2023,104
2.0,0:21,1.0,1.0,LAC 1,17.0,23.0,"Patrick Mahomes pass complete short middle to Travis Kelce for 1 yard, touchdown",6.97,7.0,7.0,2023,104
2.0,0:15,,,LAC 15,17.0,24.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2023,104
2.0,0:15,,,KAN 35,17.0,24.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,104
2.0,0:15,1.0,10.0,LAC 25,17.0,24.0,Justin Herbert kneels for -1 yards,0.61,-0.07,7.0,2023,104
3.0,15:00,,,LAC 35,17.0,24.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,104
3.0,15:00,1.0,10.0,KAN 25,17.0,24.0,Patrick Mahomes pass complete short right to Isiah Pacheco for 12 yards (tackle by Dean Marlowe),0.61,1.4,7.0,2023,104
3.0,14:40,1.0,10.0,KAN 37,17.0,24.0,Isiah Pacheco left guard for 2 yards (tackle by Khalil Mack and Dean Marlowe),1.4,1.13,7.0,2023,104
3.0,14:04,2.0,8.0,KAN 39,17.0,24.0,Patrick Mahomes pass complete short left to Isiah Pacheco for 6 yards (tackle by Dean Marlowe),1.13,1.22,7.0,2023,104
3.0,13:21,3.0,2.0,KAN 45,17.0,24.0,Patrick Mahomes pass complete short right to Travis Kelce for 15 yards (tackle by Dean Marlowe),1.22,2.92,7.0,2023,104
3.0,12:31,1.0,10.0,LAC 40,17.0,24.0,Patrick Mahomes pass incomplete deep right intended for Skyy Moore,2.92,2.37,7.0,2023,104
3.0,12:26,2.0,10.0,LAC 40,17.0,24.0,Isiah Pacheco left end for 3 yards (tackle by Chris Rumph and Dean Marlowe),2.37,2.08,7.0,2023,104
3.0,11:43,3.0,7.0,LAC 37,17.0,24.0,Patrick Mahomes scrambles for 8 yards (tackle by Kenneth Murray),2.08,3.64,7.0,2023,104
3.0,11:09,1.0,10.0,LAC 29,17.0,24.0,Jerick McKinnon up the middle for 3 yards (tackle by Eric Kendricks),3.64,3.51,7.0,2023,104
3.0,10:33,2.0,7.0,LAC 26,17.0,24.0,"Patrick Mahomes pass complete short left to Blake Bell for 7 yards. Blake Bell fumbles (forced by Eric Kendricks), recovered by Derwin James at LAC-19 (tackle by Eric Kendricks)",3.51,-0.15,7.0,2023,104
3.0,10:24,1.0,10.0,LAC 19,17.0,24.0,Austin Ekeler left end for 5 yards (tackle by Bryan Cook and Nick Bolton),0.15,0.34,7.0,2023,104
3.0,9:46,2.0,5.0,LAC 24,17.0,24.0,Derius Davis left end for 3 yards (tackle by L'Jarius Sneed),0.34,-0.03,7.0,2023,104
3.0,9:09,3.0,2.0,LAC 27,17.0,24.0,Austin Ekeler left guard for 4 yards (tackle by Nick Bolton),-0.03,1.0,7.0,2023,104
3.0,8:27,1.0,10.0,LAC 31,17.0,24.0,Justin Herbert pass complete short left to Keenan Allen for 19 yards (tackle by Bryan Cook),1.0,2.26,7.0,2023,104
3.0,7:56,1.0,10.0,KAN 50,17.0,24.0,Joshua Kelley right end for 9 yards (tackle by Jaylen Watson),2.26,2.93,7.0,2023,104
3.0,7:24,2.0,1.0,KAN 41,17.0,24.0,Joshua Kelley left guard for 4 yards (tackle by Leo Chenal and Michael Danna),2.93,3.12,7.0,2023,104
3.0,6:51,1.0,10.0,KAN 37,17.0,24.0,Austin Ekeler right guard for 3 yards (tackle by Michael Danna),3.12,2.98,7.0,2023,104
3.0,6:13,2.0,7.0,KAN 34,17.0,24.0,"Justin Herbert pass complete deep left to Josh Palmer for 25 yards (tackle by Trent McDuffie). Penalty on Trent McDuffie: Defensive Pass Interference, 15 yards (declined)",2.98,5.14,7.0,2023,104
3.0,5:46,1.0,9.0,KAN 9,17.0,24.0,Austin Ekeler up the middle for 1 yard (tackle by Derrick Nnadi and Nick Bolton),5.14,4.57,7.0,2023,104
3.0,5:13,2.0,8.0,KAN 8,17.0,24.0,Justin Herbert pass incomplete short middle intended for Gerald Everett,4.57,3.58,7.0,2023,104
3.0,5:04,3.0,8.0,KAN 8,17.0,24.0,Justin Herbert pass short middle (defended by Charles Omenihu) intended for Donald Parham is intercepted by L'Jarius Sneed at KC-6 and returned for 4 yards (tackle by Rashawn Slater and Will Clapp),3.58,0.38,7.0,2023,104
3.0,4:56,1.0,10.0,KAN 10,17.0,24.0,Isiah Pacheco right guard for 6 yards (tackle by Scott Matlock and Eric Kendricks),-0.38,-0.23,7.0,2023,104
3.0,4:18,2.0,4.0,KAN 16,17.0,24.0,Patrick Mahomes pass complete short left to Skyy Moore for 4 yards (tackle by Eric Kendricks),-0.23,0.28,7.0,2023,104
3.0,3:42,1.0,10.0,KAN 20,17.0,24.0,Patrick Mahomes pass incomplete short right intended for Marquez Valdes-Scantling,0.28,-0.27,7.0,2023,104
3.0,3:35,2.0,10.0,KAN 20,17.0,24.0,Jerick McKinnon left end for -1 yards (tackle by Michael Davis and Derwin James),-0.27,-1.14,7.0,2023,104
3.0,2:57,3.0,11.0,KAN 19,17.0,24.0,"Penalty on Travis Kelce: False Start, 5 yards (accepted) (no play)",-1.14,-2.03,7.0,2023,104
3.0,2:33,3.0,16.0,KAN 14,17.0,24.0,Patrick Mahomes scrambles left end for 23 yards (tackle by Kenneth Murray),-2.03,1.4,7.0,2023,104
3.0,1:55,1.0,10.0,KAN 37,17.0,24.0,Isiah Pacheco left guard for no gain (tackle by Kenneth Murray),1.4,0.86,7.0,2023,104
3.0,1:21,2.0,10.0,KAN 37,17.0,24.0,Patrick Mahomes pass incomplete deep left,0.86,0.17,7.0,2023,104
3.0,1:11,3.0,10.0,KAN 37,17.0,24.0,Patrick Mahomes sacked by Kenneth Murray for -9 yards,0.17,-1.5,7.0,2023,104
3.0,0:27,4.0,19.0,KAN 28,17.0,24.0,Tommy Townsend punts 48 yards downed by Joshua Williams,-1.5,-0.54,7.0,2023,104
3.0,0:16,1.0,10.0,LAC 24,17.0,24.0,Austin Ekeler left guard for 5 yards (tackle by Tershawn Wharton),0.54,0.67,7.0,2023,104
4.0,15:00,2.0,5.0,LAC 29,17.0,24.0,Austin Ekeler right guard for 2 yards (tackle by Bryan Cook and Tershawn Wharton),0.67,0.23,7.0,2023,104
4.0,14:29,3.0,3.0,LAC 31,17.0,24.0,Joshua Kelley right end for 1 yard (tackle by Nick Bolton and George Karlaftis),0.23,-1.24,7.0,2023,104
4.0,13:45,4.0,2.0,LAC 32,17.0,24.0,JK Scott punts 65 yards out of bounds,-1.24,0.38,7.0,2023,104
4.0,13:34,1.0,10.0,KAN 3,17.0,24.0,Patrick Mahomes pass incomplete short left intended for Clyde Edwards-Helaire,-0.38,-0.78,7.0,2023,104
4.0,13:31,2.0,10.0,KAN 3,17.0,24.0,Clyde Edwards-Helaire left tackle for 7 yards (tackle by Derwin James and Michael Davis),-0.78,-0.6,7.0,2023,104
4.0,12:55,3.0,3.0,KAN 10,17.0,24.0,Patrick Mahomes pass incomplete deep right intended for Rashee Rice,-0.6,-2.49,7.0,2023,104
4.0,12:48,4.0,3.0,KAN 10,17.0,24.0,"Tommy Townsend punts 46 yards, fair catch by Derius Davis at LAC-44",-2.49,-1.86,7.0,2023,104
4.0,12:41,1.0,10.0,LAC 44,17.0,24.0,Justin Herbert pass incomplete short left intended for Josh Palmer,1.86,1.32,7.0,2023,104
4.0,12:36,2.0,10.0,LAC 44,17.0,24.0,"Penalty on Derius Davis: False Start, 5 yards (accepted) (no play)",1.32,0.64,7.0,2023,104
4.0,12:36,2.0,15.0,LAC 39,17.0,24.0,Justin Herbert pass complete short left to Keenan Allen for 8 yards (tackle by Trent McDuffie),0.64,1.03,7.0,2023,104
4.0,12:02,3.0,7.0,LAC 47,17.0,24.0,Justin Herbert pass incomplete short middle intended for Keenan Allen (defended by Mike Edwards),1.03,-0.26,7.0,2023,104
4.0,11:59,4.0,7.0,LAC 47,17.0,24.0,"JK Scott punts 45 yards, fair catch by Mecole Hardman at KC-8",-0.26,0.38,7.0,2023,104
4.0,11:51,1.0,10.0,KAN 8,17.0,24.0,"Isiah Pacheco right end for no gain. Penalty on Trey Smith: Offensive Holding, 4 yards (accepted) (no play)",-0.38,-0.53,7.0,2023,104
4.0,11:19,1.0,14.0,KAN 4,17.0,24.0,Isiah Pacheco up the middle for 5 yards (tackle by Kenneth Murray and Austin Johnson),-0.53,-0.71,7.0,2023,104
4.0,10:50,2.0,9.0,KAN 9,17.0,24.0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 10 yards (tackle by Asante Samuel),-0.71,0.15,7.0,2023,104
4.0,10:12,1.0,10.0,KAN 19,17.0,24.0,Isiah Pacheco right end for no gain (tackle by Ja'Sir Taylor),0.15,-0.39,7.0,2023,104
4.0,9:35,2.0,10.0,KAN 19,17.0,24.0,"Patrick Mahomes pass complete short left to Travis Kelce for 14 yards (tackle by Derwin James). Penalty on Derwin James: Defensive Holding, 5 yards (declined)",-0.39,1.14,7.0,2023,104
4.0,9:03,1.0,10.0,KAN 33,17.0,24.0,Patrick Mahomes pass incomplete short right,1.14,0.59,7.0,2023,104
4.0,8:53,2.0,10.0,KAN 33,17.0,24.0,Patrick Mahomes pass complete short right to Isiah Pacheco for 2 yards (tackle by Eric Kendricks),0.59,0.17,7.0,2023,104
4.0,8:12,3.0,8.0,KAN 35,17.0,24.0,Patrick Mahomes pass incomplete deep left intended for Travis Kelce (defended by Ja'Sir Taylor),0.17,-1.04,7.0,2023,104
4.0,8:07,4.0,8.0,KAN 35,17.0,24.0,"Tommy Townsend punts 43 yards, fair catch by Derius Davis at LAC-22",-1.04,-0.41,7.0,2023,104
4.0,8:00,1.0,10.0,LAC 22,17.0,24.0,Justin Herbert pass complete short left to Keenan Allen for 2 yards (tackle by Nick Bolton),0.41,0.14,7.0,2023,104
4.0,7:22,2.0,8.0,LAC 24,17.0,24.0,Austin Ekeler left end for 3 yards (tackle by Felix Anudike-Uzomah and Michael Danna),0.14,-0.16,7.0,2023,104
4.0,6:37,3.0,5.0,LAC 27,17.0,24.0,Justin Herbert pass incomplete short right intended for Keenan Allen (defended by Willie Gay),-0.16,-1.57,7.0,2023,104
4.0,6:32,4.0,5.0,LAC 27,17.0,24.0,"JK Scott punts 58 yards, returned by Mecole Hardman for 50 yards (tackle by Daiyan Henley)",-1.57,-3.25,7.0,2023,104
4.0,6:16,1.0,10.0,LAC 35,17.0,24.0,"Isiah Pacheco right guard for 5 yards (tackle by Eric Kendricks) LAC challenged the runner was down by contact ruling, and the play was upheld.",3.25,3.38,7.0,2023,104
4.0,5:57,2.0,5.0,LAC 30,17.0,24.0,Patrick Mahomes pass complete short left to Rashee Rice for 12 yards (tackle by Dean Marlowe),3.38,4.37,7.0,2023,104
4.0,5:10,1.0,10.0,LAC 18,17.0,24.0,Isiah Pacheco up the middle for -3 yards (tackle by Eric Kendricks),4.37,3.42,7.0,2023,104
4.0,4:29,2.0,13.0,LAC 21,17.0,24.0,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Ja'Sir Taylor),3.42,3.63,7.0,2023,104
4.0,3:48,3.0,6.0,LAC 14,17.0,24.0,Patrick Mahomes pass complete short right to Mecole Hardman for 6 yards (tackle by Asante Samuel),3.63,5.37,7.0,2023,104
4.0,3:35,,,,,,Timeout #2 by Los Angeles Chargers,,,7.0,2023,104
4.0,3:35,1.0,8.0,LAC 8,17.0,30.0,"Patrick Mahomes pass complete short right to Isiah Pacheco for 8 yards, touchdown",5.37,7.0,7.0,2023,104
4.0,3:30,,,LAC 15,17.0,31.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2023,104
4.0,3:30,,,KAN 35,17.0,31.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,104
4.0,3:30,1.0,10.0,LAC 25,17.0,31.0,Justin Herbert pass incomplete deep middle intended for Donald Parham (defended by Drue Tranquill),0.61,0.06,7.0,2023,104
4.0,3:24,2.0,10.0,LAC 25,17.0,31.0,Justin Herbert pass incomplete deep left intended for Josh Palmer (defended by Justin Reid),0.06,-0.62,7.0,2023,104
4.0,3:19,3.0,10.0,LAC 25,17.0,31.0,Justin Herbert sacked by Michael Danna for -6 yards,-0.62,-2.14,7.0,2023,104
4.0,2:38,4.0,16.0,LAC 19,17.0,31.0,Justin Herbert pass complete deep right to Josh Palmer for 19 yards (tackle by L'Jarius Sneed),-2.14,1.47,7.0,2023,104
4.0,2:19,1.0,10.0,LAC 38,17.0,31.0,Justin Herbert pass complete short right to Stone Smartt for 5 yards (tackle by L'Jarius Sneed),1.47,1.6,7.0,2023,104
4.0,2:10,2.0,5.0,LAC 43,17.0,31.0,Justin Herbert pass incomplete deep right intended for Quentin Johnston,1.6,0.89,7.0,2023,104
4.0,2:03,3.0,5.0,LAC 43,17.0,31.0,Justin Herbert pass complete short right to Josh Palmer for 22 yards (tackle by Drue Tranquill),0.89,3.25,7.0,2023,104
4.0,1:57,1.0,10.0,KAN 35,17.0,31.0,Justin Herbert sacked by Drue Tranquill for -9 yards,3.25,1.49,7.0,2023,104
4.0,1:27,2.0,19.0,KAN 44,17.0,31.0,"Penalty on Trey Pipkins: False Start, 5 yards (accepted) (no play)",1.49,0.81,7.0,2023,104
4.0,1:20,2.0,24.0,KAN 49,17.0,31.0,Justin Herbert pass deep left intended for Keenan Allen is intercepted by Bryan Cook at KC-22 and returned for 9 yards (tackle by Josh Palmer),0.81,-1.0,7.0,2023,104
4.0,1:07,1.0,10.0,KAN 31,17.0,31.0,Patrick Mahomes kneels for -1 yards,1.0,0.32,7.0,2023,104
4.0,0:41,2.0,11.0,KAN 30,17.0,31.0,Patrick Mahomes kneels for -1 yards,0.32,-0.49,7.0,2023,104
