Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA,week,year,game_id
4.0,1:00,2.0,8.0,ATL 8,13.0,10.0,Baker Mayfield pass incomplete short left intended for Chris Godwin,4.57,3.58,7.0,2023,96
4.0,0:56,3.0,8.0,ATL 8,13.0,10.0,Baker Mayfield sacked by David Onyemata for -10 yards,3.58,2.25,7.0,2023,96
4.0,0:49,,,,,,Timeout #1 by Atlanta Falcons,,,7.0,2023,96
4.0,0:49,4.0,18.0,ATL 18,13.0,13.0,Chase McLaughlin 36 yard field goal good,2.25,3.0,7.0,2023,96
4.0,0:45,,,TAM 35,13.0,13.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,96
4.0,0:45,1.0,10.0,ATL 25,13.0,13.0,"Desmond Ridder pass complete deep right to Kyle Pitts for 17 yards (tackle by Ryan Neal) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Desmond Ridder pass incomplete deep right intended for Kyle Pitts",0.61,0.06,7.0,2023,96
4.0,0:36,2.0,10.0,ATL 25,13.0,13.0,Desmond Ridder pass complete deep left to Kyle Pitts for 39 yards (tackle by Ryan Neal),0.06,3.18,7.0,2023,96
4.0,0:36,1.0,10.0,TAM 36,13.0,13.0,Bijan Robinson up the middle for 3 yards (tackle by Shaquil Barrett),3.18,3.04,7.0,2023,96
4.0,0:25,,,,,,Timeout #2 by Atlanta Falcons,,,7.0,2023,96
4.0,0:25,2.0,7.0,TAM 33,13.0,13.0,Tyler Allgeier left tackle for no gain (tackle by Greg Gaines and Shaquil Barrett),3.04,2.35,7.0,2023,96
4.0,0:04,,,,,,Timeout #3 by Atlanta Falcons,,,7.0,2023,96
4.0,0:04,3.0,7.0,TAM 33,16.0,13.0,Younghoe Koo 51 yard field goal good,2.35,3.0,7.0,2023,96
