Quarter,Time,Down,ToGo,Location,LVR,MIA,Detail,EPB,EPA,week,year,game_id
1.0,3:37,1.0,10.0,MIA 40,3.0,0.0,Raheem Mostert left end for 4 yards (tackle by Bilal Nichols and Marcus Epps),1.6,1.59,11.0,2023,156
1.0,2:56,2.0,6.0,MIA 44,3.0,0.0,Tua Tagovailoa pass complete deep left to Tyreek Hill for 18 yards (tackle by Nate Hobbs),1.59,3.05,11.0,2023,156
1.0,2:14,1.0,10.0,LVR 38,3.0,0.0,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle (defended by Nate Hobbs),3.05,2.51,11.0,2023,156
1.0,2:10,2.0,10.0,LVR 38,3.0,6.0,"Tua Tagovailoa pass complete short right to Tyreek Hill for 38 yards, touchdown",2.51,7.0,11.0,2023,156
1.0,2:03,,,LVR 15,3.0,7.0,Jason Sanders kicks extra point good,0.0,0.0,11.0,2023,156
1.0,2:03,,,MIA 35,3.0,7.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,156
1.0,2:03,1.0,10.0,LVR 25,3.0,7.0,Aidan O'Connell pass complete deep right to Tre Tucker for 17 yards (tackle by Xavien Howard),0.61,1.73,11.0,2023,156
1.0,1:24,1.0,10.0,LVR 42,3.0,7.0,Josh Jacobs left guard for 9 yards (tackle by Jevon Holland),1.73,2.4,11.0,2023,156
1.0,0:48,2.0,1.0,MIA 49,3.0,7.0,Aidan O'Connell up the middle for 3 yards (tackle by Andrew Van Ginkel),2.4,2.52,11.0,2023,156
1.0,0:08,1.0,10.0,MIA 46,9.0,7.0,"Aidan O'Connell pass complete deep left to Davante Adams for 46 yards, touchdown",2.52,7.0,11.0,2023,156
1.0,0:01,,,MIA 15,10.0,7.0,Daniel Carlson kicks extra point good,0.0,0.0,11.0,2023,156
1.0,0:01,,,LVR 35,10.0,7.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,156
1.0,0:01,1.0,10.0,MIA 25,10.0,7.0,Raheem Mostert right end for 10 yards (tackle by Divine Deablo),0.61,1.27,11.0,2023,156
2.0,15:00,1.0,10.0,MIA 35,10.0,7.0,Tua Tagovailoa pass incomplete short right intended for Raheem Mostert (defended by Maxx Crosby),1.27,0.72,11.0,2023,156
2.0,14:58,2.0,10.0,MIA 35,10.0,7.0,Raheem Mostert left end for 3 yards (tackle by Robert Spillane and John Jenkins),0.72,0.43,11.0,2023,156
2.0,14:14,3.0,7.0,MIA 38,10.0,7.0,Tua Tagovailoa pass complete deep right to Tyreek Hill for 21 yards (tackle by Marcus Peters),0.43,2.85,11.0,2023,156
2.0,13:30,1.0,10.0,LVR 41,10.0,7.0,Tua Tagovailoa pass complete short right to Cedrick Wilson for 9 yards (tackle by Tre'von Moehrig),2.85,3.52,11.0,2023,156
2.0,12:54,2.0,1.0,LVR 32,10.0,7.0,Salvon Ahmed up the middle for 3 yards (tackle by Isaiah Pola-Mao and Nate Hobbs),3.52,3.64,11.0,2023,156
2.0,12:15,1.0,10.0,LVR 29,10.0,7.0,Tua Tagovailoa pass complete short right to Alec Ingold for 5 yards (tackle by Nate Hobbs),3.64,3.78,11.0,2023,156
2.0,11:31,2.0,5.0,LVR 24,10.0,7.0,"Salvon Ahmed left guard for 1 yard (tackle by Tyree Wilson and Divine Deablo). Penalty on Tyree Wilson: Face Mask (15 Yards), 11 yards (accepted)",3.78,4.78,11.0,2023,156
2.0,11:12,1.0,10.0,LVR 12,10.0,7.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 1 yard (tackle by Nate Hobbs),4.78,4.27,11.0,2023,156
2.0,10:41,2.0,9.0,LVR 11,10.0,7.0,Raheem Mostert left guard for 4 yards (tackle by Robert Spillane),4.27,4.16,11.0,2023,156
2.0,10:04,,,,,,Timeout #1 by Las Vegas Raiders,,,11.0,2023,156
2.0,10:04,3.0,5.0,LVR 7,10.0,7.0,"Penalty on Austin Jackson: False Start, 5 yards (accepted) (no play)",4.16,3.12,11.0,2023,156
2.0,10:04,3.0,10.0,LVR 12,10.0,7.0,Tua Tagovailoa pass complete short right to Salvon Ahmed for 9 yards (tackle by Robert Spillane and Tyler Hall),3.12,3.06,11.0,2023,156
2.0,9:14,4.0,1.0,LVR 3,10.0,7.0,Tua Tagovailoa pass complete short left to Tyreek Hill for -4 yards (tackle by Nate Hobbs and Isaiah Pola-Mao),3.06,0.38,11.0,2023,156
2.0,9:08,1.0,10.0,LVR 7,10.0,7.0,Josh Jacobs left guard for 5 yards (tackle by Jerome Baker and David Long),-0.38,-0.42,11.0,2023,156
2.0,8:29,2.0,5.0,LVR 12,10.0,7.0,Aidan O'Connell pass complete short right to Hunter Renfrow for -2 yards (tackle by Kader Kohou),-0.42,-1.07,11.0,2023,156
2.0,7:45,3.0,7.0,LVR 10,10.0,7.0,Aidan O'Connell pass incomplete short left intended for Tre Tucker,-1.07,-2.49,11.0,2023,156
2.0,7:39,4.0,7.0,LVR 10,10.0,7.0,"AJ Cole punts 53 yards, fair catch by Cedrick Wilson at MIA-37",-2.49,-1.4,11.0,2023,156
2.0,7:31,1.0,10.0,MIA 37,10.0,7.0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 9 yards (tackle by Tre'von Moehrig),1.4,2.07,11.0,2023,156
2.0,7:00,2.0,1.0,MIA 46,10.0,7.0,Raheem Mostert up the middle for 4 yards (tackle by Tyler Hall and Robert Spillane),2.07,2.26,11.0,2023,156
2.0,6:26,1.0,10.0,LVR 50,10.0,7.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 12 yards (tackle by Isaiah Pola-Mao),2.26,3.05,11.0,2023,156
2.0,5:42,1.0,10.0,LVR 38,10.0,7.0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 15 yards (tackle by Marcus Peters and Tre'von Moehrig),3.05,4.04,11.0,2023,156
2.0,5:06,1.0,10.0,LVR 23,10.0,7.0,Tua Tagovailoa pass complete short left to Robbie Chosen for 9 yards (tackle by Isaiah Pola-Mao),4.04,4.95,11.0,2023,156
2.0,4:29,2.0,1.0,LVR 14,10.0,7.0,Raheem Mostert left guard for 3 yards (tackle by Tre'von Moehrig),4.95,4.84,11.0,2023,156
2.0,3:49,1.0,10.0,LVR 11,10.0,7.0,Tua Tagovailoa pass complete short right to Alec Ingold for 2 yards (tackle by Divine Deablo and Tre'von Moehrig),4.84,4.51,11.0,2023,156
2.0,3:10,2.0,8.0,LVR 9,10.0,7.0,Tua Tagovailoa sacked by Maxx Crosby for -2 yards,4.51,3.13,11.0,2023,156
2.0,2:33,3.0,10.0,LVR 11,10.0,13.0,"Tua Tagovailoa pass complete short right to Salvon Ahmed for 11 yards, touchdown",3.13,7.0,11.0,2023,156
2.0,2:28,,,LVR 15,10.0,14.0,Jason Sanders kicks extra point good,0.0,0.0,11.0,2023,156
2.0,2:28,,,MIA 35,10.0,14.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,156
2.0,2:28,1.0,10.0,LVR 25,10.0,14.0,Josh Jacobs right guard for 3 yards (tackle by Jaelan Phillips),0.61,0.47,11.0,2023,156
2.0,2:00,2.0,7.0,LVR 28,10.0,14.0,Josh Jacobs left guard for 3 yards (tackle by Jaelan Phillips and Andrew Van Ginkel),0.47,0.17,11.0,2023,156
2.0,1:22,3.0,4.0,LVR 31,10.0,14.0,Josh Jacobs up the middle for 1 yard (tackle by Bradley Chubb),0.17,-1.24,11.0,2023,156
2.0,1:18,,,,,,Timeout #1 by Miami Dolphins,,,11.0,2023,156
2.0,1:18,4.0,3.0,LVR 32,10.0,14.0,"Penalty on Curtis Bolton: False Start, 5 yards (accepted) (no play)",-1.24,-1.57,11.0,2023,156
2.0,1:18,4.0,8.0,LVR 27,10.0,14.0,AJ Cole punts 61 yards out of bounds,-1.57,0.35,11.0,2023,156
2.0,1:09,1.0,10.0,MIA 12,10.0,14.0,Raheem Mostert left end for 10 yards (tackle by Robert Spillane),-0.35,0.41,11.0,2023,156
2.0,1:03,1.0,10.0,MIA 22,10.0,14.0,"Tua Tagovailoa pass complete short left to Julian Hill for 10 yards. Julian Hill fumbles (forced by Nate Hobbs) (tackle by Divine Deablo), recovered by Divine Deablo at MIA-32",0.41,-3.45,11.0,2023,156
2.0,0:58,1.0,10.0,MIA 32,10.0,14.0,Josh Jacobs right tackle for 3 yards (tackle by Xavien Howard and Jaelan Phillips),3.45,3.31,11.0,2023,156
2.0,0:18,2.0,7.0,MIA 29,10.0,14.0,Aidan O'Connell pass incomplete short left intended for Davante Adams (defended by Zach Sieler),3.31,2.61,11.0,2023,156
2.0,0:13,3.0,7.0,MIA 29,10.0,14.0,Aidan O'Connell pass incomplete short right intended for Davante Adams (defended by Kader Kohou),2.61,1.5,11.0,2023,156
2.0,0:09,4.0,7.0,MIA 29,13.0,14.0,Daniel Carlson 47 yard field goal good,1.5,3.0,11.0,2023,156
2.0,0:05,,,LVR 35,13.0,14.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,156
2.0,0:05,1.0,10.0,MIA 25,13.0,14.0,Tua Tagovailoa pass complete deep right to Robbie Chosen for 30 yards (tackle by Nate Hobbs),0.61,2.59,11.0,2023,156
3.0,15:00,,,LVR 35,13.0,14.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,156
3.0,15:00,1.0,10.0,MIA 25,13.0,14.0,Tua Tagovailoa pass deep left intended for Jaylen Waddle is intercepted by Isaiah Pola-Mao at LV-32 and returned for no gain (tackle by Jaylen Waddle),0.61,-1.07,11.0,2023,156
3.0,14:52,1.0,10.0,LVR 32,13.0,14.0,Josh Jacobs right end for no gain (tackle by David Long and Bradley Chubb),1.07,0.53,11.0,2023,156
3.0,14:11,2.0,10.0,LVR 32,13.0,14.0,Aidan O'Connell pass complete short right to Michael Mayer for 9 yards (tackle by Jevon Holland),0.53,1.03,11.0,2023,156
3.0,13:33,3.0,1.0,LVR 41,13.0,14.0,Josh Jacobs right tackle for -1 yards (tackle by Christian Wilkins and Jerome Baker),1.03,-0.72,11.0,2023,156
3.0,12:51,4.0,2.0,LVR 40,13.0,14.0,"AJ Cole punts 47 yards, returned by Cedrick Wilson for 8 yards (tackle by Ameer Abdullah)",-0.72,-0.34,11.0,2023,156
3.0,12:37,1.0,10.0,MIA 21,13.0,14.0,Raheem Mostert left tackle for 2 yards (tackle by Bilal Nichols and John Jenkins),0.34,0.0,11.0,2023,156
3.0,11:53,2.0,9.0,MIA 23,13.0,14.0,Tua Tagovailoa pass complete deep right to Tyreek Hill for 31 yards (tackle by Marcus Peters),0.0,2.52,11.0,2023,156
3.0,11:15,1.0,10.0,LVR 46,13.0,14.0,Raheem Mostert left guard for 2 yards (tackle by Robert Spillane and Jerry Tillery),2.52,2.25,11.0,2023,156
3.0,10:38,2.0,8.0,LVR 44,13.0,14.0,Tua Tagovailoa pass complete short middle to Tyreek Hill for 10 yards (tackle by Luke Masterson),2.25,3.31,11.0,2023,156
3.0,9:57,1.0,10.0,LVR 34,13.0,14.0,Raheem Mostert right guard for 1 yard (tackle by Maxx Crosby and Luke Masterson),3.31,2.91,11.0,2023,156
3.0,9:18,2.0,9.0,LVR 33,13.0,14.0,Tua Tagovailoa pass complete short left to Cedrick Wilson for 2 yards (tackle by Tyler Hall and Maxx Crosby),2.91,2.48,11.0,2023,156
3.0,8:34,3.0,7.0,LVR 31,13.0,14.0,Tua Tagovailoa pass incomplete deep left intended for Cedrick Wilson,2.48,1.32,11.0,2023,156
3.0,8:27,4.0,7.0,LVR 31,13.0,14.0,Jason Sanders 50 yard field goal no good,1.32,-1.6,11.0,2023,156
3.0,8:22,1.0,10.0,LVR 40,13.0,14.0,Aidan O'Connell pass deep middle intended for Tre Tucker is intercepted by Jalen Ramsey at MIA-44 and returned for 3 yards (tackle by Tre Tucker),1.6,-2.06,11.0,2023,156
3.0,8:13,1.0,10.0,MIA 47,13.0,14.0,Raheem Mostert right guard for 7 yards (tackle by Tre'von Moehrig),2.06,2.46,11.0,2023,156
3.0,7:37,2.0,3.0,LVR 46,13.0,14.0,Raheem Mostert up the middle for 1 yard (tackle by Bilal Nichols and Maxx Crosby),2.46,1.88,11.0,2023,156
3.0,7:06,3.0,2.0,LVR 45,13.0,14.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 19 yards (tackle by Tre'von Moehrig and Isaiah Pola-Mao),1.88,3.84,11.0,2023,156
3.0,6:22,1.0,10.0,LVR 26,13.0,14.0,Raheem Mostert right guard for 3 yards (tackle by Divine Deablo and Robert Spillane),3.84,3.7,11.0,2023,156
3.0,5:40,2.0,7.0,LVR 23,13.0,14.0,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle (defended by Robert Spillane),3.7,3.01,11.0,2023,156
3.0,5:35,3.0,7.0,LVR 23,13.0,14.0,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,3.01,1.93,11.0,2023,156
3.0,5:29,4.0,7.0,LVR 23,13.0,17.0,Jason Sanders 41 yard field goal good,1.93,3.0,11.0,2023,156
3.0,5:26,,,MIA 35,13.0,17.0,"Jake Bailey kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,156
3.0,5:26,1.0,10.0,LVR 25,13.0,17.0,Aidan O'Connell pass complete short right to Michael Mayer for 8 yards (tackle by Jerome Baker),0.61,1.14,11.0,2023,156
3.0,4:49,2.0,2.0,LVR 33,13.0,17.0,Josh Jacobs left guard for 1 yard (tackle by Jerome Baker),1.14,0.56,11.0,2023,156
3.0,4:07,3.0,1.0,LVR 34,13.0,17.0,"Aidan O'Connell pass incomplete deep middle intended for Davante Adams. Penalty on Jermaine Eluemunor: Offensive Holding, 10 yards (declined)",0.56,-1.11,11.0,2023,156
3.0,4:00,4.0,1.0,LVR 34,13.0,17.0,"AJ Cole punts 51 yards, fair catch by Cedrick Wilson at MIA-15",-1.11,0.22,11.0,2023,156
3.0,3:52,1.0,10.0,MIA 15,13.0,17.0,Raheem Mostert left tackle for 4 yards (tackle by Tre'von Moehrig and Robert Spillane),-0.22,-0.11,11.0,2023,156
3.0,3:10,2.0,6.0,MIA 19,13.0,17.0,Tua Tagovailoa pass complete deep left to Tyreek Hill for 25 yards (tackle by Nate Hobbs),-0.11,1.86,11.0,2023,156
3.0,2:34,1.0,10.0,MIA 44,13.0,17.0,Salvon Ahmed up the middle for 2 yards (tackle by Tre'von Moehrig),1.86,1.59,11.0,2023,156
3.0,1:52,2.0,8.0,MIA 46,13.0,17.0,Tua Tagovailoa pass complete short middle to Cedrick Wilson for 12 yards (tackle by Isaiah Pola-Mao),1.59,2.79,11.0,2023,156
3.0,1:17,1.0,10.0,LVR 42,13.0,17.0,Tua Tagovailoa pass complete short right to Alec Ingold for 9 yards (tackle by Malik Reed),2.79,3.46,11.0,2023,156
3.0,0:35,2.0,1.0,LVR 33,13.0,17.0,Tua Tagovailoa pass incomplete short left,3.46,2.74,11.0,2023,156
3.0,0:34,3.0,1.0,LVR 33,13.0,17.0,Tua Tagovailoa pass incomplete short middle intended for Alec Ingold,2.74,1.21,11.0,2023,156
3.0,0:30,4.0,1.0,LVR 33,13.0,20.0,Jason Sanders 51 yard field goal good,1.21,3.0,11.0,2023,156
3.0,0:25,,,MIA 35,13.0,20.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,156
3.0,0:25,1.0,10.0,LVR 25,13.0,20.0,Josh Jacobs up the middle for 6 yards (tackle by Zach Sieler and Jevon Holland),0.61,0.87,11.0,2023,156
4.0,15:00,2.0,4.0,LVR 31,13.0,20.0,Aidan O'Connell pass complete short right to Hunter Renfrow for 3 yards (tackle by Jerome Baker),0.87,0.56,11.0,2023,156
4.0,14:16,3.0,1.0,LVR 34,13.0,20.0,Josh Jacobs right guard for 2 yards (tackle by David Long and Bradley Chubb),0.56,1.33,11.0,2023,156
4.0,13:35,1.0,10.0,LVR 36,13.0,20.0,Aidan O'Connell pass complete short right to Jakobi Meyers for 7 yards (tackle by Xavien Howard),1.33,1.74,11.0,2023,156
4.0,12:57,2.0,3.0,LVR 43,13.0,20.0,Aidan O'Connell pass incomplete deep right intended for Davante Adams,1.74,1.03,11.0,2023,156
4.0,12:50,3.0,3.0,LVR 43,13.0,20.0,Aidan O'Connell sacked by Jaelan Phillips for -8 yards,1.03,-1.04,11.0,2023,156
4.0,12:11,4.0,11.0,LVR 35,13.0,20.0,"AJ Cole punts 53 yards, returned by Cedrick Wilson for 8 yards (tackle by DJ Turner). Penalty on Justin Bethel: Illegal Block Above the Waist, 10 yards (accepted)",-1.04,0.38,11.0,2023,156
4.0,11:59,1.0,10.0,MIA 10,13.0,20.0,Raheem Mostert left end for 1 yard (tackle by Malcolm Koonce),-0.38,-0.71,11.0,2023,156
4.0,11:21,2.0,9.0,MIA 11,13.0,20.0,Tua Tagovailoa pass incomplete short left,-0.71,-1.3,11.0,2023,156
4.0,11:03,3.0,9.0,MIA 11,13.0,20.0,"Tua Tagovailoa pass complete short left to Salvon Ahmed for 5 yards (tackle by Robert Spillane and Maxx Crosby). Penalty on Lester Cotton: Unsportsmanlike Conduct / Offense, 15 yards (offset) . Penalty on Jack Jones: Unsportsmanlike Conduct / Defense, 15 yards (offset)",-1.3,-2.39,11.0,2023,156
4.0,11:03,4.0,4.0,MIA 16,13.0,20.0,Jake Bailey punts 34 yards out of bounds,-2.39,-2.26,11.0,2023,156
4.0,10:55,1.0,10.0,LVR 50,13.0,20.0,Aidan O'Connell pass incomplete short right,2.26,1.71,11.0,2023,156
4.0,10:49,2.0,10.0,LVR 50,13.0,20.0,Aidan O'Connell pass complete short right to Josh Jacobs for 12 yards (tackle by Kader Kohou),1.71,3.05,11.0,2023,156
4.0,10:12,1.0,10.0,MIA 38,13.0,20.0,Tre Tucker left end for -6 yards (tackle by Jevon Holland),3.05,1.7,11.0,2023,156
4.0,9:27,2.0,16.0,MIA 44,13.0,20.0,"Aidan O'Connell pass complete deep right to Tre Tucker for 23 yards MIA challenged the pass completion ruling, and the original play was overturned. Aidan O'Connell pass incomplete deep right intended for Tre Tucker",1.7,0.96,11.0,2023,156
4.0,9:19,3.0,17.0,MIA 44,13.0,20.0,Aidan O'Connell pass complete short left to Jakobi Meyers for 13 yards (tackle by Jerome Baker),0.96,1.38,11.0,2023,156
4.0,8:32,4.0,3.0,MIA 31,13.0,20.0,Aidan O'Connell pass incomplete deep left intended for Jakobi Meyers,1.38,-1.0,11.0,2023,156
4.0,8:26,1.0,10.0,MIA 31,13.0,20.0,Raheem Mostert left tackle for 5 yards (tackle by Luke Masterson and Tyler Hall),1.0,1.14,11.0,2023,156
4.0,7:48,2.0,5.0,MIA 36,13.0,20.0,"Raheem Mostert left guard for no gain. Penalty on Terron Armstead: Offensive Holding, 10 yards (accepted) (no play)",1.14,-0.22,11.0,2023,156
4.0,7:23,2.0,15.0,MIA 26,13.0,20.0,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill,-0.22,-0.89,11.0,2023,156
4.0,7:17,3.0,15.0,MIA 26,13.0,20.0,Tua Tagovailoa pass complete short right to Raheem Mostert for 7 yards (tackle by Robert Spillane and Isaiah Pola-Mao),-0.89,-1.18,11.0,2023,156
4.0,6:34,4.0,8.0,MIA 33,13.0,20.0,"Jake Bailey punts 66 yards, returned by DeAndre Carter for 12 yards (tackle by Duke Riley)",-1.18,0.32,11.0,2023,156
4.0,6:21,1.0,10.0,LVR 13,13.0,20.0,Aidan O'Connell pass incomplete short right,-0.32,-0.77,11.0,2023,156
4.0,6:18,2.0,10.0,LVR 13,13.0,20.0,"Aidan O'Connell pass complete short right to Jakobi Meyers for 24 yards (tackle by Jaelan Phillips). Penalty on Xavien Howard: Defensive Pass Interference, 15 yards (declined)",-0.77,1.4,11.0,2023,156
4.0,5:53,1.0,10.0,LVR 37,13.0,20.0,Josh Jacobs up the middle for 4 yards (tackle by Zach Sieler),1.4,1.4,11.0,2023,156
4.0,5:33,2.0,6.0,LVR 41,13.0,20.0,Aidan O'Connell pass complete short right to Hunter Renfrow for 31 yards (tackle by Christian Wilkins),1.4,3.71,11.0,2023,156
4.0,4:46,1.0,10.0,MIA 28,13.0,20.0,Aidan O'Connell sacked by Jaelan Phillips for -3 yards,3.71,2.76,11.0,2023,156
4.0,4:01,2.0,13.0,MIA 31,13.0,20.0,Aidan O'Connell pass complete short right to Hunter Renfrow for 7 yards (tackle by Andrew Van Ginkel),2.76,3.01,11.0,2023,156
4.0,3:18,3.0,6.0,MIA 24,13.0,20.0,Aidan O'Connell pass incomplete short middle intended for Tre Tucker (defended by Andrew Van Ginkel),3.01,1.89,11.0,2023,156
4.0,3:12,4.0,6.0,MIA 24,13.0,20.0,Aidan O'Connell pass short middle is intercepted by Jaelan Phillips at MIA-33 and returned for 5 yards (tackle by Thayer Munford),1.89,-1.47,11.0,2023,156
4.0,3:04,1.0,10.0,MIA 38,13.0,20.0,Raheem Mostert right tackle for 7 yards (tackle by Tre'von Moehrig),1.47,1.87,11.0,2023,156
4.0,2:58,,,,,,Timeout #1 by Las Vegas Raiders,,,11.0,2023,156
4.0,2:58,2.0,3.0,MIA 45,13.0,20.0,Raheem Mostert up the middle for 5 yards (tackle by Robert Spillane and Jerry Tillery),1.87,2.26,11.0,2023,156
4.0,2:22,1.0,10.0,LVR 50,13.0,20.0,Raheem Mostert up the middle for 3 yards (tackle by Maxx Crosby),2.26,2.12,11.0,2023,156
4.0,2:16,,,,,,Timeout #2 by Las Vegas Raiders,,,11.0,2023,156
4.0,2:16,2.0,7.0,LVR 47,13.0,20.0,Raheem Mostert left tackle for 2 yards (tackle by John Jenkins and Robert Spillane),2.12,1.69,11.0,2023,156
4.0,2:10,,,,,,Timeout #3 by Las Vegas Raiders,,,11.0,2023,156
4.0,2:10,3.0,5.0,LVR 45,13.0,20.0,Tua Tagovailoa pass incomplete short right,1.69,0.27,11.0,2023,156
4.0,2:05,4.0,5.0,LVR 45,13.0,20.0,"Penalty on Connor Williams: False Start, 5 yards (accepted) (no play)",0.27,-0.06,11.0,2023,156
4.0,2:05,4.0,10.0,LVR 50,13.0,20.0,"Jake Bailey punts 43 yards, fair catch by DeAndre Carter at LV-7",-0.06,0.38,11.0,2023,156
4.0,1:58,1.0,10.0,LVR 7,13.0,20.0,Aidan O'Connell pass complete short right to Davante Adams for 6 yards (tackle by Andrew Van Ginkel and Xavien Howard),-0.38,-0.34,11.0,2023,156
4.0,1:52,2.0,4.0,LVR 13,13.0,20.0,Aidan O'Connell pass incomplete deep left intended for Davante Adams,-0.34,-0.72,11.0,2023,156
4.0,1:47,3.0,4.0,LVR 13,13.0,20.0,Aidan O'Connell pass complete short middle to Jakobi Meyers for 5 yards (tackle by Andrew Van Ginkel),-0.72,0.04,11.0,2023,156
4.0,1:29,1.0,10.0,LVR 18,13.0,20.0,Aidan O'Connell pass complete deep left to Tre Tucker for 19 yards (tackle by Jevon Holland),0.04,1.4,11.0,2023,156
