Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA,week,year,game_id
2.0,13:43,2.0,12.0,CHI 35,7.0,0.0,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.59,-0.09,11.0,2023,157
2.0,13:29,2.0,17.0,CHI 30,7.0,0.0,"Justin Fields pass complete short left to Tyler Scott for 4 yards. Tyler Scott fumbles (forced by Cameron Sutton), recovered by Alex Anzalone at CHI-34",-0.09,-3.31,11.0,2023,157
2.0,13:18,1.0,10.0,CHI 34,7.0,0.0,Jared Goff scrambles up the middle for 4 yards (tackle by T.J. Edwards),3.31,3.31,11.0,2023,157
2.0,12:40,2.0,6.0,CHI 30,7.0,0.0,David Montgomery right end for 3 yards (tackle by Justin Jones and T.J. Edwards),3.31,3.01,11.0,2023,157
2.0,12:05,3.0,3.0,CHI 27,7.0,0.0,Jahmyr Gibbs right end for 14 yards (tackle by Terell Smith),3.01,4.71,11.0,2023,157
2.0,11:24,1.0,10.0,CHI 13,7.0,0.0,David Montgomery right end for 4 yards (tackle by Tremaine Edmunds and T.J. Edwards),4.71,4.77,11.0,2023,157
2.0,10:47,2.0,6.0,CHI 9,7.0,0.0,David Montgomery up the middle for 1 yard (tackle by Justin Jones),4.77,4.1,11.0,2023,157
2.0,10:12,3.0,5.0,CHI 8,7.0,0.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 6 yards (tackle by Justin Jones),4.1,6.74,11.0,2023,157
2.0,9:32,1.0,2.0,CHI 2,7.0,0.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown (defended by Jaylon Johnson),6.74,5.72,11.0,2023,157
2.0,9:28,2.0,2.0,CHI 2,7.0,6.0,"Jahmyr Gibbs left end for 2 yards, touchdown",5.72,7.0,11.0,2023,157
2.0,9:23,,,CHI 15,7.0,7.0,Riley Patterson kicks extra point good,0.0,0.0,11.0,2023,157
2.0,9:23,,,DET 35,7.0,7.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,157
2.0,9:23,1.0,10.0,CHI 25,7.0,7.0,Khalil Herbert up the middle for 1 yard (tackle by Jack Campbell and Quinton Bohanna),0.61,0.2,11.0,2023,157
2.0,8:43,2.0,9.0,CHI 26,7.0,7.0,Khalil Herbert up the middle for 4 yards (tackle by Derrick Barnes),0.2,0.04,11.0,2023,157
2.0,8:03,3.0,5.0,CHI 30,7.0,7.0,Justin Fields pass complete short left to Khalil Herbert for 5 yards (tackle by Brian Branch),0.04,1.27,11.0,2023,157
2.0,7:22,1.0,10.0,CHI 35,7.0,7.0,Justin Fields pass complete deep left to Darnell Mooney for 24 yards (tackle by Tracy Walker),1.27,2.85,11.0,2023,157
2.0,6:42,1.0,10.0,DET 41,7.0,7.0,Justin Fields pass complete short left to Equanimeous St. Brown for 6 yards (tackle by Cameron Sutton),2.85,3.05,11.0,2023,157
2.0,6:21,2.0,5.0,DET 35,7.0,7.0,Khalil Herbert left tackle for 2 yards (tackle by Josh Paschal and Jack Campbell),3.05,2.68,11.0,2023,157
2.0,5:47,3.0,2.0,DET 33,7.0,7.0,Justin Fields left end for 1 yard (tackle by Brian Branch and Jerry Jacobs),2.68,1.31,11.0,2023,157
2.0,5:02,4.0,1.0,DET 32,7.0,7.0,Roschon Johnson up the middle for 5 yards (tackle by Derrick Barnes),1.31,3.78,11.0,2023,157
2.0,4:25,1.0,10.0,DET 27,7.0,7.0,Justin Fields pass incomplete deep left intended for D.J. Moore (defended by Brian Branch),3.78,3.23,11.0,2023,157
2.0,4:19,2.0,10.0,DET 27,7.0,7.0,D'Onta Foreman up the middle for -2 yards (tackle by Quinton Bohanna),3.23,2.28,11.0,2023,157
2.0,3:34,3.0,12.0,DET 29,7.0,7.0,Justin Fields pass complete short left to D.J. Moore for 12 yards (tackle by Aidan Hutchinson),2.28,4.44,11.0,2023,157
2.0,2:48,1.0,10.0,DET 17,7.0,7.0,Justin Fields left end for -2 yards (tackle by Cameron Sutton),4.44,3.6,11.0,2023,157
2.0,2:03,2.0,12.0,DET 19,7.0,7.0,Justin Fields scrambles left tackle for 6 yards (tackle by Charles Harris),3.6,3.68,11.0,2023,157
2.0,1:55,3.0,6.0,DET 13,7.0,7.0,Justin Fields pass incomplete short right intended for Khalil Herbert,3.68,2.59,11.0,2023,157
2.0,1:51,4.0,6.0,DET 13,10.0,7.0,Cairo Santos 31 yard field goal good,2.59,3.0,11.0,2023,157
2.0,1:47,,,CHI 35,10.0,7.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,157
2.0,1:47,1.0,10.0,DET 25,10.0,7.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 10 yards (tackle by Tremaine Edmunds),0.61,1.27,11.0,2023,157
2.0,1:27,1.0,10.0,DET 35,10.0,7.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 13 yards (tackle by Kyler Gordon),1.27,2.13,11.0,2023,157
2.0,1:06,1.0,10.0,DET 48,10.0,7.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 9 yards (tackle by T.J. Edwards and Tremaine Edmunds),2.13,2.8,11.0,2023,157
2.0,0:48,2.0,1.0,CHI 43,10.0,7.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,2.8,2.08,11.0,2023,157
2.0,0:44,3.0,1.0,CHI 43,10.0,7.0,Jared Goff pass complete short middle to Jameson Williams for 12 yards (tackle by Eddie Jackson),2.08,3.51,11.0,2023,157
2.0,0:39,,,,,,Timeout #1 by Detroit Lions,,,11.0,2023,157
2.0,0:39,1.0,10.0,CHI 31,10.0,7.0,Jared Goff pass complete short right to Jahmyr Gibbs for 8 yards (tackle by T.J. Edwards),3.51,4.05,11.0,2023,157
2.0,0:33,2.0,2.0,CHI 23,10.0,7.0,Jared Goff pass complete short right to Jahmyr Gibbs for 14 yards (tackle by Tyrique Stevenson),4.05,5.14,11.0,2023,157
2.0,0:26,,,,,,Timeout #2 by Detroit Lions,,,11.0,2023,157
2.0,0:26,1.0,9.0,CHI 9,10.0,7.0,Jared Goff pass incomplete short right,5.14,4.38,11.0,2023,157
2.0,0:20,2.0,9.0,CHI 9,10.0,7.0,Jahmyr Gibbs up the middle for 2 yards (tackle by Kyler Gordon),4.38,3.81,11.0,2023,157
2.0,0:16,,,,,,Timeout #3 by Detroit Lions,,,11.0,2023,157
2.0,0:16,3.0,7.0,CHI 7,10.0,13.0,"Jared Goff pass complete short middle to Amon-Ra St. Brown for 7 yards, touchdown",3.81,7.0,11.0,2023,157
2.0,0:11,,,CHI 15,10.0,14.0,Riley Patterson kicks extra point good,0.0,0.0,11.0,2023,157
2.0,0:11,,,DET 35,10.0,14.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,157
2.0,0:11,1.0,10.0,CHI 25,10.0,14.0,Justin Fields kneels for -1 yards,0.61,-0.07,11.0,2023,157
3.0,15:00,,,CHI 35,10.0,14.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,157
3.0,15:00,1.0,10.0,DET 25,10.0,14.0,David Montgomery up the middle for 20 yards (tackle by Jaquan Brisker),0.61,1.93,11.0,2023,157
3.0,14:26,1.0,10.0,DET 45,10.0,14.0,Jared Goff pass incomplete short left intended for Kalif Raymond,1.93,1.38,11.0,2023,157
3.0,14:21,2.0,10.0,DET 45,10.0,14.0,David Montgomery right end for 8 yards (tackle by T.J. Edwards and Tremaine Edmunds),1.38,1.75,11.0,2023,157
3.0,13:49,3.0,2.0,CHI 47,10.0,14.0,Jared Goff sacked by Jack Sanborn for -5 yards,1.75,-0.19,11.0,2023,157
3.0,13:10,4.0,7.0,DET 48,10.0,14.0,"Jack Fox punts 37 yards, fair catch by Trent Taylor at CHI-15",-0.19,0.22,11.0,2023,157
3.0,13:02,1.0,10.0,CHI 15,10.0,14.0,Justin Fields pass complete short right to D.J. Moore for 5 yards (tackle by Jack Campbell),-0.22,0.08,11.0,2023,157
3.0,12:23,2.0,5.0,CHI 20,10.0,14.0,D'Onta Foreman left tackle for 13 yards (tackle by Aidan Hutchinson and Brian Branch),0.08,1.14,11.0,2023,157
3.0,11:55,1.0,10.0,CHI 33,10.0,14.0,Justin Fields pass complete short right to D.J. Moore for 14 yards,1.14,2.06,11.0,2023,157
3.0,11:11,1.0,10.0,CHI 47,10.0,14.0,Khalil Herbert up the middle for 6 yards (tackle by John Cominsky and Jerry Jacobs),2.06,2.33,11.0,2023,157
3.0,10:32,2.0,4.0,DET 47,10.0,14.0,Khalil Herbert left end for -6 yards (tackle by Brian Branch),2.33,0.83,11.0,2023,157
3.0,9:45,3.0,10.0,CHI 47,10.0,14.0,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.83,0.17,11.0,2023,157
3.0,9:41,3.0,15.0,CHI 42,10.0,14.0,"Justin Fields pass incomplete deep left intended for Darnell Mooney. Penalty on Brian Branch: Illegal Contact, 5 yards (accepted) (no play)",0.17,2.06,11.0,2023,157
3.0,9:35,1.0,10.0,CHI 47,10.0,14.0,Roschon Johnson up the middle for 14 yards (tackle by Kerby Joseph),2.06,2.98,11.0,2023,157
3.0,8:52,1.0,10.0,DET 39,10.0,14.0,"Penalty on Darnell Wright: False Start, 5 yards (accepted) (no play)",2.98,2.65,11.0,2023,157
3.0,8:48,1.0,15.0,DET 44,10.0,14.0,Khalil Herbert up the middle for 3 yards (tackle by Cameron Sutton and Derrick Barnes),2.65,2.17,11.0,2023,157
3.0,8:05,2.0,12.0,DET 41,10.0,14.0,Justin Fields pass complete short left to Khalil Herbert for 1 yard (tackle by Alex Anzalone),2.17,1.62,11.0,2023,157
3.0,7:24,3.0,11.0,DET 40,10.0,14.0,Roschon Johnson up the middle for 5 yards (tackle by Aidan Hutchinson and Kerby Joseph),1.62,0.97,11.0,2023,157
3.0,6:46,4.0,6.0,DET 35,13.0,14.0,Cairo Santos 53 yard field goal good,0.97,3.0,11.0,2023,157
3.0,6:41,,,CHI 35,13.0,14.0,"Cairo Santos kicks off 62 yards, returned by Craig Reynolds for 31 yards. Craig Reynolds fumbles (forced by Tyrique Stevenson), recovered by DeMarquis Gates at DET-40",0.0,-2.92,11.0,2023,157
3.0,6:32,1.0,10.0,DET 40,13.0,14.0,Justin Fields left end for 12 yards (tackle by Alex Anzalone),2.92,3.71,11.0,2023,157
3.0,5:51,1.0,10.0,DET 28,13.0,14.0,Khalil Herbert left end for no gain (tackle by Derrick Barnes and Josh Paschal),3.71,3.17,11.0,2023,157
3.0,5:12,2.0,10.0,DET 28,13.0,14.0,"Justin Fields scrambles right end for no gain (tackle by Derrick Barnes). Penalty on Darnell Wright: Offensive Holding, 11 yards (accepted) (no play)",3.17,1.68,11.0,2023,157
3.0,4:48,2.0,21.0,DET 39,19.0,14.0,"Justin Fields pass complete deep right to D.J. Moore for 39 yards, touchdown",1.68,7.0,11.0,2023,157
3.0,4:41,,,DET 15,20.0,14.0,Cairo Santos kicks extra point good,0.0,0.0,11.0,2023,157
3.0,4:41,,,CHI 35,20.0,14.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,157
3.0,4:41,1.0,10.0,DET 25,20.0,14.0,Jahmyr Gibbs up the middle for 8 yards (tackle by Jaquan Brisker),0.61,1.14,11.0,2023,157
3.0,4:13,2.0,2.0,DET 33,20.0,14.0,Jared Goff pass complete short left to Jahmyr Gibbs for 9 yards (tackle by Tremaine Edmunds),1.14,1.73,11.0,2023,157
3.0,3:39,1.0,10.0,DET 42,20.0,14.0,Jahmyr Gibbs right tackle for 1 yard (tackle by Rasheem Green and DeMarcus Walker),1.73,1.32,11.0,2023,157
3.0,3:05,2.0,9.0,DET 43,20.0,14.0,Jahmyr Gibbs right tackle for 3 yards (tackle by Gervon Dexter and T.J. Edwards),1.32,1.03,11.0,2023,157
3.0,2:34,3.0,6.0,DET 46,20.0,14.0,Jared Goff pass short middle (defended by Gervon Dexter) intended for Josh Reynolds is intercepted by Tremaine Edmunds at CHI-47 and returned for 10 yards (tackle by Kalif Raymond),1.03,-2.72,11.0,2023,157
3.0,2:25,1.0,10.0,DET 43,20.0,14.0,Justin Fields pass incomplete short middle intended for Marcedes Lewis,2.72,2.18,11.0,2023,157
3.0,2:22,2.0,10.0,DET 43,20.0,14.0,Khalil Herbert up the middle for 5 yards (tackle by John Cominsky),2.18,2.15,11.0,2023,157
3.0,1:44,3.0,5.0,DET 38,20.0,14.0,Roschon Johnson right tackle for 6 yards (tackle by Cameron Sutton and Alex Anzalone),2.15,3.45,11.0,2023,157
3.0,1:07,1.0,10.0,DET 32,20.0,14.0,Justin Fields pass complete short left to D.J. Moore for 7 yards (tackle by Kerby Joseph),3.45,3.85,11.0,2023,157
3.0,0:24,2.0,3.0,DET 25,20.0,14.0,Justin Fields left tackle for 2 yards (tackle by Alex Anzalone),3.85,3.4,11.0,2023,157
4.0,15:00,3.0,1.0,DET 23,20.0,14.0,Justin Fields up the middle for no gain (tackle by Alex Anzalone),3.4,2.08,11.0,2023,157
4.0,14:15,4.0,1.0,DET 23,23.0,14.0,Cairo Santos 40 yard field goal good,2.08,3.0,11.0,2023,157
4.0,14:12,,,CHI 35,23.0,14.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,157
4.0,14:12,1.0,10.0,DET 25,23.0,14.0,Jared Goff sacked by Montez Sweat for -8 yards,0.61,-1.15,11.0,2023,157
4.0,13:36,2.0,18.0,DET 17,23.0,14.0,Jared Goff pass complete short middle to Kalif Raymond for 5 yards (tackle by T.J. Edwards),-1.15,-1.02,11.0,2023,157
4.0,13:18,3.0,13.0,DET 22,23.0,14.0,Jared Goff pass incomplete short left intended for Sam LaPorta,-1.02,-1.9,11.0,2023,157
4.0,13:00,4.0,13.0,DET 22,23.0,14.0,"Jack Fox punts 60 yards, returned by Trent Taylor for no gain (tackle by Malcolm Rodriguez). Penalty on Josh Blackwell: Illegal Block Above the Waist, 9 yards (accepted)",-1.9,0.38,11.0,2023,157
4.0,13:00,1.0,10.0,CHI 9,23.0,14.0,Khalil Herbert right end for 9 yards (tackle by Josh Paschal),-0.38,0.14,11.0,2023,157
4.0,12:20,2.0,1.0,CHI 18,23.0,14.0,Khalil Herbert up the middle for 3 yards (tackle by Jerry Jacobs and Josh Paschal),0.14,0.34,11.0,2023,157
4.0,11:38,1.0,10.0,CHI 21,23.0,14.0,Roschon Johnson right end for -2 yards (tackle by Josh Paschal and Jack Campbell),0.34,-0.53,11.0,2023,157
4.0,11:00,2.0,12.0,CHI 19,23.0,14.0,Justin Fields right end for 8 yards (tackle by Alex Anzalone),-0.53,-0.1,11.0,2023,157
4.0,10:15,3.0,4.0,CHI 27,23.0,14.0,"Justin Fields pass incomplete deep left intended for Darnell Mooney. Penalty on Brian Branch: Defensive Holding, 5 yards (accepted) (no play)",-0.1,1.07,11.0,2023,157
4.0,10:10,1.0,10.0,CHI 32,23.0,14.0,Khalil Herbert left tackle for 4 yards (tackle by Alex Anzalone),1.07,1.07,11.0,2023,157
4.0,9:33,2.0,6.0,CHI 36,23.0,14.0,Justin Fields scrambles right end for 5 yards (tackle by Jack Campbell),1.07,1.03,11.0,2023,157
4.0,8:53,3.0,1.0,CHI 41,23.0,14.0,Khalil Herbert left tackle for 3 yards (tackle by Alex Anzalone and Aidan Hutchinson),1.03,1.86,11.0,2023,157
4.0,8:14,1.0,10.0,CHI 44,23.0,14.0,Justin Fields left end for 4 yards (tackle by Derrick Barnes),1.86,1.86,11.0,2023,157
4.0,7:33,2.0,6.0,CHI 48,23.0,14.0,Justin Fields sacked by Alim McNeill for -8 yards,1.86,0.1,11.0,2023,157
4.0,6:48,3.0,14.0,CHI 40,23.0,14.0,"Justin Fields scrambles left end for 29 yards (tackle by Tracy Walker). Penalty on Cameron Sutton: Illegal Contact, 5 yards (accepted)",0.1,3.84,11.0,2023,157
4.0,6:21,1.0,10.0,DET 26,23.0,14.0,Khalil Herbert left tackle for 2 yards (tackle by Alex Anzalone and Jack Campbell),3.84,3.57,11.0,2023,157
4.0,5:41,2.0,8.0,DET 24,23.0,14.0,Justin Fields left tackle for 1 yard (tackle by Jack Campbell),3.57,3.01,11.0,2023,157
4.0,5:01,3.0,7.0,DET 23,23.0,14.0,Roschon Johnson up the middle for 2 yards (tackle by Tracy Walker and Aidan Hutchinson),3.01,2.11,11.0,2023,157
4.0,4:20,4.0,5.0,DET 21,26.0,14.0,Cairo Santos 39 yard field goal good,2.11,3.0,11.0,2023,157
4.0,4:15,,,CHI 35,26.0,14.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,157
4.0,4:15,1.0,10.0,DET 25,26.0,14.0,David Montgomery up the middle for 4 yards (tackle by DeMarcus Walker),0.61,0.6,11.0,2023,157
4.0,3:59,2.0,6.0,DET 29,26.0,14.0,Jared Goff pass complete short left to Sam LaPorta for 4 yards (tackle by Jaquan Brisker),0.6,0.43,11.0,2023,157
4.0,3:54,3.0,2.0,DET 33,26.0,14.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 16 yards (tackle by Kyler Gordon),0.43,2.19,11.0,2023,157
4.0,3:34,1.0,10.0,DET 49,26.0,14.0,Jared Goff pass complete short left to Sam LaPorta for 6 yards (tackle by Kyler Gordon),2.19,2.46,11.0,2023,157
4.0,3:14,2.0,4.0,CHI 45,26.0,14.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 13 yards (tackle by Jaylon Johnson),2.46,3.45,11.0,2023,157
4.0,3:06,1.0,10.0,CHI 32,26.0,20.0,"Jared Goff pass complete deep right to Jameson Williams for 32 yards, touchdown",3.45,7.0,11.0,2023,157
4.0,2:59,,,CHI 15,26.0,21.0,Riley Patterson kicks extra point good,0.0,0.0,11.0,2023,157
4.0,2:59,,,DET 35,26.0,21.0,"Jack Fox kicks off 62 yards,",0.0,0.61,11.0,2023,157
4.0,2:59,1.0,10.0,CHI 25,26.0,21.0,Khalil Herbert up the middle for no gain (tackle by Jack Campbell),0.61,0.06,11.0,2023,157
4.0,2:55,,,,,,Timeout #1 by Detroit Lions,,,11.0,2023,157
4.0,2:55,2.0,10.0,CHI 25,26.0,21.0,Khalil Herbert left tackle for 1 yard (tackle by Alim McNeill),0.06,-0.49,11.0,2023,157
4.0,2:51,,,,,,Timeout #2 by Detroit Lions,,,11.0,2023,157
4.0,2:51,3.0,9.0,CHI 26,26.0,21.0,Justin Fields pass incomplete deep left intended for Tyler Scott,-0.49,-1.63,11.0,2023,157
4.0,2:44,4.0,9.0,CHI 26,26.0,21.0,Trenton Gill punts 47 yards out of bounds,-1.63,-0.74,11.0,2023,157
4.0,2:33,1.0,10.0,DET 27,26.0,21.0,Jared Goff pass complete short middle to David Montgomery for 13 yards (tackle by Kyler Gordon and Jack Sanborn),0.74,1.6,11.0,2023,157
4.0,2:11,1.0,10.0,DET 40,26.0,21.0,Jared Goff pass incomplete deep left intended for Jameson Williams,1.6,1.05,11.0,2023,157
4.0,2:05,2.0,10.0,DET 40,26.0,21.0,David Montgomery up the middle for 12 yards (tackle by Jaquan Brisker),1.05,2.39,11.0,2023,157
4.0,1:59,1.0,10.0,CHI 48,26.0,21.0,Jared Goff pass complete short right to Jahmyr Gibbs for 6 yards (tackle by Jack Sanborn and Kyler Gordon),2.39,2.66,11.0,2023,157
4.0,1:40,2.0,4.0,CHI 42,26.0,21.0,Jared Goff pass complete short right to Sam LaPorta for 8 yards (tackle by T.J. Edwards),2.66,3.31,11.0,2023,157
4.0,1:36,1.0,10.0,CHI 34,26.0,21.0,Jared Goff pass complete short middle to David Montgomery for 9 yards (tackle by Jack Sanborn and Tyrique Stevenson),3.31,3.99,11.0,2023,157
4.0,1:14,2.0,1.0,CHI 25,26.0,21.0,David Montgomery up the middle for 10 yards (tackle by Eddie Jackson),3.99,4.58,11.0,2023,157
4.0,0:50,1.0,10.0,CHI 15,26.0,21.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 8 yards (tackle by Jaquan Brisker),4.58,5.41,11.0,2023,157
4.0,0:43,,,,,,Timeout #3 by Detroit Lions,,,11.0,2023,157
4.0,0:43,2.0,2.0,CHI 7,26.0,21.0,Jared Goff pass incomplete short left,5.41,4.68,11.0,2023,157
4.0,0:38,3.0,2.0,CHI 7,26.0,21.0,Jahmyr Gibbs up the middle for 6 yards (tackle by Eddie Jackson),4.68,6.97,11.0,2023,157
4.0,0:31,,,,,,Timeout #1 by Chicago Bears,,,11.0,2023,157
4.0,0:31,1.0,1.0,CHI 1,26.0,27.0,"David Montgomery up the middle for 1 yard, touchdown",6.97,7.0,11.0,2023,157
4.0,0:29,,,CHI 2,26.0,29.0,Two Point Attempt: Jared Goff pass complete to to Sam LaPorta for no gain,1.0,1.0,11.0,2023,157
4.0,0:29,,,DET 35,26.0,29.0,"Jack Fox kicks off 57 yards,",0.0,0.61,11.0,2023,157
4.0,0:29,1.0,10.0,CHI 25,26.0,31.0,Justin Fields sacked by Aidan Hutchinson for -10 yards. Justin Fields fumbles (forced by Aidan Hutchinson),0.61,-2.0,11.0,2023,157
4.0,0:22,,,CHI 20,26.0,31.0,"Trenton Gill kicks off 21 yards,",0.0,2.85,11.0,2023,157
4.0,0:22,1.0,10.0,CHI 41,26.0,31.0,Jared Goff kneels for -1 yards,2.85,2.17,11.0,2023,157
