Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA,week,year,game_id
1.0,1:10,1.0,10.0,DAL 20,7.0,0.0,Dak Prescott pass complete short left to CeeDee Lamb for 5 yards (tackle by Frankie Luvu),0.28,0.41,11.0,2023,152
1.0,0:39,2.0,5.0,DAL 25,7.0,0.0,Dak Prescott pass incomplete short right intended for Brandin Cooks (defended by Kamu Grugier-Hill),0.41,-0.3,11.0,2023,152
1.0,0:33,3.0,5.0,DAL 25,7.0,0.0,Dak Prescott pass complete short middle to Michael Gallup for 5 yards (tackle by Frankie Luvu),-0.3,0.94,11.0,2023,152
2.0,15:00,1.0,10.0,DAL 30,7.0,0.0,Dak Prescott pass complete short left to Brandin Cooks for 22 yards (tackle by Donte Jackson),0.94,2.39,11.0,2023,152
2.0,14:36,1.0,10.0,CAR 48,7.0,0.0,Tony Pollard left tackle for 7 yards (tackle by Deion Jones),2.39,2.79,11.0,2023,152
2.0,13:58,2.0,3.0,CAR 41,7.0,0.0,"Dak Prescott scrambles for no gain. Penalty on Tyler Smith: Offensive Holding, 10 yards (accepted) (no play)",2.79,1.44,11.0,2023,152
2.0,13:36,2.0,13.0,DAL 49,7.0,0.0,"Dak Prescott pass incomplete intended for CeeDee Lamb. Penalty on Donte Jackson: Defensive Pass Interference, 28 yards (accepted) (no play)",1.44,4.04,11.0,2023,152
2.0,13:29,1.0,10.0,CAR 23,7.0,0.0,Tony Pollard right end for -10 yards (tackle by Troy Hill and Brian Burns),4.04,2.15,11.0,2023,152
2.0,12:56,2.0,20.0,CAR 33,7.0,0.0,Dak Prescott pass complete short left to Tony Pollard for 1 yard (tackle by Frankie Luvu),2.15,1.62,11.0,2023,152
2.0,12:18,3.0,19.0,CAR 32,7.0,0.0,Dak Prescott pass complete short right to Brandin Cooks for 8 yards (tackle by Xavier Woods),1.62,1.87,11.0,2023,152
2.0,12:01,4.0,11.0,CAR 24,7.0,0.0,"Penalty on Xavier Woods: Horse Collar Tackle, 12 yards (accepted) (no play)",1.87,4.78,11.0,2023,152
2.0,12:01,1.0,10.0,CAR 12,7.0,0.0,Tony Pollard left guard for 1 yard (tackle by Derrick Brown),4.78,4.27,11.0,2023,152
2.0,11:14,2.0,9.0,CAR 11,7.0,0.0,Dak Prescott pass incomplete short right intended for Jake Ferguson (defended by DJ Johnson),4.27,3.29,11.0,2023,152
2.0,11:09,3.0,9.0,CAR 11,7.0,0.0,Dak Prescott pass incomplete short right intended for Michael Gallup (defended by Frankie Luvu),3.29,2.7,11.0,2023,152
2.0,11:05,4.0,9.0,CAR 11,10.0,0.0,Brandon Aubrey 30 yard field goal good,2.7,3.0,11.0,2023,152
2.0,11:01,,,DAL 35,10.0,0.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,152
2.0,11:01,1.0,10.0,CAR 25,10.0,0.0,Chuba Hubbard right guard for -2 yards (tackle by Damone Clark and Markquese Bell),0.61,-0.21,11.0,2023,152
2.0,10:35,2.0,12.0,CAR 23,10.0,0.0,Bryce Young pass incomplete short left intended for Jonathan Mingo,-0.21,-0.89,11.0,2023,152
2.0,10:32,3.0,12.0,CAR 23,10.0,0.0,"Penalty on Austin Corbett: False Start, 5 yards (accepted) (no play)",-0.89,-1.72,11.0,2023,152
2.0,10:32,3.0,17.0,CAR 18,10.0,0.0,Bryce Young pass complete short middle to Laviska Shenault for 5 yards (tackle by Damone Clark),-1.72,-1.83,11.0,2023,152
2.0,9:54,4.0,12.0,CAR 23,10.0,0.0,"Johnny Hekker punts 50 yards, fair catch by KaVontae Turpin at DAL-27. Penalty on Juanyeh Thomas: Offensive Holding, 10 yards (accepted)",-1.83,0.06,11.0,2023,152
2.0,9:47,1.0,10.0,DAL 17,10.0,0.0,Tony Pollard right tackle for 5 yards (tackle by DJ Johnson),-0.06,0.21,11.0,2023,152
2.0,9:09,2.0,5.0,DAL 22,10.0,0.0,Dak Prescott pass complete short left to Jake Ferguson for 8 yards (tackle by Troy Hill),0.21,0.94,11.0,2023,152
2.0,8:34,1.0,10.0,DAL 30,10.0,0.0,Dak Prescott pass complete short right to Tony Pollard for no gain (tackle by Troy Hill),0.94,0.39,11.0,2023,152
2.0,7:51,2.0,10.0,DAL 30,10.0,0.0,Rico Dowdle right tackle for no gain (tackle by Derrick Brown and Nick Thurman),0.39,-0.3,11.0,2023,152
2.0,7:11,3.0,10.0,DAL 30,10.0,0.0,Dak Prescott pass incomplete short middle intended for Jalen Tolbert (defended by Troy Hill),-0.3,-1.37,11.0,2023,152
2.0,7:01,4.0,10.0,DAL 30,10.0,0.0,"Bryan Anger punts 58 yards, returned by Ihmir Smith-Marsette for 14 yards (tackle by Hunter Luepke)",-1.37,-0.67,11.0,2023,152
2.0,6:50,1.0,10.0,CAR 26,10.0,0.0,Chuba Hubbard left tackle for 9 yards (tackle by Jourdan Lewis and Jayron Kearse),0.67,1.35,11.0,2023,152
2.0,6:13,2.0,1.0,CAR 35,10.0,0.0,Chuba Hubbard left tackle for 14 yards (tackle by Jayron Kearse and DaRon Bland),1.35,2.19,11.0,2023,152
2.0,5:40,1.0,10.0,CAR 49,10.0,0.0,Chuba Hubbard left guard for 5 yards (tackle by Dorance Armstrong and Donovan Wilson),2.19,2.32,11.0,2023,152
2.0,4:54,2.0,5.0,DAL 46,10.0,0.0,Miles Sanders right guard for -1 yards (tackle by Jayron Kearse and Neville Gallimore),2.32,1.49,11.0,2023,152
2.0,4:16,3.0,6.0,DAL 47,10.0,0.0,Bryce Young pass complete deep left to Stephen Sullivan for 20 yards (tackle by Jayron Kearse),1.49,3.78,11.0,2023,152
2.0,3:43,1.0,10.0,DAL 27,10.0,0.0,Miles Sanders left guard for 14 yards (tackle by Jayron Kearse and Damone Clark),3.78,4.71,11.0,2023,152
2.0,3:05,1.0,10.0,DAL 13,10.0,0.0,Miles Sanders right end for -4 yards (tackle by Donovan Wilson),4.71,3.5,11.0,2023,152
2.0,2:21,2.0,14.0,DAL 17,10.0,0.0,Bryce Young pass incomplete short right,3.5,2.88,11.0,2023,152
2.0,2:18,3.0,14.0,DAL 17,10.0,0.0,Bryce Young sacked by DeMarcus Lawrence for -7 yards,2.88,1.87,11.0,2023,152
2.0,2:00,4.0,21.0,DAL 24,10.0,3.0,Eddy Pineiro 42 yard field goal good,1.87,3.0,11.0,2023,152
2.0,1:56,,,CAR 35,10.0,3.0,"Eddy Pineiro kicks off 61 yards, out of bounds",0.0,1.6,11.0,2023,152
2.0,1:56,1.0,10.0,DAL 40,10.0,3.0,Dak Prescott pass incomplete short left intended for Jake Ferguson (defended by Deion Jones),1.6,1.05,11.0,2023,152
2.0,1:52,2.0,10.0,DAL 40,10.0,3.0,Dak Prescott pass complete deep right to Michael Gallup for 19 yards (tackle by Vonn Bell),1.05,2.85,11.0,2023,152
2.0,1:27,1.0,10.0,CAR 41,10.0,3.0,Dak Prescott pass incomplete short right intended for Michael Gallup,2.85,2.31,11.0,2023,152
2.0,1:23,2.0,10.0,CAR 41,10.0,3.0,Dak Prescott pass incomplete short left intended for Jalen Tolbert (defended by Troy Hill),2.31,1.62,11.0,2023,152
2.0,1:19,3.0,10.0,CAR 41,10.0,3.0,Dak Prescott scrambles up the middle for 3 yards (tackle by Amare Barno),1.62,0.72,11.0,2023,152
2.0,1:10,4.0,7.0,CAR 38,10.0,3.0,"Penalty on Amare Barno: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.72,4.04,11.0,2023,152
2.0,1:10,1.0,10.0,CAR 23,10.0,3.0,Tony Pollard up the middle for -6 yards (tackle by Derrick Brown),4.04,2.69,11.0,2023,152
2.0,0:51,2.0,16.0,CAR 29,10.0,3.0,Dak Prescott pass incomplete short right intended for Jalen Tolbert,2.69,2.01,11.0,2023,152
2.0,0:47,3.0,16.0,CAR 29,10.0,3.0,Dak Prescott pass complete short middle to CeeDee Lamb for 10 yards (tackle by Donte Jackson),2.01,2.21,11.0,2023,152
2.0,0:38,4.0,6.0,CAR 19,10.0,3.0,"Penalty on DeShawn Williams: Unnecessary Roughness / Defense, 10 yards (accepted) (no play)",2.21,5.14,11.0,2023,152
2.0,0:38,,,,,,Timeout #1 by Carolina Panthers,,,11.0,2023,152
2.0,0:38,1.0,9.0,CAR 9,10.0,3.0,Tony Pollard up the middle for 4 yards (tackle by DJ Johnson and DeShawn Williams),5.14,5.15,11.0,2023,152
2.0,0:33,,,,,,Timeout #1 by Dallas Cowboys,,,11.0,2023,152
2.0,0:33,2.0,5.0,CAR 5,10.0,3.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Frankie Luvu),5.15,4.26,11.0,2023,152
2.0,0:29,,,,,,Timeout #2 by Dallas Cowboys,,,11.0,2023,152
2.0,0:29,3.0,5.0,CAR 5,16.0,3.0,"Dak Prescott pass complete short left to CeeDee Lamb for 5 yards, touchdown",4.26,7.0,11.0,2023,152
2.0,0:24,,,CAR 15,17.0,3.0,Brandon Aubrey kicks extra point good,0.0,0.0,11.0,2023,152
2.0,0:24,,,DAL 35,17.0,3.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,152
2.0,0:24,1.0,10.0,CAR 25,17.0,3.0,Bryce Young kneels for -1 yards,0.61,-0.07,11.0,2023,152
3.0,15:00,,,DAL 35,17.0,3.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,152
3.0,15:00,1.0,10.0,CAR 25,17.0,3.0,"Chuba Hubbard left end for 1 yard (tackle by Markquese Bell). Penalty on Adam Thielen: Offensive Holding, 10 yards (accepted)",0.61,-0.28,11.0,2023,152
3.0,14:53,1.0,19.0,CAR 16,17.0,3.0,Bryce Young pass complete short right to Jonathan Mingo for 6 yards (tackle by Malik Hooker),-0.28,-0.34,11.0,2023,152
3.0,14:20,2.0,13.0,CAR 22,17.0,3.0,Bryce Young pass incomplete short left,-0.34,-1.02,11.0,2023,152
3.0,14:12,3.0,13.0,CAR 22,17.0,3.0,Bryce Young pass complete short right to Chuba Hubbard for 6 yards (tackle by Markquese Bell and Stephon Gilmore),-1.02,-1.5,11.0,2023,152
3.0,13:38,4.0,7.0,CAR 28,17.0,3.0,"Johnny Hekker punts 52 yards, fair catch by KaVontae Turpin at DAL-20",-1.5,-0.28,11.0,2023,152
3.0,13:30,1.0,10.0,DAL 20,17.0,3.0,Tony Pollard up the middle for 3 yards (tackle by DJ Johnson),0.28,0.14,11.0,2023,152
3.0,12:59,2.0,7.0,DAL 23,17.0,3.0,Dak Prescott pass complete short middle to Brandin Cooks for 12 yards (tackle by Dicaprio Bootle),0.14,1.27,11.0,2023,152
3.0,12:22,1.0,10.0,DAL 35,17.0,3.0,Dak Prescott pass complete short right to Jake Ferguson for no gain (tackle by Vonn Bell),1.27,0.72,11.0,2023,152
3.0,11:49,2.0,10.0,DAL 35,17.0,3.0,Dak Prescott pass complete short left to CeeDee Lamb for 2 yards (tackle by Dicaprio Bootle),0.72,0.3,11.0,2023,152
3.0,11:12,3.0,8.0,DAL 37,17.0,3.0,Dak Prescott pass incomplete deep left intended for CeeDee Lamb,0.3,-0.91,11.0,2023,152
3.0,10:57,4.0,8.0,DAL 37,17.0,3.0,"Bryan Anger punts 63 yards. Penalty on Nahshon Wright: Offensive Holding, 10 yards (accepted)",-0.91,-0.94,11.0,2023,152
3.0,10:57,1.0,10.0,CAR 30,17.0,3.0,Miles Sanders right end for 3 yards (tackle by Markquese Bell),0.94,0.8,11.0,2023,152
3.0,10:26,2.0,7.0,CAR 33,17.0,3.0,Miles Sanders up the middle for 8 yards (tackle by Markquese Bell),0.8,1.66,11.0,2023,152
3.0,9:46,1.0,10.0,CAR 41,17.0,3.0,Bryce Young pass incomplete short left intended for Adam Thielen,1.66,1.12,11.0,2023,152
3.0,9:26,2.0,10.0,CAR 41,17.0,3.0,"Bryce Young pass complete short right to Adam Thielen for 8 yards. Adam Thielen fumbles, ball out of bounds at CAR-49 (forced by Jourdan Lewis). Adam Thielen fumbles out of bounds",1.12,1.49,11.0,2023,152
3.0,9:00,3.0,2.0,CAR 49,17.0,3.0,"Penalty on Chandler Zavala: False Start, 5 yards (accepted) (no play)",1.49,0.83,11.0,2023,152
3.0,8:23,3.0,7.0,CAR 44,17.0,3.0,Bryce Young pass incomplete deep right intended for Jonathan Mingo,0.83,-0.46,11.0,2023,152
3.0,8:18,4.0,7.0,CAR 44,17.0,3.0,"Johnny Hekker punts downed by D'Shawn Jamison. Penalty on Sam Williams: Running Into the Kicker, 5 yards (accepted) (no play)",-0.46,-0.13,11.0,2023,152
3.0,8:03,4.0,2.0,CAR 49,17.0,3.0,Bryce Young pass complete short left to Adam Thielen for 16 yards (tackle by Jourdan Lewis),-0.13,3.25,11.0,2023,152
3.0,7:40,1.0,10.0,DAL 35,17.0,3.0,Chuba Hubbard left guard for 3 yards (tackle by DaRon Bland and DeMarcus Lawrence),3.25,3.11,11.0,2023,152
3.0,6:53,2.0,7.0,DAL 32,17.0,3.0,Chuba Hubbard left tackle for 4 yards (tackle by Damone Clark and Markquese Bell),3.11,2.94,11.0,2023,152
3.0,6:07,3.0,3.0,DAL 28,17.0,3.0,Bryce Young pass incomplete short left intended for Tommy Tremble,2.94,1.68,11.0,2023,152
3.0,6:01,4.0,3.0,DAL 28,17.0,3.0,Bryce Young pass complete short left to Adam Thielen for 3 yards (tackle by Juanyeh Thomas),1.68,3.91,11.0,2023,152
3.0,5:21,1.0,10.0,DAL 25,17.0,3.0,Miles Sanders up the middle for no gain (tackle by Donovan Wilson and Dorance Armstrong),3.91,3.36,11.0,2023,152
3.0,4:39,2.0,10.0,DAL 25,17.0,3.0,Bryce Young pass incomplete short left intended for Tommy Tremble,3.36,2.68,11.0,2023,152
3.0,4:34,3.0,10.0,DAL 25,17.0,3.0,Bryce Young pass complete short middle to Adam Thielen for 9 yards (tackle by Juanyeh Thomas),2.68,2.53,11.0,2023,152
3.0,4:08,4.0,1.0,DAL 16,17.0,3.0,Miles Sanders right guard for 3 yards (tackle by Juanyeh Thomas and Micah Parsons),2.53,4.71,11.0,2023,152
3.0,3:22,1.0,10.0,DAL 13,17.0,3.0,Bryce Young pass complete short right to Adam Thielen for 5 yards (tackle by Stephon Gilmore and DaRon Bland),4.71,4.96,11.0,2023,152
3.0,2:42,2.0,5.0,DAL 8,17.0,3.0,Miles Sanders left guard for 4 yards (tackle by Malik Hooker and Juanyeh Thomas),4.96,5.01,11.0,2023,152
3.0,2:04,3.0,1.0,DAL 4,17.0,9.0,"Bryce Young pass complete short left to Tommy Tremble for 4 yards, touchdown",5.01,7.0,11.0,2023,152
3.0,1:59,,,DAL 15,17.0,10.0,Eddy Pineiro kicks extra point good,0.0,0.0,11.0,2023,152
3.0,1:59,,,CAR 35,17.0,10.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,152
3.0,1:59,1.0,10.0,DAL 25,17.0,10.0,Tony Pollard up the middle for 2 yards (tackle by Troy Hill and Derrick Brown),0.61,0.33,11.0,2023,152
3.0,1:26,2.0,8.0,DAL 27,17.0,10.0,Dak Prescott pass complete short right to CeeDee Lamb for 8 yards (tackle by Troy Hill and Xavier Woods),0.33,1.27,11.0,2023,152
3.0,0:55,1.0,10.0,DAL 35,17.0,10.0,Dak Prescott pass incomplete short middle intended for Tony Pollard,1.27,0.72,11.0,2023,152
3.0,0:47,2.0,10.0,DAL 35,17.0,10.0,Dak Prescott pass complete short right to Jalen Tolbert for 5 yards (tackle by Donte Jackson),0.72,0.7,11.0,2023,152
3.0,0:11,3.0,5.0,DAL 40,17.0,10.0,Dak Prescott pass complete deep right to Jake Ferguson for 24 yards (tackle by Vonn Bell),0.7,3.18,11.0,2023,152
4.0,15:00,1.0,10.0,CAR 36,17.0,10.0,Dak Prescott pass complete short right to CeeDee Lamb for 8 yards (tackle by Dicaprio Bootle),3.18,3.72,11.0,2023,152
4.0,14:17,2.0,2.0,CAR 28,17.0,10.0,CeeDee Lamb left end for 7 yards (tackle by Vonn Bell),3.72,4.17,11.0,2023,152
4.0,14:06,1.0,10.0,CAR 21,23.0,10.0,"Tony Pollard up the middle for 21 yards, touchdown",4.17,7.0,11.0,2023,152
4.0,13:58,,,CAR 15,24.0,10.0,Brandon Aubrey kicks extra point good,0.0,0.0,11.0,2023,152
4.0,13:58,,,DAL 35,24.0,10.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,152
4.0,13:58,1.0,10.0,CAR 25,30.0,10.0,"Bryce Young pass short right intended for Jonathan Mingo is intercepted by DaRon Bland at CAR-30 and returned for 30 yards, touchdown",0.61,-7.0,11.0,2023,152
4.0,13:48,,,CAR 15,30.0,10.0,Brandon Aubrey kicks extra point no good,0.0,-1.0,11.0,2023,152
4.0,13:48,,,DAL 35,30.0,10.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,11.0,2023,152
4.0,13:48,1.0,10.0,CAR 25,30.0,10.0,Bryce Young pass complete short left to Miles Sanders for 2 yards (tackle by Markquese Bell),0.61,0.33,11.0,2023,152
4.0,13:18,2.0,8.0,CAR 27,30.0,10.0,Bryce Young pass incomplete short middle intended for Adam Thielen (defended by Damone Clark),0.33,-0.36,11.0,2023,152
4.0,13:14,3.0,8.0,CAR 27,30.0,10.0,Bryce Young pass complete short right to Adam Thielen for 14 yards (tackle by DaRon Bland),-0.36,1.66,11.0,2023,152
4.0,12:52,,,,,,Timeout #1 by Dallas Cowboys,,,11.0,2023,152
4.0,12:52,1.0,10.0,CAR 41,30.0,10.0,Bryce Young sacked by and Jayron Kearse for -8 yards and Micah Parsons for -8 yards,1.66,0.04,11.0,2023,152
4.0,12:13,2.0,18.0,CAR 33,30.0,10.0,Bryce Young sacked by and Dorance Armstrong for -6 yards and Chauncey Golston for -6 yards,0.04,-1.42,11.0,2023,152
4.0,11:30,3.0,24.0,CAR 27,30.0,10.0,"Bryce Young sacked by. Bryce Young fumbles, recovered by Donovan Wilson at CAR-27",-1.42,-3.78,11.0,2023,152
4.0,11:18,1.0,10.0,CAR 27,30.0,10.0,Rico Dowdle left tackle for 8 yards (tackle by Vonn Bell and Donte Jackson),3.78,4.35,11.0,2023,152
4.0,10:42,2.0,2.0,CAR 19,30.0,10.0,Rico Dowdle up the middle for 1 yard (tackle by Derrick Brown and Troy Hill),4.35,3.84,11.0,2023,152
4.0,10:01,3.0,1.0,CAR 18,30.0,10.0,Dak Prescott right guard for 3 yards (tackle by Derrick Brown),3.84,4.58,11.0,2023,152
4.0,9:28,1.0,10.0,CAR 15,30.0,10.0,Dak Prescott pass complete short right to Rico Dowdle for -2 yards (tackle by Brian Burns),4.58,3.68,11.0,2023,152
4.0,8:49,2.0,12.0,CAR 17,30.0,10.0,Rico Dowdle left end for 2 yards (tackle by Nick Thurman),3.68,3.1,11.0,2023,152
4.0,8:03,,,,,,Timeout #2 by Dallas Cowboys,,,11.0,2023,152
4.0,8:03,3.0,10.0,CAR 15,30.0,10.0,Dak Prescott pass complete short left to Tony Pollard for 6 yards (tackle by Frankie Luvu),3.1,2.9,11.0,2023,152
4.0,7:21,4.0,4.0,CAR 9,33.0,10.0,Brandon Aubrey 27 yard field goal good,2.9,3.0,11.0,2023,152
4.0,7:18,,,DAL 35,33.0,10.0,"Brandon Aubrey kicks off 66 yards, returned by Raheem Blackshear for 29 yards (tackle by Hunter Luepke)",0.0,0.81,11.0,2023,152
4.0,7:13,1.0,10.0,CAR 28,33.0,10.0,Bryce Young pass complete short left to Chuba Hubbard for 2 yards (tackle by Jourdan Lewis),0.81,0.53,11.0,2023,152
4.0,6:38,2.0,8.0,CAR 30,33.0,10.0,Bryce Young sacked by Sam Williams for -7 yards,0.53,-1.09,11.0,2023,152
4.0,5:58,3.0,15.0,CAR 23,33.0,10.0,Bryce Young pass incomplete short right intended for Adam Thielen,-1.09,-1.83,11.0,2023,152
4.0,5:54,4.0,15.0,CAR 23,33.0,10.0,"Johnny Hekker punts 50 yards, fair catch by KaVontae Turpin at DAL-27",-1.83,-0.74,11.0,2023,152
4.0,5:47,1.0,10.0,DAL 27,33.0,10.0,Rico Dowdle up the middle for 11 yards (tackle by Kamu Grugier-Hill and Xavier Woods),0.74,1.47,11.0,2023,152
4.0,4:59,1.0,10.0,DAL 38,33.0,10.0,"Rico Dowdle for no gain. Penalty on Sean McKeon: Offensive Holding, 10 yards (accepted) (no play)",1.47,0.81,11.0,2023,152
4.0,4:56,1.0,20.0,DAL 28,33.0,10.0,Cooper Rush pass complete short left to Luke Schoonmaker for 5 yards (tackle by Kamu Grugier-Hill),0.81,0.25,11.0,2023,152
4.0,4:13,2.0,15.0,DAL 33,33.0,10.0,Rico Dowdle right guard for no gain (tackle by Xavier Woods and Kamu Grugier-Hill),0.25,-0.43,11.0,2023,152
4.0,3:35,3.0,15.0,DAL 33,33.0,10.0,"Cooper Rush pass incomplete intended for Jalen Brooks. Penalty on Donte Jackson: Defensive Holding, 5 yards (accepted) (no play)",-0.43,1.47,11.0,2023,152
4.0,3:29,1.0,10.0,DAL 38,33.0,10.0,Rico Dowdle right guard for 1 yard (tackle by Nick Thurman),1.47,1.06,11.0,2023,152
4.0,2:51,2.0,9.0,DAL 39,33.0,10.0,Cooper Rush pass incomplete deep left intended for KaVontae Turpin,1.06,0.37,11.0,2023,152
4.0,2:43,3.0,9.0,DAL 39,33.0,10.0,Cooper Rush pass complete short right to KaVontae Turpin for 10 yards (tackle by Dicaprio Bootle),0.37,2.19,11.0,2023,152
4.0,2:00,1.0,10.0,DAL 49,33.0,10.0,Cooper Rush kneels for -1 yards,2.19,1.51,11.0,2023,152
4.0,1:26,2.0,11.0,DAL 48,33.0,10.0,Cooper Rush kneels for -1 yards,1.51,0.7,11.0,2023,152
4.0,0:48,3.0,12.0,DAL 47,33.0,10.0,Cooper Rush kneels for -1 yards,0.7,-0.32,11.0,2023,152
