Quarter,Time,Down,ToGo,Location,BAL,NYG,Detail,EPB,EPA,week,year,game_id
2.0,1:21,3.0,5.0,NYG 30,10.0,7.0,Daniel Jones pass incomplete short right intended for David Sills,0.04,-1.37,6.0,2022,88
2.0,1:05,4.0,5.0,NYG 30,10.0,7.0,"Jamie Gillan punts 60 yards, returned by Devin Duvernay for 12 yards (tackle by Cam Brown). Penalty on Tylan Wallace: Defensive Holding, 10 yards (accepted)",-1.37,0.35,6.0,2022,88
2.0,1:05,1.0,10.0,BAL 12,10.0,7.0,Lamar Jackson sacked by Dexter Lawrence for -7 yards,-0.35,-1.29,6.0,2022,88
2.0,0:29,2.0,17.0,BAL 5,10.0,7.0,Lamar Jackson pass complete short middle to Demarcus Robinson for 10 yards (tackle by Fabian Moreau),-1.29,-1.07,6.0,2022,88
2.0,0:20,,,,,,Timeout #1 by New York Giants,,,6.0,2022,88
2.0,0:20,3.0,7.0,BAL 15,10.0,7.0,Kenyan Drake left tackle for 6 yards (tackle by Kayvon Thibodeaux),-1.07,-1.96,6.0,2022,88
2.0,0:18,,,,,,Timeout #2 by New York Giants,,,6.0,2022,88
2.0,0:18,4.0,1.0,BAL 21,10.0,7.0,"Jordan Stout punts 53 yards, returned by Richie James for 8 yards (tackle by A.J. Klein). Penalty on A.J. Klein: Unnecessary Roughness / Offense, 15 yards (accepted)",-1.96,-2.19,6.0,2022,88
2.0,0:08,,,,,,Timeout #2 by Baltimore Ravens,,,6.0,2022,88
2.0,0:08,1.0,10.0,NYG 49,10.0,7.0,Daniel Jones pass incomplete short left,2.19,1.65,6.0,2022,88
2.0,0:02,2.0,10.0,NYG 49,10.0,7.0,"Daniel Jones sacked by Patrick Queen for no gain. Daniel Jones fumbles (forced by Patrick Queen), recovered by Chuck Clark at BAL-48 and returned for -5 yards (tackle by Evan Neal)",1.65,0.0,6.0,2022,88
3.0,15:00,,,BAL 35,10.0,7.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,88
3.0,15:00,1.0,10.0,NYG 25,10.0,7.0,Saquon Barkley right tackle for 5 yards (tackle by Justin Madubuike and Brandon Stephens),0.61,0.74,6.0,2022,88
3.0,14:21,2.0,5.0,NYG 30,10.0,7.0,Daniel Jones pass complete short left to Daniel Bellinger for 10 yards (tackle by Geno Stone),0.74,1.6,6.0,2022,88
3.0,13:53,1.0,10.0,NYG 40,10.0,7.0,Daniel Jones sacked by Justin Madubuike for -1 yards,1.6,0.92,6.0,2022,88
3.0,13:19,2.0,11.0,NYG 39,10.0,7.0,Daniel Jones pass incomplete short left intended for Darius Slayton,0.92,0.23,6.0,2022,88
3.0,13:14,3.0,11.0,NYG 39,10.0,7.0,Daniel Jones pass incomplete short middle intended for Wan'Dale Robinson,0.23,-0.78,6.0,2022,88
3.0,13:09,4.0,11.0,NYG 39,10.0,7.0,"Jamie Gillan punts, fair catch by Devin Duvernay at BAL-16. Penalty on Casey Kreiter: Offensive Holding, 10 yards (accepted) (no play)",-0.78,-1.44,6.0,2022,88
3.0,13:01,4.0,21.0,NYG 29,10.0,7.0,"Jamie Gillan punts 40 yards, fair catch by Devin Duvernay at BAL-31",-1.44,-1.0,6.0,2022,88
3.0,12:53,1.0,10.0,BAL 31,10.0,7.0,Kenyan Drake up the middle for 21 yards (tackle by Tae Crowder and Xavier McKinney),1.0,2.39,6.0,2022,88
3.0,12:13,1.0,10.0,NYG 48,10.0,7.0,Lamar Jackson pass complete short right to Mark Andrews for 14 yards (tackle by Julian Love),2.39,3.31,6.0,2022,88
3.0,11:23,1.0,10.0,NYG 34,10.0,7.0,Lamar Jackson pass complete deep right to Mark Andrews for 18 yards (tackle by Xavier McKinney and Dane Belton),3.31,4.51,6.0,2022,88
3.0,10:41,1.0,10.0,NYG 16,10.0,7.0,Lamar Jackson right end for 11 yards (tackle by Adoree' Jackson),4.51,6.06,6.0,2022,88
3.0,10:01,1.0,5.0,NYG 5,10.0,7.0,Lamar Jackson pass incomplete short left intended for Devin Duvernay,6.06,5.15,6.0,2022,88
3.0,9:56,2.0,5.0,NYG 5,10.0,7.0,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Dane Belton),5.15,4.26,6.0,2022,88
3.0,9:49,3.0,5.0,NYG 5,10.0,7.0,Lamar Jackson pass incomplete short left intended for Isaiah Likely,4.26,3.01,6.0,2022,88
3.0,9:44,4.0,5.0,NYG 5,13.0,7.0,Justin Tucker 23 yard field goal good,3.01,3.0,6.0,2022,88
3.0,9:41,,,BAL 35,13.0,7.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,88
3.0,9:41,1.0,10.0,NYG 25,13.0,7.0,Saquon Barkley right tackle for 6 yards (tackle by Patrick Queen),0.61,0.87,6.0,2022,88
3.0,9:06,2.0,4.0,NYG 31,13.0,7.0,Saquon Barkley left end for 7 yards (tackle by Kyle Hamilton and Broderick Washington),0.87,1.47,6.0,2022,88
3.0,8:18,1.0,10.0,NYG 38,13.0,7.0,Matt Breida left end for -2 yards (tackle by Josh Bynes),1.47,0.65,6.0,2022,88
3.0,7:40,2.0,12.0,NYG 36,13.0,7.0,Daniel Jones pass complete short right to Richie James for 8 yards (tackle by Chuck Clark),0.65,0.96,6.0,2022,88
3.0,7:01,3.0,5.0,NYG 44,13.0,7.0,Daniel Jones pass complete short left to Daniel Bellinger for 7 yards (tackle by Odafe Oweh),0.96,2.32,6.0,2022,88
3.0,6:17,1.0,10.0,BAL 49,13.0,7.0,Saquon Barkley left tackle for 2 yards (tackle by Broderick Washington),2.32,2.05,6.0,2022,88
3.0,5:43,2.0,8.0,BAL 47,13.0,7.0,Saquon Barkley right end for 3 yards (tackle by Malik Harrison and Broderick Washington),2.05,1.75,6.0,2022,88
3.0,5:03,3.0,5.0,BAL 44,13.0,7.0,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by Patrick Queen),1.75,3.91,6.0,2022,88
3.0,5:03,1.0,10.0,BAL 25,13.0,7.0,"Penalty on Odafe Oweh: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",3.91,3.91,6.0,2022,88
3.0,4:38,1.0,10.0,BAL 25,13.0,7.0,Saquon Barkley left end for 8 yards (tackle by Patrick Queen and Kyle Hamilton),3.91,4.55,6.0,2022,88
3.0,4:08,2.0,2.0,BAL 17,13.0,7.0,Saquon Barkley right end for 7 yards (tackle by Chuck Clark),4.55,4.91,6.0,2022,88
3.0,3:28,1.0,10.0,BAL 10,13.0,7.0,Saquon Barkley right guard for 5 yards (tackle by Calais Campbell),4.91,5.15,6.0,2022,88
3.0,2:49,2.0,5.0,BAL 5,13.0,7.0,Daniel Jones pass incomplete short right,5.15,4.26,6.0,2022,88
3.0,2:42,3.0,5.0,BAL 5,13.0,7.0,Daniel Jones sacked by Calais Campbell for -11 yards,4.26,2.38,6.0,2022,88
3.0,2:03,4.0,16.0,BAL 16,13.0,10.0,Graham Gano 34 yard field goal good,2.38,3.0,6.0,2022,88
3.0,2:00,,,NYG 35,13.0,10.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,88
3.0,2:00,1.0,10.0,BAL 25,13.0,10.0,Lamar Jackson pass incomplete short middle intended for Mark Andrews,0.61,0.06,6.0,2022,88
3.0,1:56,2.0,10.0,BAL 25,13.0,10.0,Lamar Jackson right guard for 25 yards (tackle by Adoree' Jackson and Tomon Fox),0.06,2.26,6.0,2022,88
3.0,1:14,1.0,10.0,BAL 50,13.0,10.0,Kenyan Drake right tackle for 3 yards (tackle by Fabian Moreau),2.26,2.12,6.0,2022,88
3.0,0:37,2.0,7.0,NYG 47,13.0,10.0,Kenyan Drake left guard for 7 yards (tackle by Dane Belton),2.12,2.92,6.0,2022,88
4.0,15:00,1.0,10.0,NYG 40,13.0,10.0,Lamar Jackson pass complete short left to Isaiah Likely for 11 yards (tackle by Dane Belton),2.92,3.64,6.0,2022,88
4.0,14:21,1.0,10.0,NYG 29,13.0,10.0,Kenyan Drake right tackle for 15 yards (tackle by Xavier McKinney),3.64,4.65,6.0,2022,88
4.0,13:44,1.0,10.0,NYG 14,13.0,10.0,Kenyan Drake right end for 2 yards (tackle by Jaylon Smith),4.65,4.33,6.0,2022,88
4.0,13:00,2.0,8.0,NYG 12,19.0,10.0,"Lamar Jackson pass complete short right to Mark Andrews for 12 yards, touchdown",4.33,7.0,6.0,2022,88
4.0,12:54,,,NYG 15,20.0,10.0,Justin Tucker kicks extra point good,0.0,0.0,6.0,2022,88
4.0,12:54,,,BAL 35,20.0,10.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,88
4.0,12:54,1.0,10.0,NYG 25,20.0,10.0,Saquon Barkley right tackle for no gain (tackle by Chuck Clark and Patrick Queen),0.61,0.06,6.0,2022,88
4.0,12:32,2.0,10.0,NYG 25,20.0,10.0,Daniel Jones pass complete to Daniel Bellinger for 6 yards (tackle by Josh Bynes),0.06,0.17,6.0,2022,88
4.0,11:56,3.0,4.0,NYG 31,20.0,10.0,Daniel Jones pass complete short right to Marcus Johnson for 18 yards (tackle by Damarion Williams),0.17,2.19,6.0,2022,88
4.0,11:26,1.0,10.0,NYG 49,20.0,10.0,Saquon Barkley left guard for -2 yards (tackle by Jeremiah Attaochu and Justin Madubuike),2.19,1.38,6.0,2022,88
4.0,10:50,2.0,12.0,NYG 47,20.0,10.0,Daniel Jones pass complete short middle to Wan'Dale Robinson for 17 yards (tackle by Geno Stone),1.38,3.18,6.0,2022,88
4.0,10:11,1.0,10.0,BAL 36,20.0,10.0,Saquon Barkley left end for 5 yards (tackle by Jeremiah Attaochu),3.18,3.31,6.0,2022,88
4.0,9:28,2.0,5.0,BAL 31,20.0,10.0,Daniel Jones pass complete short right to David Sills for 8 yards (tackle by Chuck Clark),3.31,4.04,6.0,2022,88
4.0,8:49,1.0,10.0,BAL 23,20.0,10.0,Saquon Barkley up the middle for 8 yards (tackle by Malik Harrison),4.04,4.75,6.0,2022,88
4.0,8:07,2.0,2.0,BAL 15,20.0,10.0,Matt Breida right tackle for 1 yard (tackle by Chuck Clark and Josh Bynes),4.75,4.28,6.0,2022,88
4.0,7:26,3.0,1.0,BAL 14,20.0,10.0,Daniel Jones up the middle for 3 yards (tackle by Travis Jones),4.28,4.84,6.0,2022,88
4.0,6:44,1.0,10.0,BAL 11,20.0,10.0,Saquon Barkley right tackle for 3 yards (tackle by Malik Harrison),4.84,4.7,6.0,2022,88
4.0,6:06,2.0,7.0,BAL 8,20.0,16.0,"Daniel Jones pass complete short left to Daniel Bellinger for 8 yards, touchdown",4.7,7.0,6.0,2022,88
4.0,6:01,,,BAL 15,20.0,17.0,Graham Gano kicks extra point good,0.0,0.0,6.0,2022,88
4.0,6:01,,,NYG 35,20.0,17.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,88
4.0,6:01,1.0,10.0,BAL 25,20.0,17.0,Lamar Jackson pass complete to Josh Oliver for 9 yards (tackle by Fabian Moreau),0.61,1.28,6.0,2022,88
4.0,5:23,2.0,1.0,BAL 34,20.0,17.0,Kenyan Drake left tackle for 1 yard (tackle by Jaylon Smith and Leonard Williams),1.28,1.27,6.0,2022,88
4.0,4:40,1.0,10.0,BAL 35,20.0,17.0,Lamar Jackson right tackle for 5 yards (tackle by Leonard Williams),1.27,1.4,6.0,2022,88
4.0,3:56,2.0,5.0,BAL 40,20.0,17.0,Lamar Jackson pass complete short left to Tylan Wallace for 4 yards (tackle by Adoree' Jackson),1.4,1.22,6.0,2022,88
4.0,3:09,3.0,1.0,BAL 44,20.0,17.0,"Lamar Jackson left guard for no gain (tackle by Nick Williams and Julian Love). Penalty on Ronnie Stanley: Illegal Formation, 4 yards (accepted) (no play)",1.22,0.7,6.0,2022,88
4.0,3:04,3.0,5.0,BAL 40,20.0,17.0,"Lamar Jackson fumbles, recovered by Lamar Jackson at BAL-27 Lamar Jackson pass short right intended for Patrick Ricard is intercepted by Julian Love at BAL-40 and returned for 27 yards (tackle by Kevin Zeitler)",0.7,-4.71,6.0,2022,88
4.0,2:50,1.0,10.0,BAL 13,20.0,17.0,Daniel Jones pass incomplete short left intended for Darius Slayton (defended by Marlon Humphrey),4.71,4.05,6.0,2022,88
4.0,2:45,2.0,10.0,BAL 13,20.0,17.0,Daniel Jones pass complete short right to Daniel Bellinger for 7 yards (tackle by Chuck Clark and Marlon Humphrey),4.05,4.56,6.0,2022,88
4.0,2:00,3.0,3.0,BAL 6,20.0,17.0,"Daniel Jones pass short middle is intercepted by Marcus Peters in end zone and returned for no gain (tackle by Andrew Thomas). Penalty on Marcus Peters: Defensive Pass Interference, 5 yards (accepted) (no play)",4.56,6.97,6.0,2022,88
4.0,1:46,1.0,1.0,BAL 1,20.0,23.0,"Saquon Barkley left guard for 1 yard, touchdown",6.97,7.0,6.0,2022,88
4.0,1:43,,,BAL 15,20.0,24.0,Graham Gano kicks extra point good,0.0,0.0,6.0,2022,88
4.0,1:43,,,NYG 35,20.0,24.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,88
4.0,1:43,1.0,10.0,BAL 25,20.0,24.0,Lamar Jackson pass incomplete short left intended for Demarcus Robinson,0.61,0.06,6.0,2022,88
4.0,1:40,2.0,10.0,BAL 25,20.0,24.0,"Lamar Jackson sacked by Kayvon Thibodeaux for -8 yards. Lamar Jackson fumbles (forced by Kayvon Thibodeaux), recovered by Leonard Williams at BAL-13",0.06,-4.71,6.0,2022,88
4.0,1:30,1.0,10.0,BAL 13,20.0,24.0,Saquon Barkley right tackle for 5 yards (tackle by Geno Stone),4.71,4.96,6.0,2022,88
4.0,1:24,,,,,,Timeout #1 by Baltimore Ravens,,,6.0,2022,88
4.0,1:24,2.0,5.0,BAL 8,20.0,24.0,Saquon Barkley for 6 yards (tackle by Geno Stone),4.96,6.74,6.0,2022,88
4.0,1:17,,,,,,Timeout #2 by Baltimore Ravens,,,6.0,2022,88
4.0,1:17,1.0,2.0,BAL 2,20.0,24.0,Daniel Jones kneels for -1 yards,6.74,5.53,6.0,2022,88
4.0,1:13,,,,,,Timeout #3 by Baltimore Ravens,,,6.0,2022,88
4.0,1:13,2.0,3.0,BAL 3,20.0,24.0,Daniel Jones kneels for -2 yards,5.53,4.26,6.0,2022,88
4.0,0:33,3.0,5.0,BAL 5,20.0,24.0,Daniel Jones kneels for -1 yards,4.26,2.99,6.0,2022,88
