Quarter,Time,Down,ToGo,Location,CIN,NOR,Detail,EPB,EPA,week,year,game_id
1.0,3:52,1.0,10.0,NOR 38,0.0,7.0,Joe Burrow pass complete short left to Joe Mixon for no gain (tackle by Pete Werner),3.05,2.51,6.0,2022,83
1.0,3:10,2.0,10.0,NOR 38,0.0,7.0,"Joe Burrow pass incomplete short right. Penalty on Demario Davis: Roughing the Passer, 14 yards (accepted) (no play)",2.51,3.97,6.0,2022,83
1.0,3:01,1.0,10.0,NOR 24,0.0,7.0,Samaje Perine left guard for 5 yards (tackle by Demario Davis),3.97,4.12,6.0,2022,83
1.0,2:24,2.0,5.0,NOR 19,0.0,7.0,Joe Burrow pass complete short right to Samaje Perine for 2 yards (tackle by Chris Harris),4.12,3.75,6.0,2022,83
1.0,1:45,3.0,3.0,NOR 17,0.0,7.0,Joe Burrow pass complete short right to Ja'Marr Chase for 8 yards (tackle by Paulson Adebo),3.75,5.14,6.0,2022,83
1.0,1:03,1.0,9.0,NOR 9,0.0,7.0,Joe Burrow pass incomplete short right,5.14,4.38,6.0,2022,83
1.0,0:56,2.0,9.0,NOR 9,0.0,7.0,Joe Burrow pass incomplete short right intended for Joe Mixon,4.38,3.36,6.0,2022,83
1.0,0:51,3.0,9.0,NOR 9,6.0,7.0,"Joe Burrow pass complete short middle to Joe Mixon for 9 yards, touchdown",3.36,7.0,6.0,2022,83
1.0,0:45,,,NOR 15,7.0,7.0,Evan McPherson kicks extra point good,0.0,0.0,6.0,2022,83
1.0,0:45,,,CIN 35,7.0,7.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,83
1.0,0:45,1.0,10.0,NOR 25,7.0,7.0,Andy Dalton pass complete short right to Adam Trautman for 8 yards (tackle by Sam Hubbard),0.61,1.14,6.0,2022,83
1.0,0:11,2.0,2.0,NOR 33,7.0,7.0,Taysom Hill left end for 7 yards (tackle by Sam Hubbard),1.14,1.6,6.0,2022,83
2.0,15:00,1.0,10.0,NOR 40,7.0,7.0,Mark Ingram right guard for 14 yards (tackle by Germaine Pratt and Jessie Bates),1.6,2.52,6.0,2022,83
2.0,14:23,1.0,10.0,CIN 46,7.0,7.0,Taysom Hill right tackle for 2 yards (tackle by Trey Hendrickson),2.52,2.25,6.0,2022,83
2.0,13:49,2.0,8.0,CIN 44,7.0,13.0,"Rashid Shaheed right end for 44 yards, touchdown",2.25,7.0,6.0,2022,83
2.0,13:39,,,CIN 15,7.0,14.0,Wil Lutz kicks extra point good,0.0,0.0,6.0,2022,83
2.0,13:39,,,NOR 35,7.0,14.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,83
2.0,13:39,1.0,10.0,CIN 25,7.0,14.0,Joe Burrow pass incomplete short left intended for Tee Higgins,0.61,0.06,6.0,2022,83
2.0,13:35,2.0,10.0,CIN 25,7.0,14.0,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Paulson Adebo),0.06,-0.62,6.0,2022,83
2.0,13:31,3.0,10.0,CIN 25,7.0,14.0,Joe Burrow pass complete short right to Samaje Perine for 9 yards (tackle by Tyrann Mathieu and Justin Evans),-0.62,-1.11,6.0,2022,83
2.0,12:45,4.0,1.0,CIN 34,7.0,14.0,"Kevin Huber punts 41 yards, fair catch by Rashid Shaheed at NO-25",-1.11,-0.61,6.0,2022,83
2.0,12:39,1.0,10.0,NOR 25,7.0,14.0,Alvin Kamara left end for 24 yards (tackle by Chidobe Awuzie),0.61,2.19,6.0,2022,83
2.0,12:03,1.0,10.0,NOR 49,7.0,14.0,Taysom Hill left guard for 31 yards (tackle by Vonn Bell),2.19,4.24,6.0,2022,83
2.0,11:23,1.0,10.0,CIN 20,7.0,14.0,Alvin Kamara left tackle for 4 yards (tackle by Germaine Pratt and Trey Hendrickson),4.24,4.28,6.0,2022,83
2.0,10:46,2.0,6.0,CIN 16,7.0,14.0,Andy Dalton pass incomplete deep left intended for Alvin Kamara,4.28,3.52,6.0,2022,83
2.0,10:41,3.0,6.0,CIN 16,7.0,14.0,Andy Dalton pass incomplete deep left,3.52,2.4,6.0,2022,83
2.0,10:32,4.0,6.0,CIN 16,7.0,17.0,Wil Lutz 35 yard field goal good,2.4,3.0,6.0,2022,83
2.0,10:28,,,NOR 35,7.0,17.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,83
2.0,10:28,1.0,10.0,CIN 25,7.0,17.0,Joe Burrow pass complete short right to Tee Higgins for 6 yards (tackle by Paulson Adebo),0.61,0.87,6.0,2022,83
2.0,9:47,2.0,4.0,CIN 31,7.0,17.0,Joe Mixon right guard for 7 yards (tackle by Tanoh Kpassagnon),0.87,1.47,6.0,2022,83
2.0,9:16,1.0,10.0,CIN 38,7.0,17.0,Joe Burrow pass complete short left to Hayden Hurst for 4 yards (tackle by Demario Davis),1.47,1.46,6.0,2022,83
2.0,8:35,2.0,6.0,CIN 42,7.0,17.0,Joe Burrow pass complete short right to Tyler Boyd for 21 yards (tackle by Chris Harris),1.46,3.12,6.0,2022,83
2.0,7:57,1.0,10.0,NOR 37,7.0,17.0,Joe Burrow pass complete short right to Joe Mixon for 8 yards (tackle by Pete Werner),3.12,3.65,6.0,2022,83
2.0,7:21,2.0,2.0,NOR 29,7.0,17.0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,3.65,2.94,6.0,2022,83
2.0,7:17,3.0,2.0,NOR 29,7.0,17.0,Joe Burrow pass complete short right to Tyler Boyd for 8 yards (tackle by Paulson Adebo),2.94,4.17,6.0,2022,83
2.0,6:38,1.0,10.0,NOR 21,7.0,17.0,Joe Burrow pass complete short left to Tee Higgins for 2 yards (tackle by Demario Davis),4.17,3.9,6.0,2022,83
2.0,5:57,2.0,8.0,NOR 19,7.0,17.0,Joe Burrow pass incomplete short left intended for Tee Higgins,3.9,3.18,6.0,2022,83
2.0,5:53,,,,,,Timeout #1 by Cincinnati Bengals,,,6.0,2022,83
2.0,5:53,3.0,8.0,NOR 19,13.0,17.0,"Joe Burrow scrambles left guard for 19 yards, touchdown",3.18,7.0,6.0,2022,83
2.0,5:44,,,NOR 15,14.0,17.0,Evan McPherson kicks extra point good,0.0,0.0,6.0,2022,83
2.0,5:44,,,CIN 35,14.0,17.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,83
2.0,5:44,1.0,10.0,NOR 25,14.0,17.0,Alvin Kamara right tackle for 5 yards (tackle by Cameron Sample),0.61,0.74,6.0,2022,83
2.0,5:11,2.0,5.0,NOR 30,14.0,17.0,Alvin Kamara right tackle for 1 yard (tackle by B.J. Hill),0.74,0.17,6.0,2022,83
2.0,4:29,3.0,4.0,NOR 31,14.0,17.0,Andy Dalton pass complete short middle to Juwan Johnson for 7 yards (tackle by Eli Apple and Akeem Davis-Gaither),0.17,1.47,6.0,2022,83
2.0,3:55,1.0,10.0,NOR 38,14.0,17.0,Alvin Kamara right guard for no gain (tackle by Sam Hubbard),1.47,0.92,6.0,2022,83
2.0,3:21,2.0,10.0,NOR 38,14.0,17.0,Andy Dalton pass incomplete short right,0.92,0.23,6.0,2022,83
2.0,3:17,3.0,10.0,NOR 38,14.0,17.0,Andy Dalton pass complete short right to Marquez Callaway for 20 yards (tackle by Eli Apple),0.23,2.79,6.0,2022,83
2.0,2:33,,,,,,Timeout #1 by New Orleans Saints,,,6.0,2022,83
2.0,2:33,1.0,10.0,CIN 42,14.0,17.0,Mark Ingram left end for 12 yards (tackle by Germaine Pratt and Chidobe Awuzie),2.79,3.58,6.0,2022,83
2.0,2:00,1.0,10.0,CIN 30,14.0,17.0,Alvin Kamara right guard for -1 yards (tackle by Trey Hendrickson),3.58,2.9,6.0,2022,83
2.0,1:56,,,,,,Timeout #2 by Cincinnati Bengals,,,6.0,2022,83
2.0,1:56,2.0,11.0,CIN 31,14.0,17.0,Andy Dalton pass incomplete short left intended for Marquez Callaway (defended by Chidobe Awuzie),2.9,2.21,6.0,2022,83
2.0,1:53,3.0,11.0,CIN 31,14.0,17.0,Andy Dalton pass complete short right to Tre'Quan Smith for 15 yards (tackle by Eli Apple),2.21,4.51,6.0,2022,83
2.0,1:46,1.0,10.0,CIN 16,14.0,17.0,Andy Dalton pass complete short right to Alvin Kamara for -2 yards (tackle by Sam Hubbard),4.51,3.64,6.0,2022,83
2.0,1:41,,,,,,Timeout #3 by Cincinnati Bengals,,,6.0,2022,83
2.0,1:41,2.0,12.0,CIN 18,14.0,17.0,Taysom Hill right end for -1 yards (tackle by Eli Apple),3.64,2.85,6.0,2022,83
2.0,0:53,,,,,,Timeout #2 by New Orleans Saints,,,6.0,2022,83
2.0,0:53,3.0,13.0,CIN 19,14.0,17.0,Andy Dalton pass complete short left to Alvin Kamara for 7 yards (tackle by Logan Wilson),2.85,2.66,6.0,2022,83
2.0,0:05,,,,,,Timeout #3 by New Orleans Saints,,,6.0,2022,83
2.0,0:05,4.0,6.0,CIN 12,14.0,20.0,Wil Lutz 30 yard field goal good,2.66,3.0,6.0,2022,83
2.0,0:01,,,NOR 35,14.0,20.0,"Wil Lutz kicks off 45 yards, returned by Devin Asiasi for 14 yards (tackle by Bryce Thompson and Zack Baun)",0.0,1.27,6.0,2022,83
3.0,15:00,,,CIN 35,14.0,20.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,83
3.0,15:00,1.0,10.0,NOR 25,14.0,20.0,Andy Dalton pass incomplete short right,0.61,0.06,6.0,2022,83
3.0,14:55,2.0,10.0,NOR 25,14.0,20.0,Alvin Kamara right tackle for 2 yards (tackle by Logan Wilson and Jay Tufele),0.06,-0.36,6.0,2022,83
3.0,14:16,3.0,8.0,NOR 27,14.0,20.0,Andy Dalton pass complete to Mark Ingram for 11 yards (tackle by Tre Flowers),-0.36,1.47,6.0,2022,83
3.0,13:35,1.0,10.0,NOR 38,14.0,20.0,Mark Ingram right tackle for 5 yards (tackle by Germaine Pratt),1.47,1.6,6.0,2022,83
3.0,13:00,2.0,5.0,NOR 43,14.0,20.0,Taysom Hill up the middle for no gain (tackle by Mike Hilton and Sam Hubbard),1.6,0.89,6.0,2022,83
3.0,12:17,3.0,5.0,NOR 43,14.0,20.0,"Penalty on Juwan Johnson: False Start, 5 yards (accepted) (no play)",0.89,0.23,6.0,2022,83
3.0,11:45,3.0,10.0,NOR 38,14.0,20.0,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",0.23,0.23,6.0,2022,83
3.0,11:27,3.0,10.0,NOR 38,14.0,20.0,"Andy Dalton scrambles for no gain (tackle by Tre Flowers). Penalty on Andrus Peat: Offensive Holding, 10 yards (accepted) (no play)",0.23,-1.75,6.0,2022,83
3.0,11:06,3.0,25.0,NOR 23,14.0,20.0,Andy Dalton pass complete short right to Juwan Johnson for 9 yards (tackle by Akeem Davis-Gaither),-1.75,-0.65,6.0,2022,83
3.0,10:58,4.0,16.0,NOR 41,14.0,20.0,"Penalty on Trey Hendrickson: Roughing the Passer, 15 yards (accepted) (no play)",-0.65,2.06,6.0,2022,83
3.0,10:36,1.0,10.0,NOR 47,14.0,20.0,Alvin Kamara up the middle for 7 yards (tackle by Germaine Pratt),2.06,2.46,6.0,2022,83
3.0,10:00,2.0,3.0,CIN 46,14.0,20.0,Taysom Hill pass incomplete deep middle intended for Kevin White (defended by Chidobe Awuzie),2.46,1.75,6.0,2022,83
3.0,9:53,3.0,3.0,CIN 46,14.0,20.0,Andy Dalton pass complete short middle to Keith Kirkwood for 14 yards (tackle by Mike Hilton),1.75,3.45,6.0,2022,83
3.0,9:11,1.0,10.0,CIN 32,14.0,20.0,Alvin Kamara left end for 12 yards (tackle by Chidobe Awuzie and Jessie Bates),3.45,4.24,6.0,2022,83
3.0,8:35,1.0,10.0,CIN 20,14.0,20.0,Mark Ingram right guard for -1 yards (tackle by B.J. Hill),4.24,3.56,6.0,2022,83
3.0,8:03,2.0,11.0,CIN 21,14.0,20.0,Alvin Kamara right end for 2 yards (tackle by Sam Hubbard and Germaine Pratt),3.56,3.1,6.0,2022,83
3.0,7:21,3.0,9.0,CIN 19,14.0,20.0,Andy Dalton pass incomplete deep right intended for Marquez Callaway,3.1,2.18,6.0,2022,83
3.0,7:16,4.0,9.0,CIN 19,14.0,23.0,Wil Lutz 37 yard field goal good,2.18,3.0,6.0,2022,83
3.0,7:12,,,NOR 35,14.0,23.0,"Wil Lutz kicks off 64 yards, returned by Chris Evans for 25 yards (tackle by Daniel Sorensen and Bryce Thompson)",0.0,0.67,6.0,2022,83
3.0,7:06,1.0,10.0,CIN 26,14.0,23.0,Joe Mixon right guard for 10 yards (tackle by Tyrann Mathieu),0.67,1.33,6.0,2022,83
3.0,6:30,1.0,10.0,CIN 36,14.0,23.0,Joe Burrow pass complete short right to Tee Higgins for 8 yards,1.33,1.87,6.0,2022,83
3.0,5:58,2.0,2.0,CIN 44,14.0,23.0,Joe Mixon left guard for 4 yards (tackle by Chris Harris),1.87,2.13,6.0,2022,83
3.0,5:17,1.0,10.0,CIN 48,14.0,23.0,Joe Burrow pass complete short left to Ja'Marr Chase for 26 yards (tackle by Marcus Maye),2.13,3.84,6.0,2022,83
3.0,4:44,1.0,10.0,NOR 26,14.0,23.0,Joe Burrow pass complete short right to Tyler Boyd for 9 yards (tackle by Chris Harris),3.84,4.64,6.0,2022,83
3.0,4:10,2.0,1.0,NOR 17,14.0,23.0,Joe Burrow up the middle for 2 yards (tackle by Pete Werner),4.64,4.58,6.0,2022,83
3.0,3:36,1.0,10.0,NOR 15,20.0,23.0,"Joe Burrow pass complete short right to Ja'Marr Chase for 15 yards, touchdown",4.58,7.0,6.0,2022,83
3.0,3:30,,,NOR 15,21.0,23.0,Evan McPherson kicks extra point good,0.0,0.0,6.0,2022,83
3.0,3:30,,,CIN 35,21.0,23.0,"Evan McPherson kicks off 64 yards, returned by Rashid Shaheed for 20 yards (tackle by Michael Thomas)",0.0,0.34,6.0,2022,83
3.0,3:24,1.0,10.0,NOR 21,21.0,23.0,Mark Ingram right guard for 4 yards (tackle by Jay Tufele and Eli Apple),0.34,0.34,6.0,2022,83
3.0,2:48,2.0,6.0,NOR 25,21.0,23.0,Andy Dalton pass complete short middle to Juwan Johnson for 20 yards (tackle by Mike Hilton),0.34,1.93,6.0,2022,83
3.0,2:07,1.0,10.0,NOR 45,21.0,23.0,Alvin Kamara right guard for 9 yards (tackle by Eli Apple and Jessie Bates),1.93,2.6,6.0,2022,83
3.0,1:35,2.0,1.0,CIN 46,21.0,23.0,Andy Dalton pass complete short right to Alvin Kamara for no gain (tackle by Vonn Bell),2.6,1.88,6.0,2022,83
3.0,0:58,3.0,1.0,CIN 46,21.0,23.0,Mark Ingram right guard for 4 yards (tackle by Jay Tufele and Germaine Pratt),1.88,2.79,6.0,2022,83
3.0,0:21,1.0,10.0,CIN 42,21.0,23.0,Mark Ingram right tackle for 3 yards (tackle by Germaine Pratt and B.J. Hill),2.79,2.65,6.0,2022,83
4.0,15:00,2.0,7.0,CIN 39,21.0,23.0,Taysom Hill pass complete short left to Marquez Callaway for 9 yards (tackle by Germaine Pratt),2.65,3.58,6.0,2022,83
4.0,14:19,1.0,10.0,CIN 30,21.0,23.0,Alvin Kamara left guard for 6 yards (tackle by Logan Wilson),3.58,3.84,6.0,2022,83
4.0,13:41,2.0,4.0,CIN 24,21.0,23.0,Alvin Kamara left tackle for no gain (tackle by Jay Tufele),3.84,3.14,6.0,2022,83
4.0,13:05,3.0,4.0,CIN 24,21.0,23.0,Andy Dalton pass complete short middle to Tre'Quan Smith for 10 yards (tackle by Jessie Bates),3.14,4.65,6.0,2022,83
4.0,12:24,1.0,10.0,CIN 14,21.0,23.0,Taysom Hill pass incomplete short right,4.65,4.0,6.0,2022,83
4.0,12:18,2.0,10.0,CIN 14,21.0,23.0,Alvin Kamara left tackle for -2 yards (tackle by Jay Tufele),4.0,3.0,6.0,2022,83
4.0,11:39,3.0,12.0,CIN 16,21.0,23.0,Andy Dalton pass complete short right to Alvin Kamara for 3 yards (tackle by Logan Wilson),3.0,2.57,6.0,2022,83
4.0,11:11,4.0,9.0,CIN 13,21.0,26.0,Wil Lutz 31 yard field goal good,2.57,3.0,6.0,2022,83
4.0,11:07,,,NOR 35,21.0,26.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,83
4.0,11:07,1.0,10.0,CIN 25,21.0,26.0,Joe Burrow pass incomplete short middle intended for Joe Mixon (defended by Chris Harris) (defended by Shy Tuttle),0.61,0.06,6.0,2022,83
4.0,11:02,2.0,10.0,CIN 25,21.0,26.0,Joe Mixon right guard for 6 yards (tackle by Cameron Jordan),0.06,0.17,6.0,2022,83
4.0,10:26,3.0,4.0,CIN 31,21.0,26.0,Joe Burrow pass complete short right to Tyler Boyd for 10 yards (tackle by Tyrann Mathieu),0.17,1.66,6.0,2022,83
4.0,9:36,1.0,10.0,CIN 41,21.0,26.0,Joe Mixon left end for 6 yards (tackle by Chris Harris and Demario Davis),1.66,1.93,6.0,2022,83
4.0,8:54,2.0,4.0,CIN 47,21.0,26.0,"Joe Burrow pass complete short right to Tee Higgins for 6 yards (tackle by Chris Harris). Penalty on Tanoh Kpassagnon: Defensive Offside, 5 yards (declined)",1.93,2.46,6.0,2022,83
4.0,8:34,1.0,10.0,NOR 47,21.0,26.0,"Joe Burrow pass incomplete deep left intended for Tyler Boyd. Penalty on La'el Collins: Offensive Holding, 10 yards (accepted) (no play)",2.46,1.8,6.0,2022,83
4.0,8:29,1.0,20.0,CIN 43,21.0,26.0,Samaje Perine right guard for no gain (tackle by Malcolm Roach),1.8,0.56,6.0,2022,83
4.0,7:48,2.0,20.0,CIN 43,21.0,26.0,Joe Burrow pass complete short left to Tee Higgins for 13 yards (tackle by Demario Davis),0.56,1.62,6.0,2022,83
4.0,7:12,,,,,,Timeout #1 by Cincinnati Bengals,,,6.0,2022,83
4.0,7:12,3.0,7.0,NOR 44,21.0,26.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 8 yards (tackle by Bradley Roby and Justin Evans),1.62,3.18,6.0,2022,83
4.0,6:35,1.0,10.0,NOR 36,21.0,26.0,Joe Burrow pass complete short right to Tee Higgins for 12 yards (tackle by Cameron Jordan),3.18,3.97,6.0,2022,83
4.0,6:00,1.0,10.0,NOR 24,21.0,26.0,Joe Burrow sacked by Demario Davis for -7 yards,3.97,2.49,6.0,2022,83
4.0,5:12,2.0,17.0,NOR 31,21.0,26.0,Joe Burrow sacked by Kaden Elliss for -10 yards,2.49,0.5,6.0,2022,83
4.0,4:34,3.0,27.0,NOR 41,21.0,26.0,Joe Burrow pass complete short left to Ja'Marr Chase for 7 yards (tackle by Demario Davis),0.5,1.06,6.0,2022,83
4.0,3:47,4.0,20.0,NOR 34,24.0,26.0,Evan McPherson 52 yard field goal good,1.06,3.0,6.0,2022,83
4.0,3:42,,,CIN 35,24.0,26.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,83
4.0,3:42,1.0,10.0,NOR 25,24.0,26.0,Alvin Kamara right guard for 3 yards (tackle by Zachary Carter and Jay Tufele),0.61,0.47,6.0,2022,83
4.0,3:03,2.0,7.0,NOR 28,24.0,26.0,Mark Ingram right guard for 3 yards (tackle by B.J. Hill),0.47,0.17,6.0,2022,83
4.0,2:24,3.0,4.0,NOR 31,24.0,26.0,Andy Dalton pass incomplete short left intended for Juwan Johnson (defended by Trey Hendrickson),0.17,-1.31,6.0,2022,83
4.0,2:16,4.0,4.0,NOR 31,24.0,26.0,Blake Gillikin punts 29 yards out of bounds,-1.31,-1.6,6.0,2022,83
4.0,2:10,1.0,10.0,CIN 40,30.0,26.0,"Joe Burrow pass complete to Ja'Marr Chase for 60 yards, touchdown",1.6,7.0,6.0,2022,83
4.0,1:57,,,NOR 2,30.0,26.0,Two Point Attempt: Joe Burrow pass incomplete,1.0,-1.0,6.0,2022,83
4.0,1:57,,,CIN 35,30.0,26.0,"Evan McPherson kicks off 65 yards, touchback.. Penalty on Daxton Hill: Offside on Free Kick, 5 yards (accepted)",0.0,0.94,6.0,2022,83
4.0,1:57,1.0,10.0,NOR 30,30.0,26.0,Alvin Kamara right guard for 7 yards (tackle by Germaine Pratt and Mike Hilton),0.94,1.34,6.0,2022,83
4.0,1:40,2.0,3.0,NOR 37,30.0,26.0,Andy Dalton pass incomplete short right,1.34,0.63,6.0,2022,83
4.0,1:34,3.0,3.0,NOR 37,30.0,26.0,Andy Dalton pass complete short right to Juwan Johnson for 5 yards (tackle by Tre Flowers),0.63,1.73,6.0,2022,83
4.0,1:10,1.0,10.0,NOR 42,30.0,26.0,Andy Dalton pass complete short right to Alvin Kamara for 8 yards (tackle by Tre Flowers and Germaine Pratt),1.73,2.27,6.0,2022,83
4.0,1:07,,,,,,Timeout #1 by New Orleans Saints,,,6.0,2022,83
4.0,1:07,2.0,2.0,NOR 50,30.0,26.0,Andy Dalton pass complete short right to Alvin Kamara for 9 yards (tackle by Tre Flowers),2.27,2.85,6.0,2022,83
4.0,0:50,1.0,10.0,CIN 41,30.0,26.0,Andy Dalton pass incomplete short middle intended for Alvin Kamara (defended by Sam Hubbard),2.85,2.31,6.0,2022,83
4.0,0:44,2.0,10.0,CIN 41,30.0,26.0,Andy Dalton pass incomplete short right intended for Marquez Callaway,2.31,1.62,6.0,2022,83
4.0,0:39,3.0,10.0,CIN 41,30.0,26.0,Andy Dalton sacked by and B.J. Hill for -7 yards and Sam Hubbard for -7 yards,1.62,0.07,6.0,2022,83
4.0,0:34,,,,,,Timeout #2 by New Orleans Saints,,,6.0,2022,83
4.0,0:34,4.0,17.0,CIN 48,30.0,26.0,Andy Dalton pass incomplete deep right intended for Marquez Callaway,0.07,-2.13,6.0,2022,83
4.0,0:27,1.0,10.0,CIN 48,30.0,26.0,Joe Burrow kneels for -1 yards,2.13,1.45,6.0,2022,83
