Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA,week,year,game_id
1.0,6:09,2.0,8.0,ARI 27,3.0,3.0,Kyler Murray pass complete short right to Marquise Brown for 2 yards (tackle by Coby Bryant),0.33,-0.1,6.0,2022,91
1.0,5:30,3.0,6.0,ARI 29,3.0,3.0,Kyler Murray pass complete short right to Eno Benjamin for 12 yards (tackle by Michael Jackson and Jordyn Brooks),-0.1,1.66,6.0,2022,91
1.0,4:52,1.0,10.0,ARI 41,3.0,3.0,Eno Benjamin right guard for 4 yards (tackle by Michael Jackson),1.66,1.66,6.0,2022,91
1.0,4:19,2.0,6.0,ARI 45,3.0,3.0,Kyler Murray pass complete short left to Marquise Brown for 7 yards (tackle by Coby Bryant),1.66,2.39,6.0,2022,91
1.0,3:48,1.0,10.0,SEA 48,3.0,3.0,Eno Benjamin right end for 3 yards (tackle by Jordyn Brooks and Coby Bryant),2.39,2.25,6.0,2022,91
1.0,3:07,2.0,7.0,SEA 45,3.0,3.0,Kyler Murray pass incomplete short right intended for Marquise Brown,2.25,1.55,6.0,2022,91
1.0,3:01,3.0,7.0,SEA 45,3.0,3.0,Kyler Murray up the middle for 8 yards (tackle by Quinton Jefferson),1.55,3.12,6.0,2022,91
1.0,2:17,1.0,10.0,SEA 37,3.0,3.0,Eno Benjamin left guard for 6 yards (tackle by Quinton Jefferson and Jordyn Brooks),3.12,3.38,6.0,2022,91
1.0,1:58,2.0,4.0,SEA 31,3.0,3.0,Eno Benjamin left tackle for 5 yards (tackle by Cody Barton and Quinton Jefferson),3.38,3.84,6.0,2022,91
1.0,1:25,1.0,10.0,SEA 26,3.0,3.0,Keaontay Ingram left guard for 7 yards (tackle by Coby Bryant and Christian Jones),3.84,4.27,6.0,2022,91
1.0,0:48,2.0,3.0,SEA 19,3.0,3.0,Keaontay Ingram right tackle for -3 yards (tackle by Poona Ford),4.27,3.14,6.0,2022,91
1.0,0:13,3.0,6.0,SEA 22,3.0,3.0,Kyler Murray pass complete short left to A.J. Green for 2 yards (tackle by Jordyn Brooks),3.14,2.2,6.0,2022,91
2.0,15:00,4.0,4.0,SEA 20,3.0,3.0,Kyler Murray pass incomplete short left intended for Rondale Moore,2.2,-0.28,6.0,2022,91
2.0,14:55,1.0,10.0,SEA 20,3.0,3.0,Kenneth Walker left end for 3 yards (tackle by Byron Murphy),0.28,0.14,6.0,2022,91
2.0,14:25,2.0,7.0,SEA 23,3.0,3.0,Geno Smith pass complete short left to Noah Fant for 6 yards (tackle by Budda Baker and Markus Golden),0.14,0.23,6.0,2022,91
2.0,13:45,3.0,1.0,SEA 29,3.0,3.0,Kenneth Walker left tackle for -2 yards (tackle by J.J. Watt and Tanner Vallejo),0.23,-1.57,6.0,2022,91
2.0,12:59,4.0,3.0,SEA 27,3.0,3.0,"Michael Dickson punts 49 yards, fair catch by Greg Dortch at ARI-24",-1.57,-0.54,6.0,2022,91
2.0,12:49,1.0,10.0,ARI 24,3.0,3.0,Eno Benjamin right guard for 3 yards (tackle by Boye Mafe),0.54,0.4,6.0,2022,91
2.0,12:11,2.0,7.0,ARI 27,3.0,3.0,Eno Benjamin up the middle for -3 yards (tackle by Bryan Mone),0.4,-0.69,6.0,2022,91
2.0,11:41,3.0,10.0,ARI 24,3.0,3.0,Kyler Murray sacked by Uchenna Nwosu for -6 yards,-0.69,-2.24,6.0,2022,91
2.0,10:57,4.0,16.0,ARI 18,3.0,3.0,"Andy Lee punts 42 yards, fair catch by DeeJay Dallas at SEA-40",-2.24,-1.6,6.0,2022,91
2.0,10:49,1.0,10.0,SEA 40,3.0,3.0,Kenneth Walker right tackle for 3 yards (tackle by Victor Dimukeje),1.6,1.46,6.0,2022,91
2.0,10:20,2.0,7.0,SEA 43,3.0,3.0,Geno Smith pass complete short right to Will Dissly for 12 yards (tackle by Zaven Collins),1.46,2.59,6.0,2022,91
2.0,9:54,1.0,10.0,ARI 45,3.0,3.0,Geno Smith scrambles left end for 8 yards (tackle by Ben Niemann),2.59,3.12,6.0,2022,91
2.0,9:24,,,,,,Timeout #1 by Seattle Seahawks,,,6.0,2022,91
2.0,9:24,2.0,2.0,ARI 37,3.0,3.0,Geno Smith pass complete short left to D'Wayne Eskridge for 11 yards (tackle by Zaven Collins and Marco Wilson),3.12,3.84,6.0,2022,91
2.0,9:05,1.0,10.0,ARI 26,3.0,3.0,Geno Smith pass complete short left to Colby Parkinson for 7 yards (tackle by Jalen Thompson),3.84,4.27,6.0,2022,91
2.0,8:30,2.0,3.0,ARI 19,3.0,3.0,Kenneth Walker left tackle for 4 yards (tackle by Markus Golden),4.27,4.58,6.0,2022,91
2.0,7:53,1.0,10.0,ARI 15,3.0,3.0,Kenneth Walker up the middle for 2 yards (tackle by Markus Golden),4.58,4.28,6.0,2022,91
2.0,7:23,2.0,8.0,ARI 13,3.0,3.0,Geno Smith left tackle for 6 yards (tackle by Rashard Lawrence),4.28,4.68,6.0,2022,91
2.0,6:54,3.0,2.0,ARI 7,3.0,3.0,Kenneth Walker up the middle for -2 yards (tackle by Rashard Lawrence),4.68,2.9,6.0,2022,91
2.0,6:09,4.0,4.0,ARI 9,3.0,6.0,Jason Myers 27 yard field goal good,2.9,3.0,6.0,2022,91
2.0,6:05,,,SEA 35,3.0,6.0,"Jason Myers kicks off 65 yards, returned by Greg Dortch for 25 yards (tackle by Michael Jackson)",0.0,0.61,6.0,2022,91
2.0,5:59,1.0,10.0,ARI 25,3.0,6.0,Kyler Murray pass complete deep left to Marquise Brown for 24 yards. Marquise Brown fumbles (forced by Ryan Neal),0.61,2.19,6.0,2022,91
2.0,5:14,1.0,10.0,ARI 49,3.0,6.0,Kyler Murray up the middle for no gain (tackle by Shelby Harris),2.19,1.65,6.0,2022,91
2.0,4:43,2.0,10.0,ARI 49,3.0,6.0,Kyler Murray pass complete short right to Rondale Moore for 2 yards (tackle by Boye Mafe),1.65,1.22,6.0,2022,91
2.0,4:03,3.0,8.0,SEA 49,3.0,6.0,Kyler Murray sacked by Ryan Neal for -6 yards,1.22,-0.39,6.0,2022,91
2.0,3:22,4.0,14.0,ARI 45,3.0,6.0,Andy Lee punts 37 yards out of bounds,-0.39,-0.04,6.0,2022,91
2.0,3:12,1.0,10.0,SEA 18,3.0,6.0,Geno Smith pass complete short left to Tyler Lockett for 7 yards (tackle by Marco Wilson),0.04,0.55,6.0,2022,91
2.0,2:42,2.0,3.0,SEA 25,3.0,6.0,Geno Smith up the middle for 2 yards (tackle by Zach Allen),0.55,-0.02,6.0,2022,91
2.0,2:06,3.0,1.0,SEA 27,3.0,6.0,DeeJay Dallas right tackle for 2 yards (tackle by Budda Baker and Byron Murphy),-0.02,0.87,6.0,2022,91
2.0,1:59,1.0,10.0,SEA 29,3.0,6.0,"Geno Smith pass incomplete short right intended for Noah Fant (defended by Isaiah Simmons) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.87,0.33,6.0,2022,91
2.0,1:52,2.0,10.0,SEA 29,3.0,6.0,"Geno Smith scrambles left end for no gain. Penalty on Charles Cross: Offensive Holding, 10 yards (accepted) (no play)",0.33,-1.08,6.0,2022,91
2.0,1:41,2.0,20.0,SEA 19,3.0,6.0,DeeJay Dallas left guard for -1 yards (tackle by Markus Golden),-1.08,-2.04,6.0,2022,91
2.0,1:36,,,,,,Timeout #1 by Arizona Cardinals,,,6.0,2022,91
2.0,1:36,3.0,21.0,SEA 18,3.0,6.0,Geno Smith pass complete short middle to Noah Fant for 5 yards (tackle by Dennis Gardeck and Isaiah Simmons),-2.04,-1.83,6.0,2022,91
2.0,1:29,,,,,,Timeout #2 by Arizona Cardinals,,,6.0,2022,91
2.0,1:29,4.0,16.0,SEA 23,3.0,6.0,"Michael Dickson punts 46 yards, returned by Greg Dortch for 5 yards (tackle by Nick Bellore)",-1.83,-1.33,6.0,2022,91
2.0,1:17,1.0,10.0,ARI 36,3.0,6.0,Kyler Murray pass incomplete deep left intended for Marquise Brown,1.33,0.79,6.0,2022,91
2.0,1:12,2.0,10.0,ARI 36,3.0,6.0,"Kyler Murray sacked by Darrell Taylor for -10 yards. Kyler Murray fumbles (forced by Darrell Taylor), recovered by Kelvin Beachum at ARI-24 Penalty on ARI: Illegal Formation, 5 yards (declined)",0.79,-1.48,6.0,2022,91
2.0,1:06,3.0,22.0,ARI 24,3.0,6.0,Kyler Murray pass complete to Rondale Moore for 9 yards (tackle by Uchenna Nwosu),-1.48,-1.18,6.0,2022,91
2.0,0:59,4.0,13.0,ARI 33,3.0,6.0,"Andy Lee punts 35 yards, fair catch by DeeJay Dallas at SEA-32",-1.18,-1.07,6.0,2022,91
2.0,0:55,1.0,10.0,SEA 32,3.0,6.0,Geno Smith pass complete short left to Marquise Goodwin for 22 yards (tackle by Jalen Thompson and Christian Matthew),1.07,2.52,6.0,2022,91
2.0,0:31,1.0,10.0,ARI 46,3.0,6.0,Geno Smith scrambles up the middle for 24 yards (tackle by Jalen Thompson),2.52,4.11,6.0,2022,91
2.0,0:23,1.0,10.0,ARI 22,3.0,6.0,Geno Smith pass complete short right to Noah Fant for 7 yards (tackle by Marco Wilson),4.11,4.65,6.0,2022,91
2.0,0:17,,,,,,Timeout #2 by Seattle Seahawks,,,6.0,2022,91
2.0,0:17,2.0,3.0,ARI 15,3.0,6.0,Geno Smith pass complete short left to Marquise Goodwin for 4 yards,4.65,4.84,6.0,2022,91
2.0,0:12,1.0,10.0,ARI 11,3.0,6.0,"Penalty on Phil Haynes: False Start, 4 yards (accepted) (no play)",4.84,4.41,6.0,2022,91
2.0,0:12,1.0,14.0,ARI 15,3.0,6.0,Geno Smith pass incomplete short middle intended for Tyler Lockett,4.41,3.56,6.0,2022,91
2.0,0:09,2.0,14.0,ARI 15,3.0,6.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,3.56,2.97,6.0,2022,91
2.0,0:04,3.0,14.0,ARI 15,3.0,9.0,Jason Myers 34 yard field goal good,2.97,3.0,6.0,2022,91
3.0,15:00,,,ARI 35,3.0,9.0,"Matt Ammendola kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,91
3.0,15:00,1.0,10.0,SEA 25,3.0,9.0,Geno Smith pass complete short right to Kenneth Walker for 7 yards (tackle by Isaiah Simmons),0.61,1.01,6.0,2022,91
3.0,14:18,2.0,3.0,SEA 32,3.0,9.0,Geno Smith pass incomplete short middle,1.01,-1.02,6.0,2022,91
3.0,14:18,3.0,13.0,SEA 22,3.0,9.0,Geno Smith sacked by Zaven Collins for -8 yards,-1.02,-2.47,6.0,2022,91
3.0,13:39,4.0,21.0,SEA 14,3.0,9.0,"Michael Dickson punts 53 yards, returned by Greg Dortch for 7 yards (tackle by Isaiah Dunn)",-2.47,-1.6,6.0,2022,91
3.0,13:26,1.0,10.0,ARI 40,3.0,9.0,Eno Benjamin up the middle for 4 yards (tackle by Shelby Harris and Poona Ford),1.6,1.59,6.0,2022,91
3.0,13:04,2.0,6.0,ARI 44,3.0,9.0,"Eno Benjamin right tackle for 1 yard (tackle by Cody Barton and Quandre Diggs). Penalty on D.J. Humphries: Offensive Holding, 10 yards (accepted)",1.59,0.38,6.0,2022,91
3.0,12:59,2.0,15.0,ARI 35,3.0,9.0,Kyler Murray pass complete short middle to Rondale Moore for 16 yards (tackle by Uchenna Nwosu),0.38,2.32,6.0,2022,91
3.0,12:31,1.0,10.0,SEA 49,3.0,9.0,Eno Benjamin right tackle for -1 yards (tackle by Poona Ford and Boye Mafe),2.32,1.65,6.0,2022,91
3.0,12:02,2.0,11.0,ARI 50,3.0,9.0,Kyler Murray scrambles right end for 15 yards (tackle by Ryan Neal),1.65,3.25,6.0,2022,91
3.0,11:19,1.0,10.0,SEA 35,3.0,9.0,Eno Benjamin up the middle for 1 yard (tackle by Quinton Jefferson and Myles Adams),3.25,2.84,6.0,2022,91
3.0,10:41,2.0,9.0,SEA 34,3.0,9.0,Kyler Murray pass complete short left to Zach Ertz for 6 yards (tackle by Tariq Woolen),2.84,2.94,6.0,2022,91
3.0,9:55,3.0,3.0,SEA 28,3.0,9.0,Eno Benjamin up the middle for 1 yard (tackle by Christian Jones),2.94,1.8,6.0,2022,91
3.0,9:19,4.0,2.0,SEA 27,3.0,9.0,Kyler Murray pass incomplete intended for A.J. Green,1.8,-0.81,6.0,2022,91
3.0,9:11,1.0,10.0,SEA 28,3.0,9.0,Geno Smith pass complete to Colby Parkinson for 4 yards (tackle by Marco Wilson),0.81,0.87,6.0,2022,91
3.0,8:39,2.0,5.0,SEA 32,3.0,9.0,"Geno Smith pass incomplete. Penalty on Jesse Luketa: Roughing the Passer, 15 yards (accepted) (no play)",0.87,2.06,6.0,2022,91
3.0,8:33,1.0,10.0,SEA 47,3.0,9.0,Geno Smith pass complete short left to D'Wayne Eskridge for 12 yards (tackle by Byron Murphy),2.06,2.85,6.0,2022,91
3.0,8:10,1.0,10.0,ARI 41,3.0,9.0,Geno Smith up the middle for 4 yards (tackle by Rashard Lawrence),2.85,2.85,6.0,2022,91
3.0,7:26,2.0,6.0,ARI 37,3.0,9.0,Kenneth Walker up the middle for no gain (tackle by Zaven Collins and Markus Golden),2.85,2.15,6.0,2022,91
3.0,6:41,3.0,6.0,ARI 37,3.0,9.0,"Geno Smith pass incomplete intended for D.K. Metcalf. Penalty on Cameron Thomas: Defensive Holding, 5 yards (accepted) (no play)",2.15,3.45,6.0,2022,91
3.0,6:35,1.0,10.0,ARI 32,3.0,9.0,Kenneth Walker right end for 21 yards (tackle by Jalen Thompson),3.45,4.84,6.0,2022,91
3.0,5:47,1.0,10.0,ARI 11,3.0,9.0,Kenneth Walker left guard for 1 yard (tackle by Victor Dimukeje),4.84,4.32,6.0,2022,91
3.0,5:11,2.0,9.0,ARI 10,3.0,9.0,Geno Smith pass complete short right to Noah Fant for 2 yards,4.32,3.76,6.0,2022,91
3.0,4:36,,,,,,Timeout #1 by Arizona Cardinals,,,6.0,2022,91
3.0,4:36,3.0,7.0,ARI 8,3.0,9.0,Geno Smith sacked by Markus Golden for -6 yards,3.76,2.51,6.0,2022,91
3.0,4:15,4.0,13.0,ARI 14,3.0,12.0,Jason Myers 32 yard field goal good,2.51,3.0,6.0,2022,91
3.0,4:11,,,SEA 35,3.0,12.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,91
3.0,4:11,1.0,10.0,ARI 25,3.0,12.0,Kyler Murray pass complete deep middle to Zach Ertz for 32 yards (tackle by Ryan Neal),0.61,2.72,6.0,2022,91
3.0,3:47,1.0,10.0,SEA 43,3.0,12.0,Keaontay Ingram right tackle for 3 yards (tackle by Poona Ford and Jordyn Brooks),2.72,2.58,6.0,2022,91
3.0,3:12,2.0,7.0,SEA 40,3.0,12.0,"Penalty on D.J. Humphries: False Start, 5 yards (accepted) (no play)",2.58,1.91,6.0,2022,91
3.0,3:04,2.0,12.0,SEA 45,3.0,12.0,Kyler Murray pass complete short right to Eno Benjamin for 6 yards (tackle by Ryan Neal),1.91,2.01,6.0,2022,91
3.0,2:32,3.0,6.0,SEA 39,3.0,12.0,"Kyler Murray scrambles for 9 yards. Kyler Murray fumbles (forced by Coby Bryant), recovered by Tariq Woolen at SEA-19",2.01,-0.15,6.0,2022,91
3.0,2:20,1.0,10.0,SEA 19,3.0,12.0,Kenneth Walker left end for -2 yards (tackle by Zach Allen and Zaven Collins),0.15,-0.72,6.0,2022,91
3.0,1:45,2.0,12.0,SEA 17,3.0,12.0,Geno Smith pass incomplete short middle intended for D.K. Metcalf (defended by Zaven Collins),-0.72,-1.42,6.0,2022,91
3.0,1:40,3.0,12.0,SEA 17,3.0,12.0,Geno Smith sacked by Myjai Sanders for -7 yards,-1.42,-2.49,6.0,2022,91
3.0,0:59,4.0,19.0,SEA 10,9.0,12.0,"Michael Dickson for -10 yards. Michael Dickson fumbles (forced by Zeke Turner), recovered by Chris Banjo in end zone, touchdown",-2.49,-7.0,6.0,2022,91
3.0,0:54,,,SEA 15,9.0,12.0,Matt Ammendola kicks extra point no good,0.0,-1.0,6.0,2022,91
3.0,0:54,,,ARI 35,9.0,12.0,"Matt Ammendola kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,91
3.0,0:54,1.0,10.0,SEA 25,9.0,12.0,Geno Smith pass complete short right to Noah Fant for 15 yards (tackle by Zaven Collins),0.61,1.6,6.0,2022,91
3.0,0:19,1.0,10.0,SEA 40,9.0,12.0,Geno Smith pass complete short right to D'Wayne Eskridge for 16 yards (tackle by Budda Baker),1.6,2.65,6.0,2022,91
4.0,15:00,1.0,10.0,ARI 44,9.0,12.0,Geno Smith pass complete short middle to D.K. Metcalf for 17 yards (tackle by Chris Banjo and Zaven Collins),2.65,3.78,6.0,2022,91
4.0,14:29,1.0,10.0,ARI 27,9.0,12.0,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by Tanner Vallejo),3.78,3.23,6.0,2022,91
4.0,14:25,2.0,10.0,ARI 27,9.0,12.0,Geno Smith pass complete short left to Kenneth Walker for 6 yards (tackle by Rashard Lawrence),3.23,3.34,6.0,2022,91
4.0,13:53,3.0,4.0,ARI 21,9.0,12.0,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Marco Wilson),3.34,4.84,6.0,2022,91
4.0,13:31,1.0,10.0,ARI 11,9.0,18.0,"Kenneth Walker up the middle for 11 yards, touchdown",4.84,7.0,6.0,2022,91
4.0,13:24,,,ARI 15,9.0,19.0,Jason Myers kicks extra point good,0.0,0.0,6.0,2022,91
4.0,13:24,,,SEA 35,9.0,19.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,91
4.0,13:24,1.0,10.0,ARI 25,9.0,19.0,Kyler Murray scrambles left end for 6 yards (tackle by Tariq Woolen),0.61,0.87,6.0,2022,91
4.0,12:53,2.0,4.0,ARI 31,9.0,19.0,Kyler Murray pass complete short left to Zach Ertz for 7 yards (tackle by Jordyn Brooks),0.87,1.47,6.0,2022,91
4.0,12:28,1.0,10.0,ARI 38,9.0,19.0,Eno Benjamin left guard for 5 yards (tackle by Bryan Mone and Shelby Harris),1.47,1.6,6.0,2022,91
4.0,11:59,2.0,5.0,ARI 43,9.0,19.0,Kyler Murray pass complete short middle to Marquise Brown for 26 yards (tackle by Quandre Diggs and Ryan Neal),1.6,3.51,6.0,2022,91
4.0,11:35,1.0,10.0,SEA 31,9.0,19.0,Kyler Murray pass incomplete deep left intended for Zach Ertz,3.51,2.97,6.0,2022,91
4.0,11:29,2.0,10.0,SEA 31,9.0,19.0,Kyler Murray pass complete short right to Marquise Brown for 9 yards (tackle by Michael Jackson),2.97,3.47,6.0,2022,91
4.0,10:55,3.0,1.0,SEA 22,9.0,19.0,"Penalty on Trey McBride: False Start, 5 yards (accepted) (no play)",3.47,2.81,6.0,2022,91
4.0,10:50,3.0,6.0,SEA 27,9.0,19.0,Kyler Murray pass complete short left to Zach Ertz for 4 yards (tackle by Quandre Diggs),2.81,2.05,6.0,2022,91
4.0,10:12,,,,,,Timeout #2 by Arizona Cardinals,,,6.0,2022,91
4.0,10:12,4.0,2.0,SEA 23,9.0,19.0,Kyler Murray sacked by Quinton Jefferson for -12 yards,2.05,-1.27,6.0,2022,91
4.0,10:06,1.0,10.0,SEA 35,9.0,19.0,Kenneth Walker up the middle for -3 yards (tackle by J.J. Watt),1.27,0.32,6.0,2022,91
4.0,9:27,2.0,13.0,SEA 32,9.0,19.0,Geno Smith pass incomplete short right intended for Kenneth Walker,0.32,-0.36,6.0,2022,91
4.0,9:21,3.0,13.0,SEA 32,9.0,19.0,Geno Smith sacked by Zaven Collins for -10 yards,-0.36,-1.9,6.0,2022,91
4.0,8:35,4.0,23.0,SEA 22,9.0,19.0,"Michael Dickson punts 64 yards, returned by Greg Dortch for 3 yards (tackle by Cullen Gillaspia)",-1.9,0.06,6.0,2022,91
4.0,8:24,1.0,10.0,ARI 17,9.0,19.0,"Kyler Murray sacked by Poona Ford for -9 yards. Penalty on Sean Harlow: Offensive Holding, 10 yards (declined)",-0.06,-1.44,6.0,2022,91
4.0,8:05,2.0,19.0,ARI 8,9.0,19.0,Kyler Murray pass incomplete short middle intended for Zach Ertz (defended by Poona Ford),-1.44,-2.47,6.0,2022,91
4.0,7:59,3.0,19.0,ARI 8,9.0,19.0,Kyler Murray pass incomplete short right intended for Rondale Moore,-2.47,-2.49,6.0,2022,91
4.0,7:53,4.0,19.0,ARI 8,9.0,19.0,"Andy Lee punts 48 yards, returned by DeeJay Dallas for 8 yards (tackle by Antonio Hamilton)",-2.49,-2.39,6.0,2022,91
4.0,7:41,1.0,10.0,ARI 48,9.0,19.0,Kenneth Walker up the middle for 2 yards (tackle by Tanner Vallejo and Markus Golden),2.39,2.12,6.0,2022,91
4.0,7:04,2.0,8.0,ARI 46,9.0,19.0,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by Isaiah Simmons),2.12,1.42,6.0,2022,91
4.0,6:59,,,,,,Timeout #1 by Seattle Seahawks,,,6.0,2022,91
4.0,6:59,3.0,8.0,ARI 46,9.0,19.0,Geno Smith pass incomplete deep middle intended for Tyler Lockett (defended by Marco Wilson),1.42,0.2,6.0,2022,91
4.0,6:52,4.0,8.0,ARI 46,9.0,19.0,"Michael Dickson punts 46 yards, touchback.. Penalty on Byron Murphy: Illegal Block Above the Waist, 13 yards (accepted)",0.2,0.38,6.0,2022,91
4.0,6:40,1.0,10.0,ARI 7,9.0,19.0,Kyler Murray pass complete short left to Zach Ertz for 7 yards (tackle by Tariq Woolen),-0.38,-0.25,6.0,2022,91
4.0,6:19,2.0,3.0,ARI 14,9.0,19.0,Kyler Murray pass incomplete deep left intended for Zach Ertz (defended by Ryan Neal),-0.25,-0.6,6.0,2022,91
4.0,6:13,3.0,3.0,ARI 14,9.0,19.0,Kyler Murray pass incomplete short right intended for Rondale Moore,-0.6,-2.47,6.0,2022,91
4.0,6:10,4.0,3.0,ARI 14,9.0,19.0,Kyler Murray pass complete short middle to Zach Ertz for 6 yards (tackle by Tariq Woolen),-2.47,0.28,6.0,2022,91
4.0,5:50,1.0,10.0,ARI 20,9.0,19.0,Kyler Murray pass incomplete deep left intended for Rondale Moore (defended by Coby Bryant),0.28,-0.27,6.0,2022,91
4.0,5:44,2.0,10.0,ARI 20,9.0,19.0,Kyler Murray pass complete short left to Eno Benjamin for 10 yards (tackle by Jordyn Brooks and Coby Bryant),-0.27,0.94,6.0,2022,91
4.0,5:22,1.0,10.0,ARI 30,9.0,19.0,Kyler Murray scrambles right end for 15 yards (tackle by Quandre Diggs),0.94,1.93,6.0,2022,91
4.0,4:58,1.0,10.0,ARI 45,9.0,19.0,Kyler Murray pass complete short left to Rondale Moore for -7 yards (tackle by Darrell Taylor and Myles Adams),1.93,0.44,6.0,2022,91
4.0,4:30,2.0,17.0,ARI 38,9.0,19.0,Kyler Murray scrambles left guard for 6 yards (tackle by Jordyn Brooks),0.44,0.56,6.0,2022,91
4.0,4:04,3.0,11.0,ARI 44,9.0,19.0,Kyler Murray pass incomplete deep left intended for Marquise Brown,0.56,-0.46,6.0,2022,91
4.0,3:59,4.0,11.0,ARI 44,9.0,19.0,Kyler Murray pass deep left intended for Marquise Brown is intercepted by Tariq Woolen at SEA-25 and returned for no gain (tackle by Marquise Brown),-0.46,-0.61,6.0,2022,91
4.0,3:52,1.0,10.0,SEA 25,9.0,19.0,Kenneth Walker up the middle for 1 yard (tackle by Budda Baker and Zach Allen),0.61,0.2,6.0,2022,91
4.0,3:09,2.0,9.0,SEA 26,9.0,19.0,Kenneth Walker right tackle for 3 yards (tackle by Rashard Lawrence and Zach Allen),0.2,-0.1,6.0,2022,91
4.0,3:01,,,,,,Timeout #3 by Arizona Cardinals,,,6.0,2022,91
4.0,3:01,3.0,6.0,SEA 29,9.0,19.0,Geno Smith pass complete deep left to D.K. Metcalf for 17 yards (tackle by Byron Murphy),-0.1,1.99,6.0,2022,91
