Quarter,Time,Down,ToGo,Location,MIN,MIA,Detail,EPB,EPA,week,year,game_id
2.0,14:55,4.0,7.0,MIN 23,0.0,0.0,"Ryan Wright punts 49 yards, fair catch by Tyreek Hill at MIA-28",-1.83,-0.81,6.0,2022,87
2.0,14:47,1.0,10.0,MIA 28,0.0,0.0,Chase Edmonds right end for 2 yards (tackle by Harrison Phillips),0.81,0.53,6.0,2022,87
2.0,14:09,2.0,8.0,MIA 30,0.0,0.0,Skylar Thompson pass incomplete deep left intended for Tyreek Hill,0.53,-0.16,6.0,2022,87
2.0,14:02,3.0,8.0,MIA 30,0.0,0.0,Skylar Thompson pass incomplete short left intended for Trent Sherfield (defended by Jordan Hicks),-0.16,-1.37,6.0,2022,87
2.0,13:58,4.0,8.0,MIA 30,0.0,0.0,"Thomas Morstead punts 54 yards, returned by Jalen Reagor for no gain (tackle by Keion Crossen)",-1.37,0.14,6.0,2022,87
2.0,13:48,1.0,10.0,MIN 16,0.0,0.0,Alexander Mattison up the middle for 3 yards (tackle by Elandon Roberts and Jerome Baker),-0.14,-0.18,6.0,2022,87
2.0,13:14,2.0,7.0,MIN 19,0.0,0.0,Kirk Cousins sacked by and Jaelan Phillips for -4 yards and Elandon Roberts for -4 yards,-0.18,-1.47,6.0,2022,87
2.0,12:32,3.0,11.0,MIN 15,0.0,0.0,Kirk Cousins pass complete short right to Irv Smith for 4 yards (tackle by Nik Needham and Channing Tindall),-1.47,-2.14,6.0,2022,87
2.0,11:46,4.0,7.0,MIN 19,0.0,0.0,Ryan Wright punts 43 yards out of bounds,-2.14,-1.47,6.0,2022,87
2.0,11:38,1.0,10.0,MIA 38,0.0,0.0,Raheem Mostert right end for -1 yards (tackle by Danielle Hunter and Jordan Hicks),1.47,0.79,6.0,2022,87
2.0,10:53,2.0,11.0,MIA 37,0.0,0.0,Teddy Bridgewater pass complete short middle to Mike Gesicki for 17 yards (tackle by Patrick Peterson),0.79,2.52,6.0,2022,87
2.0,10:13,1.0,10.0,MIN 46,0.0,0.0,Raheem Mostert right end for 7 yards (tackle by Jordan Hicks and Chandon Sullivan),2.52,2.92,6.0,2022,87
2.0,9:33,2.0,3.0,MIN 39,0.0,0.0,Raheem Mostert left end for 2 yards (tackle by James Lynch),2.92,2.48,6.0,2022,87
2.0,8:49,3.0,1.0,MIN 37,0.0,0.0,Alec Ingold left guard for 2 yards (tackle by Jordan Hicks),2.48,3.25,6.0,2022,87
2.0,8:11,1.0,10.0,MIN 35,0.0,0.0,Raheem Mostert left guard for 7 yards (tackle by Jordan Hicks),3.25,3.65,6.0,2022,87
2.0,7:32,2.0,3.0,MIN 28,0.0,0.0,Raheem Mostert right tackle for 2 yards (tackle by Eric Kendricks),3.65,3.2,6.0,2022,87
2.0,6:57,3.0,1.0,MIN 26,0.0,0.0,Teddy Bridgewater sacked by Jordan Hicks for no gain,3.2,1.89,6.0,2022,87
2.0,6:10,4.0,1.0,MIN 26,0.0,3.0,Jason Sanders 44 yard field goal good,1.89,3.0,6.0,2022,87
2.0,6:05,,,MIA 35,0.0,3.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,87
2.0,6:05,1.0,10.0,MIN 25,0.0,3.0,Kirk Cousins pass complete short right to Adam Thielen for 14 yards (tackle by Nik Needham),0.61,1.53,6.0,2022,87
2.0,5:42,1.0,10.0,MIN 39,0.0,3.0,Kirk Cousins pass complete short left to Adam Thielen for 11 yards (tackle by Jevon Holland),1.53,2.26,6.0,2022,87
2.0,5:07,1.0,10.0,MIN 50,0.0,3.0,Kirk Cousins pass complete deep middle to Justin Jefferson for 20 yards (tackle by Jevon Holland),2.26,3.58,6.0,2022,87
2.0,4:29,1.0,10.0,MIA 30,0.0,3.0,Dalvin Cook up the middle for 3 yards (tackle by Elandon Roberts and Keion Crossen),3.58,3.44,6.0,2022,87
2.0,3:51,,,,,,Timeout #1 by Minnesota Vikings,,,6.0,2022,87
2.0,3:51,2.0,7.0,MIA 27,0.0,3.0,Kirk Cousins pass complete short left to Johnny Mundt for 1 yard (tackle by Brandon Jones),3.44,2.87,6.0,2022,87
2.0,3:11,3.0,6.0,MIA 26,0.0,3.0,"Kirk Cousins pass complete to Justin Jefferson for 24 yards (tackle by Jevon Holland). Penalty on Christian Wilkins: Roughing the Passer, 1 yard (accepted)",2.87,6.97,6.0,2022,87
2.0,2:37,1.0,1.0,MIA 1,6.0,3.0,"Kirk Cousins pass complete short middle to Irv Smith for 1 yard, touchdown",6.97,7.0,6.0,2022,87
2.0,2:32,,,MIA 15,7.0,3.0,Greg Joseph kicks extra point good,0.0,0.0,6.0,2022,87
2.0,2:32,,,MIN 35,7.0,3.0,"Greg Joseph kicks off 58 yards, returned by Raheem Mostert for 25 yards (tackle by Luiji Vilain). Penalty on Josh Metellus: Face Mask (15 Yards), 15 yards (accepted)",0.0,2.06,6.0,2022,87
2.0,2:25,1.0,10.0,MIA 47,7.0,3.0,Teddy Bridgewater pass incomplete short middle,2.06,1.52,6.0,2022,87
2.0,2:20,2.0,10.0,MIA 47,7.0,3.0,Teddy Bridgewater pass incomplete intended for Trent Sherfield,1.52,0.83,6.0,2022,87
2.0,2:17,3.0,10.0,MIA 47,7.0,3.0,Teddy Bridgewater pass complete short right to Tyreek Hill for 19 yards (tackle by Chandon Sullivan),0.83,3.31,6.0,2022,87
2.0,2:00,1.0,10.0,MIN 34,7.0,3.0,Teddy Bridgewater pass incomplete deep left intended for Tyreek Hill,3.31,2.77,6.0,2022,87
2.0,1:55,2.0,10.0,MIN 34,7.0,3.0,Raheem Mostert left end for no gain (tackle by Chandon Sullivan and Eric Kendricks),2.77,2.08,6.0,2022,87
2.0,1:48,,,,,,Timeout #2 by Minnesota Vikings,,,6.0,2022,87
2.0,1:48,3.0,10.0,MIN 34,7.0,3.0,Teddy Bridgewater pass incomplete short left intended for Raheem Mostert,2.08,1.06,6.0,2022,87
2.0,1:45,4.0,10.0,MIN 34,7.0,3.0,Jason Sanders 52 yard field goal no good,1.06,-1.73,6.0,2022,87
2.0,1:40,1.0,10.0,MIN 42,7.0,3.0,Kirk Cousins sacked by Elandon Roberts for -8 yards,1.73,0.11,6.0,2022,87
2.0,1:06,2.0,18.0,MIN 34,7.0,3.0,Kirk Cousins pass complete short right to Justin Jefferson for 14 yards (tackle by Eric Rowe and Brandon Jones),0.11,1.29,6.0,2022,87
2.0,0:39,3.0,4.0,MIN 48,7.0,3.0,Kirk Cousins pass incomplete short left intended for K.J. Osborn,1.29,-0.19,6.0,2022,87
2.0,0:35,4.0,4.0,MIN 48,7.0,3.0,"Ryan Wright punts 41 yards, fair catch by Jevon Holland at MIA-11",-0.19,0.37,6.0,2022,87
2.0,0:28,1.0,10.0,MIA 11,7.0,3.0,Teddy Bridgewater pass complete to Jaylen Waddle for 14 yards (tackle by Eric Kendricks),-0.37,0.61,6.0,2022,87
2.0,0:23,,,,,,Timeout #1 by Miami Dolphins,,,6.0,2022,87
2.0,0:23,1.0,10.0,MIA 25,7.0,3.0,"Teddy Bridgewater pass (defended by Camryn Bynum) intended for Jaylen Waddle is intercepted by Harrison Smith at MIA-41 and returned for no gain Replay Assistant challenged the pass interception ruling, and the play was upheld.",0.61,-2.85,6.0,2022,87
2.0,0:18,1.0,10.0,MIA 41,7.0,3.0,"Kirk Cousins pass incomplete intended for Adam Thielen. Penalty on Noah Igbinoghene: Defensive Pass Interference, 21 yards (accepted) (no play)",2.85,4.24,6.0,2022,87
2.0,0:13,1.0,10.0,MIA 20,7.0,3.0,Dalvin Cook left guard for 5 yards (tackle by Justin Bethel and Eric Rowe),4.24,4.45,6.0,2022,87
2.0,0:07,,,,,,Timeout #3 by Minnesota Vikings,,,6.0,2022,87
2.0,0:07,2.0,5.0,MIA 15,7.0,3.0,Kirk Cousins pass incomplete,4.45,3.7,6.0,2022,87
2.0,0:02,3.0,5.0,MIA 15,10.0,3.0,Greg Joseph 34 yard field goal good,3.7,3.0,6.0,2022,87
3.0,15:00,,,MIN 35,10.0,3.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,87
3.0,15:00,1.0,10.0,MIA 25,10.0,3.0,Teddy Bridgewater pass complete short right to Alec Ingold for 2 yards (tackle by Danielle Hunter),0.61,0.33,6.0,2022,87
3.0,14:21,2.0,8.0,MIA 27,10.0,3.0,Teddy Bridgewater pass complete short left to Tyreek Hill for 7 yards (tackle by Camryn Bynum),0.33,0.56,6.0,2022,87
3.0,13:41,3.0,1.0,MIA 34,10.0,3.0,"Raheem Mostert for no gain (tackle by Eric Kendricks) Penalty on MIA: Illegal Formation, 5 yards (declined)",0.56,-1.11,6.0,2022,87
3.0,13:28,4.0,1.0,MIA 34,10.0,3.0,Clayton Fejedelem right end for no gain (tackle by Josh Metellus),-1.11,-3.38,6.0,2022,87
3.0,13:23,1.0,10.0,MIA 33,10.0,3.0,Kirk Cousins pass complete short middle to Justin Jefferson for -6 yards (tackle by Christian Wilkins),3.38,2.03,6.0,2022,87
3.0,12:44,2.0,16.0,MIA 39,10.0,3.0,Dalvin Cook right guard for -1 yards (tackle by Christian Wilkins),2.03,1.22,6.0,2022,87
3.0,11:59,3.0,17.0,MIA 40,10.0,3.0,"Penalty on Brian O'Neill: False Start, 5 yards (accepted) (no play)",1.22,0.56,6.0,2022,87
3.0,11:46,3.0,22.0,MIA 45,10.0,3.0,Kirk Cousins pass incomplete short right intended for Justin Jefferson,0.56,0.27,6.0,2022,87
3.0,11:42,4.0,22.0,MIA 45,10.0,3.0,"Ryan Wright punts 35 yards, fair catch by Jevon Holland at MIA-10",0.27,0.38,6.0,2022,87
3.0,11:35,1.0,10.0,MIA 10,10.0,3.0,Raheem Mostert right end for 3 yards (tackle by Jordan Hicks and Danielle Hunter),-0.38,-0.56,6.0,2022,87
3.0,10:50,2.0,7.0,MIA 13,10.0,3.0,Teddy Bridgewater pass complete short left to Raheem Mostert for -1 yards (tackle by Chandon Sullivan),-0.56,-1.19,6.0,2022,87
3.0,10:09,3.0,8.0,MIA 12,10.0,3.0,Teddy Bridgewater sacked by Patrick Jones for -3 yards,-1.19,-2.49,6.0,2022,87
3.0,9:33,4.0,11.0,MIA 9,10.0,3.0,"Thomas Morstead punts 50 yards, fair catch by Jalen Reagor at MIN-41",-2.49,-1.66,6.0,2022,87
3.0,9:24,1.0,10.0,MIN 41,10.0,3.0,Dalvin Cook right tackle for 3 yards (tackle by Emmanuel Ogbah),1.66,1.53,6.0,2022,87
3.0,8:51,2.0,7.0,MIN 44,10.0,3.0,Kirk Cousins pass incomplete deep left intended for Adam Thielen (defended by Noah Igbinoghene),1.53,0.83,6.0,2022,87
3.0,8:43,3.0,7.0,MIN 44,10.0,3.0,Kirk Cousins pass complete to Irv Smith for 2 yards (tackle by Eric Rowe),0.83,-0.32,6.0,2022,87
3.0,7:56,4.0,5.0,MIN 46,10.0,3.0,Ryan Wright punts 42 yards downed by Josh Metellus,-0.32,0.35,6.0,2022,87
3.0,7:44,1.0,10.0,MIA 12,10.0,3.0,Teddy Bridgewater pass incomplete short right intended for Jaylen Waddle (defended by Patrick Peterson),-0.35,-0.78,6.0,2022,87
3.0,7:41,2.0,10.0,MIA 12,10.0,3.0,Teddy Bridgewater pass incomplete deep left intended for Jaylen Waddle (defended by Patrick Peterson),-0.78,-1.42,6.0,2022,87
3.0,7:37,3.0,10.0,MIA 12,10.0,3.0,Teddy Bridgewater pass incomplete short left intended for Jaylen Waddle (defended by Harrison Smith),-1.42,-2.49,6.0,2022,87
3.0,7:29,4.0,10.0,MIA 12,10.0,3.0,"Thomas Morstead punts 62 yards, returned by Jalen Reagor for 25 yards (tackle by Thomas Morstead)",-2.49,-2.32,6.0,2022,87
3.0,7:20,1.0,10.0,MIA 49,10.0,3.0,Kirk Cousins pass incomplete deep left intended for Adam Thielen (defended by Noah Igbinoghene),2.32,1.78,6.0,2022,87
3.0,7:13,2.0,10.0,MIA 49,10.0,3.0,"Kirk Cousins pass complete to Irv Smith for no gain. Irv Smith fumbles (forced by Zach Sieler), recovered by Justin Jefferson at MIA-49 (tackle by Zach Sieler)",1.78,1.09,6.0,2022,87
3.0,6:27,3.0,10.0,MIA 49,10.0,3.0,Kirk Cousins sacked by Raekwon Davis for -7 yards,1.09,-0.46,6.0,2022,87
3.0,5:50,4.0,17.0,MIN 44,10.0,3.0,"Ryan Wright punts 42 yards, fair catch by Jevon Holland at MIA-14",-0.46,0.28,6.0,2022,87
3.0,5:46,1.0,10.0,MIA 14,10.0,3.0,Teddy Bridgewater pass complete deep left to Tyreek Hill for 21 yards,-0.28,1.27,6.0,2022,87
3.0,5:13,1.0,10.0,MIA 35,10.0,3.0,Teddy Bridgewater sacked by Za'Darius Smith for -7 yards,1.27,-0.22,6.0,2022,87
3.0,4:28,2.0,17.0,MIA 28,10.0,3.0,Teddy Bridgewater pass complete short middle to Tyreek Hill for 13 yards (tackle by Camryn Bynum and Patrick Peterson),-0.22,0.83,6.0,2022,87
3.0,3:46,3.0,4.0,MIA 41,10.0,3.0,"Teddy Bridgewater pass incomplete short middle. Penalty on Teddy Bridgewater: Intentional Grounding, 20 yards (accepted)",0.83,-1.96,6.0,2022,87
3.0,3:30,4.0,24.0,MIA 21,10.0,3.0,"Thomas Morstead punts 63 yards, returned by Jalen Reagor for 11 yards (tackle by Hunter Long)",-1.96,-0.74,6.0,2022,87
3.0,3:22,1.0,10.0,MIN 27,10.0,3.0,Kirk Cousins pass complete to Justin Jefferson for 8 yards (tackle by Xavien Howard),0.74,1.28,6.0,2022,87
3.0,2:44,2.0,2.0,MIN 35,10.0,3.0,Dalvin Cook right guard for no gain (tackle by Christian Wilkins),1.28,0.56,6.0,2022,87
3.0,2:04,3.0,2.0,MIN 35,10.0,3.0,C.J. Ham up the middle for 3 yards (tackle by Zach Sieler and Elandon Roberts),0.56,1.47,6.0,2022,87
3.0,1:26,1.0,10.0,MIN 38,10.0,3.0,Kirk Cousins pass complete to K.J. Osborn for 7 yards (tackle by Jevon Holland and Brandon Jones),1.47,1.87,6.0,2022,87
3.0,0:41,2.0,3.0,MIN 45,10.0,3.0,Kirk Cousins pass complete to Justin Jefferson for 47 yards (tackle by Xavien Howard and Brandon Jones),1.87,5.37,6.0,2022,87
4.0,15:00,1.0,8.0,MIA 8,10.0,3.0,Kirk Cousins pass complete to Dalvin Cook for 6 yards (tackle by Jevon Holland),5.37,5.72,6.0,2022,87
4.0,14:21,2.0,2.0,MIA 2,16.0,3.0,"Kirk Cousins pass complete to Adam Thielen for 2 yards, touchdown",5.72,7.0,6.0,2022,87
4.0,14:13,,,MIA 15,16.0,3.0,Greg Joseph kicks extra point no good,0.0,-1.0,6.0,2022,87
4.0,14:13,,,MIN 35,16.0,3.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,87
4.0,14:13,1.0,10.0,MIA 25,16.0,3.0,Teddy Bridgewater pass complete short middle to Tyreek Hill for 13 yards (tackle by Patrick Peterson),0.61,1.47,6.0,2022,87
4.0,13:40,1.0,10.0,MIA 38,16.0,3.0,Raheem Mostert right end for 3 yards (tackle by Danielle Hunter and Eric Kendricks),1.47,1.33,6.0,2022,87
4.0,13:02,2.0,7.0,MIA 41,16.0,3.0,Teddy Bridgewater pass complete short middle to Tyreek Hill for 28 yards (tackle by Harrison Smith),1.33,3.51,6.0,2022,87
4.0,12:16,1.0,10.0,MIN 31,16.0,3.0,Teddy Bridgewater pass complete short middle to Mike Gesicki for 13 yards (tackle by Harrison Smith),3.51,4.37,6.0,2022,87
4.0,11:38,1.0,10.0,MIN 18,16.0,3.0,Raheem Mostert up the middle for 4 yards (tackle by Danielle Hunter),4.37,4.43,6.0,2022,87
4.0,11:00,2.0,6.0,MIN 14,16.0,3.0,Teddy Bridgewater scrambles for 10 yards (tackle by Za'Darius Smith),4.43,6.28,6.0,2022,87
4.0,10:08,1.0,4.0,MIN 4,16.0,9.0,"Teddy Bridgewater pass complete to Mike Gesicki for 4 yards, touchdown",6.28,7.0,6.0,2022,87
4.0,10:04,,,MIN 15,16.0,10.0,Jason Sanders kicks extra point good,0.0,0.0,6.0,2022,87
4.0,10:04,,,MIA 35,16.0,10.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,87
4.0,10:04,1.0,10.0,MIN 25,16.0,10.0,Kirk Cousins pass complete short right to Johnny Mundt for no gain (tackle by Brandon Jones),0.61,0.06,6.0,2022,87
4.0,9:21,2.0,10.0,MIN 25,16.0,10.0,Kirk Cousins pass complete short middle to Adam Thielen for 9 yards (tackle by Andrew Van Ginkel),0.06,0.56,6.0,2022,87
4.0,8:41,3.0,1.0,MIN 34,16.0,10.0,Kirk Cousins pass incomplete short left intended for Adam Thielen (defended by Justin Bethel),0.56,-1.11,6.0,2022,87
4.0,8:34,4.0,1.0,MIN 34,16.0,10.0,"Ryan Wright punts 50 yards, returned by Jevon Holland for 4 yards (tackle by Kene Nwangwu)",-1.11,-0.28,6.0,2022,87
4.0,8:25,1.0,10.0,MIA 20,16.0,10.0,Teddy Bridgewater pass complete deep middle to Tyreek Hill for 23 yards (tackle by Eric Kendricks),0.28,1.8,6.0,2022,87
4.0,7:39,1.0,10.0,MIA 43,16.0,10.0,Teddy Bridgewater pass incomplete deep left intended for Mike Gesicki (defended by Camryn Bynum),1.8,1.25,6.0,2022,87
4.0,7:31,2.0,10.0,MIA 43,16.0,10.0,Teddy Bridgewater sacked by Za'Darius Smith for -9 yards,1.25,-0.62,6.0,2022,87
4.0,6:50,3.0,19.0,MIA 34,16.0,10.0,Teddy Bridgewater pass complete short left to Chase Edmonds for 14 yards (tackle by Jordan Hicks and Cameron Dantzler),-0.62,-0.19,6.0,2022,87
4.0,6:08,,,,,,Timeout #1 by Minnesota Vikings,,,6.0,2022,87
4.0,6:08,4.0,5.0,MIA 48,16.0,10.0,Teddy Bridgewater pass complete short right to Tyreek Hill for 14 yards (tackle by Brian Asamoah),-0.19,3.05,6.0,2022,87
4.0,5:29,1.0,10.0,MIN 38,16.0,10.0,"Raheem Mostert for no gain (tackle by Eric Kendricks). Penalty on Robert Hunt: Offensive Holding, 10 yards (accepted) (no play)",3.05,2.39,6.0,2022,87
4.0,5:00,1.0,20.0,MIN 48,16.0,10.0,Teddy Bridgewater pass complete to Trent Sherfield for 6 yards (tackle by Patrick Peterson),2.39,1.97,6.0,2022,87
4.0,4:14,2.0,14.0,MIN 42,16.0,10.0,"Teddy Bridgewater pass complete to Jaylen Waddle for 14 yards. Jaylen Waddle fumbles (forced by Harrison Smith), recovered by Camryn Bynum at MIN-26 and returned for 15 yards (tackle by Brandon Shell)",1.97,-1.66,6.0,2022,87
4.0,4:10,1.0,10.0,MIN 41,16.0,10.0,Dalvin Cook right tackle for 6 yards (tackle by Elandon Roberts),1.66,1.93,6.0,2022,87
4.0,3:25,2.0,4.0,MIN 47,22.0,10.0,"Dalvin Cook left tackle for 53 yards, touchdown",1.93,7.0,6.0,2022,87
4.0,3:15,,,MIA 2,24.0,10.0,Two Point Attempt: Kirk Cousins pass complete to to Adam Thielen for no gain,1.0,1.0,6.0,2022,87
4.0,3:15,,,MIN 35,24.0,10.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,87
4.0,3:15,1.0,10.0,MIA 25,24.0,10.0,Teddy Bridgewater pass complete short left to Tyreek Hill for 14 yards,0.61,1.53,6.0,2022,87
4.0,3:10,1.0,10.0,MIA 39,24.0,10.0,Teddy Bridgewater pass intended for Trent Sherfield is intercepted by Patrick Peterson at MIN-46 and returned for 6 yards (tackle by River Cracraft),1.53,-2.39,6.0,2022,87
4.0,3:01,1.0,10.0,MIA 48,24.0,10.0,Dalvin Cook left tackle for 2 yards (tackle by Emmanuel Ogbah and Elandon Roberts),2.39,2.12,6.0,2022,87
4.0,2:54,,,,,,Timeout #1 by Miami Dolphins,,,6.0,2022,87
4.0,2:54,2.0,8.0,MIA 46,24.0,10.0,Dalvin Cook up the middle for 1 yard (tackle by Zach Sieler),2.12,1.55,6.0,2022,87
4.0,2:49,,,,,,Timeout #2 by Miami Dolphins,,,6.0,2022,87
4.0,2:49,3.0,7.0,MIA 45,24.0,10.0,Dalvin Cook left guard for 4 yards (tackle by Jaelan Phillips and Christian Wilkins),1.55,0.53,6.0,2022,87
4.0,2:44,,,,,,Timeout #3 by Miami Dolphins,,,6.0,2022,87
4.0,2:44,4.0,3.0,MIA 41,24.0,10.0,Ryan Wright punts 24 yards out of bounds,0.53,0.06,6.0,2022,87
4.0,2:37,1.0,10.0,MIA 17,24.0,10.0,Teddy Bridgewater pass complete to Jaylen Waddle for 49 yards (tackle by Jordan Hicks),-0.06,3.31,6.0,2022,87
4.0,2:20,1.0,10.0,MIN 34,24.0,10.0,Teddy Bridgewater pass complete short right to Tyreek Hill for 14 yards (tackle by Cameron Dantzler),3.31,4.24,6.0,2022,87
4.0,2:10,1.0,10.0,MIN 20,24.0,10.0,Teddy Bridgewater pass complete short left to Mike Gesicki for 14 yards (tackle by Cameron Dantzler),4.24,5.83,6.0,2022,87
4.0,2:05,1.0,6.0,MIN 6,24.0,10.0,"Teddy Bridgewater pass incomplete intended for Chase Edmonds. Penalty on Brandon Shell: Ineligible Downfield Pass, 5 yards (accepted) (no play)",5.83,4.77,6.0,2022,87
