Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA,week,year,game_id
1.0,11:48,2.0,1.0,JAX 24,0.0,0.0,Travis Etienne right end for 1 yard (tackle by Grover Stewart and DeForest Buckner),0.62,0.61,6.0,2022,85
1.0,11:11,1.0,10.0,JAX 25,0.0,0.0,Travis Etienne left tackle for 48 yards (tackle by Rodney Thomas),0.61,3.78,6.0,2022,85
1.0,10:37,1.0,10.0,IND 27,0.0,0.0,Travis Etienne right guard for 1 yard (tackle by Tyquan Lewis),3.78,3.37,6.0,2022,85
1.0,10:01,2.0,9.0,IND 26,0.0,0.0,Trevor Lawrence pass incomplete deep right intended for Evan Engram,3.37,2.68,6.0,2022,85
1.0,9:53,3.0,9.0,IND 26,0.0,0.0,Trevor Lawrence sacked by DeForest Buckner for -14 yards,2.68,0.59,6.0,2022,85
1.0,9:11,4.0,23.0,IND 40,0.0,0.0,"Logan Cooke punts 30 yards, fair catch by Keke Coutee at IND-10",0.59,0.38,6.0,2022,85
1.0,9:04,1.0,10.0,IND 10,0.0,0.0,Deon Jackson right end for 1 yard (tackle by DaVon Hamilton and Roy Robertson-Harris),-0.38,-0.71,6.0,2022,85
1.0,8:35,2.0,9.0,IND 11,0.0,0.0,Matt Ryan pass complete short left to Parris Campbell for 5 yards (tackle by Andre Cisco),-0.71,-0.72,6.0,2022,85
1.0,8:05,3.0,4.0,IND 16,0.0,0.0,Matt Ryan pass complete short middle to Deon Jackson for 3 yards (tackle by Travon Walker),-0.72,-2.14,6.0,2022,85
1.0,7:27,4.0,1.0,IND 19,0.0,0.0,"Matt Haack punts 45 yards, returned by Jamal Agnew for 8 yards (tackle by Kylen Granson)",-2.14,-1.86,6.0,2022,85
1.0,7:18,1.0,10.0,JAX 44,0.0,0.0,James Robinson right tackle for 14 yards (tackle by Rodney Thomas),1.86,2.79,6.0,2022,85
1.0,6:39,1.0,10.0,IND 42,0.0,0.0,Trevor Lawrence pass complete short right to Travis Etienne for 22 yards (tackle by Brandon Facyson and Rodney Thomas),2.79,4.24,6.0,2022,85
1.0,5:58,1.0,10.0,IND 20,0.0,0.0,Jamal Agnew left end for 19 yards (tackle by Bobby Okereke),4.24,6.97,6.0,2022,85
1.0,5:02,1.0,1.0,IND 1,0.0,0.0,Travis Etienne right tackle for -2 yards (tackle by Zaire Franklin and Byron Cowart),6.97,5.53,6.0,2022,85
1.0,4:26,2.0,3.0,IND 3,0.0,0.0,James Robinson left tackle for 2 yards (tackle by Bobby Okereke and Rodney Thomas),5.53,5.17,6.0,2022,85
1.0,3:51,,,,,,Timeout #1 by Jacksonville Jaguars,,,6.0,2022,85
1.0,3:51,3.0,1.0,IND 1,6.0,0.0,"Trevor Lawrence up the middle for 1 yard, touchdown",5.17,7.0,6.0,2022,85
1.0,3:48,,,IND 15,7.0,0.0,Riley Patterson kicks extra point good,0.0,0.0,6.0,2022,85
1.0,3:48,,,JAX 35,7.0,0.0,"Riley Patterson kicks off 62 yards, returned by Isaiah Rodgers for 20 yards (tackle by Daniel Thomas and Ty Summers)",0.0,0.48,6.0,2022,85
1.0,3:42,1.0,10.0,IND 23,7.0,0.0,Matt Ryan pass complete short left to Deon Jackson for 9 yards (tackle by Rayshawn Jenkins),0.48,1.15,6.0,2022,85
1.0,3:18,2.0,1.0,IND 32,7.0,0.0,Deon Jackson up the middle for 4 yards (tackle by Roy Robertson-Harris and DaVon Hamilton),1.15,1.33,6.0,2022,85
1.0,2:47,1.0,10.0,IND 36,7.0,0.0,Matt Ryan pass complete short left to Jelani Woods for 17 yards (tackle by Foyesade Oluokun),1.33,2.46,6.0,2022,85
1.0,2:20,1.0,10.0,JAX 47,7.0,0.0,Matt Ryan pass complete short middle to Phillip Lindsay for 3 yards (tackle by Foyesade Oluokun),2.46,2.32,6.0,2022,85
1.0,1:41,2.0,7.0,JAX 44,7.0,0.0,Matt Ryan pass incomplete deep left intended for Alec Pierce (defended by Tyson Campbell),2.32,1.62,6.0,2022,85
1.0,1:35,3.0,7.0,JAX 44,7.0,0.0,Matt Ryan pass complete short left to Michael Pittman for 15 yards (tackle by Shaquill Griffin),1.62,3.64,6.0,2022,85
1.0,1:09,1.0,10.0,JAX 29,7.0,0.0,Deon Jackson right guard for 7 yards (tackle by Rayshawn Jenkins and Foyesade Oluokun),3.64,4.05,6.0,2022,85
1.0,0:39,2.0,3.0,JAX 22,7.0,0.0,Deon Jackson up the middle for 1 yard (tackle by Rayshawn Jenkins),4.05,3.47,6.0,2022,85
2.0,15:00,3.0,2.0,JAX 21,7.0,0.0,Matt Ryan pass complete short right to Alec Pierce for 11 yards (tackle by Shaquill Griffin),3.47,4.91,6.0,2022,85
2.0,14:19,1.0,10.0,JAX 10,7.0,0.0,Matt Ryan pass incomplete short left intended for Alec Pierce,4.91,4.19,6.0,2022,85
2.0,14:12,2.0,10.0,JAX 10,7.0,0.0,Matt Ryan pass incomplete short middle intended for Mike Strachan,4.19,3.13,6.0,2022,85
2.0,14:06,3.0,10.0,JAX 10,7.0,0.0,Matt Ryan pass incomplete short right intended for Mike Strachan,3.13,2.76,6.0,2022,85
2.0,14:00,4.0,10.0,JAX 10,7.0,3.0,Chase McLaughlin 28 yard field goal good,2.76,3.0,6.0,2022,85
2.0,13:56,,,IND 35,7.0,3.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,85
2.0,13:56,1.0,10.0,JAX 25,7.0,3.0,Trevor Lawrence sacked by Grover Stewart for no gain,0.61,0.06,6.0,2022,85
2.0,13:17,2.0,10.0,JAX 25,7.0,3.0,"Trevor Lawrence sacked by Grover Stewart for no gain. Penalty on Rodney McLeod: Defensive Holding, 5 yards (accepted) (no play)",0.06,0.94,6.0,2022,85
2.0,12:51,1.0,10.0,JAX 30,7.0,3.0,Trevor Lawrence pass complete short right to Jamal Agnew for 5 yards (tackle by Zaire Franklin and Bobby Okereke),0.94,1.07,6.0,2022,85
2.0,12:20,2.0,5.0,JAX 35,7.0,3.0,Trevor Lawrence pass complete short left to Evan Engram for 4 yards (tackle by Zaire Franklin),1.07,0.89,6.0,2022,85
2.0,11:37,3.0,1.0,JAX 39,13.0,3.0,"Jamycal Hasty right tackle for 61 yards, touchdown",0.89,7.0,6.0,2022,85
2.0,11:27,,,IND 15,14.0,3.0,Riley Patterson kicks extra point good,0.0,0.0,6.0,2022,85
2.0,11:27,,,JAX 35,14.0,3.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,85
2.0,11:27,1.0,10.0,IND 25,14.0,3.0,Matt Ryan pass complete short middle to Michael Pittman for 17 yards (tackle by Shaquill Griffin),0.61,1.73,6.0,2022,85
2.0,10:44,1.0,10.0,IND 42,14.0,3.0,Matt Ryan pass incomplete short middle intended for Michael Pittman (defended by Shaquill Griffin),1.73,1.19,6.0,2022,85
2.0,10:39,2.0,10.0,IND 42,14.0,3.0,Matt Ryan pass complete short middle to Michael Pittman for 20 yards (tackle by Andre Cisco),1.19,3.05,6.0,2022,85
2.0,10:09,1.0,10.0,JAX 38,14.0,3.0,Phillip Lindsay right guard for 3 yards (tackle by Arden Key and DaVon Hamilton),3.05,2.91,6.0,2022,85
2.0,9:39,2.0,7.0,JAX 35,14.0,3.0,Deon Jackson left tackle for 1 yard (tackle by Travon Walker and Foyesade Oluokun),2.91,2.34,6.0,2022,85
2.0,8:49,3.0,6.0,JAX 34,14.0,3.0,"Matt Ryan pass incomplete short right. Penalty on Matt Ryan: Intentional Grounding, 10 yards (accepted)",2.34,0.33,6.0,2022,85
2.0,8:49,4.0,16.0,JAX 44,14.0,3.0,"Matt Haack punts 32 yards, fair catch by Jamal Agnew at JAC-12",0.33,0.35,6.0,2022,85
2.0,8:43,1.0,10.0,JAX 12,14.0,3.0,James Robinson left end for 6 yards (tackle by Zaire Franklin),-0.35,-0.07,6.0,2022,85
2.0,8:06,2.0,4.0,JAX 18,14.0,3.0,Trevor Lawrence pass complete short right to Zay Jones for 2 yards (tackle by Dayo Odeyingbo),-0.07,-0.48,6.0,2022,85
2.0,7:27,3.0,2.0,JAX 20,14.0,3.0,Trevor Lawrence sacked by Tyquan Lewis for -8 yards,-0.48,-2.49,6.0,2022,85
2.0,6:51,4.0,10.0,JAX 12,14.0,3.0,"Logan Cooke punts 60 yards, recovered by Isaiah Rodgers at IND-28 and returned for 18 yards (tackle by Shaquille Quarterman)",-2.49,-1.99,6.0,2022,85
2.0,6:34,1.0,10.0,IND 46,14.0,3.0,Matt Ryan pass complete short left to Deon Jackson for 22 yards (tackle by Andre Cisco),1.99,3.45,6.0,2022,85
2.0,6:09,1.0,10.0,JAX 32,14.0,3.0,Matt Ryan pass incomplete short middle intended for Michael Pittman (defended by Rayshawn Jenkins),3.45,2.9,6.0,2022,85
2.0,6:06,2.0,10.0,JAX 32,14.0,3.0,Matt Ryan pass complete short right to Deon Jackson for 13 yards (tackle by Devin Lloyd),2.9,4.31,6.0,2022,85
2.0,5:23,1.0,10.0,JAX 19,14.0,3.0,"Matt Ryan pass complete short right to Kylen Granson for -6 yards. Kylen Granson fumbles (forced by Tyson Campbell), recovered by Ryan Kelly at JAC-25 (tackle by Tyson Campbell)",4.31,2.95,6.0,2022,85
2.0,4:34,2.0,16.0,JAX 25,14.0,3.0,Matt Ryan pass complete short left to Michael Pittman for 8 yards (tackle by Josh Allen and Foyesade Oluokun),2.95,3.26,6.0,2022,85
2.0,3:53,3.0,8.0,JAX 17,14.0,3.0,"Matt Ryan pass incomplete intended for Alec Pierce. Penalty on Shaquill Griffin: Defensive Pass Interference, 9 yards (accepted) (no play)",3.26,5.37,6.0,2022,85
2.0,3:46,1.0,8.0,JAX 8,14.0,3.0,"Matt Ryan pass incomplete short middle intended for Deon Jackson (defended by Adam Gotsis). Penalty on Dennis Kelly: Offensive Holding, 10 yards (accepted) (no play)",5.37,4.24,6.0,2022,85
2.0,3:40,1.0,18.0,JAX 18,14.0,3.0,Matt Ryan pass complete short left to Deon Jackson for 6 yards (tackle by Devin Lloyd and Andre Cisco),4.24,3.86,6.0,2022,85
2.0,2:58,2.0,12.0,JAX 12,14.0,3.0,Deon Jackson right end for 8 yards (tackle by Foyesade Oluokun),3.86,4.49,6.0,2022,85
2.0,2:12,3.0,4.0,JAX 4,14.0,9.0,"Matt Ryan pass complete short left to Parris Campbell for 4 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",4.49,7.0,6.0,2022,85
2.0,2:06,,,JAX 15,14.0,10.0,Chase McLaughlin kicks extra point good,0.0,0.0,6.0,2022,85
2.0,2:06,,,IND 35,14.0,10.0,"Chase McLaughlin kicks off 65 yards, returned by Jamal Agnew for 23 yards (tackle by Grant Stuard and E.J. Speed)",0.0,0.48,6.0,2022,85
2.0,2:01,1.0,10.0,JAX 23,14.0,10.0,Trevor Lawrence sacked by Ifeadi Odenigbo for -7 yards,0.48,-1.15,6.0,2022,85
2.0,1:57,2.0,17.0,JAX 16,14.0,10.0,Trevor Lawrence pass complete short right to Zay Jones for 5 yards (tackle by Rodney McLeod),-1.15,-1.02,6.0,2022,85
2.0,1:49,,,,,,Timeout #1 by Indianapolis Colts,,,6.0,2022,85
2.0,1:49,3.0,12.0,JAX 21,14.0,10.0,Trevor Lawrence pass complete short right to Travis Etienne for -2 yards (tackle by Rodney McLeod),-1.02,-2.14,6.0,2022,85
2.0,1:44,,,,,,Timeout #2 by Indianapolis Colts,,,6.0,2022,85
2.0,1:44,4.0,14.0,JAX 19,14.0,10.0,"Logan Cooke punts 61 yards, returned by Keke Coutee for 19 yards (tackle by Ross Matiscik and Caleb Johnson)",-2.14,-1.53,6.0,2022,85
2.0,1:31,1.0,10.0,IND 39,14.0,10.0,Matt Ryan pass complete short right to Michael Pittman for 5 yards (tackle by Foyesade Oluokun),1.53,1.66,6.0,2022,85
2.0,1:12,2.0,5.0,IND 44,14.0,10.0,Matt Ryan pass complete short right to Kylen Granson for 12 yards (tackle by Rayshawn Jenkins),1.66,2.65,6.0,2022,85
2.0,0:54,1.0,10.0,JAX 44,14.0,10.0,Matt Ryan pass incomplete short left intended for Parris Campbell,2.65,2.11,6.0,2022,85
2.0,0:50,2.0,10.0,JAX 44,14.0,10.0,Matt Ryan pass incomplete short right,2.11,1.42,6.0,2022,85
2.0,0:47,3.0,10.0,JAX 44,14.0,10.0,Matt Ryan pass complete short left to Kylen Granson for 15 yards (tackle by Devin Lloyd),1.42,3.64,6.0,2022,85
2.0,0:40,1.0,10.0,JAX 29,14.0,10.0,Matt Ryan pass complete short left to Parris Campbell for 6 yards (tackle by Tyson Campbell),3.64,3.91,6.0,2022,85
2.0,0:36,2.0,4.0,JAX 23,14.0,10.0,Matt Ryan pass complete short right to Deon Jackson for -1 yards (tackle by Shaquill Griffin),3.91,3.07,6.0,2022,85
2.0,0:31,3.0,5.0,JAX 24,14.0,10.0,Matt Ryan pass incomplete short middle intended for Parris Campbell (defended by Tyson Campbell),3.07,1.92,6.0,2022,85
2.0,0:25,4.0,5.0,JAX 24,14.0,13.0,Chase McLaughlin 42 yard field goal good,1.92,3.0,6.0,2022,85
2.0,0:21,,,IND 35,14.0,13.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,85
2.0,0:21,1.0,10.0,JAX 25,14.0,13.0,Trevor Lawrence kneels for -1 yards,0.61,-0.07,6.0,2022,85
3.0,15:00,,,IND 35,14.0,13.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,85
3.0,15:00,1.0,10.0,JAX 25,14.0,13.0,Travis Etienne right guard for 27 yards (tackle by Rodney Thomas),0.61,2.39,6.0,2022,85
3.0,14:17,1.0,10.0,IND 48,14.0,13.0,James Robinson up the middle for 5 yards (tackle by Grover Stewart),2.39,2.52,6.0,2022,85
3.0,13:38,2.0,5.0,IND 43,14.0,13.0,Christian Kirk right end for 4 yards (tackle by Grover Stewart),2.52,2.34,6.0,2022,85
3.0,12:52,3.0,1.0,IND 39,14.0,13.0,"Trevor Lawrence pass incomplete short left intended for Chris Manhertz. Penalty on Brandon Facyson: Defensive Holding, 5 yards (accepted) (no play)",2.34,3.31,6.0,2022,85
3.0,12:52,1.0,10.0,IND 34,14.0,13.0,Travis Etienne left guard for 6 yards (tackle by Zaire Franklin and E.J. Speed),3.31,3.58,6.0,2022,85
3.0,12:30,2.0,4.0,IND 28,14.0,13.0,Trevor Lawrence pass complete short right to Luke Farrell for 11 yards (tackle by Bobby Okereke),3.58,4.44,6.0,2022,85
3.0,11:55,1.0,10.0,IND 17,14.0,13.0,"Penalty on Evan Engram: False Start, 5 yards (accepted) (no play)",4.44,4.11,6.0,2022,85
3.0,11:36,1.0,15.0,IND 22,14.0,13.0,Trevor Lawrence pass complete short left to Tim Jones for 20 yards (tackle by Rodney Thomas and Zaire Franklin),4.11,6.74,6.0,2022,85
3.0,10:59,1.0,2.0,IND 2,20.0,13.0,"Trevor Lawrence left guard for 2 yards, touchdown",6.74,7.0,6.0,2022,85
3.0,10:55,,,IND 15,21.0,13.0,Riley Patterson kicks extra point good,0.0,0.0,6.0,2022,85
3.0,10:55,,,JAX 35,21.0,13.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,85
3.0,10:55,1.0,10.0,IND 25,21.0,13.0,Matt Ryan pass incomplete short middle intended for Michael Pittman (defended by Roy Robertson-Harris),0.61,0.06,6.0,2022,85
3.0,10:51,2.0,10.0,IND 25,21.0,13.0,Deon Jackson right tackle for 3 yards (tackle by Foyesade Oluokun and DaVon Hamilton),0.06,-0.23,6.0,2022,85
3.0,10:11,3.0,7.0,IND 28,21.0,13.0,Matt Ryan pass complete short middle to Kylen Granson for 17 yards (tackle by Andre Cisco),-0.23,1.93,6.0,2022,85
3.0,9:25,1.0,10.0,IND 45,21.0,13.0,Deon Jackson up the middle for 1 yard (tackle by Rayshawn Jenkins and Adam Gotsis),1.93,1.52,6.0,2022,85
3.0,8:48,2.0,9.0,IND 46,21.0,13.0,Matt Ryan pass complete short right to Phillip Lindsay for -3 yards (tackle by Shaquill Griffin),1.52,0.43,6.0,2022,85
3.0,8:01,3.0,12.0,IND 43,21.0,13.0,"Matt Ryan pass incomplete short right intended for Jelani Woods. Penalty on Travon Walker: Roughing the Passer, 15 yards (accepted) (no play)",0.43,2.79,6.0,2022,85
3.0,7:55,1.0,10.0,JAX 42,21.0,13.0,Deon Jackson left guard for no gain (tackle by DaVon Hamilton),2.79,2.24,6.0,2022,85
3.0,7:27,2.0,10.0,JAX 42,21.0,13.0,Matt Ryan pass complete short middle to Michael Pittman for 18 yards (tackle by Tyson Campbell),2.24,3.97,6.0,2022,85
3.0,6:55,1.0,10.0,JAX 24,21.0,13.0,Matt Ryan pass complete short middle to Michael Pittman for 10 yards (tackle by Andre Cisco),3.97,4.65,6.0,2022,85
3.0,6:20,1.0,10.0,JAX 14,21.0,13.0,Deon Jackson right guard for 11 yards (tackle by Andre Cisco and Shaquill Griffin),4.65,6.51,6.0,2022,85
3.0,5:48,1.0,3.0,JAX 3,21.0,19.0,"Deon Jackson left guard for 3 yards, touchdown",6.51,7.0,6.0,2022,85
3.0,5:44,,,JAX 2,21.0,19.0,"Two Point Attempt: Matt Ryan pass complete to to Michael Pittman for no gain Replay Assistant challenged the pass completion ruling, and the original play was overturned. Two Point Attempt: Matt Ryan pass incomplete intended for",1.0,-1.0,6.0,2022,85
3.0,5:44,1.0,10.0,IND 35,21.0,19.0,"Chase McLaughlin kicks off 65 yards, returned by Chris Claybrooks for 19 yards (tackle by JoJo Domann)",3.25,0.15,6.0,2022,85
3.0,5:39,1.0,10.0,JAX 19,21.0,19.0,James Robinson right end for 11 yards (tackle by Bobby Okereke),0.15,0.94,6.0,2022,85
3.0,4:58,1.0,10.0,JAX 30,21.0,19.0,Trevor Lawrence pass complete short right to Zay Jones for 13 yards,0.94,1.8,6.0,2022,85
3.0,4:30,1.0,10.0,JAX 43,21.0,19.0,James Robinson left tackle for no gain (tackle by Rodney McLeod),1.8,1.25,6.0,2022,85
3.0,3:54,2.0,10.0,JAX 43,21.0,19.0,Trevor Lawrence pass complete short left to James Robinson for 1 yard (tackle by Bobby Okereke),1.25,0.69,6.0,2022,85
3.0,3:09,3.0,9.0,JAX 44,21.0,19.0,Trevor Lawrence pass complete short right to Zay Jones for 15 yards (tackle by Bobby Okereke),0.69,2.85,6.0,2022,85
3.0,2:34,1.0,10.0,IND 41,21.0,19.0,Trevor Lawrence pass complete short left to Evan Engram for 8 yards (tackle by Isaiah Rodgers and Zaire Franklin),2.85,3.39,6.0,2022,85
3.0,2:03,2.0,2.0,IND 33,21.0,19.0,Jamycal Hasty up the middle for 1 yard (tackle by Chris Williams and Bobby Okereke),3.39,2.81,6.0,2022,85
3.0,1:19,3.0,1.0,IND 32,21.0,19.0,Trevor Lawrence pass incomplete short right intended for Christian Kirk,2.81,1.31,6.0,2022,85
3.0,1:14,4.0,1.0,IND 32,21.0,19.0,Travis Etienne right end for -2 yards (tackle by E.J. Speed),1.31,-1.2,6.0,2022,85
3.0,1:09,1.0,10.0,IND 34,21.0,19.0,Matt Ryan pass complete short left to Deon Jackson for 2 yards (tackle by Tyson Campbell),1.2,0.93,6.0,2022,85
3.0,0:41,2.0,8.0,IND 36,21.0,19.0,Matt Ryan pass complete short left to Deon Jackson for 1 yard (tackle by Rayshawn Jenkins),0.93,0.37,6.0,2022,85
3.0,0:11,3.0,7.0,IND 37,21.0,19.0,Matt Ryan pass complete short middle to Parris Campbell for 15 yards (tackle by Foyesade Oluokun and Devin Lloyd),0.37,2.39,6.0,2022,85
4.0,15:00,1.0,10.0,JAX 48,21.0,19.0,Matt Ryan pass complete short left to Parris Campbell for 12 yards (tackle by Tyson Campbell),2.39,3.18,6.0,2022,85
4.0,14:35,1.0,10.0,JAX 36,21.0,19.0,Phillip Lindsay up the middle for 3 yards (tackle by Foyesade Oluokun and Travon Walker),3.18,3.04,6.0,2022,85
4.0,14:01,2.0,7.0,JAX 33,21.0,19.0,Matt Ryan pass complete short middle to Michael Pittman for 6 yards (tackle by Foyesade Oluokun and Devin Lloyd),3.04,3.14,6.0,2022,85
4.0,13:35,3.0,1.0,JAX 27,21.0,19.0,Deon Jackson up the middle for 2 yards (tackle by DaVon Hamilton),3.14,3.91,6.0,2022,85
4.0,13:02,1.0,10.0,JAX 25,21.0,19.0,"Matt Ryan pass incomplete short right intended for Alec Pierce. Penalty on Shaquill Griffin: Defensive Pass Interference, 15 yards (accepted) (no play)",3.91,4.91,6.0,2022,85
4.0,12:57,1.0,10.0,JAX 10,21.0,19.0,Matt Ryan pass incomplete short right intended for Parris Campbell,4.91,4.19,6.0,2022,85
4.0,12:52,2.0,10.0,JAX 10,21.0,25.0,"Matt Ryan pass complete short left to Jelani Woods for 10 yards, touchdown",4.19,7.0,6.0,2022,85
4.0,12:47,,,JAX 15,21.0,26.0,Chase McLaughlin kicks extra point good,0.0,0.0,6.0,2022,85
4.0,12:47,,,IND 35,21.0,26.0,"Chase McLaughlin kicks off 63 yards, returned by Chris Claybrooks for 14 yards (tackle by Tony Brown and Grant Stuard)",0.0,-0.14,6.0,2022,85
4.0,12:42,1.0,10.0,JAX 16,21.0,26.0,James Robinson up the middle for 3 yards (tackle by DeForest Buckner and Rodney McLeod),-0.14,-0.18,6.0,2022,85
4.0,12:04,2.0,7.0,JAX 19,21.0,26.0,Jamycal Hasty left end for -5 yards (tackle by Bobby Okereke),-0.18,-1.61,6.0,2022,85
4.0,11:21,3.0,12.0,JAX 14,21.0,26.0,"Trevor Lawrence pass incomplete deep left intended for Zay Jones. Penalty on Stephon Gilmore: Defensive Pass Interference, 7 yards (accepted) (no play)",-1.61,0.34,6.0,2022,85
4.0,11:16,1.0,10.0,JAX 21,21.0,26.0,Travis Etienne right tackle for -2 yards (tackle by Grover Stewart),0.34,-0.53,6.0,2022,85
4.0,10:35,2.0,12.0,JAX 19,21.0,26.0,Trevor Lawrence pass complete short right to Christian Kirk for -1 yards (tackle by Rodney McLeod),-0.53,-1.41,6.0,2022,85
4.0,9:59,3.0,13.0,JAX 18,21.0,26.0,Trevor Lawrence pass complete deep right to Zay Jones for 18 yards,-1.41,1.33,6.0,2022,85
4.0,9:33,1.0,10.0,JAX 36,21.0,26.0,Trevor Lawrence pass complete short right to Evan Engram for 6 yards (tackle by Stephon Gilmore and Bobby Okereke),1.33,1.6,6.0,2022,85
4.0,8:55,2.0,4.0,JAX 42,21.0,26.0,Travis Etienne up the middle for 1 yard (tackle by E.J. Speed),1.6,1.03,6.0,2022,85
4.0,8:16,3.0,3.0,JAX 43,21.0,26.0,Trevor Lawrence right end for 6 yards (tackle by Bobby Okereke),1.03,2.19,6.0,2022,85
4.0,7:34,1.0,10.0,JAX 49,21.0,26.0,Trevor Lawrence pass complete short left to Evan Engram for 6 yards (tackle by Ifeadi Odenigbo and Zaire Franklin),2.19,2.46,6.0,2022,85
4.0,7:01,2.0,4.0,IND 45,21.0,26.0,James Robinson right tackle for 2 yards (tackle by Byron Cowart and Ifeadi Odenigbo),2.46,2.01,6.0,2022,85
4.0,6:32,3.0,2.0,IND 43,21.0,26.0,James Robinson up the middle for 1 yard (tackle by Zaire Franklin),2.01,0.46,6.0,2022,85
4.0,5:51,4.0,1.0,IND 42,21.0,26.0,Trevor Lawrence left guard for 2 yards (tackle by DeForest Buckner and Tyquan Lewis),0.46,2.92,6.0,2022,85
4.0,5:09,1.0,10.0,IND 40,21.0,26.0,James Robinson right tackle for 6 yards (tackle by DeForest Buckner and Bobby Okereke),2.92,3.18,6.0,2022,85
4.0,4:39,2.0,4.0,IND 34,21.0,26.0,"James Robinson left guard for 1 yard (tackle by Zaire Franklin and Kenny Moore). Penalty on DeForest Buckner: Defensive Holding, 5 yards (accepted)",3.18,3.71,6.0,2022,85
4.0,4:19,1.0,10.0,IND 28,21.0,26.0,Trevor Lawrence scrambles left end for 13 yards (tackle by Kenny Moore),3.71,4.58,6.0,2022,85
4.0,4:12,1.0,10.0,IND 15,21.0,26.0,Travis Etienne right end for 8 yards (tackle by Rodney Thomas),4.58,5.41,6.0,2022,85
4.0,3:30,2.0,2.0,IND 7,21.0,26.0,James Robinson right tackle for 3 yards (tackle by Stephon Gilmore and E.J. Speed),5.41,6.28,6.0,2022,85
4.0,2:48,1.0,4.0,IND 4,27.0,26.0,"Trevor Lawrence pass complete short right to Christian Kirk for 4 yards, touchdown",6.28,7.0,6.0,2022,85
4.0,2:44,,,IND 2,27.0,26.0,Two Point Attempt: Trevor Lawrence pass incomplete,1.0,-1.0,6.0,2022,85
4.0,2:44,,,JAX 35,27.0,26.0,"Riley Patterson kicks off 65 yards, returned by Isaiah Rodgers for 34 yards (tackle by Caleb Johnson and Tre Herndon)",0.0,1.2,6.0,2022,85
4.0,2:38,1.0,10.0,IND 34,27.0,26.0,Matt Ryan pass incomplete deep middle intended for Parris Campbell,1.2,0.66,6.0,2022,85
4.0,2:34,2.0,10.0,IND 34,27.0,26.0,Matt Ryan pass complete short right to Alec Pierce for 6 yards (tackle by Shaquill Griffin),0.66,0.7,6.0,2022,85
4.0,2:13,3.0,5.0,IND 40,27.0,26.0,Matt Ryan pass complete short right to Michael Pittman for 4 yards (tackle by Rayshawn Jenkins),0.7,1.86,6.0,2022,85
4.0,2:00,1.0,10.0,IND 44,27.0,26.0,Matt Ryan pass complete short middle to Phillip Lindsay for 5 yards (tackle by Rayshawn Jenkins),1.86,1.99,6.0,2022,85
