Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA,week,year,game_id
OT,10:00,1.0,10.0,DEN 25,16.0,16.0,Latavius Murray left guard for 5 yards (tackle by Austin Johnson and Derwin James),0.61,0.74,6.0,2022,94
OT,9:25,2.0,5.0,DEN 30,16.0,16.0,Latavius Murray up the middle for 4 yards (tackle by Otito Ogbonnia),0.74,0.56,6.0,2022,94
OT,8:38,3.0,1.0,DEN 34,16.0,16.0,Russell Wilson pass incomplete deep middle intended for KJ Hamler,0.56,-1.11,6.0,2022,94
OT,8:32,,,,,,Timeout #1 by Los Angeles Chargers,,,6.0,2022,94
OT,8:32,4.0,1.0,DEN 34,16.0,16.0,"Corliss Waitman punts 58 yards, returned by DeAndre Carter for 11 yards (tackle by Aaron Patrick)",-1.11,-0.15,6.0,2022,94
OT,8:22,1.0,10.0,LAC 19,16.0,16.0,"Austin Ekeler for no gain. Penalty on Zion Johnson: Offensive Holding, 9 yards (accepted) (no play)",0.15,-0.72,6.0,2022,94
OT,8:09,1.0,19.0,LAC 10,16.0,16.0,Justin Herbert pass complete short left to DeAndre Carter for 5 yards (tackle by K'Waun Williams),-0.72,-1.0,6.0,2022,94
OT,7:30,2.0,14.0,LAC 15,16.0,16.0,Justin Herbert pass incomplete deep left intended for Mike Williams,-1.0,-1.76,6.0,2022,94
OT,7:24,3.0,14.0,LAC 15,16.0,16.0,Justin Herbert pass incomplete deep right intended for Josh Palmer,-1.76,-2.44,6.0,2022,94
OT,7:19,4.0,14.0,LAC 15,16.0,16.0,"JK Scott punts 54 yards, fair catch by Montrell Washington at DEN-31",-2.44,-1.0,6.0,2022,94
OT,7:10,1.0,10.0,DEN 31,16.0,16.0,Latavius Murray right guard for 2 yards (tackle by Austin Johnson),1.0,0.73,6.0,2022,94
OT,6:31,2.0,8.0,DEN 33,16.0,16.0,Latavius Murray up the middle for 1 yard (tackle by Khalil Mack),0.73,0.17,6.0,2022,94
OT,5:51,3.0,7.0,DEN 34,16.0,16.0,Russell Wilson pass incomplete deep left intended for Jerry Jeudy (defended by Asante Samuel),0.17,-1.11,6.0,2022,94
OT,5:44,4.0,7.0,DEN 34,16.0,16.0,"Corliss Waitman punts 47 yards, fair catch by DeAndre Carter at LAC-19",-1.11,-0.15,6.0,2022,94
OT,5:36,1.0,10.0,LAC 19,16.0,16.0,Justin Herbert pass incomplete short middle intended for Austin Ekeler (defended by Alex Singleton),0.15,-0.39,6.0,2022,94
OT,5:32,2.0,10.0,LAC 19,16.0,16.0,Justin Herbert pass incomplete short middle intended for Gerald Everett (defended by Kareem Jackson),-0.39,-1.07,6.0,2022,94
OT,5:28,3.0,10.0,LAC 19,16.0,16.0,"Penalty on Jamaree Salyer: False Start, 5 yards (accepted) (no play)",-1.07,-1.92,6.0,2022,94
OT,5:28,3.0,15.0,LAC 14,16.0,16.0,Justin Herbert pass complete short middle to Austin Ekeler for 6 yards (tackle by Jonas Griffith),-1.92,-2.03,6.0,2022,94
OT,4:55,4.0,9.0,LAC 20,16.0,16.0,"JK Scott punts 52 yards, recovered by Deane Leonard at DEN-28",-2.03,3.71,6.0,2022,94
OT,4:46,1.0,10.0,DEN 28,16.0,16.0,Austin Ekeler left end for -1 yards (tackle by Alex Singleton),3.71,3.03,6.0,2022,94
OT,4:04,2.0,11.0,DEN 29,16.0,16.0,Austin Ekeler left end for -1 yards (tackle by Kareem Jackson and Alex Singleton),3.03,2.21,6.0,2022,94
OT,3:24,3.0,12.0,DEN 30,16.0,16.0,Justin Herbert pass complete short left to Mike Williams for 9 yards (tackle by Justin Simmons),2.21,2.16,6.0,2022,94
OT,2:43,,,,,,Timeout #1 by Denver Broncos,,,6.0,2022,94
OT,2:43,4.0,3.0,DEN 21,16.0,19.0,Dustin Hopkins 39 yard field goal good,2.16,3.0,6.0,2022,94
