Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA,week,year,game_id
3.0,9:53,1.0,10.0,CHI 18,3.0,0.0,David Montgomery left end for 3 yards (tackle by Efe Obada),0.04,0.01,6.0,2022,81
3.0,9:21,2.0,7.0,CHI 21,3.0,0.0,Justin Fields pass complete short left to Darnell Mooney for 4 yards (tackle by Kendall Fuller),0.01,-0.27,6.0,2022,81
3.0,8:49,3.0,3.0,CHI 25,3.0,0.0,David Montgomery right end for 13 yards (tackle by Rachad Wildgoose and Efe Obada),-0.27,1.47,6.0,2022,81
3.0,8:19,1.0,10.0,CHI 38,3.0,0.0,Justin Fields pass complete short right to Darnell Mooney for 21 yards (tackle by Darrick Forrest),1.47,2.85,6.0,2022,81
3.0,7:42,1.0,10.0,WAS 41,3.0,0.0,Equanimeous St. Brown left end for 1 yard (tackle by Kendall Fuller),2.85,2.44,6.0,2022,81
3.0,7:23,2.0,9.0,WAS 40,3.0,6.0,"Justin Fields pass complete deep left to Dante Pettis for 40 yards, touchdown Penalty on WAS: Defensive Too Many Men on Field, 5 yards (declined)",2.44,7.0,6.0,2022,81
3.0,7:16,,,WAS 15,3.0,7.0,Cairo Santos kicks extra point good,0.0,0.0,6.0,2022,81
3.0,7:16,,,CHI 35,3.0,7.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,81
3.0,7:16,1.0,10.0,WAS 25,3.0,7.0,Carson Wentz pass complete short left to Terry McLaurin for 10 yards (tackle by Jaylon Johnson),0.61,1.27,6.0,2022,81
3.0,6:36,1.0,10.0,WAS 35,3.0,7.0,Antonio Gibson left end for 18 yards (tackle by Eddie Jackson),1.27,2.46,6.0,2022,81
3.0,6:00,1.0,10.0,CHI 47,3.0,7.0,Carson Wentz pass complete short middle to Dax Milne for 5 yards (tackle by Nicholas Morrow),2.46,2.59,6.0,2022,81
3.0,5:22,2.0,5.0,CHI 42,3.0,7.0,Carson Wentz pass complete short right to Antonio Gibson for 8 yards (tackle by Roquan Smith),2.59,3.31,6.0,2022,81
3.0,4:53,1.0,10.0,CHI 34,3.0,7.0,Antonio Gibson right tackle for 3 yards (tackle by Roquan Smith),3.31,3.18,6.0,2022,81
3.0,4:10,2.0,7.0,CHI 31,3.0,7.0,Antonio Gibson left end for 9 yards (tackle by Kyler Gordon),3.18,4.11,6.0,2022,81
3.0,3:25,1.0,10.0,CHI 22,3.0,7.0,Carson Wentz pass complete short left to Antonio Gibson for 5 yards (tackle by Kyler Gordon and Nicholas Morrow),4.11,4.29,6.0,2022,81
3.0,2:50,2.0,5.0,CHI 17,3.0,7.0,Brian Robinson left end for 4 yards (tackle by Roquan Smith and Jaquan Brisker),4.29,4.39,6.0,2022,81
3.0,2:02,3.0,1.0,CHI 13,3.0,7.0,Brian Robinson left tackle for 3 yards (tackle by Robert Quinn),4.39,4.91,6.0,2022,81
3.0,1:17,1.0,10.0,CHI 10,3.0,7.0,Carson Wentz pass complete short middle to Curtis Samuel for 3 yards (tackle by Kyler Gordon),4.91,4.76,6.0,2022,81
3.0,0:39,2.0,7.0,CHI 7,3.0,7.0,Carson Wentz left end for 2 yards (tackle by Kyler Gordon),4.76,4.26,6.0,2022,81
4.0,15:00,3.0,5.0,CHI 5,3.0,7.0,"Penalty on Cam Sims: False Start, 5 yards (accepted) (no play)",4.26,3.13,6.0,2022,81
4.0,15:00,3.0,10.0,CHI 10,3.0,7.0,Carson Wentz pass incomplete short middle intended for Curtis Samuel (defended by Justin Jones),3.13,2.76,6.0,2022,81
4.0,14:55,4.0,10.0,CHI 10,6.0,7.0,Joey Slye 28 yard field goal good,2.76,3.0,6.0,2022,81
4.0,14:51,,,WAS 35,6.0,7.0,"Joey Slye kicks off 65 yards, returned by Velus Jones for 22 yards (tackle by Christian Holmes and Darrick Forrest)",0.0,0.41,6.0,2022,81
4.0,14:45,1.0,10.0,CHI 22,6.0,7.0,Justin Fields scrambles left guard for 1 yard (tackle by Daron Payne and Casey Toohill),0.41,0.0,6.0,2022,81
4.0,14:05,2.0,9.0,CHI 23,6.0,7.0,Khalil Herbert left end for 1 yard (tackle by Kendall Fuller),0.0,-0.56,6.0,2022,81
4.0,13:23,3.0,8.0,CHI 24,6.0,7.0,Justin Fields scrambles right guard for 10 yards (tackle by Rachad Wildgoose),-0.56,1.2,6.0,2022,81
4.0,12:40,1.0,10.0,CHI 34,6.0,7.0,Khalil Herbert left guard for 6 yards (tackle by Kendall Fuller),1.2,1.47,6.0,2022,81
4.0,11:59,2.0,4.0,CHI 40,6.0,7.0,Khalil Herbert up the middle for 3 yards (tackle by Cole Holcomb and Daron Payne),1.47,1.16,6.0,2022,81
4.0,11:20,3.0,1.0,CHI 43,6.0,7.0,Justin Fields sacked by Montez Sweat for -13 yards,1.16,-1.37,6.0,2022,81
4.0,10:47,4.0,14.0,CHI 30,6.0,7.0,"Trenton Gill punts 51 yards, returned by Dax Milne for 14 yards (tackle by Khalil Herbert)",-1.37,-1.14,6.0,2022,81
4.0,10:34,1.0,10.0,WAS 33,6.0,7.0,Brian Robinson left tackle for -2 yards (tackle by Mike Pennel),1.14,0.32,6.0,2022,81
4.0,9:58,2.0,12.0,WAS 31,6.0,7.0,Carson Wentz pass complete short left to Cam Sims for 6 yards (tackle by Jaylon Johnson),0.32,0.43,6.0,2022,81
4.0,9:11,3.0,6.0,WAS 37,6.0,7.0,Carson Wentz pass complete short middle to Antonio Gibson for 5 yards (tackle by Nicholas Morrow),0.43,-0.59,6.0,2022,81
4.0,8:18,4.0,1.0,WAS 42,6.0,7.0,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",-0.59,-0.91,6.0,2022,81
4.0,8:18,4.0,6.0,WAS 37,6.0,7.0,"Tress Way punts 57 yards, recovered by Christian Holmes at CHI-6",-0.91,5.83,6.0,2022,81
4.0,8:06,1.0,6.0,CHI 6,6.0,7.0,Brian Robinson left guard for 5 yards (tackle by Kyler Gordon),5.83,5.91,6.0,2022,81
4.0,7:25,2.0,1.0,CHI 1,12.0,7.0,"Brian Robinson left guard for 1 yard, touchdown",5.91,7.0,6.0,2022,81
4.0,7:21,,,CHI 2,12.0,7.0,Two Point Attempt: Carson Wentz pass incomplete intended for Curtis Samuel,1.0,-1.0,6.0,2022,81
4.0,7:21,,,WAS 35,12.0,7.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,81
4.0,7:21,1.0,10.0,CHI 25,12.0,7.0,Justin Fields scrambles left end for 5 yards (tackle by Rachad Wildgoose),0.61,0.74,6.0,2022,81
4.0,6:44,2.0,5.0,CHI 30,12.0,7.0,Justin Fields right end for no gain (tackle by Montez Sweat),0.74,0.04,6.0,2022,81
4.0,6:13,3.0,5.0,CHI 30,12.0,7.0,"Justin Fields sacked by Jonathan Allen for no gain. Penalty on Benjamin St-Juste: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.04,1.27,6.0,2022,81
4.0,5:49,1.0,10.0,CHI 35,12.0,7.0,David Montgomery right end for 6 yards (tackle by Cole Holcomb),1.27,1.53,6.0,2022,81
4.0,5:17,2.0,4.0,CHI 41,12.0,7.0,David Montgomery left end for 6 yards (tackle by Cole Holcomb),1.53,2.06,6.0,2022,81
4.0,4:36,1.0,10.0,CHI 47,12.0,7.0,David Montgomery left tackle for 2 yards (tackle by Jonathan Allen),2.06,1.79,6.0,2022,81
4.0,4:00,2.0,8.0,CHI 49,12.0,7.0,David Montgomery right tackle for 9 yards (tackle by Kamren Curl),1.79,2.79,6.0,2022,81
4.0,3:19,1.0,10.0,WAS 42,12.0,7.0,Justin Fields pass incomplete short right intended for Cole Kmet,2.79,2.24,6.0,2022,81
4.0,3:16,2.0,10.0,WAS 42,12.0,7.0,Ihmir Smith-Marsette left end for -1 yards (tackle by Montez Sweat),2.24,1.42,6.0,2022,81
4.0,2:39,3.0,11.0,WAS 43,12.0,7.0,Justin Fields pass incomplete short left intended for Dante Pettis,1.42,0.4,6.0,2022,81
4.0,2:34,4.0,11.0,WAS 43,12.0,7.0,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.4,0.07,6.0,2022,81
4.0,2:34,4.0,16.0,WAS 48,12.0,7.0,Justin Fields pass incomplete short middle intended for Ihmir Smith-Marsette,0.07,-2.13,6.0,2022,81
4.0,2:28,1.0,10.0,WAS 48,12.0,7.0,Brian Robinson left tackle for 16 yards (tackle by Nicholas Morrow),2.13,3.18,6.0,2022,81
4.0,2:16,,,,,,Timeout #1 by Chicago Bears,,,6.0,2022,81
4.0,2:16,1.0,10.0,CHI 36,12.0,7.0,Brian Robinson right tackle for 1 yard (tackle by Jaquan Brisker and Armon Watts),3.18,2.77,6.0,2022,81
4.0,2:09,,,,,,Timeout #2 by Chicago Bears,,,6.0,2022,81
4.0,2:09,2.0,9.0,CHI 35,12.0,7.0,Brian Robinson left guard for 2 yards (tackle by Al-Quadin Muhammad and Nicholas Morrow),2.77,2.35,6.0,2022,81
4.0,2:00,3.0,7.0,CHI 33,12.0,7.0,Antonio Gibson right guard for 3 yards (tackle by Armon Watts),2.35,1.46,6.0,2022,81
4.0,1:54,,,,,,Timeout #3 by Chicago Bears,,,6.0,2022,81
4.0,1:54,4.0,4.0,CHI 30,12.0,7.0,Joey Slye 48 yard field goal no good,1.46,-1.47,6.0,2022,81
4.0,1:49,1.0,10.0,CHI 38,12.0,7.0,"Justin Fields sacked by Jonathan Allen for -5 yards. Justin Fields fumbles (forced by Jonathan Allen), recovered by David Montgomery at CHI-33 (tackle by Jonathan Allen)",1.47,0.25,6.0,2022,81
4.0,1:30,2.0,15.0,CHI 33,12.0,7.0,Justin Fields pass complete short right to Dante Pettis for 10 yards,0.25,0.89,6.0,2022,81
4.0,1:26,3.0,5.0,CHI 43,12.0,7.0,Justin Fields pass complete short right to David Montgomery for 13 yards (tackle by Darrick Forrest and Cole Holcomb),0.89,2.65,6.0,2022,81
4.0,1:05,1.0,10.0,WAS 44,12.0,7.0,Justin Fields scrambles left end for 39 yards (tackle by Rachad Wildgoose),2.65,6.06,6.0,2022,81
4.0,0:52,,,,,,Timeout #1 by Washington Commanders,,,6.0,2022,81
4.0,0:52,1.0,5.0,WAS 5,12.0,7.0,Justin Fields scrambles right end for 1 yard (tackle by Cole Holcomb),6.06,5.34,6.0,2022,81
4.0,0:45,2.0,4.0,WAS 4,12.0,7.0,Justin Fields pass incomplete short right intended for Darnell Mooney (defended by James Smith-Williams),5.34,4.49,6.0,2022,81
4.0,0:42,3.0,4.0,WAS 4,12.0,7.0,Justin Fields pass incomplete short right intended for Dante Pettis (defended by Darrick Forrest),4.49,3.03,6.0,2022,81
4.0,0:35,,,,,,Timeout #2 by Washington Commanders,,,6.0,2022,81
4.0,0:35,4.0,4.0,WAS 4,12.0,7.0,Justin Fields pass complete short right to Darnell Mooney for 3 yards (tackle by Benjamin St-Juste),3.03,0.38,6.0,2022,81
4.0,0:30,1.0,10.0,WAS 1,12.0,7.0,Carson Wentz up the middle for no gain (tackle by Roquan Smith),-0.38,-0.78,6.0,2022,81
