Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA,week,year,game_id
1.0,4:33,1.0,10.0,BUF 37,7.0,7.0,Josh Allen pass complete short left to Dawson Knox for 12 yards (tackle by Jevon Holland and David Long),1.4,2.19,4.0,2023,51
1.0,3:56,1.0,10.0,BUF 49,7.0,7.0,Josh Allen pass complete short middle to Dalton Kincaid for 9 yards (tackle by Raekwon Davis),2.19,2.86,4.0,2023,51
1.0,3:27,2.0,1.0,MIA 42,7.0,7.0,Latavius Murray left guard for 29 yards (tackle by Jerome Baker),2.86,4.71,4.0,2023,51
1.0,2:46,,,,,,Timeout #2 by Buffalo Bills,,,4.0,2023,51
1.0,2:46,1.0,10.0,MIA 13,7.0,7.0,Josh Allen scrambles right guard for 3 yards (tackle by Brandon Jones),4.71,4.58,4.0,2023,51
1.0,2:11,2.0,7.0,MIA 10,7.0,7.0,James Cook up the middle for 5 yards (tackle by Jerome Baker and Jevon Holland),4.58,4.78,4.0,2023,51
1.0,1:47,3.0,2.0,MIA 5,7.0,7.0,James Cook up the middle for 4 yards (tackle by Da'Shawn Hand and David Long),4.78,6.97,4.0,2023,51
1.0,1:15,1.0,1.0,MIA 1,7.0,13.0,"James Cook up the middle for 1 yard, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",6.97,7.0,4.0,2023,51
1.0,1:10,,,MIA 15,7.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2023,51
1.0,1:10,,,BUF 35,7.0,14.0,"Tyler Bass kicks off 56 yards, returned by Braxton Berrios for 21 yards (tackle by Tyrel Dodson)",0.0,0.94,4.0,2023,51
1.0,1:05,1.0,10.0,MIA 30,7.0,14.0,Tua Tagovailoa pass complete deep right to Tyreek Hill for 20 yards (tackle by Taylor Rapp),0.94,2.26,4.0,2023,51
1.0,0:31,1.0,10.0,BUF 50,7.0,14.0,Raheem Mostert right end for 1 yard (tackle by DaQuan Jones and Leonard Floyd),2.26,1.85,4.0,2023,51
2.0,15:00,2.0,9.0,BUF 49,7.0,14.0,Tua Tagovailoa pass complete deep right to Raheem Mostert for 22 yards (tackle by Tre'Davious White),1.85,3.78,4.0,2023,51
2.0,14:17,1.0,10.0,BUF 27,7.0,14.0,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill (defended by Taron Johnson),3.78,3.23,4.0,2023,51
2.0,14:11,2.0,10.0,BUF 27,7.0,14.0,"Tua Tagovailoa fumbles, recovered by Tua Tagovailoa at BUF-27 Tua Tagovailoa pass complete short left to Braxton Berrios for 2 yards (tackle by Tim Settle)",3.23,2.81,4.0,2023,51
2.0,13:32,3.0,8.0,BUF 25,7.0,14.0,Tua Tagovailoa pass complete short right to Braxton Berrios for 15 yards (tackle by Christian Benford),2.81,4.91,4.0,2023,51
2.0,12:52,1.0,10.0,BUF 10,13.0,14.0,"De'Von Achane left end for 10 yards, touchdown",4.91,7.0,4.0,2023,51
2.0,12:47,,,BUF 15,14.0,14.0,Jason Sanders kicks extra point good,0.0,0.0,4.0,2023,51
2.0,12:47,,,MIA 35,14.0,14.0,"Jason Sanders kicks off 63 yards, returned by Khalil Shakir for 19 yards (tackle by Chase Winovich)",0.0,0.34,4.0,2023,51
2.0,12:42,1.0,10.0,BUF 21,14.0,14.0,Josh Allen pass complete short middle to Stefon Diggs for 16 yards (tackle by Kader Kohou),0.34,1.4,4.0,2023,51
2.0,12:08,1.0,10.0,BUF 37,14.0,14.0,"Josh Allen pass incomplete deep left intended for Stefon Diggs. Penalty on Kader Kohou: Defensive Pass Interference, 43 yards (accepted) (no play)",1.4,4.24,4.0,2023,51
2.0,12:02,1.0,10.0,MIA 20,14.0,14.0,Josh Allen pass complete short right to Trent Sherfield for 9 yards (tackle by Xavien Howard and Andrew Van Ginkel),4.24,5.26,4.0,2023,51
2.0,11:19,2.0,1.0,MIA 11,14.0,14.0,Damien Harris left guard for 5 yards (tackle by David Long),5.26,5.83,4.0,2023,51
2.0,10:39,1.0,6.0,MIA 6,14.0,14.0,Josh Allen pass incomplete short left intended for Stefon Diggs,5.83,4.95,4.0,2023,51
2.0,10:35,2.0,6.0,MIA 6,14.0,14.0,"Damien Harris up the middle for no gain (tackle by Jevon Holland). Penalty on David Edwards: Illegal Formation, 5 yards (accepted) (no play)",4.95,4.02,4.0,2023,51
2.0,10:07,2.0,11.0,MIA 11,14.0,20.0,"Josh Allen pass complete short middle to Stefon Diggs for 11 yards, touchdown",4.02,7.0,4.0,2023,51
2.0,10:02,,,MIA 15,14.0,21.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2023,51
2.0,10:02,,,BUF 35,14.0,21.0,"Tyler Bass kicks off 63 yards, returned by Braxton Berrios for 20 yards (tackle by Siran Neal)",0.0,0.41,4.0,2023,51
2.0,9:54,1.0,10.0,MIA 22,14.0,21.0,Raheem Mostert right end for no gain (tackle by Christian Benford) (no play),0.41,-0.12,4.0,2023,51
2.0,9:41,1.0,15.0,MIA 17,14.0,21.0,Tua Tagovailoa pass incomplete short left intended for Raheem Mostert (defended by A.J. Epenesa),-0.12,-0.94,4.0,2023,51
2.0,9:37,2.0,15.0,MIA 17,14.0,21.0,Tua Tagovailoa pass complete short right to Braxton Berrios for 3 yards (tackle by Dane Jackson),-0.94,-1.09,4.0,2023,51
2.0,8:54,3.0,12.0,MIA 20,14.0,21.0,"Penalty on Julian Hill: False Start, 5 yards (accepted) (no play)",-1.09,-2.05,4.0,2023,51
2.0,8:34,3.0,17.0,MIA 15,14.0,21.0,"Tua Tagovailoa pass complete short left to Raheem Mostert for 5 yards. Raheem Mostert fumbles (forced by Taron Johnson), recovered by Braxton Berrios at MIA-26",-2.05,-1.63,4.0,2023,51
2.0,7:48,4.0,6.0,MIA 26,14.0,21.0,"Jake Bailey punts 47 yards, fair catch by Deonte Harty at BUF-27",-1.63,-0.74,4.0,2023,51
2.0,7:42,1.0,10.0,BUF 27,14.0,21.0,Josh Allen pass complete short left to Latavius Murray for 22 yards (tackle by Brandon Jones),0.74,2.19,4.0,2023,51
2.0,7:04,1.0,10.0,BUF 49,14.0,21.0,James Cook right guard for -3 yards (tackle by Zach Sieler),2.19,1.24,4.0,2023,51
2.0,6:20,2.0,13.0,BUF 46,14.0,21.0,Josh Allen pass complete short right to Stefon Diggs for 8 yards (tackle by Xavien Howard),1.24,1.62,4.0,2023,51
2.0,5:41,3.0,5.0,MIA 46,14.0,21.0,Josh Allen pass incomplete short right intended for Dalton Kincaid (defended by Christian Wilkins),1.62,0.2,4.0,2023,51
2.0,5:37,4.0,5.0,MIA 46,14.0,21.0,Sam Martin punts 40 yards downed by Siran Neal,0.2,0.38,4.0,2023,51
2.0,5:28,1.0,10.0,MIA 6,14.0,21.0,De'Von Achane right end for 3 yards (tackle by Matt Milano),-0.38,-0.56,4.0,2023,51
2.0,4:45,2.0,7.0,MIA 9,14.0,21.0,Tua Tagovailoa pass complete short left to De'Von Achane for 5 yards (tackle by Matt Milano and Terrel Bernard),-0.56,-0.48,4.0,2023,51
2.0,4:04,3.0,2.0,MIA 14,14.0,21.0,Tua Tagovailoa pass incomplete short left intended for Raheem Mostert,-0.48,-2.47,4.0,2023,51
2.0,3:59,4.0,2.0,MIA 14,14.0,21.0,"Jake Bailey punts 45 yards, fair catch by Deonte Harty at BUF-41",-2.47,-1.66,4.0,2023,51
2.0,3:51,1.0,10.0,BUF 41,14.0,21.0,James Cook right end for 4 yards (tackle by Jerome Baker),1.66,1.66,4.0,2023,51
2.0,3:12,2.0,6.0,BUF 45,14.0,27.0,"Josh Allen pass complete short left to Stefon Diggs for 55 yards, touchdown. Penalty on Kader Kohou: Illegal Contact, 5 yards (declined)",1.66,7.0,4.0,2023,51
2.0,2:58,,,MIA 15,14.0,28.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2023,51
2.0,2:58,,,BUF 35,14.0,28.0,"Tyler Bass kicks off 67 yards, returned by Braxton Berrios for 27 yards (tackle by Trent Sherfield)",0.0,0.61,4.0,2023,51
2.0,2:52,1.0,10.0,MIA 25,14.0,28.0,Tua Tagovailoa pass complete short left to Raheem Mostert for 9 yards (tackle by Terrel Bernard),0.61,1.28,4.0,2023,51
2.0,2:27,2.0,1.0,MIA 34,14.0,28.0,Tua Tagovailoa pass incomplete short left intended for Cedrick Wilson (defended by Tre'Davious White),1.28,0.56,4.0,2023,51
2.0,2:19,3.0,1.0,MIA 34,14.0,28.0,"Raheem Mostert right tackle for -2 yards. Raheem Mostert fumbles (forced by Matt Milano), recovered by Terrel Bernard at MIA-31",0.56,-3.51,4.0,2023,51
2.0,2:14,1.0,10.0,MIA 31,14.0,28.0,James Cook left tackle for -1 yards (tackle by David Long),3.51,2.83,4.0,2023,51
2.0,2:00,2.0,11.0,MIA 32,14.0,28.0,Josh Allen sacked by Andrew Van Ginkel for -3 yards,2.83,1.75,4.0,2023,51
2.0,1:50,,,,,,Timeout #1 by Miami Dolphins,,,4.0,2023,51
2.0,1:50,3.0,14.0,MIA 35,14.0,28.0,Josh Allen pass incomplete deep right intended for Khalil Shakir (defended by Justin Bethel),1.75,0.97,4.0,2023,51
2.0,1:44,4.0,14.0,MIA 35,14.0,31.0,Tyler Bass 53 yard field goal good,0.97,3.0,4.0,2023,51
2.0,1:39,,,BUF 35,14.0,31.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,51
2.0,1:39,1.0,10.0,MIA 25,14.0,31.0,Tua Tagovailoa sacked by Gregory Rousseau for -4 yards,0.61,-0.48,4.0,2023,51
2.0,0:59,2.0,14.0,MIA 21,14.0,31.0,Tua Tagovailoa pass complete short left to Braxton Berrios for 7 yards (tackle by Matt Milano),-0.48,-0.23,4.0,2023,51
2.0,0:23,3.0,7.0,MIA 28,14.0,31.0,De'Von Achane up the middle for 3 yards (tackle by Matt Milano),-0.23,-1.31,4.0,2023,51
2.0,0:15,,,,,,Timeout #3 by Buffalo Bills,,,4.0,2023,51
2.0,0:15,4.0,4.0,MIA 31,14.0,31.0,Jake Bailey punts 46 yards out of bounds,-1.31,-0.48,4.0,2023,51
2.0,0:07,1.0,10.0,BUF 23,14.0,31.0,Josh Allen kneels for -1 yards,0.48,-0.2,4.0,2023,51
3.0,15:00,,,BUF 35,14.0,31.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,51
3.0,15:00,1.0,10.0,MIA 25,14.0,31.0,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill (defended by Gregory Rousseau),0.61,0.06,4.0,2023,51
3.0,14:55,2.0,10.0,MIA 25,14.0,31.0,Tua Tagovailoa pass complete short left to De'Von Achane for 7 yards (tackle by Taylor Rapp),0.06,0.3,4.0,2023,51
3.0,14:11,3.0,3.0,MIA 32,14.0,31.0,Tua Tagovailoa scrambles up the middle for 3 yards (tackle by Matt Milano),0.3,1.27,4.0,2023,51
3.0,13:18,1.0,10.0,MIA 35,14.0,31.0,De'Von Achane left end for 15 yards (tackle by Tre'Davious White and Matt Milano),1.27,2.26,4.0,2023,51
3.0,12:38,1.0,10.0,BUF 50,14.0,31.0,Tua Tagovailoa pass incomplete short left intended for De'Von Achane,2.26,1.71,4.0,2023,51
3.0,12:34,2.0,10.0,BUF 50,14.0,31.0,Tyreek Hill right end for 14 yards (tackle by Micah Hyde),1.71,3.18,4.0,2023,51
3.0,12:00,1.0,10.0,BUF 36,14.0,31.0,De'Von Achane right end for 4 yards (tackle by Jordan Phillips and Terrel Bernard),3.18,3.18,4.0,2023,51
3.0,11:19,2.0,6.0,BUF 32,14.0,31.0,"Tua Tagovailoa pass complete short left to Jaylen Waddle for 17 yards (tackle by Dane Jackson). Penalty on Dane Jackson: Illegal Contact, 5 yards (declined)",3.18,4.58,4.0,2023,51
3.0,10:56,1.0,10.0,BUF 15,14.0,31.0,Raheem Mostert right end for no gain (tackle by Ed Oliver),4.58,3.95,4.0,2023,51
3.0,10:13,2.0,10.0,BUF 15,14.0,31.0,Tua Tagovailoa scrambles left tackle for 4 yards (tackle by Taron Johnson),3.95,3.78,4.0,2023,51
3.0,9:34,3.0,6.0,BUF 11,20.0,31.0,"Tua Tagovailoa pass complete short right to Braxton Berrios for 11 yards, touchdown",3.78,7.0,4.0,2023,51
3.0,9:30,,,BUF 2,20.0,31.0,Two Point Attempt: Tua Tagovailoa pass incomplete intended for Tyreek Hill (defended by Dane Jackson),1.0,-1.0,4.0,2023,51
3.0,9:30,,,MIA 35,20.0,31.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,51
3.0,9:30,1.0,10.0,BUF 25,20.0,31.0,James Cook right guard for 5 yards (tackle by Justin Bethel and Emmanuel Ogbah),0.61,0.74,4.0,2023,51
3.0,8:54,2.0,5.0,BUF 30,20.0,31.0,Josh Allen pass complete short right to Dalton Kincaid for 6 yards (tackle by Jevon Holland),0.74,1.33,4.0,2023,51
3.0,8:18,1.0,10.0,BUF 36,20.0,31.0,Josh Allen pass complete short right to James Cook for 48 yards (tackle by David Long),1.33,4.51,4.0,2023,51
3.0,7:27,1.0,10.0,MIA 16,20.0,31.0,Damien Harris right guard for 4 yards (tackle by Da'Shawn Hand),4.51,4.57,4.0,2023,51
3.0,6:46,2.0,6.0,MIA 12,20.0,31.0,Josh Allen sacked by Andrew Van Ginkel for -7 yards,4.57,2.85,4.0,2023,51
3.0,6:03,3.0,13.0,MIA 19,20.0,31.0,Josh Allen scrambles left end for 4 yards (tackle by Justin Bethel),2.85,2.44,4.0,2023,51
3.0,5:25,4.0,9.0,MIA 15,20.0,34.0,Tyler Bass 33 yard field goal good,2.44,3.0,4.0,2023,51
3.0,5:21,,,BUF 35,20.0,34.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,51
3.0,5:21,1.0,10.0,MIA 25,20.0,34.0,"Liam Eichenberg fumbles, recovered by Tua Tagovailoa at MIA-25 Tua Tagovailoa pass incomplete short left",0.61,0.06,4.0,2023,51
3.0,5:15,2.0,10.0,MIA 25,20.0,34.0,Tua Tagovailoa pass deep left intended for Robbie Chosen is intercepted by Micah Hyde at MIA-48 and returned for 23 yards (tackle by Durham Smythe),0.06,-3.91,4.0,2023,51
3.0,5:03,1.0,10.0,MIA 25,20.0,34.0,James Cook left end for -4 yards (tackle by Andrew Van Ginkel),3.91,2.82,4.0,2023,51
3.0,4:26,2.0,14.0,MIA 29,20.0,34.0,Josh Allen pass complete short middle to Gabriel Davis for 9 yards (tackle by David Long and Jevon Holland),2.82,3.34,4.0,2023,51
3.0,3:46,3.0,5.0,MIA 20,20.0,34.0,Josh Allen pass complete short left to Deonte Harty for 7 yards (tackle by Jevon Holland),3.34,4.71,4.0,2023,51
3.0,3:04,1.0,10.0,MIA 13,20.0,40.0,"Josh Allen pass complete short left to Stefon Diggs for 13 yards, touchdown",4.71,7.0,4.0,2023,51
3.0,3:00,,,MIA 15,20.0,41.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2023,51
3.0,3:00,,,BUF 35,20.0,41.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,51
3.0,3:00,1.0,10.0,MIA 25,20.0,41.0,Tua Tagovailoa pass complete deep left to Tyreek Hill for 19 yards (tackle by Taron Johnson and Micah Hyde),0.61,1.86,4.0,2023,51
3.0,2:27,1.0,10.0,MIA 44,20.0,41.0,Raheem Mostert left guard for 6 yards (tackle by Matt Milano),1.86,2.13,4.0,2023,51
3.0,1:50,2.0,4.0,BUF 50,20.0,41.0,Raheem Mostert up the middle for -2 yards (tackle by Ed Oliver),2.13,1.16,4.0,2023,51
3.0,1:07,3.0,6.0,MIA 48,20.0,41.0,"Tua Tagovailoa pass complete short right to Braxton Berrios for 5 yards MIA challenged the first down ruling, and the play was upheld.",1.16,0.13,4.0,2023,51
3.0,0:44,4.0,1.0,BUF 47,20.0,41.0,Tua Tagovailoa sacked by Ed Oliver for -8 yards,0.13,-2.59,4.0,2023,51
3.0,0:39,1.0,10.0,MIA 45,20.0,41.0,Josh Allen pass complete deep right to Gabriel Davis for 34 yards (tackle by Kelvin Joseph),2.59,4.84,4.0,2023,51
4.0,15:00,1.0,10.0,MIA 11,20.0,47.0,"Josh Allen right guard for 11 yards, touchdown",4.84,7.0,4.0,2023,51
4.0,14:55,,,MIA 15,20.0,48.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2023,51
4.0,14:55,,,BUF 35,20.0,48.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,51
4.0,14:55,1.0,10.0,MIA 25,20.0,48.0,De'Von Achane right end for 55 yards (tackle by Micah Hyde),0.61,4.24,4.0,2023,51
4.0,14:05,1.0,10.0,BUF 20,20.0,48.0,De'Von Achane left guard for 8 yards (tackle by Taylor Rapp),4.24,5.04,4.0,2023,51
4.0,13:26,2.0,2.0,BUF 12,20.0,48.0,Raheem Mostert up the middle for 4 yards (tackle by Taylor Rapp and Terrel Bernard),5.04,5.37,4.0,2023,51
4.0,12:50,1.0,8.0,BUF 8,20.0,48.0,"Tua Tagovailoa pass complete short left to Jaylen Waddle for no gain, touchdown. Penalty on Liam Eichenberg: Ineligible Downfield Pass, 5 yards (accepted) (no play)",5.37,4.53,4.0,2023,51
4.0,12:45,1.0,13.0,BUF 13,20.0,48.0,Tua Tagovailoa pass complete short middle to Durham Smythe for 7 yards (tackle by Terrel Bernard and Taylor Rapp),4.53,4.95,4.0,2023,51
4.0,12:06,2.0,6.0,BUF 6,20.0,48.0,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,4.95,4.04,4.0,2023,51
4.0,12:01,3.0,6.0,BUF 6,20.0,48.0,Tua Tagovailoa pass incomplete short left intended for De'Von Achane,4.04,2.99,4.0,2023,51
4.0,11:56,4.0,6.0,BUF 6,20.0,48.0,Tua Tagovailoa sacked by Gregory Rousseau for -11 yards,2.99,0.06,4.0,2023,51
4.0,11:52,1.0,10.0,BUF 17,20.0,48.0,Latavius Murray up the middle for -2 yards (tackle by David Long),-0.06,-0.85,4.0,2023,51
4.0,11:11,2.0,12.0,BUF 15,20.0,48.0,Josh Allen pass complete short right to Latavius Murray for 2 yards (tackle by Duke Riley),-0.85,-1.25,4.0,2023,51
4.0,10:26,3.0,10.0,BUF 17,20.0,48.0,Josh Allen pass incomplete deep middle intended for Trent Sherfield (defended by Xavien Howard),-1.25,-2.32,4.0,2023,51
4.0,10:19,4.0,10.0,BUF 17,20.0,48.0,"Sam Martin punts 53 yards, returned by Cedrick Wilson for no gain (tackle by Siran Neal). Penalty on Elijah Campbell: Offensive Holding, 10 yards (accepted)",-2.32,-0.28,4.0,2023,51
4.0,10:09,1.0,10.0,MIA 20,20.0,48.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 17 yards (tackle by Dane Jackson),0.28,1.4,4.0,2023,51
4.0,9:48,1.0,10.0,MIA 37,20.0,48.0,Braxton Berrios left end for 11 yards (tackle by Cameron Lewis),1.4,2.13,4.0,2023,51
4.0,9:11,1.0,10.0,MIA 48,20.0,48.0,Tua Tagovailoa pass complete deep left to Alec Ingold for 23 yards (tackle by Micah Hyde),2.13,3.64,4.0,2023,51
4.0,8:27,1.0,10.0,BUF 29,20.0,48.0,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",3.64,3.31,4.0,2023,51
4.0,8:27,1.0,15.0,BUF 34,20.0,48.0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 1 yard (tackle by Dane Jackson and Cameron Lewis),3.31,2.56,4.0,2023,51
4.0,7:47,2.0,14.0,BUF 33,20.0,48.0,Tua Tagovailoa sacked by DaQuan Jones for -8 yards,2.56,0.83,4.0,2023,51
4.0,7:02,3.0,22.0,BUF 41,20.0,48.0,"Tua Tagovailoa pass complete short middle to Durham Smythe for no gain (forced by Matt Milano), recovered by Gregory Rousseau at BUF-36 (tackle by Matt Milano). Penalty on Leonard Floyd: Defensive Offside, 5 yards (accepted) (no play)",0.83,1.49,4.0,2023,51
4.0,6:54,3.0,17.0,BUF 36,20.0,48.0,"Tua Tagovailoa scrambles left end for no gain (tackle by Terrel Bernard). Penalty on Robert Hunt: Offensive Holding, 10 yards (accepted) (no play)",1.49,0.17,4.0,2023,51
4.0,6:29,3.0,27.0,BUF 46,20.0,48.0,Tua Tagovailoa pass complete short left to Durham Smythe for 4 yards (tackle by Gregory Rousseau),0.17,0.46,4.0,2023,51
4.0,5:40,4.0,23.0,BUF 42,20.0,48.0,"Tua Tagovailoa pass incomplete short left intended for De'Von Achane. Penalty on Shaq Lawson: Defensive Offside, 5 yards (accepted) (no play)",0.46,0.79,4.0,2023,51
4.0,5:36,4.0,18.0,BUF 37,20.0,48.0,Tua Tagovailoa pass complete short left to Cedrick Wilson for 16 yards (tackle by Matt Milano),0.79,-0.34,4.0,2023,51
4.0,5:30,1.0,10.0,BUF 21,20.0,48.0,James Cook up the middle for 5 yards (tackle by Christian Wilkins),0.34,0.48,4.0,2023,51
4.0,4:48,2.0,5.0,BUF 26,20.0,48.0,Damien Harris up the middle for 7 yards (tackle by Xavien Howard),0.48,1.14,4.0,2023,51
4.0,3:59,1.0,10.0,BUF 33,20.0,48.0,Damien Harris left guard for 4 yards (tackle by Andrew Van Ginkel and Christian Wilkins),1.14,1.13,4.0,2023,51
4.0,3:16,2.0,6.0,BUF 37,20.0,48.0,Damien Harris left guard for 1 yard (tackle by Da'Shawn Hand and Zach Sieler),1.13,0.56,4.0,2023,51
4.0,2:32,3.0,5.0,BUF 38,20.0,48.0,Damien Harris left guard for 8 yards (tackle by Kader Kohou),0.56,1.99,4.0,2023,51
4.0,2:00,1.0,10.0,BUF 46,20.0,48.0,Kyle Allen kneels for -1 yards,1.99,1.32,4.0,2023,51
4.0,1:19,2.0,11.0,BUF 45,20.0,48.0,Kyle Allen kneels for -1 yards,1.32,0.5,4.0,2023,51
4.0,0:37,3.0,12.0,BUF 44,20.0,48.0,Kyle Allen kneels for -1 yards,0.5,-0.52,4.0,2023,51
