Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA,week,year,game_id
1.0,7:05,2.0,10.0,DET 45,7.0,3.0,Jahmyr Gibbs right end for 7 yards (tackle by Isaiah McDuffie and Quay Walker),1.38,1.62,4.0,2023,49
1.0,6:25,3.0,3.0,GNB 48,7.0,3.0,Jared Goff pass complete short middle to Josh Reynolds for 23 yards (tackle by Rudy Ford),1.62,3.91,4.0,2023,49
1.0,5:43,1.0,10.0,GNB 25,7.0,3.0,David Montgomery right tackle for 8 yards (tackle by Kingsley Enagbare and Quay Walker),3.91,4.55,4.0,2023,49
1.0,5:08,2.0,2.0,GNB 17,7.0,3.0,David Montgomery right tackle for 2 yards (tackle by Kingsley Enagbare),4.55,4.58,4.0,2023,49
1.0,4:24,1.0,10.0,GNB 15,7.0,3.0,Jared Goff scrambles for 11 yards (tackle by Rudy Ford),4.58,6.28,4.0,2023,49
1.0,3:42,1.0,4.0,GNB 4,7.0,3.0,David Montgomery up the middle for 1 yard (tackle by Tedarrell Slaton and Quay Walker),6.28,5.53,4.0,2023,49
1.0,2:58,2.0,3.0,GNB 3,13.0,3.0,"David Montgomery left tackle for 3 yards, touchdown",5.53,7.0,4.0,2023,49
1.0,2:54,,,GNB 15,14.0,3.0,Riley Patterson kicks extra point good,0.0,0.0,4.0,2023,49
1.0,2:54,,,DET 35,14.0,3.0,"Jack Fox kicks off 67 yards, returned by Keisean Nixon for 23 yards (tackle by Chase Lucas)",0.0,0.34,4.0,2023,49
1.0,2:50,1.0,10.0,GNB 21,14.0,3.0,AJ Dillon left guard for 3 yards (tackle by Derrick Barnes and John Cominsky),0.34,0.21,4.0,2023,49
1.0,2:12,2.0,7.0,GNB 24,14.0,3.0,AJ Dillon right end for 4 yards (tackle by Brian Branch and Cameron Sutton),0.21,0.04,4.0,2023,49
1.0,1:33,3.0,3.0,GNB 28,14.0,3.0,Jordan Love pass incomplete deep middle intended for Romeo Doubs,0.04,-1.5,4.0,2023,49
1.0,1:27,4.0,3.0,GNB 28,14.0,3.0,"Daniel Whelan punts 47 yards, fair catch by Kalif Raymond at DET-25",-1.5,-0.61,4.0,2023,49
1.0,1:20,1.0,10.0,DET 25,14.0,3.0,Jared Goff pass complete deep right to Josh Reynolds for 26 yards (tackle by Carrington Valentine),0.61,2.32,4.0,2023,49
1.0,0:36,1.0,10.0,GNB 49,14.0,3.0,Kalif Raymond right end for 40 yards (tackle by Rudy Ford),2.32,5.14,4.0,2023,49
2.0,15:00,1.0,9.0,GNB 9,14.0,3.0,Jared Goff pass complete short left to Sam LaPorta for 5 yards (tackle by Isaiah McDuffie),5.14,5.34,4.0,2023,49
2.0,14:26,2.0,4.0,GNB 4,14.0,3.0,Jared Goff pass incomplete short left intended for Josh Reynolds,5.34,4.49,4.0,2023,49
2.0,14:22,3.0,4.0,GNB 4,14.0,3.0,"Jared Goff pass incomplete intended for Amon-Ra St. Brown. Penalty on Jonah Jackson: Offensive Holding, 10 yards (accepted) (no play)",4.49,3.0,4.0,2023,49
2.0,14:15,3.0,14.0,GNB 14,14.0,3.0,Jared Goff pass incomplete short right intended for Marvin Jones,3.0,2.51,4.0,2023,49
2.0,14:10,4.0,14.0,GNB 14,17.0,3.0,Riley Patterson 33 yard field goal good,2.51,3.0,4.0,2023,49
2.0,14:07,,,DET 35,17.0,3.0,"Jack Fox kicks off 71 yards, returned by Keisean Nixon for 26 yards (tackle by Jack Campbell). Penalty on Dallin Leavitt: Offensive Holding, 10 yards (accepted)",0.0,-0.38,4.0,2023,49
2.0,14:01,1.0,10.0,GNB 10,17.0,3.0,Jordan Love pass deep middle (defended by Alex Anzalone) intended for Christian Watson is intercepted by Jerry Jacobs at GB-27 and returned for 20 yards (tackle by Christian Watson),-0.38,-5.6,4.0,2023,49
2.0,13:51,1.0,7.0,GNB 7,17.0,3.0,David Montgomery right tackle for 5 yards (tackle by Isaiah McDuffie and Quay Walker),5.6,5.72,4.0,2023,49
2.0,13:22,2.0,2.0,GNB 2,23.0,3.0,"David Montgomery up the middle for 2 yards, touchdown",5.72,7.0,4.0,2023,49
2.0,13:19,,,GNB 15,24.0,3.0,Riley Patterson kicks extra point good,0.0,0.0,4.0,2023,49
2.0,13:19,,,DET 35,24.0,3.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,49
2.0,13:19,1.0,10.0,GNB 25,24.0,3.0,Aaron Jones left guard for 5 yards (tackle by John Cominsky),0.61,0.74,4.0,2023,49
2.0,12:40,2.0,5.0,GNB 30,24.0,3.0,Aaron Jones right end for -2 yards (tackle by Cameron Sutton),0.74,-0.23,4.0,2023,49
2.0,11:55,3.0,7.0,GNB 28,24.0,3.0,Jordan Love pass incomplete short right intended for Christian Watson (defended by Brian Branch),-0.23,-1.5,4.0,2023,49
2.0,11:51,4.0,7.0,GNB 28,24.0,3.0,"Daniel Whelan punts 52 yards, returned by Kalif Raymond for 10 yards (tackle by Isaiah McDuffie)",-1.5,-0.94,4.0,2023,49
2.0,11:38,1.0,10.0,DET 30,24.0,3.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 10 yards (tackle by Keisean Nixon),0.94,1.6,4.0,2023,49
2.0,11:03,1.0,10.0,DET 40,24.0,3.0,"David Montgomery for no gain. Penalty on Jonah Jackson: Offensive Holding, 10 yards (accepted) (no play)",1.6,0.94,4.0,2023,49
2.0,10:38,1.0,20.0,DET 30,24.0,3.0,David Montgomery up the middle for 2 yards (tackle by Preston Smith),0.94,-0.03,4.0,2023,49
2.0,10:03,2.0,18.0,DET 32,24.0,3.0,Jared Goff pass incomplete short middle intended for Josh Reynolds,-0.03,-0.69,4.0,2023,49
2.0,9:58,3.0,18.0,DET 32,24.0,3.0,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",-0.69,-1.35,4.0,2023,49
2.0,9:58,3.0,23.0,DET 27,24.0,3.0,Jared Goff pass complete short right to Jahmyr Gibbs for 9 yards (tackle by Quay Walker),-1.35,-0.98,4.0,2023,49
2.0,9:22,4.0,14.0,DET 36,24.0,3.0,"Jack Fox punts 52 yards, recovered by Kiondre Thomas at GB-12",-0.98,0.38,4.0,2023,49
2.0,9:07,1.0,10.0,GNB 8,24.0,3.0,Jordan Love pass complete short left to Luke Musgrave for 1 yard (tackle by Alex Anzalone),-0.38,-0.71,4.0,2023,49
2.0,8:26,2.0,9.0,GNB 9,24.0,3.0,Jordan Love pass complete short left to Romeo Doubs for 5 yards (tackle by Jerry Jacobs),-0.71,-0.72,4.0,2023,49
2.0,7:53,3.0,4.0,GNB 14,24.0,3.0,"Penalty on Jerry Jacobs: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.72,0.15,4.0,2023,49
2.0,7:42,1.0,10.0,GNB 19,24.0,3.0,AJ Dillon left guard for -3 yards (tackle by Alim McNeill and Derrick Barnes),0.15,-0.87,4.0,2023,49
2.0,7:03,2.0,13.0,GNB 16,24.0,3.0,Jordan Love sacked by Alim McNeill for -8 yards,-0.87,-2.71,4.0,2023,49
2.0,6:14,3.0,21.0,GNB 8,24.0,3.0,Jordan Love pass complete short right to Romeo Doubs for 16 yards (tackle by Brian Branch),-2.71,-1.77,4.0,2023,49
2.0,5:44,4.0,5.0,GNB 24,24.0,3.0,"Daniel Whelan punts 52 yards, fair catch by Kalif Raymond at DET-24",-1.77,-0.54,4.0,2023,49
2.0,5:34,1.0,10.0,DET 24,24.0,3.0,David Montgomery right guard for 4 yards (tackle by Kingsley Enagbare),0.54,0.54,4.0,2023,49
2.0,5:01,2.0,6.0,DET 28,24.0,3.0,Jared Goff pass complete short middle to Sam LaPorta for 5 yards (tackle by Quay Walker),0.54,0.5,4.0,2023,49
2.0,4:28,3.0,1.0,DET 33,24.0,3.0,David Montgomery left tackle for 7 yards (tackle by Justin Hollins),0.5,1.6,4.0,2023,49
2.0,3:53,1.0,10.0,DET 40,24.0,3.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown (defended by Karl Brooks),1.6,1.05,4.0,2023,49
2.0,3:41,2.0,10.0,DET 40,24.0,3.0,Jared Goff pass incomplete short middle intended for Sam LaPorta,1.05,0.37,4.0,2023,49
2.0,3:37,3.0,10.0,DET 40,24.0,3.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 14 yards (tackle by Eric Wilson),0.37,2.52,4.0,2023,49
2.0,2:52,1.0,10.0,GNB 46,24.0,3.0,Jared Goff pass complete short left to Sam LaPorta for 11 yards (tackle by Quay Walker),2.52,3.25,4.0,2023,49
2.0,2:00,1.0,10.0,GNB 35,24.0,3.0,David Montgomery up the middle for 12 yards (tackle by Quay Walker and Keisean Nixon),3.25,4.04,4.0,2023,49
2.0,1:25,1.0,10.0,GNB 23,24.0,3.0,Jahmyr Gibbs right tackle for 3 yards (tackle by Kenny Clark and Quay Walker),4.04,3.9,4.0,2023,49
2.0,0:49,2.0,7.0,GNB 20,24.0,3.0,David Montgomery right tackle for 1 yard (tackle by Kingsley Enagbare and Isaiah McDuffie),3.9,3.34,4.0,2023,49
2.0,0:41,,,,,,Timeout #1 by Green Bay Packers,,,4.0,2023,49
2.0,0:41,3.0,6.0,GNB 19,24.0,3.0,Jared Goff pass incomplete short middle,3.34,2.21,4.0,2023,49
2.0,0:38,4.0,6.0,GNB 19,27.0,3.0,Riley Patterson 37 yard field goal good,2.21,3.0,4.0,2023,49
2.0,0:34,,,DET 35,27.0,3.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,49
2.0,0:34,1.0,10.0,GNB 25,27.0,3.0,Jordan Love pass complete short right to Josiah Deguara for 6 yards (tackle by Brian Branch),0.61,0.87,4.0,2023,49
2.0,0:17,2.0,4.0,GNB 31,27.0,3.0,Jordan Love pass incomplete short left,0.87,0.17,4.0,2023,49
2.0,0:12,3.0,4.0,GNB 31,27.0,3.0,Jordan Love pass complete short left to Josiah Deguara for 13 yards,0.17,1.86,4.0,2023,49
2.0,0:07,,,,,,Timeout #1 by Detroit Lions,,,4.0,2023,49
2.0,0:07,1.0,10.0,GNB 44,27.0,3.0,"Jordan Love pass incomplete intended for Romeo Doubs. Penalty on Jerry Jacobs: Defensive Pass Interference, 9 yards (accepted) (no play)",1.86,2.46,4.0,2023,49
2.0,0:03,1.0,10.0,DET 47,27.0,3.0,Jordan Love sacked by and Charles Harris for -11 yards and Aidan Hutchinson for -11 yards,2.46,0.43,4.0,2023,49
3.0,15:00,,,DET 35,27.0,3.0,"Jack Fox kicks off 67 yards, returned by Keisean Nixon for 26 yards (tackle by Tracy Walker and Anthony Pittman). Penalty on Ben Sims: Offensive Holding, 10 yards (accepted)",0.0,-0.28,4.0,2023,49
3.0,14:53,1.0,10.0,GNB 14,27.0,3.0,Jordan Love pass complete short left to Tucker Kraft for 6 yards (tackle by Alex Anzalone and Ifeatu Melifonwu),-0.28,0.15,4.0,2023,49
3.0,14:20,2.0,4.0,GNB 20,27.0,3.0,Aaron Jones right tackle for 3 yards (tackle by Alex Anzalone and Brian Branch),0.15,-0.32,4.0,2023,49
3.0,13:46,3.0,1.0,GNB 23,27.0,3.0,Jordan Love pass complete short left to Romeo Doubs for 5 yards (tackle by Jerry Jacobs),-0.32,0.81,4.0,2023,49
3.0,13:09,1.0,10.0,GNB 28,27.0,3.0,Jordan Love pass complete deep middle to Christian Watson for 24 yards (tackle by Brian Branch and Tracy Walker),0.81,2.39,4.0,2023,49
3.0,12:28,1.0,10.0,DET 48,27.0,3.0,"Jordan Love pass complete to Aaron Jones for no gain. Penalty on Aidan Hutchinson: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",2.39,2.72,4.0,2023,49
3.0,12:01,1.0,10.0,DET 43,27.0,3.0,Jordan Love pass incomplete deep left intended for Romeo Doubs,2.72,2.18,4.0,2023,49
3.0,11:54,2.0,10.0,DET 43,27.0,3.0,"Aaron Jones left end for 9 yards (tackle by Alex Anzalone). Penalty on Alex Anzalone: Unnecessary Roughness / Defense, 16 yards (accepted)",2.18,4.37,4.0,2023,49
3.0,11:30,1.0,10.0,DET 18,27.0,3.0,Jordan Love pass complete short right to Tucker Kraft for -1 yards (tackle by Will Harris),4.37,3.67,4.0,2023,49
3.0,10:58,2.0,11.0,DET 19,27.0,3.0,"Jordan Love pass complete short left to Aaron Jones for -4 yards (tackle by Jack Campbell and Levi Onwuzurike). Penalty on Rasheed Walker: Offensive Holding, 10 yards (declined)",3.67,2.48,4.0,2023,49
3.0,10:27,3.0,15.0,DET 23,27.0,3.0,Jordan Love pass complete short right to Josiah Deguara for 6 yards (tackle by Charles Harris),2.48,2.31,4.0,2023,49
3.0,9:45,4.0,9.0,DET 17,27.0,3.0,Jordan Love pass complete short middle to Romeo Doubs for 15 yards (tackle by Tracy Walker),2.31,6.74,4.0,2023,49
3.0,9:10,1.0,2.0,DET 2,27.0,3.0,AJ Dillon right guard for 1 yard (tackle by Derrick Barnes and John Cominsky),6.74,5.91,4.0,2023,49
3.0,8:22,2.0,1.0,DET 1,27.0,9.0,"Jordan Love pass complete short left to Christian Watson for 1 yard, touchdown",5.91,7.0,4.0,2023,49
3.0,8:17,,,DET 2,27.0,11.0,Two Point Attempt: Jordan Love pass complete to to Jayden Reed for no gain,1.0,1.0,4.0,2023,49
3.0,8:17,,,GNB 35,27.0,11.0,"Anders Carlson kicks off 66 yards, returned by Craig Reynolds for 28 yards (tackle by Eric Wilson)",0.0,0.74,4.0,2023,49
3.0,8:12,1.0,10.0,DET 27,27.0,11.0,David Montgomery right tackle for 3 yards (tackle by Quay Walker and Isaiah McDuffie),0.74,0.6,4.0,2023,49
3.0,7:37,2.0,7.0,DET 30,27.0,11.0,Jared Goff pass complete short right to Jahmyr Gibbs for -5 yards (tackle by Quay Walker),0.6,-0.76,4.0,2023,49
3.0,6:56,3.0,12.0,DET 25,27.0,11.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 3 yards (tackle by Rasul Douglas),-0.76,-1.5,4.0,2023,49
3.0,6:25,4.0,9.0,DET 28,27.0,11.0,"Jack Fox punts 42 yards, fair catch by Jayden Reed at GB-30",-1.5,-0.94,4.0,2023,49
3.0,6:16,1.0,10.0,GNB 30,27.0,11.0,Jordan Love for -11 yards. Jordan Love fumbles (forced by Tracy Walker),0.94,-1.15,4.0,2023,49
3.0,5:41,2.0,21.0,GNB 19,27.0,11.0,Jordan Love pass incomplete deep middle intended for Jayden Reed,-1.15,-1.87,4.0,2023,49
3.0,5:36,3.0,21.0,GNB 19,27.0,11.0,Jordan Love pass complete short left to Romeo Doubs for 15 yards (tackle by Jerry Jacobs),-1.87,-1.11,4.0,2023,49
3.0,5:14,4.0,6.0,GNB 34,27.0,11.0,"Daniel Whelan punts 51 yards, returned by Kalif Raymond for 6 yards (tackle by Eric Wilson). Penalty on Jalen Reeves-Maybin: Offensive Holding, 10 yards (accepted)",-1.11,0.37,4.0,2023,49
3.0,4:53,1.0,10.0,DET 11,27.0,11.0,David Montgomery right tackle for 3 yards (tackle by Isaiah McDuffie and Tedarrell Slaton),-0.37,-0.53,4.0,2023,49
3.0,4:13,2.0,7.0,DET 14,27.0,11.0,David Montgomery left guard for 5 yards (tackle by Justin Hollins),-0.53,-0.48,4.0,2023,49
3.0,3:36,3.0,2.0,DET 19,27.0,11.0,Jared Goff pass complete short left to Jahmyr Gibbs for 4 yards (tackle by Quay Walker),-0.48,0.48,4.0,2023,49
3.0,3:02,1.0,10.0,DET 23,27.0,11.0,David Montgomery left tackle for 5 yards (tackle by Karl Brooks and Darnell Savage),0.48,0.61,4.0,2023,49
3.0,2:18,2.0,5.0,DET 28,27.0,11.0,Jared Goff sacked by Karl Brooks for -10 yards,0.61,-1.56,4.0,2023,49
3.0,1:41,3.0,15.0,DET 18,27.0,11.0,Jahmyr Gibbs up the middle for 9 yards (tackle by Preston Smith),-1.56,-1.57,4.0,2023,49
3.0,1:03,4.0,6.0,DET 27,27.0,11.0,Jack Fox punts 39 yards downed by Malcolm Rodriguez,-1.57,-1.2,4.0,2023,49
3.0,0:54,1.0,10.0,GNB 34,27.0,11.0,Aaron Jones left tackle for 3 yards (tackle by Derrick Barnes),1.2,1.06,4.0,2023,49
3.0,0:20,2.0,7.0,GNB 37,27.0,11.0,Jordan Love pass complete short left to Romeo Doubs for 10 yards (tackle by Ifeatu Melifonwu),1.06,2.06,4.0,2023,49
3.0,0:01,1.0,10.0,GNB 47,27.0,11.0,Jordan Love pass complete deep right to Jayden Reed for 44 yards (tackle by Will Harris),2.06,5.14,4.0,2023,49
4.0,15:00,1.0,9.0,DET 9,27.0,11.0,Jordan Love pass incomplete short left intended for Jayden Reed (defended by Jerry Jacobs),5.14,4.38,4.0,2023,49
4.0,14:57,2.0,9.0,DET 9,27.0,17.0,"Jordan Love up the middle for 9 yards, touchdown",4.38,7.0,4.0,2023,49
4.0,14:52,,,DET 2,27.0,17.0,"Two Point Attempt: Jordan Love rushes, conversion fails.",1.0,-1.0,4.0,2023,49
4.0,14:52,,,GNB 35,27.0,17.0,"Anders Carlson kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,49
4.0,14:52,1.0,10.0,DET 25,27.0,17.0,Jared Goff pass complete short right to David Montgomery for 8 yards (tackle by Rudy Ford),0.61,1.14,4.0,2023,49
4.0,14:19,2.0,2.0,DET 33,27.0,17.0,Jahmyr Gibbs left tackle for 2 yards (tackle by Quay Walker and Colby Wooden),1.14,1.27,4.0,2023,49
4.0,13:42,1.0,10.0,DET 35,27.0,17.0,Jared Goff pass complete short right to David Montgomery for 12 yards (tackle by Quay Walker),1.27,2.06,4.0,2023,49
4.0,12:55,1.0,10.0,DET 47,27.0,17.0,David Montgomery left tackle for 8 yards (tackle by Darnell Savage),2.06,2.6,4.0,2023,49
4.0,12:22,2.0,2.0,GNB 45,27.0,17.0,Jahmyr Gibbs up the middle for no gain (tackle by Lukas Van Ness),2.6,1.88,4.0,2023,49
4.0,11:41,3.0,2.0,GNB 45,27.0,17.0,Jahmyr Gibbs left guard for 6 yards (tackle by Eric Wilson),1.88,2.98,4.0,2023,49
4.0,11:03,1.0,10.0,GNB 39,27.0,17.0,Jared Goff pass complete deep left to Josh Reynolds for 20 yards (tackle by Rudy Ford),2.98,4.31,4.0,2023,49
4.0,10:25,1.0,10.0,GNB 19,27.0,17.0,David Montgomery right end for 3 yards (tackle by Darnell Savage),4.31,4.18,4.0,2023,49
4.0,9:47,2.0,7.0,GNB 16,27.0,17.0,David Montgomery up the middle for -2 yards (tackle by Colby Wooden),4.18,3.14,4.0,2023,49
4.0,9:06,3.0,9.0,GNB 18,27.0,17.0,Jahmyr Gibbs right guard for 6 yards (tackle by Preston Smith and Eric Wilson),3.14,2.73,4.0,2023,49
4.0,8:10,,,,,,Timeout #1 by Detroit Lions,,,4.0,2023,49
4.0,8:10,4.0,3.0,GNB 12,27.0,17.0,"Riley Patterson yard field goal good. Penalty on Quay Walker: Leaping, 6 yards (accepted) (no play)",2.73,5.83,4.0,2023,49
4.0,7:59,1.0,6.0,GNB 6,27.0,17.0,David Montgomery left guard for 3 yards (tackle by Devonte Wyatt),5.83,5.53,4.0,2023,49
4.0,7:49,2.0,3.0,GNB 3,27.0,17.0,David Montgomery up the middle for -4 yards (tackle by Devonte Wyatt),5.53,3.81,4.0,2023,49
4.0,6:27,3.0,7.0,GNB 7,27.0,17.0,David Montgomery right guard for 6 yards (tackle by Quay Walker and Rudy Ford),3.81,3.55,4.0,2023,49
4.0,6:03,4.0,1.0,GNB 1,33.0,17.0,"David Montgomery right guard for 1 yard, touchdown",3.55,7.0,4.0,2023,49
4.0,6:00,,,GNB 15,34.0,17.0,Riley Patterson kicks extra point good,0.0,0.0,4.0,2023,49
4.0,6:00,,,DET 35,34.0,17.0,"Jack Fox kicks off 69 yards, returned by Keisean Nixon for 21 yards (tackle by Craig Reynolds)",0.0,-0.06,4.0,2023,49
4.0,5:57,1.0,10.0,GNB 17,34.0,17.0,Jordan Love pass complete short left to Jayden Reed for 6 yards (tackle by Derrick Barnes),-0.06,0.35,4.0,2023,49
4.0,5:32,2.0,4.0,GNB 23,34.0,17.0,Jordan Love pass complete short middle to Romeo Doubs for 8 yards (tackle by Jerry Jacobs),0.35,1.0,4.0,2023,49
4.0,5:17,1.0,10.0,GNB 31,34.0,17.0,Jordan Love pass incomplete short right,1.0,0.46,4.0,2023,49
4.0,5:11,2.0,10.0,GNB 31,34.0,17.0,Jordan Love pass complete short right to Josiah Deguara for 9 yards (tackle by Brian Branch and Derrick Barnes),0.46,0.96,4.0,2023,49
4.0,4:52,3.0,1.0,GNB 40,34.0,17.0,AJ Dillon up the middle for 6 yards (tackle by John Cominsky and Tracy Walker),0.96,1.99,4.0,2023,49
4.0,4:22,1.0,10.0,GNB 46,34.0,17.0,Jordan Love pass complete deep left to Samori Toure for 35 yards (tackle by Jerry Jacobs),1.99,4.31,4.0,2023,49
4.0,4:19,1.0,10.0,DET 19,34.0,17.0,Jordan Love pass complete short left to Jayden Reed for 5 yards (tackle by Brian Branch),4.31,4.53,4.0,2023,49
4.0,4:15,2.0,5.0,DET 14,34.0,17.0,Jordan Love pass short middle intended for Romeo Doubs is intercepted by Jerry Jacobs at DET-4 and returned for 14 yards (tackle by Samori Toure),4.53,-0.04,4.0,2023,49
4.0,4:05,1.0,10.0,DET 18,34.0,17.0,David Montgomery left end for 13 yards (tackle by Rudy Ford),0.04,1.0,4.0,2023,49
4.0,3:59,1.0,10.0,DET 31,34.0,17.0,Jared Goff pass incomplete short left intended for Jahmyr Gibbs,1.0,0.46,4.0,2023,49
4.0,3:55,2.0,10.0,DET 31,34.0,17.0,David Montgomery right tackle for 1 yard (tackle by Quay Walker),0.46,-0.1,4.0,2023,49
4.0,3:51,,,,,,Timeout #1 by Green Bay Packers,,,4.0,2023,49
4.0,3:51,3.0,9.0,DET 32,34.0,17.0,Jared Goff sacked by Devonte Wyatt for -10 yards,-0.1,-1.9,4.0,2023,49
4.0,3:46,,,,,,Timeout #2 by Green Bay Packers,,,4.0,2023,49
4.0,3:46,4.0,19.0,DET 22,34.0,17.0,"Jack Fox punts 47 yards, returned by Keisean Nixon for 34 yards (tackle by Jack Campbell and Will Harris)",-1.9,-3.25,4.0,2023,49
4.0,3:32,1.0,10.0,DET 35,34.0,17.0,Jordan Love sacked by John Cominsky for -9 yards,3.25,1.49,4.0,2023,49
4.0,3:11,2.0,19.0,DET 44,34.0,17.0,Jordan Love pass complete short left to Romeo Doubs for 12 yards (tackle by Alex Anzalone),1.49,2.41,4.0,2023,49
4.0,3:00,3.0,7.0,DET 32,34.0,17.0,Jordan Love pass incomplete short middle intended for Dontayvion Wicks,2.41,1.24,4.0,2023,49
4.0,2:56,4.0,7.0,DET 32,34.0,20.0,Anders Carlson 50 yard field goal good,1.24,3.0,4.0,2023,49
4.0,2:52,,,GNB 35,34.0,20.0,"Anders Carlson kicks onside 12 yards, out of bounds",0.0,2.46,4.0,2023,49
4.0,2:52,1.0,10.0,GNB 47,34.0,20.0,David Montgomery left tackle for 16 yards (tackle by Rasul Douglas),2.46,3.51,4.0,2023,49
4.0,2:13,1.0,10.0,GNB 31,34.0,20.0,David Montgomery right end for 3 yards (tackle by Quay Walker and Isaiah McDuffie),3.51,3.37,4.0,2023,49
4.0,2:00,2.0,7.0,GNB 28,34.0,20.0,David Montgomery left guard for 2 yards (tackle by Tedarrell Slaton),3.37,2.94,4.0,2023,49
4.0,1:55,,,,,,Timeout #3 by Green Bay Packers,,,4.0,2023,49
4.0,1:55,3.0,5.0,GNB 26,34.0,20.0,David Montgomery left tackle for 2 yards (tackle by Devonte Wyatt and Colby Wooden),2.94,1.97,4.0,2023,49
