Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA,week,year,game_id
3.0,7:24,1.0,10.0,ATL 7,7.0,17.0,"Bijan Robinson for 5 yards (tackle by Chad Muma and Foyesade Oluokun). Penalty on Jeremiah Ledbetter: Defensive Holding, 5 yards (offset) . Penalty on Chris Lindstrom: Chop Block, 15 yards (offset) (no play)",-0.38,-0.38,4.0,2023,50
3.0,6:56,1.0,10.0,ATL 7,7.0,17.0,Bijan Robinson right end for 9 yards (tackle by Darious Williams),-0.38,-0.02,4.0,2023,50
3.0,6:19,2.0,1.0,ATL 16,7.0,17.0,Bijan Robinson right tackle for 2 yards (tackle by Travon Walker and Foyesade Oluokun),-0.02,0.04,4.0,2023,50
3.0,5:36,1.0,10.0,ATL 18,7.0,17.0,Desmond Ridder pass incomplete deep right intended for Kyle Pitts (defended by Tyson Campbell),0.04,-0.49,4.0,2023,50
3.0,5:31,2.0,10.0,ATL 18,7.0,17.0,Bijan Robinson right end for 21 yards (tackle by Tyson Campbell),-0.49,1.53,4.0,2023,50
3.0,5:01,1.0,10.0,ATL 39,7.0,17.0,Desmond Ridder pass complete short right to Kyle Pitts for 13 yards (tackle by Tyson Campbell),1.53,2.39,4.0,2023,50
3.0,4:26,1.0,10.0,JAX 48,7.0,17.0,Desmond Ridder pass complete short left to Tyler Allgeier for -4 yards (tackle by Foyesade Oluokun),2.39,1.31,4.0,2023,50
3.0,3:41,2.0,14.0,ATL 48,7.0,17.0,Desmond Ridder pass incomplete deep left intended for Mack Hollins,1.31,0.63,4.0,2023,50
3.0,3:37,3.0,14.0,ATL 48,7.0,17.0,"Penalty on Jonnu Smith: False Start, 5 yards (accepted) (no play)",0.63,-0.03,4.0,2023,50
3.0,3:37,3.0,19.0,ATL 43,7.0,17.0,Desmond Ridder pass complete short left to Bijan Robinson for 6 yards (tackle by Tre Herndon),-0.03,-0.13,4.0,2023,50
3.0,3:03,4.0,13.0,ATL 49,7.0,17.0,"Bradley Pinion punts 41 yards, fair catch by Christian Kirk at JAC-10",-0.13,0.38,4.0,2023,50
3.0,2:57,1.0,10.0,JAX 10,7.0,17.0,Travis Etienne right guard for 3 yards (tackle by Nathan Landman and Kaden Elliss),-0.38,-0.56,4.0,2023,50
3.0,2:18,2.0,7.0,JAX 13,7.0,17.0,Trevor Lawrence pass complete short left to Evan Engram for 10 yards (tackle by Mike Hughes),-0.56,0.48,4.0,2023,50
3.0,1:42,1.0,10.0,JAX 23,7.0,17.0,"Trevor Lawrence pass incomplete deep left intended for Evan Engram (defended by Jeff Okudah). Penalty on Luke Fortner: Offensive Holding, 10 yards (accepted) (no play)",0.48,-0.59,4.0,2023,50
3.0,1:36,1.0,20.0,JAX 13,7.0,17.0,Trevor Lawrence pass complete short middle to Evan Engram for 10 yards (tackle by Richie Grant),-0.59,-0.07,4.0,2023,50
3.0,0:54,2.0,10.0,JAX 23,7.0,17.0,Travis Etienne left tackle for 3 yards (tackle by Bud Dupree and David Onyemata),-0.07,-0.36,4.0,2023,50
3.0,0:11,3.0,7.0,JAX 26,7.0,17.0,Trevor Lawrence pass complete short right to Christian Kirk for 11 yards (tackle by Mike Hughes),-0.36,1.4,4.0,2023,50
4.0,15:00,1.0,10.0,JAX 37,7.0,17.0,Trevor Lawrence pass complete short left to Evan Engram for 19 yards (tackle by Jessie Bates),1.4,2.65,4.0,2023,50
4.0,14:20,1.0,10.0,ATL 44,7.0,17.0,Travis Etienne left guard for 4 yards (tackle by Grady Jarrett and David Onyemata),2.65,2.65,4.0,2023,50
4.0,13:42,2.0,6.0,ATL 40,7.0,17.0,Travis Etienne right guard for no gain (tackle by Jeff Okudah and Calais Campbell),2.65,1.95,4.0,2023,50
4.0,12:59,3.0,6.0,ATL 40,7.0,17.0,Trevor Lawrence scrambles right end for 10 yards (tackle by Richie Grant),1.95,3.58,4.0,2023,50
4.0,12:18,1.0,10.0,ATL 30,7.0,17.0,Travis Etienne right guard for 3 yards (tackle by Zach Harrison and Timmy Horne),3.58,3.44,4.0,2023,50
4.0,11:34,2.0,7.0,ATL 27,7.0,17.0,Trevor Lawrence pass complete short left to Christian Kirk for 2 yards (tackle by AJ Terrell),3.44,3.01,4.0,2023,50
4.0,10:48,3.0,5.0,ATL 25,7.0,17.0,Trevor Lawrence pass incomplete deep right intended for Jamycal Hasty,3.01,1.85,4.0,2023,50
4.0,10:41,4.0,5.0,ATL 25,7.0,20.0,Brandon McManus 43 yard field goal good,1.85,3.0,4.0,2023,50
4.0,10:36,,,JAX 35,7.0,20.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,50
4.0,10:36,1.0,10.0,ATL 25,7.0,20.0,Desmond Ridder pass incomplete deep middle intended for Mack Hollins (defended by Chad Muma),0.61,0.06,4.0,2023,50
4.0,10:32,2.0,10.0,ATL 25,7.0,20.0,Tyler Allgeier right end for 4 yards (tackle by Yasir Abdullah),0.06,-0.1,4.0,2023,50
4.0,9:49,3.0,6.0,ATL 29,7.0,20.0,Desmond Ridder pass complete short left to Drake London for 6 yards (tackle by Tre Herndon and Chad Muma),-0.1,1.27,4.0,2023,50
4.0,9:14,1.0,10.0,ATL 35,7.0,20.0,Desmond Ridder scrambles up the middle for 6 yards (tackle by Chad Muma),1.27,1.53,4.0,2023,50
4.0,8:31,2.0,4.0,ATL 41,7.0,20.0,Bijan Robinson up the middle for 13 yards (tackle by Andrew Wingard),1.53,2.52,4.0,2023,50
4.0,8:05,1.0,10.0,JAX 46,7.0,20.0,Desmond Ridder pass complete short middle to Jonnu Smith for 33 yards (tackle by Tre Herndon and Darious Williams),2.52,4.71,4.0,2023,50
4.0,7:26,1.0,10.0,JAX 13,7.0,20.0,Tyler Allgeier left tackle for -5 yards (tackle by Foyesade Oluokun),4.71,3.4,4.0,2023,50
4.0,6:51,2.0,15.0,JAX 18,7.0,20.0,Desmond Ridder pass incomplete short left intended for MyCole Pruitt (defended by Chad Muma),3.4,2.79,4.0,2023,50
4.0,6:48,3.0,15.0,JAX 18,7.0,20.0,Desmond Ridder pass complete short left to Jonnu Smith for 12 yards (tackle by Tyson Campbell),2.79,3.01,4.0,2023,50
4.0,6:06,4.0,3.0,JAX 6,7.0,20.0,Desmond Ridder pass incomplete short right intended for Drake London (defended by Tre Herndon),3.01,0.38,4.0,2023,50
4.0,6:01,1.0,10.0,JAX 6,7.0,20.0,Travis Etienne left guard for 3 yards (tackle by Grady Jarrett and Calais Campbell),-0.38,-0.56,4.0,2023,50
4.0,5:20,2.0,7.0,JAX 9,7.0,20.0,Trevor Lawrence pass complete short right to Evan Engram for 9 yards (tackle by Richie Grant),-0.56,0.04,4.0,2023,50
4.0,4:37,1.0,10.0,JAX 18,7.0,20.0,Travis Etienne right guard for 1 yard (tackle by Grady Jarrett and David Onyemata),0.04,-0.32,4.0,2023,50
4.0,4:34,,,,,,Timeout #1 by Atlanta Falcons,,,4.0,2023,50
4.0,4:34,2.0,9.0,JAX 19,7.0,20.0,"Trevor Lawrence pass incomplete deep left intended for Calvin Ridley. Penalty on AJ Terrell: Defensive Pass Interference, 40 yards (accepted) (no play)",-0.32,2.85,4.0,2023,50
4.0,4:27,1.0,10.0,ATL 41,7.0,20.0,Travis Etienne left tackle for 1 yard (tackle by Calais Campbell and Bud Dupree),2.85,2.44,4.0,2023,50
4.0,4:23,,,,,,Timeout #2 by Atlanta Falcons,,,4.0,2023,50
4.0,4:23,2.0,9.0,ATL 40,7.0,20.0,Travis Etienne right end for 6 yards (tackle by Mike Hughes and Richie Grant),2.44,2.54,4.0,2023,50
4.0,3:41,3.0,3.0,ATL 34,7.0,20.0,Trevor Lawrence right end for 7 yards (tackle by Mike Hughes),2.54,3.78,4.0,2023,50
4.0,3:38,,,,,,Timeout #3 by Atlanta Falcons,,,4.0,2023,50
4.0,3:38,1.0,10.0,ATL 27,7.0,20.0,Travis Etienne up the middle for 2 yards (tackle by David Onyemata and Bud Dupree),3.78,3.5,4.0,2023,50
4.0,2:52,2.0,8.0,ATL 25,7.0,20.0,Travis Etienne right guard for 3 yards (tackle by Jessie Bates),3.5,3.2,4.0,2023,50
4.0,2:09,,,,,,Timeout #2 by Jacksonville Jaguars,,,4.0,2023,50
4.0,2:09,3.0,5.0,ATL 22,7.0,20.0,Travis Etienne right guard for 2 yards (tackle by Nathan Landman),3.2,2.22,4.0,2023,50
4.0,2:00,4.0,3.0,ATL 20,7.0,23.0,Brandon McManus 38 yard field goal good,2.22,3.0,4.0,2023,50
4.0,1:56,,,JAX 35,7.0,23.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,50
4.0,1:56,1.0,10.0,ATL 25,7.0,23.0,Desmond Ridder pass complete short right to Jonnu Smith for 14 yards (tackle by Rayshawn Jenkins),0.61,1.53,4.0,2023,50
4.0,1:50,1.0,10.0,ATL 39,7.0,23.0,Desmond Ridder pass complete short middle to Jonnu Smith for 14 yards (tackle by Foyesade Oluokun),1.53,2.46,4.0,2023,50
4.0,1:33,1.0,10.0,JAX 47,7.0,23.0,"Desmond Ridder sacked by Josh Allen for -9 yards. Desmond Ridder fumbles (forced by Josh Allen), recovered by Angelo Blackson at ATL-44 (tackle by Kaleb McGary)",2.46,-2.65,4.0,2023,50
4.0,1:28,1.0,10.0,ATL 44,7.0,23.0,Trevor Lawrence kneels for -2 yards,2.65,1.84,4.0,2023,50
4.0,0:46,2.0,12.0,ATL 46,7.0,23.0,Trevor Lawrence kneels for -1 yards,1.84,1.03,4.0,2023,50
4.0,0:25,3.0,13.0,ATL 47,7.0,23.0,Trevor Lawrence kneels for -1 yards,1.03,0.07,4.0,2023,50
