Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA,week,year,game_id
1.0,5:04,3.0,8.0,ARI 36,0.0,7.0,Joshua Dobbs pass complete short right to Zach Ertz for no gain (tackle by Dre Greenlaw),0.23,-0.98,4.0,2023,61
1.0,4:27,4.0,8.0,ARI 36,0.0,7.0,"Nolan Cooney punts 48 yards, returned by Ray-Ray McCloud for 9 yards (tackle by Zach Pascal and Zeke Turner)",-0.98,-0.61,4.0,2023,61
1.0,4:23,1.0,10.0,SFO 25,0.0,7.0,Christian McCaffrey right tackle for 5 yards (tackle by K'Von Wallace),0.61,0.74,4.0,2023,61
1.0,3:48,2.0,5.0,SFO 30,0.0,7.0,Christian McCaffrey up the middle for 12 yards (tackle by Kei'Trel Clark),0.74,1.73,4.0,2023,61
1.0,3:08,1.0,10.0,SFO 42,0.0,7.0,Brock Purdy pass complete short right to Jordan Mason for 13 yards (tackle by Jalen Thompson),1.73,2.59,4.0,2023,61
1.0,2:27,1.0,10.0,ARI 45,0.0,7.0,Jordan Mason up the middle for 4 yards (tackle by Zaven Collins and Kevin Strong),2.59,2.58,4.0,2023,61
1.0,1:51,2.0,6.0,ARI 41,0.0,7.0,Christian McCaffrey right end for 2 yards (tackle by Dennis Gardeck),2.58,2.15,4.0,2023,61
1.0,1:08,3.0,4.0,ARI 39,0.0,7.0,Christian McCaffrey right guard for no gain (tackle by Zeke Turner),2.15,0.66,4.0,2023,61
1.0,0:30,4.0,4.0,ARI 39,0.0,7.0,Brock Purdy pass complete short right to George Kittle for 9 yards (tackle by K'Von Wallace and Dennis Gardeck),0.66,3.58,4.0,2023,61
2.0,15:00,1.0,10.0,ARI 30,0.0,7.0,Brock Purdy pass complete short left to Christian McCaffrey for 12 yards (tackle by Kyzir White and Zeke Turner),3.58,4.37,4.0,2023,61
2.0,14:21,1.0,10.0,ARI 18,0.0,13.0,"Christian McCaffrey right end for 18 yards, touchdown",4.37,7.0,4.0,2023,61
2.0,14:14,,,ARI 15,0.0,14.0,Jake Moody kicks extra point good,0.0,0.0,4.0,2023,61
2.0,14:14,,,SFO 35,0.0,14.0,"Jake Moody kicks off 50 yards, out of bounds",0.0,1.6,4.0,2023,61
2.0,14:14,1.0,10.0,ARI 40,0.0,14.0,James Conner right end for 6 yards (tackle by Fred Warner and Oren Burks),1.6,1.86,4.0,2023,61
2.0,13:35,2.0,4.0,ARI 46,0.0,14.0,James Conner right guard for no gain (tackle by Fred Warner),1.86,1.16,4.0,2023,61
2.0,12:55,3.0,4.0,ARI 46,0.0,14.0,"Joshua Dobbs pass incomplete intended for Marquise Brown. Penalty on Charvarius Ward: Defensive Pass Interference, 6 yards (accepted) (no play)",1.16,2.39,4.0,2023,61
2.0,12:50,1.0,10.0,SFO 48,0.0,14.0,James Conner left tackle for no gain (tackle by Javon Hargrave),2.39,1.85,4.0,2023,61
2.0,12:12,2.0,10.0,SFO 48,0.0,14.0,"Joshua Dobbs pass incomplete intended for Marquise Brown. Penalty on Paris Johnson: Offensive Holding, 10 yards (accepted) (no play)",1.85,0.5,4.0,2023,61
2.0,12:12,2.0,20.0,ARI 42,0.0,14.0,Joshua Dobbs pass incomplete short middle intended for Marquise Brown,0.5,-0.16,4.0,2023,61
2.0,12:09,3.0,20.0,ARI 42,0.0,14.0,Joshua Dobbs pass complete short middle to Emari Demercado for 13 yards (tackle by Talanoa Hufanga),-0.16,0.27,4.0,2023,61
2.0,11:18,4.0,7.0,SFO 45,0.0,14.0,"Joshua Dobbs scrambles for 6 yards (tackle by Dre Greenlaw) Replay Assistant challenged the first down ruling, and the original play was overturned. Joshua Dobbs scrambles left end for 8 yards (tackle by Dre Greenlaw)",0.27,3.12,4.0,2023,61
2.0,11:03,1.0,10.0,SFO 37,0.0,14.0,Joshua Dobbs pass incomplete deep left intended for Marquise Brown,3.12,2.57,4.0,2023,61
2.0,10:58,2.0,10.0,SFO 37,0.0,14.0,James Conner up the middle for 3 yards (tackle by Javon Kinlaw),2.57,2.28,4.0,2023,61
2.0,9:58,3.0,7.0,SFO 34,0.0,14.0,Joshua Dobbs pass complete short left to Zach Pascal for 9 yards (tackle by Deommodore Lenoir),2.28,3.91,4.0,2023,61
2.0,9:39,1.0,10.0,SFO 25,0.0,14.0,Joshua Dobbs pass complete short left to Zach Pascal for 5 yards (tackle by Deommodore Lenoir and Dre Greenlaw),3.91,4.04,4.0,2023,61
2.0,9:10,2.0,5.0,SFO 20,0.0,14.0,James Conner up the middle for no gain (tackle by Talanoa Hufanga and Drake Jackson),4.04,3.34,4.0,2023,61
2.0,8:22,3.0,5.0,SFO 20,0.0,14.0,Joshua Dobbs pass incomplete short left intended for Zach Ertz,3.34,2.17,4.0,2023,61
2.0,8:17,4.0,5.0,SFO 20,3.0,14.0,Matt Prater 38 yard field goal good,2.17,3.0,4.0,2023,61
2.0,8:14,,,ARI 35,3.0,14.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,61
2.0,8:14,1.0,10.0,SFO 25,3.0,14.0,Brock Purdy pass complete short left to Brandon Aiyuk for 11 yards (tackle by Marco Wilson),0.61,1.33,4.0,2023,61
2.0,7:44,1.0,10.0,SFO 36,3.0,14.0,Brock Purdy pass complete deep middle to Brandon Aiyuk for 42 yards (tackle by Marco Wilson),1.33,4.11,4.0,2023,61
2.0,6:56,1.0,10.0,ARI 22,3.0,14.0,Brock Purdy pass complete short left to Ray-Ray McCloud for 14 yards (tackle by Kei'Trel Clark),4.11,5.37,4.0,2023,61
2.0,6:13,1.0,8.0,ARI 8,3.0,14.0,Christian McCaffrey right tackle for 2 yards (tackle by Roy Lopez),5.37,4.95,4.0,2023,61
2.0,5:29,2.0,6.0,ARI 6,3.0,20.0,"Brock Purdy pass complete short middle to Christian McCaffrey for 6 yards, touchdown",4.95,7.0,4.0,2023,61
2.0,5:22,,,ARI 15,3.0,21.0,Jake Moody kicks extra point good,0.0,0.0,4.0,2023,61
2.0,5:22,,,SFO 35,3.0,21.0,"Jake Moody kicks off 65 yards, touchback.. Penalty on Kris Boyd: Unnecessary Roughness / Offense, 12 yards (accepted)",0.0,-0.32,4.0,2023,61
2.0,5:22,1.0,10.0,ARI 13,3.0,21.0,James Conner left tackle for 8 yards (tackle by Ambry Thomas and Tashaun Gipson),-0.32,0.35,4.0,2023,61
2.0,4:51,2.0,2.0,ARI 21,3.0,21.0,"Penalty on Elijah Wilkinson: False Start, 5 yards (accepted) (no play)",0.35,-0.44,4.0,2023,61
2.0,4:35,2.0,7.0,ARI 16,3.0,21.0,Joshua Dobbs scrambles up the middle for 5 yards (tackle by Fred Warner),-0.44,-0.47,4.0,2023,61
2.0,3:51,3.0,2.0,ARI 21,3.0,21.0,Joshua Dobbs pass incomplete short middle intended for Rondale Moore,-0.47,-1.96,4.0,2023,61
2.0,3:46,4.0,2.0,ARI 21,3.0,21.0,Zeke Turner left end for 2 yards (tackle by Brayden Willis and Ji'Ayir Brown),-1.96,0.48,4.0,2023,61
2.0,2:52,1.0,10.0,ARI 23,3.0,21.0,James Conner right tackle for 9 yards (tackle by Fred Warner and Tashaun Gipson),0.48,1.15,4.0,2023,61
2.0,2:16,2.0,1.0,ARI 32,3.0,21.0,Joshua Dobbs scrambles right end for 5 yards (tackle by Kevin Givens),1.15,1.4,4.0,2023,61
2.0,2:00,1.0,10.0,ARI 37,3.0,21.0,Joshua Dobbs pass incomplete short right intended for James Conner,1.4,0.86,4.0,2023,61
2.0,1:56,2.0,10.0,ARI 37,3.0,21.0,James Conner right end for 7 yards (tackle by Javon Hargrave and Dre Greenlaw),0.86,1.09,4.0,2023,61
2.0,1:15,3.0,3.0,ARI 44,3.0,21.0,Joshua Dobbs pass complete short left to Marquise Brown for 6 yards (tackle by Deommodore Lenoir),1.09,2.26,4.0,2023,61
2.0,0:53,1.0,10.0,ARI 50,3.0,21.0,Joshua Dobbs pass complete short left to Emari Demercado for 1 yard (tackle by Dre Greenlaw),2.26,1.85,4.0,2023,61
2.0,0:42,,,,,,Timeout #1 by Arizona Cardinals,,,4.0,2023,61
2.0,0:42,2.0,9.0,SFO 49,3.0,21.0,Joshua Dobbs pass incomplete deep left intended for Marquise Brown,1.85,1.16,4.0,2023,61
2.0,0:37,3.0,9.0,SFO 49,3.0,21.0,Joshua Dobbs pass complete deep left to Michael Wilson for 33 yards (tackle by Ambry Thomas),1.16,4.51,4.0,2023,61
2.0,0:28,,,,,,Timeout #2 by Arizona Cardinals,,,4.0,2023,61
2.0,0:28,1.0,10.0,SFO 16,9.0,21.0,"Joshua Dobbs pass complete deep left to Michael Wilson for 16 yards, touchdown. Penalty on Nick Bosa: Defensive Offside, 5 yards (declined)",4.51,7.0,4.0,2023,61
2.0,0:23,,,,,,Timeout #1 by San Francisco 49ers,,,4.0,2023,61
2.0,0:23,,,SFO 15,10.0,21.0,Matt Prater kicks extra point good,0.0,0.0,4.0,2023,61
2.0,0:23,,,ARI 35,10.0,21.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,61
2.0,0:23,1.0,10.0,SFO 25,10.0,21.0,Brock Purdy kneels for -1 yards,0.61,-0.07,4.0,2023,61
3.0,15:00,,,ARI 35,10.0,21.0,"Matt Prater kicks off 70 yards, returned by Ray-Ray McCloud for 18 yards (tackle by Kris Boyd)",0.0,-0.32,4.0,2023,61
3.0,14:56,1.0,10.0,SFO 13,10.0,21.0,Brock Purdy pass complete short left to Willie Snead for 9 yards (tackle by Zaven Collins),-0.32,0.49,4.0,2023,61
3.0,14:17,2.0,1.0,SFO 22,10.0,21.0,Christian McCaffrey left guard for 10 yards (tackle by Dante Stills),0.49,1.07,4.0,2023,61
3.0,13:40,1.0,10.0,SFO 32,10.0,21.0,Brock Purdy pass complete deep right to Brandon Aiyuk for 25 yards (tackle by K'Von Wallace),1.07,2.72,4.0,2023,61
3.0,12:58,1.0,10.0,ARI 43,10.0,21.0,Brock Purdy pass complete short right to Christian McCaffrey for 11 yards (tackle by Kyzir White),2.72,3.45,4.0,2023,61
3.0,12:16,1.0,10.0,ARI 32,10.0,21.0,Deebo Samuel left tackle for -2 yards (tackle by Kei'Trel Clark),3.45,2.63,4.0,2023,61
3.0,11:40,2.0,12.0,ARI 34,10.0,21.0,Brock Purdy sacked by Dennis Gardeck for -12 yards,2.63,0.37,4.0,2023,61
3.0,10:52,,,,,,Timeout #1 by San Francisco 49ers,,,4.0,2023,61
3.0,10:52,3.0,24.0,ARI 46,10.0,21.0,Brock Purdy pass incomplete short left intended for Christian McCaffrey,0.37,0.2,4.0,2023,61
3.0,10:48,4.0,24.0,ARI 46,10.0,21.0,Mitch Wishnowsky punts 45 yards downed by Oren Burks,0.2,0.38,4.0,2023,61
3.0,10:37,1.0,10.0,ARI 1,10.0,21.0,Joshua Dobbs up the middle for 2 yards (tackle by Fred Warner),-0.38,-0.63,4.0,2023,61
3.0,10:04,2.0,8.0,ARI 3,10.0,21.0,Joshua Dobbs pass complete short left to Marquise Brown for 7 yards,-0.63,-0.37,4.0,2023,61
3.0,9:29,3.0,1.0,ARI 10,10.0,21.0,Joshua Dobbs up the middle for 2 yards (tackle by Fred Warner),-0.37,-0.35,4.0,2023,61
3.0,8:50,1.0,10.0,ARI 12,10.0,21.0,James Conner left end for 11 yards (tackle by Dre Greenlaw),-0.35,0.48,4.0,2023,61
3.0,8:12,1.0,10.0,ARI 23,10.0,21.0,Joshua Dobbs scrambles left end for 3 yards (tackle by Clelin Ferrell),0.48,0.34,4.0,2023,61
3.0,7:34,2.0,7.0,ARI 26,10.0,21.0,James Conner right tackle for 6 yards (tackle by Fred Warner and Arik Armstead),0.34,0.43,4.0,2023,61
3.0,6:53,3.0,1.0,ARI 32,10.0,21.0,"Joshua Dobbs for 1 yard. Penalty on Arik Armstead: Defensive Offside, 5 yards (accepted) (no play)",0.43,1.4,4.0,2023,61
3.0,6:33,1.0,10.0,ARI 37,10.0,21.0,Joshua Dobbs pass complete deep right to Marquise Brown for 41 yards (tackle by Tashaun Gipson),1.4,4.11,4.0,2023,61
3.0,5:58,1.0,10.0,SFO 22,10.0,21.0,Emari Demercado left tackle for 3 yards (tackle by Deommodore Lenoir),4.11,3.97,4.0,2023,61
3.0,5:23,2.0,7.0,SFO 19,10.0,21.0,Joshua Dobbs pass complete short right to Trey McBride for 5 yards (tackle by Fred Warner),3.97,4.15,4.0,2023,61
3.0,5:06,3.0,2.0,SFO 14,10.0,21.0,Joshua Dobbs right end for 6 yards (tackle by Arik Armstead and Tashaun Gipson),4.15,5.37,4.0,2023,61
3.0,4:17,1.0,8.0,SFO 8,16.0,21.0,"Joshua Dobbs pass complete short middle to Michael Wilson for 8 yards, touchdown",5.37,7.0,4.0,2023,61
3.0,4:12,,,SFO 2,16.0,21.0,"Two Point Attempt: James Conner rushes, conversion fails.",1.0,-1.0,4.0,2023,61
3.0,4:12,,,ARI 35,16.0,21.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,61
3.0,4:12,1.0,10.0,SFO 25,16.0,21.0,Brock Purdy pass complete deep right to Brandon Aiyuk for 34 yards (tackle by Jalen Thompson),0.61,2.85,4.0,2023,61
3.0,3:33,1.0,10.0,ARI 41,16.0,21.0,Brock Purdy pass complete short left to Ronnie Bell for 7 yards (tackle by Kyzir White),2.85,3.25,4.0,2023,61
3.0,2:48,2.0,3.0,ARI 34,16.0,21.0,Christian McCaffrey up the middle for 10 yards (tackle by Zeke Turner),3.25,3.97,4.0,2023,61
3.0,2:04,1.0,10.0,ARI 24,16.0,21.0,Christian McCaffrey right tackle for -2 yards (tackle by Cameron Thomas),3.97,3.16,4.0,2023,61
3.0,1:25,2.0,12.0,ARI 26,16.0,21.0,Brock Purdy pass complete short left to Christian McCaffrey for 13 yards (tackle by Kyzir White),3.16,4.71,4.0,2023,61
3.0,0:40,1.0,10.0,ARI 13,16.0,21.0,Brock Purdy pass complete short left to Kyle Juszczyk for 4 yards (tackle by K'Von Wallace),4.71,4.77,4.0,2023,61
4.0,15:00,2.0,6.0,ARI 9,16.0,21.0,Brock Purdy pass complete short left to Christian McCaffrey for 7 yards (tackle by Zeke Turner),4.77,6.74,4.0,2023,61
4.0,14:25,1.0,2.0,ARI 2,16.0,27.0,"Christian McCaffrey left guard for 2 yards, touchdown",6.74,7.0,4.0,2023,61
4.0,14:22,,,ARI 15,16.0,28.0,Jake Moody kicks extra point good,0.0,0.0,4.0,2023,61
4.0,14:22,,,SFO 35,16.0,28.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,61
4.0,14:22,1.0,10.0,ARI 25,16.0,28.0,"Joshua Dobbs right end for 2 yards (tackle by Talanoa Hufanga). Penalty on Trey McBride: Offensive Holding, 10 yards (accepted)",0.61,-0.15,4.0,2023,61
4.0,14:01,1.0,18.0,ARI 17,16.0,28.0,Joshua Dobbs pass complete short right to Zach Ertz for 12 yards (tackle by Charvarius Ward),-0.15,0.6,4.0,2023,61
4.0,13:25,2.0,6.0,ARI 29,16.0,28.0,Joshua Dobbs pass incomplete short right intended for Geoff Swaim,0.6,-0.1,4.0,2023,61
4.0,13:22,3.0,6.0,ARI 29,16.0,28.0,Joshua Dobbs pass complete short left to Michael Wilson for 7 yards (tackle by Isaiah Oliver),-0.1,1.33,4.0,2023,61
4.0,12:50,1.0,10.0,ARI 36,16.0,28.0,Joshua Dobbs pass complete short middle to Marquise Brown for 14 yards (tackle by Charvarius Ward and Tashaun Gipson),1.33,2.26,4.0,2023,61
4.0,12:10,1.0,10.0,ARI 50,16.0,28.0,Joshua Dobbs pass complete short left to Michael Wilson for 3 yards (tackle by Oren Burks),2.26,2.12,4.0,2023,61
4.0,11:28,2.0,7.0,SFO 47,16.0,28.0,Joshua Dobbs scrambles right end for 12 yards (tackle by Talanoa Hufanga),2.12,3.25,4.0,2023,61
4.0,10:51,1.0,10.0,SFO 35,16.0,28.0,Joshua Dobbs right end for no gain (tackle by Dre Greenlaw),3.25,2.7,4.0,2023,61
4.0,10:05,2.0,10.0,SFO 35,16.0,28.0,Joshua Dobbs pass incomplete deep right intended for Zach Ertz,2.7,2.01,4.0,2023,61
4.0,9:59,3.0,10.0,SFO 35,16.0,28.0,Joshua Dobbs sacked by Javon Hargrave for -8 yards,2.01,0.4,4.0,2023,61
4.0,9:23,4.0,18.0,SFO 43,16.0,28.0,Nolan Cooney punts 20 yards downed by Dennis Gardeck,0.4,-0.48,4.0,2023,61
4.0,9:13,1.0,10.0,SFO 23,16.0,28.0,Christian McCaffrey up the middle for 6 yards (tackle by Zaven Collins and Kyzir White),0.48,0.74,4.0,2023,61
4.0,8:31,2.0,4.0,SFO 29,16.0,28.0,Christian McCaffrey left end for 16 yards (tackle by Jalen Thompson),0.74,1.93,4.0,2023,61
4.0,7:48,1.0,10.0,SFO 45,16.0,28.0,Christian McCaffrey for 6 yards (tackle by K'Von Wallace and Dennis Gardeck),1.93,2.19,4.0,2023,61
4.0,7:06,2.0,4.0,ARI 49,16.0,28.0,Deebo Samuel right end for 5 yards (tackle by Kei'Trel Clark),2.19,2.65,4.0,2023,61
4.0,6:22,1.0,10.0,ARI 44,16.0,28.0,Jordan Mason up the middle for 3 yards (tackle by Leki Fotu),2.65,2.52,4.0,2023,61
4.0,6:14,,,,,,Timeout #1 by Arizona Cardinals,,,4.0,2023,61
4.0,6:14,2.0,7.0,ARI 41,16.0,28.0,Jordan Mason up the middle for 3 yards (tackle by Roy Lopez and Kyzir White),2.52,2.21,4.0,2023,61
4.0,6:08,,,,,,Timeout #2 by Arizona Cardinals,,,4.0,2023,61
4.0,6:08,3.0,4.0,ARI 38,16.0,28.0,Brock Purdy pass complete deep right to Brandon Aiyuk for 20 yards (tackle by Marco Wilson),2.21,4.37,4.0,2023,61
4.0,5:25,1.0,10.0,ARI 18,16.0,28.0,Christian McCaffrey right tackle for no gain (tackle by Leki Fotu),4.37,3.8,4.0,2023,61
4.0,5:19,,,,,,Timeout #3 by Arizona Cardinals,,,4.0,2023,61
4.0,5:19,2.0,10.0,ARI 18,16.0,28.0,Christian McCaffrey left end for 3 yards (tackle by Zaven Collins),3.8,3.46,4.0,2023,61
4.0,4:34,3.0,7.0,ARI 15,16.0,28.0,Brock Purdy pass complete short left to Ray-Ray McCloud for 8 yards (tackle by K'Von Wallace),3.46,5.6,4.0,2023,61
4.0,3:51,1.0,7.0,ARI 7,16.0,28.0,Kyle Juszczyk up the middle for 3 yards (tackle by Eric Banks and Kyzir White),5.6,5.34,4.0,2023,61
4.0,3:34,2.0,4.0,ARI 4,16.0,28.0,Christian McCaffrey right tackle for 2 yards (tackle by Roy Lopez and Dante Stills),5.34,4.95,4.0,2023,61
4.0,2:23,3.0,2.0,ARI 2,16.0,28.0,"Brock Purdy pass incomplete. Penalty on Marco Wilson: Defensive Holding, 1 yard (accepted) (no play)",4.95,6.97,4.0,2023,61
4.0,2:19,1.0,1.0,ARI 1,16.0,28.0,Kyle Juszczyk up the middle for no gain (tackle by Kevin Strong),6.97,5.91,4.0,2023,61
4.0,2:00,2.0,1.0,ARI 1,16.0,34.0,"Brock Purdy up the middle for 1 yard, touchdown",5.91,7.0,4.0,2023,61
4.0,1:59,,,ARI 15,16.0,34.0,"Penalty on Matt Pryor: False Start, 5 yards (accepted) (no play)",0.0,0.0,4.0,2023,61
4.0,1:59,,,ARI 20,16.0,35.0,Jake Moody kicks extra point good,0.0,0.0,4.0,2023,61
4.0,1:59,,,SFO 35,16.0,35.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,61
4.0,1:59,1.0,10.0,ARI 25,16.0,35.0,Joshua Dobbs pass complete short left to Marquise Brown for 11 yards (tackle by Ambry Thomas),0.61,1.33,4.0,2023,61
4.0,1:55,1.0,10.0,ARI 36,16.0,35.0,Joshua Dobbs pass complete short left to Zach Ertz for 7 yards (tackle by Dee Winters),1.33,1.74,4.0,2023,61
4.0,1:51,2.0,3.0,ARI 43,16.0,35.0,Joshua Dobbs pass complete short middle to Emari Demercado for 7 yards (tackle by Isaiah Oliver),1.74,2.26,4.0,2023,61
4.0,1:36,1.0,10.0,ARI 50,16.0,35.0,Joshua Dobbs pass incomplete short middle intended for Emari Demercado,2.26,1.71,4.0,2023,61
4.0,1:29,2.0,10.0,ARI 50,16.0,35.0,Joshua Dobbs pass complete short right to Michael Wilson for 5 yards (tackle by Isaiah Oliver),1.71,1.69,4.0,2023,61
4.0,1:09,3.0,5.0,SFO 45,16.0,35.0,Joshua Dobbs pass complete short middle to Zach Ertz for 15 yards (tackle by George Odum),1.69,3.58,4.0,2023,61
4.0,0:48,1.0,10.0,SFO 30,16.0,35.0,Joshua Dobbs pass complete short right to Zach Ertz for 11 yards (tackle by Kendall Sheffield),3.58,4.31,4.0,2023,61
4.0,0:43,1.0,10.0,SFO 19,16.0,35.0,Joshua Dobbs pass complete short right to Zach Ertz for 8 yards (tackle by Kendall Sheffield),4.31,5.14,4.0,2023,61
4.0,0:25,2.0,2.0,SFO 11,16.0,35.0,Joshua Dobbs pass complete short right to Zach Pascal for -4 yards (tackle by Kendall Sheffield),5.14,3.58,4.0,2023,61
4.0,0:16,3.0,6.0,SFO 15,16.0,35.0,Joshua Dobbs pass incomplete short middle intended for Zach Ertz,3.58,2.47,4.0,2023,61
4.0,0:12,4.0,6.0,SFO 15,16.0,35.0,Joshua Dobbs pass incomplete short right intended for Zach Pascal,2.47,0.22,4.0,2023,61
4.0,0:07,1.0,10.0,SFO 15,16.0,35.0,Sam Darnold kneels for -1 yards,-0.22,-0.82,4.0,2023,61
