Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA,week,year,game_id
1.0,10:21,3.0,7.0,BAL 20,0.0,7.0,Josh Allen pass incomplete short middle intended for Isaiah McKenzie (defended by Brandon Stephens),3.2,2.12,4.0,2022,52
1.0,10:18,4.0,7.0,BAL 20,3.0,7.0,Tyler Bass 38 yard field goal good,2.12,3.0,4.0,2022,52
1.0,10:14,,,BUF 35,3.0,7.0,"Tyler Bass kicks off 58 yards, returned by Devin Duvernay for 12 yards (tackle by Tyrel Dodson)",0.0,0.15,4.0,2022,52
1.0,10:09,1.0,10.0,BAL 19,3.0,7.0,Lamar Jackson scrambles right end for 4 yards (tackle by Taron Johnson),0.15,0.21,4.0,2022,52
1.0,9:26,2.0,6.0,BAL 23,3.0,7.0,J.K. Dobbins right guard for 9 yards (tackle by Dane Jackson),0.21,1.07,4.0,2022,52
1.0,8:43,1.0,10.0,BAL 32,3.0,7.0,Lamar Jackson pass complete short middle to Devin Duvernay for 12 yards (tackle by Damar Hamlin),1.07,1.86,4.0,2022,52
1.0,8:04,1.0,10.0,BAL 44,3.0,7.0,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,1.86,1.32,4.0,2022,52
1.0,7:58,2.0,10.0,BAL 44,3.0,7.0,Justice Hill right guard for 1 yard (tackle by Von Miller),1.32,0.76,4.0,2022,52
1.0,7:15,3.0,9.0,BAL 45,3.0,7.0,Lamar Jackson scrambles up the middle for 10 yards (tackle by Damar Hamlin),0.76,2.59,4.0,2022,52
1.0,6:31,1.0,10.0,BUF 45,3.0,7.0,J.K. Dobbins left guard for 2 yards (tackle by Brandin Bryant and Prince Emili),2.59,2.31,4.0,2022,52
1.0,5:50,2.0,8.0,BUF 43,3.0,7.0,Lamar Jackson pass complete short left to Demarcus Robinson for 3 yards (tackle by Matt Milano),2.31,2.01,4.0,2022,52
1.0,5:10,3.0,5.0,BUF 40,3.0,7.0,Lamar Jackson pass complete short middle to Rashod Bateman for 13 yards (tackle by Damar Hamlin),2.01,3.78,4.0,2022,52
1.0,4:29,1.0,10.0,BUF 27,3.0,7.0,Lamar Jackson left end for 9 yards (tackle by Tremaine Edmunds),3.78,4.53,4.0,2022,52
1.0,3:56,2.0,1.0,BUF 18,3.0,7.0,J.K. Dobbins right tackle for 2 yards (tackle by Matt Milano),4.53,4.51,4.0,2022,52
1.0,3:13,1.0,10.0,BUF 16,3.0,7.0,Lamar Jackson pass complete short middle to Mark Andrews for 6 yards (tackle by Dane Jackson),4.51,4.97,4.0,2022,52
1.0,2:32,2.0,4.0,BUF 10,3.0,7.0,J.K. Dobbins right guard for 3 yards (tackle by Taron Johnson and Tremaine Edmunds),4.97,4.85,4.0,2022,52
1.0,1:47,3.0,1.0,BUF 7,3.0,7.0,Patrick Ricard up the middle for 3 yards (tackle by Damar Hamlin),4.85,6.28,4.0,2022,52
1.0,1:10,1.0,4.0,BUF 4,3.0,13.0,"J.K. Dobbins left guard for 4 yards, touchdown",6.28,7.0,4.0,2022,52
1.0,1:06,,,BUF 15,3.0,14.0,Justin Tucker kicks extra point good,0.0,0.0,4.0,2022,52
1.0,1:06,,,BAL 35,3.0,14.0,"Justin Tucker kicks off 47 yards, returned by Isaiah McKenzie for 4 yards (tackle by Brandon Stephens)",0.0,0.41,4.0,2022,52
1.0,1:04,1.0,10.0,BUF 22,3.0,14.0,Josh Allen pass incomplete short left intended for Devin Singletary,0.41,-0.13,4.0,2022,52
1.0,1:01,2.0,10.0,BUF 22,3.0,14.0,Josh Allen pass complete short middle to Dawson Knox for 10 yards (tackle by Odafe Oweh),-0.13,1.07,4.0,2022,52
1.0,0:28,1.0,10.0,BUF 32,3.0,14.0,"Devin Singletary up the middle for 4 yards. Devin Singletary fumbles (forced by Odafe Oweh), recovered by Marcus Williams at BUF-36",1.07,-3.18,4.0,2022,52
1.0,0:20,1.0,10.0,BUF 36,3.0,14.0,Lamar Jackson pass complete short middle to J.K. Dobbins for 20 yards (tackle by Gregory Rousseau),3.18,4.51,4.0,2022,52
2.0,15:00,1.0,10.0,BUF 16,3.0,14.0,Lamar Jackson pass incomplete deep right intended for Mark Andrews,4.51,3.9,4.0,2022,52
2.0,14:54,2.0,10.0,BUF 16,3.0,14.0,Justice Hill left tackle for 4 yards (tackle by Jordan Poyer),3.9,3.73,4.0,2022,52
2.0,14:08,3.0,6.0,BUF 12,3.0,14.0,"Lamar Jackson pass complete short middle to Mark Andrews for no gain (tackle by Damar Hamlin). Penalty on Mark Andrews: Offensive Pass Interference, 10 yards (accepted) (no play)",3.73,2.48,4.0,2022,52
2.0,13:41,3.0,16.0,BUF 22,3.0,14.0,Lamar Jackson sacked by Von Miller for -2 yards,2.48,1.87,4.0,2022,52
2.0,12:57,4.0,18.0,BUF 24,3.0,17.0,Justin Tucker 42 yard field goal good,1.87,3.0,4.0,2022,52
2.0,12:54,,,BAL 35,3.0,17.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,52
2.0,12:54,1.0,10.0,BUF 25,3.0,17.0,Zack Moss right guard for 5 yards (tackle by Josh Bynes),0.61,0.74,4.0,2022,52
2.0,12:29,2.0,5.0,BUF 30,3.0,17.0,Josh Allen pass complete short middle to Isaiah McKenzie for 4 yards (tackle by Brandon Stephens),0.74,0.56,4.0,2022,52
2.0,12:02,3.0,1.0,BUF 34,3.0,17.0,Zack Moss left guard for no gain (tackle by Justin Madubuike and Marcus Peters),0.56,-1.11,4.0,2022,52
2.0,11:26,4.0,1.0,BUF 34,3.0,17.0,Sam Martin punts 37 yards out of bounds,-1.11,-0.87,4.0,2022,52
2.0,11:19,1.0,10.0,BAL 29,3.0,17.0,Lamar Jackson pass complete short middle to Patrick Ricard for 4 yards (tackle by Prince Emili and Matt Milano),0.87,0.87,4.0,2022,52
2.0,10:42,2.0,6.0,BAL 33,3.0,17.0,J.K. Dobbins right guard for 16 yards (tackle by Jordan Poyer and Kaiir Elam),0.87,2.19,4.0,2022,52
2.0,10:01,1.0,10.0,BAL 49,3.0,17.0,J.K. Dobbins left tackle for 1 yard (tackle by Gregory Rousseau and Prince Emili),2.19,1.78,4.0,2022,52
2.0,9:19,2.0,9.0,BAL 50,3.0,17.0,"Lamar Jackson scrambles right end for no gain (tackle by Damar Hamlin). Penalty on Tyler Linderbaum: Offensive Holding, 10 yards (accepted) (no play)",1.78,0.43,4.0,2022,52
2.0,8:54,2.0,19.0,BAL 40,3.0,17.0,Lamar Jackson pass complete deep left to Devin Duvernay for 21 yards (tackle by Damar Hamlin),0.43,2.98,4.0,2022,52
2.0,8:10,1.0,10.0,BUF 39,3.0,17.0,J.K. Dobbins left tackle for 1 yard (tackle by Boogie Basham and Matt Milano),2.98,2.58,4.0,2022,52
2.0,7:27,2.0,9.0,BUF 38,3.0,17.0,Lamar Jackson pass complete short middle to Patrick Ricard for 7 yards (tackle by Brandin Bryant),2.58,2.81,4.0,2022,52
2.0,6:42,3.0,2.0,BUF 31,3.0,17.0,Lamar Jackson pass complete short right to Justice Hill for 2 yards (tackle by Taron Johnson and Tremaine Edmunds),2.81,3.64,4.0,2022,52
2.0,6:07,1.0,10.0,BUF 29,3.0,17.0,Justice Hill right tackle for no gain (tackle by Tim Settle and DaQuan Jones),3.64,3.1,4.0,2022,52
2.0,5:27,2.0,10.0,BUF 29,3.0,17.0,Lamar Jackson sacked by and Gregory Rousseau for -8 yards and DaQuan Jones for -8 yards,3.1,1.36,4.0,2022,52
2.0,4:45,3.0,18.0,BUF 37,3.0,17.0,Lamar Jackson pass complete short middle to Devin Duvernay for 9 yards (tackle by Matt Milano),1.36,1.59,4.0,2022,52
2.0,3:59,4.0,9.0,BUF 28,3.0,17.0,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",1.59,1.15,4.0,2022,52
2.0,3:44,4.0,14.0,BUF 33,3.0,20.0,Justin Tucker 51 yard field goal good,1.15,3.0,4.0,2022,52
2.0,3:39,,,BAL 35,3.0,20.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,52
2.0,3:39,1.0,10.0,BUF 25,3.0,20.0,Josh Allen pass complete short middle to Jamison Crowder for 7 yards (tackle by Brandon Stephens),0.61,1.01,4.0,2022,52
2.0,3:06,2.0,3.0,BUF 32,3.0,20.0,Josh Allen pass incomplete intended for James Cook,1.01,0.3,4.0,2022,52
2.0,3:02,3.0,3.0,BUF 32,3.0,20.0,Josh Allen pass incomplete short middle intended for Jamison Crowder (defended by Josh Bynes),0.3,-1.24,4.0,2022,52
2.0,2:58,4.0,3.0,BUF 32,3.0,20.0,"Sam Martin punts 43 yards, fair catch by Devin Duvernay at BAL-25",-1.24,-0.61,4.0,2022,52
2.0,2:51,1.0,10.0,BAL 25,3.0,20.0,"Lamar Jackson pass complete short right to Mark Andrews for no gain (tackle by Matt Milano). Penalty on Daniel Faalele: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.61,0.28,4.0,2022,52
2.0,2:33,1.0,15.0,BAL 20,3.0,20.0,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,0.28,-0.61,4.0,2022,52
2.0,2:28,2.0,15.0,BAL 20,3.0,20.0,Lamar Jackson pass complete short middle to Justice Hill for 10 yards (tackle by Tim Settle and Tremaine Edmunds),-0.61,0.04,4.0,2022,52
2.0,2:00,3.0,5.0,BAL 30,3.0,20.0,Lamar Jackson pass incomplete short middle intended for Demarcus Robinson (defended by Jordan Poyer),0.04,-1.37,4.0,2022,52
2.0,1:57,4.0,5.0,BAL 30,3.0,20.0,Jordan Stout punts 46 yards downed by Kevon Seymour,-1.37,-0.54,4.0,2022,52
2.0,1:47,1.0,10.0,BUF 24,3.0,20.0,"Josh Allen pass complete short right to Gabriel Davis for 13 yards (tackle by Marcus Peters). Penalty on Brandon Stephens: Defensive Holding, 5 yards (declined)",0.54,1.4,4.0,2022,52
2.0,1:41,1.0,10.0,BUF 37,3.0,20.0,Josh Allen pass complete short left to Isaiah McKenzie for 5 yards,1.4,1.53,4.0,2022,52
2.0,1:37,2.0,5.0,BUF 42,3.0,20.0,"Josh Allen pass complete deep middle to Stefon Diggs for 17 yards (tackle by Marlon Humphrey). Penalty on Marlon Humphrey: Defensive Holding, 5 yards (declined)",1.53,2.85,4.0,2022,52
2.0,1:30,1.0,10.0,BAL 41,3.0,20.0,Josh Allen scrambles up the middle for 9 yards (tackle by Patrick Queen),2.85,3.52,4.0,2022,52
2.0,1:05,2.0,1.0,BAL 32,3.0,20.0,Josh Allen pass incomplete short middle intended for Isaiah McKenzie (defended by Justin Madubuike),3.52,2.81,4.0,2022,52
2.0,1:01,3.0,1.0,BAL 32,3.0,20.0,Devin Singletary left tackle for 4 yards (tackle by Chuck Clark and Patrick Queen),2.81,3.71,4.0,2022,52
2.0,0:37,1.0,10.0,BAL 28,3.0,20.0,Josh Allen pass incomplete deep right,3.71,3.17,4.0,2022,52
2.0,0:29,2.0,10.0,BAL 28,3.0,20.0,Josh Allen pass complete short middle to Devin Singletary for 14 yards (tackle by Patrick Queen),3.17,4.65,4.0,2022,52
2.0,0:21,,,,,,Timeout #1 by Buffalo Bills,,,4.0,2022,52
2.0,0:21,1.0,10.0,BAL 14,3.0,20.0,Josh Allen pass incomplete short middle intended for Stefon Diggs,4.65,4.0,4.0,2022,52
2.0,0:18,2.0,10.0,BAL 14,3.0,20.0,Josh Allen pass complete short left to Dawson Knox for 10 yards (tackle by Geno Stone),4.0,6.28,4.0,2022,52
2.0,0:13,1.0,4.0,BAL 4,9.0,20.0,"Josh Allen pass complete short right to Isaiah McKenzie for 4 yards, touchdown",6.28,7.0,4.0,2022,52
2.0,0:09,,,BAL 15,10.0,20.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2022,52
2.0,0:09,,,BUF 35,10.0,20.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,52
2.0,0:09,1.0,10.0,BAL 25,10.0,20.0,Lamar Jackson kneels for -1 yards,0.61,-0.07,4.0,2022,52
3.0,15:00,,,BUF 35,10.0,20.0,"Tyler Bass kicks off 58 yards, returned by Devin Duvernay for 28 yards (tackle by Baylon Spector)",0.0,1.27,4.0,2022,52
3.0,14:52,1.0,10.0,BAL 35,10.0,20.0,"Penalty on Tyler Linderbaum: False Start, 5 yards (accepted) (no play)",1.27,0.94,4.0,2022,52
3.0,14:52,1.0,15.0,BAL 30,10.0,20.0,Lamar Jackson pass complete short middle to Rashod Bateman for no gain (tackle by Dane Jackson),0.94,0.05,4.0,2022,52
3.0,14:10,2.0,15.0,BAL 30,10.0,20.0,Lamar Jackson pass incomplete short right intended for Mark Andrews,0.05,-0.63,4.0,2022,52
3.0,14:05,3.0,15.0,BAL 30,10.0,20.0,Lamar Jackson pass incomplete,-0.63,-1.37,4.0,2022,52
3.0,14:00,4.0,15.0,BAL 30,10.0,20.0,"Jordan Stout punts 49 yards, returned by Jamison Crowder for 7 yards (tackle by Del'Shawn Phillips and Malik Harrison)",-1.37,-0.81,4.0,2022,52
3.0,13:49,1.0,10.0,BUF 28,10.0,20.0,Josh Allen scrambles up the middle for 20 yards (tackle by Marcus Williams),0.81,2.13,4.0,2022,52
3.0,13:04,1.0,10.0,BUF 48,10.0,20.0,Devin Singletary left end for 18 yards (tackle by Calais Campbell),2.13,3.31,4.0,2022,52
3.0,12:34,1.0,10.0,BAL 34,10.0,20.0,Devin Singletary left guard for 9 yards (tackle by Chuck Clark),3.31,3.99,4.0,2022,52
3.0,12:01,2.0,1.0,BAL 25,10.0,20.0,Devin Singletary right guard for -4 yards (tackle by Justin Madubuike),3.99,2.74,4.0,2022,52
3.0,11:19,3.0,5.0,BAL 29,10.0,20.0,"Josh Allen aborted snap, recovered by Josh Allen at BAL-33 Josh Allen for 4 yards (tackle by Jason Pierre-Paul)",2.74,1.95,4.0,2022,52
3.0,10:40,4.0,1.0,BAL 25,10.0,20.0,Josh Allen scrambles left end for 4 yards (tackle by Josh Bynes),1.95,4.17,4.0,2022,52
3.0,9:59,1.0,10.0,BAL 21,10.0,20.0,Josh Allen pass incomplete short left intended for Gabriel Davis,4.17,3.63,4.0,2022,52
3.0,9:54,2.0,10.0,BAL 21,10.0,20.0,Josh Allen pass incomplete deep right intended for Dawson Knox,3.63,2.94,4.0,2022,52
3.0,9:49,3.0,10.0,BAL 21,10.0,20.0,Josh Allen pass incomplete short middle intended for Quintin Morris (defended by Justin Madubuike),2.94,2.06,4.0,2022,52
3.0,9:45,4.0,10.0,BAL 21,13.0,20.0,Tyler Bass 39 yard field goal good,2.06,3.0,4.0,2022,52
3.0,9:42,,,BUF 35,13.0,20.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,52
3.0,9:42,1.0,10.0,BAL 25,13.0,20.0,Justice Hill left guard for 4 yards (tackle by Matt Milano),0.61,0.6,4.0,2022,52
3.0,9:07,2.0,6.0,BAL 29,13.0,20.0,Lamar Jackson right guard for 12 yards (tackle by Jordan Poyer),0.6,1.66,4.0,2022,52
3.0,8:30,1.0,10.0,BAL 41,13.0,20.0,J.K. Dobbins left end for -2 yards (tackle by Matt Milano),1.66,0.85,4.0,2022,52
3.0,7:46,2.0,12.0,BAL 39,13.0,20.0,Lamar Jackson pass complete short middle to Rashod Bateman for 4 yards (tackle by Matt Milano),0.85,0.7,4.0,2022,52
3.0,7:03,3.0,8.0,BAL 43,13.0,20.0,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,0.7,-0.52,4.0,2022,52
3.0,7:00,4.0,8.0,BAL 43,13.0,20.0,"Jordan Stout punts 57 yards, touchback.",-0.52,-0.28,4.0,2022,52
3.0,6:53,1.0,10.0,BUF 20,13.0,20.0,Josh Allen pass complete deep right to Stefon Diggs for 23 yards,0.28,1.8,4.0,2022,52
3.0,6:19,1.0,10.0,BUF 43,13.0,20.0,Josh Allen pass complete short right to Devin Singletary for 14 yards (tackle by Marcus Williams),1.8,2.72,4.0,2022,52
3.0,5:42,1.0,10.0,BAL 43,13.0,20.0,Devin Singletary up the middle for 3 yards (tackle by Travis Jones),2.72,2.58,4.0,2022,52
3.0,5:11,2.0,7.0,BAL 40,13.0,20.0,Josh Allen pass incomplete short left intended for Gabriel Davis,2.58,1.88,4.0,2022,52
3.0,5:04,3.0,7.0,BAL 40,13.0,20.0,Josh Allen pass complete short middle to Isaiah McKenzie for 8 yards (tackle by Brandon Stephens),1.88,3.45,4.0,2022,52
3.0,4:43,1.0,10.0,BAL 32,13.0,20.0,Josh Allen pass incomplete short right,3.45,2.9,4.0,2022,52
3.0,4:39,2.0,10.0,BAL 32,13.0,20.0,Josh Allen pass complete short middle to Khalil Shakir for 14 yards (tackle by Jason Pierre-Paul),2.9,4.37,4.0,2022,52
3.0,4:11,1.0,10.0,BAL 18,13.0,20.0,Josh Allen right guard for 7 yards (tackle by Calais Campbell and Brandon Copeland),4.37,5.01,4.0,2022,52
3.0,3:32,2.0,3.0,BAL 11,19.0,20.0,"Josh Allen left end for 11 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",5.01,7.0,4.0,2022,52
3.0,3:26,,,BAL 15,20.0,20.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2022,52
3.0,3:26,,,BUF 35,20.0,20.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,52
3.0,3:26,1.0,10.0,BAL 25,20.0,20.0,Lamar Jackson pass complete short left to Patrick Ricard for 6 yards (tackle by Taron Johnson),0.61,0.87,4.0,2022,52
3.0,2:49,2.0,4.0,BAL 31,20.0,20.0,J.K. Dobbins right end for -2 yards (tackle by Tremaine Edmunds),0.87,-0.1,4.0,2022,52
3.0,2:06,3.0,6.0,BAL 29,20.0,20.0,"Lamar Jackson scrambles left end for 5 yards (tackle by Kaiir Elam) BAL challenged the first down ruling, and the play was upheld.",-0.1,-1.11,4.0,2022,52
3.0,1:34,4.0,1.0,BAL 34,20.0,20.0,Lamar Jackson up the middle for 2 yards (tackle by Gregory Rousseau),-1.11,1.33,4.0,2022,52
3.0,0:54,1.0,10.0,BAL 36,20.0,20.0,Lamar Jackson pass complete short left to J.K. Dobbins for 5 yards (tackle by Tremaine Edmunds),1.33,1.47,4.0,2022,52
3.0,0:11,2.0,5.0,BAL 41,20.0,20.0,J.K. Dobbins left end for 7 yards (tackle by Matt Milano),1.47,2.13,4.0,2022,52
4.0,15:00,1.0,10.0,BAL 48,20.0,20.0,Lamar Jackson pass (defended by Prince Emili) intended for Mark Andrews is intercepted by Jordan Poyer at 50 and returned for no gain (tackle by Lamar Jackson),2.13,-2.26,4.0,2022,52
4.0,14:54,1.0,10.0,BAL 50,20.0,20.0,Zack Moss right guard for 1 yard (tackle by Odafe Oweh),2.26,1.85,4.0,2022,52
4.0,14:23,2.0,9.0,BAL 49,20.0,20.0,Josh Allen pass incomplete deep right intended for Stefon Diggs,1.85,1.16,4.0,2022,52
4.0,14:17,3.0,9.0,BAL 49,20.0,20.0,Josh Allen sacked by Odafe Oweh for -12 yards,1.16,-0.78,4.0,2022,52
4.0,13:45,4.0,21.0,BUF 39,20.0,20.0,Sam Martin punts 56 yards out of bounds,-0.78,0.38,4.0,2022,52
4.0,13:38,1.0,10.0,BAL 5,20.0,20.0,Justice Hill left end for 10 yards (tackle by Jordan Poyer),-0.38,-0.22,4.0,2022,52
4.0,13:02,1.0,10.0,BAL 15,20.0,20.0,Justice Hill up the middle for 12 yards (tackle by Kaiir Elam),-0.22,0.74,4.0,2022,52
4.0,12:20,1.0,10.0,BAL 27,20.0,20.0,"Lamar Jackson pass incomplete short left intended for Demarcus Robinson. Penalty on Taron Johnson: Defensive Holding, 5 yards (accepted) (no play)",0.74,1.07,4.0,2022,52
4.0,12:15,1.0,10.0,BAL 32,20.0,20.0,"Lamar Jackson left end for no gain (tackle by Tremaine Edmunds). Penalty on Kevin Zeitler: Offensive Holding, 10 yards (accepted) (no play)",1.07,0.41,4.0,2022,52
4.0,11:52,1.0,20.0,BAL 22,20.0,20.0,Lamar Jackson pass complete short middle to Demarcus Robinson for 7 yards (tackle by Damar Hamlin),0.41,0.12,4.0,2022,52
4.0,11:13,2.0,13.0,BAL 29,20.0,20.0,Lamar Jackson scrambles left end for 5 yards (tackle by Matt Milano),0.12,0.1,4.0,2022,52
4.0,10:29,3.0,8.0,BAL 34,20.0,20.0,Lamar Jackson pass complete short middle to Mark Andrews for 9 yards (tackle by Jordan Poyer and Kaiir Elam),0.1,1.8,4.0,2022,52
4.0,9:44,1.0,10.0,BAL 43,20.0,20.0,Justice Hill left tackle for no gain (tackle by Shaq Lawson),1.8,1.25,4.0,2022,52
4.0,9:10,2.0,10.0,BAL 43,20.0,20.0,"Lamar Jackson pass incomplete deep right intended for Mark Andrews. Penalty on Taron Johnson: Defensive Pass Interference, 17 yards (accepted) (no play)",1.25,2.92,4.0,2022,52
4.0,9:05,1.0,10.0,BUF 40,20.0,20.0,Justice Hill left end for 14 yards (tackle by Jordan Poyer),2.92,3.84,4.0,2022,52
4.0,8:29,1.0,10.0,BUF 26,20.0,20.0,"Penalty on Tyler Linderbaum: False Start, 5 yards (accepted) (no play)",3.84,3.51,4.0,2022,52
4.0,8:28,1.0,15.0,BUF 31,20.0,20.0,Lamar Jackson scrambles left end for 7 yards (tackle by Matt Milano),3.51,3.57,4.0,2022,52
4.0,7:44,2.0,8.0,BUF 24,20.0,20.0,Lamar Jackson pass complete short middle to J.K. Dobbins for -4 yards (tackle by Tremaine Edmunds),3.57,2.35,4.0,2022,52
4.0,7:04,3.0,12.0,BUF 28,20.0,20.0,Lamar Jackson scrambles up the middle for 18 yards (tackle by Matt Milano),2.35,4.91,4.0,2022,52
4.0,6:25,1.0,10.0,BUF 10,20.0,20.0,Lamar Jackson pass complete short middle to Devin Duvernay for 9 yards (tackle by Tremaine Edmunds),4.91,5.91,4.0,2022,52
4.0,5:40,2.0,1.0,BUF 1,20.0,20.0,J.K. Dobbins right end for -3 yards (tackle by Matt Milano),5.91,4.49,4.0,2022,52
4.0,4:59,3.0,4.0,BUF 4,20.0,20.0,Lamar Jackson scrambles up the middle for 2 yards (tackle by Damar Hamlin),4.49,3.25,4.0,2022,52
4.0,4:15,4.0,2.0,BUF 2,20.0,20.0,Lamar Jackson pass short right intended for Devin Duvernay is intercepted by Jordan Poyer in end zone and returned for no gain,3.25,-0.28,4.0,2022,52
4.0,4:09,1.0,10.0,BUF 20,20.0,20.0,Josh Allen pass complete short middle to Stefon Diggs for 4 yards (tackle by Patrick Queen),0.28,0.27,4.0,2022,52
4.0,3:35,2.0,6.0,BUF 24,20.0,20.0,Devin Singletary for 4 yards (tackle by Broderick Washington and Jason Pierre-Paul),0.27,0.1,4.0,2022,52
4.0,2:59,3.0,2.0,BUF 28,20.0,20.0,Josh Allen pass complete deep right to Dawson Knox for 20 yards (tackle by Marcus Williams),0.1,2.13,4.0,2022,52
4.0,2:52,1.0,10.0,BUF 48,20.0,20.0,Josh Allen scrambles right end for 7 yards (tackle by Odafe Oweh and Justin Madubuike),2.13,2.53,4.0,2022,52
4.0,2:09,2.0,3.0,BAL 45,20.0,20.0,Josh Allen pass complete short left to Khalil Shakir for 9 yards,2.53,3.18,4.0,2022,52
4.0,2:04,1.0,10.0,BAL 36,20.0,20.0,"Penalty on Dion Dawkins: False Start, 5 yards (accepted) (no play)",3.18,2.85,4.0,2022,52
4.0,2:05,1.0,15.0,BAL 41,20.0,20.0,"Josh Allen pass incomplete intended for Devin Singletary. Penalty on Brandon Stephens: Roughing the Passer, 15 yards (accepted) (no play)",2.85,3.84,4.0,2022,52
4.0,2:03,1.0,10.0,BAL 26,20.0,20.0,Devin Singletary left guard for -1 yards (tackle by Patrick Queen),3.84,3.16,4.0,2022,52
4.0,2:00,2.0,11.0,BAL 27,20.0,20.0,Josh Allen pass complete to Devin Singletary for 16 yards (tackle by Jason Pierre-Paul),3.16,4.84,4.0,2022,52
4.0,1:50,,,,,,Timeout #2 by Baltimore Ravens,,,4.0,2022,52
4.0,1:50,1.0,10.0,BAL 11,20.0,20.0,Devin Singletary left guard for 8 yards (tackle by Odafe Oweh),4.84,5.66,4.0,2022,52
4.0,1:43,,,,,,Timeout #3 by Baltimore Ravens,,,4.0,2022,52
4.0,1:43,2.0,2.0,BAL 3,20.0,20.0,Josh Allen left guard for 2 yards (tackle by Calais Campbell and Chuck Clark),5.66,6.97,4.0,2022,52
4.0,1:17,1.0,1.0,BAL 1,20.0,20.0,Josh Allen kneels for -1 yards,6.97,5.72,4.0,2022,52
4.0,0:39,2.0,2.0,BAL 2,20.0,20.0,Josh Allen kneels for -1 yards,5.72,4.72,4.0,2022,52
4.0,0:03,,,,,,Timeout #1 by Buffalo Bills,,,4.0,2022,52
4.0,0:03,3.0,3.0,BAL 3,23.0,20.0,Tyler Bass 21 yard field goal good,4.72,3.0,4.0,2022,52
