Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA,week,year,game_id
1.0,9:16,1.0,10.0,ATL 35,0.0,0.0,Cordarrelle Patterson right end for 13 yards (tackle by Jacob Phillips),1.27,2.13,4.0,2022,51
1.0,8:33,1.0,10.0,ATL 48,0.0,0.0,Marcus Mariota pass complete short middle to Drake London for 10 yards (tackle by Jacob Phillips),2.13,2.79,4.0,2022,51
1.0,7:48,1.0,10.0,CLE 42,0.0,0.0,Tyler Allgeier left end for 2 yards (tackle by Isaac Rochell),2.79,2.51,4.0,2022,51
1.0,7:11,2.0,8.0,CLE 40,0.0,0.0,Marcus Mariota pass incomplete deep left intended for Damiere Byrd,2.51,1.82,4.0,2022,51
1.0,7:06,3.0,8.0,CLE 40,0.0,0.0,Marcus Mariota pass complete short middle to Olamide Zaccheaus for 13 yards (tackle by Greg Newsome),1.82,3.78,4.0,2022,51
1.0,6:27,1.0,10.0,CLE 27,0.0,0.0,Marcus Mariota pass incomplete deep middle intended for Kyle Pitts,3.78,3.23,4.0,2022,51
1.0,6:21,2.0,10.0,CLE 27,0.0,0.0,Cordarrelle Patterson right end for -2 yards (tackle by Jeremiah Owusu-Koramoah),3.23,2.28,4.0,2022,51
1.0,5:46,3.0,12.0,CLE 29,0.0,0.0,Marcus Mariota pass complete to Tyler Allgeier for 20 yards (tackle by Jeremiah Owusu-Koramoah),2.28,5.14,4.0,2022,51
1.0,5:01,1.0,9.0,CLE 9,0.0,0.0,Marcus Mariota left end for -2 yards (tackle by Denzel Ward),5.14,4.02,4.0,2022,51
1.0,4:25,2.0,11.0,CLE 11,0.0,0.0,Cordarrelle Patterson left end for -1 yards (tackle by Perrion Winfrey),4.02,3.1,4.0,2022,51
1.0,3:44,3.0,12.0,CLE 12,0.0,0.0,Marcus Mariota pass incomplete short right intended for Drake London (defended by Grant Delpit),3.1,2.63,4.0,2022,51
1.0,3:40,4.0,12.0,CLE 12,0.0,3.0,Younghoe Koo 30 yard field goal good,2.63,3.0,4.0,2022,51
1.0,3:36,,,ATL 35,0.0,3.0,"Bradley Pinion kicks off 65 yards, returned by Jerome Ford for 16 yards (tackle by Avery Williams and DeAngelo Malone). Penalty on Richard LeCounte: Offensive Holding, 8 yards (accepted)",0.0,-0.38,4.0,2022,51
1.0,3:28,1.0,10.0,CLE 8,0.0,3.0,Nick Chubb right tackle for 4 yards (tackle by Richie Grant and Timmy Horne),-0.38,-0.49,4.0,2022,51
1.0,3:06,2.0,6.0,CLE 12,0.0,3.0,"Jacoby Brissett pass complete short left to David Njoku for 11 yards. David Njoku fumbles (forced by Jaylinn Hawkins), recovered by Rashaan Evans at CLE-24 and returned for -7 yards (tackle by Jedrick Wills). Penalty on Jedrick Wills: Offensive Holding, 10 yards (declined)",-0.49,-3.25,4.0,2022,51
1.0,2:52,1.0,10.0,CLE 35,0.0,3.0,Cordarrelle Patterson right end for -4 yards (tackle by John Johnson),3.25,2.43,4.0,2022,51
1.0,2:11,2.0,14.0,CLE 35,0.0,3.0,Marcus Mariota pass complete deep left to Parker Hesse for 22 yards (tackle by Martin Emerson),2.43,4.71,4.0,2022,51
1.0,1:29,1.0,10.0,CLE 13,0.0,9.0,"Cordarrelle Patterson left end for 13 yards, touchdown",4.71,7.0,4.0,2022,51
1.0,1:20,,,CLE 15,0.0,10.0,Younghoe Koo kicks extra point good,0.0,0.0,4.0,2022,51
1.0,1:20,,,ATL 35,0.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
1.0,1:20,1.0,10.0,CLE 25,0.0,10.0,Jacoby Brissett pass complete short left to Donovan Peoples-Jones for 5 yards (tackle by Lorenzo Carter),0.61,0.74,4.0,2022,51
1.0,0:39,2.0,5.0,CLE 30,0.0,10.0,Nick Chubb right tackle for 8 yards (tackle by Adetokunbo Ogundeji and Lorenzo Carter),0.74,1.47,4.0,2022,51
2.0,15:00,1.0,10.0,CLE 38,0.0,10.0,Kareem Hunt right end for 5 yards (tackle by Richie Grant),1.47,1.6,4.0,2022,51
2.0,14:24,2.0,5.0,CLE 43,0.0,10.0,Jacoby Brissett pass complete short right to Amari Cooper for 9 yards (tackle by Lorenzo Carter),1.6,2.39,4.0,2022,51
2.0,13:51,1.0,10.0,ATL 48,0.0,10.0,Kareem Hunt left tackle for 1 yard (tackle by Ta'Quon Graham),2.39,1.98,4.0,2022,51
2.0,13:18,2.0,9.0,ATL 47,0.0,10.0,Jacoby Brissett pass incomplete short left intended for Harrison Bryant,1.98,1.29,4.0,2022,51
2.0,13:15,3.0,9.0,ATL 47,0.0,10.0,Jacoby Brissett pass complete short left to Kareem Hunt for 8 yards (tackle by AJ Terrell and Lorenzo Carter),1.29,0.66,4.0,2022,51
2.0,12:36,4.0,1.0,ATL 39,0.0,10.0,Jacoby Brissett left guard for 2 yards (tackle by Ta'Quon Graham and Rashaan Evans),0.66,3.12,4.0,2022,51
2.0,11:54,1.0,10.0,ATL 37,0.0,10.0,Jacoby Brissett pass complete short right to David Njoku for 8 yards (tackle by Mykal Walker),3.12,3.65,4.0,2022,51
2.0,11:10,2.0,2.0,ATL 29,0.0,10.0,Nick Chubb left tackle for 10 yards (tackle by Mykal Walker and Jaylinn Hawkins),3.65,4.31,4.0,2022,51
2.0,10:29,1.0,10.0,ATL 19,0.0,10.0,Nick Chubb right end for 5 yards (tackle by Abdullah Anderson),4.31,4.53,4.0,2022,51
2.0,9:49,2.0,5.0,ATL 14,0.0,10.0,Nick Chubb left tackle for 4 yards (tackle by Timmy Horne and Abdullah Anderson),4.53,4.69,4.0,2022,51
2.0,9:07,3.0,1.0,ATL 10,0.0,10.0,Kareem Hunt right guard for 5 yards (tackle by Lorenzo Carter and Casey Hayward),4.69,6.06,4.0,2022,51
2.0,8:28,1.0,5.0,ATL 5,0.0,10.0,Kareem Hunt right tackle for 1 yard (tackle by Ta'Quon Graham),6.06,5.34,4.0,2022,51
2.0,7:49,2.0,4.0,ATL 4,0.0,10.0,Jacoby Brissett pass incomplete short middle intended for Donovan Peoples-Jones,5.34,4.49,4.0,2022,51
2.0,7:42,3.0,4.0,ATL 4,6.0,10.0,"Jacoby Brissett scrambles right tackle for 4 yards, touchdown",4.49,7.0,4.0,2022,51
2.0,7:35,,,ATL 15,7.0,10.0,Cade York kicks extra point good,0.0,0.0,4.0,2022,51
2.0,7:35,,,CLE 35,7.0,10.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
2.0,7:35,1.0,10.0,ATL 25,7.0,10.0,Tyler Allgeier right tackle for 6 yards (tackle by Alex Wright and Sione Takitaki),0.61,0.87,4.0,2022,51
2.0,6:59,2.0,4.0,ATL 31,7.0,10.0,Marcus Mariota pass incomplete deep left intended for Drake London (defended by Denzel Ward),0.87,0.17,4.0,2022,51
2.0,6:46,3.0,4.0,ATL 31,7.0,10.0,Marcus Mariota pass incomplete short left intended for Kyle Pitts (defended by Grant Delpit),0.17,-1.31,4.0,2022,51
2.0,6:41,4.0,4.0,ATL 31,7.0,10.0,"Bradley Pinion punts 50 yards, returned by Donovan Peoples-Jones for 1 yard (tackle by Mike Ford)",-1.31,-0.28,4.0,2022,51
2.0,6:31,1.0,10.0,CLE 20,7.0,10.0,Nick Chubb right end for 2 yards (tackle by Anthony Rush),0.28,0.0,4.0,2022,51
2.0,5:54,2.0,8.0,CLE 22,7.0,10.0,Jacoby Brissett pass complete short right to Harrison Bryant for 2 yards (tackle by Mykal Walker),0.0,-0.43,4.0,2022,51
2.0,5:10,3.0,6.0,CLE 24,7.0,10.0,Jacoby Brissett pass complete short middle to Harrison Bryant for 5 yards (tackle by Mykal Walker),-0.43,-1.44,4.0,2022,51
2.0,4:36,4.0,1.0,CLE 29,7.0,10.0,Jacoby Brissett right guard for 3 yards (tackle by Mykal Walker),-1.44,1.07,4.0,2022,51
2.0,3:54,1.0,10.0,CLE 32,7.0,10.0,Nick Chubb right end for 3 yards (tackle by Lorenzo Carter),1.07,0.93,4.0,2022,51
2.0,3:13,2.0,7.0,CLE 35,7.0,10.0,Nick Chubb left end for 13 yards (tackle by Mike Ford and Darren Hall),0.93,2.13,4.0,2022,51
2.0,2:35,1.0,10.0,CLE 48,7.0,10.0,David Njoku right end for -6 yards (tackle by DeAngelo Malone),2.13,0.77,4.0,2022,51
2.0,2:00,2.0,16.0,CLE 42,7.0,10.0,Jacoby Brissett pass complete short middle to David Bell for 15 yards (tackle by Rashaan Evans),0.77,2.08,4.0,2022,51
2.0,1:25,3.0,1.0,ATL 43,7.0,10.0,Jacoby Brissett pass complete deep left to Donovan Peoples-Jones for 42 yards (tackle by DeAundre Alford),2.08,6.97,4.0,2022,51
2.0,0:52,,,,,,Timeout #1 by Atlanta Falcons,,,4.0,2022,51
2.0,0:52,1.0,1.0,ATL 1,7.0,10.0,Nick Chubb right guard for no gain (tackle by Ta'Quon Graham),6.97,5.91,4.0,2022,51
2.0,0:27,2.0,1.0,ATL 1,7.0,10.0,"Jacoby Brissett pass incomplete short right intended for David Njoku (defended by Richie Grant). Penalty on Wyatt Teller: Offensive Holding, 10 yards (accepted) (no play)",5.91,4.02,4.0,2022,51
2.0,0:20,2.0,11.0,ATL 11,7.0,10.0,Jacoby Brissett pass incomplete short right intended for Kareem Hunt,4.02,3.12,4.0,2022,51
2.0,0:16,3.0,11.0,ATL 11,7.0,10.0,Jacoby Brissett pass incomplete short left intended for Amari Cooper,3.12,2.7,4.0,2022,51
2.0,0:11,4.0,11.0,ATL 11,10.0,10.0,Cade York 29 yard field goal good,2.7,3.0,4.0,2022,51
2.0,0:07,,,CLE 35,10.0,10.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
2.0,0:07,1.0,10.0,ATL 25,10.0,10.0,Marcus Mariota kneels for -1 yards,0.61,-0.07,4.0,2022,51
3.0,15:00,,,CLE 35,10.0,10.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
3.0,15:00,1.0,10.0,ATL 25,10.0,10.0,Marcus Mariota pass incomplete deep left intended for Kyle Pitts (defended by Jeremiah Owusu-Koramoah),0.61,0.06,4.0,2022,51
3.0,14:54,2.0,10.0,ATL 25,10.0,10.0,Tyler Allgeier right tackle for 4 yards (tackle by Jacob Phillips),0.06,-0.1,4.0,2022,51
3.0,14:12,3.0,6.0,ATL 29,10.0,10.0,Marcus Mariota pass incomplete short left intended for Drake London,-0.1,-1.44,4.0,2022,51
3.0,14:07,4.0,6.0,ATL 29,10.0,10.0,"Bradley Pinion punts 49 yards, fair catch by Donovan Peoples-Jones at CLE-22",-1.44,-0.41,4.0,2022,51
3.0,13:58,1.0,10.0,CLE 22,10.0,10.0,Jacoby Brissett pass incomplete deep right intended for Donovan Peoples-Jones,0.41,-0.13,4.0,2022,51
3.0,13:51,2.0,10.0,CLE 22,10.0,10.0,Nick Chubb left tackle for 7 yards (tackle by Rashaan Evans),-0.13,0.1,4.0,2022,51
3.0,13:13,3.0,3.0,CLE 29,10.0,10.0,Kareem Hunt left tackle for 1 yard (tackle by Anthony Rush),0.1,-1.37,4.0,2022,51
3.0,12:29,4.0,2.0,CLE 30,10.0,10.0,"Penalty on Ronnie Harrison: False Start, 5 yards (accepted) (no play)",-1.37,-1.7,4.0,2022,51
3.0,12:11,4.0,7.0,CLE 25,10.0,10.0,"Corey Bojorquez punts 62 yards, returned by Avery Williams for 18 yards (tackle by D'Ernest Johnson)",-1.7,-1.0,4.0,2022,51
3.0,12:00,1.0,10.0,ATL 31,10.0,10.0,Marcus Mariota pass incomplete short left intended for Drake London,1.0,0.46,4.0,2022,51
3.0,11:55,2.0,10.0,ATL 31,10.0,10.0,"Marcus Mariota pass complete short left to Drake London for 7 yards (tackle by John Johnson). Penalty on Drake London: Face Mask (15 Yards), 15 yards (accepted)",0.46,-0.62,4.0,2022,51
3.0,11:33,2.0,18.0,ATL 23,10.0,10.0,Marcus Mariota pass incomplete deep left intended for KhaDarel Hodge,-0.62,-1.29,4.0,2022,51
3.0,11:26,3.0,18.0,ATL 23,10.0,10.0,Marcus Mariota sacked by Jordan Elliott for -8 yards,-1.29,-2.44,4.0,2022,51
3.0,10:49,4.0,26.0,ATL 15,10.0,10.0,"Bradley Pinion punts 54 yards, returned by Donovan Peoples-Jones for 6 yards (tackle by Erik Harris)",-2.44,-1.4,4.0,2022,51
3.0,10:36,1.0,10.0,CLE 37,10.0,10.0,Nick Chubb left tackle for 2 yards (tackle by Rashaan Evans and Anthony Rush),1.4,1.13,4.0,2022,51
3.0,9:56,2.0,8.0,CLE 39,10.0,10.0,Jacoby Brissett pass incomplete deep left intended for Amari Cooper,1.13,0.43,4.0,2022,51
3.0,9:52,3.0,8.0,CLE 39,10.0,10.0,Jacoby Brissett pass incomplete short right intended for Donovan Peoples-Jones (defended by Casey Hayward),0.43,-0.78,4.0,2022,51
3.0,9:44,4.0,8.0,CLE 39,10.0,10.0,Corey Bojorquez punts 47 yards downed by A.J. Green,-0.78,0.28,4.0,2022,51
3.0,9:32,1.0,10.0,ATL 14,10.0,10.0,Cordarrelle Patterson left tackle for 4 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),-0.28,-0.21,4.0,2022,51
3.0,9:00,2.0,6.0,ATL 18,10.0,10.0,Cordarrelle Patterson right guard for 3 yards (tackle by Sione Takitaki and Jacob Phillips),-0.21,-0.56,4.0,2022,51
3.0,8:23,3.0,3.0,ATL 21,10.0,10.0,Marcus Mariota left tackle for 8 yards (tackle by Ronnie Harrison),-0.56,0.87,4.0,2022,51
3.0,7:45,1.0,10.0,ATL 29,10.0,10.0,Tyler Allgeier up the middle for 3 yards (tackle by Grant Delpit),0.87,0.73,4.0,2022,51
3.0,7:05,2.0,7.0,ATL 32,10.0,10.0,Marcus Mariota pass short middle intended for Drake London is intercepted by Denzel Ward at ATL-43 and returned for no gain (tackle by Drake London),0.73,-2.72,4.0,2022,51
3.0,6:57,1.0,10.0,ATL 43,10.0,10.0,Jacoby Brissett scrambles left end for 2 yards (tackle by Adetokunbo Ogundeji),2.72,2.45,4.0,2022,51
3.0,6:13,2.0,8.0,ATL 41,10.0,10.0,Kareem Hunt right end for 6 yards (tackle by Grady Jarrett),2.45,2.54,4.0,2022,51
3.0,5:25,3.0,2.0,ATL 35,10.0,10.0,Kareem Hunt left tackle for 3 yards (tackle by Ta'Quon Graham),2.54,3.45,4.0,2022,51
3.0,4:43,1.0,10.0,ATL 32,10.0,10.0,Jacoby Brissett pass complete short right to Nick Chubb for no gain (tackle by Troy Andersen and AJ Terrell),3.45,2.9,4.0,2022,51
3.0,4:03,2.0,10.0,ATL 32,10.0,10.0,Jacoby Brissett pass incomplete short left intended for Nick Chubb (defended by Lorenzo Carter),2.9,2.21,4.0,2022,51
3.0,3:59,3.0,10.0,ATL 32,10.0,10.0,Jacoby Brissett pass complete short left to Donovan Peoples-Jones for 5 yards (tackle by DeAundre Alford),2.21,1.72,4.0,2022,51
3.0,3:12,4.0,5.0,ATL 27,13.0,10.0,Cade York 45 yard field goal good,1.72,3.0,4.0,2022,51
3.0,3:06,,,CLE 35,13.0,10.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
3.0,3:06,1.0,10.0,ATL 25,13.0,10.0,Caleb Huntley left end for 6 yards (tackle by John Johnson),0.61,0.87,4.0,2022,51
3.0,2:33,2.0,4.0,ATL 31,13.0,10.0,Caleb Huntley left tackle for 5 yards (tackle by Grant Delpit),0.87,1.33,4.0,2022,51
3.0,1:59,1.0,10.0,ATL 36,13.0,10.0,Caleb Huntley right tackle for 14 yards (tackle by Ronnie Harrison),1.33,2.26,4.0,2022,51
3.0,1:18,1.0,10.0,CLE 50,13.0,10.0,Caleb Huntley right end for 9 yards (tackle by Jordan Elliott and Sione Takitaki),2.26,2.93,4.0,2022,51
3.0,0:39,2.0,1.0,CLE 41,13.0,10.0,Caleb Huntley left tackle for 4 yards (tackle by Jeremiah Owusu-Koramoah),2.93,3.12,4.0,2022,51
4.0,15:00,1.0,10.0,CLE 37,13.0,10.0,Tyler Allgeier left tackle for 7 yards (tackle by Isaac Rochell),3.12,3.52,4.0,2022,51
4.0,14:35,2.0,3.0,CLE 30,13.0,10.0,Tyler Allgeier right end for 14 yards (tackle by Grant Delpit),3.52,4.51,4.0,2022,51
4.0,14:00,1.0,10.0,CLE 16,13.0,10.0,Caleb Huntley right tackle for 6 yards (tackle by Jacob Phillips),4.51,4.97,4.0,2022,51
4.0,13:18,2.0,4.0,CLE 10,13.0,10.0,Caleb Huntley right tackle for 5 yards (tackle by Jordan Elliott),4.97,6.06,4.0,2022,51
4.0,12:56,1.0,5.0,CLE 5,13.0,16.0,"Caleb Huntley left tackle for 5 yards, touchdown",6.06,7.0,4.0,2022,51
4.0,12:51,,,CLE 15,13.0,17.0,Younghoe Koo kicks extra point good,0.0,0.0,4.0,2022,51
4.0,12:51,,,ATL 35,13.0,17.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
4.0,12:51,1.0,10.0,CLE 25,13.0,17.0,Nick Chubb right end for 6 yards (tackle by Richie Grant and Jaylinn Hawkins),0.61,0.87,4.0,2022,51
4.0,12:20,2.0,4.0,CLE 31,13.0,17.0,Jacoby Brissett pass complete short middle to Nick Chubb for 9 yards (tackle by Rashaan Evans),0.87,1.6,4.0,2022,51
4.0,12:01,1.0,10.0,CLE 40,13.0,17.0,Nick Chubb left end for 3 yards (tackle by Abdullah Anderson),1.6,1.46,4.0,2022,51
4.0,11:23,2.0,7.0,CLE 43,13.0,17.0,Jacoby Brissett pass complete short right to David Njoku for 9 yards (tackle by Mykal Walker),1.46,2.39,4.0,2022,51
4.0,10:42,1.0,10.0,ATL 48,13.0,17.0,Kareem Hunt right end for 20 yards (tackle by Darren Hall and Jaylinn Hawkins),2.39,3.71,4.0,2022,51
4.0,9:58,1.0,10.0,ATL 28,19.0,17.0,"Nick Chubb left end for 28 yards, touchdown",3.71,7.0,4.0,2022,51
4.0,9:51,,,ATL 15,20.0,17.0,Cade York kicks extra point good,0.0,0.0,4.0,2022,51
4.0,9:51,,,CLE 35,20.0,17.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
4.0,9:51,1.0,10.0,ATL 25,20.0,17.0,Tyler Allgeier right end for 5 yards (tackle by Jacob Phillips and Isaac Rochell),0.61,0.74,4.0,2022,51
4.0,9:18,2.0,5.0,ATL 30,20.0,17.0,Avery Williams left tackle for 21 yards (tackle by Greg Newsome),0.74,2.32,4.0,2022,51
4.0,8:40,1.0,10.0,CLE 49,20.0,17.0,"Tyler Allgeier right end for 42 yards (tackle by Grant Delpit). Penalty on Tommy Togiai: Defensive Holding, 3 yards (accepted)",2.32,6.28,4.0,2022,51
4.0,8:11,1.0,4.0,CLE 4,20.0,17.0,Caleb Huntley right tackle for 2 yards (tackle by John Johnson),6.28,5.72,4.0,2022,51
4.0,7:35,2.0,2.0,CLE 2,20.0,17.0,"Marcus Mariota aborted snap, recovered by Marcus Mariota at CLE-2 Marcus Mariota pass incomplete short right",5.72,4.95,4.0,2022,51
4.0,7:29,3.0,2.0,CLE 2,20.0,17.0,Marcus Mariota pass incomplete intended for Keith Smith,4.95,3.25,4.0,2022,51
4.0,7:23,4.0,2.0,CLE 2,20.0,20.0,Younghoe Koo 21 yard field goal good,3.25,3.0,4.0,2022,51
4.0,7:19,,,ATL 35,20.0,20.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
4.0,7:19,1.0,10.0,CLE 25,20.0,20.0,Jacoby Brissett pass complete short middle to Harrison Bryant for 3 yards (tackle by Rashaan Evans),0.61,0.47,4.0,2022,51
4.0,6:40,2.0,7.0,CLE 28,20.0,20.0,Nick Chubb right end for 10 yards (tackle by Mykal Walker),0.47,1.47,4.0,2022,51
4.0,6:00,1.0,10.0,CLE 38,20.0,20.0,Nick Chubb right end for 3 yards (tackle by Grady Jarrett),1.47,1.33,4.0,2022,51
4.0,5:25,2.0,7.0,CLE 41,20.0,20.0,Jacoby Brissett pass complete short middle to Kareem Hunt for 11 yards (tackle by Rashaan Evans),1.33,2.39,4.0,2022,51
4.0,4:38,1.0,10.0,ATL 48,20.0,20.0,Jacoby Brissett pass incomplete short left intended for Amari Cooper (defended by Arnold Ebiketie),2.39,1.85,4.0,2022,51
4.0,4:15,2.0,10.0,ATL 48,20.0,20.0,Kareem Hunt left end for 4 yards (tackle by Rashaan Evans and Grady Jarrett),1.85,1.55,4.0,2022,51
4.0,3:50,3.0,7.0,ATL 45,20.0,20.0,Jacoby Brissett pass incomplete short left intended for Harrison Bryant,1.55,0.33,4.0,2022,51
4.0,3:44,4.0,6.0,ATL 44,20.0,20.0,Corey Bojorquez punts 35 yards downed by Ronnie Harrison,0.33,0.38,4.0,2022,51
4.0,3:35,1.0,10.0,ATL 9,20.0,20.0,Caleb Huntley right end for no gain (tackle by Jeremiah Owusu-Koramoah and Alex Wright),-0.38,-0.78,4.0,2022,51
4.0,3:03,2.0,10.0,ATL 9,20.0,20.0,"Marcus Mariota pass complete deep right to Olamide Zaccheaus for 42 yards (tackle by Denzel Ward). Penalty on Denzel Ward: Face Mask (15 Yards), 15 yards (accepted)",-0.78,3.31,4.0,2022,51
4.0,2:50,1.0,10.0,CLE 34,20.0,20.0,Cordarrelle Patterson left end for 6 yards (tackle by Isaac Rochell),3.31,3.58,4.0,2022,51
4.0,2:45,,,,,,Timeout #1 by Cleveland Browns,,,4.0,2022,51
4.0,2:45,2.0,4.0,CLE 28,20.0,20.0,Tyler Allgeier right tackle for 1 yard (tackle by Jeremiah Owusu-Koramoah and Alex Wright),3.58,3.01,4.0,2022,51
4.0,2:39,,,,,,Timeout #2 by Cleveland Browns,,,4.0,2022,51
4.0,2:39,3.0,3.0,CLE 27,20.0,20.0,Tyler Allgeier left end for no gain (tackle by Jacob Phillips),3.01,1.77,4.0,2022,51
4.0,2:33,,,,,,Timeout #3 by Cleveland Browns,,,4.0,2022,51
4.0,2:33,4.0,3.0,CLE 27,20.0,23.0,Younghoe Koo 45 yard field goal good,1.77,3.0,4.0,2022,51
4.0,2:28,,,ATL 35,20.0,23.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,51
4.0,2:28,1.0,10.0,CLE 25,20.0,23.0,Jacoby Brissett pass incomplete short left intended for David Njoku,0.61,0.06,4.0,2022,51
4.0,2:24,2.0,10.0,CLE 25,20.0,23.0,Jacoby Brissett pass complete deep left to David Bell for 20 yards (tackle by DeAundre Alford),0.06,1.93,4.0,2022,51
4.0,2:04,1.0,10.0,CLE 45,20.0,23.0,Jacoby Brissett pass complete short left to Donovan Peoples-Jones for 6 yards (tackle by Mykal Walker),1.93,2.19,4.0,2022,51
4.0,1:57,2.0,4.0,ATL 49,20.0,23.0,Kareem Hunt left guard for 3 yards (tackle by Mykal Walker),2.19,1.88,4.0,2022,51
4.0,1:38,3.0,1.0,ATL 46,20.0,23.0,"Jacoby Brissett right tackle for 5 yards (tackle by Arnold Ebiketie). Penalty on Grady Jarrett: Defensive Offside, 5 yards (declined)",1.88,2.85,4.0,2022,51
4.0,1:36,1.0,10.0,ATL 41,20.0,23.0,Jacoby Brissett pass incomplete short left intended for Donovan Peoples-Jones,2.85,2.31,4.0,2022,51
4.0,1:32,2.0,10.0,ATL 41,20.0,23.0,"Jacoby Brissett pass complete short left to Kareem Hunt for no gain (tackle by Lorenzo Carter). Penalty on Joel Bitonio: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.31,1.63,4.0,2022,51
4.0,1:24,2.0,15.0,ATL 46,20.0,23.0,Jacoby Brissett sacked by Grady Jarrett for -8 yards,1.63,-0.1,4.0,2022,51
4.0,1:02,3.0,23.0,CLE 46,20.0,23.0,Jacoby Brissett pass deep left intended for David Bell is intercepted by DeAundre Alford at ATL-26 and returned for no gain (tackle by David Bell),-0.1,-0.67,4.0,2022,51
4.0,0:55,1.0,10.0,ATL 26,20.0,23.0,Marcus Mariota kneels for -1 yards,0.67,-0.01,4.0,2022,51
4.0,0:18,2.0,11.0,ATL 25,20.0,23.0,Marcus Mariota kneels for -1 yards,-0.01,-0.82,4.0,2022,51
