Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA,week,year,game_id
2.0,12:16,2.0,2.0,IND 34,14.0,3.0,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",3.32,2.58,4.0,2022,54
2.0,11:58,2.0,7.0,IND 40,14.0,3.0,Derrick Henry up the middle for 7 yards (tackle by Isaiah Rodgers and Bobby Okereke),2.58,2.74,4.0,2022,54
2.0,11:17,3.0,1.0,IND 33,14.0,3.0,Treylon Burks right end for 4 yards (tackle by Bobby Okereke),2.74,3.64,4.0,2022,54
2.0,10:35,1.0,10.0,IND 29,14.0,3.0,Derrick Henry up the middle for 3 yards (tackle by Zaire Franklin),3.64,3.51,4.0,2022,54
2.0,9:53,2.0,7.0,IND 26,14.0,3.0,Ryan Tannehill pass incomplete short middle intended for Derrick Henry,3.51,2.81,4.0,2022,54
2.0,9:49,3.0,7.0,IND 26,14.0,3.0,Ryan Tannehill pass incomplete deep left intended for Treylon Burks,2.81,1.74,4.0,2022,54
2.0,9:44,4.0,7.0,IND 26,17.0,3.0,Randy Bullock 44 yard field goal good,1.74,3.0,4.0,2022,54
2.0,9:39,,,TEN 35,17.0,3.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,54
2.0,9:39,1.0,10.0,IND 25,17.0,3.0,Matt Ryan pass short middle intended for Alec Pierce is intercepted by Teair Tart at IND-28 and returned for no gain,0.61,-3.71,4.0,2022,54
2.0,9:34,1.0,10.0,IND 28,17.0,3.0,"Derrick Henry right end for 1 yard (tackle by Tyquan Lewis and Shaquille Leonard). Penalty on Grover Stewart: Defensive Holding, 5 yards (accepted)",3.71,4.11,4.0,2022,54
2.0,9:10,1.0,10.0,IND 22,17.0,3.0,"Derrick Henry up the middle for 18 yards, touchdown. Penalty on Treylon Burks: Offensive Holding, 10 yards (accepted)",4.11,5.69,4.0,2022,54
2.0,9:03,1.0,2.0,IND 14,17.0,3.0,Ryan Tannehill pass complete to Robert Woods for 3 yards (tackle by Zaire Franklin and Kenny Moore),5.69,4.84,4.0,2022,54
2.0,8:23,1.0,10.0,IND 11,17.0,3.0,Derrick Henry right tackle for 3 yards (tackle by Tyquan Lewis),4.84,4.7,4.0,2022,54
2.0,7:46,2.0,7.0,IND 8,23.0,3.0,"Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 8 yards, touchdown",4.7,7.0,4.0,2022,54
2.0,7:40,,,IND 15,24.0,3.0,Randy Bullock kicks extra point good,0.0,0.0,4.0,2022,54
2.0,7:40,,,TEN 35,24.0,3.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,54
2.0,7:40,1.0,10.0,IND 25,24.0,3.0,Jonathan Taylor up the middle for 1 yard (tackle by Teair Tart and Kevin Byard),0.61,0.2,4.0,2022,54
2.0,6:57,2.0,9.0,IND 26,24.0,3.0,Matt Ryan pass complete short right to Michael Pittman for 7 yards (tackle by Kristian Fulton),0.2,0.43,4.0,2022,54
2.0,6:17,3.0,2.0,IND 33,24.0,3.0,"Matt Ryan pass complete short middle to Parris Campbell for 18 yards (tackle by Andrew Adams). Penalty on Roger McCreary: Defensive Holding, 5 yards (declined)",0.43,2.32,4.0,2022,54
2.0,5:58,1.0,10.0,TEN 49,24.0,3.0,Matt Ryan up the middle for -6 yards (tackle by Rashad Weaver),2.32,0.97,4.0,2022,54
2.0,5:17,2.0,16.0,IND 45,24.0,3.0,Matt Ryan pass complete short middle to Michael Pittman for 14 yards (tackle by Andrew Adams),0.97,2.15,4.0,2022,54
2.0,4:38,3.0,2.0,TEN 41,24.0,3.0,Jonathan Taylor right guard for 3 yards (tackle by Kevin Strong),2.15,3.05,4.0,2022,54
2.0,4:03,1.0,10.0,TEN 38,24.0,3.0,Matt Ryan pass complete short right to Jelani Woods for 33 yards (tackle by Andrew Adams),3.05,6.06,4.0,2022,54
2.0,3:17,1.0,5.0,TEN 5,24.0,3.0,"Jonathan Taylor for no gain (tackle by Joe Schobert). Penalty on Matt Pryor: Offensive Holding, 10 yards (accepted) (no play)",6.06,4.37,4.0,2022,54
2.0,2:57,1.0,15.0,TEN 15,24.0,3.0,Matt Ryan pass complete short right to Jonathan Taylor for 1 yard (tackle by David Long),4.37,3.58,4.0,2022,54
2.0,2:20,2.0,14.0,TEN 14,24.0,9.0,"Matt Ryan pass complete short left to Mo Alie-Cox for 14 yards, touchdown. Penalty on Roger McCreary: Illegal Contact, 5 yards (declined)",3.58,7.0,4.0,2022,54
2.0,2:13,,,TEN 15,24.0,10.0,Chase McLaughlin kicks extra point good,0.0,0.0,4.0,2022,54
2.0,2:13,,,IND 35,24.0,10.0,"Chase McLaughlin kicks off 60 yards, returned by Hassan Haskins for 21 yards (tackle by JoJo Domann)",0.0,0.67,4.0,2022,54
2.0,2:08,1.0,10.0,TEN 26,24.0,10.0,Derrick Henry up the middle for 7 yards (tackle by Zaire Franklin and Isaiah Rodgers),0.67,1.07,4.0,2022,54
2.0,2:00,2.0,3.0,TEN 33,24.0,10.0,Derrick Henry left tackle for 1 yard (tackle by Yannick Ngakoue and Zaire Franklin),1.07,0.56,4.0,2022,54
2.0,1:54,,,,,,Timeout #1 by Indianapolis Colts,,,4.0,2022,54
2.0,1:54,3.0,1.0,TEN 34,24.0,10.0,Ryan Tannehill pass complete short left to Robert Woods for 10 yards (tackle by Zaire Franklin),0.56,1.86,4.0,2022,54
2.0,1:26,1.0,10.0,TEN 44,24.0,10.0,Derrick Henry left end for 12 yards (tackle by Kenny Moore),1.86,2.65,4.0,2022,54
2.0,0:53,1.0,10.0,IND 44,24.0,10.0,Ryan Tannehill pass complete short middle to Dontrell Hilliard for 5 yards (tackle by Rodney McLeod and Bobby Okereke),2.65,2.72,4.0,2022,54
2.0,0:46,,,,,,Timeout #2 by Tennessee Titans,,,4.0,2022,54
2.0,0:46,2.0,6.0,IND 39,24.0,10.0,"Ryan Tannehill pass incomplete. Penalty on Zaire Franklin: Defensive Holding, 5 yards (accepted) (no play)",2.72,3.31,4.0,2022,54
2.0,0:40,1.0,10.0,IND 34,24.0,10.0,Ryan Tannehill pass complete short left to Dontrell Hilliard for 3 yards (tackle by Rodney McLeod),3.31,3.18,4.0,2022,54
2.0,0:28,2.0,7.0,IND 31,24.0,10.0,Ryan Tannehill pass complete short left to Treylon Burks for 6 yards (tackle by Stephon Gilmore),3.18,3.27,4.0,2022,54
2.0,0:19,,,,,,Timeout #3 by Tennessee Titans,,,4.0,2022,54
2.0,0:19,3.0,1.0,IND 25,24.0,10.0,Ryan Tannehill sacked by Grover Stewart for no gain,3.27,1.95,4.0,2022,54
3.0,15:00,,,IND 35,24.0,10.0,"Chase McLaughlin kicks off 60 yards, returned by Hassan Haskins for 19 yards (tackle by Ben Banogu and JoJo Domann)",0.0,0.54,4.0,2022,54
3.0,14:55,1.0,10.0,TEN 24,24.0,10.0,Derrick Henry right tackle for 3 yards (tackle by Kwity Paye and Tyquan Lewis),0.54,0.4,4.0,2022,54
3.0,14:16,2.0,7.0,TEN 27,24.0,10.0,Ryan Tannehill sacked by Dayo Odeyingbo for -12 yards,0.4,-2.25,4.0,2022,54
3.0,13:33,3.0,19.0,TEN 15,24.0,10.0,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",-2.25,-3.06,4.0,2022,54
3.0,13:10,3.0,24.0,TEN 10,24.0,10.0,Ryan Tannehill pass complete short right to Dontrell Hilliard for 8 yards (tackle by Rodney McLeod),-3.06,-2.24,4.0,2022,54
3.0,12:40,4.0,16.0,TEN 18,24.0,10.0,"Ryan Stonehouse punts 49 yards, fair catch by Nyheim Hines at IND-33",-2.24,-1.14,4.0,2022,54
3.0,12:35,1.0,10.0,IND 33,24.0,10.0,Jonathan Taylor up the middle for 1 yard (tackle by Jeffery Simmons and Dylan Cole),1.14,0.66,4.0,2022,54
3.0,11:54,2.0,10.0,IND 34,24.0,10.0,Jonathan Taylor right tackle for 6 yards (tackle by Kevin Byard and Andrew Adams),0.66,0.83,4.0,2022,54
3.0,11:17,3.0,3.0,IND 40,24.0,10.0,Matt Ryan pass complete deep left to Alec Pierce for 25 yards (tackle by Terrance Mitchell),0.83,3.25,4.0,2022,54
3.0,10:32,1.0,10.0,TEN 35,24.0,10.0,"Penalty on TEN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",3.25,3.98,4.0,2022,54
3.0,10:10,1.0,5.0,TEN 30,24.0,10.0,Jonathan Taylor left tackle for 11 yards (tackle by Terrance Mitchell and Kevin Byard),3.98,4.31,4.0,2022,54
3.0,9:34,1.0,10.0,TEN 19,24.0,10.0,Jonathan Taylor left guard for 2 yards (tackle by Jeffery Simmons),4.31,4.03,4.0,2022,54
3.0,8:53,2.0,8.0,TEN 17,24.0,10.0,Matt Ryan pass complete short left to Kylen Granson for 9 yards (tackle by Dylan Cole and Kristian Fulton),4.03,5.37,4.0,2022,54
3.0,8:12,1.0,8.0,TEN 8,24.0,10.0,Jonathan Taylor left tackle for 1 yard (tackle by David Long and Joe Schobert),5.37,4.76,4.0,2022,54
3.0,7:31,2.0,7.0,TEN 7,24.0,16.0,"Matt Ryan pass complete short left to Mo Alie-Cox for 7 yards, touchdown",4.76,7.0,4.0,2022,54
3.0,7:26,,,TEN 15,24.0,17.0,Chase McLaughlin kicks extra point good,0.0,0.0,4.0,2022,54
3.0,7:26,,,IND 35,24.0,17.0,"Chase McLaughlin kicks off 68 yards, returned by Hassan Haskins for 28 yards (tackle by Ben Banogu and JoJo Domann)",0.0,0.61,4.0,2022,54
3.0,7:21,1.0,10.0,TEN 25,24.0,17.0,Ryan Tannehill pass complete short left to Derrick Henry for 3 yards (tackle by Rodney McLeod and Bobby Okereke),0.61,0.4,4.0,2022,54
3.0,6:37,2.0,8.0,TEN 28,24.0,17.0,Derrick Henry left end for no gain (tackle by Grover Stewart and Zaire Franklin),0.4,-0.23,4.0,2022,54
3.0,5:51,3.0,7.0,TEN 28,24.0,17.0,"Ryan Tannehill pass incomplete short right intended for Kyle Philips Penalty on TEN: Illegal Shift, 5 yards (declined)",-0.23,-1.5,4.0,2022,54
3.0,5:46,4.0,7.0,TEN 28,24.0,17.0,"Ryan Stonehouse punts 57 yards, returned by Nyheim Hines for 6 yards (tackle by Joseph Jones)",-1.5,-0.34,4.0,2022,54
3.0,5:36,1.0,10.0,IND 21,24.0,17.0,Matt Ryan pass complete deep left to Kylen Granson for 20 yards,0.34,1.66,4.0,2022,54
3.0,5:16,1.0,10.0,IND 41,24.0,17.0,Matt Ryan pass incomplete short left intended for Ashton Dulin,1.66,1.12,4.0,2022,54
3.0,5:14,2.0,10.0,IND 41,24.0,17.0,Matt Ryan pass complete short middle to Nyheim Hines for 6 yards (tackle by Roger McCreary),1.12,1.22,4.0,2022,54
3.0,4:32,3.0,4.0,IND 47,24.0,17.0,Matt Ryan pass complete short left to Ashton Dulin for 8 yards (tackle by Joshua Kalu and David Long),1.22,2.59,4.0,2022,54
3.0,3:54,1.0,10.0,TEN 45,24.0,17.0,Jonathan Taylor up the middle for 3 yards (tackle by Joe Schobert),2.59,2.45,4.0,2022,54
3.0,3:15,2.0,7.0,TEN 42,24.0,17.0,Matt Ryan pass complete short right to Parris Campbell for -2 yards (tackle by Roger McCreary and Kevin Byard),2.45,1.49,4.0,2022,54
3.0,2:37,3.0,9.0,TEN 44,24.0,17.0,Matt Ryan pass complete short right to Ashton Dulin for 10 yards (tackle by Roger McCreary),1.49,3.31,4.0,2022,54
3.0,2:01,1.0,10.0,TEN 34,24.0,17.0,Jonathan Taylor up the middle for -2 yards (tackle by David Long and Joe Schobert),3.31,2.5,4.0,2022,54
3.0,1:22,2.0,12.0,TEN 36,24.0,17.0,"Matt Ryan sacked by Rashad Weaver for -4 yards. Matt Ryan fumbles (forced by Rashad Weaver), recovered by Matt Pryor at TEN-49 and returned for 13 yards",2.5,0.1,4.0,2022,54
3.0,0:30,3.0,25.0,TEN 49,24.0,17.0,Matt Ryan pass complete short right to Mo Alie-Cox for 10 yards (tackle by Kevin Byard),0.1,0.66,4.0,2022,54
4.0,15:00,4.0,15.0,TEN 39,24.0,17.0,Matt Haack punts 19 yards out of bounds,0.66,-0.28,4.0,2022,54
4.0,14:53,1.0,10.0,TEN 20,24.0,17.0,Derrick Henry right end for -3 yards (tackle by Isaiah Rodgers),0.28,-0.79,4.0,2022,54
4.0,14:16,2.0,13.0,TEN 17,24.0,17.0,Ryan Tannehill pass complete short right to Treylon Burks for 8 yards (tackle by Zaire Franklin),-0.79,-0.3,4.0,2022,54
4.0,13:30,3.0,5.0,TEN 25,24.0,17.0,Ryan Tannehill scrambles left end for 3 yards (tackle by Zaire Franklin),-0.3,-1.5,4.0,2022,54
4.0,13:04,4.0,2.0,TEN 28,24.0,17.0,Ryan Stonehouse punts 50 yards downed by Joseph Jones,-1.5,-0.41,4.0,2022,54
4.0,12:56,1.0,10.0,IND 22,24.0,17.0,Matt Ryan pass complete short middle to Mo Alie-Cox for 34 yards (tackle by Kristian Fulton),0.41,2.65,4.0,2022,54
4.0,12:12,1.0,10.0,TEN 44,24.0,17.0,Jonathan Taylor left guard for no gain (tackle by Joe Schobert and Kevin Strong),2.65,2.11,4.0,2022,54
4.0,11:33,2.0,10.0,TEN 44,24.0,17.0,Matt Ryan pass complete short right to Alec Pierce for 6 yards (tackle by Caleb Farley),2.11,2.21,4.0,2022,54
4.0,10:52,3.0,4.0,TEN 38,24.0,17.0,Matt Ryan pass complete short middle to Alec Pierce for 5 yards (tackle by Caleb Farley),2.21,3.38,4.0,2022,54
4.0,10:17,1.0,10.0,TEN 33,24.0,17.0,Matt Ryan scrambles right end for 2 yards (tackle by Roger McCreary),3.38,3.11,4.0,2022,54
4.0,9:36,2.0,8.0,TEN 31,24.0,17.0,Matt Ryan pass complete short left to Parris Campbell for 7 yards (tackle by David Long),3.11,3.34,4.0,2022,54
4.0,8:47,3.0,1.0,TEN 24,24.0,17.0,"Jonathan Taylor right guard for 1 yard. Jonathan Taylor fumbles (forced by Joe Schobert), recovered by Kristian Fulton at TEN-22",3.34,-0.41,4.0,2022,54
4.0,8:40,1.0,10.0,TEN 22,24.0,17.0,"Ryan Tannehill pass incomplete. Penalty on Stephon Gilmore: Defensive Holding, 5 yards (accepted) (no play)",0.41,0.74,4.0,2022,54
4.0,8:32,1.0,10.0,TEN 27,24.0,17.0,Ryan Tannehill pass complete short right to Derrick Henry for 8 yards (tackle by Bobby Okereke),0.74,1.28,4.0,2022,54
4.0,7:48,2.0,2.0,TEN 35,24.0,17.0,Derrick Henry left end for 7 yards (tackle by Bobby Okereke and Kwity Paye),1.28,1.73,4.0,2022,54
4.0,7:03,1.0,10.0,TEN 42,24.0,17.0,Derrick Henry up the middle for 4 yards (tackle by Bobby Okereke),1.73,1.73,4.0,2022,54
4.0,6:24,2.0,6.0,TEN 46,24.0,17.0,Derrick Henry up the middle for -2 yards (tackle by E.J. Speed and Dayo Odeyingbo),1.73,0.76,4.0,2022,54
4.0,5:45,3.0,8.0,TEN 44,24.0,17.0,Ryan Tannehill sacked by Kwity Paye for -9 yards,0.76,-1.04,4.0,2022,54
4.0,4:51,4.0,17.0,TEN 35,24.0,17.0,"Ryan Stonehouse punts 55 yards, returned by Nyheim Hines for 14 yards (tackle by Hassan Haskins). Penalty on Morgan Cox: Offensive Holding, 10 yards (accepted)",-1.04,-1.2,4.0,2022,54
4.0,4:46,1.0,10.0,IND 34,24.0,17.0,Matt Ryan pass incomplete short right intended for Alec Pierce,1.2,0.66,4.0,2022,54
4.0,4:41,2.0,10.0,IND 34,24.0,17.0,Matt Ryan pass complete deep right to Alec Pierce for 44 yards (tackle by Caleb Farley),0.66,4.11,4.0,2022,54
4.0,4:01,1.0,10.0,TEN 22,24.0,17.0,Nyheim Hines right tackle for no gain (tackle by Teair Tart),4.11,3.56,4.0,2022,54
4.0,3:27,2.0,10.0,TEN 22,24.0,17.0,Matt Ryan pass complete short left to Nyheim Hines for -3 yards (tackle by Roger McCreary),3.56,2.48,4.0,2022,54
4.0,2:44,3.0,13.0,TEN 25,24.0,17.0,Matt Ryan sacked by Denico Autry for -8 yards,2.48,1.15,4.0,2022,54
4.0,2:04,4.0,21.0,TEN 33,24.0,17.0,Chase McLaughlin 51 yard field goal no good,1.15,-1.66,4.0,2022,54
4.0,1:58,1.0,10.0,TEN 41,24.0,17.0,Derrick Henry right end for 2 yards (tackle by Zaire Franklin),1.66,1.46,4.0,2022,54
4.0,1:53,,,,,,Timeout #1 by Indianapolis Colts,,,4.0,2022,54
4.0,1:53,2.0,7.0,TEN 43,24.0,17.0,Derrick Henry right end for 4 yards (tackle by Zaire Franklin),1.46,1.22,4.0,2022,54
4.0,1:49,,,,,,Timeout #2 by Indianapolis Colts,,,4.0,2022,54
4.0,1:49,3.0,4.0,TEN 47,24.0,17.0,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 7 yards (tackle by Kenny Moore),1.22,2.52,4.0,2022,54
4.0,1:42,,,,,,Timeout #3 by Indianapolis Colts,,,4.0,2022,54
4.0,1:42,1.0,10.0,IND 46,24.0,17.0,Ryan Tannehill kneels for -1 yards,2.52,1.84,4.0,2022,54
4.0,1:09,2.0,11.0,IND 47,24.0,17.0,Ryan Tannehill kneels for -1 yards,1.84,1.03,4.0,2022,54
4.0,0:38,3.0,12.0,IND 48,24.0,17.0,Ryan Tannehill kneels for -1 yards,1.03,0.0,4.0,2022,54
