Quarter,Time,Down,ToGo,Location,DEN,LVR,Detail,EPB,EPA,week,year,game_id
2.0,3:15,1.0,10.0,DEN 25,10.0,16.0,Javonte Williams left tackle for 9 yards (tackle by Johnathan Abram and Trevon Moehrig),0.61,1.28,4.0,2022,61
2.0,2:32,2.0,1.0,DEN 34,10.0,16.0,Javonte Williams left tackle for 13 yards (tackle by Trevon Moehrig and Divine Deablo),1.28,2.06,4.0,2022,61
2.0,2:00,1.0,10.0,DEN 47,10.0,16.0,Javonte Williams right tackle for -2 yards (tackle by Maxx Crosby),2.06,1.25,4.0,2022,61
2.0,1:36,2.0,12.0,DEN 45,10.0,16.0,Russell Wilson pass complete deep left to Kendall Hinton for 35 yards (tackle by Trevon Moehrig),1.25,4.24,4.0,2022,61
2.0,1:29,1.0,10.0,LVR 20,16.0,16.0,"Russell Wilson pass complete deep middle to Jerry Jeudy for 20 yards, touchdown",4.24,7.0,4.0,2022,61
2.0,1:24,,,LVR 15,16.0,16.0,Brandon McManus kicks extra point no good,0.0,-1.0,4.0,2022,61
2.0,1:24,,,DEN 35,16.0,16.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,61
2.0,1:24,1.0,10.0,LVR 25,16.0,16.0,Josh Jacobs up the middle for 5 yards (tackle by Kareem Jackson),0.61,0.74,4.0,2022,61
2.0,1:02,2.0,5.0,LVR 30,16.0,16.0,Derek Carr pass complete short left to Josh Jacobs for 5 yards (tackle by Kareem Jackson and Josey Jewell),0.74,1.27,4.0,2022,61
2.0,0:40,1.0,10.0,LVR 35,16.0,16.0,Derek Carr pass incomplete deep left intended for Davante Adams (defended by Patrick Surtain),1.27,0.72,4.0,2022,61
2.0,0:35,2.0,10.0,LVR 35,16.0,16.0,Derek Carr pass complete short left to Mack Hollins for 9 yards (tackle by Patrick Surtain),0.72,1.22,4.0,2022,61
2.0,0:29,3.0,1.0,LVR 44,16.0,16.0,Derek Carr up the middle for 4 yards (tackle by DeShawn Williams),1.22,2.13,4.0,2022,61
2.0,0:27,,,,,,Timeout #1 by Las Vegas Raiders,,,4.0,2022,61
2.0,0:27,1.0,10.0,LVR 48,16.0,16.0,Derek Carr pass complete short left to Davante Adams for 7 yards,2.13,2.53,4.0,2022,61
2.0,0:21,2.0,3.0,DEN 45,16.0,16.0,Derek Carr pass complete short left to Josh Jacobs for 4 yards (tackle by Patrick Surtain),2.53,2.85,4.0,2022,61
2.0,0:17,1.0,10.0,DEN 41,16.0,16.0,Derek Carr scrambles right end for 20 yards (tackle by Josey Jewell),2.85,4.17,4.0,2022,61
2.0,0:08,,,,,,Timeout #2 by Las Vegas Raiders,,,4.0,2022,61
2.0,0:08,1.0,10.0,DEN 21,16.0,16.0,Derek Carr pass incomplete deep right,4.17,3.63,4.0,2022,61
2.0,0:04,2.0,10.0,DEN 21,16.0,19.0,Daniel Carlson 39 yard field goal good,3.63,3.0,4.0,2022,61
3.0,15:00,,,LVR 35,16.0,19.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,61
3.0,15:00,1.0,10.0,DEN 25,16.0,19.0,Javonte Williams left tackle for -1 yards (tackle by Maxx Crosby),0.61,-0.07,4.0,2022,61
3.0,14:29,2.0,11.0,DEN 24,16.0,19.0,Mike Boone up the middle for 13 yards (tackle by Divine Deablo),-0.07,1.4,4.0,2022,61
3.0,13:55,1.0,10.0,DEN 37,16.0,19.0,Mike Boone left guard for no gain (tackle by Divine Deablo and Bilal Nichols),1.4,0.86,4.0,2022,61
3.0,13:12,2.0,10.0,DEN 37,16.0,19.0,Mike Boone left tackle for 7 yards (tackle by Johnathan Abram and Divine Deablo),0.86,1.09,4.0,2022,61
3.0,12:23,3.0,3.0,DEN 44,16.0,19.0,Russell Wilson sacked by Maxx Crosby for -7 yards,1.09,-0.91,4.0,2022,61
3.0,11:48,4.0,10.0,DEN 37,16.0,19.0,"Corliss Waitman punts 44 yards, returned by Keelan Cole for no gain (tackle by Jonas Griffith)",-0.91,-0.15,4.0,2022,61
3.0,11:38,1.0,10.0,LVR 19,16.0,19.0,Derek Carr pass incomplete short left intended for Darren Waller,0.15,-0.39,4.0,2022,61
3.0,11:34,2.0,10.0,LVR 19,16.0,19.0,Josh Jacobs left tackle for 5 yards (tackle by Josey Jewell),-0.39,-0.42,4.0,2022,61
3.0,10:53,3.0,5.0,LVR 24,16.0,19.0,Derek Carr pass complete short middle to Mack Hollins for 8 yards (tackle by K'Waun Williams),-0.42,1.07,4.0,2022,61
3.0,10:12,1.0,10.0,LVR 32,16.0,19.0,Derek Carr pass incomplete intended for Davante Adams,1.07,0.53,4.0,2022,61
3.0,10:08,2.0,10.0,LVR 32,16.0,19.0,"Derek Carr pass incomplete deep middle intended for Mack Hollins. Penalty on Kolton Miller: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Derek Carr: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Kolton Miller: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Derek Carr: Ineligible Downfield Pass, 5 yards (declined)",0.53,-0.16,4.0,2022,61
3.0,10:00,3.0,10.0,LVR 32,16.0,19.0,Derek Carr sacked by K'Waun Williams for -7 yards,-0.16,-1.7,4.0,2022,61
3.0,9:24,4.0,17.0,LVR 25,16.0,19.0,"AJ Cole punts 42 yards, returned by Montrell Washington for 16 yards (tackle by Matthias Farley and Roderic Teamer)",-1.7,-2.19,4.0,2022,61
3.0,9:14,1.0,10.0,DEN 49,16.0,19.0,Melvin Gordon left tackle for 1 yard (tackle by Divine Deablo),2.19,1.78,4.0,2022,61
3.0,8:39,2.0,9.0,DEN 50,16.0,19.0,Russell Wilson sacked by Maxx Crosby for -9 yards,1.78,-0.1,4.0,2022,61
3.0,7:57,3.0,18.0,DEN 41,16.0,19.0,Russell Wilson pass complete short right to Montrell Washington for 4 yards (tackle by Nate Hobbs),-0.1,-0.39,4.0,2022,61
3.0,7:18,4.0,14.0,DEN 45,16.0,19.0,"Corliss Waitman punts 55 yards, touchback.",-0.39,-0.28,4.0,2022,61
3.0,7:09,1.0,10.0,LVR 20,16.0,19.0,Josh Jacobs right guard for 4 yards (tackle by Caden Sterns and Matt Henningsen),0.28,0.27,4.0,2022,61
3.0,6:34,2.0,6.0,LVR 24,16.0,19.0,Derek Carr pass complete short left to Davante Adams for 16 yards (tackle by Patrick Surtain),0.27,1.6,4.0,2022,61
3.0,6:00,1.0,10.0,LVR 40,16.0,19.0,Josh Jacobs up the middle for 43 yards (tackle by Caden Sterns),1.6,4.44,4.0,2022,61
3.0,5:10,,,,,,Timeout #1 by Las Vegas Raiders,,,4.0,2022,61
3.0,5:10,1.0,10.0,DEN 17,16.0,19.0,Derek Carr pass complete short left to Davante Adams for 8 yards (tackle by Josey Jewell),4.44,5.29,4.0,2022,61
3.0,4:38,2.0,2.0,DEN 9,16.0,19.0,Josh Jacobs up the middle for -5 yards (tackle by Josey Jewell),5.29,3.5,4.0,2022,61
3.0,4:02,3.0,7.0,DEN 14,16.0,19.0,Derek Carr pass complete short left to Darren Waller for 13 yards (tackle by Ronald Darby),3.5,6.97,4.0,2022,61
3.0,3:18,1.0,1.0,DEN 1,16.0,19.0,Josh Jacobs left guard for -2 yards (tackle by Dre'Mont Jones),6.97,5.53,4.0,2022,61
3.0,2:38,2.0,3.0,DEN 3,16.0,19.0,Derek Carr pass incomplete short left,5.53,4.72,4.0,2022,61
3.0,2:34,3.0,3.0,DEN 3,16.0,19.0,Derek Carr pass incomplete,4.72,3.04,4.0,2022,61
3.0,2:31,4.0,3.0,DEN 3,16.0,22.0,Daniel Carlson 22 yard field goal good,3.04,3.0,4.0,2022,61
3.0,2:27,,,LVR 35,16.0,22.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,61
3.0,2:27,1.0,10.0,DEN 25,16.0,22.0,Russell Wilson pass incomplete short right intended for Jerry Jeudy,0.61,0.06,4.0,2022,61
3.0,2:23,2.0,10.0,DEN 25,16.0,22.0,"Russell Wilson pass complete short left to Jerry Jeudy for no gain (tackle by Johnathan Abram). Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",0.06,-1.43,4.0,2022,61
3.0,1:58,2.0,20.0,DEN 15,16.0,22.0,Russell Wilson pass incomplete deep right intended for Kendall Hinton,-1.43,-2.35,4.0,2022,61
3.0,1:52,3.0,20.0,DEN 15,16.0,22.0,Russell Wilson pass complete short right to Mike Boone for 9 yards (tackle by Roderic Teamer),-2.35,-1.77,4.0,2022,61
3.0,1:08,4.0,11.0,DEN 24,16.0,22.0,"Corliss Waitman punts 44 yards, fair catch by Keelan Cole at LV-32",-1.77,-1.07,4.0,2022,61
3.0,1:02,1.0,10.0,LVR 32,16.0,22.0,Josh Jacobs right end for 6 yards (tackle by Ronald Darby and Baron Browning),1.07,1.34,4.0,2022,61
3.0,0:23,2.0,4.0,LVR 38,16.0,22.0,Josh Jacobs right guard for 1 yard (tackle by Mike Purcell),1.34,0.76,4.0,2022,61
4.0,15:00,3.0,3.0,LVR 39,16.0,22.0,Derek Carr pass incomplete short left intended for Mack Hollins (defended by Bradley Chubb),0.76,-0.78,4.0,2022,61
4.0,14:57,4.0,3.0,LVR 39,16.0,22.0,AJ Cole punts 60 yards downed by Matthias Farley,-0.78,0.38,4.0,2022,61
4.0,14:46,1.0,10.0,DEN 1,16.0,22.0,Melvin Gordon up the middle for no gain (tackle by Andrew Billings and Johnathan Hankins),-0.38,-0.78,4.0,2022,61
4.0,14:01,2.0,10.0,DEN 1,16.0,22.0,Russell Wilson pass complete short right to Russell Wilson for 1 yard (tackle by Kendal Vickers),-0.78,-1.3,4.0,2022,61
4.0,13:19,3.0,9.0,DEN 2,16.0,22.0,Russell Wilson pass incomplete short middle intended for Melvin Gordon,-1.3,-2.49,4.0,2022,61
4.0,13:15,4.0,9.0,DEN 2,16.0,22.0,"Corliss Waitman punts 46 yards, returned by Keelan Cole for 7 yards (tackle by Eric Saubert). Penalty on Tyron Johnson: Illegal Blindside Block, 10 yards (accepted)",-2.49,-2.19,4.0,2022,61
4.0,13:05,1.0,10.0,LVR 49,16.0,22.0,Derek Carr pass complete short left to Davante Adams for 13 yards (tackle by K'Waun Williams),2.19,3.05,4.0,2022,61
4.0,12:37,1.0,10.0,DEN 38,16.0,22.0,Derek Carr pass complete short left to Mack Hollins for 16 yards (tackle by Jonas Griffith),3.05,4.11,4.0,2022,61
4.0,12:06,1.0,10.0,DEN 22,16.0,22.0,Josh Jacobs left guard for 1 yard (tackle by Dre'Mont Jones and Bradley Chubb),4.11,3.7,4.0,2022,61
4.0,11:28,2.0,9.0,DEN 21,16.0,22.0,Derek Carr pass complete short left to Darren Waller for 5 yards (tackle by Josey Jewell and Jonas Griffith),3.7,3.74,4.0,2022,61
4.0,10:41,3.0,4.0,DEN 16,16.0,22.0,Derek Carr pass complete short left to Davante Adams for 3 yards (tackle by Patrick Surtain),3.74,2.72,4.0,2022,61
4.0,9:54,4.0,1.0,DEN 13,16.0,25.0,Daniel Carlson 30 yard field goal good,2.72,3.0,4.0,2022,61
4.0,9:50,,,LVR 35,16.0,25.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,61
4.0,9:50,1.0,10.0,DEN 25,16.0,25.0,Russell Wilson pass incomplete short middle intended for Courtland Sutton,0.61,0.06,4.0,2022,61
4.0,9:46,2.0,10.0,DEN 25,16.0,25.0,Russell Wilson pass complete short left to Jerry Jeudy for 1 yard (tackle by Amik Robertson),0.06,-0.49,4.0,2022,61
4.0,9:11,3.0,9.0,DEN 26,16.0,25.0,Russell Wilson scrambles up the middle for 13 yards (tackle by Malcolm Koonce),-0.49,1.53,4.0,2022,61
4.0,8:43,1.0,10.0,DEN 39,16.0,25.0,"Russell Wilson pass incomplete short left intended for Mike Boone. Penalty on Graham Glasgow: Offensive Holding, 10 yards (accepted) (no play)",1.53,0.87,4.0,2022,61
4.0,8:37,1.0,20.0,DEN 29,16.0,25.0,"Russell Wilson pass incomplete short middle. Penalty on Garett Bolles: Offensive Holding, 10 yards (declined) . Penalty on Lloyd Cushenberry: Ineligible Downfield Pass, 10 yards (accepted) (no play)",0.87,0.08,4.0,2022,61
4.0,8:32,1.0,30.0,DEN 19,16.0,25.0,Russell Wilson pass incomplete intended for Kendall Hinton (no play),0.08,0.54,4.0,2022,61
4.0,8:25,1.0,25.0,DEN 24,16.0,25.0,Russell Wilson pass complete short middle to Courtland Sutton for 18 yards (tackle by Johnathan Abram),0.54,1.39,4.0,2022,61
4.0,7:54,2.0,7.0,DEN 42,16.0,25.0,Russell Wilson pass complete deep middle to KJ Hamler for 55 yards (tackle by Duron Harmon),1.39,6.51,4.0,2022,61
4.0,7:19,1.0,3.0,LVR 3,22.0,25.0,"Russell Wilson left tackle for 3 yards, touchdown",6.51,7.0,4.0,2022,61
4.0,7:16,,,LVR 15,23.0,25.0,Brandon McManus kicks extra point good,0.0,0.0,4.0,2022,61
4.0,7:16,,,LVR 35,23.0,25.0,"Penalty on Andrew Billings: Illegal Formation, 5 yards (accepted) (no play)",0.0,0.0,4.0,2022,61
4.0,7:16,,,DEN 40,23.0,25.0,"Brandon McManus kicks off 60 yards, touchback.",0.0,0.61,4.0,2022,61
4.0,7:16,1.0,10.0,LVR 25,23.0,25.0,Derek Carr pass incomplete short middle intended for Josh Jacobs (defended by D.J. Jones),0.61,0.06,4.0,2022,61
4.0,7:11,2.0,10.0,LVR 25,23.0,25.0,Davante Adams left end for 4 yards (tackle by Kareem Jackson),0.06,-0.1,4.0,2022,61
4.0,6:37,3.0,6.0,LVR 29,23.0,25.0,Derek Carr scrambles left end for 9 yards (tackle by K'Waun Williams),-0.1,1.47,4.0,2022,61
4.0,5:57,1.0,10.0,LVR 38,23.0,25.0,Josh Jacobs up the middle for -3 yards (tackle by Dre'Mont Jones),1.47,0.52,4.0,2022,61
4.0,5:18,2.0,13.0,LVR 35,23.0,25.0,Derek Carr pass complete short middle to Davante Adams for 17 yards (tackle by Josey Jewell),0.52,2.39,4.0,2022,61
4.0,4:30,1.0,10.0,DEN 48,23.0,25.0,Josh Jacobs left guard for 11 yards (tackle by Kareem Jackson and Caden Sterns),2.39,3.12,4.0,2022,61
4.0,3:47,1.0,10.0,DEN 37,23.0,25.0,Josh Jacobs left end for 5 yards (tackle by Kareem Jackson),3.12,3.25,4.0,2022,61
4.0,3:03,2.0,5.0,DEN 32,23.0,25.0,Josh Jacobs left tackle for 3 yards (tackle by Kareem Jackson),3.25,2.94,4.0,2022,61
4.0,2:53,,,,,,Timeout #1 by Denver Broncos,,,4.0,2022,61
4.0,2:53,3.0,2.0,DEN 29,23.0,25.0,Zamir White left end for 22 yards (tackle by Patrick Surtain),2.94,5.6,4.0,2022,61
4.0,2:07,1.0,7.0,DEN 7,23.0,31.0,"Josh Jacobs up the middle for 7 yards, touchdown",5.6,7.0,4.0,2022,61
4.0,2:02,,,DEN 15,23.0,32.0,Daniel Carlson kicks extra point good,0.0,0.0,4.0,2022,61
4.0,2:02,,,LVR 35,23.0,32.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,61
4.0,2:02,1.0,10.0,DEN 25,23.0,32.0,Russell Wilson scrambles right end for 5 yards (tackle by Nate Hobbs),0.61,0.74,4.0,2022,61
4.0,1:54,2.0,5.0,DEN 30,23.0,32.0,Russell Wilson pass incomplete short middle intended for Mike Boone,0.74,0.04,4.0,2022,61
4.0,1:50,3.0,5.0,DEN 30,23.0,32.0,Russell Wilson pass incomplete deep right intended for Eric Saubert,0.04,-1.37,4.0,2022,61
4.0,1:44,4.0,5.0,DEN 30,23.0,32.0,Russell Wilson pass incomplete deep middle intended for Mike Boone,-1.37,-3.58,4.0,2022,61
4.0,1:38,1.0,10.0,DEN 30,23.0,32.0,"Josh Jacobs left guard for 6 yards (tackle by Kareem Jackson and Jonas Griffith). Penalty on Justin Herron: Offensive Holding, 10 yards (declined)",3.58,3.84,4.0,2022,61
4.0,1:34,2.0,4.0,DEN 24,23.0,32.0,Josh Jacobs right guard for 2 yards (tackle by Dre'Mont Jones),3.84,3.4,4.0,2022,61
4.0,1:28,,,,,,Timeout #2 by Denver Broncos,,,4.0,2022,61
4.0,1:28,3.0,2.0,DEN 22,23.0,32.0,Josh Jacobs left guard for 2 yards (tackle by Caden Sterns),3.4,4.24,4.0,2022,61
4.0,0:57,,,,,,Timeout #3 by Denver Broncos,,,4.0,2022,61
4.0,0:57,1.0,10.0,DEN 20,23.0,32.0,Derek Carr kneels for -1 yards,4.24,3.56,4.0,2022,61
4.0,0:35,2.0,11.0,DEN 21,23.0,32.0,Derek Carr kneels for -1 yards,3.56,2.74,4.0,2022,61
