Rk,Player,Age,Team,Pos,G,GS,Def Interceptions Int,Def Interceptions Yds,Def Interceptions IntTD,Def Interceptions Lng,Def Interceptions PD,Fumbles FF,Fumbles Fmb,Fumbles FR,Fumbles Yds,Fumbles FRTD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Sfty,Awards,Player_URL
60,Justin Herbert,24,LAC,QB,17,17,0,0,0,0,0,0,8,4,0,0,0.0,1,1,0,0,0,0,AP MVP-9,
61,Cameron Heyward,33,PIT,DT,17,17,0,0,0,0,4,1,0,1,0,0,10.5,74,39,35,14,23,0,PB,
62,Jordan Hicks,30,MIN,LILB,17,17,1,19,0,19,10,1,0,0,0,0,3.0,129,86,43,2,4,0,,
63,Tyler Higbee,29,LAR,TE,17,17,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,,
64,Alex Highsmith,25,PIT,ROLB,17,17,0,0,0,0,1,5,0,0,0,0,14.5,63,38,25,12,20,0,,
65,Tyreek Hill,28,MIA,WR,17,17,0,0,0,0,0,0,1,1,57,1,0.0,4,4,0,0,0,0,"PB,AP-1,AP MVP-9,AP OPoY-4",
66,Josh Hines-Allen,25,JAX,LOLB,17,17,0,0,0,0,2,4,0,2,38,1,7.0,57,35,22,11,22,0,,
67,Jevon Holland,22,MIA,FS,17,17,2,64,0,33,7,1,1,0,0,0,1.5,96,77,19,1,1,0,,
68,Tytus Howard,26,HOU,RT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
69,Talanoa Hufanga,23,SFO,SS,17,17,4,61,1,52,9,2,0,0,0,0,2.0,97,66,31,5,3,0,"PB,AP-1",
70,Marlon Humphrey,26,BAL,RCB,17,17,3,26,0,26,7,1,0,2,0,0,3.0,71,53,18,3,4,0,PB,
71,Robert Hunt,26,MIA,RG,17,17,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
72,Danielle Hunter,28,MIN,LOLB,17,17,0,0,0,0,3,1,0,0,0,0,10.5,65,46,19,12,22,0,"PB,AP CPoY-12",
73,Aidan Hutchinson,22,DET,LDE,17,17,3,25,0,20,3,0,0,2,0,0,9.5,52,34,18,9,15,0,AP DRoY-2,
74,Ed Ingram,23,MIN,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,,
75,Kareem Jackson,34,DEN,SS,17,17,0,0,0,0,3,0,0,2,2,0,0.0,94,55,39,2,0,0,,
76,Michael Jackson,25,SEA,LCB,17,17,1,22,0,22,12,0,1,2,8,0,0.0,75,63,12,3,1,0,,
77,Josh Jacobs,24,LVR,RB,17,17,0,0,0,0,0,0,3,1,0,0,0.0,3,2,1,0,0,0,"PB,AP-1,AP OPoY-5",
78,Grady Jarrett,29,ATL,RDT,17,17,0,0,0,0,3,0,0,0,0,0,6.0,61,30,31,12,17,0,,
79,Justin Jefferson,23,MIN,WR,17,17,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,"PB,AP-1,AP MVP-5,AP OPoY-1",
80,Rayshawn Jenkins,28,JAX,SS,17,17,3,64,1,52,12,3,0,0,0,0,1.0,116,73,43,3,2,0,,
81,Diontae Johnson,26,PIT,WR,17,17,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,0,,
82,John Johnson,27,CLE,FS,17,17,1,0,0,0,4,2,0,2,0,0,0.5,101,70,31,4,2,0,,
83,Aaron Jones,28,GNB,RB,17,17,0,0,0,0,0,0,5,2,0,0,0.0,0,0,0,0,0,0,,
84,Braxton Jones,23,CHI,LT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
85,Chris Jones,28,KAN,RDT,17,17,0,0,0,0,4,2,0,1,2,0,15.5,44,30,14,17,29,0,"PB,AP-1,AP DPoY-3",
86,Justin Jones,26,CHI,LDE,17,17,0,0,0,0,4,0,0,1,0,0,3.0,52,28,24,12,7,0,,
87,George Karlaftis III,21,KAN,LDE,17,17,0,0,0,0,7,0,0,2,0,0,6.0,33,18,15,8,11,0,,
88,Jason Kelce,35,PHI,C,17,17,0,0,0,0,0,0,1,1,-8,0,0.0,0,0,0,0,0,0,"PB,AP-1",
89,Travis Kelce,33,KAN,TE,17,17,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,"PB,AP-1,AP OPoY-6",
90,Ryan Kelly,29,IND,C,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
91,Eric Kendricks,30,MIN,RILB,17,17,0,0,0,0,6,0,0,1,0,1,1.0,137,87,50,8,2,0,,
92,Christian Kirk,26,JAX,WR,17,17,0,0,0,0,0,0,1,2,0,0,0.0,1,1,0,0,0,0,,
93,Christian Kirksey,30,HOU,MLB,17,17,2,18,0,18,5,0,0,1,0,0,3.0,124,82,42,7,7,0,,
94,Cole Kmet,23,CHI,TE,17,17,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0,0,,
95,CeeDee Lamb,23,DAL,WR,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,"PB,AP-2",
96,DeMarcus Lawrence,30,DAL,LDE,17,17,0,0,0,0,3,3,0,2,19,1,6.0,65,43,22,9,13,0,PB,
97,Trevor Lawrence,23,JAX,QB,17,17,0,0,0,0,0,0,12,0,-16,0,0.0,2,2,0,0,0,0,"PB,AP MVP-7,AP CPoY-12",
98,Carl Lawson,27,NYJ,LOLB,17,17,0,0,0,0,0,1,0,1,2,0,7.0,33,18,15,9,24,0,,
99,Tyler Linderbaum,22,BAL,C,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,AP ORoY-7,
100,Chris Lindstrom,25,ATL,RG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,"PB,AP-2",
101,Khalil Mack,31,LAC,RDE,17,17,0,0,0,0,2,2,0,2,44,0,8.0,50,33,17,12,12,0,PB,
102,Patrick Mahomes,27,KAN,QB,17,17,0,0,0,0,0,0,5,4,-3,0,0.0,2,1,1,0,0,0,"PB,AP-1,AP MVP-1,AP OPoY-2",
103,Tyrann Mathieu,30,NOR,FS,17,17,3,44,0,41,8,1,0,1,0,0,1.0,91,64,27,3,1,0,,
104,Devin McCourty,35,NWE,FS,17,17,4,66,0,36,8,0,0,1,0,0,0.0,71,54,17,0,0,0,,
105,Roger McCreary,22,TEN,LCB,17,17,1,4,0,4,8,0,0,0,0,0,0.0,84,70,14,2,0,0,,
106,Kaleb McGary,27,ATL,RT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,,
107,Connor McGovern,29,NYJ,C,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
108,Terry McLaurin,27,WAS,WR,17,17,0,0,0,0,0,0,1,1,0,0,0.0,3,3,0,0,0,0,PB,
109,Alim McNeill,22,DET,RDT,17,17,0,0,0,0,0,0,0,0,0,0,1.0,41,17,24,6,7,0,,
110,D.K. Metcalf,25,SEA,WR,17,17,0,0,0,0,0,0,2,0,0,0,0.0,1,1,0,0,0,0,,
111,D.J. Moore,25,CAR,WR,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
112,Nicholas Morrow,27,CHI,LLB,17,17,1,5,0,5,2,0,0,0,0,0,0.0,116,83,33,11,0,0,,
113,C.J. Mosley,30,NYJ,RILB,17,17,1,0,0,0,7,0,0,1,0,0,1.0,158,99,59,5,3,0,"PB,AP-2",
114,Taylor Moton,28,CAR,RT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
115,Josh Myers,24,GNB,C,17,17,0,0,0,0,0,0,1,0,-13,0,0.0,0,0,0,0,0,0,,
116,Quenton Nelson,26,IND,LG,17,17,0,0,0,0,0,0,0,2,0,0,0.0,1,0,1,0,0,0,PB,
117,Bilal Nichols,26,LVR,RDT,17,17,0,0,0,0,0,0,0,0,0,0,1.5,44,16,28,4,11,0,,
118,Derrick Nnadi,26,KAN,LDT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,25,11,14,1,0,0,,
119,Uchenna Nwosu,26,SEA,LOLB,17,17,0,0,0,0,4,3,0,2,4,0,9.5,66,42,24,12,26,0,,
120,Osa Odighizuwa,24,DAL,LDT,17,17,0,0,0,0,0,1,0,0,0,0,4.0,43,27,16,8,11,0,,
121,Chukwuma Okorafor,25,PIT,RT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,,
122,Foyesade Oluokun,27,JAX,LILB,17,17,0,0,0,0,5,2,0,2,0,0,2.0,184,128,56,12,9,0,,
123,David Onyemata,30,NOR,RDT,17,17,0,0,0,0,1,0,0,1,0,0,5.0,43,25,18,5,11,0,,
124,Jonathan Owens,27,HOU,FS,17,17,0,0,0,0,4,0,0,0,0,0,1.0,125,84,41,0,1,0,,
125,Dylan Parham,23,LVR,LG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
126,Micah Parsons,23,DAL,LLB,17,17,0,0,0,0,3,3,0,3,36,1,13.5,65,42,23,13,26,0,"PB,AP-1,AP MVP-8,AP DPoY-2",
127,Daron Payne,25,WAS,LDT,17,17,0,0,0,0,5,0,0,1,0,0,11.5,64,32,32,18,20,1,PB,
128,Patrick Peterson,32,MIN,RCB,17,17,5,91,0,39,15,0,0,0,0,0,0.0,66,56,10,3,0,0,,
129,Harrison Phillips,26,MIN,NT,17,17,0,0,0,0,1,0,0,1,0,0,1.5,59,28,31,3,6,0,,
130,Jalen Pitre,23,HOU,SS,17,17,5,57,0,29,8,0,1,1,0,0,1.0,147,99,48,5,1,0,AP DRoY-5,
131,Ben Powers,26,BAL,LG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,,
132,Patrick Queen,23,BAL,RLB,17,17,2,11,0,11,6,1,0,2,5,0,5.0,117,79,38,9,14,0,,
133,Jalen Ramsey,28,LAR,RCB,17,17,4,53,0,28,18,2,0,1,12,0,2.0,88,64,24,4,2,0,PB,
134,Haason Reddick,28,PHI,LLB,17,17,0,0,0,0,3,5,0,3,1,0,16.0,49,35,14,11,26,0,"PB,AP-2,AP DPoY-4",
135,D.J. Reed,26,NYJ,LCB,17,17,1,0,0,0,12,1,0,0,0,0,0.0,80,63,17,1,0,0,,
136,Justin Reid,25,KAN,FS,17,17,0,0,0,0,7,0,0,0,0,0,1.0,83,59,24,2,4,0,,
137,Elandon Roberts,28,MIA,LILB,17,17,0,0,0,0,0,0,0,0,0,0,4.5,107,68,39,10,6,0,,
138,Roy Robertson-Harris,29,JAX,LDE,17,17,0,0,0,0,4,0,0,0,0,0,3.0,45,28,17,7,12,0,,
139,Aaron Rodgers,39,GNB,QB,17,17,0,0,0,0,0,0,8,0,11,0,0.0,0,0,0,0,0,0,,
140,Jon Runyan Jr.,25,GNB,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
141,Darius Slay,31,PHI,RCB,17,17,3,17,0,19,14,0,0,0,0,0,0.0,55,40,15,0,0,0,PB,
142,DeVonta Smith,24,PHI,WR,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
143,Geno Smith,32,SEA,QB,17,17,0,0,0,0,0,0,8,2,2,0,0.0,1,1,0,0,0,0,"PB,AP MVP-9,AP CPoY-1",
144,Preston Smith,30,GNB,LOLB,17,17,0,0,0,0,1,1,0,0,0,0,8.5,59,38,21,9,20,0,,
145,Tyler Smith,21,DAL,LT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,,
146,L'Jarius Sneed,25,KAN,LCB,17,17,3,57,0,26,11,3,0,1,5,0,3.5,108,75,33,5,5,0,,
147,Grover Stewart,29,IND,NT,17,17,0,0,0,0,3,0,0,1,0,0,4.0,70,44,26,9,7,0,,
148,Cole Strange,24,NWE,LG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,,
149,Patrick Surtain II,22,DEN,LCB,17,17,2,-3,0,0,10,1,0,0,0,0,0.0,60,46,14,2,1,0,"PB,AP-1",
150,Montez Sweat,26,WAS,LDE,17,17,0,0,0,0,2,0,0,0,0,0,8.0,46,27,19,14,28,0,,
151,Jawaan Taylor,25,JAX,RT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
152,Adam Thielen,32,MIN,WR,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
153,Ian Thomas,26,CAR,TE,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
154,Jalen Thompson,24,ARI,SS,17,17,1,0,0,0,8,0,0,1,0,0,0.0,110,79,31,1,1,0,,
155,Shaq Thompson,28,CAR,LLB,17,17,0,0,0,0,4,0,1,1,0,0,0.5,135,78,57,8,3,0,,
156,Laremy Tunsil,28,HOU,LT,17,17,0,0,0,0,0,0,0,1,-2,0,0.0,1,0,1,0,0,0,PB,
157,Jaylen Waddle,24,MIA,WR,17,17,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,
158,Bobby Wagner,32,LAR,RILB,17,17,2,13,0,13,5,0,0,0,0,0,6.0,140,81,59,10,10,0,AP-2,
159,Charvarius Ward,26,SFO,RCB,17,17,1,9,0,9,11,1,0,1,40,0,0.0,87,59,28,3,0,0,,
160,Fred Warner,26,SFO,MLB,17,17,1,20,0,20,10,1,0,0,0,0,2.0,130,79,51,3,6,0,"PB,AP-1",
161,Devin White,24,TAM,LILB,17,17,0,0,0,0,5,2,0,3,26,0,5.5,124,73,51,8,16,0,,
162,Jordan Whitehead,25,NYJ,FS,17,17,2,5,0,5,8,0,0,0,0,0,0.0,89,58,31,4,0,0,,
163,Christian Wilkins,27,MIA,LDE,17,17,0,0,0,0,6,2,0,1,2,0,3.5,98,59,39,16,7,0,,
164,Connor Williams,25,MIA,C,17,17,0,0,0,0,0,0,1,1,7,0,0.0,0,0,0,0,0,0,,
165,Jedrick Wills Jr.,23,CLE,LT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
166,Donovan Wilson,27,DAL,FS,17,17,1,0,0,0,2,2,0,1,0,0,5.0,101,77,24,7,9,0,,
167,Riq Woolen,23,SEA,CB,17,17,6,47,1,40,16,0,1,3,8,0,0.0,63,46,17,1,0,0,"PB,AP DRoY-3",
168,A.J. Brown,25,PHI,WR,17,16,0,0,0,0,0,0,2,0,0,0,0.0,2,2,0,0,0,0,"PB,AP-2,AP MVP-9,AP OPoY-11",
169,DeForest Buckner,28,IND,DT,17,16,0,0,0,0,3,2,0,1,0,0,8.0,74,44,30,11,22,0,,
170,Parris Campbell,25,IND,WR,17,16,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,,
171,Tyler Conklin,27,NYJ,TE,17,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
172,Grant Delpit,24,CLE,SS,17,16,4,36,0,40,10,0,0,0,0,0,0.0,105,72,33,4,0,0,,
173,Poona Ford,27,SEA,RDE,17,16,0,0,0,0,2,0,0,0,0,0,3.0,35,22,13,6,7,0,,
174,Duron Harmon,31,LVR,SS,17,16,2,86,1,73,5,2,0,0,0,0,0.0,86,63,23,0,0,0,,
175,Mack Hollins,29,LVR,WR,17,16,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
176,Jerry Hughes,34,HOU,RDE/LDE,17,16,1,14,0,14,1,2,0,0,0,0,9.0,35,21,14,10,10,0,,
177,Nnamdi Madubuike,25,BAL,DT,17,16,0,0,0,0,3,0,0,0,0,0,5.5,42,26,16,8,9,0,,
178,Bobby McCain,29,WAS,FS,17,16,0,0,0,0,5,1,0,0,0,0,0.0,76,54,22,3,1,0,,
179,Kenneth Murray,24,LAC,MLB,17,16,1,16,0,16,3,1,0,0,0,0,1.0,76,50,26,7,4,0,,
180,Sam Mustipher,26,CHI,C,17,16,0,0,0,0,0,0,2,0,-14,0,0.0,0,0,0,0,0,0,,
181,Bobby Okereke,26,IND,LLB,17,16,0,0,0,0,5,2,0,2,0,0,0.0,151,99,52,6,0,0,,
182,Patrick Ricard,28,BAL,FB,17,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,PB,
183,Drue Tranquill,27,LAC,LLB,17,16,1,20,0,20,4,1,0,0,0,0,5.0,146,95,51,10,8,0,,
184,Joe Tryon-Shoyinka,23,TAM,OLB,17,16,0,0,0,0,2,0,0,0,0,0,4.0,40,23,17,6,14,0,,
185,Quay Walker,22,GNB,RILB,17,16,0,0,0,0,7,3,0,1,63,0,1.5,121,75,46,5,4,0,,
186,Deatrich Wise Jr.,28,NWE,RDE,17,16,0,0,0,0,3,2,0,0,0,0,7.5,59,33,26,7,11,0,,
187,Dennis Daley,26,TEN,LT,17,15,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
188,Matt Judon,30,NWE,LOLB,17,15,0,0,0,0,3,2,0,1,1,0,15.5,60,36,24,14,28,0,"PB,AP DPoY-9",
189,Devin Lloyd,24,JAX,RILB,17,15,3,42,0,19,8,0,0,2,28,0,0.0,115,59,56,0,2,0,,
190,Drake London,21,ATL,WR,17,15,0,0,0,0,0,0,3,0,0,0,0.0,3,2,1,0,0,0,,
191,Rodney McLeod,32,IND,SS,17,15,2,27,1,27,8,0,0,1,0,0,0.0,96,59,37,8,0,0,,
192,Jaelan Phillips,23,MIA,LOLB,17,15,0,0,0,0,2,1,0,2,0,0,7.0,61,37,24,8,25,0,,
193,Asante Samuel Jr.,23,LAC,RCB,17,15,2,11,0,11,11,0,0,1,3,0,0.0,57,48,9,1,0,0,,
194,Miles Sanders,25,PHI,RB,17,15,0,0,0,0,0,0,2,3,2,0,0.0,0,0,0,0,0,0,PB,
195,Zach Sieler,27,MIA,RDE,17,15,0,0,0,0,4,2,0,0,0,0,3.5,70,41,29,7,12,0,,
196,DeShawn Williams,30,DEN,RDE,17,15,0,0,0,0,3,0,0,0,0,0,4.5,37,21,16,4,8,0,,
197,Robert Woods,30,TEN,WR,17,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
198,Devin Bush Jr.,24,PIT,LILB,17,14,0,0,0,0,2,0,0,0,0,0,0.0,81,44,37,2,2,0,,
199,Evan Engram,28,JAX,TE,17,14,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
200,Markus Golden,31,ARI,ROLB,17,14,0,0,0,0,0,0,0,0,0,0,2.5,48,22,26,7,20,0,,
201,DaVon Hamilton,25,JAX,NT,17,14,0,0,0,0,1,1,0,1,0,0,2.5,56,27,29,5,6,0,,
202,Hunter Henry,28,NWE,TE,17,14,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
203,Alec Ingold,26,MIA,FB,17,14,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,
204,Kerby Joseph,22,DET,SS,17,14,4,70,0,38,8,2,0,1,6,0,0.0,82,55,27,0,1,0,,
205,Roy Lopez,25,HOU,LDT,17,14,0,0,0,0,1,0,0,0,0,0,1.0,36,20,16,6,3,1,,
206,Donovan Peoples-Jones,23,CLE,WR,17,14,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,,
207,Jarran Reed,30,GNB,RDE,17,14,0,0,0,0,0,1,0,2,0,0,2.5,52,29,23,5,14,0,,
208,Jamaree Salyer,22,LAC,LT,17,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
209,Shy Tuttle,27,NOR,LDT,17,14,0,0,0,0,5,0,0,0,0,0,2.0,49,26,23,1,3,0,,
210,Isaiah Buggs,26,DET,LDT,17,13,0,0,0,0,2,1,0,0,0,0,1.0,46,21,25,0,10,0,,
