Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA,week,year,game_id
1.0,11:23,2.0,3.0,SEA 34,0.0,7.0,Zach Charbonnet right tackle for 2 yards (tackle by Budda Baker and Kyzir White),1.14,0.7,14.0,2024,204
1.0,10:45,3.0,1.0,SEA 36,0.0,7.0,Geno Smith pass complete short right to Noah Fant for 4 yards (tackle by Jalen Thompson),0.7,1.6,14.0,2024,204
1.0,10:14,1.0,10.0,SEA 40,0.0,7.0,Geno Smith pass complete short middle to Zach Charbonnet for 7 yards (tackle by Jalen Thompson and Kyzir White),1.6,2.0,14.0,2024,204
1.0,9:34,2.0,3.0,SEA 47,0.0,7.0,Kenny McIntosh up the middle for 8 yards (tackle by Kyzir White),2.0,2.59,14.0,2024,204
1.0,8:58,1.0,10.0,ARI 45,0.0,7.0,Geno Smith pass complete short left to Zach Charbonnet for 20 yards (tackle by Budda Baker),2.59,3.91,14.0,2024,204
1.0,8:14,1.0,10.0,ARI 25,0.0,7.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 8 yards (tackle by Budda Baker and Sean Murphy-Bunting),3.91,4.55,14.0,2024,204
1.0,7:34,2.0,2.0,ARI 17,0.0,7.0,Kenny McIntosh up the middle for 1 yard (tackle by Naquan Jones),4.55,4.06,14.0,2024,204
1.0,6:54,3.0,1.0,ARI 16,0.0,7.0,Geno Smith pass complete short left to Noah Fant for 7 yards (tackle by Garrett Williams),4.06,5.14,14.0,2024,204
1.0,6:14,1.0,9.0,ARI 9,0.0,7.0,Zach Charbonnet up the middle for -1 yards (tackle by L.J. Collier and Kyzir White),5.14,4.19,14.0,2024,204
1.0,5:38,2.0,10.0,ARI 10,0.0,7.0,"Penalty on ARI: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.19,5.15,14.0,2024,204
1.0,5:26,2.0,5.0,ARI 5,0.0,7.0,Zach Charbonnet up the middle for 3 yards (tackle by Kyzir White),5.15,4.95,14.0,2024,204
1.0,4:48,3.0,2.0,ARI 2,0.0,7.0,Geno Smith pass incomplete short right intended for Pharaoh Brown,4.95,3.25,14.0,2024,204
1.0,4:44,4.0,2.0,ARI 2,3.0,7.0,Jason Myers 20 yard field goal good,3.25,3.0,14.0,2024,204
1.0,4:41,,,SEA 35,3.0,7.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
1.0,4:41,1.0,10.0,ARI 30,3.0,7.0,James Conner right end for 1 yard (tackle by Devon Witherspoon),0.94,0.53,14.0,2024,204
1.0,4:06,2.0,9.0,ARI 31,3.0,7.0,"Kyler Murray pass complete deep right to Marvin Harrison for no gain (tackle by Tyrice Knight). Penalty on Hjalte Froholdt: Offensive Holding, 10 yards (accepted) (no play)",0.53,-0.82,14.0,2024,204
1.0,3:37,2.0,19.0,ARI 21,3.0,7.0,Kyler Murray pass short middle intended for Marvin Harrison is intercepted by Ernest Jones at ARI-31 and returned for 12 yards (tackle by James Conner),-0.82,-4.31,14.0,2024,204
1.0,3:31,1.0,10.0,ARI 19,9.0,7.0,"Geno Smith pass complete deep right to Jaxon Smith-Njigba for 19 yards, touchdown",4.31,7.0,14.0,2024,204
1.0,3:25,,,ARI 15,10.0,7.0,Jason Myers kicks extra point good,0.0,0.0,14.0,2024,204
1.0,3:25,,,SEA 35,10.0,7.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
1.0,3:25,1.0,10.0,ARI 30,10.0,7.0,James Conner up the middle for 1 yard (tackle by Leonard Williams and Tyrice Knight),0.94,0.53,14.0,2024,204
1.0,2:52,2.0,9.0,ARI 31,10.0,7.0,"Kyler Murray pass deep left intended for Zay Jones is intercepted by Coby Bryant at SEA-45 and returned for 9 yards (tackle by Trey Benson). Penalty on Paris Johnson: Offensive Holding, 10 yards (declined)",0.53,-2.52,14.0,2024,204
1.0,2:44,1.0,10.0,ARI 46,10.0,7.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 19 yards (tackle by Budda Baker and Garrett Williams),2.52,3.78,14.0,2024,204
1.0,1:58,1.0,10.0,ARI 27,10.0,7.0,Zach Charbonnet left tackle for 22 yards (tackle by Budda Baker),3.78,6.06,14.0,2024,204
1.0,1:27,1.0,5.0,ARI 5,10.0,7.0,Zach Charbonnet up the middle for 4 yards (tackle by Zaven Collins and Dante Stills),6.06,5.91,14.0,2024,204
1.0,1:03,2.0,1.0,ARI 1,10.0,7.0,Zach Charbonnet up the middle for no gain (tackle by Kyzir White and Sean Murphy-Bunting),5.91,5.17,14.0,2024,204
1.0,0:20,3.0,1.0,ARI 1,16.0,7.0,"Zach Charbonnet left end for 1 yard, touchdown",5.17,7.0,14.0,2024,204
1.0,0:16,,,ARI 15,17.0,7.0,Jason Myers kicks extra point good,0.0,0.0,14.0,2024,204
1.0,0:16,,,SEA 35,17.0,7.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
1.0,0:16,1.0,10.0,ARI 30,17.0,7.0,Kyler Murray pass complete short left to Marvin Harrison for 8 yards (tackle by Riq Woolen),0.94,1.47,14.0,2024,204
2.0,15:00,2.0,2.0,ARI 38,17.0,7.0,Kyler Murray pass complete short right to Tip Reiman for 14 yards (tackle by Coby Bryant and Tyrice Knight),1.47,2.39,14.0,2024,204
2.0,14:19,1.0,10.0,SEA 48,17.0,7.0,James Conner left end for 1 yard (tackle by Ernest Jones),2.39,1.98,14.0,2024,204
2.0,13:48,2.0,9.0,SEA 47,17.0,7.0,Kyler Murray pass complete short right to James Conner for 8 yards (tackle by Tyrice Knight and Riq Woolen),1.98,2.34,14.0,2024,204
2.0,13:03,3.0,1.0,SEA 39,17.0,7.0,James Conner up the middle for 5 yards (tackle by Ernest Jones and Leonard Williams),2.34,3.31,14.0,2024,204
2.0,12:24,1.0,10.0,SEA 34,17.0,7.0,James Conner left tackle for 23 yards (tackle by Riq Woolen),3.31,4.84,14.0,2024,204
2.0,11:45,1.0,10.0,SEA 11,17.0,7.0,James Conner up the middle for 2 yards (tackle by Ernest Jones and Leonard Williams),4.84,4.51,14.0,2024,204
2.0,11:05,2.0,8.0,SEA 9,17.0,7.0,Kyler Murray pass incomplete short middle intended for Trey McBride,4.51,3.53,14.0,2024,204
2.0,11:00,3.0,8.0,SEA 9,17.0,7.0,Kyler Murray pass incomplete short left intended for Trey McBride,3.53,2.83,14.0,2024,204
2.0,10:56,4.0,8.0,SEA 9,17.0,10.0,Chad Ryland 28 yard field goal good,2.83,3.0,14.0,2024,204
2.0,10:53,,,ARI 35,17.0,10.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
2.0,10:53,1.0,10.0,SEA 30,17.0,10.0,Kenny McIntosh left tackle for 16 yards (tackle by Budda Baker),0.94,1.99,14.0,2024,204
2.0,10:26,1.0,10.0,SEA 46,17.0,10.0,"Geno Smith pass incomplete short right. Penalty on Geno Smith: Intentional Grounding, 12 yards (accepted)",1.99,-0.17,14.0,2024,204
2.0,10:21,2.0,22.0,SEA 34,17.0,10.0,Geno Smith pass complete short left to Kenny McIntosh for 2 yards (tackle by Max Melton),-0.17,-0.56,14.0,2024,204
2.0,9:39,3.0,20.0,SEA 36,17.0,10.0,Geno Smith pass complete short right to Zach Charbonnet for 8 yards (tackle by Baron Browning and Kyzir White),-0.56,-0.46,14.0,2024,204
2.0,8:53,4.0,12.0,SEA 44,17.0,10.0,"Michael Dickson punts 51 yards, returned by Greg Dortch for 13 yards (tackle by AJ Barner)",-0.46,-0.04,14.0,2024,204
2.0,8:42,1.0,10.0,ARI 18,17.0,10.0,Trey Benson left end for 15 yards (tackle by Tyrice Knight and Boye Mafe),0.04,1.14,14.0,2024,204
2.0,8:03,1.0,10.0,ARI 33,17.0,10.0,Kyler Murray sacked by Johnathan Hankins for -8 yards,1.14,-0.49,14.0,2024,204
2.0,7:22,2.0,18.0,ARI 25,17.0,10.0,Trey Benson up the middle for no gain (tackle by Boye Mafe and Dre'Mont Jones),-0.49,-1.15,14.0,2024,204
2.0,6:44,3.0,18.0,ARI 25,17.0,10.0,Kyler Murray pass complete short right to Emari Demercado for 6 yards (tackle by Coby Bryant and Boye Mafe),-1.15,-1.31,14.0,2024,204
2.0,6:02,4.0,12.0,ARI 31,17.0,10.0,"Blake Gillikin punts 63 yards, returned by Jaelon Darden for 14 yards (tackle by Zach Pascal)",-1.31,-0.28,14.0,2024,204
2.0,5:51,1.0,10.0,SEA 20,17.0,10.0,Zach Charbonnet up the middle for no gain (tackle by Julian Okwara and Roy Lopez),0.28,-0.27,14.0,2024,204
2.0,5:10,2.0,10.0,SEA 20,17.0,10.0,"Zach Charbonnet right tackle for no gain (tackle by Jalen Thompson). Penalty on Olusegun Oluwatimi: Offensive Holding, 10 yards (accepted) (no play)",-0.27,-1.51,14.0,2024,204
2.0,4:44,2.0,20.0,SEA 10,17.0,10.0,Geno Smith pass complete short left to D.K. Metcalf for 15 yards (tackle by Starling Thomas),-1.51,-0.3,14.0,2024,204
2.0,4:04,3.0,5.0,SEA 25,17.0,10.0,"Penalty on Geno Smith: Delay of Game, 5 yards (accepted) (no play)",-0.3,-0.96,14.0,2024,204
2.0,3:56,3.0,10.0,SEA 20,17.0,10.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 24 yards (tackle by Dadrion Taylor-Demerson),-0.96,1.86,14.0,2024,204
2.0,3:24,1.0,10.0,SEA 44,17.0,10.0,Zach Charbonnet up the middle for 5 yards (tackle by Roy Lopez and Naquan Jones),1.86,1.99,14.0,2024,204
2.0,2:45,2.0,5.0,SEA 49,23.0,10.0,"Zach Charbonnet left tackle for 51 yards, touchdown",1.99,7.0,14.0,2024,204
2.0,2:36,,,ARI 15,24.0,10.0,Jason Myers kicks extra point good,0.0,0.0,14.0,2024,204
2.0,2:36,,,SEA 35,24.0,10.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
2.0,2:36,1.0,10.0,ARI 30,24.0,10.0,Kyler Murray pass complete short right to Marvin Harrison for 12 yards (tackle by Riq Woolen),0.94,1.73,14.0,2024,204
2.0,2:03,1.0,10.0,ARI 42,24.0,10.0,"Kyler Murray pass complete short right to James Conner for no gain (tackle by Tyrice Knight). Penalty on Paris Johnson: Offensive Holding, 10 yards (accepted) (no play)",1.73,1.07,14.0,2024,204
2.0,1:56,1.0,20.0,ARI 32,24.0,10.0,Kyler Murray pass incomplete short right intended for Michael Wilson,1.07,-0.16,14.0,2024,204
2.0,1:52,2.0,20.0,ARI 32,24.0,10.0,Kyler Murray pass complete short right to Greg Dortch for 5 yards (tackle by Riq Woolen),-0.16,-0.16,14.0,2024,204
2.0,1:47,3.0,15.0,ARI 37,24.0,10.0,Kyler Murray pass complete short left to Emari Demercado for -1 yards (tackle by Devon Witherspoon),-0.16,-0.98,14.0,2024,204
2.0,1:39,,,,,,Timeout #1 by Seattle Seahawks,,,14.0,2024,204
2.0,1:39,4.0,16.0,ARI 36,24.0,10.0,"Chad Ryland punts 36 yards, fair catch by Jaelon Darden at SEA-28",-0.98,-0.81,14.0,2024,204
2.0,1:32,1.0,10.0,SEA 28,24.0,10.0,Geno Smith pass complete short middle to Noah Fant for 7 yards (tackle by Budda Baker and Kyzir White),0.81,1.21,14.0,2024,204
2.0,0:59,2.0,3.0,SEA 35,24.0,10.0,Kenny McIntosh up the middle for 9 yards (tackle by Budda Baker and Dadrion Taylor-Demerson),1.21,1.86,14.0,2024,204
2.0,0:33,1.0,10.0,SEA 44,24.0,10.0,Geno Smith pass complete short right to Kenny McIntosh for 5 yards (tackle by Mack Wilson and Sean Murphy-Bunting),1.86,1.99,14.0,2024,204
2.0,0:25,,,,,,Timeout #2 by Seattle Seahawks,,,14.0,2024,204
2.0,0:25,2.0,5.0,SEA 49,24.0,10.0,Geno Smith pass complete short right to George Holani for -1 yards,1.99,1.16,14.0,2024,204
2.0,0:17,3.0,6.0,SEA 48,24.0,10.0,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by Sean Murphy-Bunting),1.16,-0.19,14.0,2024,204
2.0,0:13,4.0,6.0,SEA 48,24.0,10.0,Michael Dickson punts 47 yards downed by Kenny McIntosh,-0.19,0.38,14.0,2024,204
2.0,0:04,1.0,10.0,ARI 5,24.0,10.0,Kyler Murray kneels for -1 yards,-0.38,-0.85,14.0,2024,204
3.0,15:00,,,ARI 35,24.0,10.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
3.0,15:00,1.0,10.0,SEA 30,24.0,10.0,Zach Charbonnet left tackle for 6 yards (tackle by L.J. Collier),0.94,1.2,14.0,2024,204
3.0,14:18,2.0,4.0,SEA 36,24.0,10.0,Zach Charbonnet up the middle for -1 yards (tackle by Budda Baker),1.2,0.37,14.0,2024,204
3.0,13:38,3.0,5.0,SEA 35,24.0,10.0,Jaxon Smith-Njigba right end for 4 yards (tackle by Budda Baker),0.37,-0.78,14.0,2024,204
3.0,13:06,4.0,1.0,SEA 39,24.0,10.0,"Michael Dickson punts 61 yards, touchback.",-0.78,-0.28,14.0,2024,204
3.0,12:57,1.0,10.0,ARI 20,24.0,10.0,James Conner up the middle for 9 yards (tackle by Tyrice Knight and Ernest Jones),0.28,0.95,14.0,2024,204
3.0,12:24,2.0,1.0,ARI 29,24.0,10.0,James Conner left tackle for -1 yards (tackle by Leonard Williams),0.95,0.1,14.0,2024,204
3.0,11:40,3.0,2.0,ARI 28,24.0,10.0,"James Conner up the middle for 1 yard (tackle by Uchenna Nwosu and Tyrice Knight). Penalty on Jonah Williams: Illegal Formation, 5 yards (declined)",0.1,-1.44,14.0,2024,204
3.0,11:24,4.0,1.0,ARI 29,24.0,10.0,"James Conner up the middle for no gain (tackle by Coby Bryant and Julian Love). Penalty on Paris Johnson: Offensive Holding, 10 yards (accepted) (no play)",-1.44,-2.14,14.0,2024,204
3.0,11:07,4.0,11.0,ARI 19,24.0,10.0,"Chad Ryland punts 44 yards, fair catch by Jaelon Darden at SEA-37",-2.14,-1.4,14.0,2024,204
3.0,10:59,1.0,10.0,SEA 37,24.0,10.0,Geno Smith pass complete short right to AJ Barner for 13 yards (tackle by Mack Wilson),1.4,2.26,14.0,2024,204
3.0,10:14,1.0,10.0,SEA 50,24.0,10.0,Zach Charbonnet up the middle for no gain (tackle by Budda Baker and Jesse Luketa),2.26,1.71,14.0,2024,204
3.0,9:32,2.0,10.0,SEA 50,24.0,10.0,Geno Smith pass complete short right to D.K. Metcalf for 3 yards (tackle by Budda Baker),1.71,1.42,14.0,2024,204
3.0,8:47,3.0,7.0,ARI 47,24.0,10.0,Geno Smith pass complete short right to D.K. Metcalf for 18 yards (tackle by Jalen Thompson),1.42,3.64,14.0,2024,204
3.0,8:19,1.0,10.0,ARI 29,24.0,10.0,Geno Smith pass complete short middle to Zach Charbonnet for 8 yards (tackle by Xavier Thomas),3.64,4.18,14.0,2024,204
3.0,7:40,2.0,2.0,ARI 21,24.0,10.0,Zach Charbonnet left tackle for 7 yards (tackle by Garrett Williams and Jalen Thompson),4.18,4.65,14.0,2024,204
3.0,6:55,1.0,10.0,ARI 14,24.0,10.0,Zach Charbonnet left end for no gain (tackle by Dante Stills and Jesse Luketa),4.65,4.0,14.0,2024,204
3.0,6:18,2.0,10.0,ARI 14,24.0,10.0,"Geno Smith aborted snap, recovered by Jaxon Smith-Njigba at ARI-21 (tackle by Baron Browning)",4.0,2.84,14.0,2024,204
3.0,5:38,3.0,14.0,ARI 18,24.0,10.0,Geno Smith pass incomplete deep right intended for Tyler Lockett (defended by Max Melton),2.84,2.25,14.0,2024,204
3.0,5:33,4.0,14.0,ARI 18,27.0,10.0,Jason Myers 36 yard field goal good,2.25,3.0,14.0,2024,204
3.0,5:29,,,SEA 35,27.0,10.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
3.0,5:29,1.0,10.0,ARI 30,27.0,10.0,Kyler Murray pass complete short middle to Trey McBride for 11 yards (tackle by Riq Woolen and Tyrice Knight),0.94,1.66,14.0,2024,204
3.0,4:49,1.0,10.0,ARI 41,27.0,10.0,Kyler Murray pass incomplete short middle intended for Marvin Harrison (defended by Tyrice Knight),1.66,1.12,14.0,2024,204
3.0,4:46,2.0,10.0,ARI 41,27.0,10.0,Kyler Murray pass incomplete short left intended for Trey McBride (defended by Jarran Reed),1.12,0.43,14.0,2024,204
3.0,4:42,3.0,10.0,ARI 41,27.0,10.0,Kyler Murray pass complete short middle to Emari Demercado for 7 yards (tackle by Leonard Williams and Josh Jobe),0.43,-0.19,14.0,2024,204
3.0,4:00,4.0,3.0,ARI 48,27.0,10.0,Kyler Murray pass complete short middle to Trey McBride for 14 yards (tackle by Riq Woolen),-0.19,3.05,14.0,2024,204
3.0,3:31,1.0,10.0,SEA 38,27.0,10.0,Kyler Murray pass complete short left to Marvin Harrison for 14 yards (tackle by Julian Love and Tyrice Knight),3.05,3.97,14.0,2024,204
3.0,3:06,1.0,10.0,SEA 24,27.0,10.0,Kyler Murray pass complete short left to Trey McBride for 6 yards (tackle by Tyrice Knight),3.97,4.29,14.0,2024,204
3.0,2:50,2.0,4.0,SEA 18,27.0,10.0,James Conner up the middle for 3 yards (tackle by Devon Witherspoon),4.29,4.17,14.0,2024,204
3.0,2:22,3.0,1.0,SEA 15,27.0,10.0,James Conner up the middle for 13 yards (tackle by Riq Woolen and Julian Love),4.17,6.74,14.0,2024,204
3.0,1:51,1.0,2.0,SEA 2,27.0,10.0,Kyler Murray pass incomplete short right intended for Trey McBride (defended by Riq Woolen),6.74,5.72,14.0,2024,204
3.0,1:47,2.0,2.0,SEA 2,27.0,10.0,James Conner left tackle for no gain (tackle by Rayshawn Jenkins and Byron Murphy),5.72,4.95,14.0,2024,204
3.0,1:08,3.0,2.0,SEA 2,27.0,16.0,"Kyler Murray pass complete short middle to James Conner for 2 yards, touchdown",4.95,7.0,14.0,2024,204
3.0,1:05,,,SEA 2,27.0,18.0,"Two Point Attempt: Kyler Murray rushes, conversion succeeds.",1.0,1.0,14.0,2024,204
3.0,1:05,,,ARI 35,27.0,18.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
3.0,1:05,1.0,10.0,SEA 30,27.0,18.0,Geno Smith pass complete short right to Pharaoh Brown for 6 yards (tackle by Mack Wilson and Starling Thomas),0.94,1.2,14.0,2024,204
3.0,0:27,2.0,4.0,SEA 36,27.0,18.0,Kenny McIntosh right tackle for 2 yards (tackle by Kyzir White and Budda Baker),1.2,0.76,14.0,2024,204
4.0,15:00,3.0,2.0,SEA 38,27.0,18.0,"Penalty on Abraham Lucas: False Start, 5 yards (accepted) (no play)",0.76,0.1,14.0,2024,204
4.0,15:00,3.0,7.0,SEA 33,27.0,18.0,Geno Smith pass complete short right to Zach Charbonnet for 1 yard (tackle by Sean Murphy-Bunting),0.1,-1.11,14.0,2024,204
4.0,14:18,4.0,6.0,SEA 34,27.0,18.0,"Michael Dickson punts 58 yards, returned by Greg Dortch for 8 yards (tackle by Dareke Young)",-1.11,0.14,14.0,2024,204
4.0,14:04,1.0,10.0,ARI 16,27.0,18.0,James Conner right tackle for 2 yards (tackle by Derick Hall and Byron Murphy),-0.14,-0.35,14.0,2024,204
4.0,13:40,2.0,8.0,ARI 18,27.0,18.0,"Kyler Murray pass incomplete short right intended for Marvin Harrison. Penalty on Marvin Harrison: Offensive Pass Interference, 9 yards (accepted) (no play)",-0.35,-1.29,14.0,2024,204
4.0,13:34,2.0,17.0,ARI 9,27.0,18.0,Kyler Murray pass complete short middle to Emari Demercado for 3 yards (tackle by Tyrice Knight),-1.29,-1.89,14.0,2024,204
4.0,12:54,3.0,14.0,ARI 12,27.0,18.0,Kyler Murray scrambles left end for 3 yards (tackle by Ernest Jones),-1.89,-2.44,14.0,2024,204
4.0,12:17,4.0,11.0,ARI 15,27.0,18.0,Chad Ryland punts 37 yards out of bounds,-2.44,-2.13,14.0,2024,204
4.0,12:10,1.0,10.0,SEA 48,27.0,18.0,Geno Smith pass incomplete deep left intended for Noah Fant,2.13,1.58,14.0,2024,204
4.0,12:05,2.0,10.0,SEA 48,27.0,18.0,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",1.58,0.91,14.0,2024,204
4.0,12:05,2.0,15.0,SEA 43,27.0,18.0,"Geno Smith pass complete short left to Zach Charbonnet for no gain (tackle by Budda Baker). Penalty on Abraham Lucas: Illegal Shift, 5 yards (declined) . Penalty on Abraham Lucas: Offensive Holding, 10 yards (accepted) (no play)",0.91,-0.44,14.0,2024,204
4.0,11:37,2.0,25.0,SEA 33,27.0,18.0,Geno Smith pass incomplete deep right intended for D.K. Metcalf,-0.44,-1.09,14.0,2024,204
4.0,11:32,3.0,25.0,SEA 33,27.0,18.0,Zach Charbonnet up the middle for 17 yards (tackle by Kyzir White and Jalen Thompson),-1.09,-0.06,14.0,2024,204
4.0,10:50,4.0,8.0,SEA 50,27.0,18.0,Michael Dickson punts 48 yards out of bounds,-0.06,0.38,14.0,2024,204
4.0,10:42,1.0,10.0,ARI 2,27.0,18.0,"Kyler Murray pass incomplete short right intended for Michael Wilson. Penalty on Derick Hall: Defensive Offside, 5 yards (accepted) (no play)",-0.38,-0.19,14.0,2024,204
4.0,10:38,1.0,5.0,ARI 7,27.0,18.0,"James Conner up the middle for 10 yards. James Conner fumbles (tackle by Devon Witherspoon, recovered by Tip Reiman at ARI-23",-0.19,0.48,14.0,2024,204
4.0,10:08,1.0,10.0,ARI 23,27.0,18.0,Kyler Murray pass complete short left to Michael Wilson for 16 yards (tackle by Julian Love),0.48,1.53,14.0,2024,204
4.0,9:52,1.0,10.0,ARI 39,27.0,18.0,Kyler Murray pass complete short right to Trey McBride for 7 yards (tackle by Devon Witherspoon and Coby Bryant),1.53,1.93,14.0,2024,204
4.0,9:21,2.0,3.0,ARI 46,27.0,18.0,Kyler Murray pass complete short right to Trey McBride for 11 yards (tackle by Ernest Jones and Julian Love),1.93,2.72,14.0,2024,204
4.0,8:56,1.0,10.0,SEA 43,27.0,18.0,Kyler Murray scrambles right end for 14 yards (tackle by Julian Love),2.72,3.64,14.0,2024,204
4.0,8:36,1.0,10.0,SEA 29,27.0,18.0,Kyler Murray pass complete short right to Trey Benson for 4 yards (tackle by Tyrice Knight),3.64,3.64,14.0,2024,204
4.0,8:09,2.0,6.0,SEA 25,27.0,18.0,James Conner up the middle for 4 yards (tackle by Leonard Williams),3.64,3.47,14.0,2024,204
4.0,7:26,3.0,2.0,SEA 21,27.0,18.0,Kyler Murray pass incomplete deep left intended for Marvin Harrison,3.47,2.18,14.0,2024,204
4.0,7:20,4.0,2.0,SEA 21,27.0,18.0,Chad Ryland 40 yard field goal no good,2.18,-0.94,14.0,2024,204
4.0,7:16,1.0,10.0,SEA 30,27.0,18.0,Zach Charbonnet up the middle for no gain (tackle by Dante Stills),0.94,0.39,14.0,2024,204
4.0,7:12,,,,,,Timeout #1 by Arizona Cardinals,,,14.0,2024,204
4.0,7:12,2.0,10.0,SEA 30,27.0,18.0,Geno Smith pass complete short left to Zach Charbonnet for 8 yards (tackle by Mack Wilson),0.39,0.76,14.0,2024,204
4.0,6:27,3.0,2.0,SEA 38,27.0,18.0,Geno Smith pass complete short right to D.K. Metcalf for 13 yards (tackle by Budda Baker and Jalen Thompson),0.76,2.32,14.0,2024,204
4.0,5:45,1.0,10.0,ARI 49,27.0,18.0,Zach Charbonnet up the middle for no gain (tackle by Jesse Luketa),2.32,1.78,14.0,2024,204
4.0,5:42,,,,,,Timeout #2 by Arizona Cardinals,,,14.0,2024,204
4.0,5:42,2.0,10.0,ARI 49,27.0,18.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 12 yards (tackle by Budda Baker),1.78,3.12,14.0,2024,204
4.0,5:35,,,,,,Timeout #3 by Arizona Cardinals,,,14.0,2024,204
4.0,5:35,1.0,10.0,ARI 37,27.0,18.0,Kenny McIntosh up the middle for 2 yards (tackle by Budda Baker and Kyzir White),3.12,2.84,14.0,2024,204
4.0,5:07,2.0,8.0,ARI 35,27.0,18.0,Zach Charbonnet left tackle for 6 yards (tackle by Garrett Williams and Darius Robinson),2.84,2.94,14.0,2024,204
4.0,4:21,3.0,2.0,ARI 29,27.0,18.0,Zach Charbonnet up the middle for 10 yards (tackle by Dadrion Taylor-Demerson and Budda Baker),2.94,4.31,14.0,2024,204
4.0,3:35,1.0,10.0,ARI 19,27.0,18.0,Zach Charbonnet left end for -1 yards (tackle by Julian Okwara),4.31,3.63,14.0,2024,204
4.0,2:52,2.0,11.0,ARI 20,27.0,18.0,Kenny McIntosh left tackle for no gain (tackle by Budda Baker),3.63,2.94,14.0,2024,204
4.0,2:08,3.0,11.0,ARI 20,27.0,18.0,Zach Charbonnet left tackle for 3 yards (tackle by Mack Wilson and Kyzir White),2.94,2.31,14.0,2024,204
4.0,2:00,4.0,8.0,ARI 17,30.0,18.0,Jason Myers 35 yard field goal good,2.31,3.0,14.0,2024,204
4.0,1:56,,,SEA 35,30.0,18.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,204
4.0,1:56,1.0,10.0,ARI 30,30.0,18.0,"Penalty on Isaiah Adams: False Start, 5 yards (accepted) (no play)",0.94,0.61,14.0,2024,204
4.0,1:56,1.0,15.0,ARI 25,30.0,18.0,James Conner up the middle for 16 yards (tackle by Josh Jobe and Devon Witherspoon),0.61,1.66,14.0,2024,204
4.0,1:36,1.0,10.0,ARI 41,30.0,18.0,Kyler Murray pass complete short right to Trey McBride for 9 yards (tackle by Devon Witherspoon),1.66,2.34,14.0,2024,204
4.0,1:15,2.0,1.0,ARI 50,30.0,18.0,Kyler Murray pass complete short middle to Marvin Harrison for 15 yards (tackle by Julian Love),2.34,3.25,14.0,2024,204
