Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA,week,year,game_id
4.0,3:51,,,,,,Timeout #2 by Cleveland Browns,,,14.0,2024,199
4.0,3:51,2.0,10.0,PIT 36,14.0,27.0,Jaylen Warren right guard for 1 yard (tackle by Devin Bush and Mohamoud Diabate),0.79,0.23,14.0,2024,199
4.0,3:48,,,,,,Timeout #3 by Cleveland Browns,,,14.0,2024,199
4.0,3:48,3.0,9.0,PIT 37,14.0,27.0,"Penalty on Dan Moore: False Start, 5 yards (accepted) (no play)",0.23,-0.43,14.0,2024,199
4.0,3:48,3.0,14.0,PIT 32,14.0,27.0,Russell Wilson sacked by Myles Garrett for -11 yards,-0.43,-1.96,14.0,2024,199
4.0,3:03,,,,,,Timeout #1 by Pittsburgh Steelers,,,14.0,2024,199
4.0,3:03,4.0,25.0,PIT 21,14.0,27.0,"Corliss Waitman punts 59 yards, recovered by Ben Skowronek at CLE-20 (tackle by Kadarius Toney)",-1.96,4.24,14.0,2024,199
4.0,2:53,1.0,10.0,CLE 20,14.0,27.0,Najee Harris left end for 4 yards (tackle by Jordan Hicks and Martin Emerson),4.24,4.28,14.0,2024,199
4.0,2:48,2.0,6.0,CLE 16,14.0,27.0,Najee Harris up the middle for 1 yard (tackle by Shelby Harris and Jowon Briggs),4.28,3.7,14.0,2024,199
4.0,2:00,3.0,5.0,CLE 15,14.0,27.0,Najee Harris right end for 9 yards (tackle by Jordan Hicks and Denzel Ward),3.7,5.83,14.0,2024,199
4.0,1:16,1.0,6.0,CLE 6,14.0,27.0,Russell Wilson kneels for -1 yards,5.83,4.76,14.0,2024,199
4.0,0:37,2.0,7.0,CLE 7,14.0,27.0,Russell Wilson kneels for -1 yards,4.76,3.58,14.0,2024,199
