Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA,week,year,game_id
2.0,13:42,3.0,13.0,JAX 45,0.0,3.0,Mac Jones scrambles up the middle for 3 yards (tackle by Luke Gifford),0.5,-0.19,14.0,2024,200
2.0,13:04,4.0,10.0,JAX 48,0.0,3.0,Logan Cooke punts 44 yards out of bounds,-0.19,0.38,14.0,2024,200
2.0,12:55,1.0,10.0,TEN 8,0.0,3.0,Tony Pollard left guard for 2 yards (tackle by Arik Armstead),-0.38,-0.63,14.0,2024,200
2.0,12:14,2.0,8.0,TEN 10,0.0,3.0,Tony Pollard right end for 9 yards (tackle by Devin Lloyd and Tyler Lacy),-0.63,0.15,14.0,2024,200
2.0,11:30,1.0,10.0,TEN 19,0.0,3.0,Will Levis pass complete short right to Nick Vannett for 4 yards (tackle by Arik Armstead and Devin Lloyd),0.15,0.28,14.0,2024,200
2.0,10:42,2.0,5.0,TEN 23,0.0,3.0,Tyjae Spears right end for 2 yards (tackle by Foyesade Oluokun),0.28,-0.27,14.0,2024,200
2.0,10:07,3.0,3.0,TEN 25,0.0,3.0,Will Levis pass complete short middle to Chigoziem Okonkwo for 10 yards (tackle by Foyesade Oluokun),-0.27,1.27,14.0,2024,200
2.0,9:33,1.0,10.0,TEN 35,0.0,3.0,Will Levis pass complete short left to Bryce Oliver for 16 yards (tackle by Foyesade Oluokun and Ronald Darby),1.27,2.32,14.0,2024,200
2.0,8:56,1.0,10.0,JAX 49,0.0,3.0,Tony Pollard right guard for no gain (tackle by DaVon Hamilton),2.32,1.85,14.0,2024,200
2.0,8:18,2.0,9.0,JAX 49,0.0,3.0,Will Levis pass complete short left to Calvin Ridley for 9 yards (tackle by Jarrian Jones and Devin Lloyd),1.85,2.28,14.0,2024,200
2.0,7:50,3.0,1.0,JAX 40,0.0,3.0,Will Levis pass complete short middle to Josh Whyle for 23 yards (tackle by Andre Cisco),2.28,4.44,14.0,2024,200
2.0,7:07,1.0,10.0,JAX 17,0.0,3.0,Will Levis pass complete short middle to Tony Pollard for 13 yards (tackle by Devin Lloyd and Tyler Lacy),4.44,6.28,14.0,2024,200
2.0,6:21,1.0,4.0,JAX 4,0.0,3.0,Will Levis pass complete short middle to Calvin Ridley for no gain (tackle by Devin Lloyd and Andre Cisco),6.28,5.34,14.0,2024,200
2.0,5:42,2.0,4.0,JAX 4,0.0,3.0,"Tony Pollard right end for no gain, touchdown. Penalty on Dillon Radunz: Offensive Holding, 10 yards (accepted) (no play)",5.34,3.58,14.0,2024,200
2.0,5:37,2.0,14.0,JAX 14,0.0,3.0,"Will Levis pass incomplete short right intended for Tyler Boyd. Penalty on Jarrian Jones: Defensive Pass Interference, 10 yards (accepted) (no play)",3.58,6.28,14.0,2024,200
2.0,5:33,1.0,4.0,JAX 4,0.0,3.0,Tony Pollard right tackle for 2 yards (tackle by Travon Walker),6.28,5.72,14.0,2024,200
2.0,4:55,2.0,2.0,JAX 2,0.0,3.0,Will Levis pass incomplete short right intended for Calvin Ridley,5.72,4.95,14.0,2024,200
2.0,4:51,3.0,2.0,JAX 2,0.0,3.0,Will Levis pass incomplete short middle intended for Tyler Boyd,4.95,3.25,14.0,2024,200
2.0,4:46,4.0,2.0,JAX 2,0.0,3.0,Will Levis pass incomplete short left intended for Nick Vannett (defended by Andre Cisco),3.25,0.38,14.0,2024,200
2.0,4:41,1.0,10.0,JAX 2,0.0,3.0,Tank Bigsby up the middle for -1 yards (tackle by Jeffery Simmons and Sebastian Joseph-Day),-0.38,-0.85,14.0,2024,200
2.0,4:04,2.0,11.0,JAX 1,0.0,3.0,Tank Bigsby right tackle for 1 yard (tackle by Sebastian Joseph-Day),-0.85,-1.42,14.0,2024,200
2.0,3:18,3.0,10.0,JAX 2,0.0,3.0,Mac Jones pass complete short right to Evan Engram for 11 yards (tackle by Amani Hooker and Chidobe Awuzie),-1.42,-0.32,14.0,2024,200
2.0,2:37,1.0,10.0,JAX 13,0.0,3.0,Mac Jones sacked by Harold Landry for no gain,-0.32,-0.77,14.0,2024,200
2.0,2:00,2.0,10.0,JAX 13,0.0,3.0,Mac Jones pass complete short left to Tank Bigsby for 7 yards (tackle by Jarvis Brownlee),-0.77,-0.59,14.0,2024,200
2.0,1:53,3.0,3.0,JAX 20,0.0,3.0,Mac Jones pass complete short left to Devin Duvernay for 4 yards (tackle by Jarvis Brownlee),-0.59,0.54,14.0,2024,200
2.0,1:28,1.0,10.0,JAX 24,0.0,3.0,Mac Jones pass complete short left to Evan Engram for 8 yards (tackle by Luke Gifford and Jarvis Brownlee),0.54,1.08,14.0,2024,200
2.0,1:07,2.0,2.0,JAX 32,0.0,3.0,Mac Jones pass incomplete short left intended for Evan Engram (defended by Jeffery Simmons),1.08,0.37,14.0,2024,200
2.0,1:03,3.0,2.0,JAX 32,0.0,3.0,Mac Jones pass complete short right to Devin Duvernay for 5 yards (tackle by Amani Hooker),0.37,1.4,14.0,2024,200
2.0,0:46,1.0,10.0,JAX 37,0.0,3.0,Mac Jones pass complete short right to Travis Etienne for 5 yards (tackle by Luke Gifford),1.4,1.53,14.0,2024,200
2.0,0:38,,,,,,Timeout #2 by Jacksonville Jaguars,,,14.0,2024,200
2.0,0:38,2.0,5.0,JAX 42,0.0,3.0,Mac Jones pass complete short right to Travis Etienne for 15 yards (tackle by Otis Reese),1.53,2.72,14.0,2024,200
2.0,0:30,1.0,10.0,TEN 43,0.0,3.0,Mac Jones pass complete short middle to Evan Engram for 7 yards (tackle by Daryl Worley),2.72,3.12,14.0,2024,200
2.0,0:09,2.0,3.0,TEN 36,0.0,3.0,"Mac Jones pass complete short left to Evan Engram for no gain (tackle by Otis Reese). Penalty on Brian Thomas: Offensive Pass Interference, 10 yards (accepted) (no play)",3.12,1.77,14.0,2024,200
2.0,0:07,,,,,,Timeout #1 by Tennessee Titans,,,14.0,2024,200
2.0,0:07,2.0,13.0,TEN 46,0.0,3.0,Mac Jones pass short left intended for Tank Bigsby is intercepted by Otis Reese at TEN-49 and returned for 2 yards (tackle by Tank Bigsby),1.77,-2.32,14.0,2024,200
2.0,0:01,1.0,10.0,JAX 49,0.0,3.0,"Will Levis sacked by Josh Hines-Allen for -13 yards. Will Levis fumbles (forced by Josh Hines-Allen), recovered by JC Latham at TEN-38 (tackle by Josh Hines-Allen)",2.32,0.02,14.0,2024,200
3.0,15:00,,,TEN 35,0.0,3.0,"Nick Folk kicks off 57 yards, returned by Keilan Robinson for 20 yards (tackle by Luke Gifford and Otis Reese). Penalty on Yasir Abdullah: Offensive Holding, 10 yards (accepted)",0.0,0.04,14.0,2024,200
3.0,14:53,1.0,10.0,JAX 18,0.0,3.0,Tank Bigsby left tackle for 4 yards (tackle by Jeffery Simmons),0.04,0.14,14.0,2024,200
3.0,14:14,2.0,6.0,JAX 22,0.0,3.0,Mac Jones pass incomplete short left intended for Evan Engram,0.14,-0.66,14.0,2024,200
3.0,14:11,3.0,6.0,JAX 22,0.0,3.0,Mac Jones pass incomplete short left intended for Brian Thomas (defended by T'Vondre Sweat),-0.66,-1.9,14.0,2024,200
3.0,14:08,4.0,6.0,JAX 22,0.0,3.0,"Logan Cooke punts, returned by Mason Kinsey for no gain (tackle by Ross Matiscik). Penalty on Tim Jones: Player Out of Bounds on Kick, 5 yards (offset) . Penalty on Kendell Brooks: Illegal Block Above the Waist, 10 yards (offset) (no play)",-1.9,-1.9,14.0,2024,200
3.0,13:58,4.0,6.0,JAX 22,0.0,3.0,"Logan Cooke punts 49 yards, fair catch by Mason Kinsey at TEN-29",-1.9,-0.87,14.0,2024,200
3.0,13:50,1.0,10.0,TEN 29,0.0,3.0,Tony Pollard up the middle for 11 yards (tackle by Travon Walker),0.87,1.6,14.0,2024,200
3.0,13:20,1.0,10.0,TEN 40,0.0,3.0,Tony Pollard right end for no gain (tackle by Montaric Brown),1.6,1.05,14.0,2024,200
3.0,12:47,2.0,10.0,TEN 40,0.0,3.0,Will Levis pass incomplete short right intended for Tyjae Spears,1.05,0.37,14.0,2024,200
3.0,12:38,3.0,10.0,TEN 40,0.0,3.0,Will Levis pass incomplete short left intended for Calvin Ridley (defended by Montaric Brown),0.37,-0.72,14.0,2024,200
3.0,12:32,4.0,10.0,TEN 40,0.0,3.0,"Ryan Stonehouse punts 52 yards, returned by Devin Duvernay for 14 yards (tackle by Otis Reese). Penalty on Montaric Brown: Illegal Use of Hands / Defense, 4 yards (accepted)",-0.72,0.38,14.0,2024,200
3.0,12:18,1.0,10.0,JAX 4,0.0,3.0,Tank Bigsby up the middle for 3 yards (tackle by Keondre Coburn),-0.38,-0.56,14.0,2024,200
3.0,11:40,2.0,7.0,JAX 7,0.0,3.0,Mac Jones pass complete short right to Devin Duvernay for -1 yards (tackle by Jarvis Brownlee),-0.56,-1.19,14.0,2024,200
3.0,10:56,3.0,8.0,JAX 6,0.0,3.0,Mac Jones pass complete short right to Evan Engram for 7 yards (tackle by Luke Gifford),-1.19,-2.49,14.0,2024,200
3.0,10:15,4.0,1.0,JAX 13,0.0,3.0,"Logan Cooke punts 53 yards, fair catch by Mason Kinsey at TEN-34",-2.49,-1.2,14.0,2024,200
3.0,10:07,1.0,10.0,TEN 34,0.0,3.0,Will Levis pass incomplete short right intended for David Martin-Robinson,1.2,0.66,14.0,2024,200
3.0,10:03,2.0,10.0,TEN 34,0.0,3.0,Tony Pollard right guard for 4 yards (tackle by Montaric Brown),0.66,0.5,14.0,2024,200
3.0,9:24,3.0,6.0,TEN 38,0.0,3.0,Will Levis pass complete short right to Tyler Boyd for 7 yards (tackle by Jarrian Jones),0.5,1.93,14.0,2024,200
3.0,8:45,1.0,10.0,TEN 45,0.0,3.0,Will Levis pass complete deep left to Nick Westbrook-Ikhine for 19 yards (tackle by Antonio Johnson),1.93,3.18,14.0,2024,200
3.0,8:20,1.0,10.0,JAX 36,0.0,3.0,Will Levis pass complete short middle to Tyjae Spears for 2 yards (tackle by Foyesade Oluokun),3.18,2.91,14.0,2024,200
3.0,7:42,2.0,8.0,JAX 34,0.0,3.0,Will Levis pass complete short middle to Calvin Ridley for 4 yards (tackle by Montaric Brown),2.91,2.74,14.0,2024,200
3.0,7:09,3.0,4.0,JAX 30,0.0,3.0,Will Levis pass complete short left to Chigoziem Okonkwo for 4 yards (tackle by Antonio Johnson),2.74,3.84,14.0,2024,200
3.0,6:37,1.0,10.0,JAX 26,0.0,3.0,Tony Pollard up the middle for 3 yards (tackle by Tyler Lacy and Ventrell Miller),3.84,3.7,14.0,2024,200
3.0,6:01,2.0,7.0,JAX 23,0.0,3.0,Will Levis pass complete short left to Chigoziem Okonkwo for -6 yards (tackle by Josh Hines-Allen),3.7,2.21,14.0,2024,200
3.0,5:14,3.0,13.0,JAX 29,0.0,3.0,Will Levis pass complete short left to Josh Whyle for 8 yards (tackle by Antonio Johnson and Tyson Campbell),2.21,2.11,14.0,2024,200
3.0,4:35,4.0,5.0,JAX 21,0.0,6.0,Nick Folk 39 yard field goal good,2.11,3.0,14.0,2024,200
3.0,4:30,,,TEN 35,0.0,6.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,200
3.0,4:30,1.0,10.0,JAX 30,0.0,6.0,Mac Jones pass complete short right to Brian Thomas for 5 yards (tackle by Jarvis Brownlee),0.94,1.07,14.0,2024,200
3.0,4:00,2.0,5.0,JAX 35,0.0,6.0,Mac Jones pass complete short right to Brian Thomas for 8 yards (tackle by Jarvis Brownlee),1.07,1.8,14.0,2024,200
3.0,3:34,1.0,10.0,JAX 43,0.0,6.0,Mac Jones pass complete short right to Brian Thomas for 5 yards,1.8,1.93,14.0,2024,200
3.0,3:02,2.0,5.0,JAX 48,0.0,6.0,Mac Jones pass complete short right to Brian Thomas for 6 yards (tackle by Chidobe Awuzie),1.93,2.52,14.0,2024,200
3.0,2:18,1.0,10.0,TEN 46,0.0,6.0,Tank Bigsby right end for 8 yards (tackle by Amani Hooker),2.52,3.06,14.0,2024,200
3.0,1:44,2.0,2.0,TEN 38,0.0,6.0,Tank Bigsby up the middle for 7 yards (tackle by Daryl Worley and Arden Key),3.06,3.51,14.0,2024,200
3.0,1:13,1.0,10.0,TEN 31,0.0,6.0,Tank Bigsby left tackle for -1 yards (tackle by Luke Gifford),3.51,2.83,14.0,2024,200
3.0,0:36,2.0,11.0,TEN 32,0.0,6.0,Mac Jones pass complete short right to Parker Washington for 8 yards (tackle by Daryl Worley),2.83,3.2,14.0,2024,200
4.0,15:00,3.0,3.0,TEN 24,0.0,6.0,Tank Bigsby up the middle for 1 yard (tackle by Arden Key and Sebastian Joseph-Day),3.2,2.05,14.0,2024,200
4.0,14:13,4.0,2.0,TEN 23,0.0,6.0,Tank Bigsby up the middle for 12 yards (tackle by Jarvis Brownlee and Amani Hooker),2.05,4.84,14.0,2024,200
4.0,13:28,1.0,10.0,TEN 11,0.0,6.0,Travis Etienne up the middle for 1 yard (tackle by Amani Hooker),4.84,4.32,14.0,2024,200
4.0,12:53,2.0,9.0,TEN 10,0.0,6.0,Mac Jones pass complete short left to Brian Thomas for 5 yards (tackle by Darrell Baker),4.32,4.44,14.0,2024,200
4.0,12:18,3.0,4.0,TEN 5,0.0,6.0,Mac Jones pass incomplete short right intended for Brian Thomas,4.44,3.01,14.0,2024,200
4.0,12:12,4.0,4.0,TEN 5,3.0,6.0,Cam Little 23 yard field goal good,3.01,3.0,14.0,2024,200
4.0,12:09,,,JAX 35,3.0,6.0,"Cam Little kicks off 65 yards, returned by Tyjae Spears for 33 yards (tackle by Caleb Johnson)",0.0,0.81,14.0,2024,200
4.0,12:03,1.0,10.0,TEN 28,3.0,6.0,Tony Pollard up the middle for 21 yards (tackle by Darnell Savage),0.81,2.19,14.0,2024,200
4.0,11:37,1.0,10.0,TEN 49,3.0,6.0,Tony Pollard left guard for 4 yards (tackle by Devin Lloyd and Tyler Lacy),2.19,2.19,14.0,2024,200
4.0,11:00,2.0,6.0,JAX 47,3.0,6.0,Will Levis pass incomplete short left intended for Calvin Ridley (defended by Jarrian Jones),2.19,1.49,14.0,2024,200
4.0,10:52,3.0,6.0,JAX 47,3.0,6.0,Will Levis sacked by Jarrian Jones for -9 yards,1.49,-0.46,14.0,2024,200
4.0,10:15,4.0,15.0,TEN 44,3.0,6.0,"Ryan Stonehouse punts 45 yards, returned by Devin Duvernay for 8 yards (tackle by Bryce Oliver)",-0.46,-0.15,14.0,2024,200
4.0,10:07,1.0,10.0,JAX 19,3.0,6.0,Mac Jones pass complete deep right to Brian Thomas for 21 yards (tackle by Darrell Baker),0.15,1.6,14.0,2024,200
4.0,9:41,1.0,10.0,JAX 40,3.0,6.0,Travis Etienne up the middle for 11 yards (tackle by Chidobe Awuzie),1.6,2.32,14.0,2024,200
4.0,9:18,1.0,10.0,TEN 49,3.0,6.0,Travis Etienne up the middle for 1 yard (tackle by Luke Gifford),2.32,1.92,14.0,2024,200
4.0,8:40,2.0,9.0,TEN 48,3.0,6.0,Mac Jones pass complete short right to Brian Thomas for 5 yards (tackle by Daryl Worley),1.92,1.88,14.0,2024,200
4.0,8:02,3.0,4.0,TEN 43,3.0,6.0,Mac Jones pass complete deep left to Brian Thomas for 31 yards (tackle by Daryl Worley),1.88,4.78,14.0,2024,200
4.0,7:33,1.0,10.0,TEN 12,3.0,6.0,Tank Bigsby left guard for 4 yards (tackle by Arden Key),4.78,4.83,14.0,2024,200
4.0,6:51,2.0,6.0,TEN 8,9.0,6.0,"Tank Bigsby left tackle for 8 yards, touchdown",4.83,7.0,14.0,2024,200
4.0,6:46,,,TEN 15,10.0,6.0,Cam Little kicks extra point good,0.0,0.0,14.0,2024,200
4.0,6:46,,,JAX 35,10.0,6.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,200
4.0,6:46,1.0,10.0,TEN 30,10.0,6.0,Will Levis pass complete deep middle to Calvin Ridley for 30 yards (tackle by Montaric Brown),0.94,2.92,14.0,2024,200
4.0,6:11,1.0,10.0,JAX 40,10.0,6.0,Tony Pollard up the middle for -2 yards (tackle by DaVon Hamilton),2.92,2.1,14.0,2024,200
4.0,5:37,2.0,12.0,JAX 42,10.0,6.0,Will Levis pass complete short right to Tony Pollard for 9 yards (tackle by Jarrian Jones and Montaric Brown),2.1,2.61,14.0,2024,200
4.0,5:07,3.0,3.0,JAX 33,10.0,6.0,Tony Pollard up the middle for 5 yards (tackle by Foyesade Oluokun),2.61,3.71,14.0,2024,200
4.0,4:27,1.0,10.0,JAX 28,10.0,6.0,Tyjae Spears left end for 8 yards (tackle by Darnell Savage and Foyesade Oluokun),3.71,4.25,14.0,2024,200
4.0,3:48,2.0,2.0,JAX 20,10.0,6.0,Tyjae Spears right end for 1 yard (tackle by Foyesade Oluokun and Devin Lloyd),4.25,3.72,14.0,2024,200
4.0,3:11,3.0,1.0,JAX 19,10.0,6.0,Will Levis up the middle for 3 yards (tackle by Ventrell Miller),3.72,4.51,14.0,2024,200
4.0,2:32,1.0,10.0,JAX 16,10.0,6.0,Tony Pollard right end for 3 yards (tackle by Travon Walker and DaVon Hamilton),4.51,4.39,14.0,2024,200
4.0,2:00,2.0,7.0,JAX 13,10.0,6.0,Tony Pollard right tackle for 2 yards (tackle by DaVon Hamilton and Foyesade Oluokun),4.39,3.94,14.0,2024,200
4.0,1:21,3.0,5.0,JAX 11,10.0,6.0,Will Levis pass complete short right to Calvin Ridley for 2 yards,3.94,2.93,14.0,2024,200
4.0,1:15,4.0,3.0,JAX 9,10.0,6.0,Will Levis pass incomplete short right intended for Nick Westbrook-Ikhine,2.93,0.38,14.0,2024,200
4.0,1:11,1.0,10.0,JAX 9,10.0,6.0,"Tank Bigsby up the middle for 1 yard (tackle by Jeffery Simmons). Penalty on Tim Jones: Illegal Shift, 5 yards (declined)",-0.38,-0.71,14.0,2024,200
4.0,1:07,2.0,9.0,JAX 10,10.0,6.0,Tank Bigsby right guard for no gain (tackle by Otis Reese and Sebastian Joseph-Day),-0.71,-1.3,14.0,2024,200
4.0,1:03,,,,,,Timeout #1 by Tennessee Titans,,,14.0,2024,200
4.0,1:03,3.0,9.0,JAX 10,10.0,6.0,Tank Bigsby up the middle for 4 yards (tackle by Sebastian Joseph-Day),-1.3,-2.47,14.0,2024,200
4.0,0:59,,,,,,Timeout #2 by Tennessee Titans,,,14.0,2024,200
4.0,0:59,4.0,5.0,JAX 14,10.0,6.0,"Logan Cooke punts 52 yards, returned by Mason Kinsey for 6 yards (tackle by Josiah Deguara)",-2.47,-1.6,14.0,2024,200
4.0,0:49,1.0,10.0,TEN 40,10.0,6.0,Will Levis pass incomplete deep right intended for Chigoziem Okonkwo (defended by Montaric Brown),1.6,1.05,14.0,2024,200
4.0,0:43,2.0,10.0,TEN 40,10.0,6.0,Will Levis pass incomplete short left intended for Tyler Boyd (defended by Jarrian Jones),1.05,0.37,14.0,2024,200
4.0,0:38,3.0,10.0,TEN 40,10.0,6.0,Will Levis pass incomplete short middle intended for Calvin Ridley (defended by Andre Cisco),0.37,-0.72,14.0,2024,200
4.0,0:34,4.0,10.0,TEN 40,10.0,6.0,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",-0.72,-1.04,14.0,2024,200
4.0,0:34,,,,,,Timeout #1 by Jacksonville Jaguars,,,14.0,2024,200
4.0,0:34,4.0,15.0,TEN 35,10.0,6.0,Will Levis pass incomplete deep middle intended for Tyler Boyd,-1.04,-3.25,14.0,2024,200
4.0,0:28,1.0,10.0,TEN 35,10.0,6.0,Mac Jones kneels for -2 yards,3.25,2.43,14.0,2024,200
