Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Unnamed: 23_level_0,Unnamed: 24_level_0,Player_URL
42,Rashan Gary,27,GNB,RDE,17,17,0,0,0,0,1,1,0,1,0,0,7.5,47,26,21,9,15,0,PB,
43,Davon Godchaux,30,NWE,NT,17,17,0,0,0,0,1,0,0,0,0,0,0.0,67,24,43,1,1,0,,
44,Jared Goff,30,DET,QB,17,17,0,0,0,0,0,0,6,2,0,0,0.0,0,0,0,0,0,0,"PB,AP MVP-5,AP OPoY-9",
45,Carl Granderson,28,NOR,RDE,17,17,0,0,0,0,4,1,0,0,0,0,5.5,61,36,25,9,13,0,,
46,Jonathan Greenard,27,MIN,ROLB,17,17,0,0,0,0,3,4,0,0,0,0,12.0,59,41,18,18,22,0,"PB,AP DPoY-11",
47,Kyle Hamilton,23,BAL,SS,17,17,1,0,0,0,9,2,0,1,8,0,2.0,107,77,30,4,6,0,"PB,AP-2,AP DPoY-9",
48,Trey Hendrickson,30,CIN,RDE,17,17,0,0,0,0,6,2,0,0,0,0,17.5,46,33,13,19,36,0,"PB,AP-1,AP DPoY-2",
49,Daiyan Henley,25,LAC,LILB,17,17,1,4,0,4,8,0,0,0,0,0,1.0,147,84,63,7,3,0,,
50,Derrick Henry,30,BAL,RB,17,17,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2,AP OPoY-4",
51,Justin Herbert,26,LAC,QB,17,17,0,0,0,0,0,0,6,4,-6,0,0.0,0,0,0,0,0,0,"AP MVP-9,AP CPoY-12",
52,Cameron Heyward,35,PIT,LDE,17,17,0,0,0,0,11,0,0,0,0,0,8.0,71,35,36,12,20,0,"PB,AP-1,AP DPoY-13,AP CPoY-9",
53,Malik Hooker,28,DAL,SS,17,17,2,20,0,21,5,0,0,0,0,0,0.0,81,51,30,3,1,0,,
54,Creed Humphrey,25,KAN,C,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1",
55,Danielle Hunter,30,HOU,RDE,17,17,0,0,0,0,3,1,0,0,0,0,12.0,46,31,15,17,23,0,"PB,AP DPoY-22",
56,Lamar Jackson,27,BAL,QB,17,17,0,0,0,0,0,0,10,5,-28,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-2,AP OPoY-2",
57,Michael Jackson,27,CAR,RCB,17,17,2,20,0,19,17,0,0,0,0,0,0.0,76,58,18,3,0,0,,
58,Josh Jacobs,26,GNB,RB,17,17,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,"PB,AP OPoY-11",
59,Grady Jarrett,31,ATL,LDE,17,17,0,0,0,0,0,0,0,0,0,0,2.5,53,30,23,9,12,0,,
60,Justin Jefferson,25,MIN,WR,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP OPoY-7",
61,John Jenkins,35,LVR,LDT,17,17,0,0,0,0,2,0,0,0,0,0,1.0,46,13,33,3,4,0,,
62,Jaylon Johnson,25,CHI,RCB,17,17,2,11,0,9,8,1,0,0,0,0,0.0,53,42,11,7,0,0,PB,
63,Aaron Jones,30,MIN,RB,17,17,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,,
64,D.J. Jones,29,DEN,NT,17,17,0,0,0,0,3,0,0,1,0,0,1.0,42,21,21,1,3,0,,
65,Jaylon Jones,22,IND,LCB,17,17,2,5,0,5,12,1,0,0,0,0,0.0,100,66,34,3,0,0,,
66,Robert Jones,25,MIA,LG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
67,Cameron Jordan,35,NOR,LDE,17,17,1,0,0,0,4,0,0,0,0,0,4.0,34,18,16,7,8,0,,
68,Kerby Joseph,24,DET,FS,17,17,9,99,1,33,12,0,0,0,0,0,0.0,83,58,25,1,1,0,"AP-1,AP DPoY-6",
69,Javon Kinlaw,27,NYJ,RDT,17,17,0,0,0,0,0,2,0,1,4,0,4.5,40,27,13,5,5,0,,
70,Tucker Kraft,24,GNB,TE,17,17,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,,
71,Harold Landry,28,TEN,ROLB,17,17,0,0,0,0,4,0,0,0,0,0,9.0,71,42,29,15,15,1,,
72,JC Latham,21,TEN,LT,17,17,0,0,0,0,0,0,0,3,4,0,0.0,0,0,0,0,0,0,,
73,Tyler Linderbaum,24,BAL,C,17,17,0,0,0,0,0,0,2,0,-13,0,0.0,0,0,0,0,0,0,PB,
74,Drake London,23,ATL,WR,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
75,Julian Love,26,SEA,FS,17,17,3,33,0,26,12,2,0,1,6,0,0.0,109,79,30,3,0,0,,
76,Frankie Luvu,28,WAS,RLB,17,17,1,0,0,0,7,1,0,2,5,0,8.0,99,54,45,12,14,0,AP-2,
77,Nnamdi Madubuike,27,BAL,DT,17,17,0,0,0,0,1,1,0,0,0,0,6.5,43,21,22,11,17,0,PB,
78,Tyrann Mathieu,32,NOR,FS,17,17,3,29,0,23,7,2,0,1,0,0,0.0,62,47,15,1,0,0,,
79,Jake Matthews,32,ATL,LT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
80,Baker Mayfield,29,TAM,QB,17,17,0,0,0,0,0,0,13,8,-18,0,0.0,0,0,0,0,0,0,"PB,AP MVP-11,AP OPoY-11",
81,Zyon McCollum,25,TAM,RCB,17,17,2,4,0,4,17,0,0,1,0,0,0.0,82,55,27,1,0,0,,
82,Isaiah McDuffie,25,GNB,RLB,17,17,0,0,0,0,3,1,0,0,0,0,0.5,97,46,51,3,3,0,,
83,Xavier McKinney,26,GNB,FS,17,17,8,128,0,48,11,0,1,1,7,0,1.0,88,60,28,2,1,0,"PB,AP-1,AP DPoY-8",
84,Terry McLaurin,29,WAS,WR,17,17,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2",
85,Patrick Mekari,27,BAL,LG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
86,Kolton Miller,29,LVR,LT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
87,Tre'von Moehrig,25,LVR,SS,17,17,2,28,0,16,10,0,0,2,0,0,1.0,104,64,40,5,3,0,,
88,D.J. Moore,27,CHI,WR,17,17,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
89,Mitch Morse,32,JAX,C,17,17,0,0,0,0,0,0,2,1,-7,0,0.0,0,0,0,0,0,0,,
90,Byron Murphy,26,MIN,RCB,17,17,6,2,0,2,14,1,0,0,0,0,0.0,81,62,19,6,0,0,PB,
91,Kyler Murray,27,ARI,QB,17,17,0,0,0,0,0,0,8,3,-4,0,0.0,0,0,0,0,0,0,AP CPoY-10,
92,Bo Nix,24,DEN,QB,17,17,0,0,0,0,0,0,3,2,-2,0,0.0,0,0,0,0,0,0,AP ORoY-3,
93,Brian O'Neill,29,MIN,RT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB,
94,Osa Odighizuwa,26,DAL,LDT,17,17,0,0,0,0,1,1,0,0,0,0,4.5,47,25,22,5,23,0,,
95,Otito Ogbonnia,24,LAC,NT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,37,14,23,0,3,0,,
96,Michael Onwenu,27,NWE,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
97,Daron Payne,27,WAS,RDT,17,17,0,0,0,0,2,0,0,0,0,0,4.0,42,22,20,5,7,0,,
98,Harrison Phillips,28,MIN,NT,17,17,0,0,0,0,4,1,0,1,0,0,2.0,56,16,40,2,5,0,,
99,Germaine Pratt,28,CIN,MLB,17,17,2,26,0,24,6,2,0,2,9,0,0.0,143,80,63,5,4,0,,
100,Patrick Queen,25,PIT,LILB,17,17,0,0,0,0,7,2,0,1,0,0,1.0,129,65,64,6,5,0,PB,
101,Jalen Ramsey,30,MIA,LCB,17,17,2,7,0,7,11,0,0,0,0,0,1.0,60,39,21,6,4,0,,
102,Bijan Robinson,22,ATL,RB,17,17,0,0,0,0,0,0,1,4,-21,0,0.0,0,0,0,0,0,0,PB,
103,Aaron Rodgers,41,NYJ,QB,17,17,0,0,0,0,0,0,5,3,0,0,0.0,0,0,0,0,0,0,AP CPoY-7,
104,Coleman Shelton,29,CHI,C,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
105,John Simpson,27,NYJ,LG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
106,Tedarrell Slaton,27,GNB,LDT,17,17,0,0,0,0,0,0,0,0,0,0,1.0,30,15,15,2,3,0,,
107,Geno Smith,34,SEA,QB,17,17,0,0,0,0,0,0,9,6,-47,0,0.0,0,0,0,0,0,0,,
108,Mazi Smith,23,DAL,RDT,17,17,0,0,0,0,0,0,0,0,0,0,1.0,41,22,19,4,3,0,,
109,Robert Spillane,29,LVR,MLB,17,17,2,0,0,0,7,0,0,0,0,0,2.0,158,91,67,10,3,0,,
110,Amon-Ra St. Brown,25,DET,WR,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP OPoY-11",
111,Ronnie Stanley,30,BAL,LT,17,17,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,PB,
112,Brandon Stephens,27,BAL,RCB,17,17,0,0,0,0,10,0,0,0,0,0,1.5,70,59,11,3,2,0,,
113,Grover Stewart,31,IND,NT,17,17,0,0,0,0,3,1,0,1,0,0,3.5,74,29,45,10,6,0,,
114,Derek Stingley Jr.,23,HOU,LCB,17,17,5,48,0,31,18,0,0,0,0,0,0.0,54,37,17,4,0,0,"PB,AP-1,AP DPoY-17",
115,Geno Stone,25,CIN,SS,17,17,4,88,1,49,6,0,0,1,6,0,0.0,81,47,34,0,4,0,,
116,C.J. Stroud,23,HOU,QB,17,17,0,0,0,0,0,0,6,1,-4,0,0.0,0,0,0,0,0,0,,
117,D'Andre Swift,25,CHI,RB,17,17,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
118,Cam Taylor-Britt,25,CIN,LCB,17,17,3,79,1,51,16,0,0,0,0,0,0.5,77,58,19,1,1,0,,
119,AJ Terrell,26,ATL,LCB,17,17,2,1,0,1,6,0,0,0,0,0,0.0,66,50,16,2,0,0,,
120,Joe Tippmann,23,NYJ,C,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
121,Laken Tomlinson,32,SEA,LG,17,17,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,,
122,Andrew Van Ginkel,29,MIN,RLB,17,17,2,73,2,63,6,1,0,0,0,0,11.5,79,50,29,18,19,0,"PB,AP-2,AP DPoY-7",
123,Greg Van Roten,34,NYG,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
124,Bobby Wagner,34,WAS,MLB,17,17,0,0,0,0,4,1,0,2,0,0,2.0,132,75,57,10,8,0,"PB,AP-2,AP DPoY-17",
125,DeMarcus Walker,30,CHI,RDE,17,17,0,0,0,0,0,0,0,0,0,0,3.5,47,25,22,7,16,0,,
126,Travon Walker,24,JAX,RDE,17,17,0,0,0,0,1,2,0,1,35,1,10.5,61,31,30,13,15,0,,
127,Fred Warner,28,SFO,MLB,17,17,2,70,1,45,7,4,0,0,0,0,1.0,131,76,55,5,2,0,"PB,AP-1",
128,T.J. Watt,30,PIT,LOLB,17,17,0,0,0,0,4,6,0,2,0,0,11.5,61,40,21,19,27,0,"PB,AP-2,AP DPoY-4",
129,Kyzir White,28,ARI,RILB,17,17,1,0,0,0,3,0,0,1,0,0,2.5,137,60,77,9,8,0,,
130,Caleb Williams,23,CHI,QB,17,17,0,0,0,0,0,0,10,4,-7,0,0.0,0,0,0,0,0,0,AP ORoY-10,
131,Quincy Williams,28,NYJ,LILB,17,17,0,0,0,0,4,4,0,3,19,0,2.0,116,74,42,14,2,0,,
132,Donovan Wilson,29,DAL,FS,17,17,1,0,0,0,5,2,0,1,0,0,4.5,82,44,38,6,4,0,,
133,Garrett Wilson,24,NYJ,WR,17,17,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
134,Devon Witherspoon,24,SEA,LCB,17,17,0,0,0,0,9,1,0,0,0,0,1.0,98,66,32,6,1,0,PB,
135,Xavier Woods,29,CAR,FS,17,17,3,70,0,33,6,0,0,0,0,0,0.0,119,72,47,2,0,0,,
136,De'Von Achane,23,MIA,RB,17,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
137,Bobby Brown,24,LAR,NT,17,16,0,0,0,0,1,0,0,0,0,0,0.0,44,16,28,4,1,0,,
138,Adam Butler,30,LVR,RDT,17,16,0,0,0,0,2,1,0,0,0,0,5.0,65,36,29,8,10,0,,
139,John Franklin-Myers,28,DEN,RDE,17,16,0,0,0,0,0,0,0,0,0,0,7.0,40,18,22,8,18,0,,
140,Marvin Harrison Jr.,22,ARI,WR,17,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
141,Jack Jones,27,LVR,LCB,17,16,3,53,1,29,16,0,0,0,0,0,0.0,69,52,17,3,0,0,,
142,Quentin Lake,25,LAR,SS,17,16,0,0,0,0,5,0,0,0,0,0,2.0,111,73,38,1,2,0,,
143,David Onyemata,32,ATL,RDE,17,16,0,0,0,0,1,0,0,0,0,0,3.0,45,23,22,8,5,0,,
144,Mike Sainristil,24,WAS,RCB,17,16,2,38,0,38,14,1,0,1,0,0,0.0,93,62,31,1,0,0,AP DRoY-9,
145,Jamien Sherwood,24,NYJ,RILB,17,16,0,0,0,0,3,0,0,0,0,0,2.0,158,98,60,10,2,0,,
146,Jaxon Smith-Njigba,22,SEA,WR,17,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,PB,
147,T'Vondre Sweat,23,TEN,NT,17,16,0,0,0,0,1,1,0,1,30,0,1.0,51,22,29,4,3,0,AP DRoY-12,
148,Jahlani Tavai,28,NWE,RILB,17,16,1,0,0,0,5,0,0,0,0,0,1.0,115,58,57,7,2,0,,
149,O'Cyrus Torrence,24,BUF,RG,17,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,
150,Kobie Turner,25,LAR,LDE,17,16,0,0,0,0,4,1,0,1,0,0,8.0,62,35,27,10,13,0,,
151,Jared Verse,24,LAR,ROLB,17,16,0,0,0,0,2,2,0,2,0,0,4.5,66,36,30,11,18,0,"PB,AP DRoY-1",
152,Byron Young,26,LAR,LOLB,17,16,0,0,0,0,1,1,0,0,0,0,7.5,62,34,28,12,13,1,,
153,Nik Bonitto,25,DEN,ROLB,17,15,1,71,1,71,4,2,0,1,50,1,13.5,48,33,15,16,24,0,"PB,AP-2,AP DPoY-9",
154,L.J. Collier,29,ARI,LDE,17,15,0,0,0,0,2,0,0,1,0,0,3.5,29,13,16,4,6,0,,
155,Martin Emerson,24,CLE,RCB,17,15,0,0,0,0,5,1,0,1,2,0,0.0,80,62,18,3,0,0,,
156,Benito Jones,27,MIA,RDE,17,15,0,0,0,0,0,0,0,0,0,0,0.0,24,9,15,4,3,0,,
157,Travis Jones,25,BAL,NT,17,15,0,0,0,0,0,0,0,0,0,0,1.0,42,22,20,4,4,0,,
158,Matt Judon,32,ATL,ROLB,17,15,1,27,1,27,5,0,0,0,0,0,5.5,41,25,16,7,9,0,,
159,Kyle Juszczyk,33,SFO,FB,17,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2",
160,Will McDonald,25,NYJ,LDE,17,15,0,0,0,0,3,2,0,1,0,0,10.5,28,18,10,11,24,0,,
161,Keisean Nixon,27,GNB,LCB,17,15,1,16,0,16,7,3,0,0,0,0,3.0,88,61,27,8,6,0,,
162,Matt Pryor,30,CHI,RG,17,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
163,Drew Sample,28,CIN,TE,17,15,0,0,0,0,0,1,1,0,0,0,0.0,1,0,1,0,0,0,,
164,Alontae Taylor,26,NOR,LCB,17,15,0,0,0,0,16,2,0,0,0,0,4.0,89,61,28,7,6,0,,
165,Starling Thomas,24,ARI,RCB,17,15,0,0,0,0,6,1,0,0,0,0,0.0,47,31,16,1,0,0,,
166,Jalen Tolbert,25,DAL,WR,17,15,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,
167,Cody Barton,28,DEN,LILB,17,14,2,71,0,56,5,1,0,1,52,1,1.5,106,53,53,2,2,0,,
168,Keeanu Benton,23,PIT,NT,17,14,1,11,0,11,6,0,0,1,0,0,1.0,36,16,20,2,8,0,,
169,Jarvis Brownlee,23,TEN,LCB,17,14,1,2,0,2,9,0,0,1,0,0,0.0,75,46,29,7,0,0,,
170,Leo Chenal,24,KAN,RLB,17,14,0,0,0,0,3,3,0,0,0,0,1.0,60,40,20,4,1,0,,
171,Derick Hall,23,SEA,RILB,17,14,0,0,0,0,0,2,0,1,36,1,8.0,37,20,17,6,20,0,,
172,DaVon Hamilton,27,JAX,RDT,17,14,0,0,0,0,0,0,0,0,0,0,0.0,62,34,28,5,2,0,,
173,Jonathan Jones,31,NWE,LCB,17,14,0,0,0,0,6,2,0,0,0,0,0.0,58,41,17,0,0,0,,
174,Eric Murray,30,HOU,SS,17,14,1,0,0,0,10,0,0,0,0,0,1.0,75,50,25,2,2,0,,
175,Dayo Odeyingbo,25,IND,RDE,17,14,0,0,0,0,0,2,0,1,0,0,3.0,31,13,18,7,17,0,,
176,Isaiah Pola-Mao,25,LVR,FS,17,14,0,0,0,0,5,2,0,0,0,0,1.0,89,57,32,2,1,0,,
177,Calvin Ridley,30,TEN,WR,17,14,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
178,Elandon Roberts,30,PIT,RILB,17,14,0,0,0,0,0,1,0,0,0,0,1.0,46,24,22,5,4,0,,
179,Benjamin St-Juste,27,WAS,LCB,17,14,0,0,0,0,7,1,0,1,0,0,0.0,71,56,15,0,0,0,,
180,Adam Trautman,27,DEN,TE,17,14,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,,
181,Ji'Ayir Brown,24,SFO,FS,17,13,1,0,0,0,6,0,0,0,0,0,0.0,77,48,29,3,0,0,,
182,Calen Bullock,21,HOU,FS,17,13,5,96,0,68,11,0,0,1,0,0,0.0,54,37,17,0,0,0,AP DRoY-8,
183,Grant Calcaterra,26,PHI,TE,17,13,0,0,0,0,0,0,0,1,2,0,0.0,2,0,2,0,0,0,,
184,A.J. Epenesa,26,BUF,LDE,17,13,0,0,0,0,2,2,0,0,0,0,6.0,39,23,16,8,11,1,,
185,Chauncey Golston,26,DAL,RDE,17,13,1,18,0,18,5,0,0,1,0,0,5.5,56,30,26,5,8,0,,
186,Mack Hollins,31,BUF,WR,17,13,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,,
187,Ray-Ray McCloud,28,ATL,WR,17,13,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,,
188,Trenton Simpson,23,BAL,RLB,17,13,0,0,0,0,4,0,0,1,0,0,1.5,73,40,33,5,6,0,,
189,Courtland Sutton,29,DEN,WR,17,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
190,Keion White,25,NWE,LDE,17,13,0,0,0,0,5,2,0,0,0,0,5.0,56,31,25,7,16,0,,
191,Xavier Worthy,21,KAN,WR,17,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
192,Sebastian Joseph-Day,29,TEN,RDE,17,12,0,0,0,0,1,0,0,0,0,0,2.5,44,18,26,3,6,0,,
193,Rome Odunze,22,CHI,WR,17,12,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
194,Tyrone Tracy Jr.,25,NYG,RB,17,12,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,,
195,Eric Wilson,30,GNB,MLB,17,12,1,0,0,0,2,1,0,0,0,0,2.0,72,38,34,7,4,0,,
196,Vonn Bell,30,CIN,FS,17,11,1,32,0,32,2,1,0,1,0,0,0.0,55,24,31,1,1,0,,
197,Bryan Bresee,23,NOR,DT,17,11,0,0,0,0,3,1,0,0,0,0,7.5,25,17,8,7,14,0,,
198,Coby Bryant,25,SEA,SS,17,11,3,87,1,69,6,1,0,0,0,0,0.0,73,48,25,1,2,0,,
199,Pat Freiermuth,26,PIT,TE,17,11,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,
200,Chris Manhertz,32,NYG,TE,17,11,0,0,0,0,0,0,0,1,-1,0,0.0,1,1,0,0,0,0,,
201,Scott Matlock,24,LAC,FB/DL,17,11,0,0,0,0,1,0,0,0,0,0,1.0,7,2,5,1,1,0,,
202,Chigoziem Okonkwo,25,TEN,TE,17,11,0,0,0,0,0,0,2,0,0,0,0.0,4,3,1,0,0,0,,
203,Christian Rozeboom,27,LAR,RLB,17,11,1,16,0,16,4,0,0,0,0,0,1.0,135,69,66,5,1,0,,
204,Tim Settle,27,HOU,RDT,17,11,0,0,0,0,0,0,0,1,2,0,5.0,31,24,7,10,10,0,,
205,Jerry Tillery,28,MIN,LDE,17,11,0,0,0,0,2,1,0,0,0,0,0.0,28,13,15,1,3,0,,
