Quarter,Time,Down,ToGo,Location,LVR,DEN,Detail,EPB,EPA,week,year,game_id
1.0,0:15,1.0,10.0,LVR 43,10.0,0.0,"Bo Nix pass complete deep right to Lil'Jordan Humphrey for 21 yards (tackle by Tre'von Moehrig). Penalty on Jack Jones: Illegal Contact, 5 yards (declined)",2.72,4.11,5.0,2024,74
2.0,15:00,1.0,10.0,LVR 22,10.0,0.0,"Bo Nix pass incomplete short right. Penalty on Quinn Meinerz: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Lil'Jordan Humphrey: Offensive Pass Interference, 10 yards (accepted) (no play)",4.11,3.45,5.0,2024,74
2.0,14:54,1.0,20.0,LVR 32,10.0,0.0,Bo Nix sacked by Maxx Crosby for -13 yards,3.45,0.46,5.0,2024,74
2.0,14:07,2.0,33.0,LVR 45,10.0,0.0,"Marvin Mims right guard for no gain (tackle by Christian Wilkins). Penalty on Josh Reynolds: Illegal Shift, 5 yards (accepted) (no play)",0.46,-0.22,5.0,2024,74
2.0,13:46,2.0,38.0,LVR 50,10.0,0.0,Bo Nix pass complete short right to Jaleel McLaughlin for 4 yards (tackle by Robert Spillane and K'Lavon Chaisson),-0.22,-0.3,5.0,2024,74
2.0,12:59,3.0,34.0,LVR 46,10.0,0.0,Bo Nix pass complete short left to Javonte Williams for 13 yards (tackle by Robert Spillane),-0.3,1.15,5.0,2024,74
2.0,12:27,4.0,21.0,LVR 33,10.0,3.0,Wil Lutz 51 yard field goal good,1.15,3.0,5.0,2024,74
2.0,12:23,,,DEN 35,10.0,3.0,"Wil Lutz kicks off 57 yards, returned by Ameer Abdullah for 23 yards (tackle by JL Skinner)",0.0,1.0,5.0,2024,74
2.0,12:18,1.0,10.0,LVR 31,10.0,3.0,Ameer Abdullah left guard for 40 yards (tackle by Brandon Jones and Patrick Surtain),1.0,3.64,5.0,2024,74
2.0,11:40,1.0,10.0,DEN 29,10.0,3.0,Ameer Abdullah right tackle for no gain (tackle by Zach Allen and Justin Strnad),3.64,3.1,5.0,2024,74
2.0,11:00,2.0,10.0,DEN 29,10.0,3.0,Gardner Minshew pass complete short right to Alexander Mattison for 11 yards (tackle by Cody Barton and P.J. Locke),3.1,4.37,5.0,2024,74
2.0,10:16,1.0,10.0,DEN 18,10.0,3.0,DJ Turner right guard for 5 yards (tackle by Justin Strnad and Brandon Jones),4.37,4.61,5.0,2024,74
2.0,9:42,2.0,5.0,DEN 13,10.0,3.0,Gardner Minshew pass complete short left to Brock Bowers for 8 yards (tackle by Ja'Quan McMillian),4.61,6.06,5.0,2024,74
2.0,8:59,1.0,5.0,DEN 5,10.0,9.0,"Gardner Minshew pass short left intended for Brock Bowers is intercepted by Patrick Surtain in end zone and returned for 100 yards, touchdown",6.06,-7.0,5.0,2024,74
2.0,8:43,,,LVR 15,10.0,10.0,Wil Lutz kicks extra point good,0.0,0.0,5.0,2024,74
2.0,8:43,,,DEN 35,10.0,10.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,74
2.0,8:43,1.0,10.0,LVR 30,10.0,10.0,Gardner Minshew pass complete short right to Jakobi Meyers for 1 yard (tackle by Riley Moss),0.94,0.53,5.0,2024,74
2.0,8:05,2.0,9.0,LVR 31,10.0,10.0,Alexander Mattison right guard for 1 yard (tackle by D.J. Jones),0.53,-0.03,5.0,2024,74
2.0,7:25,3.0,8.0,LVR 32,10.0,10.0,"Gardner Minshew pass incomplete deep left intended for Tre Tucker. Penalty on Kolton Miller: Offensive Holding, 10 yards (offset) . Penalty on Riley Moss: Defensive Holding, 5 yards (offset) (no play)",-0.03,-0.03,5.0,2024,74
2.0,7:18,3.0,8.0,LVR 32,10.0,10.0,Gardner Minshew pass incomplete short right intended for Jakobi Meyers (defended by P.J. Locke),-0.03,-1.24,5.0,2024,74
2.0,7:12,4.0,8.0,LVR 32,10.0,10.0,AJ Cole punts 61 yards out of bounds,-1.24,0.38,5.0,2024,74
2.0,7:05,1.0,10.0,DEN 7,10.0,10.0,Javonte Williams up the middle for 6 yards (tackle by Tre'von Moehrig),-0.38,-0.34,5.0,2024,74
2.0,6:22,2.0,4.0,DEN 13,10.0,10.0,Bo Nix pass incomplete short left intended for Jaleel McLaughlin (defended by Tre'von Moehrig),-0.34,-0.72,5.0,2024,74
2.0,6:18,3.0,4.0,DEN 13,10.0,10.0,Bo Nix pass complete short left to Javonte Williams for 2 yards (tackle by Robert Spillane),-0.72,-2.44,5.0,2024,74
2.0,5:44,4.0,2.0,DEN 15,10.0,10.0,Riley Dixon punts 35 yards out of bounds,-2.44,-2.26,5.0,2024,74
2.0,5:36,1.0,10.0,LVR 50,10.0,10.0,Gardner Minshew pass incomplete deep left intended for Brock Bowers,2.26,1.71,5.0,2024,74
2.0,5:31,2.0,10.0,LVR 50,10.0,10.0,Alexander Mattison right guard for 5 yards (tackle by Zach Allen),1.71,1.69,5.0,2024,74
2.0,4:50,3.0,5.0,DEN 45,10.0,10.0,Alexander Mattison up the middle for 3 yards (tackle by Jonah Elliss),1.69,0.46,5.0,2024,74
2.0,4:07,4.0,2.0,DEN 42,10.0,10.0,AJ Cole punts 39 yards downed by Ameer Abdullah,0.46,0.38,5.0,2024,74
2.0,3:58,1.0,10.0,DEN 3,10.0,10.0,Bo Nix pass complete short right to Javonte Williams for 6 yards (tackle by Jack Jones and Nate Hobbs),-0.38,-0.34,5.0,2024,74
2.0,3:25,2.0,4.0,DEN 9,10.0,10.0,"Penalty on LVR: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-0.34,-0.28,5.0,2024,74
2.0,3:22,1.0,10.0,DEN 14,10.0,10.0,Javonte Williams left tackle for 1 yard (tackle by Christian Wilkins and Charles Snowden),-0.28,-0.64,5.0,2024,74
2.0,2:36,2.0,9.0,DEN 15,10.0,10.0,"Penalty on Bo Nix: Delay of Game, 5 yards (accepted) (no play)",-0.64,-1.07,5.0,2024,74
2.0,2:28,2.0,14.0,DEN 10,10.0,10.0,Bo Nix pass complete short left to Javonte Williams for 26 yards (tackle by Adam Butler),-1.07,1.33,5.0,2024,74
2.0,2:00,1.0,10.0,DEN 36,10.0,10.0,Bo Nix sacked by Christian Wilkins for -7 yards,1.33,-0.16,5.0,2024,74
2.0,1:54,,,,,,Timeout #1 by Las Vegas Raiders,,,5.0,2024,74
2.0,1:54,2.0,17.0,DEN 29,10.0,10.0,Bo Nix pass complete short middle to Lucas Krull for 5 yards (tackle by Robert Spillane),-0.16,-0.16,5.0,2024,74
2.0,1:47,,,,,,Timeout #2 by Las Vegas Raiders,,,5.0,2024,74
2.0,1:47,3.0,12.0,DEN 34,10.0,10.0,Bo Nix pass incomplete deep middle intended for Courtland Sutton (defended by Jakorian Bennett),-0.16,-1.11,5.0,2024,74
2.0,1:40,4.0,12.0,DEN 34,10.0,10.0,"Riley Dixon punts 53 yards, fair catch by Ameer Abdullah at LV-13",-1.11,0.32,5.0,2024,74
2.0,1:33,1.0,10.0,LVR 13,10.0,10.0,"Gardner Minshew pass complete short right to Jakobi Meyers for no gain (tackle by Ja'Quan McMillian). Penalty on Jakobi Meyers: Offensive Pass Interference, 6 yards (accepted) (no play)",-0.32,-0.61,5.0,2024,74
2.0,1:27,1.0,16.0,LVR 7,10.0,10.0,"Penalty on Jackson Powers-Johnson: False Start, 4 yards (accepted) (no play)",-0.61,-0.76,5.0,2024,74
2.0,1:27,1.0,20.0,LVR 3,10.0,10.0,Alexander Mattison up the middle for 6 yards (tackle by Justin Strnad and Brandon Jones),-0.76,-1.07,5.0,2024,74
2.0,1:23,,,,,,Timeout #2 by Denver Broncos,,,5.0,2024,74
2.0,1:23,2.0,14.0,LVR 9,10.0,10.0,Alexander Mattison right guard for no gain (tackle by Malcolm Roach),-1.07,-1.89,5.0,2024,74
2.0,1:18,,,,,,Timeout #3 by Denver Broncos,,,5.0,2024,74
2.0,1:18,3.0,14.0,LVR 9,10.0,10.0,Alexander Mattison right tackle for 8 yards (tackle by Riley Moss),-1.89,-2.32,5.0,2024,74
2.0,0:34,,,,,,Timeout #3 by Las Vegas Raiders,,,5.0,2024,74
2.0,0:34,4.0,6.0,LVR 17,10.0,10.0,AJ Cole punts 47 yards out of bounds,-2.32,-1.33,5.0,2024,74
2.0,0:27,1.0,10.0,DEN 36,10.0,10.0,Bo Nix pass incomplete deep left intended for Courtland Sutton,1.33,0.79,5.0,2024,74
2.0,0:23,2.0,10.0,DEN 36,10.0,10.0,Bo Nix pass complete short left to Javonte Williams for 3 yards (tackle by Jakorian Bennett),0.79,0.5,5.0,2024,74
2.0,0:18,3.0,7.0,DEN 39,10.0,10.0,Bo Nix pass complete deep left to Troy Franklin for 20 yards (tackle by Jack Jones),0.5,2.85,5.0,2024,74
2.0,0:06,1.0,10.0,LVR 41,10.0,10.0,Bo Nix spiked the ball,2.85,2.31,5.0,2024,74
2.0,0:02,2.0,10.0,LVR 41,10.0,10.0,"Wil Lutz yard field goal no good. Penalty on Janarius Robinson: Personal Foul / Defense, 15 yards (accepted) (no play)",2.31,3.84,5.0,2024,74
2.0,0:00,1.0,10.0,LVR 26,10.0,13.0,"Wil Lutz 44 yard field goal good. Penalty on Thomas Harper: Defensive Offside, 5 yards (declined)",3.84,3.0,5.0,2024,74
3.0,15:00,,,LVR 35,10.0,13.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,74
3.0,15:00,1.0,10.0,DEN 30,10.0,13.0,"Bo Nix pass incomplete short left. Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,5.0,2024,74
3.0,14:54,1.0,20.0,DEN 20,10.0,13.0,Jaleel McLaughlin left end for 13 yards (tackle by Isaiah Pola-Mao),0.28,0.8,5.0,2024,74
3.0,14:12,2.0,7.0,DEN 33,10.0,13.0,Bo Nix pass incomplete short left intended for Josh Reynolds,0.8,0.1,5.0,2024,74
3.0,14:08,3.0,7.0,DEN 33,10.0,13.0,Bo Nix sacked by Maxx Crosby for -6 yards,0.1,-1.57,5.0,2024,74
3.0,13:35,4.0,13.0,DEN 27,10.0,13.0,Riley Dixon punts 49 yards out of bounds,-1.57,-0.54,5.0,2024,74
3.0,13:30,1.0,10.0,LVR 24,10.0,13.0,Tre Tucker right end for 1 yard (tackle by Brandon Jones and Justin Strnad),0.54,0.13,5.0,2024,74
3.0,12:52,2.0,9.0,LVR 25,10.0,13.0,Gardner Minshew pass incomplete deep left intended for Tre Tucker (defended by Riley Moss),0.13,-0.56,5.0,2024,74
3.0,12:45,3.0,9.0,LVR 25,10.0,13.0,Gardner Minshew pass complete short left to Jakobi Meyers for 10 yards (tackle by Ja'Quan McMillian),-0.56,1.27,5.0,2024,74
3.0,12:02,1.0,10.0,LVR 35,10.0,13.0,Alexander Mattison up the middle for 1 yard (tackle by Zach Allen),1.27,0.86,5.0,2024,74
3.0,11:27,2.0,9.0,LVR 36,10.0,13.0,Ameer Abdullah left guard for -2 yards (tackle by Justin Strnad),0.86,-0.1,5.0,2024,74
3.0,10:43,3.0,11.0,LVR 34,10.0,13.0,Gardner Minshew sacked by Nik Bonitto for -6 yards,-0.1,-1.5,5.0,2024,74
3.0,10:07,4.0,17.0,LVR 28,10.0,13.0,"AJ Cole punts 60 yards, returned by Marvin Mims for 38 yards (tackle by John Samuel Shenker)",-1.5,-2.26,5.0,2024,74
3.0,9:54,1.0,10.0,DEN 50,10.0,13.0,"Penalty on LVR: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",2.26,2.99,5.0,2024,74
3.0,9:54,1.0,5.0,LVR 45,10.0,13.0,Javonte Williams right guard for 6 yards (tackle by Nate Hobbs and John Jenkins),2.99,2.98,5.0,2024,74
3.0,9:08,1.0,10.0,LVR 39,10.0,13.0,Javonte Williams left end for 9 yards (tackle by Tre'von Moehrig),2.98,3.66,5.0,2024,74
3.0,8:50,2.0,1.0,LVR 30,10.0,13.0,Bo Nix pass complete short right to Lil'Jordan Humphrey for 27 yards (tackle by Isaiah Pola-Mao),3.66,6.51,5.0,2024,74
3.0,8:10,1.0,3.0,LVR 3,10.0,13.0,Javonte Williams right tackle for -2 yards (tackle by Robert Spillane and Tre'von Moehrig),6.51,5.15,5.0,2024,74
3.0,7:40,2.0,5.0,LVR 5,10.0,13.0,Bo Nix scrambles right tackle for 1 yard (tackle by Maxx Crosby),5.15,4.49,5.0,2024,74
3.0,7:01,3.0,4.0,LVR 4,10.0,19.0,"Bo Nix pass complete short right to Jaleel McLaughlin for 4 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",4.49,7.0,5.0,2024,74
3.0,6:54,,,LVR 15,10.0,20.0,Wil Lutz kicks extra point good,0.0,0.0,5.0,2024,74
3.0,6:54,,,DEN 35,10.0,20.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,74
3.0,6:54,1.0,10.0,LVR 30,10.0,20.0,Alexander Mattison up the middle for no gain (tackle by Justin Strnad and Malcolm Roach),0.94,0.39,5.0,2024,74
3.0,6:15,2.0,10.0,LVR 30,10.0,20.0,"Gardner Minshew pass complete short right to Brock Bowers for 11 yards (tackle by Brandon Jones and Riley Moss). Penalty on Nik Bonitto: Defensive Offside, 5 yards (declined)",0.39,1.66,5.0,2024,74
3.0,5:46,1.0,10.0,LVR 41,10.0,20.0,Alexander Mattison right tackle for 2 yards (tackle by Malcolm Roach and Zach Allen),1.66,1.39,5.0,2024,74
3.0,5:06,2.0,8.0,LVR 43,10.0,20.0,Gardner Minshew sacked by Jonathon Cooper for -3 yards,1.39,0.3,5.0,2024,74
3.0,4:22,3.0,11.0,LVR 40,10.0,20.0,Gardner Minshew pass deep right intended for Tre Tucker is intercepted by Riley Moss at DEN-37 and returned for no gain (tackle by Tre Tucker),0.3,-1.4,5.0,2024,74
3.0,4:16,1.0,10.0,DEN 37,10.0,20.0,Jaleel McLaughlin up the middle for 3 yards (tackle by John Jenkins and Robert Spillane),1.4,1.26,5.0,2024,74
3.0,3:40,2.0,7.0,DEN 40,10.0,20.0,Bo Nix pass complete short right to Courtland Sutton for 8 yards (tackle by Isaiah Pola-Mao),1.26,2.13,5.0,2024,74
3.0,2:54,1.0,10.0,DEN 48,10.0,20.0,Bo Nix pass complete short middle to Nate Adkins for 8 yards (tackle by Charles Snowden),2.13,2.66,5.0,2024,74
3.0,2:30,2.0,2.0,LVR 44,10.0,20.0,"Luke Wattenberg aborted snap, recovered by Bo Nix at LV-44",2.66,1.82,5.0,2024,74
3.0,1:47,3.0,3.0,LVR 45,10.0,20.0,Bo Nix pass incomplete deep left intended for Troy Franklin,1.82,0.27,5.0,2024,74
3.0,1:39,4.0,3.0,LVR 45,10.0,20.0,"Riley Dixon punts 45 yards, touchback.",0.27,-0.28,5.0,2024,74
3.0,1:25,1.0,10.0,LVR 20,10.0,20.0,"Gardner Minshew pass incomplete deep right intended for Tre Tucker. Penalty on Delmar Glaze: Offensive Holding, 10 yards (accepted) (no play)",0.28,-0.76,5.0,2024,74
3.0,1:25,1.0,20.0,LVR 10,10.0,20.0,Alexander Mattison up the middle for no gain (tackle by Justin Strnad),-0.76,-1.51,5.0,2024,74
3.0,0:45,2.0,20.0,LVR 10,10.0,20.0,Aidan O'Connell pass complete short left to Brock Bowers for 4 yards (tackle by Justin Strnad),-1.51,-2.03,5.0,2024,74
3.0,0:09,3.0,16.0,LVR 14,10.0,20.0,Aidan O'Connell pass incomplete short left intended for Alexander Mattison,-2.03,-2.47,5.0,2024,74
3.0,0:02,4.0,16.0,LVR 14,10.0,20.0,"AJ Cole punts 60 yards, returned by Marvin Mims for 16 yards (tackle by Harrison Bryant)",-2.47,-1.73,5.0,2024,74
4.0,15:00,1.0,10.0,DEN 42,10.0,20.0,Bo Nix scrambles left guard for 11 yards (tackle by Robert Spillane and Charles Snowden),1.73,2.46,5.0,2024,74
4.0,14:23,1.0,10.0,LVR 47,10.0,20.0,"Javonte Williams left tackle for 7 yards (tackle by Robert Spillane). Penalty on Adam Butler: Defensive Holding, 5 yards (accepted)",2.46,3.25,5.0,2024,74
4.0,13:58,1.0,10.0,LVR 35,10.0,20.0,Bo Nix pass complete short right to Jaleel McLaughlin for -5 yards (tackle by Jack Jones),3.25,2.03,5.0,2024,74
4.0,13:18,2.0,15.0,LVR 40,10.0,20.0,Javonte Williams right tackle for 17 yards (tackle by Isaiah Pola-Mao and Tre'von Moehrig),2.03,4.04,5.0,2024,74
4.0,12:37,1.0,10.0,LVR 23,10.0,20.0,Jaleel McLaughlin left guard for -1 yards (tackle by Charles Snowden),4.04,3.36,5.0,2024,74
4.0,11:46,2.0,11.0,LVR 24,10.0,20.0,Bo Nix pass complete short right to Adam Trautman for 19 yards (tackle by Thomas Harper),3.36,6.06,5.0,2024,74
4.0,11:09,1.0,5.0,LVR 5,10.0,20.0,Javonte Williams left tackle for 4 yards (tackle by Robert Spillane and Thomas Harper),6.06,5.91,5.0,2024,74
4.0,10:25,2.0,1.0,LVR 1,10.0,20.0,Penalty on Charles Snowden: Encroachment (accepted) (no play),5.91,5.91,5.0,2024,74
4.0,10:14,2.0,1.0,LVR 1,10.0,26.0,"Bo Nix up the middle for 1 yard, touchdown",5.91,7.0,5.0,2024,74
4.0,10:12,,,LVR 15,10.0,27.0,Wil Lutz kicks extra point good,0.0,0.0,5.0,2024,74
4.0,10:12,,,DEN 35,10.0,27.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.28,5.0,2024,74
4.0,10:12,1.0,10.0,LVR 20,10.0,27.0,Aidan O'Connell pass deep left intended for Brock Bowers is intercepted by Patrick Surtain at LV-39 and returned for no gain (tackle by Brock Bowers),0.28,-2.98,5.0,2024,74
4.0,10:07,1.0,10.0,LVR 39,10.0,27.0,Javonte Williams up the middle for -1 yards (tackle by Robert Spillane),2.98,2.3,5.0,2024,74
4.0,9:27,2.0,11.0,LVR 40,10.0,27.0,Bo Nix pass complete short left to Marvin Mims for 7 yards (tackle by Christopher Smith),2.3,2.54,5.0,2024,74
4.0,8:45,3.0,4.0,LVR 33,10.0,27.0,"Bo Nix pass complete deep left to Courtland Sutton for 24 yards (tackle by Jakorian Bennett). Penalty on Jakorian Bennett: Defensive Pass Interference, 15 yards (declined)",2.54,5.14,5.0,2024,74
4.0,8:19,1.0,9.0,LVR 9,10.0,33.0,"Bo Nix pass complete short left to Josh Reynolds for 9 yards, touchdown. Penalty on Tommy Eichenberg: Defensive Holding, 5 yards (declined)",5.14,7.0,5.0,2024,74
4.0,8:14,,,LVR 15,10.0,34.0,Wil Lutz kicks extra point good,0.0,0.0,5.0,2024,74
4.0,8:14,,,DEN 35,10.0,34.0,"Penalty on Nesta Jade Silvera: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.0,0.0,5.0,2024,74
4.0,8:14,,,DEN 50,10.0,34.0,"Wil Lutz kicks off 25 yards, out of bounds. Penalty on Wil Lutz: Kickoff Out of Bounds (accepted)",0.0,0.61,5.0,2024,74
4.0,8:14,1.0,10.0,LVR 25,10.0,34.0,Aidan O'Connell pass complete short right to Brock Bowers for 4 yards (tackle by Brandon Jones),0.61,0.6,5.0,2024,74
4.0,8:03,2.0,6.0,LVR 29,10.0,34.0,Aidan O'Connell pass complete short right to Ameer Abdullah for 10 yards (tackle by Cody Barton),0.6,1.53,5.0,2024,74
4.0,7:20,1.0,10.0,LVR 39,10.0,34.0,Aidan O'Connell pass incomplete short right intended for Jakobi Meyers,1.53,0.99,5.0,2024,74
4.0,7:16,2.0,10.0,LVR 39,10.0,34.0,Aidan O'Connell pass complete short left to Jakobi Meyers for 6 yards (tackle by Ja'Quan McMillian),0.99,1.09,5.0,2024,74
4.0,6:50,3.0,4.0,LVR 45,10.0,34.0,Aidan O'Connell pass complete short right to Brock Bowers for 9 yards (tackle by Cody Barton),1.09,2.52,5.0,2024,74
4.0,6:16,1.0,10.0,DEN 46,10.0,34.0,Aidan O'Connell pass complete short left to DJ Turner for 12 yards (tackle by Ja'Quan McMillian),2.52,3.31,5.0,2024,74
4.0,5:54,1.0,10.0,DEN 34,10.0,34.0,Aidan O'Connell pass incomplete deep right intended for DJ Turner,3.31,2.77,5.0,2024,74
4.0,5:48,2.0,10.0,DEN 34,10.0,34.0,Aidan O'Connell pass complete short middle to Jakobi Meyers for 16 yards (tackle by Brandon Jones),2.77,4.37,5.0,2024,74
4.0,5:19,1.0,10.0,DEN 18,10.0,34.0,"Aidan O'Connell pass incomplete short right intended for DJ Turner. Penalty on Ja'Quan McMillian: Defensive Pass Interference, 3 yards (accepted) (no play)",4.37,4.58,5.0,2024,74
4.0,5:19,1.0,10.0,DEN 15,10.0,34.0,Aidan O'Connell pass complete short right to Ameer Abdullah for no gain (tackle by Justin Strnad),4.58,3.95,5.0,2024,74
4.0,4:54,2.0,10.0,DEN 15,10.0,34.0,Aidan O'Connell pass incomplete short left intended for DJ Turner,3.95,3.1,5.0,2024,74
4.0,4:48,3.0,10.0,DEN 15,10.0,34.0,Aidan O'Connell pass complete short left to Tre Tucker for 12 yards (tackle by Levi Wallace and P.J. Locke),3.1,6.51,5.0,2024,74
4.0,4:06,1.0,3.0,DEN 3,16.0,34.0,"Ameer Abdullah up the middle for 3 yards, touchdown. Penalty on John Franklin-Myers: Unsportsmanlike Conduct / Defense, 1 yard (accepted)",6.51,7.0,5.0,2024,74
4.0,4:01,,,DEN 2,18.0,34.0,"Two Point Attempt: Alexander Mattison rushes, conversion succeeds.",1.0,1.0,5.0,2024,74
4.0,4:01,,,LVR 35,18.0,34.0,"Daniel Carlson kicks onside 9 yards, returned by Levi Wallace for no gain",0.0,2.65,5.0,2024,74
4.0,4:00,1.0,10.0,LVR 44,18.0,34.0,Javonte Williams right tackle for 3 yards (tackle by Nate Hobbs and Nesta Jade Silvera),2.65,2.52,5.0,2024,74
4.0,3:14,2.0,7.0,LVR 41,18.0,34.0,Jaleel McLaughlin left guard for 2 yards (tackle by Christopher Smith and Tyree Wilson),2.52,2.08,5.0,2024,74
4.0,3:13,,,,,,Timeout #1 by Las Vegas Raiders,,,5.0,2024,74
4.0,3:13,3.0,5.0,LVR 39,18.0,34.0,Jaleel McLaughlin right guard for no gain (tackle by Charles Snowden and Nesta Jade Silvera),2.08,0.66,5.0,2024,74
