Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA,week,year,game_id
1,6:39,1.0,10.0,BAL 16,7.0,0.0,Lamar Jackson pass incomplete short right intended for Charlie Kolar,-0.14,-0.66,5.0,2024,69
1,6:34,2.0,10.0,BAL 16,7.0,0.0,Lamar Jackson pass complete short left to Zay Flowers for 5 yards (tackle by Geno Stone),-0.66,-0.7,5.0,2024,69
1,5:53,3.0,5.0,BAL 21,7.0,0.0,Lamar Jackson pass complete short middle to Zay Flowers for 26 yards (tackle by DJ Turner and Logan Wilson),-0.7,2.06,5.0,2024,69
1,5:11,1.0,10.0,BAL 47,7.0,0.0,Lamar Jackson pass complete short right to Isaiah Likely for 6 yards (tackle by DJ Turner),2.06,2.33,5.0,2024,69
1,4:29,2.0,4.0,CIN 47,7.0,0.0,Lamar Jackson sacked by Sam Hubbard for -3 yards,2.33,1.22,5.0,2024,69
1,3:44,3.0,7.0,CIN 50,7.0,0.0,Lamar Jackson pass incomplete short left intended for Zay Flowers (defended by Cam Taylor-Britt),1.22,-0.06,5.0,2024,69
1,3:36,4.0,7.0,CIN 50,7.0,0.0,Jordan Stout punts 36 yards out of bounds,-0.06,0.28,5.0,2024,69
1,3:29,1.0,10.0,CIN 14,7.0,0.0,Joe Burrow pass complete short right to Ja'Marr Chase for 9 yards (tackle by Marlon Humphrey),-0.28,0.55,5.0,2024,69
1,2:52,2.0,1.0,CIN 23,7.0,0.0,Chase Brown right guard for 3 yards (tackle by Roquan Smith),0.55,0.67,5.0,2024,69
1,2:17,1.0,10.0,CIN 26,7.0,0.0,Chase Brown left end for 16 yards (tackle by Marcus Williams and Trenton Simpson),0.67,1.73,5.0,2024,69
1,1:36,1.0,10.0,CIN 42,7.0,0.0,Joe Burrow pass complete short left to Zack Moss for 14 yards (tackle by Brandon Stephens),1.73,2.65,5.0,2024,69
1,0:52,1.0,10.0,BAL 44,7.0,0.0,Joe Burrow pass incomplete short right intended for Tee Higgins,2.65,2.11,5.0,2024,69
1,0:43,2.0,10.0,BAL 44,7.0,0.0,Joe Burrow pass complete deep right to Mike Gesicki for 19 yards (tackle by Eddie Jackson),2.11,3.91,5.0,2024,69
1,0:12,1.0,10.0,BAL 25,7.0,0.0,Chase Brown left tackle for 12 yards (tackle by Marcus Williams and Trenton Simpson),3.91,4.71,5.0,2024,69
2,15:00,1.0,10.0,BAL 13,7.0,0.0,Chase Brown left guard for 1 yard (tackle by Brandon Stephens and Nnamdi Madubuike),4.71,4.22,5.0,2024,69
2,14:25,2.0,9.0,BAL 12,7.0,0.0,Joe Burrow pass complete short right to Chase Brown for 1 yard (tackle by Ar'Darius Washington),4.22,3.45,5.0,2024,69
2,13:47,3.0,8.0,BAL 11,7.0,6.0,"Joe Burrow pass complete short left to Tee Higgins for 11 yards, touchdown",3.45,7.0,5.0,2024,69
2,13:44,,,BAL 15,7.0,7.0,Evan McPherson kicks extra point good,0.0,0.0,5.0,2024,69
2,13:44,,,CIN 35,7.0,7.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
2,13:44,1.0,10.0,BAL 30,7.0,7.0,Derrick Henry left end for 4 yards (tackle by Vonn Bell and Cam Taylor-Britt),0.94,0.93,5.0,2024,69
2,13:04,2.0,6.0,BAL 34,7.0,7.0,Derrick Henry left guard for 1 yard (tackle by Sam Hubbard),0.93,0.37,5.0,2024,69
2,12:20,3.0,5.0,BAL 35,7.0,7.0,Lamar Jackson pass incomplete short left intended for Rashod Bateman,0.37,-1.04,5.0,2024,69
2,12:11,4.0,5.0,BAL 35,7.0,7.0,"Jordan Stout punts 65 yards, touchback.",-1.04,-0.28,5.0,2024,69
2,12:05,1.0,10.0,CIN 20,7.0,7.0,Joe Burrow pass incomplete deep left intended for Tee Higgins (defended by Brandon Stephens),0.28,-0.27,5.0,2024,69
2,11:58,2.0,10.0,CIN 20,7.0,7.0,Joe Burrow pass incomplete short left intended for Andrei Iosivas,-0.27,-0.96,5.0,2024,69
2,11:55,3.0,10.0,CIN 20,7.0,7.0,Joe Burrow sacked by Kyle Hamilton for -7 yards,-0.96,-2.49,5.0,2024,69
2,11:17,4.0,17.0,CIN 13,7.0,7.0,"Ryan Rehkow punts 49 yards, returned by Tylan Wallace for 11 yards (tackle by Jordan Battle)",-2.49,-2.19,5.0,2024,69
2,11:08,1.0,10.0,BAL 49,7.0,7.0,Lamar Jackson pass incomplete short right intended for Nelson Agholor (defended by Cam Taylor-Britt),2.19,1.65,5.0,2024,69
2,11:02,2.0,10.0,BAL 49,7.0,7.0,Lamar Jackson pass complete deep left to Rashod Bateman for 18 yards,1.65,3.38,5.0,2024,69
2,10:26,1.0,10.0,CIN 33,7.0,7.0,Derrick Henry left tackle for 5 yards (tackle by Germaine Pratt and Joseph Ossai),3.38,3.51,5.0,2024,69
2,9:45,2.0,5.0,CIN 28,7.0,7.0,Derrick Henry right end for 7 yards (tackle by Geno Stone and Kris Jenkins),3.51,4.17,5.0,2024,69
2,9:01,1.0,10.0,CIN 21,7.0,7.0,Lamar Jackson pass incomplete short right intended for Mark Andrews,4.17,3.63,5.0,2024,69
2,8:55,2.0,10.0,CIN 21,7.0,7.0,Lamar Jackson left end for 5 yards (tackle by Trey Hendrickson),3.63,3.63,5.0,2024,69
2,8:16,3.0,5.0,CIN 16,13.0,7.0,"Lamar Jackson pass complete short right to Rashod Bateman for 16 yards, touchdown",3.63,7.0,5.0,2024,69
2,8:09,,,CIN 15,14.0,7.0,Justin Tucker kicks extra point good,0.0,0.0,5.0,2024,69
2,8:09,,,BAL 35,14.0,7.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
2,8:09,1.0,10.0,CIN 30,14.0,7.0,Chase Brown left guard for 1 yard (tackle by Travis Jones and Roquan Smith),0.94,0.53,5.0,2024,69
2,7:31,2.0,9.0,CIN 31,14.0,7.0,Joe Burrow pass complete short left to Tee Higgins for 8 yards (tackle by Brandon Stephens),0.53,0.89,5.0,2024,69
2,6:52,3.0,1.0,CIN 39,14.0,7.0,Joe Burrow sacked by Tavius Robinson for -7 yards,0.89,-1.24,5.0,2024,69
2,6:05,4.0,8.0,CIN 32,14.0,7.0,Ryan Rehkow punts 66 yards downed by Daijahn Anthony,-1.24,0.38,5.0,2024,69
2,5:52,1.0,10.0,BAL 2,14.0,9.0,"Derrick Henry right tackle for -2 yards (tackle by Sam Hubbard), safety.",-0.38,-2.0,5.0,2024,69
2,5:47,,,BAL 20,14.0,9.0,"Justin Tucker kicks off 74 yards, returned by Charlie Jones for 27 yards (tackle by Chris Board)",0.0,1.14,5.0,2024,69
2,5:41,1.0,10.0,CIN 33,14.0,9.0,Zack Moss right guard for 4 yards (tackle by Tavius Robinson and Brent Urban),1.14,1.13,5.0,2024,69
2,5:02,2.0,6.0,CIN 37,14.0,9.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 8 yards (tackle by Brandon Stephens),1.13,1.93,5.0,2024,69
2,4:24,1.0,10.0,CIN 45,14.0,9.0,Joe Burrow pass incomplete short left intended for Zack Moss (defended by Kyle Hamilton),1.93,1.38,5.0,2024,69
2,4:17,2.0,10.0,CIN 45,14.0,9.0,Joe Burrow pass complete short right to Erick All for 5 yards (tackle by Roquan Smith and Ar'Darius Washington),1.38,1.36,5.0,2024,69
2,3:34,3.0,5.0,CIN 50,14.0,9.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Nate Wiggins),1.36,-0.06,5.0,2024,69
2,3:30,4.0,5.0,CIN 50,14.0,9.0,"Ryan Rehkow punts 36 yards, fair catch by Tylan Wallace at BAL-14",-0.06,0.28,5.0,2024,69
2,3:23,1.0,10.0,BAL 14,14.0,9.0,Derrick Henry left end for 1 yard (tackle by Trey Hendrickson and B.J. Hill),-0.28,-0.64,5.0,2024,69
2,2:53,2.0,9.0,BAL 15,14.0,9.0,Lamar Jackson pass complete short left to Nelson Agholor for 4 yards (tackle by Logan Wilson),-0.64,-0.8,5.0,2024,69
2,2:04,3.0,5.0,BAL 19,14.0,9.0,Lamar Jackson scrambles left end for 4 yards (tackle by Germaine Pratt and Joseph Ossai),-0.8,-1.83,5.0,2024,69
2,1:54,4.0,1.0,BAL 23,14.0,9.0,Charlie Kolar right guard for 2 yards (tackle by Logan Wilson and B.J. Hill),-1.83,0.61,5.0,2024,69
2,1:05,1.0,10.0,BAL 25,14.0,9.0,Lamar Jackson pass incomplete short right intended for Nelson Agholor,0.61,0.06,5.0,2024,69
2,0:55,2.0,10.0,BAL 25,14.0,9.0,Justice Hill left guard for no gain (tackle by Logan Wilson),0.06,-0.62,5.0,2024,69
2,0:49,,,,,,Timeout #1 by Baltimore Ravens,,,5.0,2024,69
2,0:49,3.0,10.0,BAL 25,14.0,9.0,Lamar Jackson pass incomplete deep middle intended for Zay Flowers,-0.62,-1.7,5.0,2024,69
2,0:44,4.0,10.0,BAL 25,14.0,9.0,"Jordan Stout punts 67 yards, returned by Charlie Jones for 13 yards (tackle by Nate Wiggins)",-1.7,-0.34,5.0,2024,69
2,0:34,1.0,10.0,CIN 21,14.0,9.0,Joe Burrow pass complete short right to Tee Higgins for 11 yards (tackle by Marlon Humphrey),0.34,1.07,5.0,2024,69
2,0:28,1.0,10.0,CIN 32,14.0,9.0,Joe Burrow pass complete short left to Zack Moss for 9 yards (tackle by Roquan Smith and Ar'Darius Washington),1.07,1.74,5.0,2024,69
2,0:21,,,,,,Timeout #1 by Cincinnati Bengals,,,5.0,2024,69
2,0:21,2.0,1.0,CIN 41,14.0,9.0,Joe Burrow pass complete short right to Ja'Marr Chase for 18 yards (tackle by Roquan Smith),1.74,2.85,5.0,2024,69
2,0:15,,,,,,Timeout #2 by Cincinnati Bengals,,,5.0,2024,69
2,0:15,1.0,10.0,BAL 41,14.0,15.0,"Joe Burrow pass complete deep right to Ja'Marr Chase for 41 yards, touchdown",2.85,7.0,5.0,2024,69
2,0:09,,,BAL 15,14.0,15.0,"Penalty on Nnamdi Madubuike: Roughing the Passer, 1 yard (accepted) (no play)",0.0,1.0,5.0,2024,69
2,0:09,,,BAL 2,14.0,15.0,Two Point Attempt: Joe Burrow pass incomplete. Interception by Kyle Hamilton. Penalty on Kyle Hamilton: Defensive Pass Interference (accepted) (no play),1.0,1.0,5.0,2024,69
2,0:09,,,,,,Timeout #3 by Cincinnati Bengals,,,5.0,2024,69
2,0:09,,,,,,Timeout #2 by Baltimore Ravens,,,5.0,2024,69
2,0:09,,,BAL 1,14.0,17.0,"Two Point Attempt: Chase Brown rushes, conversion succeeds.",1.0,1.0,5.0,2024,69
2,0:09,,,CIN 35,14.0,17.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
2,0:09,1.0,10.0,BAL 30,14.0,17.0,Lamar Jackson kneels for -1 yards,0.94,0.26,5.0,2024,69
3,15:00,,,BAL 35,14.0,17.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
3,15:00,1.0,10.0,CIN 30,14.0,17.0,Joe Burrow pass complete short right to Ja'Marr Chase for -4 yards (tackle by Trenton Simpson),0.94,-0.15,5.0,2024,69
3,14:24,2.0,14.0,CIN 26,14.0,17.0,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Trenton Simpson),-0.15,-0.82,5.0,2024,69
3,14:20,3.0,14.0,CIN 26,14.0,17.0,"Joe Burrow pass complete deep right to Tee Higgins for 17 yards (tackle by Marlon Humphrey). Penalty on Marlon Humphrey: Defensive Holding, 5 yards (declined)",-0.82,1.8,5.0,2024,69
3,14:09,1.0,10.0,CIN 43,14.0,17.0,Zack Moss left guard for 7 yards (tackle by Marcus Williams and Trenton Simpson),1.8,2.2,5.0,2024,69
3,13:24,2.0,3.0,CIN 50,14.0,17.0,Chase Brown up the middle for -3 yards (tackle by Kyle Van Noy),2.2,1.09,5.0,2024,69
3,13:04,3.0,6.0,CIN 47,14.0,17.0,Joe Burrow pass complete short right to Ja'Marr Chase for 12 yards (tackle by Nate Wiggins),1.09,2.85,5.0,2024,69
3,12:17,1.0,10.0,BAL 41,14.0,17.0,Zack Moss left guard for no gain (tackle by Kyle Hamilton and Roquan Smith),2.85,2.31,5.0,2024,69
3,11:29,2.0,10.0,BAL 41,14.0,17.0,Joe Burrow pass incomplete short middle intended for Tee Higgins,2.31,1.62,5.0,2024,69
3,11:21,3.0,10.0,BAL 41,14.0,17.0,Joe Burrow pass complete deep right to Andrei Iosivas for 39 yards (tackle by Marcus Williams),1.62,6.74,5.0,2024,69
3,10:43,1.0,2.0,BAL 2,14.0,17.0,Zack Moss up the middle for 1 yard (tackle by Brent Urban and Trenton Simpson),6.74,5.91,5.0,2024,69
3,10:02,2.0,1.0,BAL 1,14.0,17.0,Joe Burrow left guard for no gain (tackle by Nnamdi Madubuike and Roquan Smith),5.91,5.17,5.0,2024,69
3,9:10,3.0,1.0,BAL 1,14.0,17.0,"Penalty on Joe Burrow: Delay of Game, 4 yards (accepted) (no play)",5.17,4.26,5.0,2024,69
3,8:53,3.0,5.0,BAL 5,14.0,23.0,"Joe Burrow pass complete short right to Tee Higgins for 5 yards, touchdown",4.26,7.0,5.0,2024,69
3,8:51,,,BAL 15,14.0,24.0,Evan McPherson kicks extra point good,0.0,0.0,5.0,2024,69
3,8:51,,,CIN 35,14.0,24.0,"Evan McPherson kicks off 61 yards, returned by Chris Collier for 22 yards (tackle by Maema Njongmeta and Akeem Davis-Gaither)",0.0,0.67,5.0,2024,69
3,8:45,1.0,10.0,BAL 26,14.0,24.0,Lamar Jackson pass complete short right to Zay Flowers for 15 yards (tackle by Logan Wilson),0.67,1.66,5.0,2024,69
3,8:06,1.0,10.0,BAL 41,14.0,24.0,Lamar Jackson pass complete deep right to Charlie Kolar for 55 yards (tackle by Geno Stone),1.66,6.28,5.0,2024,69
3,7:24,1.0,4.0,CIN 4,14.0,24.0,Derrick Henry right guard for 3 yards (tackle by B.J. Hill),6.28,5.91,5.0,2024,69
3,6:41,2.0,1.0,CIN 1,20.0,24.0,"Lamar Jackson pass complete short left to Isaiah Likely for 1 yard, touchdown",5.91,7.0,5.0,2024,69
3,6:38,,,CIN 15,21.0,24.0,Justin Tucker kicks extra point good,0.0,0.0,5.0,2024,69
3,6:38,,,BAL 35,21.0,24.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
3,6:38,1.0,10.0,CIN 30,21.0,24.0,Chase Brown left tackle for 4 yards (tackle by David Ojabo and Roquan Smith),0.94,0.93,5.0,2024,69
3,5:54,2.0,6.0,CIN 34,21.0,24.0,Joe Burrow pass complete short left to Zack Moss for 5 yards (tackle by Michael Pierce),0.93,0.89,5.0,2024,69
3,5:11,3.0,1.0,CIN 39,21.0,24.0,Joe Burrow pass complete short left to Ja'Marr Chase for 4 yards (tackle by Brandon Stephens),0.89,1.8,5.0,2024,69
3,4:34,1.0,10.0,CIN 43,21.0,24.0,"Penalty on Orlando Brown: False Start, 5 yards (accepted) (no play)",1.8,1.47,5.0,2024,69
3,4:24,1.0,15.0,CIN 38,21.0,24.0,Joe Burrow pass complete short right to Tee Higgins for 8 yards (tackle by Kyle Hamilton),1.47,1.66,5.0,2024,69
3,3:49,2.0,7.0,CIN 46,21.0,24.0,Joe Burrow pass complete short left to Erick All for 5 yards (tackle by Brandon Stephens),1.66,1.62,5.0,2024,69
3,3:02,3.0,2.0,BAL 49,21.0,24.0,Joe Burrow pass complete short left to Ja'Marr Chase for 16 yards (tackle by Brandon Stephens),1.62,3.38,5.0,2024,69
3,2:23,1.0,10.0,BAL 33,21.0,24.0,Chase Brown right tackle for no gain (tackle by Roquan Smith),3.38,2.84,5.0,2024,69
3,1:42,2.0,10.0,BAL 33,21.0,24.0,Joe Burrow pass complete short left to Chase Brown for 3 yards (tackle by Ar'Darius Washington),2.84,2.54,5.0,2024,69
3,1:01,3.0,7.0,BAL 30,21.0,24.0,Joe Burrow pass complete short left to Mike Gesicki for 12 yards (tackle by Brandon Stephens),2.54,4.37,5.0,2024,69
3,0:19,1.0,10.0,BAL 18,21.0,24.0,"Zack Moss left tackle for 8 yards (tackle by Marcus Williams). Penalty on Odafe Oweh: Illegal Use of Hands / Defense, 5 yards (accepted)",4.37,6.06,5.0,2024,69
4,15:00,1.0,5.0,BAL 5,21.0,24.0,Zack Moss right guard for 1 yard (tackle by Roquan Smith and Michael Pierce),6.06,5.34,5.0,2024,69
4,14:23,2.0,4.0,BAL 4,21.0,30.0,"Joe Burrow pass complete short left to Chase Brown for 4 yards, touchdown",5.34,7.0,5.0,2024,69
4,14:19,,,BAL 15,21.0,31.0,Evan McPherson kicks extra point good,0.0,0.0,5.0,2024,69
4,14:19,,,CIN 35,21.0,31.0,"Evan McPherson kicks off 57 yards,. Chris Collier fumbles out of bounds",0.0,-0.38,5.0,2024,69
4,14:18,1.0,10.0,BAL 8,21.0,31.0,Lamar Jackson pass complete deep right to Mark Andrews for 27 yards (tackle by Jordan Battle),-0.38,1.27,5.0,2024,69
4,13:53,1.0,10.0,BAL 35,21.0,31.0,Lamar Jackson right end for 18 yards (tackle by Germaine Pratt),1.27,2.46,5.0,2024,69
4,13:25,1.0,10.0,CIN 47,21.0,31.0,"Lamar Jackson pass incomplete short right intended for Justice Hill. Penalty on Daniel Faalele: Offensive Holding, 10 yards (accepted) (no play)",2.46,1.8,5.0,2024,69
4,13:18,1.0,20.0,BAL 43,21.0,31.0,Lamar Jackson scrambles left end for 13 yards (tackle by Kris Jenkins and Jalen Davis),1.8,2.32,5.0,2024,69
4,12:37,2.0,7.0,CIN 44,21.0,31.0,Lamar Jackson pass complete short middle to Zay Flowers for 13 yards (tackle by DJ Turner),2.32,3.51,5.0,2024,69
4,12:08,1.0,10.0,CIN 31,21.0,31.0,Justice Hill left guard for 7 yards (tackle by Logan Wilson),3.51,3.91,5.0,2024,69
4,11:37,2.0,3.0,CIN 24,21.0,31.0,Lamar Jackson right end for 2 yards (tackle by DJ Turner),3.91,3.47,5.0,2024,69
4,11:12,3.0,1.0,CIN 22,21.0,31.0,Justice Hill up the middle for 3 yards (tackle by Myles Murphy),3.47,4.31,5.0,2024,69
4,10:34,1.0,10.0,CIN 19,21.0,31.0,Lamar Jackson pass complete short right to Derrick Henry for 4 yards (tackle by Myles Murphy),4.31,4.35,5.0,2024,69
4,9:58,2.0,6.0,CIN 15,21.0,31.0,Lamar Jackson pass complete short left to Mark Andrews for 13 yards (tackle by Cam Taylor-Britt and Germaine Pratt),4.35,6.74,5.0,2024,69
4,9:11,1.0,2.0,CIN 2,27.0,31.0,"Lamar Jackson pass complete short left to Charlie Kolar for 2 yards, touchdown",6.74,7.0,5.0,2024,69
4,9:05,,,CIN 15,28.0,31.0,Justin Tucker kicks extra point good,0.0,0.0,5.0,2024,69
4,9:05,,,BAL 35,28.0,31.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
4,9:05,1.0,10.0,CIN 30,28.0,37.0,"Joe Burrow pass complete short right to Ja'Marr Chase for 70 yards, touchdown",0.94,7.0,5.0,2024,69
4,8:54,,,BAL 15,28.0,38.0,Evan McPherson kicks extra point good,0.0,0.0,5.0,2024,69
4,8:54,,,CIN 35,28.0,38.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
4,8:54,1.0,10.0,BAL 30,28.0,38.0,Lamar Jackson pass incomplete deep left intended for Rashod Bateman,0.94,0.39,5.0,2024,69
4,8:48,2.0,10.0,BAL 30,28.0,38.0,Lamar Jackson pass complete short middle to Mark Andrews for 11 yards (tackle by Logan Wilson and Josh Newton),0.39,1.66,5.0,2024,69
4,8:27,1.0,10.0,BAL 41,28.0,38.0,Lamar Jackson right end for -2 yards (tackle by Akeem Davis-Gaither),1.66,0.85,5.0,2024,69
4,7:44,2.0,12.0,BAL 39,28.0,38.0,Lamar Jackson pass complete deep right to Zay Flowers for 17 yards,0.85,2.65,5.0,2024,69
4,7:09,1.0,10.0,CIN 44,28.0,38.0,Lamar Jackson pass incomplete short middle intended for Justice Hill (defended by B.J. Hill),2.65,2.11,5.0,2024,69
4,7:06,2.0,10.0,CIN 44,28.0,38.0,Lamar Jackson pass complete short left to Zay Flowers for 12 yards (tackle by Jalen Davis),2.11,3.45,5.0,2024,69
4,6:41,1.0,10.0,CIN 32,28.0,38.0,Lamar Jackson pass incomplete short middle,3.45,2.9,5.0,2024,69
4,6:36,2.0,10.0,CIN 32,28.0,38.0,Lamar Jackson pass incomplete deep right intended for Nelson Agholor,2.9,2.21,5.0,2024,69
4,6:34,3.0,10.0,CIN 32,28.0,38.0,"Lamar Jackson pass complete short middle to Tylan Wallace for 12 yards (tackle by Geno Stone and Vonn Bell). Penalty on Trey Hendrickson: Roughing the Passer, 10 yards (accepted)",2.21,4.91,5.0,2024,69
4,6:18,1.0,10.0,CIN 10,28.0,38.0,Lamar Jackson scrambles right end for 4 yards (tackle by Sam Hubbard),4.91,4.95,5.0,2024,69
4,5:36,2.0,6.0,CIN 6,34.0,38.0,"Lamar Jackson aborted snap, recovered by Lamar Jackson at CIN-6 Lamar Jackson pass complete short middle to Isaiah Likely for 6 yards, touchdown",4.95,7.0,5.0,2024,69
4,5:24,,,CIN 15,35.0,38.0,Justin Tucker kicks extra point good,0.0,0.0,5.0,2024,69
4,5:24,,,BAL 35,35.0,38.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
4,5:24,1.0,10.0,CIN 30,35.0,38.0,Joe Burrow pass complete short left to Ja'Marr Chase for 19 yards (tackle by Roquan Smith),0.94,2.19,5.0,2024,69
4,4:39,1.0,10.0,CIN 49,35.0,38.0,Joe Burrow pass complete short left to Tee Higgins for 11 yards (tackle by Trenton Simpson),2.19,2.92,5.0,2024,69
4,3:59,1.0,10.0,BAL 40,35.0,38.0,Zack Moss left tackle for 3 yards (tackle by Odafe Oweh),2.92,2.78,5.0,2024,69
4,3:15,2.0,7.0,BAL 37,35.0,38.0,Joe Burrow pass complete short middle to Tee Higgins for 9 yards (tackle by Brandon Stephens),2.78,3.71,5.0,2024,69
4,3:08,,,,,,Timeout #1 by Baltimore Ravens,,,5.0,2024,69
4,3:08,1.0,10.0,BAL 28,35.0,38.0,Zack Moss left guard for no gain (tackle by Travis Jones),3.71,3.17,5.0,2024,69
4,3:05,,,,,,Timeout #2 by Baltimore Ravens,,,5.0,2024,69
4,3:05,2.0,10.0,BAL 28,35.0,38.0,"Penalty on Orlando Brown: False Start, 5 yards (accepted) (no play)",3.17,2.49,5.0,2024,69
4,3:05,2.0,15.0,BAL 33,35.0,38.0,Joe Burrow pass short right intended for Ja'Marr Chase is intercepted by Marlon Humphrey at BAL-28 and returned for no gain (tackle by Ja'Marr Chase),2.49,-0.81,5.0,2024,69
4,3:01,1.0,10.0,BAL 28,35.0,38.0,Lamar Jackson pass complete short right to Rashod Bateman for 9 yards (tackle by Germaine Pratt),0.81,1.48,5.0,2024,69
4,2:32,2.0,1.0,BAL 37,35.0,38.0,Lamar Jackson pass incomplete deep right intended for Zay Flowers,1.48,0.76,5.0,2024,69
4,2:27,3.0,1.0,BAL 37,35.0,38.0,Justice Hill left tackle for 2 yards (tackle by Kris Jenkins and Logan Wilson),0.76,1.53,5.0,2024,69
4,2:07,1.0,10.0,BAL 39,35.0,38.0,Lamar Jackson pass complete short left to Tylan Wallace for 19 yards (tackle by Cam Taylor-Britt),1.53,2.79,5.0,2024,69
4,1:56,1.0,10.0,CIN 42,35.0,38.0,Lamar Jackson pass incomplete short middle intended for Zay Flowers,2.79,2.24,5.0,2024,69
4,1:53,2.0,10.0,CIN 42,35.0,38.0,Lamar Jackson pass complete short left to Mark Andrews for 4 yards (tackle by Germaine Pratt),2.24,2.08,5.0,2024,69
4,1:43,,,,,,Timeout #3 by Baltimore Ravens,,,5.0,2024,69
4,1:43,3.0,6.0,CIN 38,35.0,38.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman,2.08,0.72,5.0,2024,69
4,1:40,4.0,6.0,CIN 38,38.0,38.0,Justin Tucker 56 yard field goal good,0.72,3.0,5.0,2024,69
4,1:35,,,BAL 35,38.0,38.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
4,1:35,1.0,10.0,CIN 30,38.0,38.0,Joe Burrow sacked by Nnamdi Madubuike for -7 yards,0.94,-0.55,5.0,2024,69
