Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA,week,year,game_id
4,0:17,1.0,10.0,TAM 43,30.0,27.0,Kirk Cousins pass incomplete short middle intended for Ray-Ray McCloud (defended by Zyon McCollum),2.72,2.18,5.0,2024,65
4,0:12,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,5.0,2024,65
4,0:12,2.0,10.0,TAM 43,30.0,27.0,Kirk Cousins pass complete short left to Drake London for 14 yards (tackle by Jamel Dean),2.18,3.64,5.0,2024,65
4,0:03,1.0,10.0,TAM 29,30.0,27.0,Kirk Cousins spiked the ball,3.64,3.1,5.0,2024,65
4,0:01,2.0,10.0,TAM 29,30.0,27.0,"Penalty on Younghoe Koo: Delay of Game, 5 yards (accepted) (no play)",3.1,2.42,5.0,2024,65
4,0:01,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,5.0,2024,65
4,0:01,2.0,15.0,TAM 34,30.0,30.0,Younghoe Koo 52 yard field goal good,2.42,3.0,5.0,2024,65
,,,,,,,"Falcons won the coin toss, Falcons to receive the overtime kickoff.",,,5.0,2024,65
OT,10:00,,,TAM 35,30.0,30.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,65
OT,10:00,1.0,10.0,ATL 30,30.0,30.0,Tyler Allgeier right tackle for 1 yard (tackle by YaYa Diaby),0.94,0.53,5.0,2024,65
OT,9:37,2.0,9.0,ATL 31,30.0,30.0,Kirk Cousins pass complete short right to Drake London for 6 yards (tackle by Zyon McCollum),0.53,0.63,5.0,2024,65
OT,9:14,3.0,3.0,ATL 37,30.0,30.0,Kirk Cousins pass complete short right to Drake London for 18 yards (tackle by Christian Izien and Zyon McCollum),0.63,2.59,5.0,2024,65
OT,8:54,1.0,10.0,TAM 45,30.0,36.0,"Kirk Cousins pass complete short right to KhaDarel Hodge for 45 yards, touchdown",2.59,6.0,5.0,2024,65
