Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA,week,year,game_id
2.0,2:00,2.0,10.0,JAX 12,7.0,10.0,Joe Flacco pass complete short right to Trey Sermon for no gain (tackle by Travon Walker and Maason Smith),4.1,3.12,5.0,2024,71
2.0,1:51,3.0,10.0,JAX 12,7.0,10.0,Joe Flacco pass incomplete short middle intended for Adonai Mitchell,3.12,2.63,5.0,2024,71
2.0,1:47,4.0,10.0,JAX 12,10.0,10.0,Matt Gay 30 yard field goal good,2.63,3.0,5.0,2024,71
2.0,1:44,,,IND 35,10.0,10.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
2.0,1:44,1.0,10.0,JAX 30,10.0,10.0,Trevor Lawrence pass complete short left to Travis Etienne for 4 yards (tackle by Jaylon Jones),0.94,0.93,5.0,2024,71
2.0,1:14,2.0,6.0,JAX 34,10.0,10.0,Trevor Lawrence pass incomplete short left intended for Travis Etienne,0.93,0.23,5.0,2024,71
2.0,1:07,3.0,6.0,JAX 34,10.0,10.0,Trevor Lawrence pass complete short middle to Brenton Strange for 12 yards (tackle by Chris Lammons and Zaire Franklin),0.23,1.99,5.0,2024,71
2.0,0:43,1.0,10.0,JAX 46,10.0,10.0,Trevor Lawrence pass incomplete short middle intended for D'Ernest Johnson (defended by Zaire Franklin),1.99,1.45,5.0,2024,71
2.0,0:42,2.0,10.0,JAX 46,10.0,10.0,Trevor Lawrence pass complete short right to Travis Etienne for -1 yards (tackle by Dallis Flowers),1.45,0.63,5.0,2024,71
2.0,0:35,,,,,,Timeout #1 by Indianapolis Colts,,,5.0,2024,71
2.0,0:35,3.0,11.0,JAX 45,10.0,10.0,"Trevor Lawrence pass complete deep left to Gabriel Davis for 21 yards. Gabriel Davis fumbles (forced by Jaylon Jones), recovered by Chris Lammons at IND-34 (tackle by Travis Etienne). Penalty on Gabriel Davis: Offensive Pass Interference, 10 yards (declined)",0.63,-1.2,5.0,2024,71
2.0,0:27,1.0,10.0,IND 34,10.0,10.0,Joe Flacco pass complete short right to Josh Downs for 12 yards (tackle by Jarrian Jones and Antonio Johnson),1.2,1.99,5.0,2024,71
2.0,0:18,,,,,,Timeout #2 by Indianapolis Colts,,,5.0,2024,71
2.0,0:18,1.0,10.0,IND 46,10.0,10.0,Joe Flacco pass incomplete short right intended for Michael Pittman (defended by Travon Walker),1.99,1.45,5.0,2024,71
2.0,0:15,2.0,10.0,IND 46,10.0,10.0,"Joe Flacco sacked by Travon Walker for -11 yards. Joe Flacco fumbles (forced by Travon Walker), recovered by Josh Hines-Allen at IND-25 and returned for 13 yards (tackle by Joe Flacco and Tyler Goodson)",1.45,-4.78,5.0,2024,71
2.0,0:06,1.0,10.0,IND 12,10.0,13.0,Cam Little 30 yard field goal good,4.78,3.0,5.0,2024,71
2.0,0:04,,,JAX 35,10.0,13.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
2.0,0:04,1.0,10.0,IND 30,10.0,13.0,Joe Flacco kneels for -1 yards,0.94,0.26,5.0,2024,71
3.0,15:00,,,IND 35,10.0,13.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
3.0,15:00,1.0,10.0,JAX 30,10.0,13.0,Travis Etienne left end for 2 yards (tackle by Jaylon Carlies),0.94,0.66,5.0,2024,71
3.0,14:26,2.0,8.0,JAX 32,10.0,13.0,Trevor Lawrence pass complete short left to Brian Thomas for 13 yards (tackle by Jaylon Jones and Jaylon Carlies),0.66,1.93,5.0,2024,71
3.0,13:48,1.0,10.0,JAX 45,10.0,13.0,Trevor Lawrence pass complete short middle to Brian Thomas for 4 yards (tackle by Zaire Franklin),1.93,1.92,5.0,2024,71
3.0,13:09,2.0,6.0,JAX 49,10.0,13.0,Tank Bigsby up the middle for 4 yards (tackle by Laiatu Latu),1.92,1.75,5.0,2024,71
3.0,12:30,3.0,2.0,IND 47,10.0,13.0,Tank Bigsby left end for -3 yards (tackle by E.J. Speed and Taven Bryan),1.75,-0.06,5.0,2024,71
3.0,11:45,4.0,5.0,JAX 50,10.0,13.0,"Logan Cooke punts 44 yards, fair catch by Josh Downs at IND-6",-0.06,0.38,5.0,2024,71
3.0,11:37,1.0,10.0,IND 6,10.0,13.0,"Joe Flacco pass incomplete short left intended for Alec Pierce (defended by Josh Hines-Allen). Penalty on Ventrell Miller: Illegal Contact, 5 yards (accepted) (no play)",-0.38,-0.37,5.0,2024,71
3.0,11:30,1.0,10.0,IND 11,10.0,13.0,Tyler Goodson right end for 4 yards (tackle by Ronald Darby),-0.37,-0.43,5.0,2024,71
3.0,10:56,2.0,6.0,IND 15,10.0,13.0,Joe Flacco pass incomplete short left intended for Adonai Mitchell,-0.43,-0.95,5.0,2024,71
3.0,10:50,3.0,6.0,IND 15,10.0,13.0,"Joe Flacco pass complete short right to Michael Pittman for 2 yards (tackle by Travon Walker). Penalty on Braden Smith: Illegal Formation, 5 yards (declined)",-0.95,-2.32,5.0,2024,71
3.0,10:37,4.0,4.0,IND 17,10.0,13.0,"Rigoberto Sanchez punts 44 yards, returned by Devin Duvernay for 5 yards (tackle by Kylen Granson)",-2.32,-1.86,5.0,2024,71
3.0,10:22,1.0,10.0,JAX 44,10.0,13.0,Trevor Lawrence pass complete short middle to Brian Thomas for 12 yards (tackle by Julian Blackmon),1.86,2.65,5.0,2024,71
3.0,9:53,1.0,10.0,IND 44,10.0,13.0,Travis Etienne left end for 3 yards (tackle by E.J. Speed),2.65,2.52,5.0,2024,71
3.0,9:18,2.0,7.0,IND 41,10.0,13.0,Trevor Lawrence pass deep left intended for Brian Thomas is intercepted by Nick Cross at IND-2 and returned for no gain (tackle by Brian Thomas),2.52,0.38,5.0,2024,71
3.0,9:03,1.0,10.0,IND 2,10.0,13.0,Trey Sermon up the middle for 3 yards (tackle by Josh Hines-Allen and Chad Muma),-0.38,-0.56,5.0,2024,71
3.0,8:24,2.0,7.0,IND 5,10.0,13.0,Joe Flacco pass complete short left to Tyler Goodson for 2 yards (tackle by Ventrell Miller),-0.56,-0.84,5.0,2024,71
3.0,7:47,3.0,5.0,IND 7,10.0,13.0,Joe Flacco pass incomplete short middle intended for Josh Downs,-0.84,-2.49,5.0,2024,71
3.0,7:40,4.0,5.0,IND 7,10.0,13.0,"Rigoberto Sanchez punts 65 yards, returned by Devin Duvernay for 53 yards (tackle by Ashton Dulin)",-2.49,-4.31,5.0,2024,71
3.0,7:21,1.0,10.0,IND 19,10.0,19.0,"Tank Bigsby up the middle for 19 yards. Tank Bigsby fumbles (forced by Laiatu Latu), recovered by Tank Bigsby in end zone, touchdown",4.31,7.0,5.0,2024,71
3.0,7:13,,,IND 15,10.0,20.0,Cam Little kicks extra point good,0.0,0.0,5.0,2024,71
3.0,7:13,,,JAX 35,10.0,20.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
3.0,7:13,1.0,10.0,IND 30,10.0,20.0,Joe Flacco pass complete short left to Michael Pittman for 5 yards (tackle by Roy Robertson-Harris and Chad Muma),0.94,1.07,5.0,2024,71
3.0,6:39,2.0,5.0,IND 35,10.0,20.0,Joe Flacco pass complete short left to Trey Sermon for 8 yards (tackle by Chad Muma and Montaric Brown),1.07,1.8,5.0,2024,71
3.0,5:57,1.0,10.0,IND 43,10.0,20.0,Ashton Dulin right end for 9 yards (tackle by Darnell Savage and Antonio Johnson),1.8,2.47,5.0,2024,71
3.0,5:35,2.0,1.0,JAX 48,10.0,20.0,Trey Sermon up the middle for 2 yards (tackle by Ventrell Miller),2.47,2.52,5.0,2024,71
3.0,5:09,1.0,10.0,JAX 46,10.0,20.0,Joe Flacco pass incomplete deep right intended for Adonai Mitchell,2.52,1.98,5.0,2024,71
3.0,4:51,2.0,10.0,JAX 46,10.0,20.0,Joe Flacco pass complete short right to Adonai Mitchell for 10 yards (tackle by Ronald Darby),1.98,3.18,5.0,2024,71
3.0,4:12,1.0,10.0,JAX 36,10.0,20.0,Joe Flacco pass complete short left to Michael Pittman for 2 yards (tackle by Ventrell Miller),3.18,2.91,5.0,2024,71
3.0,3:36,2.0,8.0,JAX 34,10.0,20.0,Joe Flacco pass complete short right to Josh Downs for 4 yards (tackle by Darnell Savage),2.91,2.74,5.0,2024,71
3.0,2:57,3.0,4.0,JAX 30,10.0,20.0,Joe Flacco pass complete short right to Josh Downs for 6 yards (tackle by Antonio Johnson),2.74,3.97,5.0,2024,71
3.0,2:19,1.0,10.0,JAX 24,10.0,20.0,Joe Flacco pass complete short left to Trey Sermon for 5 yards (tackle by Montaric Brown),3.97,4.12,5.0,2024,71
3.0,1:37,2.0,5.0,JAX 19,10.0,20.0,Adonai Mitchell left end for 4 yards (tackle by Ronald Darby),4.12,4.17,5.0,2024,71
3.0,0:52,3.0,1.0,JAX 15,10.0,20.0,Joe Flacco up the middle for 2 yards (tackle by Tyler Lacy),4.17,4.71,5.0,2024,71
3.0,0:13,1.0,10.0,JAX 13,10.0,20.0,Joe Flacco pass incomplete short left intended for Mo Alie-Cox (defended by Andre Cisco),4.71,4.05,5.0,2024,71
3.0,0:04,2.0,10.0,JAX 13,10.0,20.0,"Penalty on Ashton Dulin: False Start, 5 yards (accepted) (no play)",4.05,3.4,5.0,2024,71
3.0,0:04,2.0,15.0,JAX 18,10.0,20.0,Joe Flacco pass incomplete short middle intended for Michael Pittman,3.4,2.79,5.0,2024,71
4.0,15:00,3.0,15.0,JAX 18,16.0,20.0,"Joe Flacco pass complete deep left to Mo Alie-Cox for 18 yards, touchdown",2.79,7.0,5.0,2024,71
4.0,14:54,,,JAX 15,17.0,20.0,Matt Gay kicks extra point good,0.0,0.0,5.0,2024,71
4.0,14:54,,,IND 35,17.0,20.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
4.0,14:54,1.0,10.0,JAX 30,17.0,20.0,"Trevor Lawrence pass complete deep left to Brian Thomas for no gain (tackle by Nick Cross and Jaylon Carlies). Penalty on D'Ernest Johnson: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.94,-0.5,5.0,2024,71
4.0,14:20,1.0,25.0,JAX 15,17.0,20.0,Trevor Lawrence pass complete short right to Travis Etienne for 1 yard (tackle by Zaire Franklin),-0.5,-1.65,5.0,2024,71
4.0,13:46,2.0,24.0,JAX 16,17.0,20.0,Trevor Lawrence pass complete deep left to Christian Kirk for 61 yards (tackle by Nick Cross and Jaylon Jones),-1.65,4.04,5.0,2024,71
4.0,12:55,1.0,10.0,IND 23,17.0,20.0,Tank Bigsby up the middle for 4 yards (tackle by Dallis Flowers),4.04,4.05,5.0,2024,71
4.0,12:20,2.0,6.0,IND 19,17.0,20.0,Trevor Lawrence pass complete short middle to Gabriel Davis for 10 yards (tackle by Nick Cross and Zaire Franklin),4.05,5.14,5.0,2024,71
4.0,11:38,1.0,9.0,IND 9,17.0,20.0,Trevor Lawrence pass complete short right to Josiah Deguara for 2 yards (tackle by Jaylon Carlies),5.14,4.76,5.0,2024,71
4.0,11:03,2.0,7.0,IND 7,17.0,20.0,Tank Bigsby up the middle for 3 yards (tackle by Adam Gotsis),4.76,4.49,5.0,2024,71
4.0,10:05,3.0,4.0,IND 4,17.0,26.0,"Trevor Lawrence pass complete short right to Brenton Strange for 4 yards, touchdown",4.49,7.0,5.0,2024,71
4.0,9:59,,,IND 15,17.0,27.0,Cam Little kicks extra point good,0.0,0.0,5.0,2024,71
4.0,9:59,,,JAX 35,17.0,27.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
4.0,9:59,1.0,10.0,IND 30,17.0,27.0,Joe Flacco pass complete short middle to Michael Pittman for 27 yards (tackle by Andre Cisco),0.94,2.72,5.0,2024,71
4.0,9:39,1.0,10.0,JAX 43,17.0,27.0,Joe Flacco sacked by Travon Walker for -3 yards,2.72,1.77,5.0,2024,71
4.0,9:00,2.0,13.0,JAX 46,17.0,27.0,Joe Flacco pass complete short right to Andrew Ogletree for 5 yards (tackle by Ventrell Miller),1.77,1.75,5.0,2024,71
4.0,8:17,3.0,8.0,JAX 41,17.0,27.0,Joe Flacco scrambles up the middle for 21 yards (tackle by Tre Flowers),1.75,4.24,5.0,2024,71
4.0,7:28,1.0,10.0,JAX 20,17.0,27.0,Joe Flacco pass complete short left to Josh Downs for -1 yards (tackle by Ventrell Miller),4.24,3.56,5.0,2024,71
4.0,6:56,2.0,11.0,JAX 21,17.0,27.0,Tyler Goodson right end for 2 yards (tackle by Arik Armstead and Devin Lloyd),3.56,3.1,5.0,2024,71
4.0,6:06,,,,,,Timeout #1 by Jacksonville Jaguars,,,5.0,2024,71
4.0,6:06,3.0,9.0,JAX 19,17.0,27.0,Joe Flacco pass incomplete deep right intended for Mo Alie-Cox,3.1,2.18,5.0,2024,71
4.0,6:04,4.0,9.0,JAX 19,20.0,27.0,Matt Gay 37 yard field goal good,2.18,3.0,5.0,2024,71
4.0,6:00,,,IND 35,20.0,27.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
4.0,6:00,1.0,10.0,JAX 30,20.0,27.0,Trevor Lawrence pass complete short right to Christian Kirk for 5 yards (tackle by Chris Lammons),0.94,1.07,5.0,2024,71
4.0,5:21,2.0,5.0,JAX 35,20.0,33.0,"Tank Bigsby up the middle for 65 yards, touchdown",1.07,7.0,5.0,2024,71
4.0,5:09,,,IND 15,20.0,34.0,"Cam Little kicks extra point good. Penalty on Adam Gotsis: Defensive Holding, 5 yards (declined)",0.0,0.0,5.0,2024,71
4.0,5:09,,,JAX 35,20.0,34.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
4.0,5:09,1.0,10.0,IND 30,20.0,34.0,Joe Flacco pass complete deep left to Alec Pierce for 24 yards (tackle by Montaric Brown),0.94,2.52,5.0,2024,71
4.0,4:49,1.0,10.0,JAX 46,20.0,34.0,"Joe Flacco pass complete deep left to Alec Pierce for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Joe Flacco pass complete deep left to Alec Pierce for 45 yards (tackle by Andre Cisco)",2.52,6.97,5.0,2024,71
4.0,4:32,1.0,1.0,JAX 1,26.0,34.0,"Trey Sermon up the middle for 1 yard, touchdown",6.97,7.0,5.0,2024,71
4.0,4:27,,,JAX 15,27.0,34.0,Matt Gay kicks extra point good,0.0,0.0,5.0,2024,71
4.0,4:27,,,IND 35,27.0,34.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
4.0,4:27,1.0,10.0,JAX 30,27.0,34.0,Trevor Lawrence pass complete short left to D'Ernest Johnson for no gain (tackle by Adam Gotsis),0.94,0.39,5.0,2024,71
4.0,3:49,2.0,10.0,JAX 30,27.0,34.0,Trevor Lawrence pass incomplete short left intended for Brian Thomas (defended by Jaylon Jones),0.39,-0.3,5.0,2024,71
4.0,3:40,3.0,10.0,JAX 30,27.0,34.0,Trevor Lawrence pass incomplete short right intended for Gabriel Davis (defended by Samuel Womack),-0.3,-1.37,5.0,2024,71
4.0,3:36,4.0,10.0,JAX 30,27.0,34.0,"Logan Cooke punts 58 yards, returned by Josh Downs for 11 yards (tackle by Josiah Deguara)",-1.37,-0.48,5.0,2024,71
4.0,3:25,1.0,10.0,IND 23,27.0,34.0,"Penalty on Quenton Nelson: False Start, 5 yards (accepted) (no play)",0.48,0.0,5.0,2024,71
4.0,3:25,1.0,15.0,IND 18,27.0,34.0,Trey Sermon up the middle for 17 yards (tackle by Andre Cisco),0.0,1.27,5.0,2024,71
4.0,2:50,1.0,10.0,IND 35,33.0,34.0,"Joe Flacco pass complete deep right to Alec Pierce for 65 yards, touchdown",1.27,7.0,5.0,2024,71
4.0,2:40,,,JAX 15,34.0,34.0,Matt Gay kicks extra point good,0.0,0.0,5.0,2024,71
4.0,2:40,,,IND 35,34.0,34.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,71
4.0,2:40,1.0,10.0,JAX 30,34.0,34.0,Trevor Lawrence pass complete short right to D'Ernest Johnson for 9 yards (tackle by Samuel Womack),0.94,1.61,5.0,2024,71
4.0,2:00,2.0,1.0,JAX 39,34.0,34.0,Tank Bigsby up the middle for 5 yards (tackle by E.J. Speed),1.61,1.86,5.0,2024,71
4.0,1:25,1.0,10.0,JAX 44,34.0,34.0,Trevor Lawrence pass complete short left to Luke Farrell for 11 yards (tackle by Chris Lammons),1.86,2.59,5.0,2024,71
4.0,0:36,1.0,10.0,IND 45,34.0,34.0,Trevor Lawrence pass complete short right to Christian Kirk for 14 yards,2.59,3.51,5.0,2024,71
4.0,0:30,1.0,10.0,IND 31,34.0,34.0,Tank Bigsby up the middle for 1 yard (tackle by Samuel Womack),3.51,3.1,5.0,2024,71
4.0,0:27,,,,,,Timeout #1 by Indianapolis Colts,,,5.0,2024,71
4.0,0:27,2.0,9.0,IND 30,34.0,34.0,Tank Bigsby up the middle for -2 yards (tackle by Taven Bryan),3.1,2.15,5.0,2024,71
