Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Coverage,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Pass Rush,Tackles,Tackles,Tackles,Unnamed: 28_level_0
11.0,Jalen Pitre,23.0,HOU,SS,17.0,17.0,5.0,63.0,41.0,65.1,662.0,16.1,10.5,4.0,88.2,13.3,477.0,185.0,7.0,1.0,0.0,0.0,1.0,2.0,147.0,19.0,11.4,AP DRoY-5
12.0,Drue Tranquill,27.0,LAC,LLB,17.0,16.0,1.0,43.0,37.0,86.0,376.0,10.2,8.7,1.0,101.2,5.5,163.0,213.0,36.0,1.0,3.0,0.0,5.0,9.0,146.0,9.0,5.8,
13.0,Bobby Wagner,32.0,LAR,RILB,17.0,17.0,2.0,48.0,33.0,68.8,359.0,10.9,7.5,2.0,87.1,1.4,56.0,303.0,49.0,2.0,2.0,1.0,6.0,10.0,140.0,2.0,1.4,AP-2
14.0,Eric Kendricks,30.0,MIN,RILB,17.0,17.0,0.0,85.0,63.0,74.1,583.0,9.3,6.9,2.0,100.3,3.5,202.0,381.0,32.0,3.0,1.0,1.0,1.0,5.0,137.0,12.0,8.1,
15.0,Cody Barton,26.0,SEA,RILB,17.0,11.0,2.0,51.0,44.0,86.3,382.0,8.7,7.5,2.0,94.6,3.4,133.0,249.0,12.0,0.0,0.0,0.0,2.0,2.0,136.0,1.0,0.7,
16.0,Shaq Thompson,28.0,CAR,LLB,17.0,17.0,0.0,70.0,47.0,67.1,379.0,8.1,5.4,2.0,90.1,2.8,90.0,289.0,35.0,1.0,1.0,0.0,0.5,3.0,135.0,11.0,7.5,
17.0,Fred Warner,26.0,SFO,MLB,17.0,17.0,1.0,68.0,41.0,60.3,438.0,10.7,6.4,0.0,73.0,4.3,142.0,296.0,35.0,2.0,3.0,0.0,2.0,8.0,130.0,8.0,5.8,"PB,AP-1"
18.0,Jordan Hicks,30.0,MIN,LILB,17.0,17.0,1.0,63.0,48.0,76.2,562.0,11.7,8.9,1.0,101.4,3.7,156.0,406.0,17.0,1.0,1.0,2.0,3.0,5.0,129.0,8.0,5.8,
19.0,Josey Jewell,28.0,DEN,LILB,13.0,13.0,2.0,66.0,52.0,78.8,525.0,10.1,8.0,2.0,97.3,3.9,147.0,378.0,43.0,0.0,2.0,0.0,2.5,5.0,128.0,9.0,6.6,
20.0,Dre Greenlaw,25.0,SFO,RLB,15.0,15.0,1.0,89.0,70.0,78.7,483.0,6.9,5.4,1.0,88.3,2.9,163.0,320.0,23.0,2.0,0.0,1.0,0.0,2.0,127.0,9.0,6.6,
21.0,Alex Anzalone,28.0,DET,MLB,17.0,17.0,1.0,46.0,32.0,69.6,318.0,9.9,6.9,0.0,79.8,5.7,129.0,189.0,60.0,5.0,3.0,0.0,1.5,10.0,125.0,10.0,7.4,
22.0,Ja'Whaun Bentley,26.0,NWE,LILB,17.0,17.0,1.0,47.0,37.0,78.7,321.0,8.7,6.8,0.0,86.3,2.6,65.0,256.0,51.0,6.0,2.0,0.0,3.0,11.0,125.0,10.0,7.4,
23.0,Jonathan Owens,27.0,HOU,FS,17.0,17.0,0.0,42.0,28.0,66.7,474.0,16.9,11.3,3.0,128.5,10.6,293.0,181.0,4.0,0.0,0.0,0.0,1.0,1.0,125.0,8.0,6.0,
24.0,Lavonte David,32.0,TAM,RILB,17.0,17.0,0.0,73.0,55.0,75.3,376.0,6.8,5.2,1.0,90.9,3.7,156.0,220.0,24.0,0.0,0.0,0.0,3.0,3.0,124.0,9.0,6.8,
25.0,Christian Kirksey,30.0,HOU,MLB,17.0,17.0,2.0,60.0,45.0,75.0,407.0,9.0,6.8,2.0,90.1,5.3,166.0,241.0,32.0,1.0,4.0,0.0,3.0,9.0,124.0,10.0,7.5,
26.0,Julian Love,24.0,NYG,SS,16.0,16.0,2.0,50.0,34.0,68.0,333.0,9.8,6.7,3.0,89.8,9.5,180.0,153.0,16.0,1.0,0.0,0.0,1.0,2.0,124.0,5.0,3.9,
27.0,Devin White,24.0,TAM,LILB,17.0,17.0,0.0,60.0,46.0,76.7,400.0,8.7,6.7,2.0,104.9,2.8,137.0,263.0,65.0,7.0,9.0,0.0,5.5,22.0,124.0,11.0,8.1,
28.0,Richie Grant,25.0,ATL,SS,17.0,17.0,2.0,62.0,39.0,62.9,446.0,11.4,7.2,3.0,87.2,10.1,240.0,206.0,11.0,1.0,1.0,0.0,0.0,2.0,123.0,8.0,6.1,
29.0,Logan Wilson,26.0,CIN,RLB/MLB,15.0,15.0,1.0,74.0,55.0,74.3,489.0,8.9,6.6,1.0,90.4,4.2,210.0,279.0,38.0,3.0,4.0,0.0,2.5,10.0,123.0,6.0,4.7,
30.0,Quay Walker,22.0,GNB,RILB,17.0,16.0,0.0,45.0,24.0,53.3,184.0,7.7,4.1,0.0,63.6,3.0,32.0,152.0,52.0,2.0,3.0,0.0,1.5,7.0,121.0,6.0,4.7,
31.0,Patrick Queen,23.0,BAL,RLB,17.0,17.0,2.0,66.0,51.0,77.3,464.0,9.1,7.0,0.0,83.1,3.4,136.0,328.0,64.0,3.0,7.0,1.0,5.0,17.0,117.0,9.0,7.1,
32.0,Rayshawn Jenkins,28.0,JAX,SS,17.0,17.0,3.0,55.0,39.0,70.9,450.0,11.5,8.2,1.0,78.6,8.8,259.0,191.0,23.0,5.0,2.0,2.0,1.0,8.0,116.0,18.0,13.4,
33.0,Nicholas Morrow,27.0,CHI,LLB,17.0,17.0,1.0,44.0,33.0,75.0,333.0,10.1,7.6,2.0,101.8,6.5,150.0,183.0,24.0,5.0,0.0,0.0,0.0,5.0,116.0,6.0,4.9,
34.0,Derwin James,26.0,LAC,FS,14.0,14.0,2.0,58.0,38.0,65.5,398.0,10.5,6.9,2.0,82.4,8.0,231.0,167.0,23.0,2.0,1.0,0.0,4.0,7.0,115.0,5.0,4.2,"PB,AP-2"
35.0,Devin Lloyd,24.0,JAX,RILB,17.0,15.0,3.0,79.0,61.0,77.2,648.0,10.6,8.2,4.0,101.7,5.0,236.0,412.0,38.0,1.0,2.0,0.0,0.0,3.0,115.0,14.0,10.9,
36.0,Ernest Jones,23.0,LAR,LILB,17.0,11.0,1.0,53.0,42.0,79.2,333.0,7.9,6.3,0.0,85.0,3.4,128.0,205.0,13.0,1.0,1.0,0.0,0.0,2.0,114.0,7.0,5.8,
37.0,Budda Baker,26.0,ARI,FS,15.0,15.0,2.0,40.0,30.0,75.0,282.0,9.4,7.1,3.0,98.1,5.0,108.0,174.0,55.0,5.0,1.0,0.0,0.0,6.0,111.0,14.0,11.2,PB
38.0,Frankie Luvu,26.0,CAR,RLB,15.0,14.0,1.0,48.0,34.0,70.8,277.0,8.1,5.8,3.0,97.3,1.6,71.0,206.0,57.0,3.0,3.0,2.0,7.0,13.0,111.0,7.0,5.9,
39.0,Jalen Thompson,24.0,ARI,SS,17.0,17.0,1.0,56.0,38.0,67.9,512.0,13.5,9.1,4.0,113.1,10.5,277.0,235.0,3.0,0.0,1.0,0.0,0.0,1.0,110.0,4.0,3.5,
40.0,Kyzir White,26.0,PHI,DB,17.0,8.0,0.0,65.0,42.0,64.6,288.0,6.9,4.4,0.0,74.4,2.4,69.0,219.0,20.0,0.0,1.0,0.0,1.5,3.0,110.0,5.0,4.3,
41.0,Demario Davis,33.0,NOR,MLB,17.0,17.0,1.0,49.0,33.0,67.3,274.0,8.3,5.6,2.0,86.6,3.0,61.0,213.0,26.0,1.0,2.0,1.0,6.5,10.0,109.0,10.0,8.4,"PB,AP-2"
42.0,Kevin Byard,29.0,TEN,SS,17.0,17.0,4.0,71.0,46.0,64.8,610.0,13.3,8.6,2.0,77.8,7.9,365.0,245.0,13.0,2.0,0.0,0.0,0.0,2.0,108.0,4.0,3.6,
43.0,L'Jarius Sneed,25.0,KAN,LCB,17.0,17.0,3.0,104.0,69.0,66.3,649.0,9.4,6.2,4.0,84.2,6.8,312.0,337.0,40.0,3.0,3.0,2.0,3.5,10.0,108.0,5.0,4.4,
44.0,Elandon Roberts,28.0,MIA,LILB,17.0,17.0,0.0,35.0,28.0,80.0,304.0,10.9,8.7,2.0,121.9,5.2,107.0,197.0,33.0,0.0,2.0,0.0,4.5,7.0,107.0,8.0,7.0,
45.0,Mykal Walker,25.0,ATL,MLB,16.0,12.0,2.0,53.0,44.0,83.0,374.0,8.5,7.1,0.0,80.3,3.6,163.0,211.0,16.0,1.0,0.0,1.0,1.0,2.0,107.0,6.0,5.3,
46.0,Quincy Williams,26.0,NYJ,LILB,15.0,15.0,0.0,51.0,44.0,86.3,306.0,7.0,6.0,0.0,91.7,3.8,170.0,136.0,10.0,0.0,3.0,0.0,3.0,7.0,106.0,9.0,7.8,
47.0,Grant Delpit,24.0,CLE,SS,17.0,16.0,4.0,41.0,21.0,51.2,352.0,16.8,8.6,5.0,80.5,12.4,190.0,162.0,13.0,0.0,0.0,0.0,0.0,0.0,105.0,9.0,7.9,
48.0,Jaquan Brisker,23.0,CHI,FS,15.0,15.0,1.0,48.0,27.0,56.3,352.0,13.0,7.3,4.0,98.6,9.5,209.0,143.0,15.0,1.0,0.0,0.0,4.0,5.0,104.0,7.0,6.3,
49.0,Jamin Davis,24.0,WAS,LLB,16.0,15.0,0.0,52.0,33.0,63.5,315.0,9.5,6.1,1.0,86.6,2.6,80.0,235.0,37.0,3.0,3.0,1.0,3.0,9.0,104.0,3.0,2.8,
50.0,Myles Jack,27.0,PIT,RILB,15.0,13.0,0.0,55.0,42.0,76.4,390.0,9.3,7.1,2.0,107.4,4.4,171.0,219.0,21.0,0.0,1.0,1.0,0.0,1.0,104.0,7.0,6.3,
51.0,Adrian Amos,29.0,GNB,SS,17.0,17.0,1.0,50.0,35.0,70.0,428.0,12.2,8.6,3.0,107.7,8.8,310.0,118.0,10.0,1.0,2.0,0.0,1.0,4.0,102.0,4.0,3.8,
52.0,Tremaine Edmunds,24.0,BUF,MLB,13.0,13.0,1.0,60.0,39.0,65.0,296.0,7.6,4.9,0.0,69.9,4.4,134.0,162.0,18.0,0.0,2.0,0.0,1.0,3.0,102.0,1.0,1.0,
53.0,Chuck Clark,27.0,BAL,SS,17.0,17.0,0.0,43.0,32.0,74.4,270.0,8.4,6.3,1.0,98.0,5.5,123.0,147.0,14.0,1.0,0.0,0.0,0.0,1.0,101.0,4.0,3.8,
54.0,John Johnson,27.0,CLE,FS,17.0,17.0,1.0,49.0,27.0,55.1,429.0,15.9,8.8,1.0,82.8,11.8,270.0,159.0,5.0,1.0,1.0,0.0,0.5,3.0,101.0,10.0,9.0,
55.0,Donovan Wilson,27.0,DAL,FS,17.0,17.0,1.0,39.0,20.0,51.3,166.0,8.3,4.3,2.0,69.0,9.6,96.0,70.0,30.0,3.0,4.0,1.0,5.0,12.0,101.0,9.0,8.2,
56.0,Jerome Baker,26.0,MIA,RILB,17.0,17.0,0.0,68.0,54.0,79.4,364.0,6.7,5.4,2.0,98.8,3.0,88.0,276.0,47.0,1.0,3.0,0.0,4.0,9.0,100.0,10.0,9.1,
57.0,Zaven Collins,23.0,ARI,RILB,16.0,16.0,1.0,63.0,46.0,73.0,416.0,9.0,6.6,2.0,94.4,2.6,48.0,368.0,58.0,4.0,2.0,2.0,2.0,8.0,100.0,8.0,7.4,
58.0,Matt Milano,28.0,BUF,LLB,15.0,15.0,3.0,68.0,45.0,66.2,388.0,8.6,5.7,0.0,62.6,3.7,129.0,259.0,36.0,3.0,5.0,0.0,1.5,10.0,99.0,13.0,11.6,"PB,AP-1"
59.0,Germaine Pratt,26.0,CIN,MLB,15.0,15.0,2.0,40.0,25.0,62.5,196.0,7.8,4.9,1.0,62.1,3.5,68.0,128.0,24.0,2.0,0.0,4.0,1.0,3.0,99.0,5.0,4.8,
60.0,Isaiah Simmons,24.0,ARI,LILB,17.0,13.0,2.0,70.0,54.0,77.1,518.0,9.6,7.4,4.0,104.3,5.1,217.0,301.0,39.0,2.0,0.0,2.0,4.0,6.0,99.0,5.0,4.8,
61.0,Christian Wilkins,27.0,MIA,LDE,17.0,17.0,0.0,1.0,1.0,100.0,4.0,4.0,4.0,0.0,83.3,-5.0,-5.0,9.0,1.0,8.0,2.0,5.0,3.5,15.0,98.0,1.0,1.0,
62.0,Talanoa Hufanga,23.0,SFO,SS,17.0,17.0,4.0,55.0,35.0,63.6,399.0,11.4,7.3,6.0,91.4,8.9,240.0,159.0,28.0,2.0,1.0,0.0,2.0,5.0,97.0,8.0,7.6,"PB,AP-1"
63.0,De'Vondre Campbell,29.0,GNB,LILB,13.0,13.0,2.0,55.0,44.0,80.0,362.0,8.2,6.6,0.0,78.9,2.7,108.0,254.0,19.0,2.0,1.0,0.0,0.0,3.0,96.0,6.0,5.9,
64.0,DeShon Elliott,25.0,DET,FS,14.0,13.0,1.0,38.0,31.0,81.6,552.0,17.8,14.5,2.0,125.3,15.6,432.0,120.0,16.0,2.0,1.0,0.0,0.0,3.0,96.0,5.0,5.0,
65.0,Minkah Fitzpatrick,26.0,PIT,FS,15.0,15.0,6.0,54.0,33.0,61.1,516.0,15.6,9.6,5.0,84.1,10.5,314.0,202.0,11.0,1.0,1.0,0.0,0.0,2.0,96.0,5.0,5.0,"PB,AP-1,AP DPoY-10"
66.0,Jevon Holland,22.0,MIA,FS,17.0,17.0,2.0,49.0,38.0,77.6,516.0,13.6,10.5,3.0,113.9,9.9,343.0,173.0,21.0,3.0,0.0,1.0,1.5,5.0,96.0,5.0,5.0,
67.0,Rodney McLeod,32.0,IND,SS,17.0,15.0,2.0,68.0,46.0,67.6,455.0,9.9,6.7,5.0,98.6,7.3,223.0,232.0,10.0,1.0,0.0,0.0,0.0,1.0,96.0,6.0,5.9,
68.0,Marcus Epps,26.0,PHI,SS,17.0,17.0,0.0,52.0,38.0,73.1,470.0,12.4,9.0,6.0,139.1,9.2,290.0,180.0,6.0,1.0,0.0,0.0,0.0,1.0,94.0,10.0,9.6,
69.0,Kareem Jackson,34.0,DEN,SS,17.0,17.0,0.0,59.0,34.0,57.6,470.0,13.8,8.0,3.0,100.2,9.2,252.0,218.0,2.0,0.0,0.0,0.0,0.0,0.0,94.0,16.0,14.5,
70.0,Taylor Rapp,25.0,LAR,SS,16.0,16.0,2.0,53.0,38.0,71.7,344.0,9.1,6.5,4.0,98.3,6.5,174.0,170.0,9.0,0.0,1.0,1.0,0.0,1.0,92.0,6.0,6.1,
71.0,Damar Hamlin,24.0,BUF,FS,15.0,13.0,0.0,35.0,25.0,71.4,454.0,18.2,13.0,3.0,142.3,11.0,237.0,217.0,16.0,0.0,1.0,0.0,1.5,3.0,91.0,7.0,7.1,AP CPoY-12
72.0,Tyrann Mathieu,30.0,NOR,FS,17.0,17.0,3.0,59.0,37.0,62.7,387.0,10.5,6.6,3.0,77.4,7.7,204.0,183.0,15.0,0.0,1.0,0.0,1.0,2.0,91.0,6.0,6.2,
73.0,Taron Johnson,26.0,BUF,RLB,16.0,15.0,1.0,100.0,65.0,65.0,592.0,9.1,5.9,7.0,100.1,4.5,270.0,322.0,19.0,1.0,0.0,0.0,0.0,1.0,90.0,3.0,3.2,
74.0,Leighton Vander Esch,25.0,DAL,MLB,14.0,14.0,0.0,31.0,24.0,77.4,214.0,8.9,6.9,0.0,95.4,3.8,87.0,127.0,17.0,2.0,0.0,0.0,1.0,3.0,90.0,3.0,3.2,
75.0,Maxx Crosby,25.0,LVR,RDE,17.0,17.0,0.0,4.0,2.0,50.0,10.0,5.0,2.5,0.0,56.2,-2.5,-3.0,13.0,13.0,12.0,21.0,4.0,12.5,47.0,89.0,4.0,4.3,"PB,AP DPoY-6"
76.0,Desmond King,28.0,HOU,DB/LCB,17.0,13.0,2.0,56.0,40.0,71.4,365.0,9.1,6.5,2.0,85.8,6.9,204.0,161.0,8.0,1.0,1.0,1.0,0.0,2.0,89.0,7.0,7.3,
77.0,Jordan Whitehead,25.0,NYJ,FS,17.0,17.0,2.0,42.0,23.0,54.8,301.0,13.1,7.2,3.0,81.5,10.7,167.0,134.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,8.0,8.2,
78.0,Darrick Forrest,23.0,WAS,DB,17.0,11.0,4.0,55.0,30.0,54.5,448.0,14.9,8.1,4.0,75.4,12.3,286.0,162.0,7.0,0.0,0.0,0.0,0.0,0.0,88.0,3.0,3.3,
79.0,Willie Gay Jr.,24.0,KAN,MLB,13.0,13.0,1.0,52.0,42.0,80.8,338.0,8.0,6.5,1.0,92.1,2.1,70.0,268.0,30.0,0.0,1.0,4.0,2.5,4.0,88.0,9.0,9.3,
80.0,Jalen Ramsey,28.0,LAR,RCB,17.0,17.0,4.0,91.0,57.0,62.6,659.0,11.6,7.2,5.0,84.5,9.1,435.0,224.0,21.0,2.0,0.0,3.0,2.0,4.0,88.0,3.0,3.3,PB
81.0,Jaylon Smith,27.0,NYG,LILB,13.0,11.0,0.0,28.0,23.0,82.1,224.0,9.7,8.0,0.0,100.0,5.5,92.0,132.0,21.0,2.0,1.0,0.0,1.0,4.0,88.0,0.0,0.0,
82.0,Malcolm Rodriguez,23.0,DET,LLB,16.0,15.0,0.0,44.0,30.0,68.2,321.0,10.7,7.3,1.0,96.9,4.7,152.0,169.0,24.0,3.0,1.0,0.0,1.0,5.0,87.0,5.0,5.4,
83.0,Charvarius Ward,26.0,SFO,RCB,17.0,17.0,1.0,95.0,54.0,56.8,612.0,11.3,6.4,3.0,82.4,9.7,410.0,202.0,3.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,
84.0,Duron Harmon,31.0,LVR,SS,17.0,16.0,2.0,57.0,44.0,77.2,693.0,15.8,12.2,3.0,120.0,9.0,373.0,320.0,15.0,0.0,0.0,1.0,0.0,0.0,86.0,6.0,6.5,
85.0,David Long,26.0,TEN,LILB,12.0,12.0,2.0,53.0,39.0,73.6,336.0,8.6,6.3,0.0,74.1,3.1,126.0,210.0,22.0,3.0,3.0,1.0,0.0,6.0,86.0,10.0,10.4,
86.0,Nick Scott,27.0,LAR,FS,16.0,16.0,2.0,58.0,46.0,79.3,601.0,13.1,10.4,4.0,118.5,7.9,322.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,10.0,10.4,
87.0,Xavier Woods,27.0,CAR,FS,15.0,15.0,0.0,55.0,33.0,60.0,452.0,13.7,8.2,1.0,92.4,11.3,246.0,206.0,20.0,1.0,1.0,0.0,0.0,2.0,86.0,6.0,6.5,
88.0,Rasul Douglas,27.0,GNB,DB,17.0,12.0,4.0,84.0,54.0,64.3,583.0,10.8,6.9,6.0,88.5,7.5,312.0,271.0,3.0,0.0,0.0,0.0,1.0,1.0,85.0,6.0,6.6,
89.0,Harrison Smith,33.0,MIN,SS,14.0,14.0,5.0,39.0,31.0,79.5,350.0,11.3,9.0,1.0,73.0,10.3,241.0,109.0,9.0,1.0,0.0,0.0,0.0,1.0,85.0,2.0,2.3,
90.0,Jaylinn Hawkins,25.0,ATL,FS,16.0,16.0,2.0,38.0,25.0,65.8,331.0,13.2,8.7,4.0,106.4,9.3,216.0,115.0,8.0,1.0,1.0,0.0,0.0,2.0,84.0,7.0,7.7,
91.0,Roger McCreary,22.0,TEN,LCB,17.0,17.0,1.0,108.0,73.0,67.6,850.0,11.6,7.9,6.0,105.9,9.2,581.0,269.0,16.0,2.0,0.0,0.0,0.0,2.0,84.0,8.0,8.7,
92.0,Kamren Curl,23.0,WAS,SS,12.0,12.0,0.0,39.0,30.0,76.9,312.0,10.4,8.0,2.0,116.6,5.5,173.0,139.0,8.0,0.0,0.0,0.0,1.0,1.0,83.0,4.0,4.6,
93.0,Denzel Perryman,30.0,LVR,MLB,12.0,11.0,2.0,29.0,21.0,72.4,119.0,5.7,4.1,1.0,62.3,1.8,18.0,101.0,46.0,2.0,4.0,0.0,1.0,7.0,83.0,7.0,7.8,
94.0,Justin Reid,25.0,KAN,FS,17.0,17.0,0.0,58.0,37.0,63.8,388.0,10.5,6.7,4.0,106.1,7.2,243.0,145.0,34.0,1.0,3.0,1.0,1.0,5.0,83.0,8.0,8.8,
95.0,Mike Edwards,26.0,TAM,FS,13.0,12.0,2.0,48.0,32.0,66.7,488.0,15.3,10.2,4.0,110.4,14.5,310.0,178.0,22.0,2.0,1.0,0.0,1.0,4.0,82.0,5.0,5.7,
96.0,Kerby Joseph,22.0,DET,SS,17.0,14.0,4.0,40.0,25.0,62.5,294.0,11.8,7.4,6.0,84.8,13.9,213.0,81.0,4.0,0.0,1.0,0.0,0.0,1.0,82.0,7.0,7.9,
97.0,Devin Bush Jr.,24.0,PIT,LILB,17.0,14.0,0.0,38.0,28.0,73.7,318.0,11.4,8.4,1.0,107.1,6.7,188.0,130.0,31.0,1.0,2.0,0.0,0.0,3.0,81.0,1.0,1.2,
98.0,Camryn Bynum,24.0,MIN,FS,17.0,17.0,2.0,44.0,29.0,65.9,479.0,16.5,10.9,8.0,123.0,14.3,358.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,5.0,5.8,
99.0,Eddie Jackson,29.0,CHI,SS,12.0,12.0,4.0,34.0,21.0,61.8,348.0,16.6,10.2,1.0,66.4,12.5,250.0,98.0,5.0,0.0,0.0,0.0,0.0,0.0,80.0,9.0,10.1,
100.0,D.J. Reed,26.0,NYJ,LCB,17.0,17.0,1.0,85.0,54.0,63.5,489.0,9.1,5.8,2.0,81.9,11.7,323.0,166.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,7.0,
101.0,Pete Werner,23.0,NOR,LLB,12.0,11.0,0.0,39.0,28.0,71.8,212.0,7.6,5.4,1.0,93.1,2.8,41.0,171.0,15.0,2.0,0.0,0.0,0.0,2.0,80.0,4.0,4.8,
102.0,Antoine Winfield Jr.,24.0,TAM,SS,13.0,13.0,1.0,47.0,31.0,66.0,344.0,11.1,7.3,4.0,107.0,8.7,219.0,125.0,18.0,1.0,2.0,0.0,4.0,7.0,80.0,2.0,2.4,
103.0,Deommodore Lenoir,23.0,SFO,LCB,17.0,13.0,1.0,83.0,55.0,66.3,695.0,12.6,8.4,1.0,91.2,8.9,418.0,277.0,13.0,1.0,1.0,0.0,1.0,3.0,79.0,9.0,10.2,
104.0,Robert Spillane,27.0,PIT,LB,16.0,5.0,0.0,43.0,36.0,83.7,359.0,10.0,8.3,1.0,109.2,5.1,167.0,192.0,42.0,1.0,1.0,1.0,1.0,3.0,79.0,5.0,6.0,
105.0,Kyle Dugger,26.0,NWE,SS,15.0,15.0,3.0,55.0,38.0,69.1,369.0,9.7,6.7,5.0,95.2,8.4,236.0,133.0,26.0,1.0,1.0,0.0,1.0,3.0,78.0,7.0,8.2,
106.0,Kaden Elliss,27.0,NOR,RLB,17.0,11.0,0.0,31.0,19.0,61.3,176.0,9.3,5.7,0.0,76.8,5.0,82.0,94.0,24.0,1.0,2.0,0.0,7.0,11.0,78.0,5.0,6.0,
107.0,Vonn Bell,28.0,CIN,SS,16.0,16.0,4.0,53.0,36.0,67.9,468.0,13.0,8.8,0.0,64.0,9.1,271.0,197.0,25.0,1.0,2.0,0.0,1.0,5.0,77.0,6.0,7.2,
108.0,Jayron Kearse,28.0,DAL,SS,14.0,14.0,1.0,41.0,28.0,68.3,319.0,11.4,7.8,0.0,81.2,5.4,167.0,152.0,28.0,2.0,0.0,1.0,2.0,4.0,77.0,2.0,2.5,
109.0,Bobby McCain,29.0,WAS,FS,17.0,16.0,0.0,52.0,41.0,78.8,404.0,9.9,7.8,2.0,111.9,7.3,238.0,166.0,14.0,1.0,1.0,0.0,0.0,2.0,76.0,2.0,2.6,
110.0,Kenneth Murray,24.0,LAC,MLB,17.0,16.0,1.0,45.0,33.0,73.3,270.0,8.2,6.0,1.0,86.3,2.7,68.0,202.0,26.0,2.0,3.0,0.0,1.0,6.0,76.0,7.0,8.4,
