Quarter,Time,Down,ToGo,Location,DEN,LVR,Detail,EPB,EPA,week,year,game_id
1.0,3:04,1.0,10.0,DEN 14,0.0,0.0,Zamir White left tackle for 3 yards (tackle by Alex Singleton and Ja'Quan McMillian),4.65,4.52,18.0,2023,268
1.0,2:33,2.0,7.0,DEN 11,0.0,0.0,Aidan O'Connell pass complete short right to Austin Hooper for 6 yards (tackle by Justin Simmons),4.52,4.96,18.0,2023,268
1.0,1:53,3.0,1.0,DEN 5,0.0,6.0,"Jakobi Meyers scrambles left end for 5 yards, touchdown",4.96,7.0,18.0,2023,268
1.0,1:44,,,DEN 15,0.0,7.0,Daniel Carlson kicks extra point good,0.0,0.0,18.0,2023,268
1.0,1:44,,,LVR 35,0.0,7.0,"Daniel Carlson kicks off 69 yards, returned by Marvin Mims for 20 yards (tackle by Luke Masterson and DJ Turner)",0.0,-0.14,18.0,2023,268
1.0,1:40,1.0,10.0,DEN 16,0.0,7.0,Jaleel McLaughlin left tackle for 3 yards (tackle by Marcus Epps),-0.14,-0.18,18.0,2023,268
1.0,1:05,2.0,7.0,DEN 19,0.0,7.0,Jarrett Stidham pass complete deep left to Brandon Johnson for 36 yards (tackle by Robert Spillane),-0.18,2.59,18.0,2023,268
1.0,0:23,1.0,10.0,LVR 45,0.0,7.0,Jarrett Stidham pass incomplete deep right,2.59,2.04,18.0,2023,268
1.0,0:15,2.0,10.0,LVR 45,0.0,7.0,Jarrett Stidham pass complete short middle to Javonte Williams for 12 yards (tackle by Divine Deablo and Robert Spillane),2.04,3.38,18.0,2023,268
2.0,15:00,1.0,10.0,LVR 33,0.0,7.0,Javonte Williams right guard for 2 yards (tackle by Jerry Tillery),3.38,3.11,18.0,2023,268
2.0,14:20,2.0,8.0,LVR 31,0.0,7.0,Jarrett Stidham pass complete short middle to Javonte Williams for 9 yards (tackle by Divine Deablo),3.11,4.11,18.0,2023,268
2.0,13:37,1.0,10.0,LVR 22,0.0,7.0,Samaje Perine left tackle for no gain (tackle by Robert Spillane),4.11,3.56,18.0,2023,268
2.0,12:56,2.0,10.0,LVR 22,0.0,7.0,Jarrett Stidham pass complete short left to Jerry Jeudy for 8 yards (tackle by Brandon Facyson),3.56,4.15,18.0,2023,268
2.0,12:12,3.0,2.0,LVR 14,0.0,7.0,Jarrett Stidham pass complete short left to Courtland Sutton for 2 yards (tackle by Brandon Facyson),4.15,4.78,18.0,2023,268
2.0,11:31,1.0,10.0,LVR 12,0.0,7.0,Jarrett Stidham sacked by Maxx Crosby for -12 yards,4.78,2.6,18.0,2023,268
2.0,10:44,,,,,,Timeout #1 by Denver Broncos,,,18.0,2023,268
2.0,10:44,2.0,22.0,LVR 24,6.0,7.0,"Jarrett Stidham pass complete short left to Jerry Jeudy for 24 yards, touchdown",2.6,7.0,18.0,2023,268
2.0,10:34,,,LVR 15,7.0,7.0,Wil Lutz kicks extra point good,0.0,0.0,18.0,2023,268
2.0,10:34,,,DEN 35,7.0,7.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,268
2.0,10:34,1.0,10.0,LVR 25,7.0,7.0,Aidan O'Connell pass complete short left to Davante Adams for 17 yards (tackle by Ja'Quan McMillian),0.61,1.73,18.0,2023,268
2.0,10:07,1.0,10.0,LVR 42,7.0,7.0,Zamir White left tackle for 8 yards (tackle by Alex Singleton),1.73,2.27,18.0,2023,268
2.0,9:32,2.0,2.0,LVR 50,7.0,7.0,Zamir White left guard for 5 yards (tackle by P.J. Locke),2.27,2.59,18.0,2023,268
2.0,8:48,1.0,10.0,DEN 45,7.0,7.0,Aidan O'Connell pass complete short left to Tre Tucker for 10 yards (tackle by Patrick Surtain),2.59,3.25,18.0,2023,268
2.0,7:53,1.0,10.0,DEN 35,7.0,7.0,Aidan O'Connell pass incomplete short right intended for Zamir White,3.25,2.7,18.0,2023,268
2.0,7:47,2.0,10.0,DEN 35,7.0,7.0,Zamir White left end for 4 yards (tackle by Drew Sanders),2.7,2.54,18.0,2023,268
2.0,7:19,3.0,6.0,DEN 31,7.0,7.0,"Aidan O'Connell sacked by. Aidan O'Connell fumbles, recovered by Alex Singleton at DEN-37 Replay Assistant challenged the fumble ruling, and the original play was overturned. Aidan O'Connell pass incomplete short middle",2.54,1.34,18.0,2023,268
2.0,7:14,4.0,6.0,DEN 31,7.0,10.0,Daniel Carlson 49 yard field goal good,1.34,3.0,18.0,2023,268
2.0,7:09,,,LVR 35,7.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,268
2.0,7:09,1.0,10.0,DEN 25,7.0,10.0,Jaleel McLaughlin up the middle for 6 yards (tackle by Robert Spillane and Janarius Robinson),0.61,0.87,18.0,2023,268
2.0,6:29,2.0,4.0,DEN 31,7.0,10.0,"Jarrett Stidham pass complete short left to Courtland Sutton for no gain (tackle by Amik Robertson). Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",0.87,-0.48,18.0,2023,268
2.0,6:06,2.0,14.0,DEN 21,7.0,10.0,Jarrett Stidham sacked by Tyree Wilson for -1 yards,-0.48,-1.29,18.0,2023,268
2.0,5:24,3.0,15.0,DEN 20,7.0,10.0,Jarrett Stidham pass complete short middle to Marvin Mims for 16 yards (tackle by Marcus Epps),-1.29,1.33,18.0,2023,268
2.0,4:46,1.0,10.0,DEN 36,7.0,10.0,Jarrett Stidham pass incomplete short left intended for Javonte Williams,1.33,0.79,18.0,2023,268
2.0,4:39,2.0,10.0,DEN 36,7.0,10.0,Jaleel McLaughlin left tackle for -2 yards (tackle by Malcolm Koonce and Adam Butler),0.79,-0.16,18.0,2023,268
2.0,3:59,3.0,12.0,DEN 34,7.0,10.0,Jarrett Stidham sacked by Isaiah Pola-Mao for -7 yards,-0.16,-1.57,18.0,2023,268
2.0,3:24,4.0,19.0,DEN 27,7.0,10.0,Riley Dixon punts 52 yards out of bounds,-1.57,-0.34,18.0,2023,268
2.0,3:19,1.0,10.0,LVR 21,7.0,10.0,Zamir White right guard for -1 yards (tackle by Alex Singleton),0.34,-0.34,18.0,2023,268
2.0,2:43,2.0,11.0,LVR 20,7.0,10.0,Aidan O'Connell pass incomplete deep left intended for Jakobi Meyers (defended by Fabian Moreau),-0.34,-1.02,18.0,2023,268
2.0,2:37,3.0,11.0,LVR 20,7.0,10.0,Aidan O'Connell pass complete short left to DeAndre Carter for 3 yards (tackle by Fabian Moreau and Zach Allen),-1.02,-1.83,18.0,2023,268
2.0,2:31,,,,,,Timeout #2 by Denver Broncos,,,18.0,2023,268
2.0,2:31,4.0,8.0,LVR 23,7.0,10.0,"AJ Cole punts 49 yards, returned by Marvin Mims for 11 yards (tackle by DJ Turner)",-1.83,-1.53,18.0,2023,268
2.0,2:22,1.0,10.0,DEN 39,7.0,10.0,"Jarrett Stidham pass incomplete deep right intended for Courtland Sutton. Penalty on Courtland Sutton: Offensive Pass Interference, 10 yards (accepted) (no play)",1.53,0.87,18.0,2023,268
2.0,2:18,1.0,20.0,DEN 29,7.0,10.0,Jarrett Stidham pass incomplete short right intended for Samaje Perine,0.87,-0.36,18.0,2023,268
2.0,2:13,2.0,20.0,DEN 29,7.0,10.0,Jarrett Stidham pass complete short middle to Samaje Perine for 5 yards (tackle by Amik Robertson and Nate Hobbs),-0.36,-0.36,18.0,2023,268
2.0,2:00,3.0,15.0,DEN 34,7.0,10.0,Jarrett Stidham pass incomplete deep left intended for Courtland Sutton,-0.36,-1.11,18.0,2023,268
2.0,1:55,4.0,15.0,DEN 34,7.0,10.0,Riley Dixon punts 64 yards downed by Ben Niemann,-1.11,0.38,18.0,2023,268
2.0,1:43,1.0,10.0,LVR 2,7.0,10.0,Aidan O'Connell up the middle for 1 yard (tackle by Alex Singleton),-0.38,-0.71,18.0,2023,268
2.0,1:38,,,,,,Timeout #3 by Denver Broncos,,,18.0,2023,268
2.0,1:38,2.0,9.0,LVR 3,7.0,10.0,Zamir White up the middle for 25 yards (tackle by P.J. Locke and Ja'Quan McMillian),-0.71,0.81,18.0,2023,268
2.0,1:17,1.0,10.0,LVR 28,7.0,10.0,Aidan O'Connell sacked by Nik Bonitto for -8 yards,0.81,-0.82,18.0,2023,268
2.0,1:13,,,,,,Timeout #1 by Las Vegas Raiders,,,18.0,2023,268
2.0,1:13,2.0,18.0,LVR 20,7.0,10.0,Aidan O'Connell pass complete short left to Davante Adams for 11 yards (tackle by Patrick Surtain),-0.82,-0.03,18.0,2023,268
2.0,1:08,3.0,7.0,LVR 31,7.0,10.0,Aidan O'Connell pass complete short middle to Austin Hooper for 7 yards (tackle by P.J. Locke),-0.03,1.47,18.0,2023,268
2.0,0:51,1.0,10.0,LVR 38,7.0,10.0,Aidan O'Connell pass incomplete short right intended for Jakobi Meyers,1.47,0.92,18.0,2023,268
2.0,0:46,2.0,10.0,LVR 38,7.0,10.0,Aidan O'Connell pass complete deep right to Tre Tucker for 47 yards (tackle by Fabian Moreau),0.92,4.58,18.0,2023,268
2.0,0:39,,,,,,Timeout #2 by Las Vegas Raiders,,,18.0,2023,268
2.0,0:39,1.0,10.0,DEN 15,7.0,10.0,Aidan O'Connell pass incomplete short left intended for Davante Adams,4.58,3.95,18.0,2023,268
2.0,0:35,2.0,10.0,DEN 15,7.0,10.0,Aidan O'Connell pass complete short middle to Ameer Abdullah for 7 yards (tackle by Josey Jewell),3.95,4.45,18.0,2023,268
2.0,0:26,,,,,,Timeout #3 by Las Vegas Raiders,,,18.0,2023,268
2.0,0:26,3.0,3.0,DEN 8,7.0,10.0,Aidan O'Connell pass complete short right to Austin Hooper for 5 yards (tackle by Alex Singleton),4.45,6.51,18.0,2023,268
2.0,0:12,1.0,3.0,DEN 3,7.0,10.0,Aidan O'Connell spiked the ball,6.51,5.53,18.0,2023,268
2.0,0:11,2.0,3.0,DEN 3,7.0,16.0,"Aidan O'Connell pass complete short left to Davante Adams for 3 yards, touchdown",5.53,7.0,18.0,2023,268
2.0,0:07,,,DEN 15,7.0,17.0,Daniel Carlson kicks extra point good,0.0,0.0,18.0,2023,268
2.0,0:07,,,LVR 35,7.0,17.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,268
2.0,0:07,1.0,10.0,DEN 25,7.0,17.0,Jarrett Stidham kneels for -1 yards,0.61,-0.07,18.0,2023,268
3.0,15:00,,,DEN 35,7.0,17.0,"Wil Lutz kicks off 67 yards, returned by DeAndre Carter for 26 yards (tackle by Justin Strnad and Ja'Quan McMillian)",0.0,0.54,18.0,2023,268
3.0,14:54,1.0,10.0,LVR 24,7.0,17.0,Zamir White left guard for 3 yards (tackle by Baron Browning and Zach Allen),0.54,0.4,18.0,2023,268
3.0,14:15,2.0,7.0,LVR 27,7.0,17.0,Aidan O'Connell pass incomplete short left,0.4,-0.3,18.0,2023,268
3.0,14:10,3.0,7.0,LVR 27,7.0,17.0,Aidan O'Connell pass incomplete short left,-0.3,-1.57,18.0,2023,268
3.0,14:03,4.0,7.0,LVR 27,7.0,17.0,"AJ Cole punts 59 yards, returned by Marvin Mims for 15 yards (tackle by Jakob Johnson)",-1.57,-0.87,18.0,2023,268
3.0,13:52,1.0,10.0,DEN 29,7.0,17.0,Jarrett Stidham pass complete short middle to Javonte Williams for 9 yards (tackle by Robert Spillane and Marcus Epps),0.87,1.54,18.0,2023,268
3.0,13:19,2.0,1.0,DEN 38,7.0,17.0,Javonte Williams left guard for 2 yards (tackle by Nate Hobbs),1.54,1.6,18.0,2023,268
3.0,12:31,1.0,10.0,DEN 40,7.0,17.0,Javonte Williams right guard for 11 yards (tackle by Divine Deablo),1.6,2.32,18.0,2023,268
3.0,11:50,1.0,10.0,LVR 49,7.0,17.0,Marvin Mims left end for 1 yard (tackle by Tre'von Moehrig),2.32,1.92,18.0,2023,268
3.0,10:53,2.0,9.0,LVR 48,7.0,17.0,Jarrett Stidham pass incomplete deep right,1.92,1.22,18.0,2023,268
3.0,10:46,3.0,9.0,LVR 48,7.0,17.0,Jarrett Stidham sacked by Adam Butler for -7 yards,1.22,-0.39,18.0,2023,268
3.0,10:06,4.0,16.0,DEN 45,7.0,17.0,"Riley Dixon punts 55 yards, touchback.",-0.39,-0.28,18.0,2023,268
3.0,9:55,1.0,10.0,LVR 20,7.0,17.0,Jimmy Garoppolo pass incomplete short right intended for Austin Hooper,0.28,-0.27,18.0,2023,268
3.0,9:50,2.0,10.0,LVR 20,7.0,17.0,Zamir White up the middle for 4 yards (tackle by D.J. Jones),-0.27,-0.43,18.0,2023,268
3.0,9:15,3.0,6.0,LVR 24,7.0,17.0,Jimmy Garoppolo sacked by Josey Jewell for no gain,-0.43,-1.77,18.0,2023,268
3.0,8:37,4.0,6.0,LVR 24,7.0,17.0,"AJ Cole punts 60 yards, returned by Marvin Mims for 7 yards (tackle by Curtis Bolton). Penalty on Riley Moss: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.77,0.32,18.0,2023,268
3.0,8:25,1.0,10.0,DEN 13,7.0,17.0,Javonte Williams left end for 5 yards (tackle by Divine Deablo),-0.32,-0.14,18.0,2023,268
3.0,7:50,2.0,5.0,DEN 18,7.0,17.0,Samaje Perine right end for 5 yards (tackle by Marcus Epps and Matthew Butler),-0.14,0.48,18.0,2023,268
3.0,7:04,1.0,10.0,DEN 23,7.0,17.0,Jarrett Stidham pass complete short middle to Adam Trautman for 21 yards (tackle by Jack Jones),0.48,1.86,18.0,2023,268
3.0,6:34,1.0,10.0,DEN 44,7.0,17.0,Jarrett Stidham pass complete short middle to Javonte Williams for 5 yards (tackle by Robert Spillane and Divine Deablo),1.86,1.99,18.0,2023,268
3.0,5:56,2.0,5.0,DEN 49,7.0,17.0,Javonte Williams up the middle for 2 yards (tackle by Marcus Epps),1.99,1.55,18.0,2023,268
3.0,5:11,3.0,3.0,LVR 49,7.0,17.0,Jarrett Stidham pass complete short left to Brandon Johnson for 6 yards (tackle by Amik Robertson),1.55,2.72,18.0,2023,268
3.0,4:30,1.0,10.0,LVR 43,7.0,17.0,Jarrett Stidham pass incomplete deep middle intended for Lucas Krull (defended by Jack Jones),2.72,2.18,18.0,2023,268
3.0,4:20,2.0,10.0,LVR 43,7.0,17.0,Jarrett Stidham pass complete short middle to Javonte Williams for 7 yards (tackle by Tre'von Moehrig and Robert Spillane),2.18,2.41,18.0,2023,268
3.0,3:36,3.0,3.0,LVR 36,7.0,17.0,Jarrett Stidham pass incomplete deep left intended for Jerry Jeudy,2.41,0.89,18.0,2023,268
3.0,3:30,4.0,3.0,LVR 36,7.0,17.0,Jarrett Stidham pass incomplete deep middle intended for Brandon Johnson,0.89,-1.4,18.0,2023,268
3.0,3:25,1.0,10.0,LVR 37,7.0,17.0,Zamir White left tackle for 8 yards (tackle by Alex Singleton and P.J. Locke),1.4,1.94,18.0,2023,268
3.0,2:47,2.0,2.0,LVR 45,7.0,17.0,Zamir White up the middle for 4 yards (tackle by Josey Jewell),1.94,2.19,18.0,2023,268
3.0,2:05,1.0,10.0,LVR 49,7.0,17.0,Zamir White left guard for no gain (tackle by Mike Purcell),2.19,1.65,18.0,2023,268
3.0,1:25,2.0,10.0,LVR 49,7.0,17.0,Zamir White up the middle for 1 yard (tackle by D.J. Jones),1.65,1.09,18.0,2023,268
3.0,0:46,3.0,9.0,LVR 50,7.0,17.0,Aidan O'Connell pass complete short right to Jakobi Meyers for 17 yards (tackle by Fabian Moreau),1.09,3.38,18.0,2023,268
4.0,15:00,1.0,10.0,DEN 33,7.0,23.0,"Aidan O'Connell pass complete deep left to Jakobi Meyers for 33 yards, touchdown",3.38,7.0,18.0,2023,268
4.0,14:53,,,DEN 15,7.0,24.0,Daniel Carlson kicks extra point good,0.0,0.0,18.0,2023,268
4.0,14:53,,,LVR 35,7.0,24.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,268
4.0,14:53,1.0,10.0,DEN 25,7.0,24.0,Jarrett Stidham pass complete short right to Brandon Johnson for 25 yards (tackle by Marcus Epps),0.61,2.26,18.0,2023,268
4.0,14:10,1.0,10.0,LVR 50,7.0,24.0,Jarrett Stidham scrambles right guard for 3 yards (tackle by Robert Spillane),2.26,2.12,18.0,2023,268
4.0,13:25,2.0,7.0,LVR 47,7.0,24.0,Javonte Williams left guard for -3 yards (tackle by Maxx Crosby),2.12,1.03,18.0,2023,268
4.0,12:44,3.0,10.0,LVR 50,7.0,24.0,Jarrett Stidham pass complete deep left to Jerry Jeudy for 47 yards (tackle by Divine Deablo),1.03,6.51,18.0,2023,268
4.0,12:15,1.0,3.0,LVR 3,7.0,24.0,Jarrett Stidham pass complete short right to Javonte Williams for no gain (tackle by Marcus Epps and Robert Spillane),6.51,5.53,18.0,2023,268
4.0,11:39,,,,,,Timeout #1 by Denver Broncos,,,18.0,2023,268
4.0,11:39,,,,,,Timeout #1 by Las Vegas Raiders,,,18.0,2023,268
4.0,11:39,2.0,3.0,LVR 3,7.0,24.0,Samaje Perine right tackle for 2 yards (tackle by Marcus Epps and Divine Deablo),5.53,5.17,18.0,2023,268
4.0,10:56,3.0,1.0,LVR 1,7.0,24.0,"Jarrett Stidham aborted snap, recovered by Jarrett Stidham at LV-2 and returned for -1 yards",5.17,3.25,18.0,2023,268
4.0,10:13,4.0,1.0,LVR 2,13.0,24.0,"Javonte Williams right guard for 2 yards, touchdown",3.25,7.0,18.0,2023,268
4.0,10:09,,,LVR 15,14.0,24.0,Wil Lutz kicks extra point good,0.0,0.0,18.0,2023,268
4.0,10:09,,,DEN 35,14.0,24.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,268
4.0,10:09,1.0,10.0,LVR 25,14.0,24.0,Zamir White left tackle for no gain (tackle by Alex Singleton and Fabian Moreau),0.61,0.06,18.0,2023,268
4.0,9:32,2.0,10.0,LVR 25,14.0,24.0,Aidan O'Connell pass complete short left to Tre Tucker for 4 yards (tackle by Fabian Moreau),0.06,-0.1,18.0,2023,268
4.0,8:47,3.0,6.0,LVR 29,14.0,24.0,Aidan O'Connell pass complete short middle to Davante Adams for 7 yards (tackle by Patrick Surtain),-0.1,1.33,18.0,2023,268
4.0,8:03,1.0,10.0,LVR 36,14.0,24.0,Zamir White right guard for 1 yard (tackle by Jonathon Cooper and Alex Singleton),1.33,0.93,18.0,2023,268
4.0,7:23,2.0,9.0,LVR 37,14.0,24.0,Zamir White left guard for 1 yard (tackle by Zach Allen),0.93,0.37,18.0,2023,268
4.0,6:42,3.0,8.0,LVR 38,14.0,24.0,Aidan O'Connell pass complete short right to Jakobi Meyers for 11 yards (tackle by Justin Simmons),0.37,2.19,18.0,2023,268
4.0,5:58,1.0,10.0,LVR 49,14.0,24.0,Zamir White up the middle for -1 yards (tackle by Mike Purcell and Jonathon Cooper),2.19,1.51,18.0,2023,268
4.0,5:17,2.0,11.0,LVR 48,14.0,24.0,Aidan O'Connell pass complete short right to Austin Hooper for 21 yards (tackle by Patrick Surtain),1.51,3.51,18.0,2023,268
4.0,4:52,,,,,,Timeout #2 by Denver Broncos,,,18.0,2023,268
4.0,4:52,1.0,10.0,DEN 31,14.0,24.0,Tre Tucker left end for 11 yards (tackle by Alex Singleton),3.51,4.24,18.0,2023,268
4.0,4:46,1.0,10.0,DEN 20,14.0,24.0,Zamir White right guard for no gain (tackle by Mike Purcell and Zach Allen),4.24,3.69,18.0,2023,268
4.0,4:40,,,,,,Timeout #3 by Denver Broncos,,,18.0,2023,268
4.0,4:40,2.0,10.0,DEN 20,14.0,24.0,Zamir White up the middle for 12 yards (tackle by Josey Jewell and Alex Singleton),3.69,5.37,18.0,2023,268
4.0,3:55,1.0,8.0,DEN 8,14.0,24.0,Zamir White up the middle for 2 yards (tackle by D.J. Jones),5.37,4.95,18.0,2023,268
4.0,3:18,2.0,6.0,DEN 6,14.0,24.0,Zamir White up the middle for 3 yards (tackle by Patrick Surtain and Alex Singleton),4.95,4.72,18.0,2023,268
4.0,2:27,,,,,,Timeout #2 by Las Vegas Raiders,,,18.0,2023,268
4.0,2:27,3.0,3.0,DEN 3,14.0,24.0,Aidan O'Connell pass incomplete short middle intended for Davante Adams,4.72,3.04,18.0,2023,268
4.0,2:23,4.0,3.0,DEN 3,14.0,27.0,Daniel Carlson 21 yard field goal good,3.04,3.0,18.0,2023,268
4.0,2:20,,,LVR 35,14.0,27.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,268
4.0,2:20,1.0,10.0,DEN 25,14.0,27.0,Jarrett Stidham pass complete short left to Samaje Perine for 7 yards (tackle by Amik Robertson),0.61,1.01,18.0,2023,268
4.0,2:14,2.0,3.0,DEN 32,14.0,27.0,Jarrett Stidham pass incomplete deep right intended for Jerry Jeudy,1.01,0.3,18.0,2023,268
4.0,2:08,3.0,3.0,DEN 32,14.0,27.0,Jarrett Stidham sacked by Malcolm Koonce for -7 yards,0.3,-1.7,18.0,2023,268
4.0,2:00,4.0,10.0,DEN 25,14.0,27.0,Jarrett Stidham pass complete deep left to Brandon Johnson for 21 yards (tackle by Divine Deablo),-1.7,1.99,18.0,2023,268
4.0,1:34,1.0,10.0,DEN 46,14.0,27.0,Jarrett Stidham pass complete short left to Samaje Perine for 11 yards (tackle by Robert Spillane),1.99,2.72,18.0,2023,268
4.0,1:06,1.0,10.0,LVR 43,14.0,27.0,Jarrett Stidham pass deep right (defended by Adam Butler) intended for Jerry Jeudy is intercepted by Tre'von Moehrig at LV-17 and returned for no gain,2.72,0.06,18.0,2023,268
4.0,1:01,1.0,10.0,LVR 17,14.0,27.0,Aidan O'Connell kneels for -1 yards,-0.06,-0.73,18.0,2023,268
4.0,0:32,2.0,11.0,LVR 16,14.0,27.0,Aidan O'Connell kneels for -1 yards,-0.73,-1.57,18.0,2023,268
