Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA,week,year,game_id
2.0,11:02,2.0,2.0,TEN 49,10.0,7.0,Ryan Tannehill pass incomplete deep left intended for DeAndre Hopkins,2.2,1.49,18.0,2023,263
2.0,10:55,3.0,2.0,TEN 49,10.0,7.0,Tyjae Spears left end for 22 yards (tackle by Rayshawn Jenkins),1.49,3.64,18.0,2023,263
2.0,10:13,1.0,10.0,JAX 29,10.0,7.0,Derrick Henry right guard for 3 yards (tackle by Devin Lloyd),3.64,3.51,18.0,2023,263
2.0,9:27,2.0,7.0,JAX 26,10.0,7.0,Ryan Tannehill pass incomplete deep right intended for Kevin Rader,3.51,2.81,18.0,2023,263
2.0,9:23,3.0,7.0,JAX 26,10.0,7.0,Ryan Tannehill pass complete short right to Chris Moore for 8 yards (tackle by Rayshawn Jenkins),2.81,4.37,18.0,2023,263
2.0,8:33,1.0,10.0,JAX 18,10.0,13.0,"Derrick Henry left tackle for 18 yards, touchdown",4.37,7.0,18.0,2023,263
2.0,8:27,,,JAX 15,10.0,14.0,Nick Folk kicks extra point good,0.0,0.0,18.0,2023,263
2.0,8:27,,,TEN 35,10.0,14.0,"Ty Zentner kicks off 57 yards, returned by Tank Bigsby for 16 yards (tackle by K'Von Wallace)",0.0,0.54,18.0,2023,263
2.0,8:15,1.0,10.0,JAX 24,10.0,14.0,"Trevor Lawrence pass complete short left to Travis Etienne for no gain (tackle by Harold Landry). Penalty on Roger McCreary: Illegal Contact, 5 yards (accepted) (no play)",0.54,0.87,18.0,2023,263
2.0,8:01,1.0,10.0,JAX 29,10.0,14.0,Travis Etienne left tackle for 6 yards (tackle by Elijah Molden and Otis Reese),0.87,1.14,18.0,2023,263
2.0,7:23,2.0,4.0,JAX 35,10.0,14.0,Travis Etienne up the middle for 1 yard (tackle by Arden Key and Roger McCreary),1.14,0.56,18.0,2023,263
2.0,6:40,3.0,3.0,JAX 36,10.0,14.0,"Trevor Lawrence pass short left intended for Evan Engram is intercepted by Terrell Edmunds at JAC-38 and returned for 2 yards (tackle by Ezra Cleveland) Replay Assistant challenged the pass interception ruling, and the play was upheld.",0.56,-3.18,18.0,2023,263
2.0,6:33,1.0,10.0,JAX 36,10.0,14.0,Tyjae Spears right end for no gain (tackle by Devin Lloyd and Tyson Campbell),3.18,2.64,18.0,2023,263
2.0,5:45,2.0,10.0,JAX 36,10.0,14.0,"Ryan Tannehill pass incomplete deep left intended for DeAndre Hopkins. Penalty on Tyson Campbell: Defensive Holding, 5 yards (accepted) (no play)",2.64,3.51,18.0,2023,263
2.0,5:45,1.0,10.0,JAX 31,10.0,14.0,Derrick Henry left guard for 3 yards (tackle by Foyesade Oluokun and DaVon Hamilton),3.51,3.37,18.0,2023,263
2.0,5:25,2.0,7.0,JAX 28,10.0,14.0,Ryan Tannehill pass complete short left to DeAndre Hopkins for 6 yards (tackle by Tyson Campbell),3.37,3.47,18.0,2023,263
2.0,4:36,3.0,1.0,JAX 22,10.0,14.0,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 15 yards (tackle by Rayshawn Jenkins and Josh Allen),3.47,5.6,18.0,2023,263
2.0,3:55,1.0,7.0,JAX 7,10.0,14.0,Derrick Henry right end for 4 yards (tackle by Foyesade Oluokun and Darious Williams),5.6,5.53,18.0,2023,263
2.0,3:08,2.0,3.0,JAX 3,10.0,20.0,"Tyjae Spears up the middle for 3 yards, touchdown",5.53,7.0,18.0,2023,263
2.0,3:03,,,JAX 15,10.0,21.0,Nick Folk kicks extra point good,0.0,0.0,18.0,2023,263
2.0,3:03,,,TEN 35,10.0,21.0,"Ty Zentner kicks off 69 yards, returned by Tank Bigsby for 24 yards (tackle by K'Von Wallace and Terrell Edmunds)",0.0,0.28,18.0,2023,263
2.0,2:58,1.0,10.0,JAX 20,10.0,21.0,Trevor Lawrence pass complete short left to Calvin Ridley for 14 yards (tackle by Azeez Al-Shaair and Sean Murphy-Bunting),0.28,1.2,18.0,2023,263
2.0,2:20,1.0,10.0,JAX 34,10.0,21.0,"Penalty on Anton Harrison: False Start, 5 yards (accepted) (no play)",1.2,0.87,18.0,2023,263
2.0,2:06,1.0,15.0,JAX 29,10.0,21.0,Trevor Lawrence pass complete short left to Travis Etienne for 11 yards (tackle by Ross Blacklock),0.87,1.47,18.0,2023,263
2.0,2:00,2.0,4.0,JAX 40,10.0,21.0,Travis Etienne left tackle for 5 yards (tackle by K'Von Wallace),1.47,1.93,18.0,2023,263
2.0,1:34,1.0,10.0,JAX 45,10.0,21.0,Trevor Lawrence pass complete short left to Zay Jones for 8 yards (tackle by Sean Murphy-Bunting),1.93,2.46,18.0,2023,263
2.0,1:10,2.0,2.0,TEN 47,10.0,21.0,Trevor Lawrence pass short left intended for Zay Jones is intercepted by Sean Murphy-Bunting at TEN-36 and returned for 2 yards (tackle by Zay Jones),2.46,-1.47,18.0,2023,263
2.0,1:06,1.0,10.0,TEN 38,10.0,21.0,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins,1.47,0.92,18.0,2023,263
2.0,1:03,2.0,10.0,TEN 38,10.0,21.0,Ryan Tannehill pass complete short middle to Tyjae Spears for 10 yards (tackle by Devin Lloyd and Foyesade Oluokun),0.92,2.13,18.0,2023,263
2.0,0:48,1.0,10.0,TEN 48,10.0,21.0,Ryan Tannehill pass complete short left to Chris Moore for 6 yards (tackle by Antonio Johnson),2.13,2.39,18.0,2023,263
2.0,0:43,2.0,4.0,JAX 46,10.0,21.0,Ryan Tannehill sacked by Travon Walker for -10 yards,2.39,0.37,18.0,2023,263
2.0,0:38,,,,,,Timeout #1 by Tennessee Titans,,,18.0,2023,263
2.0,0:38,3.0,14.0,TEN 44,10.0,21.0,Ryan Tannehill pass incomplete deep right intended for Kyle Philips (defended by Tre Herndon),0.37,-0.46,18.0,2023,263
2.0,0:29,4.0,14.0,TEN 44,10.0,21.0,"Ty Zentner aborted snap, recovered by Ty Zentner at TEN-31 and returned for -6 yards (tackle by Brenton Strange)",-0.46,-3.05,18.0,2023,263
2.0,0:22,1.0,10.0,TEN 38,10.0,21.0,Trevor Lawrence pass complete short left to Travis Etienne for 13 yards (tackle by Elijah Molden and Terrell Edmunds),3.05,3.91,18.0,2023,263
2.0,0:15,,,,,,Timeout #1 by Jacksonville Jaguars,,,18.0,2023,263
2.0,0:15,1.0,10.0,TEN 25,10.0,21.0,Trevor Lawrence pass complete short right to Evan Engram for 1 yard (tackle by Roger McCreary),3.91,3.5,18.0,2023,263
2.0,0:10,,,,,,Timeout #2 by Jacksonville Jaguars,,,18.0,2023,263
2.0,0:10,,,,,,Timeout #2 by Tennessee Titans,,,18.0,2023,263
2.0,0:10,2.0,9.0,TEN 24,10.0,21.0,Travis Etienne up the middle for 12 yards (tackle by Azeez Al-Shaair),3.5,4.78,18.0,2023,263
2.0,0:05,,,,,,Timeout #3 by Jacksonville Jaguars,,,18.0,2023,263
2.0,0:05,1.0,10.0,TEN 12,13.0,21.0,Brandon McManus 30 yard field goal good,4.78,3.0,18.0,2023,263
3.0,15:00,,,JAX 35,13.0,21.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,263
3.0,15:00,1.0,10.0,TEN 25,13.0,21.0,Derrick Henry up the middle for 2 yards (tackle by DaVon Hamilton),0.61,0.33,18.0,2023,263
3.0,14:20,2.0,8.0,TEN 27,13.0,21.0,Derrick Henry up the middle for 69 yards (tackle by Andre Cisco),0.33,6.28,18.0,2023,263
3.0,13:29,1.0,4.0,JAX 4,13.0,21.0,Derrick Henry up the middle for -2 yards (tackle by Rayshawn Jenkins),6.28,4.95,18.0,2023,263
3.0,12:49,2.0,6.0,JAX 6,13.0,27.0,"Ryan Tannehill pass complete short middle to DeAndre Hopkins for 6 yards, touchdown",4.95,7.0,18.0,2023,263
3.0,12:45,,,JAX 15,13.0,28.0,Nick Folk kicks extra point good,0.0,0.0,18.0,2023,263
3.0,12:45,,,TEN 35,13.0,28.0,"Ty Zentner kicks off 64 yards, returned by Tank Bigsby for 28 yards (tackle by Otis Reese)",0.0,0.87,18.0,2023,263
3.0,12:40,1.0,10.0,JAX 29,13.0,28.0,Trevor Lawrence pass complete short right to Evan Engram for 1 yard (tackle by Roger McCreary),0.87,0.46,18.0,2023,263
3.0,12:06,2.0,9.0,JAX 30,13.0,28.0,Trevor Lawrence pass complete short right to Travis Etienne for 3 yards (tackle by Garret Wallow),0.46,0.17,18.0,2023,263
3.0,11:25,3.0,6.0,JAX 33,13.0,28.0,Trevor Lawrence pass complete short left to Parker Washington for 11 yards (tackle by Roger McCreary),0.17,1.86,18.0,2023,263
3.0,10:52,1.0,10.0,JAX 44,13.0,28.0,Travis Etienne up the middle for 9 yards (tackle by Azeez Al-Shaair and K'Von Wallace),1.86,2.53,18.0,2023,263
3.0,10:15,2.0,1.0,TEN 47,13.0,28.0,Travis Etienne left end for no gain (tackle by Sean Murphy-Bunting),2.53,1.82,18.0,2023,263
3.0,9:36,3.0,1.0,TEN 47,13.0,28.0,Travis Etienne right guard for 2 yards (tackle by Jaleel Johnson and Keondre Coburn),1.82,2.59,18.0,2023,263
3.0,8:53,1.0,10.0,TEN 45,13.0,28.0,Trevor Lawrence pass incomplete short right intended for Zay Jones,2.59,2.04,18.0,2023,263
3.0,8:48,2.0,10.0,TEN 45,13.0,28.0,Trevor Lawrence pass incomplete short right intended for Calvin Ridley,2.04,1.36,18.0,2023,263
3.0,8:45,3.0,10.0,TEN 45,13.0,28.0,"Trevor Lawrence pass incomplete short right intended for Evan Engram. Penalty on Sean Murphy-Bunting: Defensive Pass Interference, 9 yards (accepted) (no play)",1.36,3.18,18.0,2023,263
3.0,8:41,1.0,10.0,TEN 36,13.0,28.0,Trevor Lawrence pass incomplete short middle intended for Evan Engram,3.18,2.64,18.0,2023,263
3.0,8:37,2.0,10.0,TEN 36,13.0,28.0,D'Ernest Johnson up the middle for -1 yards (tackle by Azeez Al-Shaair),2.64,1.82,18.0,2023,263
3.0,7:56,3.0,11.0,TEN 37,13.0,28.0,Trevor Lawrence pass complete short middle to Evan Engram for 4 yards (tackle by Terrell Edmunds),1.82,1.15,18.0,2023,263
3.0,7:14,4.0,7.0,TEN 33,13.0,28.0,Trevor Lawrence pass complete short middle to Zay Jones for 4 yards (tackle by Elijah Molden),1.15,-0.87,18.0,2023,263
3.0,7:09,1.0,10.0,TEN 29,13.0,28.0,Derrick Henry up the middle for 7 yards (tackle by Tyson Campbell),0.87,1.27,18.0,2023,263
3.0,6:28,2.0,3.0,TEN 36,13.0,28.0,Derrick Henry left tackle for 1 yard (tackle by Josh Allen and Tyson Campbell),1.27,0.7,18.0,2023,263
3.0,5:46,3.0,2.0,TEN 37,13.0,28.0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",0.7,0.04,18.0,2023,263
3.0,5:24,3.0,7.0,TEN 32,13.0,28.0,Ryan Tannehill pass incomplete short left intended for Chris Moore,0.04,-1.24,18.0,2023,263
3.0,5:20,4.0,7.0,TEN 32,13.0,28.0,"Ty Zentner punts 45 yards, returned by Parker Washington for 14 yards (tackle by Otis Reese)",-1.24,-1.4,18.0,2023,263
3.0,5:08,1.0,10.0,JAX 37,13.0,28.0,Tank Bigsby right guard for 5 yards (tackle by Elijah Molden and Roger McCreary),1.4,1.53,18.0,2023,263
3.0,4:30,2.0,5.0,JAX 42,13.0,28.0,Trevor Lawrence pass complete short left to Evan Engram for 13 yards (tackle by Garret Wallow and Eric Garror),1.53,2.59,18.0,2023,263
3.0,3:55,1.0,10.0,TEN 45,13.0,28.0,Trevor Lawrence pass complete short left to Calvin Ridley for 1 yard (tackle by Sean Murphy-Bunting),2.59,2.18,18.0,2023,263
3.0,3:24,2.0,9.0,TEN 44,13.0,28.0,Travis Etienne left tackle for no gain (tackle by Azeez Al-Shaair and Denico Autry),2.18,1.49,18.0,2023,263
3.0,2:43,3.0,9.0,TEN 44,13.0,28.0,Trevor Lawrence pass complete deep right to Evan Engram for 17 yards (tackle by Terrell Edmunds),1.49,3.78,18.0,2023,263
3.0,2:02,1.0,10.0,TEN 27,13.0,28.0,Trevor Lawrence pass complete short right to Travis Etienne for 3 yards (tackle by Garret Wallow),3.78,3.64,18.0,2023,263
3.0,1:19,2.0,7.0,TEN 24,13.0,28.0,Trevor Lawrence pass complete short left to Calvin Ridley for 6 yards,3.64,3.84,18.0,2023,263
3.0,0:45,3.0,1.0,TEN 18,13.0,28.0,Travis Etienne up the middle for 4 yards (tackle by Azeez Al-Shaair),3.84,4.65,18.0,2023,263
3.0,0:05,1.0,10.0,TEN 14,13.0,28.0,Trevor Lawrence pass incomplete short right intended for Calvin Ridley (defended by Roger McCreary),4.65,4.0,18.0,2023,263
4.0,15:00,2.0,10.0,TEN 14,19.0,28.0,"Trevor Lawrence pass complete short left to Evan Engram for 14 yards, touchdown",4.0,7.0,18.0,2023,263
4.0,14:55,,,TEN 15,20.0,28.0,Brandon McManus kicks extra point good,0.0,0.0,18.0,2023,263
4.0,14:55,,,JAX 35,20.0,28.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,263
4.0,14:55,1.0,10.0,TEN 25,20.0,28.0,Ryan Tannehill pass complete short left to Tyjae Spears for 3 yards (tackle by Tyson Campbell),0.61,0.47,18.0,2023,263
4.0,14:19,2.0,7.0,TEN 28,20.0,28.0,Derrick Henry up the middle for 1 yard (tackle by Tyson Campbell),0.47,-0.1,18.0,2023,263
4.0,13:34,3.0,6.0,TEN 29,20.0,28.0,Ryan Tannehill pass complete short left to Kyle Philips for 10 yards,-0.1,1.53,18.0,2023,263
4.0,12:56,1.0,10.0,TEN 39,20.0,28.0,Ryan Tannehill pass complete short right to DeAndre Hopkins for 4 yards (tackle by Darious Williams),1.53,1.53,18.0,2023,263
4.0,12:18,2.0,6.0,TEN 43,20.0,28.0,Ryan Tannehill pass short middle intended for DeAndre Hopkins is intercepted by Andre Cisco at JAC-43 and returned for 29 yards (tackle by Ryan Tannehill),1.53,-3.71,18.0,2023,263
4.0,12:09,1.0,10.0,TEN 28,20.0,28.0,Travis Etienne left end for 5 yards (tackle by Arden Key and Marlon Davidson),3.71,3.84,18.0,2023,263
4.0,11:28,2.0,5.0,TEN 23,20.0,28.0,Trevor Lawrence pass complete short left to Travis Etienne for no gain (tackle by Otis Reese),3.84,3.14,18.0,2023,263
4.0,10:45,3.0,5.0,TEN 23,20.0,28.0,"Trevor Lawrence pass incomplete short left intended for Evan Engram. Penalty on Sean Murphy-Bunting: Defensive Holding, 5 yards (accepted) (no play)",3.14,4.37,18.0,2023,263
4.0,10:45,1.0,10.0,TEN 18,20.0,28.0,"Travis Etienne for no gain (tackle by K'Von Wallace). Penalty on Brenton Strange: Offensive Holding, 10 yards (accepted) (no play)",4.37,3.71,18.0,2023,263
4.0,10:14,,,,,,Timeout #1 by Jacksonville Jaguars,,,18.0,2023,263
4.0,10:14,1.0,20.0,TEN 28,20.0,28.0,Trevor Lawrence pass complete short left to Zay Jones for 11 yards (tackle by Sean Murphy-Bunting),3.71,3.94,18.0,2023,263
4.0,9:34,2.0,9.0,TEN 17,20.0,28.0,Trevor Lawrence pass complete short right to Zay Jones for 7 yards (tackle by Otis Reese),3.94,4.51,18.0,2023,263
4.0,8:53,3.0,2.0,TEN 10,20.0,28.0,Tank Bigsby up the middle for 3 yards (tackle by Elijah Molden and Marlon Davidson),4.51,5.6,18.0,2023,263
4.0,8:06,1.0,7.0,TEN 7,20.0,28.0,Trevor Lawrence pass incomplete short left intended for Calvin Ridley,5.6,4.76,18.0,2023,263
4.0,8:02,2.0,7.0,TEN 7,20.0,28.0,Trevor Lawrence pass complete short right to Zay Jones for 6 yards (tackle by Sean Murphy-Bunting),4.76,5.17,18.0,2023,263
4.0,7:19,3.0,1.0,TEN 1,20.0,28.0,Trevor Lawrence pass incomplete short right,5.17,3.55,18.0,2023,263
4.0,7:14,4.0,1.0,TEN 1,20.0,28.0,Trevor Lawrence up the middle for no gain (tackle by Quinton Bohanna),3.55,0.38,18.0,2023,263
4.0,7:13,1.0,10.0,TEN 1,20.0,28.0,"Penalty on DaVon Hamilton: Encroachment, 5 yards (accepted) (no play)",-0.38,-0.19,18.0,2023,263
4.0,7:13,1.0,5.0,TEN 6,20.0,28.0,Derrick Henry up the middle for 5 yards (tackle by Foyesade Oluokun and Adam Gotsis),-0.19,-0.37,18.0,2023,263
4.0,6:29,1.0,10.0,TEN 11,20.0,28.0,Ryan Tannehill pass complete short right to Chris Moore for 16 yards (tackle by Devin Lloyd),-0.37,0.74,18.0,2023,263
4.0,5:47,1.0,10.0,TEN 27,20.0,28.0,Derrick Henry left tackle for 1 yard (tackle by Roy Robertson-Harris),0.74,0.33,18.0,2023,263
4.0,5:01,2.0,9.0,TEN 28,20.0,28.0,Ryan Tannehill pass complete short left to DeAndre Hopkins for 4 yards (tackle by DaVon Hamilton),0.33,0.17,18.0,2023,263
4.0,4:18,3.0,5.0,TEN 32,20.0,28.0,Ryan Tannehill pass complete short right to Kyle Philips for 5 yards (tackle by Rayshawn Jenkins),0.17,1.4,18.0,2023,263
4.0,3:26,1.0,10.0,TEN 37,20.0,28.0,Derrick Henry up the middle for -3 yards (tackle by Rayshawn Jenkins and Devin Lloyd),1.4,0.45,18.0,2023,263
4.0,3:20,,,,,,Timeout #2 by Jacksonville Jaguars,,,18.0,2023,263
4.0,3:20,2.0,13.0,TEN 34,20.0,28.0,Derrick Henry left guard for 2 yards (tackle by DaVon Hamilton and Josh Allen),0.45,0.04,18.0,2023,263
4.0,3:15,,,,,,Timeout #3 by Jacksonville Jaguars,,,18.0,2023,263
4.0,3:15,3.0,11.0,TEN 36,20.0,28.0,Ryan Tannehill sacked by Josh Allen for -6 yards,0.04,-1.37,18.0,2023,263
4.0,2:31,4.0,17.0,TEN 30,20.0,28.0,"Ty Zentner punts 50 yards, returned by Parker Washington for 5 yards (tackle by Matthew Jackson)",-1.37,-0.61,18.0,2023,263
4.0,2:18,1.0,10.0,JAX 25,20.0,28.0,Trevor Lawrence scrambles up the middle for 8 yards (tackle by Terrell Edmunds),0.61,1.14,18.0,2023,263
4.0,2:00,2.0,2.0,JAX 33,20.0,28.0,Trevor Lawrence pass incomplete deep left intended for Calvin Ridley,1.14,0.43,18.0,2023,263
4.0,1:53,3.0,2.0,JAX 33,20.0,28.0,Trevor Lawrence pass incomplete short left intended for Tim Jones,0.43,-1.18,18.0,2023,263
4.0,1:50,,,,,,Timeout #1 by Tennessee Titans,,,18.0,2023,263
4.0,1:50,4.0,2.0,JAX 33,20.0,28.0,Trevor Lawrence pass incomplete short left intended for Evan Engram,-1.18,-3.45,18.0,2023,263
4.0,1:47,1.0,10.0,JAX 32,20.0,28.0,Ryan Tannehill kneels for -1 yards,3.45,2.77,18.0,2023,263
4.0,1:08,2.0,11.0,JAX 33,20.0,28.0,Ryan Tannehill kneels for -1 yards,2.77,1.95,18.0,2023,263
4.0,0:37,3.0,12.0,JAX 34,20.0,28.0,Ryan Tannehill kneels for -1 yards,1.95,0.97,18.0,2023,263
