Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA,week,year,game_id
1.0,11:00,1.0,10.0,NYG 27,0.0,0.0,Tyrod Taylor pass complete short middle to Wan'Dale Robinson for 33 yards (tackle by Reed Blankenship),0.74,2.92,18.0,2023,270
1.0,10:22,1.0,10.0,PHI 40,0.0,0.0,Tyrod Taylor pass complete short right to Darius Slayton for 8 yards (tackle by James Bradberry),2.92,3.45,18.0,2023,270
1.0,9:52,2.0,2.0,PHI 32,0.0,0.0,Tyrod Taylor pass complete short middle to Isaiah Hodgins for 13 yards (tackle by James Bradberry),3.45,4.31,18.0,2023,270
1.0,9:15,1.0,10.0,PHI 19,0.0,0.0,Tyrod Taylor pass incomplete short right intended for Darius Slayton,4.31,3.75,18.0,2023,270
1.0,9:13,2.0,10.0,PHI 19,0.0,0.0,Saquon Barkley right tackle for 11 yards (tackle by Reed Blankenship and Kevin Byard),3.75,5.37,18.0,2023,270
1.0,8:40,1.0,8.0,PHI 8,0.0,0.0,Saquon Barkley up the middle for no gain (tackle by Zach Cunningham and Marlon Tuipulotu),5.37,4.57,18.0,2023,270
1.0,8:08,2.0,8.0,PHI 8,0.0,0.0,Tyrod Taylor sacked by Marlon Tuipulotu for -5 yards,4.57,3.06,18.0,2023,270
1.0,7:28,3.0,13.0,PHI 13,0.0,0.0,Tyrod Taylor scrambles right tackle for 7 yards (tackle by Kevin Byard),3.06,2.99,18.0,2023,270
1.0,6:57,4.0,6.0,PHI 6,0.0,3.0,Mason Crosby 24 yard field goal good,2.99,3.0,18.0,2023,270
1.0,6:54,,,NYG 35,0.0,3.0,"Mason Crosby kicks off 64 yards,",0.0,0.61,18.0,2023,270
1.0,6:54,1.0,10.0,PHI 25,0.0,3.0,Jalen Hurts pass complete short left to Dallas Goedert for 4 yards (tackle by Xavier McKinney),0.61,0.6,18.0,2023,270
1.0,6:24,2.0,6.0,PHI 29,0.0,3.0,Kenneth Gainwell right guard for 32 yards (tackle by Micah McFadden),0.6,2.98,18.0,2023,270
1.0,5:52,1.0,10.0,NYG 39,0.0,3.0,Jalen Hurts pass incomplete short right intended for Kenneth Gainwell (defended by Micah McFadden),2.98,2.44,18.0,2023,270
1.0,5:44,2.0,10.0,NYG 39,0.0,3.0,Jalen Hurts pass complete short right to Quez Watkins for 9 yards (tackle by Bobby Okereke),2.44,2.94,18.0,2023,270
1.0,5:12,3.0,1.0,NYG 30,0.0,3.0,Jalen Hurts up the middle for 2 yards (tackle by Bobby Okereke),2.94,3.71,18.0,2023,270
1.0,4:28,1.0,10.0,NYG 28,0.0,3.0,Rashaad Penny left end for 1 yard (tackle by Micah McFadden),3.71,3.3,18.0,2023,270
1.0,3:52,2.0,9.0,NYG 27,0.0,3.0,"Jalen Hurts pass complete short middle to A.J. Brown for 9 yards. A.J. Brown fumbles (forced by Nick McCloud), recovered by Micah McFadden at NYG-17 and returned for 10 yards (tackle by Jack Stoll and Cam Jurgens)",3.3,-0.74,18.0,2023,270
1.0,3:37,1.0,10.0,NYG 27,0.0,3.0,Tommy DeVito sacked by Kelee Ringo for no gain,0.74,0.2,18.0,2023,270
1.0,3:01,2.0,10.0,NYG 27,0.0,3.0,Saquon Barkley up the middle for 4 yards (tackle by Jordan Davis),0.2,0.04,18.0,2023,270
1.0,2:26,3.0,6.0,NYG 31,0.0,3.0,Tommy DeVito pass complete short right to Jalin Hyatt for 5 yards (tackle by Avonte Maddox),0.04,-0.98,18.0,2023,270
1.0,1:51,4.0,1.0,NYG 36,0.0,3.0,"Jamie Gillan punts 55 yards downed by Jashaun Corbin. Penalty on Jashaun Corbin: Ineligible Downfield Kick, 5 yards (accepted)",-0.98,0.28,18.0,2023,270
1.0,1:38,1.0,10.0,PHI 14,0.0,3.0,Jalen Hurts pass complete short right to Julio Jones for 5 yards (tackle by Adoree' Jackson and Bobby Okereke),-0.28,-0.04,18.0,2023,270
1.0,1:00,2.0,5.0,PHI 19,0.0,3.0,Kenneth Gainwell up the middle for 4 yards (tackle by Micah McFadden),-0.04,-0.32,18.0,2023,270
1.0,0:35,3.0,1.0,PHI 23,0.0,3.0,"Penalty on Bobby Okereke: Encroachment, 6 yards (accepted) (no play)",-0.32,0.87,18.0,2023,270
1.0,0:15,1.0,10.0,PHI 29,0.0,3.0,Kenneth Gainwell left end for 12 yards (tackle by Micah McFadden),0.87,1.66,18.0,2023,270
2.0,15:00,1.0,10.0,PHI 41,0.0,3.0,Jalen Hurts pass incomplete short right,1.66,1.12,18.0,2023,270
2.0,14:56,2.0,10.0,PHI 41,0.0,3.0,Jalen Hurts pass incomplete deep right intended for Quez Watkins,1.12,0.43,18.0,2023,270
2.0,14:50,3.0,10.0,PHI 41,0.0,3.0,"Penalty on Dallas Goedert: False Start, 5 yards (accepted) (no play)",0.43,-0.23,18.0,2023,270
2.0,14:50,3.0,15.0,PHI 36,0.0,3.0,Jalen Hurts pass complete short left to Quez Watkins for 12 yards (tackle by Nick McCloud),-0.23,-0.19,18.0,2023,270
2.0,14:12,4.0,3.0,PHI 48,0.0,3.0,Jalen Hurts pass incomplete short right intended for Dallas Goedert (defended by Bobby Okereke),-0.19,-2.39,18.0,2023,270
2.0,14:06,1.0,10.0,PHI 48,0.0,3.0,Tyrod Taylor pass complete short left to Saquon Barkley for 5 yards (tackle by Zach Cunningham),2.39,2.52,18.0,2023,270
2.0,13:38,2.0,5.0,PHI 43,0.0,3.0,Saquon Barkley left end for 4 yards (tackle by Zach Cunningham),2.52,2.34,18.0,2023,270
2.0,13:03,3.0,1.0,PHI 39,0.0,3.0,Tyrod Taylor up the middle for 2 yards (tackle by Jalen Carter),2.34,3.12,18.0,2023,270
2.0,12:39,1.0,10.0,PHI 37,0.0,3.0,Saquon Barkley up the middle for 6 yards (tackle by Milton Williams and Nicholas Morrow),3.12,3.38,18.0,2023,270
2.0,12:08,2.0,4.0,PHI 31,0.0,3.0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 4 yards (tackle by Nicholas Morrow),3.38,3.78,18.0,2023,270
2.0,11:30,1.0,10.0,PHI 27,0.0,3.0,"Tyrod Taylor aborted snap, recovered by Saquon Barkley at PHI-32",3.78,2.56,18.0,2023,270
2.0,10:54,2.0,15.0,PHI 32,0.0,3.0,Tyrod Taylor pass complete short right to Darren Waller for 4 yards (tackle by Zach Cunningham and James Bradberry),2.56,2.41,18.0,2023,270
2.0,10:20,3.0,11.0,PHI 28,0.0,3.0,Tyrod Taylor pass complete deep left to Wan'Dale Robinson for 26 yards (tackle by Eli Ricks),2.41,6.74,18.0,2023,270
2.0,9:42,1.0,2.0,PHI 2,0.0,9.0,"Saquon Barkley left end for 2 yards, touchdown",6.74,7.0,18.0,2023,270
2.0,9:38,,,PHI 15,0.0,10.0,Mason Crosby kicks extra point good,0.0,0.0,18.0,2023,270
2.0,9:38,,,NYG 35,0.0,10.0,"Mason Crosby kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,270
2.0,9:38,1.0,10.0,PHI 25,0.0,10.0,Rashaad Penny right guard for 4 yards (tackle by Xavier McKinney and Isaiah Simmons),0.61,0.6,18.0,2023,270
2.0,8:57,2.0,6.0,PHI 29,0.0,10.0,Jalen Hurts pass incomplete short right,0.6,-0.1,18.0,2023,270
2.0,8:49,3.0,6.0,PHI 29,0.0,10.0,Jalen Hurts sacked by Dane Belton for -14 yards,-0.1,-2.44,18.0,2023,270
2.0,8:13,4.0,20.0,PHI 15,0.0,10.0,"Braden Mann punts 55 yards, returned by Gunner Olszewski for 15 yards (tackle by Nicholas Morrow)",-2.44,-1.93,18.0,2023,270
2.0,8:01,1.0,10.0,NYG 45,0.0,10.0,Tyrod Taylor pass complete short middle to Isaiah Hodgins for 8 yards (tackle by Nicholas Morrow and Zach Cunningham),1.93,2.46,18.0,2023,270
2.0,7:34,2.0,2.0,PHI 47,0.0,10.0,Saquon Barkley up the middle for 3 yards (tackle by Moro Ojomo and Kevin Byard),2.46,2.65,18.0,2023,270
2.0,7:03,1.0,10.0,PHI 44,0.0,10.0,Saquon Barkley right end for -1 yards (tackle by Marlon Tuipulotu),2.65,1.98,18.0,2023,270
2.0,6:34,2.0,11.0,PHI 45,0.0,10.0,Tyrod Taylor pass complete deep right to Darren Waller for 23 yards (tackle by James Bradberry),1.98,4.11,18.0,2023,270
2.0,5:50,1.0,10.0,PHI 22,0.0,10.0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 19 yards (tackle by Kevin Byard),4.11,6.51,18.0,2023,270
2.0,5:13,1.0,3.0,PHI 3,0.0,16.0,"Saquon Barkley right end for 3 yards, touchdown",6.51,7.0,18.0,2023,270
2.0,5:08,,,PHI 15,0.0,17.0,Mason Crosby kicks extra point good,0.0,0.0,18.0,2023,270
2.0,5:08,,,NYG 35,0.0,17.0,"Mason Crosby kicks off 59 yards, returned by Boston Scott for 21 yards (tackle by Isaiah Simmons)",0.0,0.74,18.0,2023,270
2.0,5:04,1.0,10.0,PHI 27,0.0,17.0,Rashaad Penny left end for 2 yards (tackle by Kayvon Thibodeaux and Bobby Okereke),0.74,0.47,18.0,2023,270
2.0,4:30,2.0,8.0,PHI 29,0.0,17.0,Jalen Hurts sacked by Bobby Okereke for -12 yards,0.47,-2.1,18.0,2023,270
2.0,3:47,3.0,20.0,PHI 17,0.0,17.0,Jalen Hurts pass complete short right to Julio Jones for 8 yards (tackle by Adoree' Jackson and Xavier McKinney),-2.1,-1.7,18.0,2023,270
2.0,3:09,4.0,12.0,PHI 25,0.0,17.0,"Braden Mann punts 51 yards, returned by Gunner Olszewski for 3 yards (tackle by Ben VanSumeren and Grant Calcaterra)",-1.7,-0.74,18.0,2023,270
2.0,2:56,1.0,10.0,NYG 27,0.0,17.0,Tyrod Taylor pass complete short left to Wan'Dale Robinson for 3 yards (tackle by Reed Blankenship),0.74,0.6,18.0,2023,270
2.0,2:29,2.0,7.0,NYG 30,0.0,17.0,Eric Gray up the middle for 5 yards (tackle by Reed Blankenship and Jordan Davis),0.6,0.56,18.0,2023,270
2.0,2:00,3.0,2.0,NYG 35,0.0,17.0,Tyrod Taylor pass complete deep left to Saquon Barkley for 46 yards (tackle by Reed Blankenship),0.56,4.31,18.0,2023,270
2.0,1:53,1.0,10.0,PHI 19,0.0,23.0,"Tyrod Taylor pass complete short left to Darius Slayton for 19 yards, touchdown",4.31,7.0,18.0,2023,270
2.0,1:47,,,PHI 15,0.0,24.0,Mason Crosby kicks extra point good,0.0,0.0,18.0,2023,270
2.0,1:47,,,NYG 35,0.0,24.0,"Mason Crosby kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,270
2.0,1:47,1.0,10.0,PHI 25,0.0,24.0,Jalen Hurts pass incomplete short left intended for Julio Jones,0.61,0.06,18.0,2023,270
2.0,1:42,2.0,10.0,PHI 25,0.0,24.0,Jalen Hurts scrambles left end for 2 yards (tackle by Bobby Okereke),0.06,-0.36,18.0,2023,270
2.0,1:28,3.0,8.0,PHI 27,0.0,24.0,"Jalen Hurts pass incomplete deep left intended for Julio Jones Replay Assistant challenged the pass interception ruling, and the original play was overturned. Jalen Hurts pass deep left intended for Julio Jones is intercepted by Xavier McKinney at NYG-36 and returned for no gain",-0.36,-1.33,18.0,2023,270
2.0,1:28,1.0,10.0,NYG 36,0.0,24.0,Tyrod Taylor pass incomplete deep right intended for Wan'Dale Robinson,1.33,0.79,18.0,2023,270
2.0,1:22,2.0,10.0,NYG 36,0.0,24.0,Tyrod Taylor pass complete short right to Darius Slayton for no gain (tackle by Kevin Byard),0.79,0.1,18.0,2023,270
2.0,1:17,3.0,10.0,NYG 36,0.0,24.0,Tyrod Taylor pass incomplete deep right intended for Darius Slayton,0.1,-0.98,18.0,2023,270
2.0,1:12,4.0,10.0,NYG 36,0.0,24.0,"Jamie Gillan punts 44 yards, fair catch by Britain Covey at PHI-20",-0.98,-0.28,18.0,2023,270
2.0,1:05,1.0,10.0,PHI 20,0.0,24.0,Marcus Mariota pass short left intended for Quez Watkins is intercepted by Xavier McKinney at PHI-16 and returned for 4 yards (tackle by Quez Watkins),0.28,-4.78,18.0,2023,270
2.0,1:00,1.0,10.0,PHI 12,0.0,24.0,Tyrod Taylor pass short middle (defended by James Bradberry) intended for Sterling Shepard is intercepted by Reed Blankenship in end zone and returned for no gain,4.78,-0.28,18.0,2023,270
2.0,0:55,1.0,10.0,PHI 20,0.0,24.0,Kenneth Gainwell right end for -2 yards (tackle by Dane Belton and Dexter Lawrence),0.28,-0.63,18.0,2023,270
2.0,0:14,2.0,12.0,PHI 18,0.0,24.0,Marcus Mariota sacked by Azeez Ojulari for no gain,-0.63,-1.33,18.0,2023,270
2.0,0:05,3.0,12.0,PHI 18,0.0,24.0,Kenneth Gainwell left guard for 11 yards (tackle by Azeez Ojulari),-1.33,-1.44,18.0,2023,270
3.0,15:00,,,NYG 35,0.0,24.0,"Mason Crosby kicks off 59 yards, returned by Boston Scott for 17 yards (tackle by Jashaun Corbin)",0.0,0.48,18.0,2023,270
3.0,14:56,1.0,10.0,PHI 23,0.0,24.0,Marcus Mariota pass complete short left to Olamide Zaccheaus for 11 yards (tackle by Adoree' Jackson),0.48,1.2,18.0,2023,270
3.0,14:26,1.0,10.0,PHI 34,0.0,24.0,Marcus Mariota pass complete short right to Quez Watkins for 8 yards (tackle by Adoree' Jackson),1.2,1.74,18.0,2023,270
3.0,14:02,2.0,2.0,PHI 42,0.0,24.0,Marcus Mariota up the middle for 5 yards (tackle by A'Shawn Robinson and Rakeem Nunez-Roches),1.74,2.06,18.0,2023,270
3.0,13:38,,,,,,Timeout #1 by New York Giants,,,18.0,2023,270
3.0,13:38,1.0,10.0,PHI 47,0.0,24.0,Marcus Mariota scrambles right end for 12 yards (tackle by Xavier McKinney),2.06,2.85,18.0,2023,270
3.0,12:58,1.0,10.0,NYG 41,0.0,24.0,Rashaad Penny up the middle for 4 yards (tackle by Xavier McKinney and Adoree' Jackson),2.85,2.85,18.0,2023,270
3.0,12:28,2.0,6.0,NYG 37,0.0,24.0,Rashaad Penny left end for -2 yards (tackle by A'Shawn Robinson and Isaiah Simmons),2.85,1.88,18.0,2023,270
3.0,11:50,3.0,8.0,NYG 39,0.0,24.0,Marcus Mariota pass incomplete deep left intended for Olamide Zaccheaus (defended by Xavier McKinney),1.88,0.66,18.0,2023,270
3.0,11:45,4.0,8.0,NYG 39,0.0,24.0,"Penalty on Marcus Mariota: Delay of Game, 5 yards (accepted) (no play)",0.66,0.33,18.0,2023,270
3.0,11:45,4.0,13.0,NYG 44,0.0,24.0,Braden Mann punts 41 yards,0.33,0.38,18.0,2023,270
3.0,11:33,1.0,10.0,NYG 3,0.0,24.0,Saquon Barkley left guard for 5 yards (tackle by Shaquille Leonard and Tristin McCollum),-0.38,-0.42,18.0,2023,270
3.0,10:58,2.0,5.0,NYG 8,0.0,24.0,Tyrod Taylor scrambles left end for 4 yards (tackle by Nicholas Morrow),-0.42,-0.37,18.0,2023,270
3.0,10:16,3.0,1.0,NYG 12,0.0,24.0,Saquon Barkley left guard for 3 yards (tackle by Shaquille Leonard),-0.37,-0.22,18.0,2023,270
3.0,9:44,1.0,10.0,NYG 15,0.0,24.0,Tyrod Taylor scrambles right end for 8 yards (tackle by Shaquille Leonard),-0.22,0.48,18.0,2023,270
3.0,9:08,2.0,2.0,NYG 23,0.0,24.0,Saquon Barkley up the middle for -1 yards (tackle by Nicholas Morrow),0.48,-0.51,18.0,2023,270
3.0,8:35,3.0,3.0,NYG 22,0.0,24.0,Tyrod Taylor pass complete short middle to Darius Slayton for 17 yards (tackle by Tristin McCollum),-0.51,1.53,18.0,2023,270
3.0,7:53,1.0,10.0,NYG 39,0.0,24.0,Saquon Barkley left end for 3 yards (tackle by Tristin McCollum and Nolan Smith),1.53,1.39,18.0,2023,270
3.0,7:15,2.0,7.0,NYG 42,0.0,24.0,"Tyrod Taylor pass complete short left to Sterling Shepard for 6 yards (tackle by Kelee Ringo). Penalty on Mark Glowinski: Offensive Holding, 10 yards (accepted) (no play)",1.39,0.04,18.0,2023,270
3.0,6:59,2.0,17.0,NYG 32,0.0,24.0,"Tyrod Taylor pass incomplete short left. Penalty on Matt Peart: Offensive Holding, 10 yards (declined)",0.04,-0.63,18.0,2023,270
3.0,6:48,3.0,17.0,NYG 32,0.0,24.0,Tommy DeVito pass complete short right to Eric Gray for 9 yards (tackle by Shaquille Leonard and Nicholas Morrow),-0.63,-0.65,18.0,2023,270
3.0,6:11,4.0,8.0,NYG 41,0.0,24.0,"Jamie Gillan punts 43 yards, fair catch by Britain Covey at PHI-16",-0.65,0.14,18.0,2023,270
3.0,6:03,1.0,10.0,PHI 16,0.0,24.0,Marcus Mariota up the middle for 4 yards (tackle by Tre Hawkins),-0.14,0.01,18.0,2023,270
3.0,5:34,2.0,6.0,PHI 20,0.0,24.0,Boston Scott up the middle for 2 yards (tackle by Boogie Basham),0.01,-0.57,18.0,2023,270
3.0,4:56,3.0,4.0,PHI 22,0.0,24.0,Marcus Mariota right end for 17 yards (tackle by Dane Belton),-0.57,1.53,18.0,2023,270
3.0,4:24,1.0,10.0,PHI 39,0.0,24.0,Marcus Mariota pass incomplete short right intended for Quez Watkins,1.53,0.99,18.0,2023,270
3.0,4:21,2.0,10.0,PHI 39,0.0,24.0,Marcus Mariota pass incomplete deep left intended for Boston Scott (defended by Micah McFadden),0.99,0.3,18.0,2023,270
3.0,4:11,3.0,10.0,PHI 39,0.0,24.0,Marcus Mariota pass complete short left to Jack Stoll for 11 yards (tackle by Azeez Ojulari),0.3,2.26,18.0,2023,270
3.0,3:44,1.0,10.0,NYG 50,0.0,24.0,Marcus Mariota pass complete short left to Quez Watkins for 19 yards (tackle by Tre Hawkins),2.26,3.51,18.0,2023,270
3.0,3:18,1.0,10.0,NYG 31,0.0,24.0,Rashaad Penny up the middle for 7 yards (tackle by Bobby Okereke and Micah McFadden),3.51,3.91,18.0,2023,270
3.0,2:46,2.0,3.0,NYG 24,0.0,24.0,Marcus Mariota pass complete short left to Britain Covey for 5 yards (tackle by Dane Belton and Tre Hawkins),3.91,4.31,18.0,2023,270
3.0,2:08,1.0,10.0,NYG 19,0.0,24.0,Marcus Mariota pass incomplete short left intended for Olamide Zaccheaus (defended by Kayvon Thibodeaux),4.31,3.75,18.0,2023,270
3.0,2:01,2.0,10.0,NYG 19,0.0,24.0,Boston Scott right end for 1 yard (tackle by Kayvon Thibodeaux),3.75,3.14,18.0,2023,270
3.0,1:21,3.0,9.0,NYG 18,0.0,24.0,Marcus Mariota pass incomplete deep left intended for Britain Covey (defended by Cordale Flott),3.14,2.25,18.0,2023,270
3.0,1:15,4.0,9.0,NYG 18,3.0,24.0,Jake Elliott 36 yard field goal good,2.25,3.0,18.0,2023,270
3.0,1:11,,,PHI 35,3.0,24.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,270
3.0,1:11,1.0,10.0,NYG 25,3.0,24.0,Tyrod Taylor pass complete short middle to Sterling Shepard for 7 yards (tackle by Nicholas Morrow),0.61,1.01,18.0,2023,270
3.0,0:33,2.0,3.0,NYG 32,3.0,24.0,Saquon Barkley left tackle for 6 yards (tackle by Jalen Carter),1.01,1.47,18.0,2023,270
4.0,15:00,1.0,10.0,NYG 38,3.0,24.0,Tyrod Taylor pass incomplete short right intended for Darren Waller,1.47,0.92,18.0,2023,270
4.0,14:57,2.0,10.0,NYG 38,3.0,24.0,Tyrod Taylor pass complete short left to Darren Waller for 6 yards (tackle by Tristin McCollum),0.92,1.02,18.0,2023,270
4.0,14:23,3.0,4.0,NYG 44,3.0,24.0,Tyrod Taylor scrambles up the middle for 2 yards (tackle by Shaquille Leonard),1.02,-0.32,18.0,2023,270
4.0,13:53,4.0,2.0,NYG 46,3.0,24.0,"Jamie Gillan punts 43 yards, returned by Britain Covey for 8 yards (tackle by Micah McFadden)",-0.32,-0.15,18.0,2023,270
4.0,13:44,1.0,10.0,PHI 19,3.0,24.0,Marcus Mariota pass complete short left to Quez Watkins for 10 yards (tackle by Tre Hawkins),0.15,0.87,18.0,2023,270
4.0,13:19,1.0,10.0,PHI 29,3.0,24.0,Marcus Mariota pass complete short right to Grant Calcaterra for 11 yards (tackle by Adoree' Jackson and Micah McFadden),0.87,1.6,18.0,2023,270
4.0,12:46,1.0,10.0,PHI 40,3.0,24.0,Marcus Mariota pass complete short right to Quez Watkins for 11 yards (tackle by Adoree' Jackson),1.6,2.32,18.0,2023,270
4.0,12:15,1.0,10.0,NYG 49,3.0,24.0,Marcus Mariota pass incomplete deep middle intended for Britain Covey,2.32,1.78,18.0,2023,270
4.0,12:08,2.0,10.0,NYG 49,3.0,24.0,Marcus Mariota pass complete short left to Olamide Zaccheaus for 9 yards (tackle by Tre Hawkins),1.78,2.28,18.0,2023,270
4.0,11:41,3.0,1.0,NYG 40,3.0,24.0,Marcus Mariota right end for 2 yards (tackle by Bobby Okereke),2.28,3.05,18.0,2023,270
4.0,11:06,1.0,10.0,NYG 38,3.0,24.0,Marcus Mariota pass complete short right to Britain Covey for 22 yards (tackle by Micah McFadden),3.05,4.51,18.0,2023,270
4.0,10:21,1.0,10.0,NYG 16,9.0,24.0,"Marcus Mariota pass complete deep left to Quez Watkins for 16 yards, touchdown",4.51,7.0,18.0,2023,270
4.0,10:15,,,NYG 15,10.0,24.0,Jake Elliott kicks extra point good,0.0,0.0,18.0,2023,270
4.0,10:15,,,PHI 35,10.0,24.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,270
4.0,10:15,1.0,10.0,NYG 25,10.0,24.0,Tyrod Taylor pass complete short right to Sterling Shepard for 10 yards (tackle by Kevin Byard),0.61,1.27,18.0,2023,270
4.0,9:36,1.0,10.0,NYG 35,10.0,24.0,Saquon Barkley up the middle for 1 yard (tackle by Moro Ojomo and Nicholas Morrow),1.27,0.86,18.0,2023,270
4.0,9:04,2.0,9.0,NYG 36,10.0,24.0,Tyrod Taylor pass complete short right to Isaiah Hodgins for 15 yards (tackle by Kelee Ringo),0.86,2.32,18.0,2023,270
4.0,8:25,1.0,10.0,PHI 49,10.0,24.0,Tyrod Taylor pass complete short right to Darren Waller for 6 yards (tackle by Josh Jobe),2.32,2.59,18.0,2023,270
4.0,7:46,2.0,4.0,PHI 43,10.0,24.0,Saquon Barkley up the middle for no gain (tackle by Patrick Johnson and Jalen Carter),2.59,1.88,18.0,2023,270
4.0,7:06,3.0,4.0,PHI 43,10.0,24.0,Tyrod Taylor pass complete short middle to Darren Waller for 6 yards (tackle by Kevin Byard),1.88,3.12,18.0,2023,270
4.0,6:25,1.0,10.0,PHI 37,10.0,24.0,Tyrod Taylor right end for 14 yards (tackle by Kevin Byard),3.12,4.04,18.0,2023,270
4.0,5:42,1.0,10.0,PHI 23,10.0,24.0,Eric Gray up the middle for 12 yards (tackle by Nicholas Morrow and Tristin McCollum),4.04,4.84,18.0,2023,270
4.0,5:03,1.0,10.0,PHI 11,10.0,24.0,Eric Gray left tackle for 2 yards (tackle by Tristin McCollum),4.84,4.51,18.0,2023,270
4.0,4:29,2.0,8.0,PHI 9,10.0,24.0,Sterling Shepard left end for 6 yards (tackle by Kelee Ringo),4.51,4.89,18.0,2023,270
4.0,3:51,3.0,2.0,PHI 3,10.0,24.0,Tyrod Taylor pass incomplete short right,4.89,3.05,18.0,2023,270
4.0,3:42,4.0,2.0,PHI 3,10.0,27.0,Mason Crosby 21 yard field goal good,3.05,3.0,18.0,2023,270
4.0,3:39,,,NYG 35,10.0,27.0,"Mason Crosby kicks off 61 yards,",0.0,0.61,18.0,2023,270
4.0,3:39,1.0,10.0,PHI 25,10.0,27.0,Marcus Mariota pass complete short left to Britain Covey for 8 yards (tackle by Tre Hawkins),0.61,1.14,18.0,2023,270
4.0,3:34,2.0,2.0,PHI 33,10.0,27.0,"Marcus Mariota sacked by Jihad Ward for -5 yards. Marcus Mariota fumbles (forced by Jihad Ward), recovered by Azeez Ojulari at PHI-28",1.14,-3.71,18.0,2023,270
4.0,3:28,1.0,10.0,PHI 28,10.0,27.0,Tyrod Taylor pass complete short middle to Sterling Shepard for 1 yard (tackle by Nicholas Morrow),3.71,3.3,18.0,2023,270
4.0,2:49,2.0,9.0,PHI 27,10.0,27.0,Tyrod Taylor scrambles right end for 1 yard (tackle by Bradley Roby),3.3,2.74,18.0,2023,270
4.0,2:09,3.0,8.0,PHI 26,10.0,27.0,Tyrod Taylor pass incomplete short middle intended for Sterling Shepard (defended by Nicholas Morrow),2.74,1.74,18.0,2023,270
4.0,2:04,4.0,8.0,PHI 26,10.0,27.0,Mason Crosby 45 yard field goal no good,1.74,-1.27,18.0,2023,270
4.0,1:59,1.0,10.0,PHI 35,10.0,27.0,Boston Scott left tackle for 2 yards (tackle by D.J. Davidson and Xavier McKinney),1.27,0.99,18.0,2023,270
4.0,1:24,2.0,8.0,PHI 37,10.0,27.0,Marcus Mariota pass complete short middle to Grant Calcaterra for 7 yards (tackle by Dane Belton),0.99,1.22,18.0,2023,270
4.0,0:53,3.0,1.0,PHI 44,10.0,27.0,Marcus Mariota right end for 6 yards (tackle by Kayvon Thibodeaux),1.22,2.26,18.0,2023,270
4.0,0:21,1.0,10.0,NYG 50,10.0,27.0,Marcus Mariota sacked by Azeez Ojulari for -6 yards,2.26,0.9,18.0,2023,270
