Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA,week,year,game_id
2.0,8:55,1.0,10.0,CHI 19,3.0,0.0,Jordan Love pass complete short right to Malik Heath for 3 yards (tackle by T.J. Edwards),4.31,4.18,18.0,2023,265
2.0,8:09,2.0,7.0,CHI 16,3.0,0.0,Aaron Jones left guard for 6 yards (tackle by Jaquan Brisker and Zacch Pickens),4.18,4.69,18.0,2023,265
2.0,7:25,,,,,,Timeout #1 by Green Bay Packers,,,18.0,2023,265
2.0,7:25,3.0,1.0,CHI 10,3.0,6.0,"Jordan Love pass complete short right to Dontayvion Wicks for 10 yards, touchdown",4.69,7.0,18.0,2023,265
2.0,7:20,,,CHI 15,3.0,7.0,Anders Carlson kicks extra point good,0.0,0.0,18.0,2023,265
2.0,7:20,,,GNB 35,3.0,7.0,"Anders Carlson kicks off 55 yards, returned by Velus Jones for 24 yards (tackle by Jonathan Owens)",0.0,1.2,18.0,2023,265
2.0,7:14,1.0,10.0,CHI 34,3.0,7.0,Khalil Herbert left end for 7 yards (tackle by De'Vondre Campbell and Tedarrell Slaton),1.2,1.6,18.0,2023,265
2.0,6:38,2.0,3.0,CHI 41,3.0,7.0,Justin Fields pass incomplete short right intended for Tyler Scott,1.6,0.89,18.0,2023,265
2.0,6:32,3.0,3.0,CHI 41,3.0,7.0,Roschon Johnson left guard for 2 yards (tackle by Darnell Savage),0.89,-0.52,18.0,2023,265
2.0,5:46,4.0,1.0,CHI 43,3.0,7.0,Justin Fields up the middle for 1 yard (tackle by Preston Smith and Keisean Nixon),-0.52,1.86,18.0,2023,265
2.0,5:18,1.0,10.0,CHI 44,3.0,7.0,Khalil Herbert right end for 4 yards (tackle by Preston Smith and Quay Walker),1.86,1.86,18.0,2023,265
2.0,4:38,2.0,6.0,CHI 48,3.0,7.0,Khalil Herbert right end for 2 yards (tackle by Rashan Gary and Kenny Clark),1.86,1.42,18.0,2023,265
2.0,4:00,3.0,4.0,CHI 50,3.0,7.0,Justin Fields pass complete short left to D.J. Moore for 33 yards (tackle by Carrington Valentine),1.42,4.44,18.0,2023,265
2.0,3:13,1.0,10.0,GNB 17,3.0,7.0,Khalil Herbert up the middle for -2 yards (tackle by Kingsley Enagbare),4.44,3.6,18.0,2023,265
2.0,2:36,2.0,12.0,GNB 19,3.0,7.0,Justin Fields pass complete short middle to Cole Kmet for 6 yards (tackle by Quay Walker and De'Vondre Campbell),3.6,3.68,18.0,2023,265
2.0,2:00,3.0,6.0,GNB 13,3.0,7.0,Justin Fields sacked by Kenny Clark for -8 yards,3.68,2.06,18.0,2023,265
2.0,1:20,4.0,14.0,GNB 21,6.0,7.0,Cairo Santos 39 yard field goal good,2.06,3.0,18.0,2023,265
2.0,1:17,,,CHI 35,6.0,7.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,265
2.0,1:17,1.0,10.0,GNB 25,6.0,7.0,Jordan Love pass complete short left to Bo Melton for 24 yards (tackle by Tyrique Stevenson),0.61,2.19,18.0,2023,265
2.0,0:53,1.0,10.0,GNB 49,6.0,7.0,Jordan Love pass complete short middle to Aaron Jones for 13 yards (tackle by Tremaine Edmunds and T.J. Edwards),2.19,3.05,18.0,2023,265
2.0,0:46,,,,,,Timeout #2 by Green Bay Packers,,,18.0,2023,265
2.0,0:46,1.0,10.0,CHI 38,6.0,7.0,Jordan Love pass complete short right to Tucker Kraft for 9 yards (tackle by Kyler Gordon),3.05,3.72,18.0,2023,265
2.0,0:27,2.0,1.0,CHI 29,6.0,7.0,Jordan Love pass incomplete short left intended for Bo Melton,3.72,3.01,18.0,2023,265
2.0,0:22,3.0,1.0,CHI 29,6.0,7.0,Jordan Love pass complete short right to Tucker Kraft for 7 yards (tackle by Tyrique Stevenson and T.J. Edwards),3.01,4.11,18.0,2023,265
2.0,0:16,,,,,,Timeout #3 by Green Bay Packers,,,18.0,2023,265
2.0,0:16,1.0,10.0,CHI 22,6.0,7.0,Jordan Love pass incomplete deep left intended for Malik Heath (defended by Terell Smith),4.11,3.56,18.0,2023,265
2.0,0:11,2.0,10.0,CHI 22,6.0,7.0,Jordan Love pass complete short right to Dontayvion Wicks for 3 yards (tackle by Tyrique Stevenson),3.56,3.26,18.0,2023,265
3.0,15:00,,,CHI 35,6.0,7.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,265
3.0,15:00,1.0,10.0,GNB 25,6.0,7.0,Jordan Love pass complete short left to Dontayvion Wicks for 9 yards (tackle by Montez Sweat),0.61,1.28,18.0,2023,265
3.0,14:16,2.0,1.0,GNB 34,6.0,7.0,Aaron Jones right end for 2 yards (tackle by Terell Smith and Tremaine Edmunds),1.28,1.33,18.0,2023,265
3.0,13:36,1.0,10.0,GNB 36,6.0,7.0,Jordan Love pass complete deep left to Bo Melton for 17 yards (tackle by Terell Smith),1.33,2.46,18.0,2023,265
3.0,13:01,1.0,10.0,CHI 47,6.0,7.0,Aaron Jones up the middle for 17 yards (tackle by Eddie Jackson and Jaquan Brisker),2.46,3.58,18.0,2023,265
3.0,12:39,1.0,10.0,CHI 30,6.0,7.0,Aaron Jones up the middle for 7 yards (tackle by Tremaine Edmunds),3.58,3.98,18.0,2023,265
3.0,12:00,2.0,3.0,CHI 23,6.0,7.0,Jordan Love pass complete short middle to Malik Heath for 4 yards (tackle by Kyler Gordon and Tremaine Edmunds),3.98,4.31,18.0,2023,265
3.0,11:18,1.0,10.0,CHI 19,6.0,7.0,Aaron Jones right guard for 3 yards (tackle by Zacch Pickens),4.31,4.18,18.0,2023,265
3.0,10:35,2.0,7.0,CHI 16,6.0,7.0,Aaron Jones left guard for 4 yards (tackle by Rasheem Green),4.18,4.19,18.0,2023,265
3.0,9:52,3.0,3.0,CHI 12,6.0,13.0,"Jordan Love pass complete short middle to Dontayvion Wicks for 12 yards, touchdown",4.19,7.0,18.0,2023,265
3.0,9:47,,,CHI 15,6.0,14.0,Anders Carlson kicks extra point good,0.0,0.0,18.0,2023,265
3.0,9:47,,,GNB 35,6.0,14.0,"Anders Carlson kicks off 66 yards, returned by Velus Jones for 23 yards (tackle by Robert Rochell)",0.0,0.41,18.0,2023,265
3.0,9:41,1.0,10.0,CHI 22,6.0,14.0,Khalil Herbert right end for 9 yards (tackle by De'Vondre Campbell and Jonathan Owens),0.41,1.08,18.0,2023,265
3.0,9:01,2.0,1.0,CHI 31,6.0,14.0,Justin Fields left end for 7 yards (tackle by Jonathan Owens),1.08,1.47,18.0,2023,265
3.0,8:21,1.0,10.0,CHI 38,6.0,14.0,Roschon Johnson left end for 6 yards (tackle by De'Vondre Campbell),1.47,1.73,18.0,2023,265
3.0,7:41,2.0,4.0,CHI 44,6.0,14.0,Justin Fields scrambles left end for 5 yards (tackle by Jaire Alexander),1.73,2.19,18.0,2023,265
3.0,7:02,1.0,10.0,CHI 49,6.0,14.0,Khalil Herbert left end for 1 yard (tackle by Jaire Alexander),2.19,1.78,18.0,2023,265
3.0,6:26,2.0,9.0,GNB 50,6.0,14.0,Khalil Herbert up the middle for 2 yards (tackle by Lukas Van Ness and Quay Walker),1.78,1.36,18.0,2023,265
3.0,5:44,3.0,7.0,GNB 48,6.0,14.0,Justin Fields sacked by Quay Walker for -3 yards,1.36,-0.13,18.0,2023,265
3.0,5:04,4.0,10.0,CHI 49,6.0,14.0,"Trenton Gill punts 51 yards, touchback.",-0.13,-0.28,18.0,2023,265
3.0,4:54,1.0,10.0,GNB 20,6.0,14.0,Bo Melton right end for 12 yards (tackle by Tyrique Stevenson),0.28,1.07,18.0,2023,265
3.0,4:04,1.0,10.0,GNB 32,6.0,14.0,Jordan Love pass complete short left to Jayden Reed for 6 yards,1.07,1.34,18.0,2023,265
3.0,3:35,2.0,4.0,GNB 38,6.0,14.0,Aaron Jones left guard for 4 yards (tackle by Tyrique Stevenson and Andrew Billings),1.34,1.73,18.0,2023,265
3.0,2:52,1.0,10.0,GNB 42,6.0,14.0,Aaron Jones left guard for 4 yards (tackle by T.J. Edwards and Montez Sweat),1.73,1.73,18.0,2023,265
3.0,2:08,2.0,6.0,GNB 46,6.0,14.0,Jordan Love pass complete short right to Bo Melton for 4 yards (tackle by Tremaine Edmunds),1.73,1.55,18.0,2023,265
3.0,1:24,3.0,2.0,CHI 50,6.0,14.0,"Jordan Love scrambles right end for 1 yard. Jordan Love fumbles (forced by Tyrique Stevenson), recovered by Jaquan Brisker at CHI-42",1.55,-1.73,18.0,2023,265
3.0,1:17,1.0,10.0,CHI 42,6.0,14.0,Justin Fields scrambles left end for 3 yards (tackle by Quay Walker),1.73,1.59,18.0,2023,265
3.0,0:37,2.0,7.0,CHI 45,6.0,14.0,Khalil Herbert left guard for no gain (tackle by Colby Wooden),1.59,0.89,18.0,2023,265
4.0,15:00,3.0,7.0,CHI 45,6.0,14.0,"Justin Fields pass complete short left to D.J. Moore for 11 yards (tackle by Quay Walker) GNB challenged the pass completion ruling, and the play was upheld.",0.89,2.65,18.0,2023,265
4.0,14:43,1.0,10.0,GNB 44,6.0,14.0,Justin Fields pass complete deep middle to Cole Kmet for 27 yards (tackle by Darnell Savage),2.65,4.44,18.0,2023,265
4.0,13:57,1.0,10.0,GNB 17,6.0,14.0,Justin Fields pass incomplete deep left intended for Robert Tonyan (defended by Jaire Alexander),4.44,3.85,18.0,2023,265
4.0,13:50,2.0,10.0,GNB 17,6.0,14.0,Roschon Johnson right end for no gain (tackle by Keisean Nixon),3.85,3.07,18.0,2023,265
4.0,13:13,3.0,10.0,GNB 17,6.0,14.0,"Justin Fields pass incomplete deep right intended for Cole Kmet (defended by Carrington Valentine). Penalty on Darnell Wright: Offensive Holding, 10 yards (declined)",3.07,2.31,18.0,2023,265
4.0,13:07,4.0,10.0,GNB 17,9.0,14.0,Cairo Santos 35 yard field goal good,2.31,3.0,18.0,2023,265
4.0,13:03,,,CHI 35,9.0,14.0,"Trenton Gill kicks off 58 yards, returned by Keisean Nixon for 21 yards (tackle by Travis Homer)",0.0,0.81,18.0,2023,265
4.0,12:57,1.0,10.0,GNB 28,9.0,14.0,Jordan Love pass complete deep left to Jayden Reed for 59 yards (tackle by Eddie Jackson),0.81,4.71,18.0,2023,265
4.0,12:28,1.0,10.0,CHI 13,9.0,14.0,Jordan Love pass complete short middle to Aaron Jones for 1 yard (tackle by Tremaine Edmunds),4.71,4.22,18.0,2023,265
4.0,11:47,2.0,9.0,CHI 12,9.0,14.0,Aaron Jones left end for 5 yards (tackle by Eddie Jackson),4.22,4.33,18.0,2023,265
4.0,11:02,3.0,4.0,CHI 7,9.0,14.0,"Jordan Love pass complete short middle to Bo Melton for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jordan Love pass incomplete short middle intended for Bo Melton (defended by Eddie Jackson)",4.33,2.99,18.0,2023,265
4.0,10:57,4.0,4.0,CHI 7,9.0,17.0,Anders Carlson 25 yard field goal good,2.99,3.0,18.0,2023,265
4.0,10:54,,,GNB 35,9.0,17.0,"Anders Carlson kicks off 67 yards, returned by Velus Jones for 34 yards (tackle by Zayne Anderson)",0.0,1.07,18.0,2023,265
4.0,10:49,1.0,10.0,CHI 32,9.0,17.0,Khalil Herbert left end for 4 yards (tackle by Tedarrell Slaton and Darnell Savage),1.07,1.07,18.0,2023,265
4.0,10:11,2.0,6.0,CHI 36,9.0,17.0,Justin Fields pass complete short right to Khalil Herbert for 16 yards (tackle by Quay Walker),1.07,2.39,18.0,2023,265
4.0,9:35,1.0,10.0,GNB 48,9.0,17.0,Justin Fields right end for 6 yards (tackle by Jonathan Owens),2.39,2.66,18.0,2023,265
4.0,8:39,2.0,4.0,GNB 42,9.0,17.0,Khalil Herbert up the middle for -1 yards (tackle by Kingsley Enagbare),2.66,1.82,18.0,2023,265
4.0,7:59,3.0,5.0,GNB 43,9.0,17.0,Justin Fields pass incomplete short right intended for D.J. Moore (defended by Rashan Gary),1.82,0.4,18.0,2023,265
4.0,7:56,4.0,5.0,GNB 43,9.0,17.0,"Penalty on Rashan Gary: Defensive Offside, 5 yards (accepted) (no play)",0.4,3.05,18.0,2023,265
4.0,7:56,1.0,10.0,GNB 38,9.0,17.0,Roschon Johnson right end for 4 yards (tackle by Keisean Nixon),3.05,3.05,18.0,2023,265
4.0,7:17,2.0,6.0,GNB 34,9.0,17.0,"Khalil Herbert for no gain. Penalty on Dan Feeney: Offensive Holding, 10 yards (accepted) (no play)",3.05,1.7,18.0,2023,265
4.0,6:58,2.0,16.0,GNB 44,9.0,17.0,Justin Fields sacked by Karl Brooks for -6 yards,1.7,0.23,18.0,2023,265
4.0,6:17,3.0,22.0,GNB 50,9.0,17.0,Justin Fields pass incomplete short left intended for D.J. Moore,0.23,-0.06,18.0,2023,265
4.0,6:15,4.0,22.0,GNB 50,9.0,17.0,"Trenton Gill punts 44 yards, fair catch by Jayden Reed at GB-6",-0.06,0.38,18.0,2023,265
4.0,6:08,1.0,10.0,GNB 6,9.0,17.0,Aaron Jones right end for -3 yards (tackle by Montez Sweat),-0.38,-1.0,18.0,2023,265
4.0,5:27,2.0,13.0,GNB 3,9.0,17.0,Jordan Love pass complete short middle to Luke Musgrave for 11 yards (tackle by T.J. Edwards and Jaquan Brisker),-1.0,-0.48,18.0,2023,265
4.0,4:49,3.0,2.0,GNB 14,9.0,17.0,Jordan Love pass complete short right to Jayden Reed for 15 yards (tackle by Eddie Jackson),-0.48,0.87,18.0,2023,265
4.0,4:06,1.0,10.0,GNB 29,9.0,17.0,Aaron Jones up the middle for 8 yards (tackle by Jaylon Jones and Jaquan Brisker),0.87,1.41,18.0,2023,265
4.0,3:21,2.0,2.0,GNB 37,9.0,17.0,Aaron Jones up the middle for 3 yards (tackle by Andrew Billings),1.41,1.6,18.0,2023,265
4.0,3:15,,,,,,Timeout #1 by Chicago Bears,,,18.0,2023,265
4.0,3:15,1.0,10.0,GNB 40,9.0,17.0,Jordan Love pass complete short middle to Aaron Jones for 5 yards (tackle by Justin Jones and Eddie Jackson),1.6,1.73,18.0,2023,265
4.0,3:08,,,,,,Timeout #2 by Chicago Bears,,,18.0,2023,265
4.0,3:08,2.0,5.0,GNB 45,9.0,17.0,Aaron Jones right guard for -2 yards (tackle by Jaquan Brisker),1.73,0.76,18.0,2023,265
4.0,2:25,,,,,,Timeout #2 by Green Bay Packers,,,18.0,2023,265
4.0,2:25,3.0,7.0,GNB 43,9.0,17.0,Jordan Love pass complete short right to Tucker Kraft for 15 yards (tackle by Kyler Gordon),0.76,2.79,18.0,2023,265
4.0,2:17,,,,,,Timeout #3 by Chicago Bears,,,18.0,2023,265
4.0,2:17,1.0,10.0,CHI 42,9.0,17.0,Aaron Jones up the middle for 1 yard (tackle by Jaylon Jones),2.79,2.38,18.0,2023,265
4.0,2:00,2.0,9.0,CHI 41,9.0,17.0,Aaron Jones left end for 10 yards (tackle by Eddie Jackson and Justin Jones),2.38,3.51,18.0,2023,265
4.0,1:13,1.0,10.0,CHI 31,9.0,17.0,Jordan Love kneels for -1 yards,3.51,2.83,18.0,2023,265
4.0,0:33,2.0,11.0,CHI 32,9.0,17.0,Jordan Love kneels for -1 yards,2.83,2.02,18.0,2023,265
