Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA,week,year,game_id
1.0,4:41,,,LAC 15,0.0,14.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
1.0,4:41,,,LVR 35,0.0,14.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
1.0,4:41,1.0,10.0,LAC 25,0.0,14.0,"Joshua Kelley left tackle for 4 yards. Joshua Kelley fumbles (forced by Marcus Epps), recovered by Jerry Tillery at LAC-31 (tackle by Marcus Epps) (tackle by Marcus Epps)",0.61,-3.51,15.0,2023,209
1.0,4:36,1.0,10.0,LAC 31,0.0,14.0,"Penalty on Jakobi Meyers: False Start, 5 yards (accepted) (no play)",3.51,3.18,15.0,2023,209
1.0,4:36,1.0,15.0,LAC 36,0.0,14.0,Aidan O'Connell pass complete short right to Tre Tucker for 9 yards (tackle by Derwin James and Kenneth Murray),3.18,3.51,15.0,2023,209
1.0,3:57,2.0,6.0,LAC 27,0.0,14.0,Zamir White up the middle for 5 yards (tackle by Austin Johnson),3.51,3.47,15.0,2023,209
1.0,3:13,3.0,1.0,LAC 22,0.0,20.0,"Aidan O'Connell pass complete deep right to Jakobi Meyers for 22 yards, touchdown",3.47,7.0,15.0,2023,209
1.0,3:07,,,LAC 15,0.0,21.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
1.0,3:07,,,LVR 35,0.0,21.0,"Daniel Carlson kicks off 64 yards, returned by Derius Davis for 26 yards (tackle by Jesper Horsted and Ameer Abdullah)",0.0,0.74,15.0,2023,209
1.0,3:01,1.0,10.0,LAC 27,0.0,21.0,"Austin Ekeler left guard for no gain (tackle by Tyree Wilson). Penalty on Zion Johnson: Offensive Holding, 10 yards (accepted) (no play)",0.74,-0.17,15.0,2023,209
1.0,2:38,1.0,20.0,LAC 17,0.0,21.0,"Easton Stick pass complete short middle to Gerald Everett for 11 yards. Gerald Everett fumbles (forced by Robert Spillane), recovered by Jalen Guyton at LAC-28 (tackle by Tre'von Moehrig)",-0.17,0.2,15.0,2023,209
1.0,1:52,2.0,10.0,LAC 27,0.0,21.0,Easton Stick pass complete short left to Gerald Everett for 11 yards (tackle by Amik Robertson),0.2,1.47,15.0,2023,209
1.0,1:21,1.0,10.0,LAC 38,0.0,21.0,Easton Stick pass complete short left to Stone Smartt for 4 yards (tackle by Divine Deablo),1.47,1.46,15.0,2023,209
1.0,0:50,2.0,6.0,LAC 42,0.0,21.0,Austin Ekeler up the middle for 1 yard (tackle by Robert Spillane and Jack Jones),1.46,0.89,15.0,2023,209
1.0,0:07,3.0,5.0,LAC 43,0.0,21.0,Easton Stick sacked by Jerry Tillery for -7 yards,0.89,-0.98,15.0,2023,209
2.0,15:00,4.0,12.0,LAC 36,0.0,21.0,"JK Scott punts 46 yards, fair catch by DeAndre Carter at LV-18",-0.98,-0.04,15.0,2023,209
2.0,14:51,1.0,10.0,LVR 18,0.0,21.0,Zamir White left guard for no gain (tackle by Christopher Hinton),0.04,-0.49,15.0,2023,209
2.0,14:13,2.0,10.0,LVR 18,0.0,21.0,Aidan O'Connell pass incomplete short middle intended for Zamir White (defended by Khalil Mack),-0.49,-1.17,15.0,2023,209
2.0,14:08,,,,,,Timeout #1 by Las Vegas Raiders,,,15.0,2023,209
2.0,14:08,3.0,10.0,LVR 18,0.0,21.0,Aidan O'Connell pass complete short middle to Ameer Abdullah for 8 yards (tackle by Eric Kendricks),-1.17,-1.63,15.0,2023,209
2.0,13:21,4.0,2.0,LVR 26,0.0,21.0,"AJ Cole punts 53 yards, fair catch by Derius Davis at LAC-21",-1.63,-0.34,15.0,2023,209
2.0,13:12,1.0,10.0,LAC 21,0.0,21.0,"Penalty on Janarius Robinson: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.34,1.07,15.0,2023,209
2.0,13:12,1.0,5.0,LAC 26,0.0,21.0,Isaiah Spiller left tackle for 1 yard (tackle by Divine Deablo and Maxx Crosby),1.07,0.61,15.0,2023,209
2.0,12:30,2.0,4.0,LAC 27,0.0,21.0,Easton Stick pass complete short middle to Stone Smartt for 6 yards (tackle by Nate Hobbs),0.61,1.14,15.0,2023,209
2.0,11:44,,,,,,Timeout #1 by Los Angeles Chargers,,,15.0,2023,209
2.0,11:44,1.0,10.0,LAC 33,0.0,21.0,Isaiah Spiller right guard for 3 yards (tackle by Divine Deablo and Robert Spillane),1.14,1.0,15.0,2023,209
2.0,11:09,2.0,7.0,LAC 36,0.0,21.0,Easton Stick pass incomplete deep right intended for Alex Erickson,1.0,0.3,15.0,2023,209
2.0,11:03,3.0,7.0,LAC 36,0.0,21.0,Easton Stick pass incomplete short middle intended for Austin Ekeler,0.3,-0.98,15.0,2023,209
2.0,10:58,4.0,7.0,LAC 36,0.0,21.0,"JK Scott punts 47 yards, returned by DeAndre Carter for 13 yards (tackle by Dean Marlowe and Josh Harris)",-0.98,-0.94,15.0,2023,209
2.0,10:46,1.0,10.0,LVR 30,0.0,21.0,Aidan O'Connell pass incomplete short right intended for Davante Adams (defended by Asante Samuel),0.94,0.39,15.0,2023,209
2.0,10:42,2.0,10.0,LVR 30,0.0,21.0,Zamir White up the middle for 6 yards (tackle by Sebastian Joseph-Day),0.39,0.5,15.0,2023,209
2.0,10:00,3.0,4.0,LVR 36,0.0,21.0,Aidan O'Connell pass incomplete short left intended for Davante Adams (defended by Eric Kendricks),0.5,-0.98,15.0,2023,209
2.0,9:55,4.0,4.0,LVR 36,0.0,21.0,"AJ Cole punts 53 yards, returned by Derius Davis for 3 yards. Derius Davis fumbles (forced by DJ Turner), recovered by DJ Turner at LAC-14 (tackle by DJ Turner)",-0.98,4.65,15.0,2023,209
2.0,9:44,1.0,10.0,LAC 14,0.0,21.0,Zamir White left tackle for 3 yards (tackle by Austin Johnson),4.65,4.52,15.0,2023,209
2.0,9:22,2.0,7.0,LAC 11,0.0,27.0,"Aidan O'Connell pass complete short right to Michael Mayer for 11 yards, touchdown",4.52,7.0,15.0,2023,209
2.0,9:15,,,LAC 15,0.0,28.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
2.0,9:15,,,LVR 35,0.0,28.0,"Daniel Carlson kicks off 63 yards, returned by Derius Davis for 23 yards (tackle by Christopher Smith)",0.0,0.61,15.0,2023,209
2.0,9:10,1.0,10.0,LAC 25,0.0,28.0,Easton Stick pass complete short middle to Derius Davis for -2 yards (tackle by Maxx Crosby),0.61,-0.21,15.0,2023,209
2.0,8:33,2.0,12.0,LAC 23,0.0,28.0,"Easton Stick sacked by Robert Spillane for no gain. Penalty on Trey Pipkins: Offensive Holding, 10 yards (accepted) (no play)",-0.21,-1.64,15.0,2023,209
2.0,8:21,2.0,22.0,LAC 13,0.0,28.0,Easton Stick pass complete deep middle to Quentin Johnston for 17 yards (tackle by Amik Robertson and Divine Deablo),-1.64,0.04,15.0,2023,209
2.0,7:39,3.0,5.0,LAC 30,0.0,28.0,Easton Stick pass incomplete short left intended for Gerald Everett,0.04,-1.37,15.0,2023,209
2.0,7:32,4.0,5.0,LAC 30,0.0,28.0,"JK Scott punts 46 yards, returned by DeAndre Carter for 11 yards (tackle by Stephen Anderson and Josh Harris)",-1.37,-1.27,15.0,2023,209
2.0,7:21,1.0,10.0,LVR 35,0.0,28.0,Zamir White up the middle for 3 yards (tackle by Eric Kendricks and Christopher Hinton),1.27,1.13,15.0,2023,209
2.0,6:44,2.0,7.0,LVR 38,0.0,28.0,Aidan O'Connell pass complete short right to Zamir White for 5 yards (tackle by Scott Matlock and Eric Kendricks),1.13,1.09,15.0,2023,209
2.0,5:58,3.0,2.0,LVR 43,0.0,28.0,Aidan O'Connell pass complete short right to Davante Adams for 24 yards (tackle by Michael Davis),1.09,3.38,15.0,2023,209
2.0,5:15,1.0,10.0,LAC 33,0.0,28.0,Jakobi Meyers pass complete short right to Davante Adams for 9 yards (tackle by Asante Samuel),3.38,4.05,15.0,2023,209
2.0,4:34,2.0,1.0,LAC 24,0.0,28.0,Tre Tucker left tackle for -2 yards (tackle by Khalil Mack and Eric Kendricks),4.05,3.07,15.0,2023,209
2.0,3:56,3.0,3.0,LAC 26,0.0,34.0,"Brandon Bolden left end for 26 yards, touchdown",3.07,7.0,15.0,2023,209
2.0,3:50,,,LAC 15,0.0,35.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
2.0,3:50,,,LVR 35,0.0,35.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
2.0,3:50,1.0,10.0,LAC 25,0.0,35.0,"Easton Stick pass incomplete short left intended for Gerald Everett (defended by Amik Robertson). Penalty on Amik Robertson: Taunting / Defense, 15 yards (accepted)",0.61,1.6,15.0,2023,209
2.0,3:44,1.0,10.0,LAC 40,0.0,35.0,Isaiah Spiller up the middle for 1 yard (tackle by Maxx Crosby and Divine Deablo),1.6,1.19,15.0,2023,209
2.0,3:10,2.0,9.0,LAC 41,0.0,35.0,Isaiah Spiller left tackle for 8 yards (tackle by Robert Spillane and Amik Robertson),1.19,1.55,15.0,2023,209
2.0,2:39,3.0,1.0,LAC 49,0.0,35.0,Austin Ekeler up the middle for no gain (tackle by Jack Jones),1.55,-0.13,15.0,2023,209
2.0,2:00,4.0,1.0,LAC 49,0.0,35.0,"Austin Ekeler up the middle for no gain (tackle by Divine Deablo and Jerry Tillery). Penalty on Gerald Everett: Offensive Offside, 5 yards (declined)",-0.13,-2.32,15.0,2023,209
2.0,1:56,1.0,10.0,LAC 49,0.0,35.0,Aidan O'Connell pass complete short left to Davante Adams for 9 yards (tackle by Michael Davis),2.32,3.0,15.0,2023,209
2.0,1:34,2.0,1.0,LAC 40,0.0,35.0,Aidan O'Connell pass complete short right to Zamir White for 6 yards (tackle by Michael Davis and Eric Kendricks),3.0,3.31,15.0,2023,209
2.0,1:00,1.0,10.0,LAC 34,0.0,35.0,Aidan O'Connell pass incomplete short middle intended for Hunter Renfrow,3.31,2.77,15.0,2023,209
2.0,0:56,2.0,10.0,LAC 34,0.0,35.0,Ameer Abdullah right guard for 9 yards (tackle by Derwin James),2.77,3.27,15.0,2023,209
2.0,0:46,,,,,,Timeout #2 by Las Vegas Raiders,,,15.0,2023,209
2.0,0:46,3.0,1.0,LAC 25,0.0,35.0,Ameer Abdullah up the middle for 5 yards (tackle by Essang Bassey),3.27,4.24,15.0,2023,209
2.0,0:36,,,,,,Timeout #2 by Los Angeles Chargers,,,15.0,2023,209
2.0,0:36,1.0,10.0,LAC 20,0.0,41.0,"Aidan O'Connell pass complete deep left to Tre Tucker for 20 yards, touchdown",4.24,7.0,15.0,2023,209
2.0,0:31,,,LAC 15,0.0,42.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
2.0,0:31,,,LVR 35,0.0,42.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
2.0,0:31,1.0,10.0,LAC 25,0.0,42.0,Isaiah Spiller up the middle for 3 yards (tackle by Malcolm Koonce),0.61,0.47,15.0,2023,209
3.0,15:00,,,LAC 35,0.0,42.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
3.0,15:00,1.0,10.0,LVR 25,0.0,42.0,Zamir White up the middle for 4 yards (tackle by Austin Johnson and Scott Matlock),0.61,0.6,15.0,2023,209
3.0,14:17,2.0,6.0,LVR 29,0.0,42.0,Aidan O'Connell pass complete short middle to Davante Adams for 18 yards (tackle by Derwin James),0.6,2.06,15.0,2023,209
3.0,13:32,1.0,10.0,LVR 47,0.0,42.0,Zamir White left tackle for 15 yards (tackle by Alohi Gilman),2.06,3.05,15.0,2023,209
3.0,12:51,1.0,10.0,LAC 38,0.0,42.0,Aidan O'Connell pass incomplete short left intended for Jakobi Meyers,3.05,2.51,15.0,2023,209
3.0,12:45,2.0,10.0,LAC 38,0.0,42.0,Aidan O'Connell pass incomplete short left intended for Austin Hooper (defended by Kenneth Murray),2.51,1.82,15.0,2023,209
3.0,12:41,3.0,10.0,LAC 38,0.0,42.0,Ameer Abdullah left tackle for 5 yards (tackle by Michael Davis and Khalil Mack),1.82,4.37,15.0,2023,209
3.0,12:41,1.0,10.0,LAC 18,0.0,42.0,"Penalty on Justin Hollins: Face Mask (15 Yards), 15 yards (accepted) (no play)",4.37,4.37,15.0,2023,209
3.0,12:19,1.0,10.0,LAC 18,0.0,42.0,Aidan O'Connell pass complete short right to Jakobi Meyers for 10 yards (tackle by Derwin James),4.37,5.37,15.0,2023,209
3.0,11:32,1.0,8.0,LAC 8,0.0,42.0,Aidan O'Connell pass complete short left to Zamir White for 5 yards (tackle by Kenneth Murray and Alohi Gilman),5.37,5.53,15.0,2023,209
3.0,10:47,2.0,3.0,LAC 3,0.0,48.0,"Jakobi Meyers pass complete short right to Davante Adams for 3 yards, touchdown",5.53,7.0,15.0,2023,209
3.0,10:42,,,LAC 15,0.0,49.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
3.0,10:42,,,LVR 35,0.0,49.0,"Daniel Carlson kicks off 63 yards, returned by Derius Davis for 19 yards (tackle by Ameer Abdullah)",0.0,0.34,15.0,2023,209
3.0,10:37,1.0,10.0,LAC 21,6.0,49.0,"Easton Stick pass complete deep left to Josh Palmer for 79 yards, touchdown",0.34,7.0,15.0,2023,209
3.0,10:27,,,LVR 15,7.0,49.0,Cameron Dicker kicks extra point good,0.0,0.0,15.0,2023,209
3.0,10:27,,,LAC 35,7.0,49.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
3.0,10:27,1.0,10.0,LVR 25,7.0,49.0,Zamir White right guard for 4 yards (tackle by Christopher Hinton and Sebastian Joseph-Day),0.61,0.6,15.0,2023,209
3.0,9:45,2.0,6.0,LVR 29,7.0,49.0,Zamir White left guard for 2 yards (tackle by Sebastian Joseph-Day),0.6,0.17,15.0,2023,209
3.0,9:03,3.0,4.0,LVR 31,7.0,49.0,Aidan O'Connell sacked by Eric Kendricks for -6 yards,0.17,-1.7,15.0,2023,209
3.0,8:26,4.0,10.0,LVR 25,7.0,49.0,"AJ Cole punts 68 yards, returned by Derius Davis for 3 yards (tackle by DJ Turner and Jakob Johnson)",-1.7,0.38,15.0,2023,209
3.0,8:13,1.0,10.0,LAC 10,7.0,49.0,Easton Stick pass complete short right to Austin Ekeler for 4 yards (tackle by Divine Deablo),-0.38,-0.46,15.0,2023,209
3.0,7:54,2.0,6.0,LAC 14,7.0,49.0,Austin Ekeler right guard for 2 yards (tackle by John Jenkins and Divine Deablo),-0.46,-0.72,15.0,2023,209
3.0,7:17,3.0,4.0,LAC 16,7.0,49.0,Easton Stick pass complete short right to Josh Palmer for 2 yards (tackle by Jack Jones),-0.72,-2.24,15.0,2023,209
3.0,6:38,4.0,2.0,LAC 18,7.0,49.0,"JK Scott punts 60 yards, fair catch by DeAndre Carter at LV-22",-2.24,-0.41,15.0,2023,209
3.0,6:29,1.0,10.0,LVR 22,7.0,49.0,Zamir White right guard for 5 yards (tackle by Austin Johnson and Andrew Farmer),0.41,0.54,15.0,2023,209
3.0,5:53,2.0,5.0,LVR 27,7.0,49.0,Aidan O'Connell pass incomplete short right,0.54,-0.16,15.0,2023,209
3.0,5:47,3.0,5.0,LVR 27,7.0,49.0,Aidan O'Connell pass complete short left to Michael Mayer for 5 yards (tackle by Eric Kendricks),-0.16,1.07,15.0,2023,209
3.0,5:05,1.0,10.0,LVR 32,7.0,49.0,Aidan O'Connell pass incomplete short right,1.07,0.53,15.0,2023,209
3.0,4:58,2.0,10.0,LVR 32,7.0,49.0,Zamir White right guard for 2 yards (tackle by Scott Matlock and Austin Johnson),0.53,0.1,15.0,2023,209
3.0,4:13,3.0,8.0,LVR 34,7.0,49.0,Aidan O'Connell pass complete short right to Ameer Abdullah for 5 yards (tackle by Kenneth Murray),0.1,-0.78,15.0,2023,209
3.0,3:33,4.0,3.0,LVR 39,7.0,49.0,AJ Cole punts 41 yards out of bounds,-0.78,-0.28,15.0,2023,209
3.0,3:27,1.0,10.0,LAC 20,7.0,49.0,Isaiah Spiller left end for 5 yards (tackle by Jakorian Bennett),0.28,0.41,15.0,2023,209
3.0,2:55,2.0,5.0,LAC 25,7.0,49.0,Easton Stick pass complete short left to Gerald Everett for 4 yards (tackle by Jakorian Bennett and Divine Deablo),0.41,0.23,15.0,2023,209
3.0,2:20,3.0,1.0,LAC 29,7.0,49.0,Easton Stick up the middle for 2 yards (tackle by Bilal Nichols),0.23,1.0,15.0,2023,209
3.0,1:44,1.0,10.0,LAC 31,7.0,49.0,Easton Stick pass complete short right to Austin Ekeler for 12 yards (tackle by Bilal Nichols),1.0,1.8,15.0,2023,209
3.0,1:05,1.0,10.0,LAC 43,7.0,49.0,Easton Stick pass incomplete deep right intended for Quentin Johnston,1.8,1.25,15.0,2023,209
3.0,0:58,2.0,10.0,LAC 43,7.0,49.0,Easton Stick pass complete short right to Joshua Kelley for 6 yards (tackle by Divine Deablo),1.25,1.35,15.0,2023,209
3.0,0:34,3.0,4.0,LAC 49,7.0,49.0,Easton Stick pass complete short middle to Jalen Guyton for 5 yards (tackle by Robert Spillane),1.35,2.52,15.0,2023,209
3.0,0:12,1.0,10.0,LVR 46,7.0,55.0,"Easton Stick sacked by Malcolm Koonce for -10 yards. Easton Stick fumbles (forced by Malcolm Koonce), recovered by John Jenkins at LAC-44 and returned for 44 yards, touchdown",2.52,-7.0,15.0,2023,209
3.0,0:00,,,LAC 15,7.0,56.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
4.0,15:00,,,LVR 35,7.0,56.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
4.0,15:00,1.0,10.0,LAC 25,7.0,56.0,Isaiah Spiller left tackle for -3 yards (tackle by Adam Butler),0.61,-0.34,15.0,2023,209
4.0,14:35,2.0,13.0,LAC 22,7.0,62.0,"Easton Stick pass short right intended for Austin Ekeler is intercepted by Jack Jones at LAC-16 and returned for 16 yards, touchdown",-0.34,-7.0,15.0,2023,209
4.0,14:31,,,LAC 15,7.0,63.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2023,209
4.0,14:31,,,LVR 35,7.0,63.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
4.0,14:31,1.0,10.0,LAC 25,7.0,63.0,Isaiah Spiller right guard for 1 yard (tackle by Tyler Hall and Janarius Robinson),0.61,0.2,15.0,2023,209
4.0,14:07,,,,,,Timeout #1 by Las Vegas Raiders,,,15.0,2023,209
4.0,14:07,2.0,9.0,LAC 26,7.0,63.0,Isaiah Spiller up the middle for 5 yards (tackle by Adam Butler and Jakorian Bennett),0.2,0.17,15.0,2023,209
4.0,13:33,3.0,4.0,LAC 31,7.0,63.0,Easton Stick pass complete short middle to Stone Smartt for 5 yards (tackle by Jakorian Bennett),0.17,1.33,15.0,2023,209
4.0,12:56,1.0,10.0,LAC 36,7.0,63.0,Joshua Kelley up the middle for 1 yard (tackle by Janarius Robinson),1.33,0.93,15.0,2023,209
4.0,12:15,2.0,9.0,LAC 37,7.0,63.0,Isaiah Spiller left guard for 4 yards (tackle by Curtis Bolton),0.93,0.76,15.0,2023,209
4.0,11:33,3.0,5.0,LAC 41,7.0,63.0,Easton Stick scrambles right tackle for 9 yards (tackle by Luke Masterson),0.76,2.26,15.0,2023,209
4.0,10:48,1.0,10.0,LAC 50,7.0,63.0,Easton Stick pass incomplete short left intended for Derius Davis,2.26,1.71,15.0,2023,209
4.0,10:43,2.0,10.0,LAC 50,7.0,63.0,Easton Stick pass complete short left to Austin Ekeler for 12 yards (tackle by Isaiah Pola-Mao),1.71,3.05,15.0,2023,209
4.0,10:05,1.0,10.0,LVR 38,7.0,63.0,Isaiah Spiller up the middle for no gain (tackle by Janarius Robinson),3.05,2.51,15.0,2023,209
4.0,9:25,2.0,10.0,LVR 38,7.0,63.0,Easton Stick pass complete deep left to Josh Palmer for 25 yards (tackle by Tyler Hall),2.51,4.71,15.0,2023,209
4.0,8:43,1.0,10.0,LVR 13,13.0,63.0,"Easton Stick pass complete short left to Alex Erickson for 13 yards, touchdown",4.71,7.0,15.0,2023,209
4.0,8:39,,,LVR 15,14.0,63.0,Cameron Dicker kicks extra point good,0.0,0.0,15.0,2023,209
4.0,8:39,,,LAC 35,14.0,63.0,"Cameron Dicker kicks off 67 yards, returned by DeAndre Carter for 25 yards (tackle by Blake Lynch and Dean Marlowe)",0.0,0.48,15.0,2023,209
4.0,8:34,1.0,10.0,LVR 23,14.0,63.0,Aidan O'Connell pass complete short left to Davante Adams for 7 yards (tackle by Michael Davis),0.48,0.88,15.0,2023,209
4.0,7:58,2.0,3.0,LVR 30,14.0,63.0,Aidan O'Connell pass incomplete short left intended for Hunter Renfrow (defended by Derwin James),0.88,0.17,15.0,2023,209
4.0,7:50,3.0,3.0,LVR 30,14.0,63.0,Ameer Abdullah right tackle for 2 yards (tackle by Justin Hollins),0.17,-1.24,15.0,2023,209
4.0,7:10,4.0,1.0,LVR 32,14.0,63.0,"AJ Cole punts 51 yards, returned by Derius Davis for 38 yards, touchdown. Penalty on Stone Smartt: Offensive Holding, 10 yards (accepted)",-1.24,-1.93,15.0,2023,209
4.0,6:53,1.0,10.0,LAC 45,14.0,63.0,Easton Stick pass incomplete short left,1.93,1.38,15.0,2023,209
4.0,6:50,2.0,10.0,LAC 45,14.0,63.0,Isaiah Spiller right tackle for 5 yards (tackle by Isaiah Pola-Mao),1.38,1.36,15.0,2023,209
4.0,6:13,3.0,5.0,LAC 50,14.0,63.0,Easton Stick pass complete short left to Josh Palmer for 7 yards (tackle by Tyler Hall),1.36,2.72,15.0,2023,209
4.0,5:32,1.0,10.0,LVR 43,14.0,63.0,Joshua Kelley up the middle for 6 yards (tackle by Amari Burney),2.72,2.99,15.0,2023,209
4.0,4:58,2.0,4.0,LVR 37,14.0,63.0,Joshua Kelley left tackle for 11 yards (tackle by Jack Jones),2.99,3.84,15.0,2023,209
4.0,4:53,1.0,10.0,LVR 26,14.0,63.0,Easton Stick pass complete short left to Gerald Everett for 2 yards (tackle by Isaiah Pola-Mao),3.84,3.57,15.0,2023,209
4.0,4:10,2.0,8.0,LVR 24,14.0,63.0,"Penalty on Janarius Robinson: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.57,4.27,15.0,2023,209
4.0,4:10,2.0,3.0,LVR 19,14.0,63.0,Isaiah Spiller left end for 6 yards (tackle by Amari Burney),4.27,4.71,15.0,2023,209
