Quarter,Time,Down,ToGo,Location,WAS,LAR,Detail,EPB,EPA,week,year,game_id
3.0,9:13,1.0,10.0,LAR 48,0.0,20.0,Sam Howell pass complete short right to Terry McLaurin for 7 yards,2.39,2.79,15.0,2023,221
3.0,8:47,2.0,3.0,LAR 41,0.0,20.0,Chris Rodriguez right tackle for no gain (tackle by Bobby Brown),2.79,2.08,15.0,2023,221
3.0,8:06,3.0,3.0,LAR 41,0.0,20.0,Sam Howell pass incomplete short middle intended for Logan Thomas (defended by Ernest Jones),2.08,0.53,15.0,2023,221
3.0,8:01,4.0,3.0,LAR 41,0.0,20.0,Sam Howell pass complete short right to Terry McLaurin for 17 yards (tackle by Christian Rozeboom),0.53,3.97,15.0,2023,221
3.0,7:20,1.0,10.0,LAR 24,0.0,20.0,Sam Howell pass incomplete deep left intended for Dyami Brown,3.97,3.43,15.0,2023,221
3.0,7:13,2.0,10.0,LAR 24,0.0,20.0,Chris Rodriguez up the middle for 5 yards (tackle by Larrell Murchison and Jordan Fuller),3.43,3.41,15.0,2023,221
3.0,6:30,3.0,5.0,LAR 19,6.0,20.0,"Sam Howell pass complete deep left to Curtis Samuel for 19 yards, touchdown",3.41,7.0,15.0,2023,221
3.0,6:25,,,LAR 15,7.0,20.0,Joey Slye kicks extra point good,0.0,0.0,15.0,2023,221
3.0,6:25,,,WAS 35,7.0,20.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,221
3.0,6:25,1.0,10.0,LAR 25,7.0,20.0,Matthew Stafford pass complete short right to Kyren Williams for 2 yards (tackle by Khaleke Hudson),0.61,0.33,15.0,2023,221
3.0,5:43,2.0,8.0,LAR 27,7.0,20.0,Matthew Stafford pass complete short left to Cooper Kupp for 7 yards (tackle by Percy Butler and Cody Barton),0.33,0.56,15.0,2023,221
3.0,5:00,3.0,1.0,LAR 34,7.0,20.0,Kyren Williams up the middle for 3 yards (tackle by Khaleke Hudson and Cody Barton),0.56,1.4,15.0,2023,221
3.0,4:21,1.0,10.0,LAR 37,7.0,20.0,Matthew Stafford pass complete short left to Davis Allen for 14 yards (tackle by Quan Martin),1.4,2.32,15.0,2023,221
3.0,3:38,1.0,10.0,WAS 49,7.0,20.0,Kyren Williams right end for 4 yards (tackle by Cody Barton and Percy Butler),2.32,2.32,15.0,2023,221
3.0,2:51,2.0,6.0,WAS 45,7.0,20.0,Kyren Williams right tackle for 3 yards (tackle by Casey Toohill),2.32,2.02,15.0,2023,221
3.0,2:11,3.0,3.0,WAS 42,7.0,20.0,Matthew Stafford pass incomplete short right intended for Puka Nacua (defended by Benjamin St-Juste),2.02,0.46,15.0,2023,221
3.0,2:07,4.0,3.0,WAS 42,7.0,20.0,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",0.46,0.13,15.0,2023,221
3.0,2:07,4.0,8.0,WAS 47,7.0,20.0,Ethan Evans punts 38 yards downed by Ben Skowronek,0.13,0.38,15.0,2023,221
3.0,1:58,1.0,10.0,WAS 9,7.0,20.0,Sam Howell scrambles left end for 3 yards (tackle by Bobby Brown and Byron Young),-0.38,-0.56,15.0,2023,221
3.0,1:18,2.0,7.0,WAS 12,7.0,20.0,Chris Rodriguez left tackle for 1 yard (tackle by Kobie Turner and Ernest Jones),-0.56,-0.95,15.0,2023,221
3.0,0:32,3.0,6.0,WAS 13,7.0,20.0,Sam Howell pass incomplete deep left intended for Terry McLaurin (defended by Ahkello Witherspoon),-0.95,-2.49,15.0,2023,221
3.0,0:25,4.0,6.0,WAS 13,7.0,20.0,Tress Way punts 38 yards downed by Dyami Brown,-2.49,-2.19,15.0,2023,221
3.0,0:16,1.0,10.0,LAR 49,7.0,20.0,Matthew Stafford pass complete short right to Puka Nacua for 9 yards (tackle by Kendall Fuller),2.19,2.86,15.0,2023,221
4.0,15:00,2.0,1.0,WAS 42,7.0,20.0,Matthew Stafford pass complete short middle to Puka Nacua for 18 yards (tackle by Cody Barton and Kamren Curl),2.86,3.97,15.0,2023,221
4.0,14:20,1.0,10.0,WAS 24,7.0,20.0,Puka Nacua left end for 1 yard (tackle by Percy Butler),3.97,3.57,15.0,2023,221
4.0,13:36,,,,,,Timeout #1 by Los Angeles Rams,,,15.0,2023,221
4.0,13:36,2.0,9.0,WAS 23,7.0,20.0,Matthew Stafford pass incomplete deep left intended for Kyren Williams,3.57,2.87,15.0,2023,221
4.0,13:31,3.0,9.0,WAS 23,7.0,26.0,"Matthew Stafford pass complete deep right to Demarcus Robinson for 23 yards, touchdown",2.87,7.0,15.0,2023,221
4.0,13:25,,,WAS 2,7.0,28.0,"Two Point Attempt: Kyren Williams rushes, conversion succeeds.",1.0,1.0,15.0,2023,221
4.0,13:25,,,LAR 35,7.0,28.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,221
4.0,13:25,1.0,10.0,WAS 25,7.0,28.0,Sam Howell pass short middle (defended by Christian Rozeboom) intended for Terry McLaurin is intercepted by John Johnson at WAS-40 and returned for 2 yards (tackle by Terry McLaurin),0.61,-3.05,15.0,2023,221
4.0,13:12,1.0,10.0,WAS 38,7.0,28.0,Kyren Williams up the middle for 7 yards (tackle by Kendall Fuller and Percy Butler),3.05,3.45,15.0,2023,221
4.0,12:31,2.0,3.0,WAS 31,7.0,28.0,Kyren Williams up the middle for 4 yards (tackle by Jonathan Allen and Jalen Harris),3.45,3.78,15.0,2023,221
4.0,12:22,1.0,10.0,WAS 27,7.0,28.0,"Penalty on Alaric Jackson: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",3.78,2.79,15.0,2023,221
4.0,12:03,1.0,10.0,WAS 42,7.0,28.0,Kyren Williams left tackle for 1 yard (tackle by Quan Martin),2.79,2.38,15.0,2023,221
4.0,11:19,2.0,9.0,WAS 41,7.0,28.0,Kyren Williams up the middle for 12 yards (tackle by Khaleke Hudson and Percy Butler),2.38,3.64,15.0,2023,221
4.0,10:42,1.0,10.0,WAS 29,7.0,28.0,Kyren Williams up the middle for no gain (tackle by Casey Toohill),3.64,3.1,15.0,2023,221
4.0,9:57,2.0,10.0,WAS 29,7.0,28.0,Matthew Stafford pass complete short left to Cooper Kupp for 4 yards (tackle by Quan Martin),3.1,2.94,15.0,2023,221
4.0,9:16,3.0,6.0,WAS 25,7.0,28.0,Matthew Stafford pass incomplete short right intended for Puka Nacua,2.94,1.83,15.0,2023,221
4.0,9:10,4.0,6.0,WAS 25,7.0,28.0,Lucas Havrisik 43 yard field goal no good,1.83,-1.14,15.0,2023,221
4.0,9:05,1.0,10.0,WAS 33,7.0,28.0,"Jacoby Brissett scrambles right tackle for 9 yards (tackle by Christian Rozeboom). Penalty on Keir Thomas: Illegal Use of Hands / Defense, 5 yards (accepted)",1.14,2.06,15.0,2023,221
4.0,8:40,1.0,10.0,WAS 47,7.0,28.0,Jacoby Brissett pass complete short left to Antonio Gibson for 3 yards (tackle by Quentin Lake),2.06,1.92,15.0,2023,221
4.0,8:16,2.0,7.0,LAR 50,7.0,28.0,Jacoby Brissett pass complete short left to Jahan Dotson for 12 yards (tackle by Derion Kendrick),1.92,3.05,15.0,2023,221
4.0,7:43,1.0,10.0,LAR 38,7.0,28.0,Jacoby Brissett pass complete short right to Curtis Samuel for 9 yards (tackle by Quentin Lake),3.05,3.72,15.0,2023,221
4.0,7:24,2.0,1.0,LAR 29,13.0,28.0,"Jacoby Brissett pass complete deep right to Terry McLaurin for 29 yards, touchdown",3.72,7.0,15.0,2023,221
4.0,7:17,,,LAR 15,14.0,28.0,Joey Slye kicks extra point good,0.0,0.0,15.0,2023,221
4.0,7:17,,,WAS 35,14.0,28.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,221
4.0,7:17,1.0,10.0,LAR 25,14.0,28.0,Royce Freeman left tackle for 3 yards (tackle by K.J. Henry),0.61,0.47,15.0,2023,221
4.0,6:38,2.0,7.0,LAR 28,14.0,28.0,Royce Freeman left guard for 3 yards (tackle by K.J. Henry),0.47,0.17,15.0,2023,221
4.0,5:57,3.0,4.0,LAR 31,14.0,28.0,Matthew Stafford sacked by Daron Payne for -8 yards,0.17,-1.83,15.0,2023,221
4.0,5:11,4.0,12.0,LAR 23,14.0,28.0,"Ethan Evans punts 42 yards, fair catch by Jamison Crowder at WAS-35",-1.83,-1.27,15.0,2023,221
4.0,5:03,1.0,10.0,WAS 35,14.0,28.0,Jacoby Brissett pass complete deep right to Terry McLaurin for 16 yards,1.27,2.32,15.0,2023,221
4.0,4:47,1.0,10.0,LAR 49,14.0,28.0,"Jacoby Brissett pass complete deep right to Terry McLaurin for 48 yards (tackle by Derion Kendrick). Penalty on Derion Kendrick: Defensive Holding, 5 yards (declined)",2.32,6.97,15.0,2023,221
4.0,4:47,,,,,,Timeout #2 by Los Angeles Rams,,,15.0,2023,221
4.0,4:47,1.0,1.0,LAR 1,14.0,28.0,Chris Rodriguez up the middle for no gain (tackle by Ernest Jones and Christian Rozeboom),6.97,5.91,15.0,2023,221
4.0,4:06,2.0,1.0,LAR 1,14.0,28.0,Jacoby Brissett up the middle for no gain (tackle by Jonah Williams and Aaron Donald),5.91,5.17,15.0,2023,221
4.0,3:18,3.0,1.0,LAR 1,14.0,28.0,"Jacoby Brissett pass complete short middle to Logan Thomas for no gain, touchdown. Penalty on Logan Thomas: Offensive Pass Interference, 10 yards (accepted) (no play)",5.17,3.12,15.0,2023,221
4.0,3:14,3.0,11.0,LAR 11,14.0,28.0,Jacoby Brissett pass complete short middle to Curtis Samuel for 4 yards (tackle by Christian Rozeboom),3.12,2.97,15.0,2023,221
4.0,2:31,4.0,7.0,LAR 7,14.0,28.0,"Jacoby Brissett pass incomplete short left intended for Terry McLaurin. Penalty on Derion Kendrick: Defensive Pass Interference, 6 yards (accepted) (no play)",2.97,6.97,15.0,2023,221
4.0,2:27,1.0,1.0,LAR 1,14.0,28.0,Chris Rodriguez up the middle for -2 yards (tackle by Ernest Jones),6.97,5.53,15.0,2023,221
4.0,2:00,2.0,3.0,LAR 3,14.0,28.0,Jacoby Brissett pass incomplete short middle intended for Curtis Samuel (defended by Quentin Lake),5.53,4.72,15.0,2023,221
4.0,1:56,3.0,3.0,LAR 3,14.0,28.0,Jacoby Brissett pass incomplete short right,4.72,3.04,15.0,2023,221
4.0,1:50,4.0,3.0,LAR 3,20.0,28.0,"Jacoby Brissett pass complete short middle to Curtis Samuel for 3 yards, touchdown",3.04,7.0,15.0,2023,221
4.0,1:46,,,LAR 15,20.0,28.0,Joey Slye kicks extra point blocked blocked by Cobie Durant,0.0,-1.0,15.0,2023,221
4.0,1:46,,,WAS 35,20.0,28.0,"Joey Slye kicks onside 12 yards, out of bounds",0.0,2.46,15.0,2023,221
4.0,1:46,1.0,10.0,WAS 47,20.0,28.0,Kyren Williams left tackle for 8 yards (tackle by Benjamin St-Juste and K.J. Henry),2.46,2.99,15.0,2023,221
4.0,1:39,,,,,,Timeout #1 by Washington Commanders,,,15.0,2023,221
