Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA,week,year,game_id
1.0,7:48,2.0,18.0,NYG 24,3.0,0.0,Tommy DeVito pass incomplete short middle intended for Darren Waller (defended by Khalen Saunders),-0.55,-1.22,15.0,2023,219
1.0,7:48,3.0,18.0,NYG 24,3.0,0.0,Tommy DeVito pass complete short left to Darius Slayton for 5 yards (tackle by Carl Granderson and Demario Davis),-1.22,-1.44,15.0,2023,219
1.0,7:14,4.0,13.0,NYG 29,3.0,0.0,"Jamie Gillan punts 53 yards, returned by Rashid Shaheed for 14 yards (tackle by Casey Kreiter)",-1.44,-1.07,15.0,2023,219
1.0,7:04,1.0,10.0,NOR 32,3.0,0.0,Alvin Kamara left tackle for 1 yard (tackle by Rakeem Nunez-Roches),1.07,0.66,15.0,2023,219
1.0,6:30,2.0,9.0,NOR 33,3.0,0.0,Derek Carr pass complete short right to Foster Moreau for 4 yards (tackle by Xavier McKinney),0.66,0.5,15.0,2023,219
1.0,5:50,3.0,5.0,NOR 37,3.0,0.0,Derek Carr pass complete short left to Rashid Shaheed for 6 yards (tackle by Cordale Flott),0.5,1.8,15.0,2023,219
1.0,5:09,1.0,10.0,NOR 43,3.0,0.0,Alvin Kamara right tackle for 11 yards (tackle by Kayvon Thibodeaux),1.8,2.52,15.0,2023,219
1.0,4:35,1.0,10.0,NYG 46,3.0,0.0,Taysom Hill right end for 1 yard (tackle by Azeez Ojulari),2.52,2.11,15.0,2023,219
1.0,3:50,2.0,9.0,NYG 45,3.0,0.0,Derek Carr pass complete short left to Juwan Johnson for 15 yards (tackle by Jason Pinnock),2.11,3.58,15.0,2023,219
1.0,3:13,1.0,10.0,NYG 30,3.0,0.0,Alvin Kamara right end for no gain (tackle by A'Shawn Robinson),3.58,3.03,15.0,2023,219
1.0,2:32,,,,,,Timeout #1 by New York Giants,,,15.0,2023,219
1.0,2:32,2.0,10.0,NYG 30,3.0,0.0,Derek Carr pass complete deep middle to Lynn Bowden for 17 yards (tackle by Jason Pinnock),3.03,4.71,15.0,2023,219
1.0,1:54,1.0,10.0,NYG 13,3.0,0.0,Alvin Kamara left guard for 3 yards (tackle by Rakeem Nunez-Roches and Dexter Lawrence),4.71,4.58,15.0,2023,219
1.0,1:14,2.0,7.0,NYG 10,3.0,0.0,Jamaal Williams right guard for 3 yards (tackle by Bobby Okereke and Cordale Flott),4.58,4.33,15.0,2023,219
1.0,0:34,3.0,4.0,NYG 7,3.0,6.0,"Derek Carr pass complete short middle to Keith Kirkwood for 7 yards, touchdown",4.33,7.0,15.0,2023,219
1.0,0:29,,,NYG 15,3.0,7.0,Blake Grupe kicks extra point good,0.0,0.0,15.0,2023,219
1.0,0:29,,,NOR 35,3.0,7.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,219
1.0,0:29,1.0,10.0,NYG 25,3.0,7.0,Saquon Barkley left tackle for -2 yards (tackle by Demario Davis),0.61,-0.21,15.0,2023,219
2.0,15:00,2.0,12.0,NYG 23,3.0,7.0,Tommy DeVito pass incomplete short left intended for Darius Slayton,-0.21,-0.89,15.0,2023,219
2.0,14:55,3.0,12.0,NYG 23,3.0,7.0,Tommy DeVito sacked by Tanoh Kpassagnon for -8 yards,-0.89,-2.44,15.0,2023,219
2.0,14:14,4.0,20.0,NYG 15,3.0,7.0,"Jamie Gillan punts 53 yards, fair catch by Rashid Shaheed at NO-32",-2.44,-1.07,15.0,2023,219
2.0,14:08,1.0,10.0,NOR 32,3.0,7.0,Derek Carr pass complete short right to Alvin Kamara for 9 yards (tackle by Micah McFadden),1.07,1.74,15.0,2023,219
2.0,13:16,2.0,1.0,NOR 41,3.0,7.0,Alvin Kamara left guard for 8 yards (tackle by Adoree' Jackson and Azeez Ojulari),1.74,2.19,15.0,2023,219
2.0,12:32,1.0,10.0,NOR 49,3.0,7.0,Alvin Kamara right guard for 3 yards (tackle by Dexter Lawrence),2.19,2.05,15.0,2023,219
2.0,11:56,2.0,7.0,NYG 48,3.0,7.0,Derek Carr pass complete short left to Jamaal Williams for 2 yards (tackle by Micah McFadden),2.05,1.62,15.0,2023,219
2.0,11:18,3.0,5.0,NYG 46,3.0,7.0,Derek Carr sacked by Jason Pinnock for -9 yards,1.62,-0.39,15.0,2023,219
2.0,10:36,4.0,14.0,NOR 45,3.0,7.0,"Lou Hedley punts 47 yards, returned by Gunner Olszewski for 2 yards (tackle by J.T. Gray)",-0.39,0.38,15.0,2023,219
2.0,10:25,1.0,10.0,NYG 10,3.0,7.0,Tommy DeVito pass incomplete short right intended for Jalin Hyatt,-0.38,-0.78,15.0,2023,219
2.0,10:21,2.0,10.0,NYG 10,3.0,7.0,Tommy DeVito right end for 14 yards (tackle by Paulson Adebo and Alontae Taylor),-0.78,0.54,15.0,2023,219
2.0,9:44,1.0,10.0,NYG 24,3.0,7.0,Tommy DeVito sacked by Carl Granderson for -8 yards,0.54,-1.22,15.0,2023,219
2.0,8:57,2.0,18.0,NYG 16,3.0,7.0,"Tommy DeVito pass complete short left to Saquon Barkley for 6 yards (tackle by Jordan Howden and Demario Davis). Penalty on Wan'Dale Robinson: Offensive Pass Interference, 10 yards (declined)",-1.22,-0.96,15.0,2023,219
2.0,8:31,3.0,12.0,NYG 22,3.0,7.0,Tommy DeVito pass complete short middle to Darren Waller for 29 yards (tackle by Tyrann Mathieu),-0.96,2.32,15.0,2023,219
2.0,7:44,1.0,10.0,NOR 49,3.0,7.0,Tommy DeVito right end for 14 yards (tackle by Tanoh Kpassagnon),2.32,3.25,15.0,2023,219
2.0,7:06,1.0,10.0,NOR 35,3.0,7.0,Tommy DeVito pass complete short left to Wan'Dale Robinson for -1 yards (tackle by Alontae Taylor),3.25,2.57,15.0,2023,219
2.0,6:23,2.0,11.0,NOR 36,3.0,7.0,Tommy DeVito pass incomplete deep left intended for Darius Slayton (defended by Isaac Yiadom),2.57,1.88,15.0,2023,219
2.0,6:17,3.0,11.0,NOR 36,3.0,7.0,Tommy DeVito sacked by Bryan Bresee for -9 yards,1.88,0.27,15.0,2023,219
2.0,5:35,4.0,20.0,NOR 45,3.0,7.0,"Jamie Gillan punts 31 yards, fair catch by Rashid Shaheed at NO-14",0.27,0.28,15.0,2023,219
2.0,5:28,1.0,10.0,NOR 14,3.0,7.0,Jamaal Williams left tackle for 3 yards (tackle by Bobby Okereke),-0.28,-0.37,15.0,2023,219
2.0,4:49,2.0,7.0,NOR 17,3.0,7.0,Derek Carr pass complete short left to Alvin Kamara for 6 yards,-0.37,-0.32,15.0,2023,219
2.0,4:11,3.0,1.0,NOR 23,3.0,7.0,Jamaal Williams right guard for 4 yards (tackle by A'Shawn Robinson),-0.32,0.74,15.0,2023,219
2.0,3:31,1.0,10.0,NOR 27,3.0,7.0,Taysom Hill pass incomplete short right intended for Lynn Bowden,0.74,0.2,15.0,2023,219
2.0,3:24,,,,,,Timeout #1 by New Orleans Saints,,,15.0,2023,219
2.0,3:24,2.0,10.0,NOR 27,3.0,7.0,"Derek Carr pass incomplete short right. Penalty on Derek Carr: Intentional Grounding, 12 yards (accepted)",0.2,-2.54,15.0,2023,219
2.0,3:20,3.0,22.0,NOR 15,3.0,7.0,"Derek Carr pass complete short left to Lynn Bowden for 11 yards (tackle by Jason Pinnock and Xavier McKinney). Penalty on Juwan Johnson: Offensive Holding, 10 yards (declined)",-2.54,-1.63,15.0,2023,219
2.0,3:05,4.0,11.0,NOR 26,3.0,7.0,"Lou Hedley punts 47 yards, returned by Gunner Olszewski for 13 yards (tackle by Adam Prentice)",-1.63,-1.6,15.0,2023,219
2.0,2:55,1.0,10.0,NYG 40,3.0,7.0,Tommy DeVito pass incomplete short left intended for Jalin Hyatt (defended by Isaac Yiadom),1.6,1.05,15.0,2023,219
2.0,2:45,2.0,10.0,NYG 40,3.0,7.0,"Tommy DeVito pass incomplete short right. Penalty on Tommy DeVito: Intentional Grounding, 12 yards (accepted)",1.05,-1.22,15.0,2023,219
2.0,2:45,3.0,22.0,NYG 28,3.0,7.0,Tommy DeVito pass complete short right to Daniel Bellinger for 5 yards (tackle by Alontae Taylor),-1.22,-1.18,15.0,2023,219
2.0,2:37,4.0,17.0,NYG 33,3.0,7.0,"Penalty on Alontae Taylor: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-1.18,2.13,15.0,2023,219
2.0,2:21,1.0,10.0,NYG 48,3.0,7.0,Saquon Barkley right end for 3 yards (tackle by Demario Davis),2.13,1.99,15.0,2023,219
2.0,2:00,2.0,7.0,NOR 49,3.0,7.0,Saquon Barkley left guard for 2 yards (tackle by Pete Werner),1.99,1.55,15.0,2023,219
2.0,1:25,,,,,,Timeout #2 by New Orleans Saints,,,15.0,2023,219
2.0,1:25,3.0,5.0,NOR 47,3.0,7.0,Tommy DeVito pass complete short left to Matt Breida for 3 yards (tackle by Isaac Yiadom),1.55,0.33,15.0,2023,219
2.0,1:19,,,,,,Timeout #3 by New Orleans Saints,,,15.0,2023,219
2.0,1:19,,,,,,Timeout #2 by New York Giants,,,15.0,2023,219
2.0,1:19,4.0,2.0,NOR 44,3.0,7.0,Saquon Barkley left tackle for 4 yards (tackle by Khalen Saunders),0.33,2.92,15.0,2023,219
2.0,0:57,1.0,10.0,NOR 40,3.0,7.0,Tommy DeVito scrambles left end for 6 yards (tackle by Isaac Yiadom),2.92,3.18,15.0,2023,219
2.0,0:40,2.0,4.0,NOR 34,3.0,7.0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 5 yards (tackle by Pete Werner and Bryan Bresee),3.18,3.64,15.0,2023,219
2.0,0:32,,,,,,Timeout #3 by New York Giants,,,15.0,2023,219
2.0,0:32,1.0,10.0,NOR 29,3.0,7.0,Tyrod Taylor pass incomplete short right intended for Matt Breida,3.64,3.1,15.0,2023,219
2.0,0:28,2.0,10.0,NOR 29,3.0,7.0,Tyrod Taylor pass complete short middle to Matt Breida for 8 yards (tackle by Zack Baun),3.1,3.47,15.0,2023,219
2.0,0:06,3.0,2.0,NOR 21,3.0,7.0,Tyrod Taylor spiked the ball,3.47,2.18,15.0,2023,219
2.0,0:05,4.0,2.0,NOR 21,6.0,7.0,Jamie Gillan 40 yard field goal good,2.18,3.0,15.0,2023,219
3.0,15:00,,,NYG 35,6.0,7.0,"Jamie Gillan kicks off 51 yards, returned by Taysom Hill for 18 yards (tackle by Isaiah Simmons)",0.0,1.07,15.0,2023,219
3.0,14:56,1.0,10.0,NOR 32,6.0,7.0,Derek Carr pass incomplete short middle intended for Lynn Bowden,1.07,0.53,15.0,2023,219
3.0,14:51,2.0,10.0,NOR 32,6.0,7.0,"Alvin Kamara right guard for no gain (tackle by A'Shawn Robinson). Penalty on Andrus Peat: Offensive Holding, 10 yards (accepted) (no play)",0.53,-0.82,15.0,2023,219
3.0,14:24,2.0,20.0,NOR 22,6.0,7.0,Derek Carr pass complete deep left to Rashid Shaheed for 19 yards (tackle by Deonte Banks),-0.82,1.03,15.0,2023,219
3.0,13:41,3.0,1.0,NOR 41,6.0,7.0,Alvin Kamara up the middle for 2 yards (tackle by Jason Pinnock and Bobby Okereke),1.03,1.8,15.0,2023,219
3.0,13:08,1.0,10.0,NOR 43,6.0,7.0,Derek Carr pass complete short middle to Foster Moreau for 8 yards (tackle by Xavier McKinney),1.8,2.33,15.0,2023,219
3.0,12:28,2.0,2.0,NYG 49,6.0,7.0,Jamaal Williams left tackle for no gain (tackle by A'Shawn Robinson and Rakeem Nunez-Roches),2.33,1.62,15.0,2023,219
3.0,11:45,3.0,2.0,NYG 49,6.0,7.0,"Penalty on James Hurst: False Start, 5 yards (accepted) (no play)",1.62,0.96,15.0,2023,219
3.0,11:23,3.0,7.0,NOR 46,6.0,7.0,"Derek Carr pass incomplete intended for Juwan Johnson. Penalty on Adoree' Jackson: Defensive Holding, 5 yards (accepted) (no play)",0.96,2.32,15.0,2023,219
3.0,11:17,1.0,10.0,NYG 49,6.0,7.0,Alvin Kamara right end for 5 yards (tackle by Adoree' Jackson),2.32,2.46,15.0,2023,219
3.0,10:44,2.0,5.0,NYG 44,6.0,7.0,Alvin Kamara right guard for 2 yards (tackle by A'Shawn Robinson and Micah McFadden),2.46,2.02,15.0,2023,219
3.0,10:12,3.0,3.0,NYG 42,6.0,7.0,Derek Carr pass complete short right to Jimmy Graham for 8 yards (tackle by Adoree' Jackson),2.02,3.31,15.0,2023,219
3.0,9:30,1.0,10.0,NYG 34,6.0,7.0,Derek Carr pass complete short right to Rashid Shaheed for 11 yards (tackle by Deonte Banks),3.31,4.04,15.0,2023,219
3.0,8:44,1.0,10.0,NYG 23,6.0,13.0,"Derek Carr pass complete deep right to Juwan Johnson for 23 yards, touchdown",4.04,7.0,15.0,2023,219
3.0,8:39,,,NYG 15,6.0,14.0,Blake Grupe kicks extra point good,0.0,0.0,15.0,2023,219
3.0,8:39,,,NOR 35,6.0,14.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,219
3.0,8:39,1.0,10.0,NYG 25,6.0,14.0,"Saquon Barkley right tackle for no gain. Penalty on Mark Glowinski: Illegal Formation, 5 yards (accepted) (no play)",0.61,0.28,15.0,2023,219
3.0,8:14,1.0,15.0,NYG 20,6.0,14.0,"Penalty on Justin Pugh: False Start, 5 yards (accepted) (no play)",0.28,-0.41,15.0,2023,219
3.0,7:53,1.0,20.0,NYG 15,6.0,14.0,Matt Breida right end for 3 yards (tackle by Pete Werner and Khalen Saunders),-0.41,-0.98,15.0,2023,219
3.0,7:15,2.0,17.0,NYG 18,6.0,14.0,Saquon Barkley right guard for no gain (tackle by Nathan Shepherd),-0.98,-1.72,15.0,2023,219
3.0,6:39,3.0,17.0,NYG 18,6.0,14.0,Tommy DeVito pass incomplete short right,-1.72,-2.24,15.0,2023,219
3.0,6:30,4.0,17.0,NYG 18,6.0,14.0,"Jamie Gillan punts 49 yards, returned by Rashid Shaheed for 10 yards (tackle by Carter Coughlin)",-2.24,-1.8,15.0,2023,219
3.0,6:20,1.0,10.0,NOR 43,6.0,14.0,Derek Carr pass complete short right to A.T. Perry for 18 yards (tackle by Adoree' Jackson),1.8,2.98,15.0,2023,219
3.0,5:45,1.0,10.0,NYG 39,6.0,14.0,Alvin Kamara right tackle for no gain (tackle by A'Shawn Robinson),2.98,2.44,15.0,2023,219
3.0,5:08,2.0,10.0,NYG 39,6.0,14.0,Derek Carr pass incomplete short left intended for Foster Moreau,2.44,1.75,15.0,2023,219
3.0,5:03,3.0,10.0,NYG 39,6.0,14.0,Derek Carr pass complete short left to Alvin Kamara for 7 yards (tackle by Dane Belton and Isaiah Simmons),1.75,1.29,15.0,2023,219
3.0,4:22,4.0,3.0,NYG 32,6.0,17.0,Blake Grupe 50 yard field goal good,1.29,3.0,15.0,2023,219
3.0,4:17,,,NOR 35,6.0,17.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,219
3.0,4:17,1.0,10.0,NYG 25,6.0,17.0,Tommy DeVito pass incomplete short right intended for Darius Slayton,0.61,0.06,15.0,2023,219
3.0,4:11,2.0,10.0,NYG 25,6.0,17.0,Saquon Barkley right guard for 3 yards (tackle by Nathan Shepherd and Tanoh Kpassagnon),0.06,-0.23,15.0,2023,219
3.0,3:35,3.0,7.0,NYG 28,6.0,17.0,Tommy DeVito sacked by Tanoh Kpassagnon for -4 yards,-0.23,-1.77,15.0,2023,219
3.0,3:00,4.0,11.0,NYG 24,6.0,17.0,"Jamie Gillan punts 52 yards, returned by Rashid Shaheed for 11 yards (tackle by Carter Coughlin and Daniel Bellinger)",-1.77,-1.27,15.0,2023,219
3.0,2:49,1.0,10.0,NOR 35,6.0,17.0,Alvin Kamara left tackle for 15 yards (tackle by Jason Pinnock),1.27,2.26,15.0,2023,219
3.0,2:10,1.0,10.0,NOR 50,6.0,17.0,Jamaal Williams right guard for no gain (tackle by A'Shawn Robinson),2.26,1.71,15.0,2023,219
3.0,1:31,2.0,10.0,NYG 50,6.0,17.0,Derek Carr pass complete short left to Alvin Kamara for 17 yards (tackle by Xavier McKinney),1.71,3.38,15.0,2023,219
3.0,0:54,1.0,10.0,NYG 33,6.0,17.0,"Alvin Kamara for no gain. Penalty on Andrus Peat: Offensive Holding, 10 yards (accepted) (no play)",3.38,2.72,15.0,2023,219
3.0,0:27,1.0,20.0,NYG 43,6.0,17.0,Derek Carr pass complete short middle to Alvin Kamara for 5 yards (tackle by Micah McFadden),2.72,2.16,15.0,2023,219
4.0,15:00,2.0,15.0,NYG 38,6.0,17.0,Alvin Kamara left end for -1 yards (tackle by Micah McFadden),2.16,1.35,15.0,2023,219
4.0,14:24,3.0,16.0,NYG 39,6.0,17.0,Derek Carr pass complete short right to A.T. Perry for 16 yards (tackle by Adoree' Jackson and Isaiah Simmons),1.35,4.04,15.0,2023,219
4.0,13:39,1.0,10.0,NYG 23,6.0,17.0,Alvin Kamara left tackle for 8 yards (tackle by Deonte Banks),4.04,4.75,15.0,2023,219
4.0,13:07,2.0,2.0,NYG 15,6.0,17.0,Alvin Kamara left tackle for 7 yards (tackle by Micah McFadden),4.75,5.37,15.0,2023,219
4.0,12:24,1.0,8.0,NYG 8,6.0,17.0,Alvin Kamara left tackle for 1 yard (tackle by A'Shawn Robinson),5.37,4.76,15.0,2023,219
4.0,11:43,2.0,7.0,NYG 7,6.0,17.0,Derek Carr pass complete short right to Foster Moreau for 1 yard (tackle by Jason Pinnock),4.76,4.04,15.0,2023,219
4.0,11:01,3.0,6.0,NYG 6,6.0,17.0,"Derek Carr pass incomplete short left intended for A.T. Perry. Penalty on Jason Pinnock: Defensive Pass Interference, 5 yards (accepted) (no play)",4.04,6.97,15.0,2023,219
4.0,10:51,1.0,1.0,NYG 1,6.0,23.0,"Derek Carr pass complete short right to Jimmy Graham for 1 yard, touchdown",6.97,7.0,15.0,2023,219
4.0,10:47,,,NYG 15,6.0,24.0,Blake Grupe kicks extra point good,0.0,0.0,15.0,2023,219
4.0,10:47,,,NOR 35,6.0,24.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,219
4.0,10:47,1.0,10.0,NYG 25,6.0,24.0,Tommy DeVito pass complete short middle to Wan'Dale Robinson for 13 yards (tackle by Pete Werner),0.61,1.47,15.0,2023,219
4.0,10:18,1.0,10.0,NYG 38,6.0,24.0,Matt Breida right guard for 5 yards (tackle by Demario Davis),1.47,1.6,15.0,2023,219
4.0,9:57,2.0,5.0,NYG 43,6.0,24.0,Tommy DeVito pass incomplete deep right intended for Darren Waller,1.6,0.89,15.0,2023,219
4.0,9:56,3.0,5.0,NYG 43,6.0,24.0,Saquon Barkley left tackle for 3 yards (tackle by Tanoh Kpassagnon and Carl Granderson),0.89,-0.32,15.0,2023,219
4.0,9:14,4.0,2.0,NYG 46,6.0,24.0,Tommy DeVito pass complete short left to Wan'Dale Robinson for 8 yards (tackle by Paulson Adebo),-0.32,2.52,15.0,2023,219
4.0,8:41,1.0,10.0,NOR 46,6.0,24.0,Tommy DeVito sacked by Tanoh Kpassagnon for -8 yards,2.52,0.9,15.0,2023,219
4.0,8:07,2.0,18.0,NYG 46,6.0,24.0,Tommy DeVito pass complete short right to Darren Waller for 4 yards (tackle by Alontae Taylor),0.9,0.76,15.0,2023,219
4.0,7:34,3.0,14.0,NOR 50,6.0,24.0,Tommy DeVito pass complete short middle to Darren Waller for 6 yards (tackle by Jordan Howden),0.76,0.33,15.0,2023,219
4.0,6:53,4.0,8.0,NOR 44,6.0,24.0,Tommy DeVito pass incomplete short right intended for Jalin Hyatt,0.33,-1.93,15.0,2023,219
4.0,6:48,1.0,10.0,NOR 45,6.0,24.0,Jamaal Williams right guard for 8 yards (tackle by Jordon Riley),1.93,2.46,15.0,2023,219
4.0,6:05,2.0,2.0,NYG 47,6.0,24.0,Jamaal Williams right guard for 4 yards (tackle by Jordon Riley and Rakeem Nunez-Roches),2.46,2.72,15.0,2023,219
4.0,5:30,1.0,10.0,NYG 43,6.0,24.0,Jamaal Williams right guard for 2 yards (tackle by A'Shawn Robinson),2.72,2.45,15.0,2023,219
4.0,5:23,,,,,,Timeout #1 by New York Giants,,,15.0,2023,219
4.0,5:23,2.0,8.0,NYG 41,6.0,24.0,Derek Carr pass incomplete deep left intended for Rashid Shaheed,2.45,1.75,15.0,2023,219
4.0,5:18,3.0,8.0,NYG 41,6.0,24.0,Alvin Kamara left end for 1 yard (tackle by Jason Pinnock),1.75,0.59,15.0,2023,219
4.0,5:12,,,,,,Timeout #2 by New York Giants,,,15.0,2023,219
4.0,5:12,4.0,7.0,NYG 40,6.0,24.0,Lou Hedley punts 32 yards downed by Ty Summers,0.59,0.38,15.0,2023,219
4.0,5:03,1.0,10.0,NYG 8,6.0,24.0,Tommy DeVito pass complete short right to Eric Gray for 3 yards (tackle by Jordan Howden),-0.38,-0.56,15.0,2023,219
4.0,4:37,2.0,7.0,NYG 11,6.0,24.0,Tommy DeVito pass complete short middle to Darius Slayton for 6 yards (tackle by Jordan Howden),-0.56,-0.37,15.0,2023,219
4.0,4:09,3.0,1.0,NYG 17,6.0,24.0,Tommy DeVito pass complete short left to Darius Slayton for 19 yards (tackle by Lonnie Johnson),-0.37,1.33,15.0,2023,219
4.0,4:03,1.0,10.0,NYG 36,6.0,24.0,Tommy DeVito pass incomplete deep left intended for Isaiah Hodgins (defended by Isaac Yiadom),1.33,0.79,15.0,2023,219
4.0,3:59,2.0,10.0,NYG 36,6.0,24.0,Tommy DeVito pass complete short left to Eric Gray for no gain (tackle by Tyrann Mathieu),0.79,0.1,15.0,2023,219
4.0,3:54,3.0,10.0,NYG 36,6.0,24.0,Tommy DeVito pass incomplete short right,0.1,-0.98,15.0,2023,219
4.0,3:48,4.0,10.0,NYG 36,6.0,24.0,Tommy DeVito pass complete deep right to Darius Slayton for 33 yards (tackle by Demario Davis),-0.98,3.51,15.0,2023,219
4.0,3:29,1.0,10.0,NOR 31,6.0,24.0,Tommy DeVito pass complete short left to Eric Gray for 3 yards (tackle by Isaac Yiadom and Alontae Taylor),3.51,3.37,15.0,2023,219
4.0,3:16,2.0,7.0,NOR 28,6.0,24.0,Tommy DeVito sacked by Bryan Bresee for -12 yards,3.37,1.09,15.0,2023,219
4.0,2:40,3.0,19.0,NOR 40,6.0,24.0,Tommy DeVito pass complete short middle to Lawrence Cager for 9 yards (tackle by Demario Davis),1.09,1.32,15.0,2023,219
4.0,2:04,4.0,10.0,NOR 31,6.0,24.0,Tommy DeVito pass incomplete short left intended for Eric Gray,1.32,-1.07,15.0,2023,219
4.0,1:56,1.0,10.0,NOR 32,6.0,24.0,Derek Carr kneels for -1 yards,1.07,0.39,15.0,2023,219
4.0,1:14,2.0,11.0,NOR 31,6.0,24.0,Derek Carr kneels for -1 yards,0.39,-0.43,15.0,2023,219
4.0,0:37,3.0,12.0,NOR 30,6.0,24.0,Derek Carr kneels for -2 yards,-0.43,-1.5,15.0,2023,219
