Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA,week,year,game_id
1.0,5:14,1.0,10.0,CAR 37,0.0,0.0,Bryce Young pass complete short left to Jonathan Mingo for 6 yards (tackle by Arnold Ebiketie),1.4,1.67,15.0,2023,213
1.0,4:39,2.0,4.0,CAR 43,0.0,0.0,Bryce Young pass incomplete deep right intended for DJ Chark,1.67,0.96,15.0,2023,213
1.0,4:32,3.0,4.0,CAR 43,0.0,0.0,Bryce Young pass incomplete deep right intended for Adam Thielen,0.96,-0.52,15.0,2023,213
1.0,4:26,4.0,4.0,CAR 43,0.0,0.0,Johnny Hekker punts 53 yards downed by Sam Franklin,-0.52,0.38,15.0,2023,213
1.0,4:17,1.0,10.0,ATL 4,0.0,0.0,Tyler Allgeier left guard for 8 yards (tackle by Chris Wormley),-0.38,-0.2,15.0,2023,213
1.0,3:46,2.0,2.0,ATL 12,0.0,0.0,Tyler Allgeier left tackle for 1 yard (tackle by Yetur Gross-Matos),-0.2,-0.37,15.0,2023,213
1.0,3:11,3.0,1.0,ATL 13,0.0,0.0,Tyler Allgeier up the middle for 4 yards (tackle by Frankie Luvu),-0.37,-0.06,15.0,2023,213
1.0,2:36,1.0,10.0,ATL 17,0.0,0.0,Cordarrelle Patterson up the middle for -5 yards (tackle by Jaycee Horn and Chris Wormley),-0.06,-1.15,15.0,2023,213
1.0,1:55,2.0,15.0,ATL 12,0.0,0.0,Desmond Ridder pass complete short right to Tyler Allgeier for 6 yards (tackle by Troy Hill),-1.15,-1.13,15.0,2023,213
1.0,1:15,3.0,9.0,ATL 18,0.0,0.0,Desmond Ridder pass incomplete short right,-1.13,-2.24,15.0,2023,213
1.0,1:09,4.0,9.0,ATL 18,0.0,0.0,"Bradley Pinion punts 47 yards, fair catch by Ihmir Smith-Marsette at CAR-35",-2.24,-1.27,15.0,2023,213
1.0,1:01,1.0,10.0,CAR 35,0.0,0.0,Miles Sanders right end for -4 yards (tackle by Kaden Elliss and Arnold Ebiketie),1.27,0.18,15.0,2023,213
1.0,0:16,2.0,14.0,CAR 31,0.0,0.0,Bryce Young pass incomplete short left,0.18,-0.49,15.0,2023,213
1.0,0:08,3.0,14.0,CAR 31,0.0,0.0,Bryce Young pass complete short left to Jonathan Mingo for 1 yard (tackle by AJ Terrell and Richie Grant),-0.49,-1.24,15.0,2023,213
1.0,0:03,,,,,,Timeout #1 by Carolina Panthers,,,15.0,2023,213
1.0,0:03,4.0,14.0,CAR 32,0.0,0.0,"Johnny Hekker punts 52 yards, returned by DeAundre Alford for 1 yard (tackle by Sam Franklin)",-1.24,0.06,15.0,2023,213
2.0,15:00,1.0,10.0,ATL 17,0.0,0.0,"Desmond Ridder aborted snap, recovered by Keith Smith at ATL-14 and returned for 1 yard Keith Smith for no gain (tackle by Brian Burns)",-0.06,-0.42,15.0,2023,213
2.0,14:26,2.0,9.0,ATL 18,0.0,0.0,Tyler Allgeier left guard for 6 yards (tackle by Yetur Gross-Matos and Derrick Brown),-0.42,-0.37,15.0,2023,213
2.0,13:55,3.0,3.0,ATL 24,0.0,0.0,Tyler Allgeier up the middle for -2 yards (tackle by Nick Thurman and Derrick Brown),-0.37,-1.96,15.0,2023,213
2.0,13:10,4.0,5.0,ATL 21,0.0,0.0,"Penalty on Micah Abernathy: False Start, 5 yards (accepted) (no play)",-1.96,-2.39,15.0,2023,213
2.0,13:02,4.0,10.0,ATL 16,0.0,0.0,"Bradley Pinion punts 52 yards, fair catch by Ihmir Smith-Marsette at CAR-31",-2.39,-1.0,15.0,2023,213
2.0,12:54,1.0,10.0,CAR 31,0.0,0.0,Chuba Hubbard right guard for -1 yards (tackle by Nathan Landman and DeMarcco Hellams),1.0,0.32,15.0,2023,213
2.0,12:12,2.0,11.0,CAR 30,0.0,0.0,Bryce Young pass complete short left to Chuba Hubbard for 6 yards (tackle by DeMarcco Hellams),0.32,0.43,15.0,2023,213
2.0,11:28,3.0,5.0,CAR 36,0.0,0.0,"Penalty on Cade Mays: False Start, 5 yards (accepted) (no play)",0.43,-0.23,15.0,2023,213
2.0,11:12,3.0,10.0,CAR 31,0.0,0.0,Bryce Young sacked by Calais Campbell for -1 yards,-0.23,-1.37,15.0,2023,213
2.0,10:35,4.0,11.0,CAR 30,0.0,0.0,"Johnny Hekker punts 36 yards, returned by DeAundre Alford for 8 yards (tackle by Kamu Grugier-Hill)",-1.37,-1.73,15.0,2023,213
2.0,10:24,1.0,10.0,ATL 42,0.0,0.0,Desmond Ridder pass complete short right to Bijan Robinson for 3 yards (tackle by Jaycee Horn),1.73,1.59,15.0,2023,213
2.0,9:47,2.0,7.0,ATL 45,0.0,0.0,Desmond Ridder pass complete short right to KhaDarel Hodge for 10 yards (tackle by Jaycee Horn),1.59,2.59,15.0,2023,213
2.0,9:21,1.0,10.0,CAR 45,0.0,0.0,Desmond Ridder pass incomplete short right intended for Bijan Robinson,2.59,2.04,15.0,2023,213
2.0,9:16,2.0,10.0,CAR 45,0.0,0.0,Cordarrelle Patterson right guard for 3 yards (tackle by LaBryan Ray and Derrick Brown),2.04,1.75,15.0,2023,213
2.0,8:41,3.0,7.0,CAR 42,0.0,0.0,"Desmond Ridder pass incomplete deep right intended for Van Jefferson. Penalty on Van Jefferson: Illegal Motion, 5 yards (declined)",1.75,0.46,15.0,2023,213
2.0,8:35,4.0,7.0,CAR 42,0.0,0.0,"Bradley Pinion punts 34 yards, recovered by Ihmir Smith-Marsette at CAR-8",0.46,0.38,15.0,2023,213
2.0,8:26,1.0,10.0,CAR 8,0.0,0.0,Chuba Hubbard up the middle for 2 yards (tackle by Travis Bell),-0.38,-0.63,15.0,2023,213
2.0,7:42,2.0,8.0,CAR 10,0.0,0.0,Chuba Hubbard left end for 2 yards (tackle by Calais Campbell and DeMarcco Hellams),-0.63,-0.95,15.0,2023,213
2.0,7:02,3.0,6.0,CAR 12,0.0,0.0,Bryce Young pass complete short left to Jonathan Mingo for 5 yards (tackle by DeMarcco Hellams),-0.95,-2.32,15.0,2023,213
2.0,6:18,4.0,1.0,CAR 17,0.0,0.0,Johnny Hekker punts 46 yards,-2.32,-1.4,15.0,2023,213
2.0,6:06,1.0,10.0,ATL 37,0.0,0.0,Desmond Ridder pass complete deep right to Jonnu Smith for 56 yards (tackle by Vonn Bell),1.4,5.93,15.0,2023,213
2.0,5:28,1.0,5.0,CAR 7,0.0,0.0,Bijan Robinson left end for 5 yards (tackle by Jeremy Chinn),5.93,5.72,15.0,2023,213
2.0,4:52,2.0,2.0,CAR 2,6.0,0.0,"Desmond Ridder pass complete short middle to Cordarrelle Patterson for 2 yards, touchdown",5.72,7.0,15.0,2023,213
2.0,4:49,,,CAR 15,7.0,0.0,Younghoe Koo kicks extra point good,0.0,0.0,15.0,2023,213
2.0,4:49,,,ATL 35,7.0,0.0,"Younghoe Koo kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,213
2.0,4:49,1.0,10.0,CAR 25,7.0,0.0,Ihmir Smith-Marsette right end for 15 yards (tackle by Kaden Elliss),0.61,1.6,15.0,2023,213
2.0,4:10,1.0,10.0,CAR 40,7.0,0.0,Miles Sanders left guard for 3 yards (tackle by Joe Gaziano),1.6,1.46,15.0,2023,213
2.0,3:32,2.0,7.0,CAR 43,7.0,0.0,Miles Sanders right end for no gain (tackle by Kaden Elliss),1.46,0.76,15.0,2023,213
2.0,2:49,3.0,7.0,CAR 43,7.0,0.0,Bryce Young pass complete short right to Stephen Sullivan for 14 yards (tackle by Clark Phillips),0.76,2.72,15.0,2023,213
2.0,2:05,1.0,10.0,ATL 43,7.0,0.0,"Penalty on Adam Thielen: False Start, 5 yards (accepted) (no play)",2.72,2.39,15.0,2023,213
2.0,2:00,1.0,15.0,ATL 48,7.0,0.0,Chuba Hubbard right guard for -1 yards (tackle by Lorenzo Carter and Albert Huggins),2.39,1.37,15.0,2023,213
2.0,1:21,2.0,16.0,ATL 49,7.0,0.0,Bryce Young pass complete short right to Adam Thielen for 13 yards (tackle by Clark Phillips),1.37,2.41,15.0,2023,213
2.0,1:15,3.0,3.0,ATL 36,7.0,0.0,Bryce Young pass complete short right to Chuba Hubbard for 10 yards,2.41,3.84,15.0,2023,213
2.0,1:06,1.0,10.0,ATL 26,7.0,0.0,Bryce Young pass complete short left to Adam Thielen for 16 yards (tackle by Mike Hughes),3.84,4.91,15.0,2023,213
2.0,0:41,1.0,10.0,ATL 10,7.0,0.0,Bryce Young pass incomplete short left intended for Adam Thielen,4.91,4.19,15.0,2023,213
2.0,0:37,2.0,10.0,ATL 10,7.0,0.0,Miles Sanders up the middle for 1 yard (tackle by DeMarcco Hellams),4.19,3.36,15.0,2023,213
2.0,0:34,,,,,,Timeout #1 by Atlanta Falcons,,,15.0,2023,213
2.0,0:34,3.0,9.0,ATL 9,7.0,0.0,Bryce Young sacked by Zach Harrison for -6 yards,3.36,2.38,15.0,2023,213
2.0,0:26,,,,,,Timeout #2 by Atlanta Falcons,,,15.0,2023,213
2.0,0:26,4.0,16.0,ATL 16,7.0,3.0,Eddy Pineiro 34 yard field goal good,2.38,3.0,15.0,2023,213
2.0,0:22,,,CAR 35,7.0,3.0,"Kamu Grugier-Hill kicks off 53 yards, returned by Scott Miller for 14 yards (tackle by Troy Hill)",0.0,0.67,15.0,2023,213
2.0,0:15,1.0,10.0,ATL 26,7.0,3.0,Desmond Ridder kneels for -1 yards,0.67,-0.01,15.0,2023,213
3.0,15:00,,,ATL 35,7.0,3.0,"Bradley Pinion kicks off 57 yards, out of bounds",0.0,1.6,15.0,2023,213
3.0,15:00,1.0,10.0,CAR 40,7.0,3.0,Chuba Hubbard left end for 21 yards (tackle by Jessie Bates),1.6,2.98,15.0,2023,213
3.0,14:19,1.0,10.0,ATL 39,7.0,3.0,Chuba Hubbard left tackle for -3 yards (tackle by LaCale London and Lorenzo Carter),2.98,1.97,15.0,2023,213
3.0,13:41,2.0,14.0,ATL 42,7.0,3.0,Bryce Young pass complete short middle to Ihmir Smith-Marsette for -7 yards (tackle by Calais Campbell),1.97,0.43,15.0,2023,213
3.0,13:00,3.0,20.0,ATL 49,7.0,3.0,Bryce Young pass complete short right to Tommy Tremble for 13 yards (tackle by Jessie Bates),0.43,0.88,15.0,2023,213
3.0,12:13,4.0,7.0,ATL 36,7.0,3.0,"Bryce Young pass complete short right to Adam Thielen for 6 yards (tackle by Clark Phillips) Replay Assistant challenged the first down ruling, and the play was upheld.",0.88,-0.94,15.0,2023,213
3.0,12:11,1.0,10.0,ATL 30,7.0,3.0,Tyler Allgeier left end for 1 yard (tackle by DeShawn Williams and Yetur Gross-Matos),0.94,0.53,15.0,2023,213
3.0,11:37,2.0,9.0,ATL 31,7.0,3.0,Desmond Ridder pass incomplete deep right intended for Drake London,0.53,-0.16,15.0,2023,213
3.0,11:32,3.0,9.0,ATL 31,7.0,3.0,Desmond Ridder pass complete deep left to Kyle Pitts for 24 yards (tackle by Frankie Luvu),-0.16,2.59,15.0,2023,213
3.0,11:05,1.0,10.0,CAR 45,7.0,3.0,"Ryan Neuzil aborted snap, recovered by KhaDarel Hodge at CAR-46 KhaDarel Hodge for no gain",2.59,1.64,15.0,2023,213
3.0,10:27,2.0,13.0,CAR 48,7.0,3.0,Desmond Ridder pass complete short right to Jonnu Smith for 5 yards (tackle by Jaycee Horn and Vonn Bell),1.64,1.62,15.0,2023,213
3.0,9:49,3.0,8.0,CAR 43,7.0,3.0,Bijan Robinson left tackle for no gain (tackle by Marquis Haynes),1.62,0.4,15.0,2023,213
3.0,9:04,4.0,8.0,CAR 43,7.0,3.0,Bradley Pinion punts 30 yards downed by Richie Grant,0.4,0.32,15.0,2023,213
3.0,8:55,1.0,10.0,CAR 13,7.0,3.0,Chuba Hubbard right tackle for 11 yards (tackle by Jessie Bates and DeMarcco Hellams),-0.32,0.54,15.0,2023,213
3.0,8:16,1.0,10.0,CAR 24,7.0,3.0,Chuba Hubbard right guard for 18 yards (tackle by Jessie Bates),0.54,1.73,15.0,2023,213
3.0,7:35,1.0,10.0,CAR 42,7.0,3.0,Chuba Hubbard up the middle for 1 yard (tackle by Jessie Bates and Nathan Landman),1.73,1.32,15.0,2023,213
3.0,6:51,2.0,9.0,CAR 43,7.0,3.0,Bryce Young scrambles up the middle for 12 yards (tackle by Kaden Elliss),1.32,2.59,15.0,2023,213
3.0,6:06,1.0,10.0,ATL 45,7.0,3.0,Chuba Hubbard up the middle for 1 yard (tackle by LaCale London),2.59,2.18,15.0,2023,213
3.0,5:28,2.0,9.0,ATL 44,7.0,3.0,"Bryce Young sacked by Ta'Quon Graham for -6 yards. Bryce Young fumbles (forced by Ta'Quon Graham), recovered by Bryce Young at 50 (tackle by Ta'Quon Graham)",2.18,0.7,15.0,2023,213
3.0,4:30,3.0,15.0,ATL 50,7.0,3.0,"Bryce Young pass incomplete deep left intended for DJ Chark. Penalty on AJ Terrell: Defensive Pass Interference, 10 yards (accepted) (no play)",0.7,2.92,15.0,2023,213
3.0,4:25,1.0,10.0,ATL 40,7.0,3.0,Miles Sanders right tackle for 3 yards (tackle by Nathan Landman and Lorenzo Carter),2.92,2.78,15.0,2023,213
3.0,3:46,2.0,7.0,ATL 37,7.0,3.0,Miles Sanders right tackle for -1 yards (tackle by Mike Hughes),2.78,1.95,15.0,2023,213
3.0,3:04,3.0,8.0,ATL 38,7.0,3.0,"Bryce Young pass complete deep right to DJ Chark for no gain. Penalty on Gabe Jackson: Offensive Holding, 10 yards (accepted) (no play)",1.95,0.63,15.0,2023,213
3.0,2:25,3.0,18.0,ATL 48,7.0,3.0,Bryce Young pass incomplete deep left intended for Jonathan Mingo,0.63,0.07,15.0,2023,213
3.0,2:18,4.0,18.0,ATL 48,7.0,3.0,"Johnny Hekker punts 48 yards, touchback.",0.07,-0.28,15.0,2023,213
3.0,2:10,1.0,10.0,ATL 20,7.0,3.0,Cordarrelle Patterson left tackle for no gain (tackle by Derrick Brown),0.28,-0.27,15.0,2023,213
3.0,1:37,2.0,10.0,ATL 20,7.0,3.0,Desmond Ridder pass incomplete short left intended for Cordarrelle Patterson,-0.27,-0.96,15.0,2023,213
3.0,1:33,3.0,10.0,ATL 20,7.0,3.0,"Bijan Robinson right end for 1 yard. Bijan Robinson fumbles (forced by Troy Hill), recovered by Brian Burns at ATL-24 (tackle by Troy Hill)",-0.96,-3.97,15.0,2023,213
3.0,1:26,1.0,10.0,ATL 24,7.0,3.0,Ihmir Smith-Marsette left tackle for 3 yards (tackle by Ta'Quon Graham and Zach Harrison),3.97,3.84,15.0,2023,213
3.0,0:42,2.0,7.0,ATL 21,7.0,3.0,Bryce Young pass complete short right to Ihmir Smith-Marsette for 8 yards (tackle by Clark Phillips),3.84,4.71,15.0,2023,213
4.0,15:00,1.0,10.0,ATL 13,7.0,3.0,Ihmir Smith-Marsette right end for 9 yards (tackle by Clark Phillips and DeMarcco Hellams),4.71,5.73,15.0,2023,213
4.0,14:22,2.0,1.0,ATL 4,7.0,3.0,Chuba Hubbard left tackle for -3 yards (tackle by Zach Harrison and Nathan Landman),5.73,4.33,15.0,2023,213
4.0,13:39,3.0,4.0,ATL 7,7.0,3.0,Bryce Young pass incomplete short left intended for Adam Thielen,4.33,2.99,15.0,2023,213
4.0,13:35,4.0,4.0,ATL 7,7.0,6.0,Eddy Pineiro 25 yard field goal good,2.99,3.0,15.0,2023,213
4.0,13:32,,,CAR 35,7.0,6.0,"Kamu Grugier-Hill kicks off 42 yards, returned by DeAundre Alford for 8 yards (tackle by Tae Davis)",0.0,1.0,15.0,2023,213
4.0,13:26,1.0,10.0,ATL 31,7.0,6.0,"Desmond Ridder pass incomplete deep right. Penalty on Brian Burns: Roughing the Passer, 15 yards (accepted) (no play)",1.0,1.99,15.0,2023,213
4.0,13:19,1.0,10.0,ATL 46,7.0,6.0,Tyler Allgeier right tackle for 3 yards (tackle by Yetur Gross-Matos and Chris Wormley),1.99,1.86,15.0,2023,213
4.0,12:37,2.0,7.0,ATL 49,7.0,6.0,Desmond Ridder pass incomplete short left intended for Kyle Pitts,1.86,1.16,15.0,2023,213
4.0,12:31,3.0,7.0,ATL 49,7.0,6.0,Desmond Ridder pass complete short right to Drake London for 13 yards (tackle by Jaycee Horn),1.16,3.05,15.0,2023,213
4.0,11:55,1.0,10.0,CAR 38,7.0,6.0,Desmond Ridder left end for -2 yards (tackle by Xavier Woods),3.05,2.24,15.0,2023,213
4.0,11:26,2.0,12.0,CAR 40,7.0,6.0,Desmond Ridder pass complete short left to Drake London for 11 yards (tackle by Donte Jackson),2.24,3.01,15.0,2023,213
4.0,11:04,3.0,1.0,CAR 29,7.0,6.0,Tyler Allgeier up the middle for 1 yard (tackle by Nick Thurman and Frankie Luvu),3.01,3.78,15.0,2023,213
4.0,10:27,1.0,10.0,CAR 27,7.0,6.0,Tyler Allgeier left guard for 8 yards (tackle by Frankie Luvu and Jaycee Horn),3.78,4.25,15.0,2023,213
4.0,9:47,2.0,2.0,CAR 20,7.0,6.0,Tyler Allgeier left tackle for -1 yards (tackle by Nick Thurman and Yetur Gross-Matos),4.25,3.4,15.0,2023,213
4.0,9:08,3.0,3.0,CAR 21,7.0,6.0,Desmond Ridder pass complete short right to Kyle Pitts for 3 yards (tackle by C.J. Henderson),3.4,4.37,15.0,2023,213
4.0,8:23,1.0,10.0,CAR 18,7.0,6.0,Cordarrelle Patterson left end for no gain (tackle by Nick Thurman),4.37,3.8,15.0,2023,213
4.0,7:46,2.0,10.0,CAR 18,7.0,6.0,Desmond Ridder pass short left intended for Cordarrelle Patterson is intercepted by Xavier Woods at CAR-3 and returned for 2 yards (tackle by Drake London),3.8,0.38,15.0,2023,213
4.0,7:35,1.0,10.0,CAR 5,7.0,6.0,Chuba Hubbard right guard for 1 yard (tackle by Calais Campbell),-0.38,-0.71,15.0,2023,213
4.0,6:54,2.0,9.0,CAR 6,7.0,6.0,Bryce Young pass complete deep right to Tommy Tremble for 19 yards (tackle by Jessie Bates),-0.71,0.61,15.0,2023,213
4.0,6:09,1.0,10.0,CAR 25,7.0,6.0,"Bryce Young sacked by Calais Campbell for no gain. Penalty on Clark Phillips: Defensive Holding, 5 yards (accepted) (no play)",0.61,0.94,15.0,2023,213
4.0,5:33,1.0,10.0,CAR 30,7.0,6.0,Ihmir Smith-Marsette left end for 4 yards (tackle by AJ Terrell),0.94,0.93,15.0,2023,213
4.0,4:53,2.0,6.0,CAR 34,7.0,6.0,Chuba Hubbard left end for 3 yards (tackle by Nathan Landman),0.93,0.63,15.0,2023,213
4.0,4:47,3.0,3.0,CAR 37,7.0,6.0,Bryce Young pass complete deep right to Jonathan Mingo for 20 yards (tackle by Jeff Okudah),0.63,2.72,15.0,2023,213
4.0,4:01,1.0,10.0,ATL 43,7.0,6.0,Chuba Hubbard right tackle for no gain (tackle by Zach Harrison),2.72,2.18,15.0,2023,213
4.0,3:19,2.0,10.0,ATL 43,7.0,6.0,Bryce Young pass complete deep right to DJ Chark for 18 yards,2.18,3.91,15.0,2023,213
4.0,3:13,1.0,10.0,ATL 25,7.0,6.0,Bryce Young pass complete short right to Miles Sanders for 7 yards (tackle by Jeff Okudah and Kaden Elliss),3.91,4.37,15.0,2023,213
4.0,3:05,2.0,3.0,ATL 18,7.0,6.0,Chuba Hubbard left guard for 1 yard (tackle by Nathan Landman),4.37,3.95,15.0,2023,213
4.0,2:22,3.0,1.0,ATL 17,7.0,6.0,Chuba Hubbard left guard for 2 yards (tackle by Albert Huggins and Calais Campbell),3.95,4.58,15.0,2023,213
4.0,2:00,1.0,10.0,ATL 15,7.0,6.0,Bryce Young pass complete short right to Miles Sanders for 4 yards (tackle by Nathan Landman),4.58,4.64,15.0,2023,213
4.0,1:54,,,,,,Timeout #1 by Atlanta Falcons,,,15.0,2023,213
4.0,1:54,2.0,6.0,ATL 11,7.0,6.0,Chuba Hubbard up the middle for 3 yards (tackle by LaCale London and Jessie Bates),4.64,4.45,15.0,2023,213
4.0,1:47,,,,,,Timeout #2 by Atlanta Falcons,,,15.0,2023,213
4.0,1:47,3.0,3.0,ATL 8,7.0,6.0,Chuba Hubbard up the middle for 6 yards (tackle by DeMarcco Hellams and Jessie Bates),4.45,6.74,15.0,2023,213
4.0,1:41,,,,,,Timeout #3 by Atlanta Falcons,,,15.0,2023,213
4.0,1:41,1.0,2.0,ATL 2,7.0,6.0,Bryce Young kneels for -1 yards,6.74,5.53,15.0,2023,213
4.0,1:01,2.0,3.0,ATL 3,7.0,6.0,Bryce Young kneels for -1 yards,5.53,4.49,15.0,2023,213
4.0,0:21,3.0,4.0,ATL 4,7.0,6.0,Bryce Young kneels for -1 yards,4.49,3.01,15.0,2023,213
4.0,0:01,,,,,,Timeout #1 by Carolina Panthers,,,15.0,2023,213
4.0,0:01,4.0,5.0,ATL 5,7.0,9.0,Eddy Pineiro 23 yard field goal good,3.01,3.0,15.0,2023,213
