Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA,week,year,game_id
1,4:39,1.0,10.0,TEN 15,0.0,6.0,Tyjae Spears left tackle for 1 yard (tackle by Denzel Perryman and Kurt Hinish),-0.22,-0.58,15.0,2023,216
1,3:59,2.0,9.0,TEN 16,0.0,6.0,Tyjae Spears up the middle for 9 yards (tackle by Desmond King and Derek Stingley),-0.58,0.61,15.0,2023,216
1,3:16,1.0,10.0,TEN 25,0.0,6.0,Will Levis pass complete deep middle to Treylon Burks for 20 yards (tackle by Adrian Amos),0.61,1.93,15.0,2023,216
1,2:33,1.0,10.0,TEN 45,0.0,6.0,Tyjae Spears right end for -5 yards (tackle by Khalil Davis and Jonathan Greenard),1.93,0.71,15.0,2023,216
1,1:53,2.0,15.0,TEN 40,0.0,6.0,Will Levis pass incomplete short middle intended for DeAndre Hopkins,0.71,0.04,15.0,2023,216
1,1:40,3.0,15.0,TEN 40,0.0,6.0,"Will Levis pass complete short left to Tyjae Spears for 7 yards (tackle by DeAndre Houston-Carson). Penalty on Treylon Burks: Offensive Holding, 10 yards (declined)",0.04,-0.26,15.0,2023,216
1,1:25,4.0,8.0,TEN 47,0.0,6.0,"Ty Zentner punts 53 yards, touchback.",-0.26,-0.28,15.0,2023,216
1,1:18,1.0,10.0,HOU 20,0.0,6.0,Case Keenum pass incomplete short right,0.28,-0.27,15.0,2023,216
1,1:11,2.0,10.0,HOU 20,0.0,6.0,Case Keenum pass incomplete deep right intended for Robert Woods,-0.27,-0.96,15.0,2023,216
1,1:05,3.0,10.0,HOU 20,0.0,6.0,Case Keenum pass complete deep middle to Noah Brown for 20 yards (tackle by Tre Avery and Azeez Al-Shaair),-0.96,1.6,15.0,2023,216
1,0:29,1.0,10.0,HOU 40,0.0,6.0,Devin Singletary left guard for no gain (tackle by Harold Landry),1.6,1.05,15.0,2023,216
2,15:00,2.0,10.0,HOU 40,0.0,6.0,Case Keenum pass complete short left to Devin Singletary for 5 yards (tackle by Roger McCreary),1.05,1.03,15.0,2023,216
2,14:24,3.0,5.0,HOU 45,0.0,6.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",1.03,0.37,15.0,2023,216
2,14:07,3.0,10.0,HOU 40,0.0,12.0,"Case Keenum pass short left intended for Dare Ogunbowale is intercepted by Elijah Molden at HOU-44 and returned for 44 yards, touchdown",0.37,-7.0,15.0,2023,216
2,13:56,,,HOU 15,0.0,13.0,Nick Folk kicks extra point good,0.0,0.0,15.0,2023,216
2,13:56,,,TEN 35,0.0,13.0,"Nick Folk kicks off 63 yards, returned by Steven Sims for 21 yards (tackle by Rashad Weaver and JoJo Domann). Penalty on Andrew Beck: Offensive Holding, 10 yards (accepted)",0.0,-0.32,15.0,2023,216
2,13:49,1.0,10.0,HOU 13,0.0,13.0,Dameon Pierce left tackle for 3 yards (tackle by Jack Gibbens and Quinton Bohanna),-0.32,-0.44,15.0,2023,216
2,13:10,2.0,7.0,HOU 16,0.0,13.0,Case Keenum pass complete short left to Andrew Beck for -5 yards (tackle by Jack Gibbens and Azeez Al-Shaair),-0.44,-1.65,15.0,2023,216
2,12:27,3.0,12.0,HOU 11,0.0,13.0,Case Keenum pass complete deep left to Noah Brown for 22 yards (tackle by K'Von Wallace and Tre Avery),-1.65,1.14,15.0,2023,216
2,11:46,1.0,10.0,HOU 33,0.0,13.0,"Case Keenum pass incomplete short left. Penalty on Case Keenum: Intentional Grounding, 12 yards (accepted)",1.14,-1.03,15.0,2023,216
2,11:37,2.0,22.0,HOU 21,0.0,13.0,Case Keenum pass complete short right to Steven Sims for no gain (tackle by Harold Landry),-1.03,-1.68,15.0,2023,216
2,10:55,3.0,22.0,HOU 21,0.0,13.0,Dare Ogunbowale up the middle for 17 yards (tackle by Elijah Molden and Sean Murphy-Bunting),-1.68,-0.85,15.0,2023,216
2,10:17,4.0,5.0,HOU 38,0.0,13.0,Cameron Johnston punts 56 yards downed by Ka'dar Hollman,-0.85,0.38,15.0,2023,216
2,10:06,1.0,10.0,TEN 6,0.0,13.0,Derrick Henry up the middle for 5 yards (tackle by Desmond King and Jalen Pitre),-0.38,-0.42,15.0,2023,216
2,9:27,2.0,5.0,TEN 11,0.0,13.0,Will Levis pass complete short right to Derrick Henry for -1 yards (tackle by Christian Harris),-0.42,-0.95,15.0,2023,216
2,8:44,3.0,6.0,TEN 10,0.0,13.0,Will Levis scrambles left end for 11 yards (tackle by Jonathan Greenard and Desmond King),-0.95,0.34,15.0,2023,216
2,7:57,1.0,10.0,TEN 21,0.0,13.0,Will Levis pass complete short right to Derrick Henry for -3 yards (tackle by Christian Harris),0.34,-0.7,15.0,2023,216
2,7:14,2.0,13.0,TEN 18,0.0,13.0,Tyjae Spears up the middle for 6 yards (tackle by Desmond King),-0.7,-0.49,15.0,2023,216
2,6:30,3.0,7.0,TEN 24,0.0,13.0,Will Levis sacked by Khalil Davis for -9 yards,-0.49,-2.44,15.0,2023,216
2,5:46,4.0,16.0,TEN 15,0.0,13.0,"Ty Zentner punts 42 yards, fair catch by Steven Sims at HOU-43",-2.44,-1.8,15.0,2023,216
2,5:38,1.0,10.0,HOU 43,0.0,13.0,Devin Singletary up the middle for 9 yards (tackle by Roger McCreary),1.8,2.47,15.0,2023,216
2,4:59,2.0,1.0,TEN 48,0.0,13.0,Devin Singletary up the middle for 2 yards (tackle by Azeez Al-Shaair and Jaleel Johnson),2.47,2.52,15.0,2023,216
2,4:28,1.0,10.0,TEN 46,0.0,13.0,"Devin Singletary left tackle for 3 yards (tackle by Tre Avery). Penalty on Brevin Jordan: Offensive Holding, 10 yards (accepted)",2.52,2.06,15.0,2023,216
2,4:06,1.0,17.0,HOU 47,0.0,13.0,Devin Singletary up the middle for 8 yards (tackle by Elijah Molden and Jack Gibbens),2.06,2.11,15.0,2023,216
2,3:41,2.0,9.0,TEN 45,0.0,13.0,Case Keenum pass complete short middle to Brevin Jordan for 14 yards (tackle by Elijah Molden),2.11,3.51,15.0,2023,216
2,2:55,1.0,10.0,TEN 31,0.0,13.0,Devin Singletary up the middle for 4 yards (tackle by Azeez Al-Shaair and Keondre Coburn),3.51,3.51,15.0,2023,216
2,2:23,2.0,6.0,TEN 27,0.0,13.0,"Case Keenum aborted snap, recovered by Steven Sims at TEN-36 (tackle by Rashad Weaver)",3.51,1.62,15.0,2023,216
2,2:00,3.0,15.0,TEN 36,0.0,13.0,Devin Singletary up the middle for 14 yards (tackle by Amani Hooker),1.62,2.14,15.0,2023,216
2,1:18,4.0,1.0,TEN 22,0.0,13.0,Devin Singletary up the middle for 3 yards (tackle by Amani Hooker),2.14,4.31,15.0,2023,216
2,0:42,1.0,10.0,TEN 19,0.0,13.0,"Case Keenum pass incomplete short right intended for Devin Singletary. Penalty on Sean Murphy-Bunting: Defensive Holding, 5 yards (accepted) (no play)",4.31,4.65,15.0,2023,216
2,0:38,1.0,10.0,TEN 14,0.0,13.0,Case Keenum pass complete short middle to Noah Brown for 9 yards (tackle by Amani Hooker),4.65,5.67,15.0,2023,216
2,0:31,,,,,,Timeout #1 by Houston Texans,,,15.0,2023,216
2,0:31,2.0,1.0,TEN 5,0.0,13.0,Case Keenum pass incomplete short middle intended for Noah Brown,5.67,4.96,15.0,2023,216
2,0:27,3.0,1.0,TEN 5,0.0,13.0,Devin Singletary up the middle for no gain (tackle by Harold Landry),4.96,3.03,15.0,2023,216
2,0:03,,,,,,Timeout #2 by Houston Texans,,,15.0,2023,216
2,0:03,4.0,1.0,TEN 5,3.0,13.0,Ka'imi Fairbairn 23 yard field goal good,3.03,3.0,15.0,2023,216
3,15:00,,,HOU 35,3.0,13.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,216
3,15:00,1.0,10.0,TEN 25,3.0,13.0,Derrick Henry up the middle for -2 yards (tackle by Desmond King),0.61,-0.21,15.0,2023,216
3,14:21,2.0,12.0,TEN 23,3.0,13.0,Will Levis pass complete short right to DeAndre Hopkins for 4 yards (tackle by Christian Harris),-0.21,-0.36,15.0,2023,216
3,13:36,3.0,8.0,TEN 27,3.0,13.0,Will Levis pass complete short middle to Chigoziem Okonkwo for 11 yards (tackle by Christian Harris and Denzel Perryman),-0.36,1.47,15.0,2023,216
3,13:00,1.0,10.0,TEN 38,3.0,13.0,Derrick Henry left guard for 2 yards (tackle by Derek Barnett and Khalil Davis),1.47,1.19,15.0,2023,216
3,12:24,2.0,8.0,TEN 40,3.0,13.0,Will Levis pass deep left intended for DeAndre Hopkins is intercepted by Steven Nelson at HOU-40 and returned for no gain (tackle by DeAndre Hopkins),1.19,-1.6,15.0,2023,216
3,12:17,1.0,10.0,HOU 40,3.0,13.0,"Devin Singletary right end for 8 yards (tackle by Harold Landry). Penalty on Denico Autry: Illegal Use of Hands / Defense, 5 yards (accepted)",1.6,2.46,15.0,2023,216
3,11:47,1.0,10.0,TEN 47,3.0,13.0,Case Keenum pass complete short left to Devin Singletary for 6 yards (tackle by Jaleel Johnson),2.46,2.65,15.0,2023,216
3,11:09,2.0,5.0,TEN 41,3.0,13.0,"Devin Singletary left tackle for no gain (tackle by Tre Avery). Penalty on Juice Scruggs: Offensive Holding, 10 yards (accepted) (no play)",2.65,1.3,15.0,2023,216
3,10:52,2.0,15.0,HOU 49,3.0,13.0,Devin Singletary up the middle for 6 yards (tackle by Azeez Al-Shaair and Jack Gibbens),1.3,1.42,15.0,2023,216
3,10:07,3.0,9.0,TEN 45,3.0,13.0,Case Keenum pass complete deep right to Dalton Schultz for 16 yards (tackle by K'Von Wallace),1.42,3.64,15.0,2023,216
3,9:28,1.0,10.0,TEN 29,3.0,13.0,Case Keenum pass complete short middle to Robert Woods for 9 yards (tackle by Amani Hooker),3.64,4.32,15.0,2023,216
3,8:46,2.0,1.0,TEN 20,3.0,13.0,Devin Singletary left guard for 7 yards (tackle by Amani Hooker),4.32,4.71,15.0,2023,216
3,8:02,1.0,10.0,TEN 13,3.0,13.0,Xavier Hutchinson right end for 5 yards (tackle by Harold Landry),4.71,4.96,15.0,2023,216
3,7:21,2.0,5.0,TEN 8,3.0,13.0,Devin Singletary left end for -1 yards (tackle by Roger McCreary and Jack Gibbens),4.96,3.88,15.0,2023,216
3,6:38,3.0,6.0,TEN 9,3.0,13.0,Case Keenum pass incomplete short right intended for Dalton Schultz (defended by K'Von Wallace),3.88,2.85,15.0,2023,216
3,6:30,4.0,6.0,TEN 9,6.0,13.0,Ka'imi Fairbairn 27 yard field goal good,2.85,3.0,15.0,2023,216
3,6:27,,,HOU 35,6.0,13.0,"Ka'imi Fairbairn kicks off 59 yards,",0.0,0.61,15.0,2023,216
3,6:27,1.0,10.0,TEN 25,6.0,13.0,Derrick Henry left end for -7 yards (tackle by Denzel Perryman),0.61,-0.98,15.0,2023,216
3,5:43,2.0,17.0,TEN 18,6.0,13.0,"Will Levis pass complete to DeAndre Hopkins for 42 yards HOU challenged the pass completion ruling, and the original play was overturned. Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Jalen Pitre)",-0.98,-1.72,15.0,2023,216
3,5:37,3.0,17.0,TEN 18,6.0,13.0,Will Levis sacked by and Maliek Collins for -10 yards and Jonathan Greenard for -10 yards,-1.72,-2.49,15.0,2023,216
3,4:49,4.0,27.0,TEN 8,6.0,13.0,"Ty Zentner punts 53 yards, returned by Steven Sims for 15 yards (tackle by Morgan Cox)",-2.49,-2.52,15.0,2023,216
3,4:37,1.0,10.0,TEN 46,6.0,13.0,"Case Keenum pass incomplete short left intended for Xavier Hutchinson. Penalty on Tre Avery: Defensive Pass Interference, 10 yards (accepted) (no play)",2.52,3.18,15.0,2023,216
3,4:26,1.0,10.0,TEN 36,6.0,13.0,Case Keenum pass complete short right to Robert Woods for 6 yards (tackle by Roger McCreary),3.18,3.45,15.0,2023,216
3,4:00,2.0,4.0,TEN 30,6.0,13.0,Devin Singletary up the middle for no gain (tackle by Rashad Weaver),3.45,2.74,15.0,2023,216
3,3:21,3.0,4.0,TEN 30,6.0,13.0,"Case Keenum pass complete short right to Noah Brown for no gain. Penalty on Noah Brown: Offensive Offside, 5 yards (accepted) (no play)",2.74,2.08,15.0,2023,216
3,2:50,3.0,9.0,TEN 35,6.0,13.0,Case Keenum pass incomplete short left intended for Noah Brown (defended by Roger McCreary),2.08,0.97,15.0,2023,216
3,2:47,4.0,9.0,TEN 35,9.0,13.0,Ka'imi Fairbairn 53 yard field goal good,0.97,3.0,15.0,2023,216
3,2:42,,,HOU 35,9.0,13.0,"Ka'imi Fairbairn kicks off 60 yards, returned by Chris Moore for 19 yards (tackle by Dare Ogunbowale and Jake Hansen)",0.0,0.54,15.0,2023,216
3,2:37,1.0,10.0,TEN 24,9.0,13.0,Derrick Henry right guard for 2 yards (tackle by Denzel Perryman and Khalil Davis),0.54,0.27,15.0,2023,216
3,2:01,2.0,8.0,TEN 26,9.0,13.0,Will Levis pass complete deep left to Chigoziem Okonkwo for 22 yards (tackle by Desmond King),0.27,2.13,15.0,2023,216
3,1:35,1.0,10.0,TEN 48,9.0,13.0,Will Levis pass complete short left to Derrick Henry for 2 yards (tackle by Denzel Perryman),2.13,1.85,15.0,2023,216
3,0:56,2.0,8.0,HOU 50,9.0,13.0,Derrick Henry left tackle for no gain (tackle by Sheldon Rankins),1.85,1.16,15.0,2023,216
3,0:14,3.0,8.0,HOU 50,9.0,13.0,Will Levis pass incomplete short right intended for Nick Westbrook-Ikhine (defended by Derek Stingley),1.16,-0.06,15.0,2023,216
3,0:06,4.0,8.0,HOU 50,9.0,13.0,Ty Zentner punts 47 yards downed by Chris Moore,-0.06,0.38,15.0,2023,216
4,15:00,1.0,10.0,HOU 3,9.0,13.0,Devin Singletary up the middle for 11 yards (tackle by Denico Autry),-0.38,-0.28,15.0,2023,216
4,14:24,1.0,10.0,HOU 14,9.0,13.0,Devin Singletary left guard for 5 yards (tackle by Azeez Al-Shaair and Jack Gibbens),-0.28,-0.04,15.0,2023,216
4,13:38,2.0,5.0,HOU 19,9.0,13.0,Devin Singletary left tackle for 2 yards (tackle by Azeez Al-Shaair and Harold Landry),-0.04,-0.56,15.0,2023,216
4,13:01,3.0,3.0,HOU 21,9.0,13.0,Case Keenum sacked by Denico Autry for -9 yards,-0.56,-2.49,15.0,2023,216
4,12:22,4.0,12.0,HOU 12,9.0,13.0,"Cameron Johnston punts 40 yards, returned by Mason Kinsey for 6 yards (tackle by Henry To'oTo'o)",-2.49,-2.52,15.0,2023,216
4,12:13,1.0,10.0,HOU 46,9.0,13.0,Derrick Henry right end for 3 yards (tackle by Denzel Perryman),2.52,2.38,15.0,2023,216
4,11:47,2.0,7.0,HOU 43,9.0,13.0,Will Levis pass complete short middle to DeAndre Hopkins for 17 yards (tackle by Denzel Perryman),2.38,3.84,15.0,2023,216
4,11:06,1.0,10.0,HOU 26,9.0,13.0,Will Levis pass complete short right to Treylon Burks for 5 yards (tackle by DeAndre Houston-Carson),3.84,3.97,15.0,2023,216
4,10:32,2.0,5.0,HOU 21,9.0,13.0,Derrick Henry left tackle for 6 yards (tackle by Steven Nelson),3.97,4.58,15.0,2023,216
4,9:50,1.0,10.0,HOU 15,9.0,13.0,Derrick Henry left tackle for 1 yard (tackle by Denzel Perryman and Jalen Pitre),4.58,4.11,15.0,2023,216
4,9:08,2.0,9.0,HOU 14,9.0,13.0,Will Levis sacked by Jonathan Greenard for -19 yards. Will Levis fumbles (forced by Jonathan Greenard). Will Levis fumbles out of bounds. Will Levis fumbles out of bounds,4.11,0.96,15.0,2023,216
4,8:10,3.0,28.0,HOU 33,9.0,13.0,Tyjae Spears up the middle for 6 yards (tackle by Christian Harris),0.96,1.67,15.0,2023,216
4,7:34,4.0,22.0,HOU 27,9.0,16.0,Nick Folk 45 yard field goal good,1.67,3.0,15.0,2023,216
4,7:28,,,TEN 35,9.0,16.0,"Nick Folk kicks off 65 yards, returned by Steven Sims for 21 yards (tackle by Rashad Weaver)",0.0,0.34,15.0,2023,216
4,7:22,1.0,10.0,HOU 21,9.0,16.0,Case Keenum pass incomplete deep middle intended for Xavier Hutchinson,0.34,-0.2,15.0,2023,216
4,7:18,2.0,10.0,HOU 21,9.0,16.0,Case Keenum pass complete short middle to Dalton Schultz for 19 yards (tackle by Azeez Al-Shaair),-0.2,1.6,15.0,2023,216
4,6:56,1.0,10.0,HOU 40,9.0,16.0,Devin Singletary up the middle for 3 yards (tackle by Roger McCreary and Rashad Weaver),1.6,1.46,15.0,2023,216
4,6:25,2.0,7.0,HOU 43,9.0,16.0,Case Keenum pass complete short right to Dalton Schultz for 8 yards (tackle by Eric Garror),1.46,2.32,15.0,2023,216
4,6:02,1.0,10.0,TEN 49,9.0,16.0,Case Keenum pass complete short right to Noah Brown for 11 yards (tackle by Eric Garror and Azeez Al-Shaair),2.32,3.05,15.0,2023,216
4,5:34,1.0,10.0,TEN 38,9.0,16.0,"Case Keenum pass incomplete deep middle. Penalty on Tre Avery: Defensive Pass Interference, 20 yards (accepted) (no play)",3.05,4.37,15.0,2023,216
4,5:29,1.0,10.0,TEN 18,9.0,16.0,Devin Singletary right tackle for no gain (tackle by TK McLendon),4.37,3.8,15.0,2023,216
4,4:50,2.0,10.0,TEN 18,9.0,16.0,Case Keenum pass complete short middle to Dalton Schultz for 15 yards (tackle by Roger McCreary),3.8,6.51,15.0,2023,216
4,4:20,1.0,3.0,TEN 3,9.0,16.0,Case Keenum up the middle for 1 yard (tackle by Quinton Bohanna and Jack Gibbens),6.51,5.72,15.0,2023,216
4,3:57,2.0,2.0,TEN 2,9.0,16.0,Devin Singletary left guard for -1 yards (tackle by Tre Avery and Jaleel Johnson),5.72,4.72,15.0,2023,216
4,3:07,3.0,3.0,TEN 3,15.0,16.0,"Case Keenum pass complete short middle to Noah Brown for 3 yards, touchdown",4.72,7.0,15.0,2023,216
4,3:03,,,TEN 15,16.0,16.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,15.0,2023,216
4,3:03,,,HOU 35,16.0,16.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,216
4,3:03,1.0,10.0,TEN 25,16.0,16.0,Treylon Burks right end for 2 yards (tackle by Derek Stingley),0.61,0.33,15.0,2023,216
4,2:57,2.0,8.0,TEN 27,16.0,16.0,Will Levis pass incomplete deep middle intended for DeAndre Hopkins (defended by Derek Stingley),0.33,-0.36,15.0,2023,216
4,2:51,3.0,8.0,TEN 27,16.0,16.0,Will Levis pass complete short left to Chris Moore for 12 yards (tackle by Jalen Pitre),-0.36,1.53,15.0,2023,216
4,2:09,1.0,10.0,TEN 39,16.0,16.0,Derrick Henry up the middle for no gain (tackle by Jerry Hughes),1.53,0.99,15.0,2023,216
4,2:00,2.0,10.0,TEN 39,16.0,16.0,Will Levis pass complete short right to Chris Moore for 4 yards,0.99,0.83,15.0,2023,216
4,1:55,3.0,6.0,TEN 43,16.0,16.0,Will Levis pass incomplete short middle intended for DeAndre Hopkins,0.83,-0.52,15.0,2023,216
4,1:50,4.0,6.0,TEN 43,16.0,16.0,"Ty Zentner punts 36 yards, fair catch by Steven Sims at HOU-21",-0.52,-0.34,15.0,2023,216
4,1:45,1.0,10.0,HOU 21,16.0,16.0,Devin Singletary left guard for 19 yards (tackle by K'Von Wallace),0.34,1.6,15.0,2023,216
4,1:12,1.0,10.0,HOU 40,16.0,16.0,Case Keenum pass incomplete short left intended for Devin Singletary (defended by K'Von Wallace),1.6,1.05,15.0,2023,216
4,1:05,2.0,10.0,HOU 40,16.0,16.0,"Penalty on Charlie Heck: False Start, 5 yards (accepted) (no play)",1.05,0.38,15.0,2023,216
4,1:05,2.0,15.0,HOU 35,16.0,16.0,Case Keenum pass incomplete short right intended for Xavier Hutchinson (defended by Eric Garror),0.38,-0.3,15.0,2023,216
4,1:00,3.0,15.0,HOU 35,16.0,16.0,Case Keenum pass incomplete deep left intended for Noah Brown,-0.3,-1.04,15.0,2023,216
4,0:55,4.0,15.0,HOU 35,16.0,16.0,"Cameron Johnston punts 42 yards, returned by Mason Kinsey for 6 yards (tackle by Andrew Beck)",-1.04,-0.87,15.0,2023,216
4,0:45,1.0,10.0,TEN 29,16.0,16.0,Will Levis pass incomplete deep right intended for Chris Moore (defended by Jalen Pitre),0.87,0.33,15.0,2023,216
4,0:38,2.0,10.0,TEN 29,16.0,16.0,Will Levis sacked by Maliek Collins for -7 yards,0.33,-1.29,15.0,2023,216
4,0:32,,,,,,Timeout #1 by Houston Texans,,,15.0,2023,216
4,0:32,3.0,17.0,TEN 22,16.0,16.0,Tyjae Spears up the middle for 8 yards (tackle by Christian Harris),-1.29,-1.37,15.0,2023,216
4,0:27,,,,,,Timeout #2 by Houston Texans,,,15.0,2023,216
4,0:27,4.0,9.0,TEN 30,16.0,16.0,"Ty Zentner punts 58 yards, returned by Steven Sims for 18 yards (tackle by Luke Gifford)",-1.37,-0.94,15.0,2023,216
4,0:15,1.0,10.0,HOU 30,16.0,16.0,Case Keenum pass complete short middle to Robert Woods for 15 yards (tackle by Azeez Al-Shaair),0.94,1.93,15.0,2023,216
4,0:09,,,,,,Timeout #3 by Houston Texans,,,15.0,2023,216
4,0:09,,,,,,Timeout #1 by Tennessee Titans,,,15.0,2023,216
4,0:09,1.0,10.0,HOU 45,16.0,16.0,Case Keenum pass incomplete deep left intended for Robert Woods,1.93,1.38,15.0,2023,216
4,0:04,,,,,,Timeout #2 by Tennessee Titans,,,15.0,2023,216
4,0:04,2.0,10.0,HOU 45,16.0,16.0,Davis Mills sacked by Terrell Edmunds for -10 yards,1.38,0.0,15.0,2023,216
,,,,,,,"Titans won the coin toss, Titans to receive the overtime kickoff.",,,15.0,2023,216
OT,10:00,,,HOU 35,16.0,16.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,216
OT,10:00,1.0,10.0,TEN 25,16.0,16.0,Will Levis sacked by Jonathan Greenard for -2 yards,0.61,-0.21,15.0,2023,216
OT,9:18,2.0,12.0,TEN 23,16.0,16.0,Tyjae Spears up the middle for 2 yards (tackle by Sheldon Rankins and Derek Stingley),-0.21,-0.62,15.0,2023,216
OT,8:33,3.0,10.0,TEN 25,16.0,16.0,Will Levis pass complete deep left to Chris Moore for 23 yards (tackle by Jalen Pitre and Desmond King),-0.62,2.13,15.0,2023,216
OT,7:58,1.0,10.0,TEN 48,16.0,16.0,Derrick Henry up the middle for -3 yards (tackle by Maliek Collins),2.13,1.18,15.0,2023,216
OT,7:25,2.0,13.0,TEN 45,16.0,16.0,Will Levis sacked by Derek Barnett for -7 yards,1.18,-0.43,15.0,2023,216
OT,6:43,3.0,20.0,TEN 38,16.0,16.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Steven Nelson),-0.43,-0.85,15.0,2023,216
OT,6:34,4.0,20.0,TEN 38,16.0,16.0,Ty Zentner punts 35 yards out of bounds,-0.85,-0.74,15.0,2023,216
OT,6:27,1.0,10.0,HOU 27,16.0,16.0,Case Keenum sacked by Marlon Davidson for -8 yards,0.74,-0.94,15.0,2023,216
OT,5:50,2.0,18.0,HOU 19,16.0,16.0,Case Keenum pass complete short left to Devin Singletary for -3 yards (tackle by Azeez Al-Shaair),-0.94,-2.33,15.0,2023,216
OT,5:06,3.0,21.0,HOU 16,16.0,16.0,Case Keenum sacked by Denico Autry for -10 yards,-2.33,-2.49,15.0,2023,216
OT,4:26,4.0,31.0,HOU 6,16.0,16.0,"Cameron Johnston punts 47 yards, returned by Mason Kinsey for no gain (tackle by Dare Ogunbowale). Penalty on JoJo Domann: Offensive Holding, 10 yards (accepted)",-2.49,-1.4,15.0,2023,216
