Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA,week,year,game_id
2.0,14:07,1.0,10.0,IND 25,13.0,0.0,Gardner Minshew pass incomplete short right intended for Alec Pierce (defended by Markus Golden),0.61,0.06,15.0,2023,211
2.0,14:03,2.0,10.0,IND 25,13.0,0.0,Gardner Minshew pass complete short middle to Michael Pittman for 21 yards (tackle by Damontae Kazee),0.06,1.99,15.0,2023,211
2.0,13:40,1.0,10.0,IND 46,13.0,0.0,Zack Moss up the middle for 5 yards (tackle by Elandon Roberts),1.99,2.13,15.0,2023,211
2.0,13:09,2.0,5.0,PIT 49,13.0,0.0,Gardner Minshew pass incomplete deep left,2.13,1.42,15.0,2023,211
2.0,13:03,3.0,5.0,PIT 49,13.0,0.0,Gardner Minshew pass complete deep right to Michael Pittman for 42 yards (tackle by Levi Wallace),1.42,5.6,15.0,2023,211
2.0,12:34,1.0,7.0,PIT 7,13.0,0.0,Gardner Minshew sacked by T.J. Watt for -4 yards,5.6,4.02,15.0,2023,211
2.0,11:51,2.0,11.0,PIT 11,13.0,0.0,"Penalty on Blake Freeland: False Start, 5 yards (accepted) (no play)",4.02,3.34,15.0,2023,211
2.0,11:28,2.0,16.0,PIT 16,13.0,6.0,"Gardner Minshew pass complete short left to Zack Moss for 16 yards, touchdown",3.34,7.0,15.0,2023,211
2.0,11:21,,,PIT 15,13.0,7.0,Matt Gay kicks extra point good,0.0,0.0,15.0,2023,211
2.0,11:21,,,IND 35,13.0,7.0,"Penalty on Mykal Walker: Horse Collar Tackle, 15 yards (accepted) (no play)",0.0,0.0,15.0,2023,211
2.0,11:21,,,IND 50,13.0,7.0,"Matt Gay kicks off 45 yards, returned by Godwin Igwebuike for 31 yards (tackle by Ameer Speed and Julius Brents)",0.0,1.33,15.0,2023,211
2.0,11:15,1.0,10.0,PIT 36,13.0,7.0,Najee Harris right guard for 15 yards (tackle by Julius Brents and Eric Johnson),1.33,2.32,15.0,2023,211
2.0,10:28,1.0,10.0,IND 49,13.0,7.0,"Mitchell Trubisky sacked by. Penalty on Jaylon Jones: Defensive Holding, 5 yards (accepted) (no play)",2.32,2.65,15.0,2023,211
2.0,9:51,1.0,10.0,IND 44,13.0,7.0,"Jaylen Warren left end for 4 yards (tackle by Julian Blackmon). Penalty on Mason Cole: Offensive Holding, 10 yards (accepted)",2.65,2.26,15.0,2023,211
2.0,9:40,1.0,16.0,IND 50,13.0,7.0,Mitchell Trubisky pass deep middle intended for George Pickens is intercepted by Nick Cross at IND-11 and returned for 18 yards (tackle by George Pickens and Pat Freiermuth),2.26,-0.87,15.0,2023,211
2.0,9:26,1.0,10.0,IND 29,13.0,7.0,Tyler Goodson left end for 2 yards (tackle by Alex Highsmith),0.87,0.6,15.0,2023,211
2.0,8:50,2.0,8.0,IND 31,13.0,7.0,"Gardner Minshew pass incomplete deep left intended for Michael Pittman (defended by Damontae Kazee). Penalty on Damontae Kazee: Disqualification / Defense, 15 yards (accepted) (no play)",0.6,1.99,15.0,2023,211
2.0,8:42,1.0,10.0,IND 46,13.0,7.0,Gardner Minshew pass incomplete deep right intended for Alec Pierce (defended by Minkah Fitzpatrick),1.99,1.45,15.0,2023,211
2.0,8:37,2.0,10.0,IND 46,13.0,7.0,Gardner Minshew pass complete short middle to Alec Pierce for 13 yards (tackle by Patrick Peterson),1.45,2.85,15.0,2023,211
2.0,8:14,1.0,10.0,PIT 41,13.0,7.0,Gardner Minshew pass complete short right to Josh Downs for 5 yards (tackle by Trenton Thompson),2.85,2.98,15.0,2023,211
2.0,7:50,2.0,5.0,PIT 36,13.0,7.0,Trey Sermon up the middle for 3 yards (tackle by Miles Killebrew),2.98,2.68,15.0,2023,211
2.0,7:08,3.0,2.0,PIT 33,13.0,7.0,Gardner Minshew scrambles left end for 1 yard (tackle by Levi Wallace),2.68,1.31,15.0,2023,211
2.0,6:22,4.0,1.0,PIT 32,13.0,7.0,Trey Sermon left end for 10 yards (tackle by Patrick Peterson),1.31,4.11,15.0,2023,211
2.0,5:45,1.0,10.0,PIT 22,13.0,7.0,Tyler Goodson right end for 9 yards (tackle by Joey Porter and Patrick Peterson),4.11,5.06,15.0,2023,211
2.0,5:01,2.0,1.0,PIT 13,13.0,7.0,Tyler Goodson up the middle for 4 yards (tackle by Trenton Thompson and Cameron Heyward),5.06,5.14,15.0,2023,211
2.0,4:32,1.0,9.0,PIT 9,13.0,7.0,Tyler Goodson up the middle for 1 yard (tackle by Larry Ogunjobi),5.14,4.57,15.0,2023,211
2.0,3:53,2.0,8.0,PIT 8,13.0,7.0,Gardner Minshew pass complete short right to Tyler Goodson for 7 yards (tackle by Elandon Roberts),4.57,5.17,15.0,2023,211
2.0,3:31,3.0,1.0,PIT 1,13.0,7.0,Gardner Minshew pass incomplete short middle intended for Andrew Ogletree,5.17,3.55,15.0,2023,211
2.0,3:27,4.0,1.0,PIT 1,13.0,7.0,Gardner Minshew pass incomplete short right intended for D.J. Montgomery,3.55,0.38,15.0,2023,211
2.0,3:23,1.0,10.0,PIT 2,13.0,7.0,Najee Harris up the middle for 2 yards (tackle by Grover Stewart),-0.38,-0.63,15.0,2023,211
2.0,2:39,2.0,8.0,PIT 4,13.0,7.0,Najee Harris right tackle for 4 yards (tackle by Nick Cross and Julius Brents),-0.63,-0.72,15.0,2023,211
2.0,2:00,3.0,4.0,PIT 8,13.0,7.0,"Mitchell Trubisky pass complete deep right to Diontae Johnson for 18 yards. Penalty on Julius Brents: Defensive Pass Interference, 15 yards (declined)",-0.72,0.67,15.0,2023,211
2.0,1:54,1.0,10.0,PIT 26,13.0,7.0,Jaylen Warren right tackle for 2 yards (tackle by E.J. Speed and Kwity Paye),0.67,0.4,15.0,2023,211
2.0,1:31,2.0,8.0,PIT 28,13.0,7.0,Mitchell Trubisky pass complete short right to Allen Robinson for 5 yards (tackle by E.J. Speed),0.4,0.37,15.0,2023,211
2.0,0:58,3.0,3.0,PIT 33,13.0,7.0,Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth,0.37,-1.18,15.0,2023,211
2.0,0:54,4.0,3.0,PIT 33,13.0,7.0,"Pressley Harvin punts 55 yards, returned by Josh Downs for 14 yards (tackle by Miles Boykin)",-1.18,-0.67,15.0,2023,211
2.0,0:44,1.0,10.0,IND 26,13.0,7.0,Gardner Minshew pass complete deep middle to D.J. Montgomery for 34 yards (tackle by Elandon Roberts),0.67,2.92,15.0,2023,211
2.0,0:35,,,,,,Timeout #1 by Indianapolis Colts,,,15.0,2023,211
2.0,0:35,1.0,10.0,PIT 40,13.0,7.0,"Gardner Minshew pass incomplete intended for Alec Pierce. Penalty on Joey Porter: Defensive Pass Interference, 26 yards (accepted) (no play)",2.92,4.65,15.0,2023,211
2.0,0:30,1.0,10.0,PIT 14,13.0,7.0,Gardner Minshew pass incomplete short middle intended for Alec Pierce,4.65,4.0,15.0,2023,211
2.0,0:27,2.0,10.0,PIT 14,13.0,13.0,"Gardner Minshew pass complete short middle to D.J. Montgomery for 14 yards, touchdown",4.0,7.0,15.0,2023,211
2.0,0:22,,,PIT 15,13.0,14.0,Matt Gay kicks extra point good,0.0,0.0,15.0,2023,211
2.0,0:22,,,IND 35,13.0,14.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,211
2.0,0:22,1.0,10.0,PIT 25,13.0,14.0,Mitchell Trubisky pass incomplete short left intended for Diontae Johnson,0.61,0.06,15.0,2023,211
2.0,0:18,2.0,10.0,PIT 25,13.0,14.0,Mitchell Trubisky pass incomplete deep right intended for George Pickens,0.06,-0.62,15.0,2023,211
2.0,0:13,3.0,10.0,PIT 25,13.0,14.0,Mitchell Trubisky pass complete short right to Jaylen Warren for 9 yards (tackle by Julian Blackmon),-0.62,-1.11,15.0,2023,211
3.0,15:00,,,PIT 35,13.0,14.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,211
3.0,15:00,1.0,10.0,IND 25,13.0,14.0,Tyler Goodson up the middle for 5 yards (tackle by Keeanu Benton),0.61,0.74,15.0,2023,211
3.0,14:24,2.0,5.0,IND 30,13.0,14.0,Gardner Minshew pass complete short right to Tyler Goodson for 3 yards (tackle by Joey Porter),0.74,0.43,15.0,2023,211
3.0,13:42,3.0,2.0,IND 33,13.0,14.0,Gardner Minshew pass incomplete short middle intended for D.J. Montgomery (defended by Mykal Walker),0.43,-1.18,15.0,2023,211
3.0,13:36,4.0,2.0,IND 33,13.0,14.0,Rigoberto Sanchez punts 57 yards out of bounds,-1.18,0.38,15.0,2023,211
3.0,13:28,1.0,10.0,PIT 10,13.0,14.0,"Najee Harris for no gain (tackle by E.J. Speed) IND challenged the runner was down by contact ruling, and the original play was overturned. Najee Harris right end for 2 yards. Najee Harris fumbles (forced by E.J. Speed), recovered by Julian Blackmon at PIT-18",-0.38,-4.37,15.0,2023,211
3.0,13:22,1.0,10.0,PIT 18,13.0,20.0,"Gardner Minshew pass complete short right to Mo Alie-Cox for 18 yards, touchdown",4.37,7.0,15.0,2023,211
3.0,13:16,,,PIT 15,13.0,21.0,Matt Gay kicks extra point good,0.0,0.0,15.0,2023,211
3.0,13:16,,,IND 35,13.0,21.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,211
3.0,13:16,1.0,10.0,PIT 25,13.0,21.0,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 5 yards (tackle by E.J. Speed),0.61,0.74,15.0,2023,211
3.0,12:41,2.0,5.0,PIT 30,13.0,21.0,Jaylen Warren left end for no gain (tackle by E.J. Speed),0.74,0.04,15.0,2023,211
3.0,11:59,3.0,5.0,PIT 30,13.0,21.0,Mitchell Trubisky sacked by and Dayo Odeyingbo for -7 yards and Samson Ebukam for -7 yards,0.04,-1.83,15.0,2023,211
3.0,11:21,4.0,12.0,PIT 23,13.0,21.0,"Pressley Harvin punts 41 yards, returned by Josh Downs for 13 yards (tackle by Rodney Williams)",-1.83,-2.19,15.0,2023,211
3.0,11:12,1.0,10.0,IND 49,13.0,21.0,Tyler Goodson right end for 31 yards (tackle by Trenton Thompson),2.19,4.24,15.0,2023,211
3.0,10:38,1.0,10.0,PIT 20,13.0,21.0,Gardner Minshew pass complete short right to Mo Alie-Cox for 3 yards (tackle by Mykal Walker),4.24,4.12,15.0,2023,211
3.0,9:56,2.0,7.0,PIT 17,13.0,21.0,Gardner Minshew pass incomplete deep right intended for Mo Alie-Cox (defended by Joey Porter),4.12,3.36,15.0,2023,211
3.0,9:52,3.0,7.0,PIT 17,13.0,21.0,Gardner Minshew pass complete short middle to Kylen Granson for 6 yards (tackle by James Pierre),3.36,2.85,15.0,2023,211
3.0,9:05,4.0,1.0,PIT 11,13.0,24.0,Matt Gay 29 yard field goal good,2.85,3.0,15.0,2023,211
3.0,9:02,,,IND 35,13.0,24.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,211
3.0,9:02,1.0,10.0,PIT 25,13.0,24.0,"Mitchell Trubisky pass complete to Jaylen Warren for no gain. Penalty on Connor Heyward: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,15.0,2023,211
3.0,8:35,1.0,20.0,PIT 15,13.0,24.0,Jaylen Warren up the middle for 9 yards (tackle by Zaire Franklin and Kenny Moore),-0.41,-0.07,15.0,2023,211
3.0,7:57,2.0,11.0,PIT 24,13.0,24.0,"Mitchell Trubisky pass complete to Jaylen Warren for no gain. Penalty on James Daniels: Offensive Holding, 10 yards (accepted) (no play)",-0.07,-1.54,15.0,2023,211
3.0,7:32,2.0,21.0,PIT 14,13.0,24.0,Jaylen Warren left guard for 2 yards (tackle by Dayo Odeyingbo and Grover Stewart),-1.54,-2.14,15.0,2023,211
3.0,6:51,3.0,19.0,PIT 16,13.0,24.0,Mitchell Trubisky pass complete deep right to Diontae Johnson for 25 yards (tackle by Rodney Thomas),-2.14,1.66,15.0,2023,211
3.0,6:08,1.0,10.0,PIT 41,13.0,24.0,Najee Harris right tackle for 7 yards (tackle by DeForest Buckner),1.66,2.07,15.0,2023,211
3.0,5:29,2.0,3.0,PIT 48,13.0,24.0,Mitchell Trubisky pass complete deep right to George Pickens for 17 yards (tackle by Julius Brents),2.07,3.25,15.0,2023,211
3.0,4:49,1.0,10.0,IND 35,13.0,24.0,Najee Harris up the middle for 4 yards (tackle by Taven Bryan and Dayo Odeyingbo),3.25,3.24,15.0,2023,211
3.0,4:11,2.0,6.0,IND 31,13.0,24.0,Najee Harris up the middle for 2 yards (tackle by Jacob Martin and Kenny Moore),3.24,2.81,15.0,2023,211
3.0,3:28,3.0,4.0,IND 29,13.0,24.0,"Mitchell Trubisky pass incomplete short right intended for Connor Heyward (defended by Zaire Franklin). Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",2.81,1.49,15.0,2023,211
3.0,3:25,3.0,14.0,IND 39,13.0,24.0,Mitchell Trubisky pass incomplete deep left intended for George Pickens,1.49,0.66,15.0,2023,211
3.0,3:21,4.0,14.0,IND 39,13.0,24.0,"Pressley Harvin punts 22 yards, fair catch by Josh Downs at IND-17",0.66,0.06,15.0,2023,211
3.0,3:14,1.0,10.0,IND 17,13.0,24.0,Trey Sermon left guard for 4 yards (tackle by Cameron Heyward),-0.06,0.08,15.0,2023,211
3.0,2:38,2.0,6.0,IND 21,13.0,24.0,Trey Sermon left end for 5 yards (tackle by Levi Wallace),0.08,-0.12,15.0,2023,211
3.0,1:54,3.0,1.0,IND 26,13.0,24.0,Trey Sermon right tackle for 9 yards (tackle by Alex Highsmith),-0.12,1.27,15.0,2023,211
3.0,1:14,1.0,10.0,IND 35,13.0,24.0,Trey Sermon right guard for 7 yards (tackle by Elandon Roberts),1.27,1.67,15.0,2023,211
3.0,0:31,2.0,3.0,IND 42,13.0,24.0,Trey Sermon left end for 1 yard (tackle by Nick Herbig and Elandon Roberts),1.67,1.09,15.0,2023,211
4.0,15:00,3.0,2.0,IND 43,13.0,24.0,Trey Sermon up the middle for 19 yards (tackle by Trenton Thompson),1.09,3.05,15.0,2023,211
4.0,14:19,1.0,10.0,PIT 38,13.0,24.0,Tyler Goodson up the middle for 1 yard (tackle by Mark Robinson),3.05,2.64,15.0,2023,211
4.0,13:40,2.0,9.0,PIT 37,13.0,24.0,Tyler Goodson right tackle for 10 yards (tackle by Trenton Thompson),2.64,3.78,15.0,2023,211
4.0,12:56,1.0,10.0,PIT 27,13.0,24.0,Trey Sermon up the middle for -1 yards (tackle by Cameron Heyward and Larry Ogunjobi),3.78,3.1,15.0,2023,211
4.0,12:16,2.0,11.0,PIT 28,13.0,24.0,Trey Sermon right guard for 6 yards (tackle by Alex Highsmith),3.1,3.2,15.0,2023,211
4.0,11:29,3.0,5.0,PIT 22,13.0,24.0,Trey Sermon up the middle for 5 yards (tackle by Elandon Roberts),3.2,4.44,15.0,2023,211
4.0,10:47,1.0,10.0,PIT 17,13.0,24.0,Trey Sermon left guard for 2 yards (tackle by Nick Herbig),4.44,4.15,15.0,2023,211
4.0,10:07,2.0,8.0,PIT 15,13.0,24.0,Tyler Goodson left tackle for 2 yards (tackle by Armon Watts),4.15,3.68,15.0,2023,211
4.0,9:23,3.0,6.0,PIT 13,13.0,24.0,Gardner Minshew pass incomplete short left intended for Alec Pierce,3.68,2.59,15.0,2023,211
4.0,9:20,4.0,6.0,PIT 13,13.0,27.0,Matt Gay 31 yard field goal good,2.59,3.0,15.0,2023,211
4.0,9:17,,,IND 35,13.0,27.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,211
4.0,9:17,1.0,10.0,PIT 25,13.0,27.0,Najee Harris up the middle for no gain (tackle by Tyquan Lewis and Zaire Franklin),0.61,0.06,15.0,2023,211
4.0,8:52,2.0,10.0,PIT 25,13.0,27.0,Mitchell Trubisky pass complete short left to Jaylen Warren for 11 yards (tackle by E.J. Speed and Zaire Franklin),0.06,1.33,15.0,2023,211
4.0,8:27,1.0,10.0,PIT 36,13.0,27.0,Mitchell Trubisky pass complete short right to Allen Robinson for 6 yards (tackle by Kenny Moore),1.33,1.6,15.0,2023,211
4.0,8:05,2.0,4.0,PIT 42,13.0,27.0,Mitchell Trubisky sacked by Dayo Odeyingbo for -8 yards,1.6,-0.16,15.0,2023,211
4.0,7:20,3.0,12.0,PIT 34,13.0,27.0,"Penalty on Pat Freiermuth: False Start, 5 yards (accepted) (no play)",-0.16,-0.82,15.0,2023,211
4.0,7:20,3.0,17.0,PIT 29,13.0,27.0,Mitchell Trubisky pass complete short right to Jaylen Warren for 7 yards (tackle by E.J. Speed),-0.82,-0.98,15.0,2023,211
4.0,6:39,4.0,10.0,PIT 36,13.0,27.0,Mitchell Trubisky pass complete short left to Diontae Johnson for 15 yards (tackle by Jaylon Jones),-0.98,2.32,15.0,2023,211
4.0,6:04,1.0,10.0,IND 49,13.0,27.0,Mitchell Trubisky pass deep middle intended for George Pickens is intercepted by Julian Blackmon at IND-30 and returned for 25 yards (tackle by Diontae Johnson),2.32,-2.59,15.0,2023,211
4.0,5:57,1.0,10.0,PIT 45,13.0,27.0,Trey Sermon up the middle for 3 yards (tackle by Markus Golden),2.59,2.45,15.0,2023,211
4.0,5:14,2.0,7.0,PIT 42,13.0,27.0,Trey Sermon right end for 8 yards (tackle by Elandon Roberts),2.45,3.31,15.0,2023,211
4.0,4:26,1.0,10.0,PIT 34,13.0,27.0,Tyler Goodson up the middle for 3 yards (tackle by Cameron Heyward),3.31,3.18,15.0,2023,211
4.0,3:41,2.0,7.0,PIT 31,13.0,27.0,Trey Sermon up the middle for 5 yards (tackle by Mark Robinson and Cameron Heyward),3.18,3.14,15.0,2023,211
4.0,2:57,3.0,2.0,PIT 26,13.0,27.0,Trey Sermon up the middle for 1 yard (tackle by Elandon Roberts and Armon Watts),3.14,1.95,15.0,2023,211
4.0,2:12,,,,,,Timeout #1 by Indianapolis Colts,,,15.0,2023,211
4.0,2:12,4.0,1.0,PIT 25,13.0,27.0,Matt Gay 43 yard field goal no good,1.95,-1.14,15.0,2023,211
4.0,2:08,1.0,10.0,PIT 33,13.0,27.0,Mason Rudolph pass complete short left to Jaylen Warren for -3 yards (tackle by DeForest Buckner),1.14,0.19,15.0,2023,211
4.0,2:00,2.0,13.0,PIT 30,13.0,27.0,Mason Rudolph pass complete short left to Pat Freiermuth for 6 yards (tackle by Jaylon Jones),0.19,0.3,15.0,2023,211
4.0,1:53,,,,,,Timeout #1 by Pittsburgh Steelers,,,15.0,2023,211
4.0,1:53,3.0,7.0,PIT 36,13.0,27.0,Mason Rudolph pass incomplete short right intended for Diontae Johnson,0.3,-0.98,15.0,2023,211
4.0,1:48,4.0,7.0,PIT 36,13.0,27.0,Mason Rudolph sacked by Samson Ebukam for -11 yards,-0.98,-3.91,15.0,2023,211
4.0,1:42,1.0,10.0,PIT 25,13.0,27.0,Gardner Minshew kneels for -1 yards,3.91,3.23,15.0,2023,211
4.0,1:41,,,,,,Timeout #2 by Pittsburgh Steelers,,,15.0,2023,211
4.0,1:41,2.0,11.0,PIT 26,13.0,27.0,Tyler Goodson up the middle for 1 yard (tackle by Trenton Thompson and Markus Golden),3.23,2.68,15.0,2023,211
4.0,1:36,,,,,,Timeout #3 by Pittsburgh Steelers,,,15.0,2023,211
4.0,1:36,3.0,10.0,PIT 25,13.0,27.0,Trey Sermon left guard for 1 yard (tackle by Montravius Adams and Markus Golden),2.68,1.87,15.0,2023,211
4.0,0:52,,,,,,Timeout #2 by Indianapolis Colts,,,15.0,2023,211
4.0,0:52,4.0,9.0,PIT 24,13.0,30.0,Matt Gay 42 yard field goal good,1.87,3.0,15.0,2023,211
4.0,0:48,,,IND 35,13.0,30.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,211
4.0,0:48,1.0,10.0,PIT 25,13.0,30.0,Jaylen Warren up the middle for 11 yards (tackle by Nick Cross and Cameron McGrone),0.61,1.33,15.0,2023,211
4.0,0:22,1.0,10.0,PIT 36,13.0,30.0,Jaylen Warren up the middle for 2 yards (tackle by Cameron McGrone and Taven Bryan),1.33,1.06,15.0,2023,211
