Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA,week,year,game_id
1.0,10:58,4.0,5.0,NOR 32,7.0,3.0,Rodrigo Blankenship 50 yard field goal good,1.26,3.0,7.0,2022,95
1.0,10:54,,,ARI 35,7.0,3.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
1.0,10:54,1.0,10.0,NOR 25,7.0,3.0,Mark Ingram up the middle for -1 yards (tackle by Tanner Vallejo),0.61,-0.07,7.0,2022,95
1.0,10:33,2.0,11.0,NOR 24,7.0,3.0,Andy Dalton pass incomplete short middle intended for Chris Olave,-0.07,-0.76,7.0,2022,95
1.0,10:21,3.0,11.0,NOR 24,7.0,3.0,Andy Dalton pass complete short right to Chris Olave for 15 yards (tackle by Jalen Thompson),-0.76,1.53,7.0,2022,95
1.0,9:40,1.0,10.0,NOR 39,7.0,3.0,Alvin Kamara right tackle for 6 yards (tackle by Cameron Thomas),1.53,1.8,7.0,2022,95
1.0,9:02,2.0,4.0,NOR 45,7.0,3.0,Taysom Hill left tackle for 3 yards (tackle by Victor Dimukeje),1.8,1.49,7.0,2022,95
1.0,8:25,3.0,1.0,NOR 48,7.0,3.0,Mark Ingram up the middle for 2 yards (tackle by Zaven Collins and Michael Dogbe),1.49,2.26,7.0,2022,95
1.0,7:46,1.0,10.0,NOR 50,7.0,3.0,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",2.26,1.93,7.0,2022,95
1.0,7:28,1.0,15.0,NOR 45,7.0,3.0,Andy Dalton pass complete short left to Chris Olave for 10 yards (tackle by Marco Wilson),1.93,2.39,7.0,2022,95
1.0,7:02,2.0,5.0,ARI 45,7.0,3.0,Taysom Hill pass complete short right to Alvin Kamara for 7 yards (tackle by Zaven Collins),2.39,3.05,7.0,2022,95
1.0,6:22,1.0,10.0,ARI 38,7.0,3.0,Alvin Kamara up the middle for -2 yards (tackle by Zach Allen),3.05,2.24,7.0,2022,95
1.0,5:39,2.0,12.0,ARI 40,7.0,3.0,Andy Dalton pass complete short right to Mark Ingram for 3 yards (tackle by Zaven Collins and Ben Niemann),2.24,1.95,7.0,2022,95
1.0,4:54,3.0,9.0,ARI 37,7.0,3.0,Andy Dalton pass complete short left to Chris Olave for 15 yards (tackle by Antonio Hamilton),1.95,4.11,7.0,2022,95
1.0,4:12,1.0,10.0,ARI 22,7.0,3.0,Alvin Kamara for 10 yards (tackle by Isaiah Simmons),4.11,4.78,7.0,2022,95
1.0,3:34,1.0,10.0,ARI 12,7.0,3.0,Alvin Kamara left tackle for 4 yards (tackle by Jalen Thompson),4.78,4.83,7.0,2022,95
1.0,2:52,2.0,6.0,ARI 8,7.0,3.0,Alvin Kamara left tackle for -2 yards (tackle by Budda Baker),4.83,3.48,7.0,2022,95
1.0,2:13,3.0,8.0,ARI 10,7.0,3.0,Andy Dalton pass deep middle intended for Marquez Callaway is intercepted by Antonio Hamilton in end zone and returned for no gain,3.48,-0.28,7.0,2022,95
1.0,2:06,1.0,10.0,ARI 20,7.0,3.0,Kyler Murray up the middle for 17 yards (tackle by Chris Harris),0.28,1.4,7.0,2022,95
1.0,1:29,1.0,10.0,ARI 37,7.0,3.0,Eno Benjamin up the middle for 45 yards (tackle by Tyrann Mathieu),1.4,4.37,7.0,2022,95
1.0,0:51,1.0,10.0,NOR 18,7.0,3.0,Kyler Murray left end for 1 yard (tackle by Marcus Davenport),4.37,3.94,7.0,2022,95
1.0,0:08,2.0,9.0,NOR 17,7.0,3.0,Kyler Murray pass complete short left to Keaontay Ingram for -1 yards (tackle by Pete Werner),3.94,3.05,7.0,2022,95
2.0,15:00,3.0,10.0,NOR 18,7.0,3.0,Kyler Murray scrambles left end for 11 yards (tackle by Tyrann Mathieu),3.05,5.6,7.0,2022,95
2.0,14:14,1.0,7.0,NOR 7,7.0,3.0,Eno Benjamin left tackle for -3 yards (tackle by Pete Werner),5.6,4.19,7.0,2022,95
2.0,13:27,,,,,,Timeout #1 by Arizona Cardinals,,,7.0,2022,95
2.0,13:27,2.0,10.0,NOR 10,7.0,3.0,Kyler Murray pass incomplete short left intended for Eno Benjamin,4.19,3.13,7.0,2022,95
2.0,13:23,3.0,10.0,NOR 10,7.0,3.0,"Kyler Murray pass incomplete short right intended for Rondale Moore. Penalty on Rondale Moore: Offensive Pass Interference, 10 yards (declined)",3.13,2.76,7.0,2022,95
2.0,13:19,4.0,10.0,NOR 10,7.0,6.0,Rodrigo Blankenship 28 yard field goal good,2.76,3.0,7.0,2022,95
2.0,13:15,,,ARI 35,7.0,6.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
2.0,13:15,1.0,10.0,NOR 25,7.0,6.0,Mark Ingram up the middle for 5 yards (tackle by Zaven Collins and Tanner Vallejo),0.61,0.74,7.0,2022,95
2.0,12:34,2.0,5.0,NOR 30,7.0,6.0,Taysom Hill up the middle for 3 yards (tackle by Zach Allen and Leki Fotu),0.74,0.43,7.0,2022,95
2.0,11:52,3.0,2.0,NOR 33,7.0,6.0,Andy Dalton pass complete short left to Kevin White for 64 yards (tackle by Antonio Hamilton),0.43,6.51,7.0,2022,95
2.0,11:07,1.0,3.0,ARI 3,7.0,6.0,Alvin Kamara left tackle for no gain (tackle by J.J. Watt and Isaiah Simmons),6.51,5.53,7.0,2022,95
2.0,10:33,2.0,3.0,ARI 3,13.0,6.0,"Andy Dalton pass complete short right to Taysom Hill for 3 yards, touchdown",5.53,7.0,7.0,2022,95
2.0,10:29,,,ARI 15,14.0,6.0,Wil Lutz kicks extra point good,0.0,0.0,7.0,2022,95
2.0,10:29,,,NOR 35,14.0,6.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
2.0,10:29,1.0,10.0,ARI 25,14.0,6.0,Keaontay Ingram up the middle for no gain (tackle by Demario Davis and Kentavius Street),0.61,0.06,7.0,2022,95
2.0,9:56,2.0,10.0,ARI 25,14.0,6.0,Kyler Murray pass complete short left to Keaontay Ingram for 24 yards (tackle by Carl Granderson),0.06,2.19,7.0,2022,95
2.0,9:05,1.0,10.0,ARI 49,14.0,6.0,Eno Benjamin up the middle for 3 yards (tackle by David Onyemata and Chris Harris),2.19,2.05,7.0,2022,95
2.0,8:31,2.0,7.0,NOR 48,14.0,6.0,Kyler Murray pass complete deep right to DeAndre Hopkins for 18 yards,2.05,3.58,7.0,2022,95
2.0,7:53,1.0,10.0,NOR 30,14.0,6.0,Keaontay Ingram right end for 1 yard (tackle by Cameron Jordan and Marcus Davenport),3.58,3.17,7.0,2022,95
2.0,7:17,2.0,9.0,NOR 29,14.0,6.0,Kyler Murray pass complete short left to Eno Benjamin for -1 yards (tackle by Justin Evans and Malcolm Roach),3.17,2.34,7.0,2022,95
2.0,6:41,3.0,10.0,NOR 30,14.0,6.0,"Kyler Murray sacked by David Onyemata for no gain. Penalty on Justin Evans: Defensive Holding, 5 yards (accepted) (no play)",2.34,3.91,7.0,2022,95
2.0,6:20,1.0,10.0,NOR 25,14.0,6.0,Kyler Murray pass complete to DeAndre Hopkins for 7 yards (tackle by Chris Harris),3.91,4.37,7.0,2022,95
2.0,6:00,2.0,3.0,NOR 18,14.0,6.0,Eno Benjamin up the middle for 5 yards (tackle by Marcus Maye and Marcus Davenport),4.37,4.71,7.0,2022,95
2.0,5:21,1.0,10.0,NOR 13,14.0,6.0,Kyler Murray up the middle for -4 yards (tackle by Tanoh Kpassagnon),4.71,3.5,7.0,2022,95
2.0,4:40,2.0,14.0,NOR 17,14.0,6.0,Kyler Murray pass complete short left to DeAndre Hopkins for 7 yards (tackle by Chris Harris),3.5,3.65,7.0,2022,95
2.0,3:53,3.0,7.0,NOR 10,14.0,6.0,Kyler Murray pass complete short middle to Zach Ertz for 6 yards (tackle by Chris Harris),3.65,3.04,7.0,2022,95
2.0,3:12,,,,,,Timeout #1 by New Orleans Saints,,,7.0,2022,95
2.0,3:12,4.0,1.0,NOR 4,14.0,6.0,Kyler Murray scrambles left end for 2 yards (tackle by Carl Granderson),3.04,6.74,7.0,2022,95
2.0,2:32,,,,,,Timeout #2 by Arizona Cardinals,,,7.0,2022,95
2.0,2:32,1.0,2.0,NOR 2,14.0,12.0,"Keaontay Ingram up the middle for 2 yards, touchdown",6.74,7.0,7.0,2022,95
2.0,2:28,,,NOR 2,14.0,12.0,"Penalty on Chris Harris: Defensive Holding, 1 yard (accepted) (no play)",0.0,1.0,7.0,2022,95
2.0,2:28,,,NOR 1,14.0,14.0,"Two Point Attempt: Eno Benjamin rushes, conversion succeeds.",1.0,1.0,7.0,2022,95
2.0,2:28,,,ARI 35,14.0,14.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
2.0,2:28,1.0,10.0,NOR 25,14.0,14.0,Alvin Kamara left end for 10 yards (tackle by Leki Fotu),0.61,1.27,7.0,2022,95
2.0,2:00,1.0,10.0,NOR 35,14.0,20.0,"Andy Dalton pass intended for Marquez Callaway is intercepted by Marco Wilson at NO-38 and returned for 38 yards, touchdown",1.27,-7.0,7.0,2022,95
2.0,1:50,,,NOR 15,14.0,20.0,Rodrigo Blankenship kicks extra point no good,0.0,-1.0,7.0,2022,95
2.0,1:50,,,ARI 35,14.0,20.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
2.0,1:50,1.0,10.0,NOR 25,14.0,20.0,Andy Dalton pass complete short right to Marquez Callaway for 8 yards (tackle by Ben Niemann and Jalen Thompson),0.61,1.14,7.0,2022,95
2.0,1:30,2.0,2.0,NOR 33,14.0,20.0,Andy Dalton scrambles right end for 14 yards (tackle by Ben Niemann),1.14,2.06,7.0,2022,95
2.0,1:07,1.0,10.0,NOR 47,14.0,20.0,Andy Dalton pass incomplete,2.06,1.52,7.0,2022,95
2.0,1:03,2.0,10.0,NOR 47,14.0,20.0,Andy Dalton pass incomplete deep right intended for Marquez Callaway (defended by Antonio Hamilton) (defended by Jalen Thompson),1.52,0.83,7.0,2022,95
2.0,0:57,3.0,10.0,NOR 47,14.0,26.0,"Andy Dalton pass intended for Chris Olave is intercepted by Isaiah Simmons at ARI-44 and returned for 56 yards, touchdown",0.83,-7.0,7.0,2022,95
2.0,0:46,,,NOR 2,14.0,28.0,Two Point Attempt: Kyler Murray pass complete to to Zach Ertz for no gain,1.0,1.0,7.0,2022,95
2.0,0:46,,,ARI 35,14.0,28.0,"Rodrigo Blankenship kicks off 71 yards, returned by Rashid Shaheed for 23 yards (tackle by Trey McBride). Penalty on Dwayne Washington: Unnecessary Roughness / Offense, 8 yards (accepted)",0.0,-0.38,7.0,2022,95
2.0,0:46,1.0,10.0,NOR 9,14.0,28.0,Andy Dalton kneels for -1 yards,-0.38,-0.85,7.0,2022,95
3.0,15:00,,,NOR 35,14.0,28.0,"Wil Lutz kicks off 57 yards, returned by Greg Dortch for 17 yards (tackle by Andrew Dowell)",0.0,0.61,7.0,2022,95
3.0,14:55,1.0,10.0,ARI 25,14.0,28.0,Kyler Murray pass complete short right to DeAndre Hopkins for 5 yards (tackle by Marcus Maye),0.61,0.74,7.0,2022,95
3.0,14:19,2.0,5.0,ARI 30,14.0,28.0,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,0.74,0.04,7.0,2022,95
3.0,14:15,3.0,5.0,ARI 30,14.0,28.0,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,0.04,-1.37,7.0,2022,95
3.0,14:12,4.0,5.0,ARI 30,14.0,28.0,Andy Lee punts 31 yards downed by Zeke Turner,-1.37,-1.53,7.0,2022,95
3.0,14:00,1.0,10.0,NOR 39,14.0,28.0,Andy Dalton pass complete short left to Tre'Quan Smith for 9 yards (tackle by Marco Wilson and Jalen Thompson),1.53,2.2,7.0,2022,95
3.0,13:21,2.0,1.0,NOR 48,14.0,28.0,Mark Ingram right tackle for no gain (tackle by J.J. Watt),2.2,1.49,7.0,2022,95
3.0,12:39,3.0,1.0,NOR 48,14.0,28.0,Taysom Hill up the middle for 3 yards (tackle by Budda Baker),1.49,2.32,7.0,2022,95
3.0,12:03,1.0,10.0,ARI 49,14.0,28.0,Andy Dalton pass incomplete short left intended for Alvin Kamara (defended by Budda Baker),2.32,1.78,7.0,2022,95
3.0,11:55,2.0,10.0,ARI 49,14.0,28.0,Taysom Hill pass complete short middle to Chris Olave for 41 yards (tackle by Jalen Thompson and Budda Baker),1.78,5.37,7.0,2022,95
3.0,11:12,1.0,8.0,ARI 8,14.0,28.0,Alvin Kamara for -1 yards (tackle by Jesse Luketa),5.37,4.38,7.0,2022,95
3.0,10:37,2.0,9.0,ARI 9,14.0,28.0,Andy Dalton pass complete short right to Mark Ingram for 2 yards (tackle by Ben Niemann),4.38,3.81,7.0,2022,95
3.0,9:54,3.0,7.0,ARI 7,14.0,28.0,Andy Dalton pass incomplete intended for Tre'Quan Smith,3.81,2.97,7.0,2022,95
3.0,9:47,4.0,7.0,ARI 7,17.0,28.0,Wil Lutz 25 yard field goal good,2.97,3.0,7.0,2022,95
3.0,9:44,,,NOR 35,17.0,28.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
3.0,9:44,1.0,10.0,ARI 25,17.0,28.0,Eno Benjamin right end for 1 yard (tackle by Malcolm Roach),0.61,0.2,7.0,2022,95
3.0,9:05,2.0,9.0,ARI 26,17.0,28.0,Kyler Murray pass incomplete short middle intended for Zach Ertz (defended by Kentavius Street),0.2,-0.49,7.0,2022,95
3.0,8:58,3.0,9.0,ARI 26,17.0,28.0,"Penalty on Billy Price: False Start, 5 yards (accepted) (no play)",-0.49,-1.15,7.0,2022,95
3.0,8:58,3.0,14.0,ARI 21,17.0,28.0,Kyler Murray sacked by Cameron Jordan for -9 yards,-1.15,-2.49,7.0,2022,95
3.0,8:16,4.0,23.0,ARI 12,17.0,28.0,"Andy Lee punts 56 yards, returned by Rashid Shaheed for 14 yards (tackle by Tanner Vallejo)",-2.49,-1.99,7.0,2022,95
3.0,8:05,1.0,10.0,NOR 46,17.0,28.0,Andy Dalton pass incomplete deep left intended for Chris Olave (defended by Marco Wilson),1.99,1.45,7.0,2022,95
3.0,7:57,2.0,10.0,NOR 46,17.0,28.0,Alvin Kamara up the middle for 3 yards (tackle by Zach Allen and Markus Golden),1.45,1.16,7.0,2022,95
3.0,7:09,3.0,7.0,NOR 49,17.0,28.0,Andy Dalton pass incomplete deep left intended for Chris Olave,1.16,-0.13,7.0,2022,95
3.0,7:07,4.0,7.0,NOR 49,17.0,28.0,Blake Gillikin punts 36 yards out of bounds,-0.13,0.22,7.0,2022,95
3.0,7:00,1.0,10.0,ARI 15,17.0,28.0,Keaontay Ingram up the middle for -3 yards (tackle by Tanoh Kpassagnon),-0.22,-1.0,7.0,2022,95
3.0,6:19,2.0,13.0,ARI 12,17.0,28.0,Kyler Murray pass complete short middle to Zach Ertz for 15 yards (tackle by Demario Davis),-1.0,0.74,7.0,2022,95
3.0,5:39,1.0,10.0,ARI 27,17.0,28.0,Kyler Murray pass incomplete short left intended for Zach Ertz (defended by Pete Werner),0.74,0.2,7.0,2022,95
3.0,5:33,2.0,10.0,ARI 27,17.0,28.0,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",0.2,-0.48,7.0,2022,95
3.0,5:33,2.0,15.0,ARI 22,17.0,28.0,"Kyler Murray pass complete deep left to DeAndre Hopkins for 17 yards. DeAndre Hopkins fumbles (forced by Chris Harris), recovered by DeAndre Hopkins at ARI-39",-0.48,1.53,7.0,2022,95
3.0,4:51,1.0,10.0,ARI 39,17.0,28.0,Greg Dortch left end for 1 yard (tackle by Tyrann Mathieu and Pete Werner),1.53,1.12,7.0,2022,95
3.0,4:12,2.0,9.0,ARI 40,17.0,28.0,Kyler Murray pass complete short right to Eno Benjamin for 6 yards (tackle by Cameron Jordan),1.12,1.22,7.0,2022,95
3.0,3:27,3.0,3.0,ARI 46,17.0,28.0,Kyler Murray pass complete short right to Eno Benjamin for 16 yards (tackle by Demario Davis and Marcus Maye),1.22,3.05,7.0,2022,95
3.0,2:41,1.0,10.0,NOR 38,17.0,28.0,Kyler Murray pass complete short left to DeAndre Hopkins for 9 yards (tackle by Justin Evans),3.05,3.72,7.0,2022,95
3.0,2:21,2.0,1.0,NOR 29,17.0,28.0,Kyler Murray pass complete short right to DeAndre Hopkins for 17 yards (tackle by Alontae Taylor),3.72,4.78,7.0,2022,95
3.0,1:28,1.0,10.0,NOR 12,17.0,28.0,"Keaontay Ingram for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Keaontay Ingram for 11 yards (tackle by Alontae Taylor)",4.78,6.97,7.0,2022,95
3.0,1:19,1.0,1.0,NOR 1,17.0,28.0,"Kyler Murray for -4 yards. Kyler Murray fumbles, recovered by Kyler Murray at NO-5 (tackle by Cameron Jordan)",6.97,5.15,7.0,2022,95
3.0,0:32,,,,,,Timeout #1 by Arizona Cardinals,,,7.0,2022,95
3.0,0:32,2.0,5.0,NOR 5,17.0,34.0,"Kyler Murray pass complete short middle to Greg Dortch for 5 yards, touchdown",5.15,7.0,7.0,2022,95
3.0,0:29,,,NOR 15,17.0,35.0,Rodrigo Blankenship kicks extra point good,0.0,0.0,7.0,2022,95
3.0,0:29,,,ARI 35,17.0,35.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
3.0,0:29,1.0,10.0,NOR 25,17.0,35.0,Andy Dalton pass complete short right to Chris Olave for 7 yards (tackle by Byron Murphy),0.61,1.01,7.0,2022,95
3.0,0:07,2.0,3.0,NOR 32,17.0,35.0,Andy Dalton pass incomplete short right intended for Alvin Kamara,1.01,0.3,7.0,2022,95
3.0,0:01,3.0,3.0,NOR 32,17.0,35.0,Andy Dalton pass incomplete short middle intended for Chris Olave (defended by Zach Allen),0.3,-1.24,7.0,2022,95
4.0,15:00,4.0,3.0,NOR 32,17.0,35.0,Blake Gillikin punts 58 yards downed by J.T. Gray,-1.24,0.38,7.0,2022,95
4.0,14:49,1.0,10.0,ARI 10,17.0,35.0,Kyler Murray pass incomplete short right intended for DeAndre Hopkins,-0.38,-0.78,7.0,2022,95
4.0,14:45,2.0,10.0,ARI 10,17.0,35.0,"Kyler Murray sacked by Kentavius Street for no gain. Penalty on Chris Harris: Defensive Holding, 5 yards (accepted) (no play)",-0.78,-0.22,7.0,2022,95
4.0,14:25,1.0,10.0,ARI 15,17.0,35.0,Eno Benjamin right tackle for 1 yard (tackle by Kentavius Street and Malcolm Roach),-0.22,-0.58,7.0,2022,95
4.0,13:44,2.0,9.0,ARI 16,17.0,35.0,Kyler Murray pass incomplete deep right intended for Robbie Anderson,-0.58,-1.25,7.0,2022,95
4.0,13:33,3.0,9.0,ARI 16,17.0,35.0,Kyler Murray sacked by Demario Davis for -6 yards,-1.25,-2.49,7.0,2022,95
4.0,13:10,4.0,15.0,ARI 10,17.0,35.0,"Andy Lee punts 50 yards, returned by Rashid Shaheed for 14 yards (tackle by Stephen Anderson and Zeke Turner)",-2.49,-2.52,7.0,2022,95
4.0,12:54,1.0,10.0,ARI 46,17.0,35.0,Andy Dalton pass complete short left to Alvin Kamara for 11 yards (tackle by Zaven Collins),2.52,3.25,7.0,2022,95
4.0,12:33,1.0,10.0,ARI 35,17.0,35.0,Andy Dalton pass complete short left to Alvin Kamara for 5 yards (tackle by Zaven Collins),3.25,3.38,7.0,2022,95
4.0,12:10,2.0,5.0,ARI 30,17.0,35.0,Andy Dalton pass complete short right to Tre'Quan Smith for 7 yards (tackle by Isaiah Simmons),3.38,4.04,7.0,2022,95
4.0,11:34,1.0,10.0,ARI 23,17.0,35.0,Andy Dalton pass complete short middle to Alvin Kamara for 6 yards (tackle by Zaven Collins),4.04,4.38,7.0,2022,95
4.0,11:20,2.0,4.0,ARI 17,23.0,35.0,"Andy Dalton pass complete short right to Juwan Johnson for 17 yards, touchdown",4.38,7.0,7.0,2022,95
4.0,11:14,,,ARI 15,24.0,35.0,Wil Lutz kicks extra point good,0.0,0.0,7.0,2022,95
4.0,11:14,,,NOR 35,24.0,35.0,"Wil Lutz kicks off 60 yards, returned by Greg Dortch for 31 yards (tackle by Justin Evans)",0.0,1.33,7.0,2022,95
4.0,11:07,1.0,10.0,ARI 36,24.0,35.0,Kyler Murray left end for 4 yards (tackle by Marcus Davenport),1.33,1.33,7.0,2022,95
4.0,10:28,2.0,6.0,ARI 40,24.0,35.0,Kyler Murray pass complete short right to DeAndre Hopkins for 14 yards (tackle by Justin Evans),1.33,2.52,7.0,2022,95
4.0,8:41,1.0,10.0,NOR 46,24.0,35.0,"Eno Benjamin up the middle for 9 yards (tackle by David Onyemata and Pete Werner). Penalty on Cameron Jordan: Face Mask (15 Yards), 15 yards (accepted)",2.52,4.11,7.0,2022,95
4.0,9:32,1.0,10.0,NOR 22,24.0,35.0,Eno Benjamin right tackle for 4 yards (tackle by Tanoh Kpassagnon and Pete Werner),4.11,4.13,7.0,2022,95
4.0,8:41,2.0,6.0,NOR 18,24.0,35.0,Keaontay Ingram right tackle for 3 yards (tackle by Shy Tuttle),4.13,3.93,7.0,2022,95
4.0,7:56,3.0,3.0,NOR 15,24.0,35.0,"Penalty on ARI: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",3.93,3.14,7.0,2022,95
4.0,7:56,3.0,8.0,NOR 20,24.0,35.0,Eno Benjamin left tackle for 15 yards (tackle by Marcus Maye and Tyrann Mathieu),3.14,6.06,7.0,2022,95
4.0,7:08,1.0,5.0,NOR 5,24.0,35.0,Eno Benjamin up the middle for no gain (tackle by Pete Werner and Cameron Jordan),6.06,5.15,7.0,2022,95
4.0,6:26,2.0,5.0,NOR 5,24.0,41.0,"Eno Benjamin up the middle for 5 yards, touchdown",5.15,7.0,7.0,2022,95
4.0,6:22,,,NOR 15,24.0,42.0,Rodrigo Blankenship kicks extra point good,0.0,0.0,7.0,2022,95
4.0,6:22,,,ARI 35,24.0,42.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,95
4.0,6:22,1.0,10.0,NOR 25,24.0,42.0,Andy Dalton pass complete short right to Juwan Johnson for 7 yards (tackle by Antonio Hamilton),0.61,1.01,7.0,2022,95
4.0,5:56,2.0,3.0,NOR 32,24.0,42.0,Andy Dalton pass incomplete deep right intended for Chris Olave (defended by Jalen Thompson),1.01,0.3,7.0,2022,95
4.0,5:51,3.0,3.0,NOR 32,24.0,42.0,"Andy Dalton pass incomplete short left intended for Marquez Callaway. Penalty on Marco Wilson: Defensive Holding, 5 yards (accepted) (no play)",0.3,1.4,7.0,2022,95
4.0,5:47,1.0,10.0,NOR 37,24.0,42.0,Andy Dalton pass complete short right to Tre'Quan Smith for 17 yards (tackle by Antonio Hamilton),1.4,2.52,7.0,2022,95
4.0,5:30,1.0,10.0,ARI 46,24.0,42.0,Andy Dalton pass complete to Chris Olave for 13 yards (tackle by Antonio Hamilton),2.52,3.38,7.0,2022,95
4.0,5:26,1.0,10.0,ARI 33,24.0,42.0,Andy Dalton pass complete short middle to Mark Ingram for 11 yards (tackle by Isaiah Simmons),3.38,4.11,7.0,2022,95
4.0,4:49,1.0,10.0,ARI 22,24.0,42.0,Andy Dalton pass incomplete short right,4.11,3.56,7.0,2022,95
4.0,4:40,2.0,10.0,ARI 22,24.0,42.0,Andy Dalton pass complete short left to Juwan Johnson for 1 yard (tackle by Markus Golden),3.56,3.01,7.0,2022,95
4.0,4:11,3.0,9.0,ARI 21,24.0,42.0,Andy Dalton pass complete short right to Tre'Quan Smith for 6 yards (tackle by Byron Murphy),3.01,2.54,7.0,2022,95
4.0,4:04,4.0,3.0,ARI 15,24.0,42.0,Andy Dalton pass complete short left to Marquez Callaway for 12 yards (tackle by Marco Wilson),2.54,6.51,7.0,2022,95
4.0,3:41,1.0,3.0,ARI 3,24.0,42.0,Andy Dalton scrambles up the middle for 2 yards (tackle by Budda Baker),6.51,5.91,7.0,2022,95
4.0,3:12,2.0,1.0,ARI 1,30.0,42.0,"Andy Dalton pass complete short left to Juwan Johnson for 1 yard, touchdown",5.91,7.0,7.0,2022,95
4.0,3:07,,,ARI 15,31.0,42.0,Wil Lutz kicks extra point good,0.0,0.0,7.0,2022,95
4.0,3:07,,,NOR 35,31.0,42.0,"Wil Lutz kicks onside 13 yards, returned by Trey McBride for no gain",0.0,2.39,7.0,2022,95
4.0,3:07,1.0,10.0,NOR 48,31.0,42.0,Kyler Murray pass complete short left to DeAndre Hopkins for 4 yards (tackle by Marcus Maye and Marcus Davenport),2.39,2.39,7.0,2022,95
4.0,2:59,,,,,,Timeout #1 by New Orleans Saints,,,7.0,2022,95
4.0,2:59,2.0,6.0,NOR 44,31.0,42.0,Keaontay Ingram up the middle for no gain (tackle by Marcus Davenport and Cameron Jordan),2.39,1.69,7.0,2022,95
4.0,2:54,,,,,,Timeout #2 by New Orleans Saints,,,7.0,2022,95
4.0,2:54,3.0,6.0,NOR 44,31.0,42.0,Keaontay Ingram up the middle for 4 yards (tackle by Justin Evans),1.69,0.59,7.0,2022,95
4.0,2:49,,,,,,Timeout #3 by New Orleans Saints,,,7.0,2022,95
4.0,2:49,4.0,2.0,NOR 40,31.0,42.0,"Andy Lee punts 40 yards, touchback.",0.59,-0.28,7.0,2022,95
4.0,2:40,1.0,10.0,NOR 20,31.0,42.0,Andy Dalton pass complete deep middle to Tre'Quan Smith for 20 yards (tackle by Byron Murphy),0.28,1.6,7.0,2022,95
