Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA,week,year,game_id
1.0,9:04,1.0,10.0,DEN 39,0.0,0.0,Brett Rypien pass incomplete short left intended for Jerry Jeudy (defended by D.J. Reed),1.53,0.99,7.0,2022,104
1.0,9:00,2.0,10.0,DEN 39,0.0,0.0,Brett Rypien pass incomplete short middle intended for Melvin Gordon,0.99,0.3,7.0,2022,104
1.0,8:56,3.0,10.0,DEN 39,0.0,0.0,Brett Rypien pass incomplete short left intended for KJ Hamler,0.3,-0.78,7.0,2022,104
1.0,8:52,4.0,10.0,DEN 39,0.0,0.0,Corliss Waitman punts 34 yards downed by Tyrie Cleveland,-0.78,-0.74,7.0,2022,104
1.0,8:40,1.0,10.0,NYJ 27,0.0,0.0,Zach Wilson scrambles left end for 4 yards (tackle by Alex Singleton),0.74,0.74,7.0,2022,104
1.0,8:09,2.0,6.0,NYJ 31,0.0,0.0,Zach Wilson pass complete short right to Braxton Berrios for 7 yards (tackle by Patrick Surtain),0.74,1.47,7.0,2022,104
1.0,7:44,1.0,10.0,NYJ 38,6.0,0.0,"Breece Hall left end for 62 yards, touchdown",1.47,7.0,7.0,2022,104
1.0,7:34,,,DEN 15,7.0,0.0,Greg Zuerlein kicks extra point good,0.0,0.0,7.0,2022,104
1.0,7:34,,,NYJ 35,7.0,0.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,104
1.0,7:34,1.0,10.0,DEN 25,7.0,0.0,Latavius Murray right end for 1 yard (tackle by Quincy Williams and Kwon Alexander),0.61,0.2,7.0,2022,104
1.0,6:59,2.0,9.0,DEN 26,7.0,0.0,Brett Rypien pass complete short right to Eric Tomlinson for 8 yards (tackle by Sauce Gardner),0.2,0.56,7.0,2022,104
1.0,6:25,3.0,1.0,DEN 34,7.0,0.0,Brett Rypien up the middle for 2 yards (tackle by Nathan Shepherd),0.56,1.33,7.0,2022,104
1.0,5:59,1.0,10.0,DEN 36,7.0,0.0,Latavius Murray left tackle for 5 yards (tackle by Quinnen Williams),1.33,1.47,7.0,2022,104
1.0,5:26,2.0,5.0,DEN 41,7.0,0.0,"Latavius Murray left end for no gain (tackle by Quinnen Williams and Marcell Harris). Penalty on John Franklin-Myers: Defensive Offside, 5 yards (accepted) (no play)",1.47,1.99,7.0,2022,104
1.0,5:11,1.0,10.0,DEN 46,7.0,0.0,Brett Rypien pass incomplete short right,1.99,1.45,7.0,2022,104
1.0,5:04,2.0,10.0,DEN 46,7.0,0.0,"Melvin Gordon left tackle for 5 yards (tackle by Nathan Shepherd and Quincy Williams). Penalty on Solomon Thomas: Defensive Holding, 5 yards (accepted)",1.45,2.65,7.0,2022,104
1.0,4:47,1.0,10.0,NYJ 44,7.0,0.0,Mike Boone right guard for 6 yards (tackle by C.J. Mosley and D.J. Reed),2.65,2.92,7.0,2022,104
1.0,4:14,2.0,4.0,NYJ 38,7.0,0.0,Mike Boone right end for 15 yards (tackle by Sauce Gardner),2.92,4.04,7.0,2022,104
1.0,3:40,1.0,10.0,NYJ 23,7.0,0.0,Mike Boone right tackle for no gain (tackle by Micheal Clemons),4.04,3.5,7.0,2022,104
1.0,3:00,2.0,10.0,NYJ 23,7.0,0.0,Brett Rypien pass incomplete deep right intended for Greg Dulcich,3.5,2.81,7.0,2022,104
1.0,2:54,3.0,10.0,NYJ 23,7.0,0.0,Brett Rypien pass complete deep left to Jerry Jeudy for 17 yards,2.81,5.83,7.0,2022,104
1.0,2:15,1.0,6.0,NYJ 6,7.0,0.0,Latavius Murray right guard for 4 yards (tackle by Quinnen Williams and Carl Lawson),5.83,5.72,7.0,2022,104
1.0,1:37,2.0,2.0,NYJ 2,7.0,6.0,"Latavius Murray left tackle for 2 yards, touchdown",5.72,7.0,7.0,2022,104
1.0,1:33,,,NYJ 15,7.0,6.0,Brandon McManus kicks extra point no good,0.0,-1.0,7.0,2022,104
1.0,1:33,,,DEN 35,7.0,6.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,104
1.0,1:33,1.0,10.0,NYJ 25,7.0,6.0,Michael Carter right tackle for 4 yards (tackle by D.J. Jones),0.61,0.6,7.0,2022,104
1.0,0:54,2.0,6.0,NYJ 29,7.0,6.0,"Zach Wilson sacked by Dre'Mont Jones for -10 yards DEN challenged the runner was down by contact ruling, and the play was upheld.",0.6,-1.51,7.0,2022,104
1.0,0:41,3.0,16.0,NYJ 19,7.0,6.0,Zach Wilson sacked by Dre'Mont Jones for -5 yards,-1.51,-2.47,7.0,2022,104
2.0,15:00,4.0,21.0,NYJ 14,7.0,6.0,Braden Mann punts 38 yards out of bounds,-2.47,-2.13,7.0,2022,104
2.0,14:53,1.0,10.0,DEN 48,7.0,6.0,Melvin Gordon right tackle for 2 yards (tackle by Lamarcus Joyner),2.13,1.85,7.0,2022,104
2.0,14:19,2.0,8.0,DEN 50,7.0,6.0,Melvin Gordon left tackle for 1 yard (tackle by Quinnen Williams),1.85,1.29,7.0,2022,104
2.0,13:38,3.0,7.0,NYJ 49,7.0,6.0,Brett Rypien scrambles for 6 yards (tackle by Bryce Huff),1.29,0.4,7.0,2022,104
2.0,13:03,4.0,1.0,NYJ 43,7.0,6.0,Brett Rypien up the middle for 1 yard (tackle by Nathan Shepherd),0.4,2.79,7.0,2022,104
2.0,12:14,1.0,10.0,NYJ 42,7.0,6.0,Brett Rypien pass incomplete deep right intended for Jerry Jeudy,2.79,2.24,7.0,2022,104
2.0,12:07,2.0,10.0,NYJ 42,7.0,6.0,Latavius Murray left guard for 4 yards (tackle by D.J. Reed),2.24,2.08,7.0,2022,104
2.0,11:31,3.0,6.0,NYJ 38,7.0,6.0,Brett Rypien pass incomplete deep right intended for Eric Saubert,2.08,0.72,7.0,2022,104
2.0,11:25,4.0,6.0,NYJ 38,7.0,6.0,Brandon McManus 56 yard field goal no good,0.72,-1.99,7.0,2022,104
2.0,11:20,1.0,10.0,NYJ 46,7.0,6.0,Breece Hall left end for 4 yards (tackle by Matt Henningsen),1.99,1.99,7.0,2022,104
2.0,10:41,2.0,6.0,NYJ 50,7.0,6.0,Zach Wilson pass complete short left to Braxton Berrios for no gain (tackle by Jonathon Cooper),1.99,1.29,7.0,2022,104
2.0,9:57,3.0,6.0,DEN 50,7.0,6.0,Zach Wilson pass incomplete short right intended for Jeff Smith (defended by K'Waun Williams),1.29,-0.06,7.0,2022,104
2.0,9:51,4.0,6.0,DEN 50,7.0,6.0,Braden Mann punts 49 yards downed by Brandin Echols,-0.06,0.38,7.0,2022,104
2.0,9:42,1.0,10.0,DEN 1,7.0,6.0,Brett Rypien pass complete short left to Greg Dulcich for 9 yards (tackle by Kwon Alexander),-0.38,-0.12,7.0,2022,104
2.0,9:09,2.0,1.0,DEN 10,7.0,6.0,Melvin Gordon up the middle for 3 yards (tackle by Jacob Martin and C.J. Mosley),-0.12,-0.32,7.0,2022,104
2.0,8:33,1.0,10.0,DEN 13,7.0,6.0,Brett Rypien pass complete deep right to Jerry Jeudy for 45 yards (tackle by Sauce Gardner),-0.32,2.79,7.0,2022,104
2.0,7:40,1.0,10.0,NYJ 42,7.0,6.0,Brett Rypien pass incomplete short right intended for Courtland Sutton (defended by Sauce Gardner),2.79,2.24,7.0,2022,104
2.0,7:35,2.0,10.0,NYJ 42,7.0,6.0,Mike Boone right tackle for 2 yards (tackle by Quincy Williams),2.24,1.82,7.0,2022,104
2.0,6:48,3.0,8.0,NYJ 40,7.0,6.0,"Brett Rypien pass incomplete deep right intended for Melvin Gordon. Penalty on Lamarcus Joyner: Defensive Holding, 5 yards (accepted) (no play)",1.82,3.25,7.0,2022,104
2.0,6:42,1.0,10.0,NYJ 35,7.0,6.0,Melvin Gordon right tackle for 1 yard (tackle by Solomon Thomas and Vinny Curry),3.25,2.84,7.0,2022,104
2.0,6:07,2.0,9.0,NYJ 34,7.0,6.0,Brett Rypien pass complete short left to Eric Tomlinson for 13 yards (tackle by Quincy Williams),2.84,4.17,7.0,2022,104
2.0,5:27,1.0,10.0,NYJ 21,7.0,6.0,Montrell Washington right end for 2 yards (tackle by C.J. Mosley and Jordan Whitehead),4.17,3.9,7.0,2022,104
2.0,4:44,2.0,8.0,NYJ 19,7.0,6.0,"Penalty on Eric Saubert: False Start, 5 yards (accepted) (no play)",3.9,3.22,7.0,2022,104
2.0,4:27,2.0,13.0,NYJ 24,7.0,6.0,"Brett Rypien aborted snap, recovered by Brett Rypien at NYJ-24 Brett Rypien pass incomplete deep right intended for Courtland Sutton (defended by Sauce Gardner)",3.22,2.54,7.0,2022,104
2.0,4:21,3.0,13.0,NYJ 24,7.0,6.0,Brett Rypien pass complete short right to Latavius Murray for -2 yards (tackle by John Franklin-Myers),2.54,1.74,7.0,2022,104
2.0,3:41,4.0,15.0,NYJ 26,7.0,9.0,Brandon McManus 44 yard field goal good,1.74,3.0,7.0,2022,104
2.0,3:37,,,DEN 35,7.0,9.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,104
2.0,3:37,1.0,10.0,NYJ 25,7.0,9.0,Breece Hall left end for 2 yards (tackle by Patrick Surtain and Jonas Griffith),0.61,0.33,7.0,2022,104
2.0,3:17,2.0,8.0,NYJ 27,7.0,9.0,Zach Wilson pass incomplete short middle intended for Braxton Berrios,0.33,-0.36,7.0,2022,104
2.0,3:11,3.0,8.0,NYJ 27,7.0,9.0,Zach Wilson scrambles for 18 yards (tackle by P.J. Locke),-0.36,1.93,7.0,2022,104
2.0,2:21,1.0,10.0,NYJ 45,7.0,9.0,"Zach Wilson pass complete short right to Braxton Berrios for no gain (tackle by Alex Singleton). Penalty on Denzel Mims: Offensive Pass Interference, 10 yards (accepted) (no play)",1.93,1.27,7.0,2022,104
2.0,2:00,1.0,20.0,NYJ 35,7.0,9.0,"Penalty on Duane Brown: False Start, 5 yards (accepted) (no play)",1.27,0.94,7.0,2022,104
2.0,2:00,1.0,25.0,NYJ 30,7.0,9.0,Zach Wilson pass complete short middle to Michael Carter for 37 yards (tackle by Justin Simmons),0.94,3.38,7.0,2022,104
2.0,1:51,1.0,10.0,DEN 33,7.0,9.0,Zach Wilson pass complete short right to Denzel Mims for 4 yards (tackle by K'Waun Williams),3.38,3.38,7.0,2022,104
2.0,1:13,2.0,6.0,DEN 29,7.0,9.0,Zach Wilson pass complete short left to Garrett Wilson for 6 yards (tackle by K'Waun Williams),3.38,4.04,7.0,2022,104
2.0,0:40,1.0,10.0,DEN 23,7.0,9.0,"Ty Johnson left end for no gain (tackle by Alex Singleton). Penalty on Duane Brown: Offensive Holding, 10 yards (accepted) (no play)",4.04,3.38,7.0,2022,104
2.0,0:32,1.0,20.0,DEN 33,7.0,9.0,Zach Wilson pass incomplete short right,3.38,2.15,7.0,2022,104
2.0,0:24,2.0,20.0,DEN 33,7.0,9.0,Zach Wilson pass complete short middle to Tyler Conklin for 5 yards (tackle by Alex Singleton and Jonathon Cooper),2.15,2.15,7.0,2022,104
2.0,0:19,,,,,,Timeout #1 by New York Jets,,,7.0,2022,104
2.0,0:19,3.0,15.0,DEN 28,7.0,9.0,Michael Carter left guard for 1 yard (tackle by Bradley Chubb),2.15,1.67,7.0,2022,104
2.0,0:03,,,,,,Timeout #2 by New York Jets,,,7.0,2022,104
2.0,0:03,4.0,14.0,DEN 27,10.0,9.0,Greg Zuerlein 45 yard field goal good,1.67,3.0,7.0,2022,104
3.0,15:00,,,NYJ 35,10.0,9.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,104
3.0,15:00,1.0,10.0,DEN 25,10.0,9.0,Brett Rypien pass incomplete short left intended for Jerry Jeudy (defended by Quinnen Williams),0.61,0.06,7.0,2022,104
3.0,14:57,2.0,10.0,DEN 25,10.0,9.0,Brett Rypien pass complete short left to Courtland Sutton for 7 yards (tackle by D.J. Reed),0.06,0.3,7.0,2022,104
3.0,14:21,3.0,3.0,DEN 32,10.0,9.0,Brett Rypien pass complete short middle to Greg Dulcich for 7 yards (tackle by Brandin Echols and C.J. Mosley),0.3,1.53,7.0,2022,104
3.0,13:44,1.0,10.0,DEN 39,10.0,9.0,Brett Rypien pass incomplete deep middle intended for Courtland Sutton (defended by D.J. Reed),1.53,0.99,7.0,2022,104
3.0,13:36,2.0,10.0,DEN 39,10.0,9.0,Brett Rypien pass complete short left to Greg Dulcich for 4 yards (tackle by Jordan Whitehead),0.99,0.83,7.0,2022,104
3.0,13:01,3.0,6.0,DEN 43,10.0,9.0,Brett Rypien pass complete short right to Courtland Sutton for 5 yards (tackle by D.J. Reed),0.83,-0.19,7.0,2022,104
3.0,12:20,4.0,1.0,DEN 48,10.0,9.0,"Corliss Waitman punts 39 yards, fair catch by Braxton Berrios at NYJ-13",-0.19,0.32,7.0,2022,104
3.0,12:12,1.0,10.0,NYJ 13,10.0,9.0,Braxton Berrios left end for 25 yards (tackle by Justin Simmons),-0.32,1.47,7.0,2022,104
3.0,11:31,1.0,10.0,NYJ 38,10.0,9.0,"Ty Johnson left tackle for no gain (tackle by Kareem Jackson). Penalty on Dre'Mont Jones: Defensive Offside, 5 yards (accepted) (no play)",1.47,2.2,7.0,2022,104
3.0,11:16,1.0,5.0,NYJ 43,10.0,9.0,Michael Carter left tackle for 2 yards (tackle by D.J. Jones),2.2,1.87,7.0,2022,104
3.0,10:36,2.0,3.0,NYJ 45,10.0,9.0,Zach Wilson pass incomplete short middle intended for C.J. Uzomah,1.87,1.16,7.0,2022,104
3.0,10:31,3.0,3.0,NYJ 45,10.0,9.0,Zach Wilson pass incomplete short middle intended for Tyler Conklin,1.16,-0.39,7.0,2022,104
3.0,10:22,4.0,3.0,NYJ 45,10.0,9.0,"Braden Mann punts 55 yards, touchback.",-0.39,-0.28,7.0,2022,104
3.0,10:14,1.0,10.0,DEN 20,10.0,9.0,Latavius Murray up the middle for 4 yards (tackle by Solomon Thomas),0.28,0.27,7.0,2022,104
3.0,9:39,2.0,6.0,DEN 24,10.0,9.0,Latavius Murray right tackle for no gain (tackle by Micheal Clemons) (no play),0.27,-0.46,7.0,2022,104
3.0,9:25,2.0,11.0,DEN 19,10.0,9.0,"Brett Rypien pass incomplete deep left intended for KJ Hamler. Penalty on Vinny Curry: Roughing the Passer, 15 yards (accepted) (no play)",-0.46,1.2,7.0,2022,104
3.0,9:25,1.0,10.0,DEN 34,10.0,9.0,Latavius Murray right end for 1 yard (tackle by Quincy Williams),1.2,0.79,7.0,2022,104
3.0,8:51,2.0,9.0,DEN 35,10.0,9.0,Brett Rypien pass incomplete short right intended for Greg Dulcich,0.79,0.1,7.0,2022,104
3.0,8:48,3.0,9.0,DEN 35,10.0,9.0,Brett Rypien sacked by and Bryce Huff for -6 yards and Carl Lawson for -6 yards,0.1,-1.44,7.0,2022,104
3.0,8:13,4.0,15.0,DEN 29,10.0,9.0,Corliss Waitman punts 39 yards downed by Tyrie Cleveland,-1.44,-1.07,7.0,2022,104
3.0,8:06,1.0,10.0,NYJ 32,10.0,9.0,Michael Carter up the middle for 2 yards (tackle by Mike Purcell and Jonas Griffith),1.07,0.8,7.0,2022,104
3.0,7:32,2.0,8.0,NYJ 34,10.0,9.0,Zach Wilson pass complete short left to Garrett Wilson for 1 yard (tackle by Alex Singleton and Jonas Griffith),0.8,0.23,7.0,2022,104
3.0,6:46,3.0,7.0,NYJ 35,10.0,9.0,Zach Wilson pass incomplete short left,0.23,-1.04,7.0,2022,104
3.0,6:38,4.0,7.0,NYJ 35,10.0,9.0,"Braden Mann punts 65 yards, touchback.",-1.04,-0.28,7.0,2022,104
3.0,6:29,1.0,10.0,DEN 20,10.0,9.0,Brett Rypien pass complete short left to Jerry Jeudy for 11 yards (tackle by D.J. Reed),0.28,1.0,7.0,2022,104
3.0,5:51,1.0,10.0,DEN 31,10.0,9.0,Melvin Gordon right end for 7 yards (tackle by C.J. Mosley and Sauce Gardner),1.0,1.41,7.0,2022,104
3.0,5:24,2.0,3.0,DEN 38,10.0,9.0,Melvin Gordon right tackle for 2 yards (tackle by Sauce Gardner),1.41,0.96,7.0,2022,104
3.0,4:44,3.0,1.0,DEN 40,10.0,9.0,Brett Rypien pass incomplete short right intended for Andrew Beck (defended by Jordan Whitehead),0.96,-0.72,7.0,2022,104
3.0,4:38,4.0,1.0,DEN 40,10.0,9.0,"Corliss Waitman punts 46 yards, fair catch by Braxton Berrios at NYJ-14",-0.72,0.28,7.0,2022,104
3.0,4:31,1.0,10.0,NYJ 14,10.0,9.0,Zach Wilson pass complete short right to Michael Carter for 8 yards (tackle by Damarri Mathis),-0.28,0.42,7.0,2022,104
3.0,3:57,2.0,2.0,NYJ 22,10.0,9.0,"Penalty on Duane Brown: False Start, 5 yards (accepted) (no play)",0.42,-0.37,7.0,2022,104
3.0,3:44,2.0,7.0,NYJ 17,10.0,9.0,Zach Wilson sacked by and Nik Bonitto for -1 yards and Mike Purcell for -1 yards,-0.37,-1.16,7.0,2022,104
3.0,2:57,3.0,8.0,NYJ 16,10.0,9.0,Zach Wilson pass complete short middle to Tyler Conklin for 6 yards (tackle by Alex Singleton and Damarri Mathis),-1.16,-1.9,7.0,2022,104
3.0,2:19,4.0,2.0,NYJ 22,10.0,9.0,Braden Mann punts 50 yards out of bounds,-1.9,-0.81,7.0,2022,104
3.0,2:07,1.0,10.0,DEN 28,10.0,9.0,KJ Hamler right end for 14 yards (tackle by Sauce Gardner and Lamarcus Joyner),0.81,1.73,7.0,2022,104
3.0,1:33,1.0,10.0,DEN 42,10.0,9.0,Brett Rypien pass deep left intended for Greg Dulcich is intercepted by Lamarcus Joyner at NYJ-36 and returned for 27 yards (tackle by Cameron Fleming),1.73,-3.12,7.0,2022,104
3.0,1:24,1.0,10.0,DEN 37,10.0,9.0,Michael Carter left tackle for 5 yards (tackle by Matt Henningsen),3.12,3.25,7.0,2022,104
3.0,0:47,2.0,5.0,DEN 32,10.0,9.0,Michael Carter right end for 4 yards (tackle by Alex Singleton),3.25,3.07,7.0,2022,104
3.0,0:11,3.0,1.0,DEN 28,10.0,9.0,Michael Carter left end for 3 yards (tackle by Kareem Jackson and Mike Purcell),3.07,3.91,7.0,2022,104
4.0,15:00,1.0,10.0,DEN 25,10.0,9.0,Zach Wilson pass complete short left to Braxton Berrios for 8 yards (tackle by Alex Singleton),3.91,4.55,7.0,2022,104
4.0,14:27,2.0,2.0,DEN 17,10.0,9.0,Michael Carter left tackle for 1 yard (tackle by Alex Singleton and Dre'Mont Jones),4.55,4.06,7.0,2022,104
4.0,13:44,3.0,1.0,DEN 16,10.0,9.0,Michael Carter left guard for no gain (tackle by Bradley Chubb and Alex Singleton),4.06,2.53,7.0,2022,104
4.0,12:53,4.0,1.0,DEN 16,13.0,9.0,Greg Zuerlein 33 yard field goal good,2.53,3.0,7.0,2022,104
4.0,12:49,,,NYJ 35,13.0,9.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,104
4.0,12:49,1.0,10.0,DEN 25,13.0,9.0,Melvin Gordon up the middle for 2 yards (tackle by Micheal Clemons and Nathan Shepherd),0.61,0.33,7.0,2022,104
4.0,12:12,2.0,8.0,DEN 27,13.0,9.0,Brett Rypien pass complete short left to Greg Dulcich for 6 yards (tackle by D.J. Reed),0.33,0.43,7.0,2022,104
4.0,11:33,3.0,2.0,DEN 33,13.0,9.0,Brett Rypien pass complete short middle to Latavius Murray for 1 yard (tackle by Kwon Alexander),0.43,-1.11,7.0,2022,104
4.0,10:54,4.0,1.0,DEN 34,13.0,9.0,Corliss Waitman punts 38 yards out of bounds,-1.11,-0.81,7.0,2022,104
4.0,10:47,1.0,10.0,NYJ 28,13.0,9.0,Zach Wilson pass complete short right to Garrett Wilson for 12 yards (tackle by Jonas Griffith),0.81,1.6,7.0,2022,104
4.0,10:19,1.0,10.0,NYJ 40,13.0,9.0,Ty Johnson left end for 3 yards (tackle by Matt Henningsen),1.6,1.46,7.0,2022,104
4.0,9:34,2.0,7.0,NYJ 43,13.0,9.0,Zach Wilson pass complete short middle to Ty Johnson for 6 yards (tackle by Jonas Griffith),1.46,1.55,7.0,2022,104
4.0,8:52,3.0,1.0,NYJ 49,13.0,9.0,Zach Wilson pass complete short right to Tyler Conklin for 8 yards (tackle by Kareem Jackson),1.55,2.72,7.0,2022,104
4.0,8:10,1.0,10.0,DEN 43,13.0,9.0,"Ty Johnson left guard for no gain (tackle by Jonas Griffith). Penalty on Nate Herbig: Offensive Holding, 10 yards (accepted) (no play)",2.72,2.06,7.0,2022,104
4.0,7:48,1.0,20.0,NYJ 47,13.0,9.0,Zach Wilson pass complete short right to Tyler Conklin for 3 yards (tackle by Damarri Mathis),2.06,1.23,7.0,2022,104
4.0,7:03,2.0,17.0,NYJ 50,13.0,9.0,Zach Wilson pass incomplete short middle intended for Denzel Mims,1.23,0.56,7.0,2022,104
4.0,6:58,3.0,17.0,NYJ 50,13.0,9.0,"Zach Wilson pass incomplete deep middle intended for Braxton Berrios. Penalty on K'Waun Williams: Defensive Pass Interference, 19 yards (accepted) (no play)",0.56,3.51,7.0,2022,104
4.0,6:52,1.0,10.0,DEN 31,13.0,9.0,Michael Carter right tackle for 1 yard (tackle by Mike Purcell and Dre'Mont Jones),3.51,3.1,7.0,2022,104
4.0,6:12,2.0,9.0,DEN 30,13.0,9.0,Michael Carter left guard for 5 yards (tackle by Mike Purcell and Alex Singleton),3.1,3.07,7.0,2022,104
4.0,5:31,3.0,4.0,DEN 25,13.0,9.0,Zach Wilson scrambles right end for 3 yards (tackle by Justin Simmons),3.07,2.14,7.0,2022,104
4.0,4:39,4.0,1.0,DEN 22,16.0,9.0,Greg Zuerlein 40 yard field goal good,2.14,3.0,7.0,2022,104
4.0,4:35,,,NYJ 35,16.0,9.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,104
4.0,4:35,1.0,10.0,DEN 25,16.0,9.0,Brett Rypien pass complete short right to Greg Dulcich for 9 yards (tackle by Sauce Gardner),0.61,1.28,7.0,2022,104
4.0,4:31,2.0,1.0,DEN 34,16.0,9.0,Latavius Murray up the middle for 3 yards (tackle by Sheldon Rankins),1.28,1.4,7.0,2022,104
4.0,4:09,1.0,10.0,DEN 37,16.0,9.0,Brett Rypien pass complete short right to KJ Hamler for 4 yards (tackle by Sauce Gardner),1.4,1.4,7.0,2022,104
4.0,3:44,2.0,6.0,DEN 41,16.0,9.0,Brett Rypien pass incomplete short right intended for Latavius Murray,1.4,0.7,7.0,2022,104
4.0,3:41,3.0,6.0,DEN 41,16.0,9.0,Brett Rypien pass complete deep right to Greg Dulcich for 16 yards (tackle by Brandin Echols),0.7,2.72,7.0,2022,104
4.0,3:14,1.0,10.0,NYJ 43,16.0,9.0,Brett Rypien pass complete short left to Courtland Sutton for 11 yards (tackle by C.J. Mosley),2.72,3.45,7.0,2022,104
4.0,2:46,1.0,10.0,NYJ 32,16.0,9.0,Brett Rypien pass incomplete short left intended for Courtland Sutton,3.45,2.9,7.0,2022,104
4.0,2:42,2.0,10.0,NYJ 32,16.0,9.0,Brett Rypien pass complete short right to Jerry Jeudy for 4 yards (tackle by Jordan Whitehead),2.9,2.74,7.0,2022,104
4.0,2:36,3.0,6.0,NYJ 28,16.0,9.0,Brett Rypien pass complete short right to Jerry Jeudy for 3 yards (tackle by Michael Carter),2.74,1.9,7.0,2022,104
4.0,2:00,4.0,3.0,NYJ 25,16.0,9.0,Brett Rypien pass incomplete deep right intended for Courtland Sutton (defended by Sauce Gardner),1.9,-0.61,7.0,2022,104
4.0,1:55,1.0,10.0,NYJ 25,16.0,9.0,Michael Carter left tackle for no gain (tackle by Bradley Chubb),0.61,0.06,7.0,2022,104
4.0,1:50,,,,,,Timeout #1 by Denver Broncos,,,7.0,2022,104
4.0,1:50,2.0,10.0,NYJ 25,16.0,9.0,Michael Carter left tackle for 1 yard (tackle by Alex Singleton),0.06,-0.49,7.0,2022,104
4.0,1:46,,,,,,Timeout #2 by Denver Broncos,,,7.0,2022,104
4.0,1:46,3.0,9.0,NYJ 26,16.0,9.0,Braxton Berrios right end for 2 yards (tackle by Patrick Surtain and Jonas Griffith),-0.49,-1.5,7.0,2022,104
4.0,1:39,,,,,,Timeout #3 by Denver Broncos,,,7.0,2022,104
4.0,1:39,4.0,7.0,NYJ 28,16.0,9.0,"Braden Mann punts 72 yards, touchback.",-1.5,-0.28,7.0,2022,104
4.0,1:30,1.0,10.0,DEN 20,16.0,9.0,Brett Rypien pass complete short middle to Melvin Gordon for 4 yards (tackle by C.J. Mosley),0.28,0.27,7.0,2022,104
