Quarter,Time,Down,ToGo,Location,KAN,SFO,Detail,EPB,EPA,week,year,game_id
2.0,8:27,1.0,10.0,SFO 36,7.0,13.0,Isiah Pacheco left tackle for 1 yard (tackle by Samson Ebukam and Kerry Hyder),3.18,2.77,7.0,2022,105
2.0,7:54,2.0,9.0,SFO 35,7.0,13.0,Patrick Mahomes pass complete short right to Noah Gray for 10 yards (tackle by Jimmie Ward),2.77,3.91,7.0,2022,105
2.0,7:17,1.0,10.0,SFO 25,13.0,13.0,"Mecole Hardman right end for 25 yards, touchdown",3.91,7.0,7.0,2022,105
2.0,7:09,,,SFO 15,14.0,13.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2022,105
2.0,7:09,,,KAN 35,14.0,13.0,"Harrison Butker kicks off 63 yards, returned by Ray-Ray McCloud for 12 yards (tackle by Marcus Kemp)",0.0,-0.28,7.0,2022,105
2.0,7:05,1.0,10.0,SFO 14,14.0,13.0,Christian McCaffrey right guard for 2 yards (tackle by Willie Gay and Carlos Dunlap),-0.28,-0.51,7.0,2022,105
2.0,6:29,2.0,8.0,SFO 16,14.0,13.0,Jimmy Garoppolo pass complete short middle to George Kittle for 9 yards (tackle by Willie Gay),-0.51,0.61,7.0,2022,105
2.0,5:44,1.0,10.0,SFO 25,14.0,13.0,"Penalty on Danny Gray: False Start, 5 yards (accepted) (no play)",0.61,0.28,7.0,2022,105
2.0,5:30,1.0,15.0,SFO 20,14.0,13.0,Jimmy Garoppolo pass incomplete deep left intended for Danny Gray (defended by Juan Thornhill),0.28,-0.61,7.0,2022,105
2.0,5:18,2.0,15.0,SFO 20,14.0,13.0,Jimmy Garoppolo pass complete deep right to George Kittle for 34 yards (tackle by Justin Reid),-0.61,2.52,7.0,2022,105
2.0,4:37,1.0,10.0,KAN 46,14.0,13.0,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 17 yards (tackle by Juan Thornhill),2.52,3.64,7.0,2022,105
2.0,3:50,1.0,10.0,KAN 29,14.0,13.0,"Deebo Samuel left end for no gain (tackle by Juan Thornhill). Penalty on Jauan Jennings: Offensive Holding, 10 yards (accepted) (no play)",3.64,2.98,7.0,2022,105
2.0,3:26,1.0,20.0,KAN 39,14.0,13.0,Christian McCaffrey right guard for 5 yards (tackle by Willie Gay and Nick Bolton),2.98,2.42,7.0,2022,105
2.0,2:44,2.0,15.0,KAN 34,14.0,13.0,Jimmy Garoppolo sacked by and Willie Gay for -4 yards and L'Jarius Sneed for -4 yards,2.42,1.22,7.0,2022,105
2.0,2:09,3.0,19.0,KAN 38,14.0,13.0,"Penalty on KAN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",1.22,1.88,7.0,2022,105
2.0,2:00,3.0,14.0,KAN 33,14.0,13.0,Jimmy Garoppolo pass incomplete short left intended for Kyle Juszczyk (defended by Carlos Dunlap),1.88,1.15,7.0,2022,105
2.0,1:55,4.0,14.0,KAN 33,14.0,13.0,"Penalty on Jaylon Moore: False Start, 5 yards (accepted) (no play)",1.15,0.72,7.0,2022,105
2.0,1:55,4.0,19.0,KAN 38,14.0,13.0,"Mitch Wishnowsky punts 29 yards, recovered by Samuel Womack at KC-12",0.72,4.78,7.0,2022,105
2.0,1:47,1.0,10.0,KAN 12,14.0,13.0,Christian McCaffrey up the middle for 1 yard (tackle by Derrick Nnadi and Nick Bolton),4.78,4.27,7.0,2022,105
2.0,1:39,,,,,,Timeout #2 by Kansas City Chiefs,,,7.0,2022,105
2.0,1:39,2.0,9.0,KAN 11,14.0,13.0,Jimmy Garoppolo pass complete short right to Deebo Samuel for 6 yards (tackle by Justin Reid),4.27,4.61,7.0,2022,105
2.0,1:34,3.0,3.0,KAN 5,14.0,13.0,Jimmy Garoppolo pass short left intended for George Kittle is intercepted by Joshua Williams in end zone and returned for 7 yards (tackle by Brandon Aiyuk),4.61,0.38,7.0,2022,105
2.0,1:28,1.0,10.0,KAN 6,14.0,13.0,Patrick Mahomes pass complete short left to Jerick McKinnon for 2 yards (tackle by Jimmie Ward),-0.38,-0.63,7.0,2022,105
2.0,1:21,,,,,,Timeout #3 by Kansas City Chiefs,,,7.0,2022,105
2.0,1:21,2.0,8.0,KAN 8,14.0,13.0,Patrick Mahomes pass complete short left to Travis Kelce for 22 yards (tackle by Tashaun Gipson),-0.63,0.94,7.0,2022,105
2.0,1:09,,,,,,Timeout #1 by San Francisco 49ers,,,7.0,2022,105
2.0,1:09,1.0,10.0,KAN 30,14.0,13.0,Patrick Mahomes pass complete deep middle to Marquez Valdes-Scantling for 40 yards (tackle by Tashaun Gipson),0.94,3.58,7.0,2022,105
2.0,0:44,1.0,10.0,SFO 30,14.0,13.0,Patrick Mahomes pass incomplete short right intended for Justin Watson,3.58,3.03,7.0,2022,105
2.0,0:43,2.0,10.0,SFO 30,14.0,13.0,Patrick Mahomes pass complete deep left to JuJu Smith-Schuster for 19 yards (tackle by Ambry Thomas),3.03,4.84,7.0,2022,105
2.0,0:38,1.0,10.0,SFO 11,14.0,13.0,Patrick Mahomes pass complete short middle to Travis Kelce for 5 yards (tackle by Fred Warner),4.84,5.08,7.0,2022,105
2.0,0:19,2.0,5.0,SFO 6,14.0,13.0,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at SF-6 Patrick Mahomes pass incomplete",5.08,4.21,7.0,2022,105
2.0,0:16,3.0,5.0,SFO 6,14.0,13.0,"Patrick Mahomes pass complete short right to JuJu Smith-Schuster for no gain, touchdown. Penalty on Jerick McKinnon: Chop Block, 15 yards (accepted) (no play)",4.21,2.28,7.0,2022,105
2.0,0:11,3.0,20.0,SFO 21,14.0,13.0,Harrison Butker 39 yard field goal no good,2.28,-0.87,7.0,2022,105
2.0,0:06,1.0,10.0,SFO 29,14.0,13.0,Jimmy Garoppolo kneels for -1 yards,0.87,0.19,7.0,2022,105
3.0,15:00,,,SFO 35,14.0,13.0,"Robbie Gould kicks off 61 yards, returned by Isiah Pacheco for 48 yards (tackle by Oren Burks). Penalty on Jauan Jennings: Personal Foul / Offense, 15 yards (accepted)",0.0,3.38,7.0,2022,105
3.0,14:51,1.0,10.0,SFO 33,14.0,13.0,Clyde Edwards-Helaire left guard for 3 yards (tackle by Fred Warner and Hassan Ridgeway),3.38,3.24,7.0,2022,105
3.0,14:12,2.0,7.0,SFO 30,14.0,13.0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 14 yards (tackle by Charvarius Ward),3.24,4.51,7.0,2022,105
3.0,13:33,1.0,10.0,SFO 16,20.0,13.0,"Clyde Edwards-Helaire right end for 16 yards, touchdown",4.51,7.0,7.0,2022,105
3.0,13:28,,,SFO 15,21.0,13.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2022,105
3.0,13:28,,,KAN 35,21.0,13.0,"Harrison Butker kicks off 64 yards, returned by Ray-Ray McCloud for 16 yards (tackle by Bryan Cook)",0.0,-0.06,7.0,2022,105
3.0,13:25,1.0,10.0,SFO 17,21.0,13.0,Christian McCaffrey right tackle for no gain (tackle by Justin Reid),-0.06,-0.58,7.0,2022,105
3.0,12:45,2.0,10.0,SFO 17,21.0,13.0,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel,-0.58,-1.25,7.0,2022,105
3.0,12:42,3.0,10.0,SFO 17,21.0,13.0,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 17 yards (tackle by Juan Thornhill),-1.25,1.2,7.0,2022,105
3.0,11:58,1.0,10.0,SFO 34,21.0,13.0,Jeff Wilson up the middle for 15 yards (tackle by Juan Thornhill and George Karlaftis),1.2,2.19,7.0,2022,105
3.0,11:11,1.0,10.0,SFO 49,21.0,13.0,Jeff Wilson left guard for 3 yards (tackle by Derrick Nnadi and Chris Jones),2.19,2.05,7.0,2022,105
3.0,10:33,2.0,7.0,KAN 48,21.0,13.0,Jimmy Garoppolo pass complete short left to Deebo Samuel for 4 yards (tackle by Willie Gay and Malik Herring),2.05,1.88,7.0,2022,105
3.0,9:54,3.0,3.0,KAN 44,21.0,13.0,Jeff Wilson up the middle for 10 yards (tackle by Justin Reid and L'Jarius Sneed),1.88,3.31,7.0,2022,105
3.0,9:12,1.0,10.0,KAN 34,21.0,13.0,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 4 yards (tackle by Willie Gay and Jaylen Watson),3.31,3.31,7.0,2022,105
3.0,8:30,2.0,6.0,KAN 30,21.0,13.0,Jeff Wilson up the middle for -1 yards (tackle by Nick Bolton),3.31,2.48,7.0,2022,105
3.0,7:50,3.0,7.0,KAN 31,21.0,13.0,"Jimmy Garoppolo pass incomplete short left intended for George Kittle. Penalty on Trent Williams: Illegal Formation, 5 yards (declined)",2.48,1.32,7.0,2022,105
3.0,7:46,4.0,7.0,KAN 31,21.0,16.0,Robbie Gould 49 yard field goal good,1.32,3.0,7.0,2022,105
3.0,7:41,,,SFO 35,21.0,16.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,105
3.0,7:41,1.0,10.0,KAN 25,21.0,16.0,Clyde Edwards-Helaire right guard for 6 yards (tackle by Charvarius Ward),0.61,0.87,7.0,2022,105
3.0,7:04,2.0,4.0,KAN 31,21.0,16.0,Patrick Mahomes pass complete deep middle to Travis Kelce for 18 yards (tackle by Charvarius Ward),0.87,2.19,7.0,2022,105
3.0,6:21,1.0,10.0,KAN 49,21.0,16.0,Jerick McKinnon up the middle for 3 yards (tackle by Nick Bosa),2.19,2.05,7.0,2022,105
3.0,5:43,2.0,7.0,SFO 48,21.0,16.0,Patrick Mahomes pass complete short right to Mecole Hardman for 5 yards (tackle by Charvarius Ward),2.05,2.01,7.0,2022,105
3.0,5:13,3.0,2.0,SFO 43,21.0,16.0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 15 yards (tackle by Tashaun Gipson),2.01,3.71,7.0,2022,105
3.0,4:35,1.0,10.0,SFO 28,21.0,16.0,"Patrick Mahomes pass incomplete deep right intended for Justin Watson. Penalty on Andrew Wylie: Offensive Holding, 10 yards (accepted) (no play)",3.71,3.05,7.0,2022,105
3.0,4:30,1.0,20.0,SFO 38,21.0,16.0,Patrick Mahomes pass incomplete short middle intended for Jody Fortson,3.05,1.82,7.0,2022,105
3.0,4:27,2.0,20.0,SFO 38,21.0,16.0,Patrick Mahomes pass incomplete short right,1.82,1.16,7.0,2022,105
3.0,4:21,3.0,20.0,SFO 38,21.0,16.0,Patrick Mahomes pass complete short left to Jerick McKinnon for 34 yards (tackle by Tashaun Gipson),1.16,6.28,7.0,2022,105
3.0,3:35,1.0,4.0,SFO 4,27.0,16.0,"Patrick Mahomes pass complete short left to Justin Watson for 4 yards, touchdown",6.28,7.0,7.0,2022,105
3.0,3:31,,,SFO 15,28.0,16.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2022,105
3.0,3:31,,,KAN 35,28.0,16.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,105
3.0,3:31,1.0,10.0,SFO 25,28.0,16.0,"Jimmy Garoppolo pass complete deep right to Brandon Aiyuk for no gain. Penalty on Mike McGlinchey: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,7.0,2022,105
3.0,3:05,1.0,20.0,SFO 15,28.0,16.0,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 13 yards (tackle by L'Jarius Sneed),-0.41,0.47,7.0,2022,105
3.0,2:19,2.0,7.0,SFO 28,28.0,16.0,"Jimmy Garoppolo pass incomplete short right intended for George Kittle. Penalty on L'Jarius Sneed: Defensive Pass Interference, 14 yards (accepted) (no play)",0.47,1.73,7.0,2022,105
3.0,2:13,1.0,10.0,SFO 42,28.0,16.0,"Jeff Wilson up the middle for no gain (tackle by L'Jarius Sneed). Penalty on Deebo Samuel: Offensive Holding, 10 yards (accepted) . Penalty on Trent Williams: Offensive Holding, 10 yards (declined) (no play)",1.73,1.07,7.0,2022,105
3.0,1:52,1.0,20.0,SFO 32,28.0,16.0,Jimmy Garoppolo pass complete short right to Christian McCaffrey for 11 yards (tackle by Khalen Saunders),1.07,1.32,7.0,2022,105
3.0,1:07,2.0,9.0,SFO 43,28.0,16.0,Jimmy Garoppolo pass complete short right to Jauan Jennings for 11 yards (tackle by Khalen Saunders),1.32,2.52,7.0,2022,105
3.0,0:25,1.0,10.0,KAN 46,28.0,16.0,Jimmy Garoppolo pass complete short right to George Kittle for 19 yards (tackle by Jaylen Watson),2.52,3.78,7.0,2022,105
4.0,15:00,1.0,10.0,KAN 27,28.0,16.0,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 12 yards (tackle by Willie Gay),3.78,4.58,7.0,2022,105
4.0,14:29,1.0,10.0,KAN 15,28.0,16.0,Jimmy Garoppolo pass incomplete short left intended for Brandon Aiyuk (defended by L'Jarius Sneed),4.58,3.95,7.0,2022,105
4.0,14:23,2.0,10.0,KAN 15,28.0,16.0,Jimmy Garoppolo pass incomplete short right intended for Jeff Wilson,3.95,3.1,7.0,2022,105
4.0,14:19,3.0,10.0,KAN 15,28.0,22.0,"Jimmy Garoppolo pass complete short middle to George Kittle for 15 yards, touchdown",3.1,7.0,7.0,2022,105
4.0,14:16,,,KAN 15,28.0,23.0,Robbie Gould kicks extra point good,0.0,0.0,7.0,2022,105
4.0,14:16,,,SFO 35,28.0,23.0,"Robbie Gould kicks off 62 yards, returned by Isiah Pacheco for 17 yards (tackle by Oren Burks)",0.0,0.28,7.0,2022,105
4.0,14:12,1.0,10.0,KAN 20,28.0,23.0,Patrick Mahomes sacked by Nick Bosa for -6 yards,0.28,-1.18,7.0,2022,105
4.0,13:34,2.0,16.0,KAN 14,28.0,23.0,Isiah Pacheco left tackle for 5 yards (tackle by Nick Bosa),-1.18,-1.14,7.0,2022,105
4.0,12:54,3.0,11.0,KAN 19,28.0,23.0,Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 57 yards (tackle by Charvarius Ward),-1.14,3.97,7.0,2022,105
4.0,12:10,1.0,10.0,SFO 24,28.0,23.0,Clyde Edwards-Helaire right end for 1 yard (tackle by Talanoa Hufanga and Charvarius Ward),3.97,3.57,7.0,2022,105
4.0,11:28,2.0,9.0,SFO 23,28.0,23.0,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 20 yards (tackle by Talanoa Hufanga and Fred Warner),3.57,6.51,7.0,2022,105
4.0,10:48,1.0,3.0,SFO 3,34.0,23.0,"Mecole Hardman left end for 3 yards, touchdown",6.51,7.0,7.0,2022,105
4.0,10:43,,,SFO 15,35.0,23.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2022,105
4.0,10:43,,,KAN 35,35.0,23.0,"Harrison Butker kicks off 69 yards, returned by Ray-Ray McCloud for 14 yards (tackle by Michael Burton). Penalty on Tyrion Davis-Price: Defensive Holding, 5 yards (accepted)",0.0,-0.38,7.0,2022,105
4.0,10:36,1.0,10.0,SFO 5,35.0,23.0,"Jimmy Garoppolo pass complete short left to George Kittle for no gain. Penalty on Frank Clark: Defensive Offside, 5 yards (accepted) (no play)",-0.38,-0.19,7.0,2022,105
4.0,10:06,1.0,5.0,SFO 10,35.0,23.0,Christian McCaffrey up the middle for -1 yards (tackle by Carlos Dunlap),-0.19,-0.49,7.0,2022,105
4.0,9:36,2.0,6.0,SFO 9,35.0,23.0,Jimmy Garoppolo sacked by and Frank Clark for -3 yards and Khalen Saunders for -3 yards,-0.49,-1.3,7.0,2022,105
4.0,8:55,3.0,9.0,SFO 6,37.0,23.0,"Jimmy Garoppolo sacked by Frank Clark for -6 yards, safety.",-1.3,-2.0,7.0,2022,105
4.0,8:49,,,SFO 20,37.0,23.0,"Mitch Wishnowsky kicks off 56 yards, returned by Mecole Hardman for 4 yards (tackle by Deommodore Lenoir and George Odum)",0.0,0.81,7.0,2022,105
4.0,8:42,1.0,10.0,KAN 28,37.0,23.0,Isiah Pacheco right tackle for 6 yards (tackle by Charvarius Ward and Drake Jackson),0.81,1.07,7.0,2022,105
4.0,8:03,2.0,4.0,KAN 34,37.0,23.0,Isiah Pacheco left end for 17 yards (tackle by Deommodore Lenoir),1.07,2.32,7.0,2022,105
4.0,7:24,1.0,10.0,SFO 49,37.0,23.0,"Isiah Pacheco left end for no gain (tackle by Drake Jackson). Penalty on Joe Thuney: Offensive Holding, 10 yards (accepted) (no play)",2.32,1.66,7.0,2022,105
4.0,6:59,1.0,20.0,KAN 41,37.0,23.0,Patrick Mahomes pass incomplete short right intended for Clyde Edwards-Helaire (defended by Drake Jackson),1.66,0.43,7.0,2022,105
4.0,6:55,2.0,20.0,KAN 41,37.0,23.0,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 14 yards (tackle by Charvarius Ward),0.43,1.62,7.0,2022,105
4.0,6:15,3.0,6.0,SFO 45,43.0,23.0,"Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 45 yards, touchdown",1.62,7.0,7.0,2022,105
4.0,6:05,,,SFO 15,44.0,23.0,Harrison Butker kicks extra point good,0.0,0.0,7.0,2022,105
4.0,6:05,,,KAN 35,44.0,23.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,105
4.0,6:05,1.0,10.0,SFO 25,44.0,23.0,Jimmy Garoppolo pass complete short left to Deebo Samuel for 9 yards (tackle by Jaylen Watson and Nick Bolton),0.61,1.28,7.0,2022,105
4.0,5:44,2.0,1.0,SFO 34,44.0,23.0,Jimmy Garoppolo pass incomplete right intended for Deebo Samuel (defended by Joshua Williams),1.28,0.56,7.0,2022,105
