Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA,week,year,game_id
2.0,4:37,1.0,10.0,TAM 42,0.0,0.0,Tom Brady pass incomplete deep right intended for Mike Evans,1.73,1.19,7.0,2022,97
2.0,4:29,2.0,10.0,TAM 42,0.0,0.0,Tom Brady sacked by Brian Burns for -14 yards,1.19,-1.35,7.0,2022,97
2.0,3:45,3.0,24.0,TAM 28,0.0,0.0,"Tom Brady pass complete short right to Chris Godwin for 10 yards (tackle by Donte Jackson). Penalty on Robert Hainsey: Ineligible Downfield Pass, 5 yards (declined)",-1.35,-0.85,7.0,2022,97
2.0,3:24,4.0,14.0,TAM 38,0.0,0.0,"Jake Camarda punts 62 yards, touchback.",-0.85,-0.28,7.0,2022,97
2.0,3:16,1.0,10.0,CAR 20,0.0,0.0,P.J. Walker pass complete deep left to D.J. Moore for 21 yards,0.28,1.66,7.0,2022,97
2.0,2:33,,,,,,Timeout #1 by Carolina Panthers,,,7.0,2022,97
2.0,2:33,1.0,10.0,CAR 41,0.0,0.0,D'Onta Foreman up the middle for 1 yard (tackle by Devin White and Lavonte David),1.66,1.26,7.0,2022,97
2.0,2:00,2.0,9.0,CAR 42,0.0,0.0,P.J. Walker pass complete short left to D'Onta Foreman for 23 yards (tackle by Lavonte David and Jamel Dean),1.26,3.25,7.0,2022,97
2.0,1:30,1.0,10.0,TAM 35,0.0,0.0,P.J. Walker pass complete short left to D'Onta Foreman for 4 yards (tackle by Devin White),3.25,3.24,7.0,2022,97
2.0,1:03,2.0,6.0,TAM 31,0.0,0.0,P.J. Walker pass complete short right to Terrace Marshall for 11 yards (tackle by Zyon McCollum),3.24,4.24,7.0,2022,97
2.0,0:35,1.0,10.0,TAM 20,0.0,6.0,"P.J. Walker pass complete deep left to D.J. Moore for 20 yards, touchdown",4.24,7.0,7.0,2022,97
2.0,0:29,,,TAM 15,0.0,7.0,Eddy Pineiro kicks extra point good,0.0,0.0,7.0,2022,97
2.0,0:29,,,CAR 35,0.0,7.0,"Eddy Pineiro kicks off 58 yards, returned by Rachaad White for 16 yards (tackle by Marquis Haynes)",0.0,0.48,7.0,2022,97
2.0,0:23,1.0,10.0,TAM 23,0.0,7.0,Tom Brady pass incomplete short middle intended for Chris Godwin,0.48,-0.07,7.0,2022,97
2.0,0:19,2.0,10.0,TAM 23,0.0,7.0,Tom Brady pass complete deep left to Russell Gage for 20 yards,-0.07,1.8,7.0,2022,97
2.0,0:12,1.0,10.0,TAM 43,0.0,7.0,Tom Brady pass incomplete short right intended for Mike Evans (defended by Cory Littleton),1.8,1.25,7.0,2022,97
2.0,0:05,2.0,10.0,TAM 43,0.0,7.0,Tom Brady pass complete short right to Mike Evans for 10 yards (tackle by C.J. Henderson),1.25,2.46,7.0,2022,97
3.0,15:00,,,TAM 35,0.0,7.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,97
3.0,15:00,1.0,10.0,CAR 25,0.0,7.0,P.J. Walker pass incomplete short right,0.61,0.06,7.0,2022,97
3.0,14:54,2.0,10.0,CAR 25,0.0,7.0,D'Onta Foreman up the middle for 6 yards (tackle by Vita Vea),0.06,0.17,7.0,2022,97
3.0,14:10,3.0,4.0,CAR 31,0.0,7.0,P.J. Walker pass incomplete short left intended for Chuba Hubbard (defended by Keanu Neal),0.17,-1.31,7.0,2022,97
3.0,14:06,4.0,4.0,CAR 31,0.0,7.0,"Johnny Hekker punts 61 yards, returned by Jaelon Darden for 20 yards (tackle by Giovanni Ricci)",-1.31,-0.81,7.0,2022,97
3.0,13:53,1.0,10.0,TAM 28,0.0,7.0,Tom Brady pass complete short left to Chris Godwin for 7 yards (tackle by Donte Jackson),0.81,1.21,7.0,2022,97
3.0,13:18,2.0,3.0,TAM 35,0.0,7.0,Leonard Fournette right guard for 5 yards (tackle by Shaq Thompson),1.21,1.6,7.0,2022,97
3.0,12:37,1.0,10.0,TAM 40,0.0,7.0,Tom Brady pass incomplete short right intended for Mike Evans,1.6,1.05,7.0,2022,97
3.0,12:30,2.0,10.0,TAM 40,0.0,7.0,Tom Brady pass complete short right to Kyle Rudolph for 8 yards (tackle by Xavier Woods and Frankie Luvu),1.05,1.42,7.0,2022,97
3.0,11:49,3.0,2.0,TAM 48,0.0,7.0,Tom Brady pass incomplete deep left intended for Chris Godwin,1.42,-0.19,7.0,2022,97
3.0,11:42,4.0,2.0,TAM 48,0.0,7.0,Jake Camarda punts 32 yards out of bounds,-0.19,-0.28,7.0,2022,97
3.0,11:36,1.0,10.0,CAR 20,0.0,7.0,P.J. Walker pass complete to Ian Thomas for 3 yards (tackle by Rakeem Nunez-Roches and Carl Nassib),0.28,0.14,7.0,2022,97
3.0,10:58,2.0,7.0,CAR 23,0.0,7.0,Raheem Blackshear left end for -4 yards (tackle by Antoine Winfield),0.14,-1.14,7.0,2022,97
3.0,10:30,3.0,11.0,CAR 19,0.0,7.0,P.J. Walker pass complete short left to Chuba Hubbard for 3 yards (tackle by Devin White and Dee Delaney),-1.14,-1.9,7.0,2022,97
3.0,9:52,4.0,8.0,CAR 22,0.0,7.0,"Johnny Hekker punts 55 yards, returned by Jaelon Darden for 7 yards (tackle by Sean Chandler)",-1.9,-0.94,7.0,2022,97
3.0,9:42,1.0,10.0,TAM 30,0.0,7.0,Tom Brady pass complete short left to Mike Evans for 13 yards,0.94,1.8,7.0,2022,97
3.0,9:13,1.0,10.0,TAM 43,0.0,7.0,Rachaad White left end for 5 yards (tackle by Cory Littleton),1.8,1.93,7.0,2022,97
3.0,8:31,2.0,5.0,TAM 48,0.0,7.0,Tom Brady pass complete deep left to Mike Evans for 18 yards,1.93,3.31,7.0,2022,97
3.0,8:11,1.0,10.0,CAR 34,0.0,7.0,Tom Brady pass complete short left to Mike Evans for 9 yards (tackle by Donte Jackson and Damien Wilson),3.31,3.99,7.0,2022,97
3.0,7:09,2.0,1.0,CAR 25,0.0,7.0,Tom Brady pass incomplete short left intended for Rachaad White,3.99,3.27,7.0,2022,97
3.0,7:05,3.0,1.0,CAR 25,0.0,7.0,Leonard Fournette right guard for no gain (tackle by Shaq Thompson and Brian Burns),3.27,1.95,7.0,2022,97
3.0,6:24,4.0,1.0,CAR 25,0.0,7.0,Leonard Fournette right end for no gain (tackle by C.J. Henderson and Cory Littleton),1.95,-0.61,7.0,2022,97
3.0,6:19,1.0,10.0,CAR 25,0.0,7.0,P.J. Walker pass incomplete short left intended for D.J. Moore,0.61,0.06,7.0,2022,97
3.0,6:14,2.0,10.0,CAR 25,0.0,7.0,P.J. Walker pass incomplete short left intended for D.J. Moore,0.06,-0.62,7.0,2022,97
3.0,6:11,3.0,10.0,CAR 25,0.0,7.0,P.J. Walker pass complete short right to Chuba Hubbard for 7 yards (tackle by Lavonte David),-0.62,-1.24,7.0,2022,97
3.0,5:22,4.0,3.0,CAR 32,0.0,7.0,"Penalty on Tommy Tremble: False Start, 5 yards (accepted) (no play)",-1.24,-1.57,7.0,2022,97
3.0,5:07,4.0,8.0,CAR 27,0.0,7.0,"Johnny Hekker punts 56 yards, fair catch by Jaelon Darden at TB-17",-1.57,0.06,7.0,2022,97
3.0,5:01,1.0,10.0,TAM 17,0.0,7.0,Tom Brady pass incomplete short right,-0.06,-0.58,7.0,2022,97
3.0,4:56,2.0,10.0,TAM 17,0.0,7.0,Tom Brady pass incomplete short left intended for Leonard Fournette,-0.58,-1.25,7.0,2022,97
3.0,4:51,3.0,10.0,TAM 17,0.0,7.0,Tom Brady pass complete short right to Leonard Fournette for 7 yards (tackle by Frankie Luvu and Juston Burris),-1.25,-1.77,7.0,2022,97
3.0,4:13,4.0,3.0,TAM 24,0.0,7.0,"Jake Camarda punts 53 yards, returned by Shi Smith for no gain (tackle by Anthony Nelson)",-1.77,-0.48,7.0,2022,97
3.0,4:00,1.0,10.0,CAR 23,0.0,7.0,"P.J. Walker pass incomplete deep left intended for D.J. Moore CAR challenged the pass completion ruling, and the play was upheld.",0.48,-0.07,7.0,2022,97
3.0,3:55,2.0,10.0,CAR 23,0.0,7.0,D'Onta Foreman right tackle for 60 yards (tackle by Zyon McCollum),-0.07,4.44,7.0,2022,97
3.0,3:15,1.0,10.0,TAM 17,0.0,13.0,"Chuba Hubbard left guard for 17 yards, touchdown",4.44,7.0,7.0,2022,97
3.0,3:11,,,TAM 15,0.0,14.0,Eddy Pineiro kicks extra point good,0.0,0.0,7.0,2022,97
3.0,3:11,,,CAR 35,0.0,14.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,97
3.0,3:11,1.0,10.0,TAM 25,0.0,14.0,Tom Brady pass complete short left to Chris Godwin for 6 yards (tackle by Donte Jackson),0.61,0.87,7.0,2022,97
3.0,2:44,2.0,4.0,TAM 31,0.0,14.0,Tom Brady pass complete short left to Russell Gage for 9 yards (tackle by Donte Jackson),0.87,1.6,7.0,2022,97
3.0,2:19,1.0,10.0,TAM 40,0.0,14.0,"Penalty on Donovan Smith: False Start, 5 yards (accepted) (no play)",1.6,1.27,7.0,2022,97
3.0,2:14,1.0,15.0,TAM 35,0.0,14.0,Tom Brady pass complete short left to Cade Otton for 6 yards (tackle by Donte Jackson),1.27,1.19,7.0,2022,97
3.0,1:52,2.0,9.0,TAM 41,0.0,14.0,Tom Brady pass complete deep right to Mike Evans for 20 yards (tackle by Keith Taylor),1.19,2.98,7.0,2022,97
3.0,1:28,1.0,10.0,CAR 39,0.0,14.0,Tom Brady pass incomplete short left intended for Chris Godwin,2.98,2.44,7.0,2022,97
3.0,1:23,2.0,10.0,CAR 39,0.0,14.0,Tom Brady pass complete short left to Cade Otton for 19 yards (tackle by Myles Hartsfield),2.44,4.24,7.0,2022,97
3.0,0:54,1.0,10.0,CAR 20,0.0,14.0,Tom Brady pass complete short left to Scott Miller for 2 yards (tackle by Donte Jackson),4.24,3.96,7.0,2022,97
3.0,0:26,2.0,8.0,CAR 18,0.0,14.0,Tom Brady scrambles up the middle for 1 yard (tackle by Frankie Luvu),3.96,3.36,7.0,2022,97
4.0,15:00,3.0,7.0,CAR 17,0.0,14.0,Tom Brady pass complete short right to Mike Evans for 5 yards (tackle by Keith Taylor),3.36,2.76,7.0,2022,97
4.0,14:22,4.0,2.0,CAR 12,0.0,14.0,Tom Brady pass complete short left to Russell Gage for 4 yards (tackle by Donte Jackson),2.76,5.37,7.0,2022,97
4.0,13:52,1.0,8.0,CAR 8,0.0,14.0,Tom Brady pass incomplete short right intended for Russell Gage,5.37,4.57,7.0,2022,97
4.0,13:49,2.0,8.0,CAR 8,0.0,14.0,Tom Brady pass incomplete short left intended for Mike Evans,4.57,3.58,7.0,2022,97
4.0,13:46,3.0,8.0,CAR 8,0.0,14.0,Tom Brady pass incomplete short right intended for Chris Godwin,3.58,2.95,7.0,2022,97
4.0,13:41,4.0,8.0,CAR 8,3.0,14.0,Ryan Succop 27 yard field goal good,2.95,3.0,7.0,2022,97
4.0,13:38,,,TAM 35,3.0,14.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,97
4.0,13:38,1.0,10.0,CAR 25,3.0,14.0,D'Onta Foreman right tackle for no gain (tackle by Deadrin Senat),0.61,0.06,7.0,2022,97
4.0,13:03,2.0,10.0,CAR 25,3.0,14.0,D'Onta Foreman right tackle for 7 yards (tackle by Mike Edwards),0.06,0.3,7.0,2022,97
4.0,12:23,3.0,3.0,CAR 32,3.0,14.0,Chuba Hubbard left tackle for 13 yards (tackle by Mike Edwards),0.3,1.93,7.0,2022,97
4.0,11:49,1.0,10.0,CAR 45,3.0,14.0,D'Onta Foreman right tackle for 27 yards (tackle by Mike Edwards),1.93,3.71,7.0,2022,97
4.0,11:06,1.0,10.0,TAM 28,3.0,14.0,Raheem Blackshear right guard for -1 yards (tackle by Keanu Neal),3.71,3.03,7.0,2022,97
4.0,10:24,2.0,11.0,TAM 29,3.0,14.0,D'Onta Foreman up the middle for no gain (tackle by Keanu Neal),3.03,2.34,7.0,2022,97
4.0,9:39,3.0,11.0,TAM 29,3.0,20.0,"P.J. Walker pass complete deep right to Tommy Tremble for 29 yards, touchdown",2.34,7.0,7.0,2022,97
4.0,9:33,,,TAM 15,3.0,21.0,Eddy Pineiro kicks extra point good,0.0,0.0,7.0,2022,97
4.0,9:33,,,CAR 35,3.0,21.0,"Eddy Pineiro kicks off 61 yards, returned by Rachaad White for 30 yards (tackle by Sean Chandler)",0.0,1.2,7.0,2022,97
4.0,9:26,1.0,10.0,TAM 34,3.0,21.0,Tom Brady pass complete deep right to Cade Otton for 35 yards (tackle by Xavier Woods),1.2,3.51,7.0,2022,97
4.0,8:55,1.0,10.0,CAR 31,3.0,21.0,Tom Brady pass complete short left to Cade Otton for 4 yards (tackle by Myles Hartsfield),3.51,3.51,7.0,2022,97
4.0,8:33,2.0,6.0,CAR 27,3.0,21.0,Tom Brady pass complete short left to Scott Miller for 4 yards (tackle by Donte Jackson),3.51,3.27,7.0,2022,97
4.0,8:01,3.0,3.0,CAR 23,3.0,21.0,"Penalty on Donovan Smith: False Start, 5 yards (accepted) (no play)",3.27,2.68,7.0,2022,97
4.0,8:00,3.0,7.0,CAR 28,3.0,21.0,Tom Brady pass complete short right to Leonard Fournette for no gain (tackle by Shaq Thompson),2.68,1.59,7.0,2022,97
4.0,7:21,4.0,7.0,CAR 28,3.0,21.0,Tom Brady pass incomplete short middle intended for Cade Otton,1.59,-0.81,7.0,2022,97
4.0,7:15,1.0,10.0,CAR 28,3.0,21.0,D'Onta Foreman right guard for 2 yards (tackle by William Gholston),0.81,0.53,7.0,2022,97
4.0,6:34,2.0,8.0,CAR 30,3.0,21.0,P.J. Walker pass complete short right to D.J. Moore for 10 yards (tackle by Jamel Dean),0.53,1.6,7.0,2022,97
4.0,5:49,1.0,10.0,CAR 40,3.0,21.0,D'Onta Foreman left guard for 3 yards (tackle by Rakeem Nunez-Roches and Vita Vea),1.6,1.46,7.0,2022,97
4.0,5:07,2.0,7.0,CAR 43,3.0,21.0,D'Onta Foreman up the middle for 2 yards (tackle by Shaquil Barrett and Vita Vea),1.46,1.03,7.0,2022,97
4.0,4:23,3.0,5.0,CAR 45,3.0,21.0,D'Onta Foreman right tackle for 1 yard (tackle by Vita Vea and Rakeem Nunez-Roches),1.03,-0.32,7.0,2022,97
4.0,3:39,4.0,4.0,CAR 46,3.0,21.0,"Johnny Hekker punts. Penalty on Genard Avery: Roughing the Kicker, 15 yards (accepted) (no play)",-0.32,2.98,7.0,2022,97
4.0,3:27,1.0,10.0,TAM 39,3.0,21.0,D'Onta Foreman up the middle for -1 yards (tackle by Deadrin Senat),2.98,2.3,7.0,2022,97
4.0,2:46,2.0,11.0,TAM 40,3.0,21.0,D'Onta Foreman right guard for 3 yards (tackle by Logan Hall),2.3,2.02,7.0,2022,97
4.0,2:00,3.0,8.0,TAM 37,3.0,21.0,D'Onta Foreman right tackle for 4 yards (tackle by Deadrin Senat),2.02,1.18,7.0,2022,97
4.0,1:11,4.0,4.0,TAM 33,3.0,21.0,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",1.18,0.72,7.0,2022,97
4.0,1:11,4.0,9.0,TAM 38,3.0,21.0,Johnny Hekker punts 25 yards out of bounds,0.72,0.32,7.0,2022,97
4.0,1:02,1.0,10.0,TAM 13,3.0,21.0,Rachaad White up the middle for 7 yards (tackle by Shaq Thompson and Juston Burris),-0.32,0.22,7.0,2022,97
4.0,0:28,2.0,3.0,TAM 20,3.0,21.0,Rachaad White right guard for 1 yard (tackle by Derrick Brown),0.22,-0.47,7.0,2022,97
