Quarter,Time,Down,ToGo,Location,LVR,NOR,Detail,EPB,EPA,week,year,game_id
1.0,0:10,2.0,6.0,LVR 46,3.0,0.0,Spencer Rattler pass complete short left to Kendre Miller for 16 yards (tackle by Decamerion Richardson and Robert Spillane),2.25,3.58,17.0,2024,252
2.0,15:00,1.0,10.0,LVR 30,3.0,6.0,"Spencer Rattler pass complete deep right to Foster Moreau for 30 yards, touchdown",3.58,7.0,17.0,2024,252
2.0,14:52,,,LVR 15,3.0,7.0,Blake Grupe kicks extra point good,0.0,0.0,17.0,2024,252
2.0,14:52,,,NOR 35,3.0,7.0,"Blake Grupe kicks off 65 yards, returned by Dylan Laube for 26 yards (tackle by Nephi Sewell and Isaiah Foskey)",0.0,0.67,17.0,2024,252
2.0,14:46,1.0,10.0,LVR 26,3.0,7.0,Aidan O'Connell pass complete short left to Ameer Abdullah for 7 yards (tackle by Will Harris),0.67,1.07,17.0,2024,252
2.0,14:02,2.0,3.0,LVR 33,3.0,7.0,Ameer Abdullah left guard for 2 yards (tackle by Will Harris),1.07,0.63,17.0,2024,252
2.0,13:21,3.0,1.0,LVR 35,3.0,7.0,Aidan O'Connell pass complete deep right to Terrace Marshall for 28 yards (tackle by Alontae Taylor),0.63,3.12,17.0,2024,252
2.0,12:36,1.0,10.0,NOR 37,3.0,7.0,Ameer Abdullah left guard for 11 yards (tackle by Will Harris),3.12,3.84,17.0,2024,252
2.0,11:52,1.0,10.0,NOR 26,3.0,7.0,Ameer Abdullah left end for no gain (tackle by Khalen Saunders),3.84,3.3,17.0,2024,252
2.0,11:11,2.0,10.0,NOR 26,3.0,7.0,Tre Tucker right end for 5 yards (tackle by Tyrann Mathieu),3.3,3.27,17.0,2024,252
2.0,10:32,3.0,5.0,NOR 21,3.0,7.0,Aidan O'Connell pass incomplete short left intended for Tre Tucker (defended by Ugo Amadi),3.27,2.11,17.0,2024,252
2.0,10:23,4.0,5.0,NOR 21,6.0,7.0,Daniel Carlson 39 yard field goal good,2.11,3.0,17.0,2024,252
2.0,10:19,,,LVR 35,6.0,7.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,252
2.0,10:19,1.0,10.0,NOR 30,6.0,7.0,"Kendre Miller left end for no gain (tackle by Tyree Wilson). Penalty on Foster Moreau: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,17.0,2024,252
2.0,10:01,1.0,20.0,NOR 20,6.0,7.0,Spencer Rattler pass complete short right to Dante Pettis for 2 yards (tackle by Tyree Wilson),0.28,-0.69,17.0,2024,252
2.0,9:23,2.0,18.0,NOR 22,6.0,7.0,Spencer Rattler pass complete short middle to Juwan Johnson for 25 yards (tackle by Tre'von Moehrig),-0.69,2.06,17.0,2024,252
2.0,8:46,1.0,10.0,NOR 47,6.0,7.0,Clyde Edwards-Helaire left end for 9 yards (tackle by K'Lavon Chaisson),2.06,2.73,17.0,2024,252
2.0,8:10,2.0,1.0,LVR 44,6.0,7.0,Clyde Edwards-Helaire left guard for 4 yards (tackle by Jonah Laulu),2.73,2.92,17.0,2024,252
2.0,7:33,1.0,10.0,LVR 40,6.0,7.0,Kendre Miller right end for -1 yards (tackle by Robert Spillane),2.92,2.24,17.0,2024,252
2.0,6:42,2.0,11.0,LVR 41,6.0,7.0,"Jamaal Williams right tackle for no gain (tackle by Amari Burney). Penalty on Cedrick Wilson: Illegal Shift, 5 yards (accepted) (no play)",2.24,1.56,17.0,2024,252
2.0,6:08,2.0,16.0,LVR 46,6.0,7.0,Spencer Rattler pass complete short left to Cedrick Wilson for 6 yards (tackle by Decamerion Richardson),1.56,1.68,17.0,2024,252
2.0,5:51,3.0,10.0,LVR 40,6.0,7.0,"Spencer Rattler pass complete deep left to Juwan Johnson for no gain (tackle by Robert Spillane). Penalty on Taliese Fuaga: Offensive Holding, 10 yards (accepted) (no play)",1.68,0.37,17.0,2024,252
2.0,5:18,3.0,20.0,LVR 50,6.0,7.0,Spencer Rattler pass complete short right to Clyde Edwards-Helaire for 8 yards (tackle by Adam Butler and Thomas Harper),0.37,0.46,17.0,2024,252
2.0,4:36,4.0,12.0,LVR 42,6.0,7.0,Matthew Hayball punts 41 yards downed by Payton Turner,0.46,0.38,17.0,2024,252
2.0,4:21,1.0,10.0,LVR 5,6.0,7.0,"Ameer Abdullah up the middle for no gain (tackle by Demario Davis). Penalty on Michael Mayer: Offensive Holding, 2 yards (accepted) (no play)",-0.38,-0.46,17.0,2024,252
2.0,3:51,1.0,12.0,LVR 3,6.0,7.0,Aidan O'Connell pass incomplete deep left intended for Tre Tucker,-0.46,-0.93,17.0,2024,252
2.0,3:46,2.0,12.0,LVR 3,6.0,7.0,Ameer Abdullah up the middle for 17 yards (tackle by Will Harris),-0.93,0.28,17.0,2024,252
2.0,3:04,1.0,10.0,LVR 20,6.0,7.0,Aidan O'Connell pass complete short left to Brock Bowers for 13 yards (tackle by Kool-Aid McKinstry),0.28,1.14,17.0,2024,252
2.0,2:20,1.0,10.0,LVR 33,6.0,7.0,Aidan O'Connell pass incomplete short left intended for Alexander Mattison,1.14,0.59,17.0,2024,252
2.0,2:14,2.0,10.0,LVR 33,6.0,7.0,Alexander Mattison up the middle for 5 yards (tackle by Cameron Jordan),0.59,0.56,17.0,2024,252
2.0,2:00,3.0,5.0,LVR 38,6.0,7.0,Aidan O'Connell pass complete deep left to Jakobi Meyers for 29 yards (tackle by Ugo Amadi),0.56,3.38,17.0,2024,252
2.0,1:22,1.0,10.0,NOR 33,6.0,7.0,Aidan O'Connell pass complete short middle to Brock Bowers for 17 yards (tackle by Will Harris),3.38,4.51,17.0,2024,252
2.0,1:10,,,,,,Timeout #1 by New Orleans Saints,,,17.0,2024,252
2.0,1:10,1.0,10.0,NOR 16,6.0,7.0,Ameer Abdullah left tackle for 13 yards (tackle by Ugo Amadi and Pete Werner),4.51,6.51,17.0,2024,252
2.0,1:01,,,,,,Timeout #2 by New Orleans Saints,,,17.0,2024,252
2.0,1:01,1.0,3.0,NOR 3,12.0,7.0,"Aidan O'Connell pass complete short left to Jakobi Meyers for 3 yards, touchdown",6.51,7.0,17.0,2024,252
2.0,0:57,,,NOR 15,13.0,7.0,Daniel Carlson kicks extra point good,0.0,0.0,17.0,2024,252
2.0,0:57,,,LVR 35,13.0,7.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,252
2.0,0:57,1.0,10.0,NOR 30,13.0,7.0,Spencer Rattler pass complete short right to Cedrick Wilson for 9 yards (tackle by Jack Jones and Divine Deablo),0.94,1.61,17.0,2024,252
2.0,0:36,2.0,1.0,NOR 39,13.0,7.0,Spencer Rattler pass complete short right to Jamaal Williams for 12 yards (tackle by Divine Deablo and Jack Jones),1.61,2.32,17.0,2024,252
2.0,0:31,,,,,,Timeout #3 by New Orleans Saints,,,17.0,2024,252
2.0,0:31,1.0,10.0,LVR 49,13.0,7.0,Spencer Rattler pass complete short right to Foster Moreau for 9 yards (tackle by Isaiah Pola-Mao),2.32,3.0,17.0,2024,252
2.0,0:24,2.0,1.0,LVR 40,13.0,7.0,Spencer Rattler pass complete deep left to Kevin Austin for 23 yards (tackle by Decamerion Richardson),3.0,4.44,17.0,2024,252
2.0,0:18,1.0,10.0,LVR 17,13.0,7.0,"Spencer Rattler pass incomplete short left intended for Jamaal Williams. Penalty on Taliese Fuaga: Illegal Formation, 5 yards (accepted) (no play)",4.44,4.11,17.0,2024,252
2.0,0:14,1.0,15.0,LVR 22,13.0,7.0,Spencer Rattler pass complete short left to Juwan Johnson for 6 yards (tackle by Decamerion Richardson),4.11,4.0,17.0,2024,252
2.0,0:09,2.0,9.0,LVR 16,13.0,7.0,Spencer Rattler pass incomplete deep right,4.0,3.19,17.0,2024,252
2.0,0:03,3.0,9.0,LVR 16,13.0,10.0,Blake Grupe 34 yard field goal good,3.19,3.0,17.0,2024,252
3.0,15:00,,,LVR 35,13.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,252
3.0,15:00,1.0,10.0,NOR 30,13.0,10.0,Clyde Edwards-Helaire left tackle for 1 yard (tackle by Robert Spillane and Decamerion Richardson),0.94,0.53,17.0,2024,252
3.0,14:26,2.0,9.0,NOR 31,13.0,10.0,Spencer Rattler pass complete short right to Juwan Johnson for 10 yards (tackle by Nate Hobbs),0.53,1.66,17.0,2024,252
3.0,13:50,1.0,10.0,NOR 41,13.0,10.0,Spencer Rattler pass incomplete short right intended for Kevin Austin (defended by Jack Jones),1.66,1.12,17.0,2024,252
3.0,13:42,2.0,10.0,NOR 41,13.0,10.0,"Spencer Rattler pass complete short left to Juwan Johnson for 4 yards. Juwan Johnson fumbles (tackle by Isaiah Pola-Mao, recovered by Juwan Johnson at NO-45",1.12,0.96,17.0,2024,252
3.0,13:06,3.0,6.0,NOR 45,13.0,10.0,Spencer Rattler pass incomplete short middle intended for Juwan Johnson,0.96,-0.39,17.0,2024,252
3.0,13:00,4.0,6.0,NOR 45,13.0,10.0,"Matthew Hayball punts 40 yards, fair catch by Ameer Abdullah at LV-15",-0.39,0.22,17.0,2024,252
3.0,12:53,1.0,10.0,LVR 15,13.0,10.0,Ameer Abdullah left tackle for 3 yards (tackle by Pete Werner and Khalen Saunders),-0.22,-0.28,17.0,2024,252
3.0,12:16,2.0,7.0,LVR 18,13.0,10.0,Aidan O'Connell pass complete short right to Tre Tucker for 6 yards (tackle by Will Harris),-0.28,-0.27,17.0,2024,252
3.0,11:36,3.0,1.0,LVR 24,13.0,10.0,Ameer Abdullah left end for 14 yards (tackle by Khalen Saunders),-0.27,1.47,17.0,2024,252
3.0,10:56,1.0,10.0,LVR 38,13.0,10.0,Aidan O'Connell pass incomplete deep left intended for Jakobi Meyers,1.47,0.92,17.0,2024,252
3.0,10:49,2.0,10.0,LVR 38,13.0,10.0,Alexander Mattison right end for 1 yard (tackle by Pete Werner),0.92,0.37,17.0,2024,252
3.0,10:06,3.0,9.0,LVR 39,13.0,10.0,"Aidan O'Connell pass complete short left to Jakobi Meyers for 19 yards (tackle by Ugo Amadi). Penalty on Ugo Amadi: Defensive Pass Interference, 15 yards (declined)",0.37,2.79,17.0,2024,252
3.0,9:32,1.0,10.0,NOR 42,13.0,10.0,Ameer Abdullah left tackle for 5 yards (tackle by Nathan Shepherd),2.79,2.92,17.0,2024,252
3.0,8:52,2.0,5.0,NOR 37,13.0,10.0,Aidan O'Connell pass incomplete short left intended for Tre Tucker,2.92,2.21,17.0,2024,252
3.0,8:46,3.0,5.0,NOR 37,13.0,10.0,Ameer Abdullah right guard for 1 yard (tackle by Chase Young),2.21,0.89,17.0,2024,252
3.0,8:03,4.0,4.0,NOR 36,16.0,10.0,Daniel Carlson 54 yard field goal good,0.89,3.0,17.0,2024,252
3.0,7:57,,,LVR 35,16.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,252
3.0,7:57,1.0,10.0,NOR 30,16.0,10.0,Spencer Rattler pass incomplete deep left intended for Marquez Valdes-Scantling (defended by Decamerion Richardson),0.94,0.39,17.0,2024,252
3.0,7:50,2.0,10.0,NOR 30,16.0,10.0,Jamaal Williams right end for 8 yards (tackle by Divine Deablo and Tre'von Moehrig),0.39,0.76,17.0,2024,252
3.0,7:13,3.0,2.0,NOR 38,16.0,10.0,Spencer Rattler pass incomplete short middle intended for Foster Moreau (defended by Robert Spillane),0.76,-0.85,17.0,2024,252
3.0,7:09,4.0,2.0,NOR 38,16.0,10.0,Matthew Hayball punts 38 yards downed by Payton Turner,-0.85,-0.54,17.0,2024,252
3.0,6:59,1.0,10.0,LVR 24,16.0,10.0,Aidan O'Connell pass incomplete short right intended for Terrace Marshall (defended by Alontae Taylor),0.54,0.0,17.0,2024,252
3.0,6:53,2.0,10.0,LVR 24,16.0,10.0,Ameer Abdullah up the middle for 5 yards (tackle by Payton Turner and Will Harris),0.0,-0.03,17.0,2024,252
3.0,6:13,3.0,5.0,LVR 29,16.0,10.0,Aidan O'Connell pass incomplete short middle intended for Michael Mayer (defended by Tyrann Mathieu),-0.03,-1.44,17.0,2024,252
3.0,6:06,4.0,5.0,LVR 29,16.0,10.0,"AJ Cole punts 71 yards, touchback.",-1.44,-0.28,17.0,2024,252
3.0,5:55,1.0,10.0,NOR 20,16.0,10.0,Spencer Rattler pass incomplete short left intended for Adam Prentice,0.28,-0.27,17.0,2024,252
3.0,5:51,2.0,10.0,NOR 20,16.0,10.0,Spencer Rattler pass incomplete short right intended for Clyde Edwards-Helaire (defended by Robert Spillane),-0.27,-0.96,17.0,2024,252
3.0,5:44,3.0,10.0,NOR 20,16.0,10.0,Spencer Rattler sacked by Robert Spillane for -10 yards,-0.96,-2.49,17.0,2024,252
3.0,5:01,4.0,20.0,NOR 10,16.0,10.0,"Matthew Hayball punts 55 yards, returned by Ameer Abdullah for 4 yards (tackle by Rico Payton and J.T. Gray)",-2.49,-1.53,17.0,2024,252
3.0,4:51,1.0,10.0,LVR 39,16.0,10.0,Ameer Abdullah right tackle for 8 yards (tackle by Alontae Taylor),1.53,2.07,17.0,2024,252
3.0,4:13,2.0,2.0,LVR 47,16.0,10.0,Ameer Abdullah up the middle for 1 yard (tackle by Demario Davis),2.07,1.49,17.0,2024,252
3.0,3:48,3.0,1.0,LVR 48,16.0,10.0,Aidan O'Connell right guard for 1 yard (tackle by Pete Werner),1.49,2.19,17.0,2024,252
3.0,3:10,1.0,10.0,LVR 49,16.0,10.0,Aidan O'Connell pass incomplete short left intended for Alexander Mattison,2.19,1.65,17.0,2024,252
3.0,3:00,2.0,10.0,LVR 49,16.0,10.0,Aidan O'Connell pass complete short middle to Brock Bowers for 11 yards (tackle by Jordan Howden),1.65,2.92,17.0,2024,252
3.0,2:22,1.0,10.0,NOR 40,16.0,10.0,Alexander Mattison up the middle for 6 yards (tackle by Demario Davis),2.92,3.18,17.0,2024,252
3.0,1:41,2.0,4.0,NOR 34,16.0,10.0,Alexander Mattison up the middle for 5 yards (tackle by Pete Werner),3.18,3.64,17.0,2024,252
3.0,1:00,1.0,10.0,NOR 29,16.0,10.0,Aidan O'Connell pass complete short middle to Brock Bowers for 15 yards (tackle by Tyrann Mathieu),3.64,4.65,17.0,2024,252
3.0,0:22,1.0,10.0,NOR 14,16.0,10.0,Ameer Abdullah right tackle for 4 yards (tackle by Khalen Saunders),4.65,4.71,17.0,2024,252
4.0,15:00,2.0,6.0,NOR 10,16.0,10.0,Ameer Abdullah left guard for 3 yards (tackle by Demario Davis),4.71,4.5,17.0,2024,252
4.0,14:20,3.0,3.0,NOR 7,16.0,10.0,Aidan O'Connell pass incomplete short left intended for Jakobi Meyers,4.5,2.99,17.0,2024,252
4.0,14:16,4.0,3.0,NOR 7,19.0,10.0,Daniel Carlson 25 yard field goal good,2.99,3.0,17.0,2024,252
4.0,14:14,,,LVR 35,19.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,252
4.0,14:14,1.0,10.0,NOR 30,19.0,10.0,Clyde Edwards-Helaire up the middle for 2 yards (tackle by Robert Spillane and Tyree Wilson),0.94,0.66,17.0,2024,252
4.0,13:55,2.0,8.0,NOR 32,19.0,10.0,Spencer Rattler pass incomplete short right intended for Foster Moreau,0.66,-0.03,17.0,2024,252
4.0,13:46,3.0,8.0,NOR 32,19.0,10.0,Spencer Rattler pass complete short right to Dante Pettis for 6 yards (tackle by Nate Hobbs),-0.03,-0.85,17.0,2024,252
4.0,13:07,4.0,2.0,NOR 38,19.0,10.0,Spencer Rattler scrambles left end for 8 yards (tackle by K'Lavon Chaisson),-0.85,1.99,17.0,2024,252
4.0,12:11,1.0,10.0,NOR 46,19.0,10.0,Jamaal Williams up the middle for 4 yards (tackle by Charles Snowden and Divine Deablo),1.99,1.99,17.0,2024,252
4.0,11:44,2.0,6.0,LVR 50,19.0,10.0,"Spencer Rattler pass complete short right to Cedrick Wilson for no gain. Penalty on Oli Udoh: Offensive Holding, 10 yards (accepted) (no play)",1.99,0.64,17.0,2024,252
4.0,11:37,2.0,16.0,NOR 40,19.0,10.0,Spencer Rattler pass short right intended for Cedrick Wilson is intercepted by Jack Jones at NO-40 and returned for no gain (tackle by Cedrick Wilson),0.64,-2.92,17.0,2024,252
4.0,11:22,1.0,10.0,NOR 40,19.0,10.0,Aidan O'Connell pass incomplete deep left intended for Tre Tucker,2.92,2.37,17.0,2024,252
4.0,11:16,2.0,10.0,NOR 40,19.0,10.0,Alexander Mattison left tackle for 5 yards (tackle by Kool-Aid McKinstry),2.37,2.34,17.0,2024,252
4.0,10:37,3.0,5.0,NOR 35,19.0,10.0,Aidan O'Connell pass complete short middle to Brock Bowers for 13 yards (tackle by Tyrann Mathieu),2.34,4.11,17.0,2024,252
4.0,9:54,1.0,10.0,NOR 22,19.0,10.0,Brock Bowers left end for -1 yards (tackle by Demario Davis),4.11,3.43,17.0,2024,252
4.0,9:12,2.0,11.0,NOR 23,19.0,10.0,Alexander Mattison left end for 5 yards (tackle by Demario Davis and Khalen Saunders),3.43,3.4,17.0,2024,252
4.0,8:27,3.0,6.0,NOR 18,25.0,10.0,"Aidan O'Connell pass complete deep left to Tre Tucker for 18 yards, touchdown",3.4,7.0,17.0,2024,252
4.0,8:20,,,NOR 15,25.0,10.0,Daniel Carlson kicks extra point blocked blocked by Carl Granderson,0.0,-1.0,17.0,2024,252
4.0,8:20,,,LVR 35,25.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,252
4.0,8:20,1.0,10.0,NOR 30,25.0,10.0,"Spencer Rattler sacked by K'Lavon Chaisson for -7 yards. Spencer Rattler fumbles (forced by K'Lavon Chaisson), recovered by Taliese Fuaga at NO-23 (tackle by K'Lavon Chaisson)",0.94,-0.55,17.0,2024,252
4.0,7:50,2.0,17.0,NOR 23,25.0,10.0,Spencer Rattler pass incomplete deep right,-0.55,-1.22,17.0,2024,252
4.0,7:48,3.0,17.0,NOR 23,25.0,10.0,Spencer Rattler pass incomplete deep right intended for Juwan Johnson (defended by Jack Jones),-1.22,-1.83,17.0,2024,252
4.0,7:43,4.0,17.0,NOR 23,25.0,10.0,"Matthew Hayball punts 55 yards, returned by Tre Tucker for 11 yards (tackle by Adam Prentice)",-1.83,-1.14,17.0,2024,252
4.0,7:30,1.0,10.0,LVR 33,25.0,10.0,Alexander Mattison right guard for 2 yards (tackle by Nathan Shepherd and Demario Davis),1.14,0.86,17.0,2024,252
4.0,6:52,2.0,8.0,LVR 35,25.0,10.0,Aidan O'Connell pass complete short left to Michael Mayer for 14 yards (tackle by Kool-Aid McKinstry and Demario Davis),0.86,2.19,17.0,2024,252
4.0,6:12,1.0,10.0,LVR 49,25.0,10.0,Aidan O'Connell pass incomplete short right intended for Tre Tucker,2.19,1.65,17.0,2024,252
4.0,6:04,2.0,10.0,LVR 49,25.0,10.0,Alexander Mattison left guard for 3 yards (tackle by Bryan Bresee),1.65,1.36,17.0,2024,252
4.0,5:25,3.0,7.0,NOR 48,25.0,10.0,Aidan O'Connell pass incomplete deep right intended for Tre Tucker,1.36,0.07,17.0,2024,252
4.0,5:16,4.0,7.0,NOR 48,25.0,10.0,"AJ Cole punts 38 yards, fair catch by Dante Pettis at NO-10",0.07,0.38,17.0,2024,252
4.0,5:10,1.0,10.0,NOR 10,25.0,10.0,Spencer Rattler pass complete short left to Clyde Edwards-Helaire for 2 yards (tackle by Nate Hobbs),-0.38,-0.63,17.0,2024,252
4.0,4:41,2.0,8.0,NOR 12,25.0,10.0,Spencer Rattler pass complete short left to Cedrick Wilson for 2 yards (tackle by Thomas Harper),-0.63,-0.95,17.0,2024,252
4.0,4:25,3.0,6.0,NOR 14,25.0,10.0,Spencer Rattler sacked by and Tyree Wilson for -10 yards and Adam Butler for -10 yards,-0.95,-2.49,17.0,2024,252
4.0,3:35,4.0,16.0,NOR 4,25.0,10.0,"Penalty on Matthew Hayball: Delay of Game, 2 yards (accepted) (no play)",-2.49,-2.49,17.0,2024,252
4.0,3:35,4.0,18.0,NOR 2,25.0,10.0,"Matthew Hayball punts 64 yards, returned by Tre Tucker for 17 yards (tackle by Nephi Sewell)",-2.49,-2.32,17.0,2024,252
4.0,3:22,1.0,10.0,NOR 49,25.0,10.0,Chris Collier up the middle for 3 yards (tackle by Khalen Saunders and Carl Granderson),2.32,2.19,17.0,2024,252
4.0,3:19,,,,,,Timeout #1 by New Orleans Saints,,,17.0,2024,252
4.0,3:19,2.0,7.0,NOR 46,25.0,10.0,Chris Collier left guard for 1 yard (tackle by Khalen Saunders and Pete Werner),2.19,1.62,17.0,2024,252
4.0,3:14,,,,,,Timeout #2 by New Orleans Saints,,,17.0,2024,252
4.0,3:14,3.0,6.0,NOR 45,25.0,10.0,Chris Collier up the middle for 2 yards (tackle by Carl Granderson),1.62,0.4,17.0,2024,252
4.0,3:10,,,,,,Timeout #3 by New Orleans Saints,,,17.0,2024,252
4.0,3:10,4.0,4.0,NOR 43,25.0,10.0,"AJ Cole punts 33 yards, fair catch by Dante Pettis at NO-10",0.4,0.38,17.0,2024,252
4.0,3:03,1.0,10.0,NOR 10,25.0,10.0,"Spencer Rattler pass incomplete short left intended for Marquez Valdes-Scantling (defended by Zachary Carter). Penalty on Andre Carter: Roughing the Passer, 15 yards (accepted) (no play)",-0.38,0.61,17.0,2024,252
4.0,2:58,1.0,10.0,NOR 25,25.0,10.0,Spencer Rattler pass complete short middle to Juwan Johnson for 5 yards (tackle by Robert Spillane),0.61,0.74,17.0,2024,252
4.0,2:38,2.0,5.0,NOR 30,25.0,10.0,Spencer Rattler scrambles left end for 10 yards (tackle by Tre'von Moehrig),0.74,1.6,17.0,2024,252
