Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA,week,year,game_id
2.0,10:39,4.0,15.0,HOU 32,10.0,0.0,"Tommy Townsend punts, returned by Steven Sims for no gain (tackle by M.J. Stewart and Neville Hewitt). Penalty on Kris Boyd: Player Out of Bounds on a Punt, 5 yards (accepted) (no play)",-1.24,-1.57,17.0,2024,242
2.0,10:27,4.0,20.0,HOU 27,10.0,0.0,Tommy Townsend punts 69 yards downed by D'Angelo Ross,-1.57,0.38,17.0,2024,242
2.0,10:15,1.0,10.0,BAL 4,10.0,2.0,"Derrick Henry left guard for -4 yards (tackle by Kamari Lassiter), safety.",-0.38,-2.0,17.0,2024,242
2.0,10:09,,,BAL 20,10.0,2.0,"Jordan Stout kicks off 82 yards, returned by Dameon Pierce for 45 yards (tackle by T.J. Tampa and Tylan Wallace)",0.0,1.8,17.0,2024,242
2.0,10:00,1.0,10.0,HOU 43,10.0,2.0,Joe Mixon up the middle for 4 yards (tackle by Brent Urban),1.8,1.79,17.0,2024,242
2.0,9:20,2.0,6.0,HOU 47,10.0,2.0,C.J. Stroud pass complete short middle to Robert Woods for 16 yards (tackle by Marlon Humphrey),1.79,3.12,17.0,2024,242
2.0,8:42,1.0,10.0,BAL 37,10.0,2.0,Joe Mixon right end for -2 yards (tackle by Marlon Humphrey),3.12,2.3,17.0,2024,242
2.0,7:58,2.0,12.0,BAL 39,10.0,2.0,C.J. Stroud pass incomplete deep right intended for John Metchie,2.3,1.62,17.0,2024,242
2.0,7:54,3.0,12.0,BAL 39,10.0,2.0,C.J. Stroud pass complete short left to John Metchie for 9 yards (tackle by Roquan Smith),1.62,1.48,17.0,2024,242
2.0,7:17,4.0,3.0,BAL 30,10.0,2.0,"C.J. Stroud pass incomplete deep right intended for Robert Woods. Penalty on Marlon Humphrey: Defensive Pass Interference, 20 yards (accepted) (no play)",1.48,4.91,17.0,2024,242
2.0,7:12,1.0,10.0,BAL 10,10.0,2.0,Joe Mixon left guard for 7 yards (tackle by Travis Jones),4.91,5.53,17.0,2024,242
2.0,6:27,2.0,3.0,BAL 3,10.0,2.0,Joe Mixon up the middle for -1 yards (tackle by Roquan Smith and Marlon Humphrey),5.53,4.49,17.0,2024,242
2.0,5:42,3.0,4.0,BAL 4,10.0,2.0,C.J. Stroud pass incomplete short middle intended for John Metchie (defended by Marlon Humphrey),4.49,3.03,17.0,2024,242
2.0,5:39,4.0,4.0,BAL 4,10.0,2.0,C.J. Stroud pass complete short right to Joe Mixon for 3 yards (tackle by Ar'Darius Washington and Tre'Davious White),3.03,0.38,17.0,2024,242
2.0,5:31,1.0,10.0,BAL 1,10.0,2.0,Derrick Henry left tackle for 7 yards (tackle by Henry To'oTo'o),-0.38,-0.27,17.0,2024,242
2.0,4:57,2.0,3.0,BAL 8,10.0,2.0,Lamar Jackson pass complete short left to Rashod Bateman for 12 yards (tackle by Kamari Lassiter),-0.27,0.28,17.0,2024,242
2.0,4:16,1.0,10.0,BAL 20,10.0,2.0,"Lamar Jackson pass complete deep middle to Zay Flowers for no gain (tackle by Derek Stingley). Penalty on Ronnie Stanley: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.28,-0.31,17.0,2024,242
2.0,3:51,1.0,15.0,BAL 15,10.0,2.0,Derrick Henry up the middle for 5 yards (tackle by Myles Bryant and Tommy Togiai),-0.31,-0.27,17.0,2024,242
2.0,3:10,2.0,10.0,BAL 20,10.0,2.0,Lamar Jackson pass complete deep right to Mark Andrews for 67 yards (tackle by Calen Bullock),-0.27,4.71,17.0,2024,242
2.0,2:16,1.0,10.0,HOU 13,10.0,2.0,Derrick Henry right tackle for 4 yards (tackle by Danielle Hunter),4.71,4.77,17.0,2024,242
2.0,2:00,2.0,6.0,HOU 9,16.0,2.0,"Lamar Jackson pass complete short right to Isaiah Likely for 9 yards, touchdown",4.77,7.0,17.0,2024,242
2.0,1:51,,,HOU 15,17.0,2.0,Justin Tucker kicks extra point good,0.0,0.0,17.0,2024,242
2.0,1:51,,,BAL 35,17.0,2.0,"Jordan Stout kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,242
2.0,1:51,1.0,10.0,HOU 30,17.0,2.0,C.J. Stroud pass complete deep middle to John Metchie for 19 yards (tackle by Marlon Humphrey),0.94,2.19,17.0,2024,242
2.0,1:30,1.0,10.0,HOU 49,17.0,2.0,C.J. Stroud pass complete short right to Xavier Hutchinson for 8 yards (tackle by Nate Wiggins),2.19,2.73,17.0,2024,242
2.0,1:26,2.0,2.0,BAL 43,17.0,2.0,C.J. Stroud pass incomplete short middle intended for Nico Collins,2.73,2.01,17.0,2024,242
2.0,1:22,3.0,2.0,BAL 43,17.0,2.0,C.J. Stroud pass incomplete short left intended for Dalton Schultz,2.01,0.4,17.0,2024,242
2.0,1:18,4.0,2.0,BAL 43,17.0,2.0,"Tommy Townsend punts 43 yards, touchback.",0.4,-0.28,17.0,2024,242
2.0,1:11,1.0,10.0,BAL 20,17.0,2.0,Lamar Jackson pass complete short right to Keaton Mitchell for 28 yards (tackle by Derek Stingley and Henry To'oTo'o),0.28,2.13,17.0,2024,242
2.0,0:43,1.0,10.0,BAL 48,17.0,2.0,Lamar Jackson pass incomplete deep left intended for Zay Flowers,2.13,1.58,17.0,2024,242
2.0,0:39,2.0,10.0,BAL 48,17.0,2.0,Lamar Jackson pass incomplete deep right intended for Devontez Walker (defended by Will Anderson),1.58,0.89,17.0,2024,242
2.0,0:34,,,,,,Timeout #1 by Baltimore Ravens,,,17.0,2024,242
2.0,0:34,3.0,10.0,BAL 48,17.0,2.0,Lamar Jackson pass incomplete short middle intended for Zay Flowers,0.89,-0.19,17.0,2024,242
2.0,0:29,4.0,10.0,BAL 48,17.0,2.0,"Jordan Stout punts 37 yards, fair catch by Robert Woods at HOU-15",-0.19,0.22,17.0,2024,242
2.0,0:21,1.0,10.0,HOU 15,17.0,2.0,C.J. Stroud pass incomplete short right,-0.22,-0.71,17.0,2024,242
2.0,0:17,,,,,,Timeout #1 by Houston Texans,,,17.0,2024,242
2.0,0:17,2.0,10.0,HOU 15,17.0,2.0,Dare Ogunbowale left guard for 9 yards (tackle by Tre'Davious White),-0.71,-0.27,17.0,2024,242
2.0,0:11,,,,,,Timeout #2 by Baltimore Ravens,,,17.0,2024,242
2.0,0:11,3.0,1.0,HOU 24,17.0,2.0,Dare Ogunbowale right guard for 3 yards (tackle by Roquan Smith),-0.27,0.74,17.0,2024,242
3.0,15:00,,,BAL 35,17.0,2.0,"Jordan Stout kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,242
3.0,15:00,1.0,10.0,HOU 30,17.0,2.0,C.J. Stroud pass incomplete short middle intended for Joe Mixon,0.94,0.39,17.0,2024,242
3.0,14:55,2.0,10.0,HOU 30,17.0,2.0,C.J. Stroud scrambles left end for 7 yards (tackle by Kyle Van Noy),0.39,0.63,17.0,2024,242
3.0,14:15,3.0,3.0,HOU 37,17.0,2.0,C.J. Stroud pass deep right intended for Xavier Hutchinson is intercepted by Kyle Hamilton at BAL-39 and returned for no gain (tackle by Xavier Hutchinson),0.63,-1.53,17.0,2024,242
3.0,14:06,1.0,10.0,BAL 39,17.0,2.0,Derrick Henry left guard for 13 yards (tackle by Eric Murray and Kamari Lassiter),1.53,2.39,17.0,2024,242
3.0,13:30,1.0,10.0,HOU 48,23.0,2.0,"Lamar Jackson right end for 48 yards, touchdown",2.39,7.0,17.0,2024,242
3.0,13:22,,,HOU 15,24.0,2.0,Justin Tucker kicks extra point good,0.0,0.0,17.0,2024,242
3.0,13:22,,,BAL 35,24.0,2.0,"Jordan Stout kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,242
3.0,13:22,1.0,10.0,HOU 30,24.0,2.0,Joe Mixon up the middle for 2 yards (tackle by Broderick Washington and Michael Pierce),0.94,0.66,17.0,2024,242
3.0,12:48,2.0,8.0,HOU 32,24.0,2.0,C.J. Stroud sacked by Chris Board for -9 yards,0.66,-1.22,17.0,2024,242
3.0,12:06,3.0,17.0,HOU 23,24.0,2.0,C.J. Stroud pass complete short right to Dalton Schultz for 3 yards (tackle by Brandon Stephens),-1.22,-1.63,17.0,2024,242
3.0,11:31,4.0,14.0,HOU 26,24.0,2.0,"Tommy Townsend punts 41 yards, returned by Steven Sims for 5 yards (tackle by Jamal Hill)",-1.63,-1.47,17.0,2024,242
3.0,11:21,1.0,10.0,BAL 38,24.0,2.0,Derrick Henry left guard for 6 yards (tackle by Eric Murray),1.47,1.73,17.0,2024,242
3.0,10:40,2.0,4.0,BAL 44,24.0,2.0,Derrick Henry up the middle for 1 yard (tackle by Derek Barnett and Neville Hewitt),1.73,1.16,17.0,2024,242
3.0,9:55,3.0,3.0,BAL 45,24.0,2.0,Lamar Jackson right end for 8 yards (tackle by Calen Bullock),1.16,2.46,17.0,2024,242
3.0,9:23,1.0,10.0,HOU 47,24.0,2.0,"Lamar Jackson pass complete short left to Derrick Henry for 4 yards (tackle by Christian Harris). Penalty on Christian Harris: Face Mask (15 Yards), 15 yards (accepted)",2.46,3.71,17.0,2024,242
3.0,9:07,1.0,10.0,HOU 28,24.0,2.0,Derrick Henry up the middle for 3 yards (tackle by Christian Harris and Danielle Hunter),3.71,3.57,17.0,2024,242
3.0,8:29,2.0,7.0,HOU 25,24.0,2.0,Lamar Jackson pass complete short right to Derrick Henry for 14 yards (tackle by Eric Murray and Derek Stingley),3.57,4.84,17.0,2024,242
3.0,7:50,1.0,10.0,HOU 11,24.0,2.0,Derrick Henry up the middle for 3 yards (tackle by Derek Barnett),4.84,4.7,17.0,2024,242
3.0,7:16,2.0,7.0,HOU 8,24.0,2.0,Lamar Jackson scrambles up the middle for 6 yards (tackle by Dylan Horton),4.7,5.12,17.0,2024,242
3.0,6:29,3.0,1.0,HOU 2,24.0,2.0,Derrick Henry right tackle for 1 yard (tackle by Eric Murray and Henry To'oTo'o),5.12,6.97,17.0,2024,242
3.0,5:53,1.0,1.0,HOU 1,30.0,2.0,"Lamar Jackson pass complete short right to Mark Andrews for 1 yard, touchdown",6.97,7.0,17.0,2024,242
3.0,5:50,,,HOU 15,31.0,2.0,Justin Tucker kicks extra point good,0.0,0.0,17.0,2024,242
3.0,5:50,,,BAL 35,31.0,2.0,"Jordan Stout kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,242
3.0,5:50,1.0,10.0,HOU 30,31.0,2.0,C.J. Stroud pass complete short middle to Xavier Hutchinson for 13 yards (tackle by Roquan Smith and Marlon Humphrey),0.94,1.8,17.0,2024,242
3.0,5:28,1.0,10.0,HOU 43,31.0,2.0,C.J. Stroud pass incomplete short right intended for Xavier Hutchinson (defended by Nate Wiggins),1.8,1.25,17.0,2024,242
3.0,5:23,2.0,10.0,HOU 43,31.0,2.0,C.J. Stroud pass complete short right to John Metchie for 5 yards (tackle by Nate Wiggins),1.25,1.22,17.0,2024,242
3.0,4:45,3.0,5.0,HOU 48,31.0,2.0,C.J. Stroud pass complete deep left to Nico Collins for 30 yards (tackle by Kyle Hamilton),1.22,4.11,17.0,2024,242
3.0,4:26,1.0,10.0,BAL 22,31.0,2.0,C.J. Stroud sacked by Roquan Smith for no gain,4.11,3.56,17.0,2024,242
3.0,3:46,2.0,10.0,BAL 22,31.0,2.0,C.J. Stroud pass complete short right to John Metchie for 7 yards (tackle by Marlon Humphrey),3.56,3.93,17.0,2024,242
3.0,2:58,3.0,3.0,BAL 15,31.0,2.0,C.J. Stroud sacked by Nnamdi Madubuike for -4 yards,3.93,2.18,17.0,2024,242
3.0,2:15,4.0,7.0,BAL 19,31.0,2.0,"C.J. Stroud pass complete short right to Dare Ogunbowale for no gain (tackle by Roquan Smith) Replay Assistant challenged the first down ruling, and the original play was overturned. C.J. Stroud pass complete short right to Dare Ogunbowale for 6 yards (tackle by Roquan Smith)",2.18,0.32,17.0,2024,242
3.0,2:10,1.0,10.0,BAL 13,31.0,2.0,Derrick Henry left tackle for 2 yards (tackle by Myles Bryant and Tommy Togiai),-0.32,-0.57,17.0,2024,242
3.0,1:35,2.0,8.0,BAL 15,31.0,2.0,Derrick Henry left tackle for 7 yards (tackle by Kamari Lassiter and Eric Murray),-0.57,-0.35,17.0,2024,242
3.0,0:52,3.0,1.0,BAL 22,31.0,2.0,Derrick Henry left guard for 1 yard (tackle by Tommy Togiai and Derek Barnett),-0.35,0.48,17.0,2024,242
4.0,15:00,1.0,10.0,BAL 23,31.0,2.0,Derrick Henry up the middle for 7 yards (tackle by Jake Hansen),0.48,0.88,17.0,2024,242
4.0,14:22,2.0,3.0,BAL 30,31.0,2.0,Derrick Henry right tackle for 5 yards (tackle by Jake Hansen),0.88,1.27,17.0,2024,242
4.0,13:41,1.0,10.0,BAL 35,31.0,2.0,Keaton Mitchell up the middle for 1 yard (tackle by Tim Settle and Kurt Hinish),1.27,0.86,17.0,2024,242
4.0,12:59,2.0,9.0,BAL 36,31.0,2.0,Keaton Mitchell left tackle for -1 yards (tackle by Kurt Hinish and Tommy Togiai),0.86,0.04,17.0,2024,242
4.0,12:17,3.0,10.0,BAL 35,31.0,2.0,Lamar Jackson pass complete short right to Tylan Wallace for 2 yards (tackle by Kamari Lassiter and Derek Stingley),0.04,-0.91,17.0,2024,242
4.0,11:32,4.0,8.0,BAL 37,31.0,2.0,"Jordan Stout punts 41 yards, fair catch by Robert Woods at HOU-22",-0.91,-0.41,17.0,2024,242
4.0,11:25,1.0,10.0,HOU 22,31.0,2.0,C.J. Stroud pass incomplete deep left intended for Nico Collins,0.41,-0.13,17.0,2024,242
4.0,11:19,2.0,10.0,HOU 22,31.0,2.0,Joe Mixon left tackle for 8 yards (tackle by Chris Board),-0.13,0.23,17.0,2024,242
4.0,10:40,3.0,2.0,HOU 30,31.0,2.0,C.J. Stroud pass incomplete short right intended for Dalton Schultz,0.23,-1.37,17.0,2024,242
4.0,10:37,4.0,2.0,HOU 30,31.0,2.0,"Tommy Townsend punts 61 yards, returned by Steven Sims for 2 yards (tackle by Kris Boyd)",-1.37,0.37,17.0,2024,242
4.0,10:24,1.0,10.0,BAL 11,31.0,2.0,Keaton Mitchell right tackle for 7 yards (tackle by Del'Shawn Phillips and Tommy Togiai),-0.37,0.0,17.0,2024,242
4.0,9:42,2.0,3.0,BAL 18,31.0,2.0,Keaton Mitchell up the middle for 4 yards (tackle by Kurt Hinish),0.0,0.41,17.0,2024,242
4.0,8:58,1.0,10.0,BAL 22,31.0,2.0,Keaton Mitchell up the middle for 2 yards (tackle by Neville Hewitt and Dylan Horton),0.41,0.14,17.0,2024,242
4.0,8:16,2.0,8.0,BAL 24,31.0,2.0,"Keaton Mitchell right tackle for no gain (tackle by Dylan Horton). Penalty on Derek Barnett: Defensive Offside, 5 yards (accepted) (no play)",0.14,0.81,17.0,2024,242
4.0,7:50,2.0,3.0,BAL 29,31.0,2.0,Derrick Henry right tackle for 4 yards (tackle by Jake Hansen),0.81,1.14,17.0,2024,242
4.0,7:06,1.0,10.0,BAL 33,31.0,2.0,Keaton Mitchell left guard for 2 yards (tackle by Del'Shawn Phillips and Tommy Togiai),1.14,0.86,17.0,2024,242
4.0,6:26,2.0,8.0,BAL 35,31.0,2.0,Keaton Mitchell right end for 3 yards (tackle by Del'Shawn Phillips and Neville Hewitt),0.86,0.56,17.0,2024,242
4.0,5:42,3.0,5.0,BAL 38,31.0,2.0,Josh Johnson pass complete short left to Anthony Miller for 16 yards (tackle by Jeff Okudah),0.56,2.52,17.0,2024,242
4.0,5:02,1.0,10.0,HOU 46,31.0,2.0,"Penalty on Patrick Ricard: False Start, 5 yards (accepted) (no play)",2.52,2.19,17.0,2024,242
4.0,5:02,1.0,15.0,BAL 49,31.0,2.0,Keaton Mitchell right guard for 2 yards (tackle by Neville Hewitt),2.19,1.57,17.0,2024,242
4.0,4:20,2.0,13.0,HOU 49,31.0,2.0,Keaton Mitchell left end for -1 yards (tackle by Del'Shawn Phillips),1.57,0.76,17.0,2024,242
4.0,3:37,3.0,14.0,HOU 50,31.0,2.0,Josh Johnson pass incomplete deep left intended for Devontez Walker (defended by Jeff Okudah),0.76,-0.06,17.0,2024,242
4.0,3:32,4.0,14.0,HOU 50,31.0,2.0,"Jordan Stout punts 50 yards, touchback.",-0.06,-0.28,17.0,2024,242
4.0,3:23,1.0,10.0,HOU 20,31.0,2.0,Dameon Pierce right tackle for 2 yards (tackle by Broderick Washington and Trenton Simpson),0.28,0.0,17.0,2024,242
4.0,2:50,2.0,8.0,HOU 22,31.0,2.0,Dameon Pierce up the middle for 7 yards (tackle by Beau Brade and Michael Pierce),0.0,0.23,17.0,2024,242
4.0,2:13,3.0,1.0,HOU 29,31.0,2.0,Davis Mills pass complete short right to Robert Woods for 5 yards (tackle by Kristian Welch),0.23,1.2,17.0,2024,242
4.0,2:00,1.0,10.0,HOU 34,31.0,2.0,Dameon Pierce up the middle for 3 yards (tackle by Sanoussi Kane),1.2,1.06,17.0,2024,242
4.0,1:17,2.0,7.0,HOU 37,31.0,2.0,Dameon Pierce up the middle for no gain (tackle by Broderick Washington),1.06,0.37,17.0,2024,242
4.0,0:37,3.0,7.0,HOU 37,31.0,2.0,Dameon Pierce left tackle for 1 yard (tackle by Beau Brade),0.37,-0.85,17.0,2024,242
