Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA,week,year,game_id
3,7:13,,,WAS 35,17.0,14.0,"Zane Gonzalez kicks off 67 yards, returned by Avery Williams for 31 yards (tackle by Jeremy Reaves)",0.0,0.87,17.0,2024,255
3,7:07,1.0,10.0,ATL 29,17.0,14.0,Bijan Robinson left end for 1 yard (tackle by Jer'Zhan Newton and Daron Payne),0.87,0.46,17.0,2024,255
3,6:16,2.0,9.0,ATL 30,17.0,14.0,Michael Penix pass complete short left to Drake London for 4 yards (tackle by Michael Davis),0.46,0.3,17.0,2024,255
3,5:36,3.0,5.0,ATL 34,17.0,14.0,"Michael Penix sacked by Dante Fowler for -6 yards. Michael Penix fumbles (forced by Dante Fowler), recovered by Michael Penix at ATL-28 (tackle by Dante Fowler). Penalty on Matthew Bergeron: Offensive Holding, 10 yards (declined)",0.3,-1.5,17.0,2024,255
3,5:15,4.0,11.0,ATL 28,17.0,14.0,Bradley Pinion punts 42 yards out of bounds,-1.5,-0.94,17.0,2024,255
3,5:06,1.0,10.0,WAS 30,17.0,14.0,Jayden Daniels scrambles up the middle for 13 yards (tackle by AJ Terrell),0.94,1.8,17.0,2024,255
3,4:31,1.0,10.0,WAS 43,17.0,14.0,"Penalty on Samuel Cosmi: False Start, 5 yards (accepted) (no play)",1.8,1.47,17.0,2024,255
3,4:16,1.0,15.0,WAS 38,17.0,14.0,Jayden Daniels pass incomplete short middle intended for Terry McLaurin (defended by Nathan Landman),1.47,0.58,17.0,2024,255
3,4:11,2.0,15.0,WAS 38,17.0,14.0,Jayden Daniels scrambles up the middle for 18 yards (tackle by Richie Grant),0.58,2.65,17.0,2024,255
3,3:30,1.0,10.0,ATL 44,17.0,14.0,Chris Rodriguez right end for 2 yards (tackle by Nathan Landman),2.65,2.38,17.0,2024,255
3,3:09,2.0,8.0,ATL 42,17.0,14.0,Jayden Daniels scrambles right end for 3 yards (tackle by Lorenzo Carter),2.38,2.08,17.0,2024,255
3,2:23,3.0,5.0,ATL 39,17.0,14.0,Jayden Daniels pass incomplete deep left intended for Terry McLaurin,2.08,0.66,17.0,2024,255
3,2:15,4.0,5.0,ATL 39,17.0,14.0,Jayden Daniels pass complete short middle to Jeremy McNichols for 6 yards (tackle by Jessie Bates),0.66,3.38,17.0,2024,255
3,1:38,,,,,,Timeout #1 by Atlanta Falcons,,,17.0,2024,255
3,1:38,1.0,10.0,ATL 33,17.0,14.0,Jayden Daniels pass complete short right to Olamide Zaccheaus for 6 yards (tackle by DeAundre Alford),3.38,3.65,17.0,2024,255
3,1:09,2.0,4.0,ATL 27,17.0,14.0,Olamide Zaccheaus right end for 8 yards (tackle by Jessie Bates and Kaden Elliss),3.65,4.31,17.0,2024,255
3,0:38,1.0,10.0,ATL 19,17.0,14.0,Jayden Daniels right end for 5 yards (tackle by Kaden Elliss),4.31,4.53,17.0,2024,255
4,15:00,2.0,5.0,ATL 14,17.0,14.0,Chris Rodriguez right tackle for 4 yards (tackle by Matt Judon),4.53,4.69,17.0,2024,255
4,14:22,3.0,1.0,ATL 10,17.0,14.0,Chris Rodriguez up the middle for 2 yards (tackle by Eddie Goldman and Grady Jarrett),4.69,5.37,17.0,2024,255
4,13:46,1.0,8.0,ATL 8,17.0,14.0,Chris Rodriguez left guard for 6 yards (tackle by Justin Simmons and Kaden Elliss),5.37,5.72,17.0,2024,255
4,13:08,2.0,2.0,ATL 2,17.0,20.0,"Chris Rodriguez left end for 2 yards, touchdown",5.72,7.0,17.0,2024,255
4,13:03,,,ATL 15,17.0,21.0,Zane Gonzalez kicks extra point good,0.0,0.0,17.0,2024,255
4,13:03,,,WAS 35,17.0,21.0,"Zane Gonzalez kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
4,13:03,1.0,10.0,ATL 30,17.0,21.0,Michael Penix pass complete short middle to Charlie Woerner for 6 yards (tackle by Michael Davis),0.94,1.2,17.0,2024,255
4,12:27,2.0,4.0,ATL 36,17.0,21.0,Bijan Robinson left end for 2 yards (tackle by Jonathan Allen),1.2,0.76,17.0,2024,255
4,11:46,3.0,2.0,ATL 38,17.0,21.0,Michael Penix pass complete short middle to Ray-Ray McCloud for 13 yards (tackle by Mike Sainristil and Jer'Zhan Newton),0.76,2.32,17.0,2024,255
4,11:09,1.0,10.0,WAS 49,17.0,21.0,Michael Penix pass incomplete short left intended for Darnell Mooney,2.32,1.78,17.0,2024,255
4,11:02,2.0,10.0,WAS 49,17.0,21.0,Michael Penix pass incomplete short middle intended for Drake London (defended by Quan Martin),1.78,1.09,17.0,2024,255
4,10:57,3.0,10.0,WAS 49,17.0,21.0,"Michael Penix sacked by Dorance Armstrong for -6 yards. Michael Penix fumbles (forced by Dorance Armstrong), recovered by Drew Dalman at ATL-45 (tackle by Dorance Armstrong)",1.09,-0.39,17.0,2024,255
4,10:13,4.0,16.0,ATL 45,17.0,21.0,"Bradley Pinion punts 38 yards, returned by Jamison Crowder for 19 yards (tackle by Avery Williams and JD Bertrand)",-0.39,-1.33,17.0,2024,255
4,10:02,1.0,10.0,WAS 36,17.0,21.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for 16 yards (tackle by Jessie Bates),1.33,2.39,17.0,2024,255
4,9:23,1.0,10.0,ATL 48,17.0,21.0,Jayden Daniels left end for 7 yards (tackle by Nathan Landman),2.39,2.79,17.0,2024,255
4,8:41,2.0,3.0,ATL 41,17.0,21.0,Brian Robinson left guard for 11 yards (tackle by Justin Simmons),2.79,3.58,17.0,2024,255
4,8:05,1.0,10.0,ATL 30,17.0,21.0,Brian Robinson left end for 12 yards (tackle by Kaden Elliss),3.58,4.37,17.0,2024,255
4,7:32,1.0,10.0,ATL 18,17.0,21.0,Brian Robinson right guard for 1 yard (tackle by Kentavius Street),4.37,3.94,17.0,2024,255
4,6:58,2.0,9.0,ATL 17,17.0,21.0,Jayden Daniels pass complete short middle to John Bates for 14 yards (tackle by Justin Simmons),3.94,6.51,17.0,2024,255
4,6:07,,,,,,Timeout #1 by Washington Commanders,,,17.0,2024,255
4,6:07,1.0,3.0,ATL 3,17.0,21.0,Jayden Daniels left tackle for 2 yards (tackle by Grady Jarrett and Eddie Goldman),6.51,5.91,17.0,2024,255
4,5:21,,,,,,Timeout #2 by Washington Commanders,,,17.0,2024,255
4,5:21,2.0,1.0,ATL 1,17.0,21.0,Brian Robinson up the middle for -1 yards (tackle by Matt Judon and Ruke Orhorhoro),5.91,4.95,17.0,2024,255
4,4:45,3.0,2.0,ATL 2,17.0,21.0,"Jayden Daniels pass complete short left to Olamide Zaccheaus for no gain, touchdown. Penalty on Samuel Cosmi: Offensive Holding, 10 yards (accepted) (no play)",4.95,3.1,17.0,2024,255
4,4:39,3.0,12.0,ATL 12,17.0,21.0,Jayden Daniels pass incomplete short left intended for Terry McLaurin,3.1,2.63,17.0,2024,255
4,4:35,4.0,12.0,ATL 12,17.0,24.0,Zane Gonzalez 31 yard field goal good,2.63,3.0,17.0,2024,255
4,4:32,,,WAS 35,17.0,24.0,"Zane Gonzalez kicks off 60 yards, returned by Avery Williams for 27 yards (tackle by Brycen Tremayne)",0.0,1.07,17.0,2024,255
4,4:25,1.0,10.0,ATL 32,17.0,24.0,Bijan Robinson left end for 5 yards (tackle by Mike Sainristil),1.07,1.2,17.0,2024,255
4,4:18,2.0,5.0,ATL 37,17.0,24.0,Michael Penix pass incomplete deep right intended for Drake London,1.2,0.5,17.0,2024,255
4,4:13,3.0,5.0,ATL 37,17.0,24.0,Michael Penix pass complete short left to Drake London for 14 yards,0.5,2.32,17.0,2024,255
4,4:08,1.0,10.0,WAS 49,17.0,24.0,"Michael Penix pass complete short left to Kyle Pitts for no gain (tackle by Michael Davis). Penalty on Kaleb McGary: Offensive Holding, 10 yards (accepted) (no play)",2.32,1.66,17.0,2024,255
4,3:57,1.0,20.0,ATL 41,17.0,24.0,Michael Penix pass complete short middle to Bijan Robinson for 6 yards (tackle by Dante Fowler and Dorance Armstrong),1.66,1.24,17.0,2024,255
4,3:28,2.0,14.0,ATL 47,17.0,24.0,Michael Penix scrambles up the middle for 3 yards (tackle by Javontae Jean-Baptiste and Dorance Armstrong),1.24,0.96,17.0,2024,255
4,2:40,3.0,11.0,ATL 50,17.0,24.0,Michael Penix pass incomplete deep right intended for Kyle Pitts (defended by Jeremy Chinn),0.96,-0.06,17.0,2024,255
4,2:34,4.0,11.0,ATL 50,17.0,24.0,Michael Penix pass complete deep left to Drake London for 31 yards (tackle by Quan Martin),-0.06,4.31,17.0,2024,255
4,2:25,1.0,10.0,WAS 19,17.0,24.0,Ray-Ray McCloud right end for 14 yards (tackle by Quan Martin),4.31,6.06,17.0,2024,255
4,2:20,1.0,5.0,WAS 5,17.0,24.0,"Bijan Robinson aborted snap, recovered by Bijan Robinson at WAS-27 and returned for -21 yards (tackle by Jalyn Holmes)",6.06,2.19,17.0,2024,255
4,2:00,2.0,26.0,WAS 26,17.0,24.0,Michael Penix pass complete short left to Drake London for 13 yards (tackle by Michael Davis),2.19,3.06,17.0,2024,255
4,1:30,3.0,13.0,WAS 13,17.0,24.0,Michael Penix pass incomplete short right intended for Drake London,3.06,2.57,17.0,2024,255
4,1:23,4.0,13.0,WAS 13,23.0,24.0,"Michael Penix pass complete short middle to Kyle Pitts for 13 yards, touchdown",2.57,7.0,17.0,2024,255
4,1:19,,,WAS 15,24.0,24.0,Riley Patterson kicks extra point good,0.0,0.0,17.0,2024,255
4,1:19,,,ATL 35,24.0,24.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,255
4,1:19,1.0,10.0,WAS 30,24.0,24.0,Jayden Daniels sacked by Arnold Ebiketie for no gain,0.94,0.39,17.0,2024,255
4,0:59,2.0,10.0,WAS 30,24.0,24.0,Jayden Daniels pass incomplete short middle intended for Terry McLaurin,0.39,-0.3,17.0,2024,255
4,0:55,3.0,10.0,WAS 30,24.0,24.0,Jayden Daniels pass incomplete deep middle intended for Olamide Zaccheaus,-0.3,-1.37,17.0,2024,255
4,0:50,4.0,10.0,WAS 30,24.0,24.0,"Tress Way punts 61 yards, returned by Avery Williams for 10 yards (tackle by Percy Butler)",-1.37,-0.15,17.0,2024,255
4,0:40,1.0,10.0,ATL 19,24.0,24.0,Michael Penix pass complete deep right to Darnell Mooney for 25 yards (tackle by Michael Davis),0.15,1.86,17.0,2024,255
4,0:19,1.0,10.0,ATL 44,24.0,24.0,Michael Penix pass incomplete deep left intended for Darnell Mooney,1.86,1.32,17.0,2024,255
4,0:12,2.0,10.0,ATL 44,24.0,24.0,Michael Penix pass incomplete short middle intended for Drake London,1.32,0.63,17.0,2024,255
4,0:07,,,,,,Timeout #2 by Atlanta Falcons,,,17.0,2024,255
4,0:07,3.0,10.0,ATL 44,24.0,24.0,"Penalty on Daron Payne: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.63,1.29,17.0,2024,255
4,0:07,3.0,5.0,ATL 49,24.0,24.0,"Michael Penix pass incomplete deep right intended for Darnell Mooney. Penalty on Michael Davis: Defensive Pass Interference, 13 yards (accepted) (no play)",1.29,3.05,17.0,2024,255
4,0:02,1.0,10.0,WAS 38,24.0,24.0,Riley Patterson 56 yard field goal no good,3.05,0.0,17.0,2024,255
