Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA,week,year,game_id
1.0,10:46,1.0,10.0,TEN 30,0.0,3.0,"Mason Rudolph pass incomplete short middle intended for Chigoziem Okonkwo. Penalty on Chad Muma: Defensive Pass Interference, 6 yards (accepted) (no play)",0.94,1.33,17.0,2024,251
1.0,10:41,1.0,10.0,TEN 36,0.0,3.0,Tyjae Spears right end for 23 yards (tackle by Andre Cisco),1.33,2.85,17.0,2024,251
1.0,9:59,1.0,10.0,JAX 41,0.0,3.0,Tyjae Spears up the middle for -3 yards (tackle by Andre Cisco),2.85,1.9,17.0,2024,251
1.0,9:21,2.0,13.0,JAX 44,0.0,3.0,Mason Rudolph pass complete short middle to Tyjae Spears for 1 yard (tackle by Devin Lloyd),1.9,1.35,17.0,2024,251
1.0,8:42,3.0,12.0,JAX 43,0.0,3.0,Mason Rudolph pass complete short right to Tyjae Spears for 1 yard (tackle by Jarrian Jones),1.35,0.46,17.0,2024,251
1.0,7:53,4.0,11.0,JAX 42,0.0,3.0,Ryan Stonehouse punts 38 yards downed by Justin Hardee,0.46,0.38,17.0,2024,251
1.0,7:42,1.0,10.0,JAX 4,0.0,3.0,Travis Etienne left guard for no gain (tackle by T'Vondre Sweat),-0.38,-0.78,17.0,2024,251
1.0,7:05,2.0,10.0,JAX 4,0.0,3.0,Travis Etienne right tackle for 15 yards (tackle by Daryl Worley and Mike Brown),-0.78,0.15,17.0,2024,251
1.0,6:14,1.0,10.0,JAX 19,0.0,3.0,"Mac Jones pass incomplete short left. Penalty on Mac Jones: Intentional Grounding, 13 yards (accepted)",0.15,-1.73,17.0,2024,251
1.0,6:14,2.0,23.0,JAX 6,0.0,3.0,Mac Jones pass complete short right to Travis Etienne for 26 yards (tackle by Mike Brown),-1.73,1.07,17.0,2024,251
1.0,5:42,1.0,10.0,JAX 32,0.0,3.0,Travis Etienne left end for no gain (tackle by Harold Landry and T'Vondre Sweat),1.07,0.53,17.0,2024,251
1.0,5:06,2.0,10.0,JAX 32,0.0,3.0,Mac Jones pass complete short right to D'Ernest Johnson for 3 yards (tackle by Luke Gifford),0.53,0.23,17.0,2024,251
1.0,4:27,3.0,7.0,JAX 35,0.0,3.0,Mac Jones scrambles up the middle for 9 yards (tackle by Jerome Baker and Luke Gifford),0.23,1.86,17.0,2024,251
1.0,3:51,1.0,10.0,JAX 44,0.0,3.0,Tank Bigsby right guard for no gain (tackle by Harold Landry),1.86,1.32,17.0,2024,251
1.0,3:18,2.0,10.0,JAX 44,0.0,3.0,Tank Bigsby up the middle for 2 yards (tackle by Luke Gifford),1.32,0.89,17.0,2024,251
1.0,2:48,3.0,8.0,JAX 46,0.0,3.0,Mac Jones sacked by James Lynch for -1 yards,0.89,-0.39,17.0,2024,251
1.0,2:12,4.0,9.0,JAX 45,0.0,3.0,Logan Cooke punts 48 yards out of bounds,-0.39,0.38,17.0,2024,251
1.0,2:07,1.0,10.0,TEN 7,0.0,3.0,Tyjae Spears right tackle for 6 yards (tackle by Jeremiah Ledbetter and Foyesade Oluokun),-0.38,-0.34,17.0,2024,251
1.0,1:29,2.0,4.0,TEN 13,0.0,3.0,Tyjae Spears right tackle for no gain (tackle by Foyesade Oluokun and Devin Lloyd),-0.34,-0.72,17.0,2024,251
1.0,0:51,3.0,4.0,TEN 13,0.0,3.0,Mason Rudolph scrambles left end for 6 yards (tackle by Montaric Brown),-0.72,0.15,17.0,2024,251
2.0,15:00,1.0,10.0,TEN 19,0.0,3.0,Mason Rudolph scrambles right end for 4 yards (tackle by Tyson Campbell),0.15,0.21,17.0,2024,251
2.0,14:31,2.0,6.0,TEN 23,0.0,3.0,Mason Rudolph pass complete short left to Tyler Boyd for 7 yards (tackle by Tyson Campbell),0.21,0.94,17.0,2024,251
2.0,13:57,1.0,10.0,TEN 30,0.0,3.0,Tyjae Spears left tackle for 11 yards (tackle by Andrew Wingard),0.94,1.66,17.0,2024,251
2.0,13:12,1.0,10.0,TEN 41,0.0,3.0,Tyjae Spears right guard for 11 yards (tackle by Andrew Wingard and Jarrian Jones),1.66,2.39,17.0,2024,251
2.0,12:28,1.0,10.0,JAX 48,0.0,3.0,"Tyjae Spears left guard for no gain (tackle by Foyesade Oluokun). Penalty on Nick Vannett: Offensive Holding, 10 yards (accepted) (no play)",2.39,1.73,17.0,2024,251
2.0,11:59,1.0,20.0,TEN 42,0.0,3.0,Mason Rudolph pass incomplete short left intended for Tyler Boyd,1.73,0.5,17.0,2024,251
2.0,11:52,2.0,20.0,TEN 42,0.0,3.0,Mason Rudolph pass short middle (defended by Jordan Jefferson) intended for Julius Chestnut is intercepted by Devin Lloyd at TEN-46 and returned for 3 yards (tackle by Julius Chestnut),0.5,-2.72,17.0,2024,251
2.0,11:44,1.0,10.0,TEN 43,0.0,3.0,Mac Jones pass complete short middle to Brian Thomas for 17 yards (tackle by Daryl Worley),2.72,3.84,17.0,2024,251
2.0,11:16,1.0,10.0,TEN 26,0.0,3.0,Travis Etienne right guard for 5 yards (tackle by Jeffery Simmons and Luke Gifford),3.84,3.97,17.0,2024,251
2.0,10:31,,,,,,Timeout #1 by Jacksonville Jaguars,,,17.0,2024,251
2.0,10:31,2.0,5.0,TEN 21,0.0,3.0,Brian Thomas right end for 18 yards (tackle by Luke Gifford and Jarvis Brownlee),3.97,6.51,17.0,2024,251
2.0,9:49,1.0,3.0,TEN 3,0.0,3.0,Travis Etienne left tackle for 1 yard (tackle by Luke Gifford),6.51,5.72,17.0,2024,251
2.0,9:06,2.0,2.0,TEN 2,0.0,9.0,"Mac Jones pass complete short middle to Parker Washington for 2 yards, touchdown",5.72,7.0,17.0,2024,251
2.0,8:59,,,TEN 15,0.0,10.0,Cam Little kicks extra point good,0.0,0.0,17.0,2024,251
2.0,8:59,,,JAX 35,0.0,10.0,"Cam Little kicks off 65 yards, returned by Julius Chestnut for 21 yards (tackle by Caleb Johnson and Joe Giles-Harris)",0.0,0.34,17.0,2024,251
2.0,8:52,1.0,10.0,TEN 21,0.0,10.0,Chigoziem Okonkwo left end for 17 yards (tackle by Andre Cisco),0.34,1.47,17.0,2024,251
2.0,8:14,1.0,10.0,TEN 38,0.0,10.0,Mason Rudolph pass incomplete short left intended for Nick Westbrook-Ikhine,1.47,0.92,17.0,2024,251
2.0,8:06,2.0,10.0,TEN 38,0.0,10.0,"Penalty on Corey Levin: False Start, 5 yards (accepted) (no play)",0.92,0.25,17.0,2024,251
2.0,8:06,2.0,15.0,TEN 33,0.0,10.0,Tyjae Spears left guard for 6 yards (tackle by DaVon Hamilton and Foyesade Oluokun),0.25,0.37,17.0,2024,251
2.0,7:30,3.0,9.0,TEN 39,0.0,10.0,Mason Rudolph pass incomplete short right intended for Chigoziem Okonkwo,0.37,-0.78,17.0,2024,251
2.0,7:27,4.0,9.0,TEN 39,0.0,10.0,"Ryan Stonehouse punts 61 yards, touchback.",-0.78,-0.28,17.0,2024,251
2.0,7:18,1.0,10.0,JAX 20,0.0,10.0,Tank Bigsby left guard for 2 yards (tackle by Arden Key and Mike Brown),0.28,0.0,17.0,2024,251
2.0,6:41,2.0,8.0,JAX 22,0.0,10.0,Mac Jones pass complete short right to Brian Thomas for 6 yards (tackle by Mike Brown),0.0,0.1,17.0,2024,251
2.0,6:01,3.0,2.0,JAX 28,0.0,10.0,Mac Jones pass complete short left to Devin Duvernay for 4 yards (tackle by Roger McCreary),0.1,1.07,17.0,2024,251
2.0,5:30,1.0,10.0,JAX 32,0.0,10.0,Tank Bigsby up the middle for -1 yards (tackle by Roger McCreary),1.07,0.39,17.0,2024,251
2.0,4:52,2.0,11.0,JAX 31,0.0,10.0,Mac Jones pass complete deep right to Brian Thomas for 31 yards (tackle by Jarvis Brownlee),0.39,3.05,17.0,2024,251
2.0,4:20,1.0,10.0,TEN 38,0.0,10.0,Travis Etienne up the middle for 3 yards (tackle by Harold Landry),3.05,2.91,17.0,2024,251
2.0,3:46,2.0,7.0,TEN 35,0.0,10.0,Mac Jones pass complete short right to Brian Thomas for 6 yards (tackle by Jarvis Brownlee),2.91,3.01,17.0,2024,251
2.0,3:04,3.0,1.0,TEN 29,0.0,10.0,Mac Jones up the middle for 3 yards (tackle by Keondre Coburn),3.01,3.84,17.0,2024,251
2.0,2:25,1.0,10.0,TEN 26,0.0,10.0,Mac Jones pass incomplete short left intended for Brian Thomas,3.84,3.3,17.0,2024,251
2.0,2:20,2.0,10.0,TEN 26,0.0,10.0,Mac Jones pass incomplete short right intended for Tank Bigsby (defended by Jerome Baker),3.3,2.61,17.0,2024,251
2.0,2:14,3.0,10.0,TEN 26,0.0,10.0,Mac Jones pass incomplete deep right intended for Brian Thomas,2.61,1.74,17.0,2024,251
2.0,2:06,4.0,10.0,TEN 26,0.0,13.0,Cam Little 44 yard field goal good,1.74,3.0,17.0,2024,251
2.0,2:02,,,JAX 35,0.0,13.0,"Cam Little kicks off 58 yards, returned by Julius Chestnut for 22 yards (tackle by Daniel Thomas)",0.0,0.87,17.0,2024,251
2.0,1:56,1.0,10.0,TEN 29,0.0,13.0,Mason Rudolph pass complete deep left to Nick Westbrook-Ikhine for 18 yards,0.87,2.06,17.0,2024,251
2.0,1:50,1.0,10.0,TEN 47,0.0,13.0,Tyjae Spears right guard for no gain (tackle by Jeremiah Ledbetter and Travon Walker),2.06,1.52,17.0,2024,251
2.0,1:31,2.0,10.0,TEN 47,0.0,13.0,Mason Rudolph pass incomplete short middle intended for Tyjae Spears,1.52,0.83,17.0,2024,251
2.0,1:24,3.0,10.0,TEN 47,0.0,13.0,Mason Rudolph scrambles left end for 7 yards (tackle by Jarrian Jones),0.83,0.2,17.0,2024,251
2.0,1:14,,,,,,Timeout #2 by Jacksonville Jaguars,,,17.0,2024,251
2.0,1:14,4.0,3.0,JAX 46,0.0,13.0,Mason Rudolph pass complete short right to Calvin Ridley for 9 yards (tackle by Montaric Brown),0.2,3.12,17.0,2024,251
2.0,0:49,1.0,10.0,JAX 37,0.0,13.0,Mason Rudolph pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Tyson Campbell) (no play),3.12,3.85,17.0,2024,251
2.0,0:48,1.0,5.0,JAX 32,0.0,13.0,Tyjae Spears right guard for 5 yards (tackle by Josh Hines-Allen and Arik Armstead),3.85,3.78,17.0,2024,251
2.0,0:40,,,,,,Timeout #1 by Tennessee Titans,,,17.0,2024,251
2.0,0:40,1.0,10.0,JAX 27,0.0,13.0,"Mason Rudolph sacked by Travon Walker for -5 yards. Mason Rudolph fumbles (forced by Travon Walker), recovered by JC Latham at JAC-32",3.78,2.56,17.0,2024,251
2.0,0:32,2.0,15.0,JAX 32,0.0,13.0,Tyjae Spears up the middle for 5 yards (tackle by Andre Cisco),2.56,2.54,17.0,2024,251
2.0,0:17,3.0,10.0,JAX 27,0.0,13.0,Mason Rudolph pass complete short middle to Tyjae Spears for 6 yards (tackle by Antonio Johnson),2.54,2.13,17.0,2024,251
2.0,0:03,,,,,,Timeout #2 by Tennessee Titans,,,17.0,2024,251
2.0,0:03,,,,,,Timeout #3 by Jacksonville Jaguars,,,17.0,2024,251
2.0,0:03,4.0,4.0,JAX 21,3.0,13.0,Matthew Wright 39 yard field goal good,2.13,3.0,17.0,2024,251
3.0,15:00,,,JAX 35,3.0,13.0,"Cam Little kicks off 64 yards, returned by Julius Chestnut for 24 yards (tackle by Antonio Johnson). Penalty on Cedric Gray: Offensive Holding, 10 yards (accepted)",0.0,-0.22,17.0,2024,251
3.0,14:54,1.0,10.0,TEN 15,3.0,13.0,Tyjae Spears up the middle for 8 yards (tackle by Andre Cisco and Maason Smith),-0.22,0.48,17.0,2024,251
3.0,14:18,2.0,2.0,TEN 23,3.0,13.0,Tyjae Spears left tackle for no gain (tackle by Foyesade Oluokun and Josh Hines-Allen),0.48,-0.39,17.0,2024,251
3.0,13:34,3.0,2.0,TEN 23,3.0,13.0,Mason Rudolph pass complete short left to Chigoziem Okonkwo for 18 yards (tackle by Foyesade Oluokun and Andre Cisco),-0.39,1.66,17.0,2024,251
3.0,12:52,1.0,10.0,TEN 41,3.0,13.0,Tyjae Spears right guard for 12 yards (tackle by Tyson Campbell),1.66,2.46,17.0,2024,251
3.0,12:11,1.0,10.0,JAX 47,3.0,13.0,"Tyjae Spears aborted snap, recovered by Calvin Ridley at TEN-42 (tackle by Andre Cisco)",2.46,2.86,17.0,2024,251
3.0,11:29,2.0,3.0,JAX 40,3.0,13.0,"Tyjae Spears right end for no gain (tackle by Devin Lloyd). Penalty on Mason Rudolph: Offensive Offside, 4 yards (accepted) (no play)",2.86,2.32,17.0,2024,251
3.0,11:07,2.0,7.0,JAX 44,3.0,13.0,Tyjae Spears up the middle for -1 yards (tackle by Foyesade Oluokun),2.32,1.49,17.0,2024,251
3.0,10:25,3.0,8.0,JAX 45,3.0,13.0,Mason Rudolph pass complete deep middle to Calvin Ridley for 19 yards (tackle by Montaric Brown),1.49,3.84,17.0,2024,251
3.0,9:46,1.0,10.0,JAX 26,3.0,13.0,Tyjae Spears left end for 8 yards (tackle by Andre Cisco),3.84,4.45,17.0,2024,251
3.0,8:58,2.0,2.0,JAX 18,3.0,13.0,Mason Rudolph pass incomplete deep right intended for Calvin Ridley (defended by Montaric Brown),4.45,3.75,17.0,2024,251
3.0,8:53,3.0,2.0,JAX 18,3.0,13.0,Tyjae Spears left guard for 2 yards (tackle by Foyesade Oluokun and Arik Armstead),3.75,4.51,17.0,2024,251
3.0,8:08,1.0,10.0,JAX 16,3.0,13.0,Tyjae Spears up the middle for 1 yard (tackle by Josh Hines-Allen and Foyesade Oluokun),4.51,4.05,17.0,2024,251
3.0,7:35,2.0,9.0,JAX 15,3.0,13.0,Mason Rudolph pass complete short right to Chigoziem Okonkwo for 7 yards,4.05,4.62,17.0,2024,251
3.0,6:57,3.0,2.0,JAX 8,9.0,13.0,"Mason Rudolph pass complete short left to Nick Vannett for 8 yards, touchdown",4.62,7.0,17.0,2024,251
3.0,6:51,,,JAX 15,10.0,13.0,Matthew Wright kicks extra point good,0.0,0.0,17.0,2024,251
3.0,6:51,,,TEN 35,10.0,13.0,"Matthew Wright kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,251
3.0,6:51,1.0,10.0,JAX 30,10.0,13.0,Travis Etienne left guard for 2 yards (tackle by Jerome Baker and Sebastian Joseph-Day),0.94,0.66,17.0,2024,251
3.0,6:04,2.0,8.0,JAX 32,10.0,13.0,Mac Jones pass incomplete short left intended for Brian Thomas (defended by Chidobe Awuzie),0.66,-0.03,17.0,2024,251
3.0,5:59,3.0,8.0,JAX 32,10.0,13.0,"Penalty on Cole Van Lanen: False Start, 6 yards (accepted) (no play)",-0.03,-0.82,17.0,2024,251
3.0,5:59,3.0,14.0,JAX 26,10.0,13.0,Mac Jones pass complete short right to D'Ernest Johnson for 8 yards (tackle by Luke Gifford),-0.82,-1.11,17.0,2024,251
3.0,5:23,4.0,6.0,JAX 34,10.0,13.0,Logan Cooke punts 38 yards out of bounds,-1.11,-0.81,17.0,2024,251
3.0,5:14,1.0,10.0,TEN 28,10.0,13.0,Tyjae Spears left guard for 3 yards (tackle by Devin Lloyd and Myles Cole),0.81,0.67,17.0,2024,251
3.0,4:41,2.0,7.0,TEN 31,10.0,13.0,Tyjae Spears left end for 3 yards (tackle by Foyesade Oluokun),0.67,0.37,17.0,2024,251
3.0,4:04,3.0,4.0,TEN 34,10.0,13.0,Mason Rudolph pass complete short left to Chigoziem Okonkwo for 5 yards (tackle by Antonio Johnson),0.37,1.53,17.0,2024,251
3.0,3:27,1.0,10.0,TEN 39,10.0,13.0,Tyjae Spears left end for -5 yards (tackle by Josh Hines-Allen),1.53,0.31,17.0,2024,251
3.0,2:56,2.0,15.0,TEN 34,10.0,13.0,Mason Rudolph sacked by Josh Hines-Allen for -7 yards,0.31,-1.29,17.0,2024,251
3.0,2:16,3.0,22.0,TEN 27,10.0,13.0,Mason Rudolph pass complete short right to Chigoziem Okonkwo for 6 yards (tackle by Josh Hines-Allen and Arik Armstead),-1.29,-1.18,17.0,2024,251
3.0,1:24,4.0,16.0,TEN 33,10.0,13.0,"Ryan Stonehouse punts 50 yards, returned by Devin Duvernay for 9 yards (tackle by Chigoziem Okonkwo)",-1.18,-0.67,17.0,2024,251
3.0,1:16,1.0,10.0,JAX 26,10.0,13.0,Travis Etienne right guard for 8 yards (tackle by Mike Brown),0.67,1.21,17.0,2024,251
3.0,0:39,2.0,2.0,JAX 34,10.0,13.0,Travis Etienne right guard for 2 yards (tackle by Arden Key and Jeffery Simmons),1.21,1.33,17.0,2024,251
3.0,0:12,1.0,10.0,JAX 36,10.0,13.0,"Penalty on Mac Jones: False Start, 5 yards (accepted) (no play)",1.33,1.0,17.0,2024,251
4.0,15:00,1.0,15.0,JAX 31,10.0,13.0,"Travis Etienne left end for no gain (tackle by Luke Gifford). Penalty on Josiah Deguara: Offensive Holding, 10 yards (accepted) (no play)",1.0,0.34,17.0,2024,251
4.0,14:43,1.0,25.0,JAX 21,10.0,13.0,Mac Jones pass complete short right to Brian Thomas for 9 yards (tackle by Chidobe Awuzie and Jerome Baker),0.34,-0.02,17.0,2024,251
4.0,14:06,2.0,16.0,JAX 30,10.0,13.0,Mac Jones pass complete deep middle to Parker Washington for 24 yards (tackle by Mike Brown and Daryl Worley),-0.02,2.52,17.0,2024,251
4.0,13:38,1.0,10.0,TEN 46,10.0,13.0,Tank Bigsby right tackle for 7 yards (tackle by Chidobe Awuzie),2.52,2.92,17.0,2024,251
4.0,13:15,2.0,3.0,TEN 39,10.0,13.0,Tank Bigsby left guard for 2 yards (tackle by Daryl Worley),2.92,2.48,17.0,2024,251
4.0,12:38,3.0,1.0,TEN 37,10.0,13.0,Mac Jones up the middle for 2 yards (tackle by Luke Gifford),2.48,3.25,17.0,2024,251
4.0,12:04,1.0,10.0,TEN 35,10.0,13.0,Tank Bigsby right tackle for 6 yards (tackle by Mike Brown),3.25,3.51,17.0,2024,251
4.0,11:40,2.0,4.0,TEN 29,10.0,13.0,Tank Bigsby up the middle for 3 yards (tackle by Jerome Baker),3.51,3.2,17.0,2024,251
4.0,11:08,3.0,1.0,TEN 26,10.0,13.0,Mac Jones left guard for 2 yards (tackle by Keondre Coburn),3.2,3.97,17.0,2024,251
4.0,10:25,1.0,10.0,TEN 24,10.0,13.0,Tank Bigsby left end for 4 yards (tackle by Jarvis Brownlee),3.97,3.97,17.0,2024,251
4.0,9:30,2.0,6.0,TEN 20,10.0,13.0,Mac Jones pass complete short left to Parker Washington for 5 yards (tackle by Roger McCreary),3.97,4.17,17.0,2024,251
4.0,8:46,3.0,1.0,TEN 15,10.0,13.0,Tank Bigsby up the middle for 4 yards (tackle by Jeffery Simmons and Jarvis Brownlee),4.17,4.84,17.0,2024,251
4.0,7:58,1.0,10.0,TEN 11,10.0,13.0,Mac Jones sacked by Jerome Baker for no gain,4.84,4.14,17.0,2024,251
4.0,7:15,2.0,10.0,TEN 11,10.0,13.0,Mac Jones pass incomplete short right intended for Travis Etienne,4.14,3.13,17.0,2024,251
4.0,7:11,3.0,10.0,TEN 11,10.0,19.0,"Mac Jones pass complete short left to Brian Thomas for 11 yards, touchdown",3.13,7.0,17.0,2024,251
4.0,7:05,,,TEN 15,10.0,20.0,Cam Little kicks extra point good,0.0,0.0,17.0,2024,251
4.0,7:05,,,JAX 35,10.0,20.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,17.0,2024,251
4.0,7:05,1.0,10.0,TEN 30,10.0,20.0,Mason Rudolph pass complete short right to Calvin Ridley for 12 yards (tackle by Montaric Brown),0.94,1.73,17.0,2024,251
4.0,6:33,1.0,10.0,TEN 42,10.0,20.0,Mason Rudolph pass complete short middle to Nick Westbrook-Ikhine for 7 yards (tackle by Tyson Campbell),1.73,2.13,17.0,2024,251
4.0,6:06,2.0,3.0,TEN 49,10.0,20.0,Julius Chestnut left tackle for 2 yards (tackle by Devin Lloyd),2.13,1.69,17.0,2024,251
4.0,5:47,3.0,1.0,JAX 49,10.0,20.0,Mason Rudolph up the middle for 1 yard (tackle by Foyesade Oluokun),1.69,2.39,17.0,2024,251
4.0,5:20,1.0,10.0,JAX 48,10.0,20.0,Mason Rudolph pass complete short right to Chigoziem Okonkwo for 6 yards (tackle by Foyesade Oluokun and Montaric Brown),2.39,2.66,17.0,2024,251
4.0,4:59,2.0,4.0,JAX 42,10.0,20.0,Mason Rudolph pass complete deep middle to Calvin Ridley for 20 yards (tackle by Tyson Campbell),2.66,4.11,17.0,2024,251
4.0,4:19,1.0,10.0,JAX 22,10.0,20.0,Julius Chestnut up the middle for 6 yards (tackle by Devin Lloyd),4.11,4.46,17.0,2024,251
4.0,3:52,2.0,4.0,JAX 16,10.0,20.0,Mason Rudolph scrambles up the middle for 5 yards (tackle by Devin Lloyd),4.46,4.84,17.0,2024,251
4.0,3:20,1.0,10.0,JAX 11,10.0,20.0,Mason Rudolph pass incomplete short right,4.84,4.14,17.0,2024,251
4.0,3:13,2.0,10.0,JAX 11,10.0,20.0,Mason Rudolph sacked by Maason Smith for -3 yards,4.14,3.03,17.0,2024,251
4.0,2:32,3.0,13.0,JAX 14,10.0,20.0,"Penalty on JC Latham: False Start, 5 yards (accepted) (no play)",3.03,2.55,17.0,2024,251
4.0,2:32,3.0,18.0,JAX 19,10.0,20.0,Julius Chestnut right end for 9 yards (tackle by Jarrian Jones),2.55,2.76,17.0,2024,251
4.0,2:05,4.0,9.0,JAX 10,13.0,20.0,Matthew Wright 28 yard field goal good,2.76,3.0,17.0,2024,251
4.0,2:02,,,TEN 35,13.0,20.0,"Matthew Wright kicks off 66 yards, returned by Devin Duvernay for 32 yards (tackle by Mike Brown)",0.0,1.0,17.0,2024,251
4.0,1:55,1.0,10.0,JAX 31,13.0,20.0,Travis Etienne up the middle for 3 yards (tackle by Jeffery Simmons),1.0,0.87,17.0,2024,251
4.0,1:51,,,,,,Timeout #1 by Tennessee Titans,,,17.0,2024,251
4.0,1:51,2.0,7.0,JAX 34,13.0,20.0,Travis Etienne right tackle for 3 yards (tackle by Chidobe Awuzie),0.87,0.56,17.0,2024,251
4.0,1:47,,,,,,Timeout #2 by Tennessee Titans,,,17.0,2024,251
4.0,1:47,3.0,4.0,JAX 37,13.0,20.0,Travis Etienne left tackle for 2 yards (tackle by Jeffery Simmons),0.56,-0.78,17.0,2024,251
4.0,1:42,,,,,,Timeout #3 by Tennessee Titans,,,17.0,2024,251
4.0,1:42,4.0,2.0,JAX 39,13.0,20.0,"Logan Cooke punts 44 yards, returned by Mason Kinsey for 9 yards (tackle by Josiah Deguara)",-0.78,-0.67,17.0,2024,251
4.0,1:29,1.0,10.0,TEN 26,13.0,20.0,Mason Rudolph pass complete short middle to Nick Westbrook-Ikhine for 12 yards (tackle by Andrew Wingard and Montaric Brown),0.67,1.47,17.0,2024,251
4.0,1:07,1.0,10.0,TEN 38,13.0,20.0,Mason Rudolph pass complete deep middle to Calvin Ridley for 24 yards (tackle by Montaric Brown),1.47,3.05,17.0,2024,251
4.0,0:49,1.0,10.0,JAX 38,13.0,20.0,Mason Rudolph pass complete short left to Tyler Boyd for 7 yards (tackle by Jarrian Jones),3.05,3.45,17.0,2024,251
4.0,0:43,2.0,3.0,JAX 31,13.0,20.0,Mason Rudolph pass incomplete deep left intended for Chigoziem Okonkwo,3.45,2.74,17.0,2024,251
4.0,0:37,3.0,3.0,JAX 31,13.0,20.0,"Mason Rudolph pass incomplete deep left intended for Chigoziem Okonkwo. Penalty on Josh Hines-Allen: Defensive Offside, 5 yards (accepted) (no play)",2.74,3.84,17.0,2024,251
4.0,0:31,1.0,10.0,JAX 26,13.0,20.0,Mason Rudolph pass incomplete short middle intended for Tyler Boyd (defended by Foyesade Oluokun),3.84,3.3,17.0,2024,251
4.0,0:24,2.0,10.0,JAX 26,13.0,20.0,Mason Rudolph pass incomplete short right intended for Nick Westbrook-Ikhine (defended by Arik Armstead),3.3,2.61,17.0,2024,251
4.0,0:20,3.0,10.0,JAX 26,13.0,20.0,Mason Rudolph pass incomplete deep middle intended for Josh Whyle,2.61,1.74,17.0,2024,251
4.0,0:14,,,,,,Timeout #1 by Jacksonville Jaguars,,,17.0,2024,251
4.0,0:14,4.0,10.0,JAX 26,13.0,20.0,Mason Rudolph pass incomplete deep middle intended for Nick Westbrook-Ikhine (defended by Antonio Johnson),1.74,-0.67,17.0,2024,251
4.0,0:09,1.0,10.0,JAX 26,13.0,20.0,Mac Jones kneels for -1 yards,0.67,-0.01,17.0,2024,251
