Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA,week,year,game_id
2,7:39,1.0,10.0,TEN 25,10.0,17.0,Derrick Henry right guard for 2 yards (tackle by Kenny Moore),0.61,0.33,13.0,2023,183
2,6:53,2.0,8.0,TEN 27,10.0,17.0,Derrick Henry left tackle for 5 yards (tackle by Kenny Moore),0.33,0.3,13.0,2023,183
2,6:13,3.0,3.0,TEN 32,10.0,17.0,Will Levis pass incomplete short middle intended for DeAndre Hopkins,0.3,-1.24,13.0,2023,183
2,6:09,4.0,3.0,TEN 32,10.0,17.0,"Ryan Stonehouse punts 63 yards, returned by Isaiah McKenzie for 7 yards (tackle by Anthony Kendall)",-1.24,0.35,13.0,2023,183
2,6:00,1.0,10.0,IND 12,10.0,17.0,Gardner Minshew sacked by Azeez Al-Shaair for no gain,-0.35,-0.78,13.0,2023,183
2,5:23,2.0,10.0,IND 12,10.0,17.0,Gardner Minshew pass complete short left to Michael Pittman for 11 yards (tackle by Rashad Weaver),-0.78,0.48,13.0,2023,183
2,4:45,1.0,10.0,IND 23,10.0,17.0,Gardner Minshew pass complete short left to Josh Downs for 9 yards (tackle by Amani Hooker),0.48,1.15,13.0,2023,183
2,4:18,2.0,1.0,IND 32,10.0,17.0,Zack Moss up the middle for 2 yards (tackle by Roger McCreary),1.15,1.2,13.0,2023,183
2,3:38,1.0,10.0,IND 34,10.0,17.0,Gardner Minshew pass incomplete short left intended for Trey Sermon,1.2,0.66,13.0,2023,183
2,3:32,2.0,10.0,IND 34,10.0,17.0,Gardner Minshew pass complete short left to Michael Pittman for 9 yards (tackle by Sean Murphy-Bunting),0.66,1.16,13.0,2023,183
2,3:07,3.0,1.0,IND 43,10.0,17.0,"Gardner Minshew for no gain. Penalty on Kyle Peko: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.16,2.13,13.0,2023,183
2,2:50,1.0,10.0,IND 48,10.0,17.0,Gardner Minshew pass complete deep right to Kylen Granson for 46 yards (tackle by Jack Gibbens),2.13,5.83,13.0,2023,183
2,2:17,1.0,6.0,TEN 6,10.0,17.0,Zack Moss up the middle for 2 yards (tackle by Jack Gibbens and Teair Tart),5.83,5.34,13.0,2023,183
2,2:00,2.0,4.0,TEN 4,10.0,17.0,Zack Moss left guard for -1 yards (tackle by Kyle Peko and Jeffery Simmons),5.34,4.26,13.0,2023,183
2,1:55,,,,,,Timeout #1 by Tennessee Titans,,,13.0,2023,183
2,1:55,3.0,5.0,TEN 5,10.0,17.0,"Gardner Minshew sacked by Denico Autry for -3 yards. Gardner Minshew fumbles (forced by Denico Autry), recovered by Elijah Molden at TEN-8 and returned for 1 yard (tackle by Ryan Kelly)",4.26,0.38,13.0,2023,183
2,1:48,1.0,10.0,TEN 9,10.0,17.0,Will Levis sacked by Samson Ebukam for -5 yards,-0.38,-1.15,13.0,2023,183
2,1:06,2.0,15.0,TEN 4,10.0,17.0,Tyjae Spears up the middle for 1 yard (tackle by Samson Ebukam),-1.15,-1.89,13.0,2023,183
2,1:02,,,,,,Timeout #1 by Indianapolis Colts,,,13.0,2023,183
2,1:02,3.0,14.0,TEN 5,10.0,17.0,Tyjae Spears up the middle for 6 yards (tackle by Zaire Franklin and Kwity Paye),-1.89,-2.49,13.0,2023,183
2,0:56,,,,,,Timeout #2 by Indianapolis Colts,,,13.0,2023,183
2,0:56,4.0,8.0,TEN 11,10.0,17.0,"Ryan Stonehouse punts 53 yards, returned by Isaiah McKenzie for 15 yards (tackle by Amani Hooker). Penalty on Kevin Rader: Ineligible Downfield Kick, 5 yards (accepted)",-2.49,-2.65,13.0,2023,183
2,0:43,1.0,10.0,TEN 44,10.0,17.0,Gardner Minshew pass incomplete short middle intended for Josh Downs (defended by Amani Hooker),2.65,2.11,13.0,2023,183
2,0:40,2.0,10.0,TEN 44,10.0,17.0,Gardner Minshew pass complete short right to Michael Pittman for 11 yards (tackle by Elijah Molden),2.11,3.38,13.0,2023,183
2,0:22,1.0,10.0,TEN 33,10.0,17.0,Gardner Minshew pass incomplete short right intended for Will Mallory,3.38,2.84,13.0,2023,183
2,0:19,2.0,10.0,TEN 33,10.0,17.0,Gardner Minshew pass complete short right to Michael Pittman for 5 yards (tackle by Azeez Al-Shaair),2.84,2.81,13.0,2023,183
2,0:19,,,,,,Timeout #3 by Indianapolis Colts,,,13.0,2023,183
2,0:13,,,,,,Timeout #2 by Tennessee Titans,,,13.0,2023,183
2,0:13,3.0,5.0,TEN 28,10.0,17.0,Gardner Minshew pass incomplete short right,2.81,1.63,13.0,2023,183
2,0:09,4.0,5.0,TEN 28,13.0,17.0,Matt Gay 46 yard field goal good,1.63,3.0,13.0,2023,183
2,0:04,,,IND 35,13.0,17.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,13.0,2023,183
2,0:04,1.0,10.0,TEN 25,13.0,17.0,Will Levis kneels for -1 yards,0.61,-0.07,13.0,2023,183
3,15:00,,,TEN 35,13.0,17.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,13.0,2023,183
3,15:00,1.0,10.0,IND 25,13.0,17.0,Gardner Minshew pass complete short left to Michael Pittman for 7 yards (tackle by Harold Landry),0.61,1.01,13.0,2023,183
3,14:35,2.0,3.0,IND 32,13.0,17.0,Zack Moss up the middle for 5 yards (tackle by Jack Gibbens),1.01,1.4,13.0,2023,183
3,14:00,1.0,10.0,IND 37,13.0,17.0,Gardner Minshew pass incomplete deep left intended for Alec Pierce,1.4,0.86,13.0,2023,183
3,13:52,2.0,10.0,IND 37,13.0,17.0,Gardner Minshew scrambles up the middle for 2 yards (tackle by Roger McCreary),0.86,0.43,13.0,2023,183
3,13:11,3.0,8.0,IND 39,13.0,17.0,Gardner Minshew pass complete short right to Michael Pittman for 12 yards (tackle by Sean Murphy-Bunting),0.43,2.32,13.0,2023,183
3,12:32,1.0,10.0,TEN 49,13.0,17.0,Zack Moss left end for 3 yards (tackle by Harold Landry),2.32,2.19,13.0,2023,183
3,12:02,2.0,7.0,TEN 46,13.0,17.0,Gardner Minshew pass complete short right to Will Mallory for 1 yard (tackle by Amani Hooker),2.19,1.62,13.0,2023,183
3,11:25,3.0,6.0,TEN 45,13.0,17.0,Zack Moss up the middle for 4 yards (tackle by Denico Autry and Harold Landry),1.62,0.53,13.0,2023,183
3,10:41,4.0,2.0,TEN 41,13.0,17.0,Kylen Granson right end for 2 yards (tackle by Azeez Al-Shaair),0.53,2.98,13.0,2023,183
3,10:12,1.0,10.0,TEN 39,13.0,17.0,Zack Moss left tackle for 2 yards (tackle by Jack Gibbens and Roger McCreary),2.98,2.71,13.0,2023,183
3,9:33,2.0,8.0,TEN 37,13.0,17.0,Zack Moss up the middle for no gain (tackle by Jeffery Simmons and Azeez Al-Shaair),2.71,2.02,13.0,2023,183
3,8:53,3.0,8.0,TEN 37,13.0,17.0,Gardner Minshew pass complete short left to Michael Pittman for 14 yards (tackle by Sean Murphy-Bunting),2.02,4.04,13.0,2023,183
3,8:17,1.0,10.0,TEN 23,13.0,17.0,Gardner Minshew pass incomplete short right intended for Michael Pittman (defended by Roger McCreary),4.04,3.5,13.0,2023,183
3,8:09,2.0,10.0,TEN 23,13.0,17.0,Gardner Minshew pass complete short left to Michael Pittman for 9 yards (tackle by Jack Gibbens),3.5,4.28,13.0,2023,183
3,7:43,3.0,1.0,TEN 14,13.0,17.0,Zack Moss up the middle for 4 yards (tackle by Roger McCreary),4.28,4.91,13.0,2023,183
3,7:01,1.0,10.0,TEN 10,13.0,17.0,Zack Moss right guard for 2 yards (tackle by Jack Gibbens),4.91,4.57,13.0,2023,183
3,6:22,2.0,8.0,TEN 8,13.0,17.0,Zack Moss up the middle for 2 yards (tackle by Jack Gibbens),4.57,4.04,13.0,2023,183
3,5:44,3.0,6.0,TEN 6,13.0,17.0,Gardner Minshew pass complete short left to Zack Moss for 1 yard (tackle by Harold Landry),4.04,3.01,13.0,2023,183
3,4:59,4.0,5.0,TEN 5,16.0,17.0,Matt Gay 23 yard field goal good,3.01,3.0,13.0,2023,183
3,4:57,,,IND 35,16.0,17.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,13.0,2023,183
3,4:57,1.0,10.0,TEN 25,16.0,17.0,Derrick Henry right guard for 2 yards (tackle by Kwity Paye),0.61,0.33,13.0,2023,183
3,4:22,2.0,8.0,TEN 27,16.0,17.0,Derrick Henry up the middle for 2 yards (tackle by Zaire Franklin and Dayo Odeyingbo),0.33,-0.1,13.0,2023,183
3,3:40,3.0,6.0,TEN 29,16.0,17.0,Will Levis pass incomplete short right intended for Tyjae Spears,-0.1,-1.44,13.0,2023,183
3,3:36,4.0,6.0,TEN 29,16.0,17.0,"Ryan Stonehouse punts 51 yards, fair catch by Isaiah McKenzie at IND-20",-1.44,-0.28,13.0,2023,183
3,3:29,1.0,10.0,IND 20,16.0,17.0,Gardner Minshew pass complete short right to Tyler Goodson for 4 yards (tackle by Jack Gibbens),0.28,0.27,13.0,2023,183
3,2:52,2.0,6.0,IND 24,16.0,17.0,Gardner Minshew pass incomplete short right intended for Andrew Ogletree,0.27,-0.43,13.0,2023,183
3,2:47,3.0,6.0,IND 24,16.0,17.0,Gardner Minshew scrambles right end for 4 yards (tackle by Elijah Molden),-0.43,-1.5,13.0,2023,183
3,2:09,4.0,2.0,IND 28,16.0,17.0,"Rigoberto Sanchez punts 57 yards, returned by Eric Garror for 15 yards (tackle by Tony Brown)",-1.5,-0.94,13.0,2023,183
3,1:59,1.0,10.0,TEN 30,16.0,17.0,Will Levis pass incomplete deep right intended for DeAndre Hopkins (defended by Darrell Baker),0.94,0.39,13.0,2023,183
3,1:54,2.0,10.0,TEN 30,16.0,17.0,Derrick Henry right end for no gain (tackle by Samson Ebukam and Tyquan Lewis),0.39,-0.3,13.0,2023,183
3,1:09,3.0,10.0,TEN 30,16.0,17.0,Will Levis pass complete short left to Tyjae Spears for 6 yards (tackle by Kenny Moore),-0.3,-0.98,13.0,2023,183
3,0:26,4.0,4.0,TEN 36,22.0,17.0,"blocked by Nick Cross, touchdown",-0.98,-7.0,13.0,2023,183
3,0:19,,,TEN 15,22.0,19.0,Two Point Attempt: Gardner Minshew pass complete to . Interception by Amani Hooker,1.0,1.0,13.0,2023,183
3,0:19,,,IND 35,22.0,19.0,"Matt Gay kicks off 64 yards,",0.0,0.61,13.0,2023,183
3,0:19,1.0,10.0,TEN 25,22.0,19.0,Will Levis sacked by Jacob Martin for no gain,0.61,0.06,13.0,2023,183
4,15:00,2.0,10.0,TEN 25,22.0,19.0,Will Levis pass complete short right to DeAndre Hopkins for 5 yards,0.06,0.04,13.0,2023,183
4,14:21,3.0,5.0,TEN 30,22.0,19.0,"Will Levis sacked by Kwity Paye for -8 yards. Will Levis fumbles (forced by Kwity Paye), recovered by Will Levis at TEN-22 (tackle by Kwity Paye)",0.04,-1.9,13.0,2023,183
4,13:46,4.0,13.0,TEN 22,22.0,19.0,"Ryan Stonehouse for -11 yards. Ryan Stonehouse fumbles (forced by Tony Brown), recovered by Segun Olubi at TEN-13 and returned for 6 yards (tackle by Amani Hooker)",-1.9,-5.6,13.0,2023,183
4,13:42,1.0,7.0,TEN 7,22.0,19.0,Zack Moss left tackle for 4 yards (tackle by Sean Murphy-Bunting),5.6,5.53,13.0,2023,183
4,13:06,2.0,3.0,TEN 3,22.0,19.0,Zack Moss up the middle for 2 yards (tackle by Harold Landry and TK McLendon),5.53,5.17,13.0,2023,183
4,12:21,3.0,1.0,TEN 1,22.0,19.0,Gardner Minshew sacked by and Arden Key for -9 yards and Harold Landry for -9 yards,5.17,2.76,13.0,2023,183
4,11:36,4.0,10.0,TEN 10,25.0,19.0,Matt Gay 28 yard field goal good,2.76,3.0,13.0,2023,183
4,11:34,,,IND 35,25.0,19.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,13.0,2023,183
4,11:34,1.0,10.0,TEN 25,25.0,19.0,Derrick Henry left end for 9 yards (tackle by Jaylon Jones and Zaire Franklin),0.61,1.28,13.0,2023,183
4,10:47,2.0,1.0,TEN 34,25.0,19.0,Will Levis pass incomplete deep right intended for Nick Westbrook-Ikhine,1.28,0.56,13.0,2023,183
4,10:42,3.0,1.0,TEN 34,25.0,19.0,Tyjae Spears up the middle for 2 yards (tackle by Jaylon Jones),0.56,1.33,13.0,2023,183
4,10:07,1.0,10.0,TEN 36,25.0,19.0,Tyjae Spears right tackle for 5 yards (tackle by DeForest Buckner),1.33,1.47,13.0,2023,183
4,9:27,2.0,5.0,TEN 41,25.0,19.0,Will Levis pass complete short middle to Josh Whyle for 16 yards (tackle by Nick Cross),1.47,2.72,13.0,2023,183
4,8:43,1.0,10.0,IND 43,25.0,19.0,Will Levis pass complete short left to Nick Westbrook-Ikhine for 28 yards (tackle by Nick Cross),2.72,4.58,13.0,2023,183
4,7:53,1.0,10.0,IND 15,25.0,19.0,Tyjae Spears left tackle for 5 yards (tackle by Samson Ebukam),4.58,4.84,13.0,2023,183
4,7:15,2.0,5.0,IND 10,25.0,19.0,DeAndre Hopkins up the middle for 4 yards (tackle by Dayo Odeyingbo and Ronnie Harrison),4.84,4.9,13.0,2023,183
4,6:44,3.0,1.0,IND 6,25.0,19.0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",4.9,3.78,13.0,2023,183
4,6:27,3.0,6.0,IND 11,25.0,19.0,Will Levis pass complete short right to Tyjae Spears for 7 yards (tackle by Nick Cross),3.78,6.28,13.0,2023,183
4,6:02,1.0,4.0,IND 4,25.0,19.0,Tyjae Spears right guard for 1 yard (tackle by Dayo Odeyingbo),6.28,5.53,13.0,2023,183
4,5:29,2.0,3.0,IND 3,25.0,25.0,"Will Levis pass complete short right to DeAndre Hopkins for 3 yards, touchdown",5.53,7.0,13.0,2023,183
4,5:26,,,IND 15,25.0,25.0,Nick Folk kicks extra point no good,0.0,-1.0,13.0,2023,183
4,5:26,,,TEN 35,25.0,25.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,13.0,2023,183
4,5:26,1.0,10.0,IND 25,25.0,25.0,Zack Moss up the middle for 2 yards (tackle by Azeez Al-Shaair and Harold Landry),0.61,0.33,13.0,2023,183
4,4:50,2.0,8.0,IND 27,25.0,25.0,Gardner Minshew pass incomplete short middle intended for Will Mallory (defended by Kyle Peko),0.33,-0.36,13.0,2023,183
4,4:46,3.0,8.0,IND 27,25.0,25.0,Gardner Minshew pass complete short right to Kylen Granson for 1 yard (tackle by Azeez Al-Shaair),-0.36,-1.5,13.0,2023,183
4,4:13,4.0,7.0,IND 28,25.0,25.0,"Rigoberto Sanchez punts 50 yards, returned by Eric Garror for no gain (tackle by Tony Brown)",-1.5,-0.41,13.0,2023,183
4,4:04,1.0,10.0,TEN 22,25.0,25.0,Tyjae Spears left end for 10 yards (tackle by Dayo Odeyingbo),0.41,1.07,13.0,2023,183
4,3:21,1.0,10.0,TEN 32,25.0,25.0,Tyjae Spears left guard for -2 yards (tackle by E.J. Speed),1.07,0.26,13.0,2023,183
4,2:42,2.0,12.0,TEN 30,25.0,25.0,Will Levis pass incomplete short middle intended for DeAndre Hopkins,0.26,-0.43,13.0,2023,183
4,2:39,3.0,12.0,TEN 30,25.0,25.0,Will Levis pass incomplete short left intended for Chigoziem Okonkwo,-0.43,-1.37,13.0,2023,183
4,2:34,4.0,12.0,TEN 30,25.0,25.0,"Nick Folk punts 40 yards, fair catch by Isaiah McKenzie at IND-30",-1.37,-0.94,13.0,2023,183
4,2:27,1.0,10.0,IND 30,25.0,25.0,Gardner Minshew pass incomplete short right intended for Michael Pittman,0.94,0.39,13.0,2023,183
4,2:21,2.0,10.0,IND 30,25.0,25.0,Gardner Minshew pass complete short left to Alec Pierce for 9 yards (tackle by Roger McCreary and Amani Hooker),0.39,0.89,13.0,2023,183
4,2:00,3.0,1.0,IND 39,25.0,25.0,Gardner Minshew pass complete short right to Josh Downs for no gain (tackle by Azeez Al-Shaair),0.89,-0.78,13.0,2023,183
4,1:18,4.0,1.0,IND 39,25.0,25.0,Rigoberto Sanchez punts 40 yards out of bounds,-0.78,-0.34,13.0,2023,183
