Quarter,Time,Down,ToGo,Location,NYG,LVR,Detail,EPB,EPA,week,year,game_id
1.0,4:19,4.0,9.0,LVR 35,0.0,7.0,"AJ Cole punts 65 yards, touchback.",-1.04,-0.28,9.0,2023,134
1.0,4:11,1.0,10.0,NYG 20,0.0,7.0,Daniel Jones pass complete short left to Saquon Barkley for 5 yards (tackle by Nate Hobbs),0.28,0.41,9.0,2023,134
1.0,3:43,2.0,5.0,NYG 25,0.0,7.0,Daniel Jones pass complete short left to Darius Slayton for 6 yards (tackle by Marcus Epps),0.41,1.0,9.0,2023,134
1.0,3:03,1.0,10.0,NYG 31,0.0,7.0,Daniel Jones pass incomplete deep left intended for Jalin Hyatt,1.0,0.46,9.0,2023,134
1.0,2:57,2.0,10.0,NYG 31,0.0,7.0,Saquon Barkley left guard for 5 yards (tackle by Amari Burney and Maxx Crosby),0.46,0.43,9.0,2023,134
1.0,2:17,3.0,5.0,NYG 36,0.0,7.0,Daniel Jones pass complete short right to Parris Campbell for 5 yards (tackle by Malcolm Koonce),0.43,1.66,9.0,2023,134
1.0,1:33,1.0,10.0,NYG 41,0.0,7.0,Saquon Barkley left end for 9 yards (tackle by Jakorian Bennett),1.66,2.34,9.0,2023,134
1.0,1:01,2.0,1.0,NYG 50,0.0,7.0,Saquon Barkley up the middle for 3 yards (tackle by Jaylon Smith),2.34,2.46,9.0,2023,134
1.0,0:24,1.0,10.0,LVR 47,0.0,7.0,Daniel Jones sacked by Maxx Crosby for -7 yards,2.46,0.97,9.0,2023,134
2.0,15:00,2.0,17.0,NYG 46,0.0,7.0,Daniel Jones sacked by Malcolm Koonce for -10 yards,0.97,-1.02,9.0,2023,134
2.0,14:30,3.0,27.0,NYG 36,0.0,7.0,Tommy DeVito pass complete short right to Daniel Bellinger for 11 yards (tackle by Robert Spillane),-1.02,-0.26,9.0,2023,134
2.0,13:58,4.0,16.0,NYG 47,0.0,7.0,"Jamie Gillan punts 43 yards, fair catch by DeAndre Carter at LV-10",-0.26,0.38,9.0,2023,134
2.0,13:52,1.0,10.0,LVR 10,0.0,7.0,Aidan O'Connell pass complete short right to Austin Hooper for 10 yards (tackle by Xavier McKinney),-0.38,0.28,9.0,2023,134
2.0,13:18,1.0,10.0,LVR 20,0.0,7.0,Josh Jacobs up the middle for 3 yards (tackle by Kayvon Thibodeaux),0.28,0.14,9.0,2023,134
2.0,12:58,2.0,7.0,LVR 23,0.0,7.0,Aidan O'Connell pass complete short left to Tre Tucker for 2 yards (tackle by Jason Pinnock),0.14,-0.3,9.0,2023,134
2.0,12:11,3.0,5.0,LVR 25,0.0,7.0,Ameer Abdullah up the middle for 3 yards (tackle by Dexter Lawrence),-0.3,-1.5,9.0,2023,134
2.0,11:29,4.0,2.0,LVR 28,0.0,7.0,"AJ Cole punts 69 yards, returned by Gunner Olszewski for 17 yards (tackle by Malcolm Koonce)",-1.5,-0.28,9.0,2023,134
2.0,11:17,1.0,10.0,NYG 20,0.0,7.0,Tommy DeVito scrambles left end for 4 yards (tackle by Maxx Crosby),0.28,0.27,9.0,2023,134
2.0,10:35,2.0,6.0,NYG 24,0.0,7.0,Saquon Barkley left tackle for -2 yards (tackle by John Jenkins),0.27,-0.69,9.0,2023,134
2.0,9:51,3.0,8.0,NYG 22,0.0,7.0,Tommy DeVito scrambles left end for 5 yards (tackle by Robert Spillane),-0.69,-1.57,9.0,2023,134
2.0,9:17,4.0,3.0,NYG 27,0.0,7.0,Jamie Gillan punts 38 yards,-1.57,-1.27,9.0,2023,134
2.0,9:08,1.0,10.0,LVR 35,0.0,7.0,Josh Jacobs right tackle for 2 yards (tackle by Dexter Lawrence),1.27,0.99,9.0,2023,134
2.0,8:30,2.0,8.0,LVR 37,0.0,7.0,Josh Jacobs right tackle for 6 yards (tackle by Dane Belton and Xavier McKinney),0.99,1.09,9.0,2023,134
2.0,7:46,3.0,2.0,LVR 43,0.0,7.0,Josh Jacobs right tackle for 9 yards (tackle by Isaiah Simmons),1.09,2.39,9.0,2023,134
2.0,7:10,1.0,10.0,NYG 48,0.0,7.0,Josh Jacobs right end for 15 yards (tackle by Xavier McKinney),2.39,3.38,9.0,2023,134
2.0,6:51,1.0,10.0,NYG 33,0.0,7.0,Josh Jacobs up the middle for -1 yards (tackle by Micah McFadden),3.38,2.7,9.0,2023,134
2.0,6:22,,,,,,Timeout #1 by Las Vegas Raiders,,,9.0,2023,134
2.0,6:22,2.0,11.0,NYG 34,0.0,7.0,Aidan O'Connell pass complete short middle to Hunter Renfrow for 19 yards (tackle by Xavier McKinney),2.7,4.58,9.0,2023,134
2.0,5:41,1.0,10.0,NYG 15,0.0,7.0,Aidan O'Connell pass complete short left to Hunter Renfrow for 13 yards (tackle by Cordale Flott),4.58,6.74,9.0,2023,134
2.0,5:11,1.0,2.0,NYG 2,0.0,13.0,"Josh Jacobs up the middle for 2 yards, touchdown",6.74,7.0,9.0,2023,134
2.0,5:06,,,NYG 15,0.0,14.0,Daniel Carlson kicks extra point good,0.0,0.0,9.0,2023,134
2.0,5:06,,,LVR 35,0.0,14.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,134
2.0,5:06,1.0,10.0,NYG 25,0.0,14.0,Saquon Barkley up the middle for 1 yard (tackle by Tyree Wilson and Marcus Epps),0.61,0.2,9.0,2023,134
2.0,4:26,2.0,9.0,NYG 26,0.0,14.0,Saquon Barkley left end for 26 yards (tackle by Tre'von Moehrig),0.2,2.39,9.0,2023,134
2.0,3:54,1.0,10.0,LVR 48,0.0,14.0,Tommy DeVito pass deep middle intended for Jalin Hyatt is intercepted by Amik Robertson in end zone and returned for 40 yards (tackle by Justin Pugh),2.39,-1.6,9.0,2023,134
2.0,3:36,1.0,10.0,LVR 40,0.0,14.0,Aidan O'Connell pass complete deep right to Tre Tucker for 50 yards (tackle by Deonte Banks),1.6,4.91,9.0,2023,134
2.0,2:52,1.0,10.0,NYG 10,0.0,14.0,Josh Jacobs up the middle for 2 yards (tackle by Bobby Okereke),4.91,4.57,9.0,2023,134
2.0,2:16,2.0,8.0,NYG 8,0.0,14.0,Aidan O'Connell pass complete short right to Michael Mayer for 7 yards (tackle by Xavier McKinney),4.57,5.17,9.0,2023,134
2.0,2:00,3.0,1.0,NYG 1,0.0,20.0,"Josh Jacobs right guard for 1 yard, touchdown",5.17,7.0,9.0,2023,134
2.0,1:57,,,NYG 15,0.0,21.0,Daniel Carlson kicks extra point good,0.0,0.0,9.0,2023,134
2.0,1:57,,,LVR 35,0.0,21.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,134
2.0,1:57,1.0,10.0,NYG 25,0.0,21.0,Tommy DeVito pass short right (defended by Marcus Peters) intended for Darius Slayton is intercepted by Nate Hobbs at NYG-35 and returned for 10 yards (tackle by Daniel Bellinger),0.61,-3.91,9.0,2023,134
2.0,1:45,1.0,10.0,NYG 25,0.0,21.0,Josh Jacobs left end for 5 yards (tackle by Xavier McKinney),3.91,4.04,9.0,2023,134
2.0,1:39,,,,,,Timeout #1 by New York Giants,,,9.0,2023,134
2.0,1:39,2.0,5.0,NYG 20,0.0,21.0,Aidan O'Connell pass complete short left to Davante Adams for 6 yards (tackle by Adoree' Jackson),4.04,4.65,9.0,2023,134
2.0,1:33,,,,,,Timeout #2 by New York Giants,,,9.0,2023,134
2.0,1:33,1.0,10.0,NYG 14,0.0,21.0,Josh Jacobs up the middle for 3 yards (tackle by Rakeem Nunez-Roches),4.65,4.52,9.0,2023,134
2.0,1:28,,,,,,Timeout #3 by New York Giants,,,9.0,2023,134
2.0,1:28,2.0,7.0,NYG 11,0.0,21.0,Josh Jacobs left tackle for 1 yard (tackle by Jihad Ward),4.52,3.82,9.0,2023,134
2.0,0:52,,,,,,Timeout #2 by Las Vegas Raiders,,,9.0,2023,134
2.0,0:52,3.0,6.0,NYG 10,0.0,21.0,Josh Jacobs left guard for 5 yards (tackle by Xavier McKinney and Isaiah Simmons),3.82,3.03,9.0,2023,134
2.0,0:07,,,,,,Timeout #3 by Las Vegas Raiders,,,9.0,2023,134
2.0,0:07,4.0,1.0,NYG 5,0.0,24.0,Daniel Carlson 24 yard field goal good,3.03,3.0,9.0,2023,134
2.0,0:04,,,LVR 35,0.0,24.0,"Daniel Carlson kicks off 74 yards, returned by Parris Campbell for 22 yards (tackle by DJ Turner). Penalty on Lawrence Cager: Offensive Holding (accepted)",0.0,1.27,9.0,2023,134
3.0,15:00,,,NYG 35,0.0,24.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,134
3.0,15:00,1.0,10.0,LVR 25,0.0,24.0,Aidan O'Connell pass incomplete deep left intended for Davante Adams (defended by Jason Pinnock),0.61,0.06,9.0,2023,134
3.0,14:52,2.0,10.0,LVR 25,0.0,24.0,"Josh Jacobs right end for no gain (tackle by Xavier McKinney). Penalty on Michael Mayer: Offensive Holding, 10 yards (accepted) (no play)",0.06,-1.43,9.0,2023,134
3.0,14:25,2.0,20.0,LVR 15,0.0,24.0,Aidan O'Connell pass complete short left to DeAndre Carter for 15 yards (tackle by Dane Belton and Isaiah Simmons),-1.43,0.04,9.0,2023,134
3.0,13:46,3.0,5.0,LVR 30,0.0,24.0,Aidan O'Connell pass complete short middle to Ameer Abdullah for 6 yards (tackle by Cordale Flott),0.04,1.33,9.0,2023,134
3.0,13:02,1.0,10.0,LVR 36,0.0,24.0,Aidan O'Connell pass incomplete deep left intended for Davante Adams,1.33,0.79,9.0,2023,134
3.0,12:55,2.0,10.0,LVR 36,0.0,24.0,Aidan O'Connell pass incomplete deep left intended for Jakobi Meyers,0.79,0.1,9.0,2023,134
3.0,12:50,3.0,10.0,LVR 36,0.0,24.0,Aidan O'Connell pass complete short middle to Jakobi Meyers for 14 yards (tackle by Cordale Flott),0.1,2.26,9.0,2023,134
3.0,12:17,1.0,10.0,LVR 50,0.0,24.0,Josh Jacobs left guard for -3 yards (tackle by Jihad Ward),2.26,1.31,9.0,2023,134
3.0,11:39,2.0,13.0,LVR 47,0.0,24.0,Aidan O'Connell pass complete short left to Davante Adams for 12 yards (tackle by Cordale Flott),1.31,2.21,9.0,2023,134
3.0,11:05,3.0,1.0,NYG 41,0.0,24.0,Aidan O'Connell pass complete short left to Davante Adams for 7 yards (tackle by Deonte Banks),2.21,3.31,9.0,2023,134
3.0,10:23,1.0,10.0,NYG 34,0.0,24.0,"Tre Tucker right end for 4 yards (tackle by Deonte Banks). Penalty on Jakobi Meyers: Offensive Holding, 10 yards (accepted)",3.31,2.92,9.0,2023,134
3.0,9:54,1.0,16.0,NYG 40,0.0,24.0,Josh Jacobs left end for 1 yard (tackle by Micah McFadden and Xavier McKinney),2.92,2.09,9.0,2023,134
3.0,9:12,2.0,15.0,NYG 39,0.0,24.0,Aidan O'Connell pass incomplete short middle intended for Davante Adams (defended by Deonte Banks),2.09,1.42,9.0,2023,134
3.0,9:07,3.0,15.0,NYG 39,0.0,24.0,Aidan O'Connell pass complete short left to Ameer Abdullah for 11 yards (tackle by Jason Pinnock),1.42,1.65,9.0,2023,134
3.0,8:27,4.0,4.0,NYG 28,0.0,27.0,Daniel Carlson 46 yard field goal good,1.65,3.0,9.0,2023,134
3.0,8:23,,,LVR 35,0.0,27.0,"Daniel Carlson kicks off 61 yards, returned by Parris Campbell for 30 yards (tackle by Tre Tucker and Zamir White)",0.0,1.2,9.0,2023,134
3.0,8:17,1.0,10.0,NYG 34,0.0,27.0,Tommy DeVito scrambles right tackle for 3 yards (tackle by Malcolm Koonce),1.2,1.06,9.0,2023,134
3.0,7:53,2.0,7.0,NYG 37,0.0,27.0,Saquon Barkley left guard for 2 yards (tackle by John Jenkins and Nate Hobbs),1.06,0.63,9.0,2023,134
3.0,7:26,3.0,5.0,NYG 39,0.0,27.0,Tommy DeVito sacked by Maxx Crosby for -4 yards,0.63,-1.04,9.0,2023,134
3.0,6:53,4.0,9.0,NYG 35,0.0,27.0,Jamie Gillan punts 40 yards out of bounds,-1.04,-0.61,9.0,2023,134
3.0,6:46,1.0,10.0,LVR 25,0.0,27.0,Zamir White left end for -5 yards (tackle by Micah McFadden),0.61,-0.61,9.0,2023,134
3.0,6:02,2.0,15.0,LVR 20,0.0,27.0,Aidan O'Connell pass complete short left to Davante Adams for 9 yards (tackle by Deonte Banks),-0.61,-0.1,9.0,2023,134
3.0,5:19,3.0,6.0,LVR 29,0.0,27.0,Aidan O'Connell pass incomplete short left intended for Jakobi Meyers,-0.1,-1.44,9.0,2023,134
3.0,5:14,4.0,6.0,LVR 29,0.0,27.0,"AJ Cole punts 57 yards, returned by Gunner Olszewski for 2 yards (tackle by Ameer Abdullah)",-1.44,0.14,9.0,2023,134
3.0,5:04,1.0,10.0,NYG 16,0.0,27.0,Saquon Barkley right guard for 3 yards (tackle by Nesta Jade Silvera and Amari Burney),-0.14,-0.18,9.0,2023,134
3.0,4:35,2.0,7.0,NYG 19,0.0,27.0,Tommy DeVito pass complete deep right to Darius Slayton for 34 yards (tackle by Tre'von Moehrig),-0.18,2.46,9.0,2023,134
3.0,4:05,1.0,10.0,LVR 47,0.0,27.0,Tommy DeVito pass complete short left to Wan'Dale Robinson for 12 yards (tackle by Robert Spillane),2.46,3.25,9.0,2023,134
3.0,3:40,1.0,10.0,LVR 35,0.0,27.0,Tommy DeVito scrambles up the middle for 5 yards (tackle by Robert Spillane),3.25,3.38,9.0,2023,134
3.0,3:07,2.0,5.0,LVR 30,0.0,27.0,Saquon Barkley up the middle for 1 yard (tackle by Tyree Wilson),3.38,2.81,9.0,2023,134
3.0,2:28,3.0,4.0,LVR 29,0.0,27.0,Saquon Barkley right guard for 3 yards (tackle by Amari Burney),2.81,1.89,9.0,2023,134
3.0,1:44,4.0,1.0,LVR 26,0.0,27.0,"Penalty on Daniel Bellinger: False Start, 4 yards (accepted) (no play)",1.89,1.45,9.0,2023,134
3.0,1:22,4.0,5.0,LVR 30,0.0,27.0,Tommy DeVito pass complete short left to Saquon Barkley for 6 yards (tackle by Tre'von Moehrig),1.45,3.97,9.0,2023,134
3.0,0:39,1.0,10.0,LVR 24,0.0,27.0,Tommy DeVito pass complete short right to Darius Slayton for 8 yards (tackle by Marcus Peters and Robert Spillane),3.97,4.65,9.0,2023,134
3.0,0:01,2.0,2.0,LVR 16,0.0,27.0,Matt Breida left guard for 3 yards (tackle by Jerry Tillery and Maxx Crosby),4.65,4.71,9.0,2023,134
4.0,15:00,1.0,10.0,LVR 13,0.0,27.0,Saquon Barkley left guard for 4 yards (tackle by Robert Spillane),4.71,4.77,9.0,2023,134
4.0,14:17,2.0,6.0,LVR 9,6.0,27.0,"Tommy DeVito pass complete short right to Wan'Dale Robinson for 9 yards, touchdown",4.77,7.0,9.0,2023,134
4.0,14:11,,,,,,Timeout #1 by Las Vegas Raiders,,,9.0,2023,134
4.0,14:11,,,LVR 2,6.0,27.0,Two Point Attempt: Daniel Bellinger pass incomplete intended for intended for Tommy DeVito,1.0,-1.0,9.0,2023,134
4.0,14:11,,,NYG 35,6.0,27.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,134
4.0,14:11,1.0,10.0,LVR 25,6.0,27.0,Josh Jacobs right guard for 1 yard (tackle by A'Shawn Robinson and Bobby Okereke),0.61,0.2,9.0,2023,134
4.0,13:29,2.0,9.0,LVR 26,6.0,27.0,Josh Jacobs right tackle for 2 yards (tackle by A'Shawn Robinson),0.2,-0.23,9.0,2023,134
4.0,12:47,3.0,7.0,LVR 28,6.0,27.0,Aidan O'Connell pass incomplete short left intended for Hunter Renfrow,-0.23,-1.5,9.0,2023,134
4.0,12:44,4.0,7.0,LVR 28,6.0,27.0,"AJ Cole punts 63 yards, returned by Gunner Olszewski for 14 yards (tackle by Isaiah Pola-Mao and Jesper Horsted)",-1.5,-0.48,9.0,2023,134
4.0,12:31,1.0,10.0,NYG 23,6.0,27.0,Tommy DeVito sacked by Maxx Crosby for -1 yards,0.48,-0.2,9.0,2023,134
4.0,12:00,2.0,11.0,NYG 22,6.0,27.0,Saquon Barkley right guard for 8 yards (tackle by Marcus Epps and Nate Hobbs),-0.2,0.17,9.0,2023,134
4.0,11:17,3.0,3.0,NYG 30,6.0,27.0,Tommy DeVito sacked by Bilal Nichols for -1 yards,0.17,-1.44,9.0,2023,134
4.0,10:31,4.0,4.0,NYG 29,6.0,27.0,Tommy DeVito pass incomplete short left intended for Isaiah Hodgins (defended by Amik Robertson),-1.44,-3.71,9.0,2023,134
4.0,10:22,1.0,10.0,NYG 28,6.0,27.0,"Aidan O'Connell pass incomplete deep right intended for Tre Tucker Penalty on LVR: Illegal Formation, 5 yards (declined)",3.71,3.17,9.0,2023,134
4.0,10:16,2.0,10.0,NYG 28,6.0,27.0,Josh Jacobs up the middle for 5 yards (tackle by Micah McFadden),3.17,3.14,9.0,2023,134
4.0,9:36,3.0,5.0,NYG 23,6.0,27.0,Aidan O'Connell pass incomplete short middle,3.14,1.98,9.0,2023,134
4.0,9:33,4.0,5.0,NYG 23,6.0,30.0,Daniel Carlson 41 yard field goal good,1.98,3.0,9.0,2023,134
4.0,9:29,,,LVR 35,6.0,30.0,"Daniel Carlson kicks off 62 yards, returned by Parris Campbell for 17 yards (tackle by Tre Tucker)",0.0,0.28,9.0,2023,134
4.0,9:23,1.0,10.0,NYG 20,6.0,30.0,Tommy DeVito pass complete short left to Saquon Barkley for 12 yards (tackle by Amari Burney),0.28,1.07,9.0,2023,134
4.0,8:41,1.0,10.0,NYG 32,6.0,30.0,Tommy DeVito pass complete short left to Darius Slayton for 11 yards (tackle by Marcus Epps),1.07,1.8,9.0,2023,134
4.0,8:25,1.0,10.0,NYG 43,6.0,30.0,Tommy DeVito pass complete deep left to Daniel Bellinger for 23 yards (tackle by Amik Robertson),1.8,3.31,9.0,2023,134
4.0,7:51,1.0,10.0,LVR 34,6.0,30.0,Tommy DeVito sacked by and Robert Spillane for -8 yards and Tyree Wilson for -8 yards,3.31,1.69,9.0,2023,134
4.0,7:20,2.0,18.0,LVR 42,6.0,30.0,Tommy DeVito pass complete short middle to Wan'Dale Robinson for 10 yards (tackle by Robert Spillane and Nate Hobbs),1.69,2.35,9.0,2023,134
4.0,6:45,3.0,8.0,LVR 32,6.0,30.0,Tommy DeVito sacked by Adam Butler for -2 yards,2.35,1.06,9.0,2023,134
4.0,6:05,4.0,10.0,LVR 34,6.0,30.0,Tommy DeVito pass complete short left to Matt Breida for 6 yards (tackle by Amari Burney),1.06,-0.81,9.0,2023,134
4.0,5:55,1.0,10.0,LVR 28,6.0,30.0,Zamir White up the middle for 5 yards (tackle by Bobby Okereke and Dexter Lawrence),0.81,0.94,9.0,2023,134
4.0,5:15,2.0,5.0,LVR 33,6.0,30.0,Zamir White right tackle for -2 yards (tackle by Micah McFadden and A'Shawn Robinson),0.94,-0.03,9.0,2023,134
4.0,5:09,,,,,,Timeout #1 by New York Giants,,,9.0,2023,134
4.0,5:09,3.0,7.0,LVR 31,6.0,30.0,Ameer Abdullah right tackle for 5 yards (tackle by Bobby Okereke and Dane Belton),-0.03,-0.98,9.0,2023,134
4.0,5:02,,,,,,Timeout #2 by New York Giants,,,9.0,2023,134
4.0,5:02,4.0,2.0,LVR 36,6.0,30.0,"AJ Cole punts 64 yards, touchback.",-0.98,-0.28,9.0,2023,134
4.0,4:54,1.0,10.0,NYG 20,6.0,30.0,Tommy DeVito pass complete short left to Jalin Hyatt for 6 yards (tackle by Nate Hobbs),0.28,0.54,9.0,2023,134
4.0,4:30,2.0,4.0,NYG 26,6.0,30.0,Tommy DeVito pass incomplete short middle intended for Darius Slayton (defended by Jakorian Bennett),0.54,-0.16,9.0,2023,134
4.0,4:25,3.0,4.0,NYG 26,6.0,30.0,"Tommy DeVito pass complete short left to Jalin Hyatt for 13 yards. Jalin Hyatt fumbles (forced by Amik Robertson), recovered by Wan'Dale Robinson at NYG-40",-0.16,1.6,9.0,2023,134
4.0,3:49,1.0,10.0,NYG 40,6.0,30.0,Tommy DeVito pass complete short left to Wan'Dale Robinson for 4 yards (tackle by Amik Robertson),1.6,1.59,9.0,2023,134
4.0,3:43,2.0,6.0,NYG 44,6.0,30.0,Tommy DeVito sacked by Tre'von Moehrig for -13 yards,1.59,-0.82,9.0,2023,134
4.0,3:01,3.0,19.0,NYG 31,6.0,30.0,Tommy DeVito pass complete short right to Parris Campbell for 10 yards (tackle by Nate Hobbs),-0.82,-0.65,9.0,2023,134
4.0,2:26,4.0,9.0,NYG 41,6.0,30.0,Tommy DeVito pass incomplete short middle intended for Matt Breida,-0.65,-2.92,9.0,2023,134
4.0,2:20,1.0,10.0,NYG 40,6.0,30.0,Josh Jacobs up the middle for 5 yards (tackle by A'Shawn Robinson and D.J. Davidson),2.92,3.05,9.0,2023,134
4.0,2:00,2.0,5.0,NYG 35,6.0,30.0,Josh Jacobs right guard for 4 yards (tackle by A'Shawn Robinson and D.J. Davidson),3.05,2.87,9.0,2023,134
4.0,1:17,3.0,1.0,NYG 31,6.0,30.0,Josh Jacobs right guard for -3 yards (tackle by Bobby Okereke and Jihad Ward),2.87,1.08,9.0,2023,134
4.0,0:32,,,,,,Timeout #2 by Las Vegas Raiders,,,9.0,2023,134
4.0,0:32,4.0,4.0,NYG 34,6.0,30.0,Zamir White up the middle for no gain (tackle by Boogie Basham and Micah McFadden),1.08,-1.2,9.0,2023,134
4.0,0:27,1.0,10.0,NYG 34,6.0,30.0,Deon Jackson up the middle for 2 yards (tackle by Adam Butler and Isaiah Pola-Mao),1.2,0.93,9.0,2023,134
