Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA,week,year,game_id
1.0,8:54,4.0,4.0,BAL 43,0.0,0.0,Michael Dickson punts 39 yards downed by Nick Bellore,0.4,0.38,9.0,2023,131
1.0,8:46,1.0,10.0,BAL 4,0.0,0.0,Lamar Jackson right tackle for -2 yards (tackle by Mario Edwards),-0.38,-0.93,9.0,2023,131
1.0,8:15,2.0,12.0,BAL 2,0.0,0.0,Gus Edwards right tackle for 1 yard (tackle by Jarran Reed),-0.93,-1.54,9.0,2023,131
1.0,7:27,3.0,11.0,BAL 3,0.0,0.0,"Penalty on BAL: Delay of Game, 1 yard (accepted) (no play)",-1.54,-1.65,9.0,2023,131
1.0,7:17,3.0,12.0,BAL 2,0.0,0.0,Lamar Jackson pass complete short left to Rashod Bateman for 9 yards (tackle by Riq Woolen),-1.65,-2.49,9.0,2023,131
1.0,6:42,4.0,3.0,BAL 11,0.0,0.0,"Jordan Stout punts 66 yards, returned by DeeJay Dallas for 10 yards (tackle by Tylan Wallace)",-2.49,-1.14,9.0,2023,131
1.0,6:30,1.0,10.0,SEA 33,0.0,0.0,Geno Smith pass complete short middle to Colby Parkinson for 6 yards (tackle by Kyle Hamilton),1.14,1.4,9.0,2023,131
1.0,5:52,2.0,4.0,SEA 39,0.0,0.0,Zach Charbonnet left guard for 1 yard (tackle by Kyle Hamilton),1.4,0.83,9.0,2023,131
1.0,5:11,3.0,3.0,SEA 40,0.0,0.0,Geno Smith pass complete short left to Tyler Lockett for 7 yards (tackle by Brandon Stephens),0.83,2.06,9.0,2023,131
1.0,4:47,1.0,10.0,SEA 47,0.0,0.0,Zach Charbonnet left guard for 4 yards (tackle by Kyle Hamilton and Roquan Smith),2.06,2.06,9.0,2023,131
1.0,4:20,2.0,6.0,BAL 49,0.0,0.0,"Penalty on Jason Peters: False Start, 5 yards (accepted) (no play)",2.06,1.38,9.0,2023,131
1.0,4:04,2.0,11.0,SEA 46,0.0,0.0,Geno Smith pass incomplete short right intended for Tyler Lockett,1.38,0.7,9.0,2023,131
1.0,4:01,3.0,11.0,SEA 46,0.0,0.0,"Geno Smith sacked by Justin Madubuike for -7 yards. Penalty on Jason Peters: Offensive Holding, 10 yards (declined)",0.7,-0.78,9.0,2023,131
1.0,3:47,4.0,18.0,SEA 39,0.0,0.0,"Michael Dickson punts 42 yards, fair catch by Devin Duvernay at BAL-19",-0.78,-0.15,9.0,2023,131
1.0,3:41,1.0,10.0,BAL 19,0.0,0.0,Lamar Jackson scrambles left end for 5 yards (tackle by Dre'Mont Jones),0.15,0.34,9.0,2023,131
1.0,2:57,2.0,5.0,BAL 24,0.0,0.0,Lamar Jackson pass complete short middle to Isaiah Likely for 17 yards (tackle by Jordyn Brooks),0.34,1.66,9.0,2023,131
1.0,2:21,1.0,10.0,BAL 41,0.0,0.0,Justice Hill right guard for 6 yards (tackle by Jordyn Brooks),1.66,1.93,9.0,2023,131
1.0,2:01,2.0,4.0,BAL 47,0.0,0.0,Justice Hill right tackle for -1 yards (tackle by Derick Hall),1.93,1.09,9.0,2023,131
1.0,1:19,3.0,5.0,BAL 46,0.0,0.0,Lamar Jackson pass complete short right to Odell Beckham for 8 yards (tackle by Devon Witherspoon),1.09,2.52,9.0,2023,131
1.0,0:58,1.0,10.0,SEA 46,0.0,0.0,Lamar Jackson pass incomplete deep right intended for Rashod Bateman,2.52,1.98,9.0,2023,131
1.0,0:54,2.0,10.0,SEA 46,0.0,0.0,Lamar Jackson pass complete short left to Mark Andrews for 9 yards (tackle by Jordyn Brooks),1.98,2.48,9.0,2023,131
1.0,0:20,3.0,1.0,SEA 37,0.0,0.0,Justice Hill up the middle for 5 yards (tackle by Boye Mafe),2.48,3.45,9.0,2023,131
2.0,15:00,1.0,10.0,SEA 32,0.0,0.0,Lamar Jackson right end for 10 yards (tackle by Devon Witherspoon and Julian Love),3.45,4.11,9.0,2023,131
2.0,14:20,1.0,10.0,SEA 22,0.0,0.0,Lamar Jackson pass complete short middle to Mark Andrews for 9 yards (tackle by Devon Witherspoon and Bobby Wagner),4.11,5.06,9.0,2023,131
2.0,13:45,2.0,1.0,SEA 13,0.0,0.0,Lamar Jackson left end for 9 yards (tackle by Riq Woolen),5.06,6.28,9.0,2023,131
2.0,13:09,1.0,4.0,SEA 4,0.0,6.0,"Gus Edwards for 4 yards, touchdown",6.28,7.0,9.0,2023,131
2.0,13:06,,,SEA 15,0.0,7.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2023,131
2.0,13:06,,,BAL 35,0.0,7.0,"Justin Tucker kicks off 66 yards, returned by D'Wayne Eskridge for 27 yards (tackle by Keaton Mitchell)",0.0,0.67,9.0,2023,131
2.0,13:01,1.0,10.0,SEA 26,0.0,7.0,Geno Smith pass incomplete short right intended for Will Dissly (defended by Jadeveon Clowney),0.67,0.13,9.0,2023,131
2.0,12:55,2.0,10.0,SEA 26,0.0,7.0,Kenneth Walker up the middle for 6 yards (tackle by Patrick Queen),0.13,0.23,9.0,2023,131
2.0,12:12,3.0,4.0,SEA 32,0.0,7.0,Geno Smith pass deep left intended for Tyler Lockett is intercepted by Geno Stone at BAL-41 and returned for no gain,0.23,-1.66,9.0,2023,131
2.0,12:05,1.0,10.0,BAL 41,0.0,7.0,Lamar Jackson scrambles right end for 23 yards (tackle by Boye Mafe),1.66,3.18,9.0,2023,131
2.0,11:18,1.0,10.0,SEA 36,0.0,7.0,Lamar Jackson pass complete short right to Mark Andrews for 6 yards (tackle by Tre Brown),3.18,3.45,9.0,2023,131
2.0,10:42,2.0,4.0,SEA 30,0.0,7.0,"Lamar Jackson sacked by Boye Mafe for -8 yards. Lamar Jackson fumbles (forced by Boye Mafe), recovered by Boye Mafe at SEA-37 (tackle by Boye Mafe)",3.45,-1.4,9.0,2023,131
2.0,10:33,1.0,10.0,SEA 37,0.0,7.0,Kenneth Walker right end for 2 yards (tackle by Roquan Smith),1.4,1.13,9.0,2023,131
2.0,9:55,2.0,8.0,SEA 39,0.0,7.0,Geno Smith sacked by Odafe Oweh for -6 yards,1.13,-0.36,9.0,2023,131
2.0,9:13,3.0,14.0,SEA 33,0.0,7.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 5 yards (tackle by Justin Madubuike),-0.36,-0.85,9.0,2023,131
2.0,8:39,4.0,9.0,SEA 38,0.0,7.0,"Michael Dickson punts 49 yards, returned by Devin Duvernay for 3 yards (tackle by Nick Bellore)",-0.85,0.14,9.0,2023,131
2.0,8:27,1.0,10.0,BAL 16,0.0,7.0,Lamar Jackson pass complete short left to Nelson Agholor for 2 yards (tackle by Jordyn Brooks),-0.14,-0.35,9.0,2023,131
2.0,7:51,2.0,8.0,BAL 18,0.0,7.0,Keaton Mitchell right guard for 11 yards (tackle by Jordyn Brooks),-0.35,0.87,9.0,2023,131
2.0,7:27,1.0,10.0,BAL 29,0.0,7.0,Lamar Jackson pass complete short middle to Odell Beckham for 13 yards (tackle by Bobby Wagner),0.87,1.73,9.0,2023,131
2.0,6:56,1.0,10.0,BAL 42,0.0,7.0,Keaton Mitchell left guard for 9 yards (tackle by Quandre Diggs),1.73,2.4,9.0,2023,131
2.0,6:17,2.0,1.0,SEA 49,0.0,7.0,Keaton Mitchell left guard for 9 yards (tackle by Quandre Diggs),2.4,2.92,9.0,2023,131
2.0,5:36,1.0,10.0,SEA 40,0.0,7.0,Lamar Jackson right end for 12 yards (tackle by Devon Witherspoon),2.92,3.71,9.0,2023,131
2.0,4:55,1.0,10.0,SEA 28,0.0,7.0,Justice Hill right guard for 3 yards (tackle by Jordyn Brooks),3.71,3.57,9.0,2023,131
2.0,4:18,,,,,,Timeout #1 by Seattle Seahawks,,,9.0,2023,131
2.0,4:18,2.0,7.0,SEA 25,0.0,7.0,Keaton Mitchell up the middle for 8 yards (tackle by Derick Hall),3.57,4.44,9.0,2023,131
2.0,3:38,1.0,10.0,SEA 17,0.0,7.0,Lamar Jackson pass complete short middle to Zay Flowers for 11 yards (tackle by Boye Mafe and Bobby Wagner),4.44,5.83,9.0,2023,131
2.0,2:49,1.0,6.0,SEA 6,0.0,7.0,"Lamar Jackson for no gain. Penalty on Tre Brown: Illegal Use of Hands / Defense, 3 yards (accepted) (no play)",5.83,6.51,9.0,2023,131
2.0,2:44,1.0,3.0,SEA 3,0.0,13.0,"Gus Edwards right guard for 3 yards, touchdown",6.51,7.0,9.0,2023,131
2.0,2:39,,,SEA 15,0.0,14.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2023,131
2.0,2:39,,,BAL 35,0.0,14.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,131
2.0,2:39,1.0,10.0,SEA 25,0.0,14.0,Geno Smith pass complete deep middle to D.K. Metcalf for 50 yards (tackle by Patrick Queen),0.61,3.91,9.0,2023,131
2.0,2:00,1.0,10.0,BAL 25,0.0,14.0,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Brandon Stephens),3.91,4.37,9.0,2023,131
2.0,1:24,2.0,3.0,BAL 18,0.0,14.0,Zach Charbonnet up the middle for 4 yards (tackle by Patrick Queen),4.37,4.65,9.0,2023,131
2.0,1:15,,,,,,Timeout #1 by Baltimore Ravens,,,9.0,2023,131
2.0,1:15,1.0,10.0,BAL 14,0.0,14.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.65,4.0,9.0,2023,131
2.0,1:12,2.0,10.0,BAL 14,0.0,14.0,Zach Charbonnet up the middle for -1 yards (tackle by Justin Madubuike and Jadeveon Clowney),4.0,3.06,9.0,2023,131
2.0,1:06,,,,,,Timeout #2 by Baltimore Ravens,,,9.0,2023,131
2.0,1:06,3.0,11.0,BAL 15,0.0,14.0,Geno Smith pass incomplete short middle intended for D.K. Metcalf (defended by Michael Pierce),3.06,2.44,9.0,2023,131
2.0,1:02,4.0,11.0,BAL 15,3.0,14.0,Jason Myers 33 yard field goal good,2.44,3.0,9.0,2023,131
2.0,0:59,,,SEA 35,3.0,14.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,131
2.0,0:59,1.0,10.0,BAL 25,3.0,14.0,"Lamar Jackson pass complete short left to Odell Beckham for 15 yards. Odell Beckham fumbles (forced by Tre Brown), recovered by Bobby Wagner at BAL-43 (tackle by Tre Brown) Replay Assistant challenged the fumble ruling, and the play was upheld.",0.61,-2.72,9.0,2023,131
2.0,0:49,1.0,10.0,BAL 43,3.0,14.0,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by Travis Jones),2.72,2.18,9.0,2023,131
2.0,0:46,2.0,10.0,BAL 43,3.0,14.0,Geno Smith sacked by Kyle Van Noy for -11 yards,2.18,0.04,9.0,2023,131
2.0,0:38,,,,,,Timeout #2 by Seattle Seahawks,,,9.0,2023,131
2.0,0:38,3.0,21.0,SEA 46,3.0,14.0,"Geno Smith sacked by Kyle Van Noy for -10 yards. Geno Smith fumbles (forced by Kyle Van Noy), recovered by Broderick Washington at SEA-36 (tackle by Kyle Van Noy)",0.04,-3.18,9.0,2023,131
2.0,0:33,1.0,10.0,SEA 36,3.0,14.0,Lamar Jackson scrambles up the middle for 3 yards (tackle by Frank Clark),3.18,3.04,9.0,2023,131
2.0,0:28,,,,,,Timeout #3 by Baltimore Ravens,,,9.0,2023,131
2.0,0:28,2.0,7.0,SEA 33,3.0,14.0,Lamar Jackson scrambles left end for 1 yard (tackle by Bobby Wagner),3.04,2.48,9.0,2023,131
2.0,0:21,3.0,6.0,SEA 32,3.0,14.0,Lamar Jackson pass complete short middle to Mark Andrews for 13 yards (tackle by Julian Love),2.48,4.31,9.0,2023,131
2.0,0:09,1.0,10.0,SEA 19,3.0,14.0,Lamar Jackson spiked the ball,4.31,3.75,9.0,2023,131
2.0,0:08,2.0,10.0,SEA 19,3.0,17.0,Justin Tucker 37 yard field goal good,3.75,3.0,9.0,2023,131
2.0,0:04,,,BAL 35,3.0,17.0,"Justin Tucker kicks off 55 yards, returned by D'Wayne Eskridge for 24 yards (tackle by Trenton Simpson)",0.0,1.27,9.0,2023,131
3.0,15:00,,,SEA 35,3.0,17.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,131
3.0,15:00,1.0,10.0,BAL 25,3.0,17.0,Gus Edwards up the middle for 42 yards (tackle by Boye Mafe),0.61,3.38,9.0,2023,131
3.0,14:16,1.0,10.0,SEA 33,3.0,17.0,Justice Hill right guard for 3 yards (tackle by Dre'Mont Jones and Quandre Diggs),3.38,3.24,9.0,2023,131
3.0,13:38,2.0,7.0,SEA 30,3.0,17.0,Lamar Jackson pass incomplete deep right intended for Justice Hill (defended by Jordyn Brooks),3.24,2.54,9.0,2023,131
3.0,13:31,3.0,7.0,SEA 30,3.0,17.0,Lamar Jackson pass complete short right to Rashod Bateman for 4 yards (tackle by Riq Woolen),2.54,1.84,9.0,2023,131
3.0,12:49,4.0,3.0,SEA 26,3.0,20.0,Justin Tucker 45 yard field goal good,1.84,3.0,9.0,2023,131
3.0,12:44,,,BAL 35,3.0,20.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,131
3.0,12:44,1.0,10.0,SEA 25,3.0,20.0,Kenneth Walker right end for no gain (tackle by Tavius Robinson and Roquan Smith),0.61,0.06,9.0,2023,131
3.0,12:05,2.0,10.0,SEA 25,3.0,20.0,Geno Smith pass incomplete short right intended for Kenneth Walker,0.06,-0.62,9.0,2023,131
3.0,12:01,3.0,10.0,SEA 25,3.0,20.0,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",-0.62,-1.29,9.0,2023,131
3.0,12:01,3.0,15.0,SEA 20,3.0,20.0,Geno Smith pass complete short right to Zach Charbonnet for 5 yards (tackle by Patrick Queen),-1.29,-1.7,9.0,2023,131
3.0,11:31,4.0,10.0,SEA 25,3.0,20.0,"Michael Dickson punts 60 yards, returned by Devin Duvernay for 24 yards (tackle by Nick Bellore)",-1.7,-1.53,9.0,2023,131
3.0,11:16,1.0,10.0,BAL 39,3.0,20.0,Justice Hill left guard for no gain (tackle by Boye Mafe),1.53,0.99,9.0,2023,131
3.0,10:40,2.0,10.0,BAL 39,3.0,20.0,Lamar Jackson pass complete short left to Mark Andrews for 2 yards (tackle by Jamal Adams and Jordyn Brooks),0.99,0.56,9.0,2023,131
3.0,9:58,3.0,8.0,BAL 41,3.0,20.0,Lamar Jackson pass complete short right to Mark Andrews for 7 yards (tackle by Julian Love),0.56,-0.19,9.0,2023,131
3.0,9:27,4.0,1.0,BAL 48,3.0,20.0,"Penalty on Dre'Mont Jones: Neutral Zone Infraction, 6 yards (accepted) (no play)",-0.19,2.52,9.0,2023,131
3.0,9:08,1.0,10.0,SEA 46,3.0,20.0,Keaton Mitchell left end for -4 yards (tackle by Jordyn Brooks),2.52,1.44,9.0,2023,131
3.0,8:43,2.0,14.0,SEA 50,3.0,20.0,Lamar Jackson pass complete short left to Keaton Mitchell for -4 yards (tackle by Jamal Adams),1.44,0.23,9.0,2023,131
3.0,8:04,3.0,18.0,BAL 46,3.0,20.0,Lamar Jackson pass complete short middle to Mark Andrews for 16 yards (tackle by Bobby Wagner and Julian Love),0.23,0.72,9.0,2023,131
3.0,7:23,4.0,2.0,SEA 38,3.0,20.0,Lamar Jackson right tackle for 3 yards (tackle by Bobby Wagner),0.72,3.25,9.0,2023,131
3.0,6:42,1.0,10.0,SEA 35,3.0,20.0,Justice Hill left end for 4 yards (tackle by Jamal Adams and Derick Hall),3.25,3.24,9.0,2023,131
3.0,6:06,2.0,6.0,SEA 31,3.0,20.0,Lamar Jackson pass complete short middle to Odell Beckham for 14 yards (tackle by Riq Woolen),3.24,4.44,9.0,2023,131
3.0,5:29,1.0,10.0,SEA 17,3.0,20.0,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Quandre Diggs),4.44,4.69,9.0,2023,131
3.0,4:54,2.0,5.0,SEA 12,3.0,20.0,"Lamar Jackson for -4 yards. Lamar Jackson fumbles, recovered by Lamar Jackson at SEA-16",4.69,3.19,9.0,2023,131
3.0,4:10,3.0,9.0,SEA 16,3.0,20.0,Lamar Jackson pass complete short left to Devin Duvernay for 3 yards (tackle by Quandre Diggs),3.19,2.59,9.0,2023,131
3.0,3:31,4.0,6.0,SEA 13,3.0,23.0,Justin Tucker 31 yard field goal good,2.59,3.0,9.0,2023,131
3.0,3:28,,,BAL 35,3.0,23.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,131
3.0,3:28,1.0,10.0,SEA 25,3.0,23.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 8 yards,0.61,1.14,9.0,2023,131
3.0,3:02,2.0,2.0,SEA 33,3.0,23.0,"Kenneth Walker for 11 yards. Penalty on Evan Brown: Offensive Holding, 10 yards (accepted) (no play)",1.14,-0.21,9.0,2023,131
3.0,2:45,2.0,12.0,SEA 23,3.0,23.0,Kenneth Walker right guard for -4 yards (tackle by Patrick Queen),-0.21,-1.51,9.0,2023,131
3.0,2:04,3.0,16.0,SEA 19,3.0,23.0,Geno Smith pass incomplete short right intended for Noah Fant (defended by Kyle Hamilton),-1.51,-2.14,9.0,2023,131
3.0,1:59,4.0,16.0,SEA 19,3.0,23.0,"Michael Dickson punts 41 yards, fair catch by Devin Duvernay at BAL-40",-2.14,-1.6,9.0,2023,131
3.0,1:52,1.0,10.0,BAL 40,3.0,23.0,Lamar Jackson pass complete short middle to Rashod Bateman for 15 yards (tackle by Riq Woolen),1.6,2.59,9.0,2023,131
3.0,1:16,1.0,10.0,SEA 45,3.0,23.0,Keaton Mitchell left tackle for 5 yards (tackle by Dre'Mont Jones and Derick Hall),2.59,2.72,9.0,2023,131
3.0,0:36,2.0,5.0,SEA 40,3.0,29.0,"Keaton Mitchell left guard for 40 yards, touchdown",2.72,7.0,9.0,2023,131
3.0,0:29,,,SEA 15,3.0,30.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2023,131
3.0,0:29,,,BAL 35,3.0,30.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,131
3.0,0:29,1.0,10.0,SEA 25,3.0,30.0,Kenneth Walker left tackle for 3 yards (tackle by Roquan Smith),0.61,0.47,9.0,2023,131
4.0,15:00,2.0,7.0,SEA 28,3.0,30.0,Geno Smith pass complete deep right to Jaxon Smith-Njigba for 35 yards (tackle by Arthur Maulet),0.47,3.12,9.0,2023,131
4.0,14:27,1.0,10.0,BAL 37,3.0,30.0,Geno Smith pass incomplete short right,3.12,2.57,9.0,2023,131
4.0,14:19,2.0,10.0,BAL 37,3.0,30.0,"Geno Smith pass incomplete intended for D.K. Metcalf. Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (accepted) (no play)",2.57,3.25,9.0,2023,131
4.0,14:19,2.0,5.0,BAL 32,3.0,30.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 8 yards (tackle by Roquan Smith),3.25,3.97,9.0,2023,131
4.0,13:46,1.0,10.0,BAL 24,3.0,30.0,Geno Smith pass incomplete deep left intended for Tyler Lockett,3.97,3.43,9.0,2023,131
4.0,13:41,2.0,10.0,BAL 24,3.0,30.0,Geno Smith pass complete short right to Kenneth Walker for 1 yard (tackle by Tavius Robinson),3.43,2.87,9.0,2023,131
4.0,13:01,,,,,,Timeout #1 by Baltimore Ravens,,,9.0,2023,131
4.0,13:01,3.0,9.0,BAL 23,3.0,30.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 2 yards (tackle by Geno Stone),2.87,2.06,9.0,2023,131
4.0,12:17,4.0,7.0,BAL 21,3.0,30.0,Geno Smith pass incomplete deep middle intended for D.K. Metcalf (defended by Geno Stone),2.06,-0.41,9.0,2023,131
4.0,12:10,1.0,10.0,BAL 22,3.0,30.0,Keaton Mitchell up the middle for no gain (tackle by Jordyn Brooks and Leonard Williams),0.41,-0.13,9.0,2023,131
4.0,11:27,2.0,10.0,BAL 22,3.0,30.0,Keaton Mitchell right end for 60 yards (tackle by Riq Woolen),-0.13,4.37,9.0,2023,131
4.0,10:34,1.0,10.0,SEA 18,3.0,30.0,Justice Hill left guard for no gain (tackle by Leonard Williams),4.37,3.8,9.0,2023,131
4.0,9:50,2.0,10.0,SEA 18,3.0,30.0,Tyler Huntley pass incomplete short right intended for Mark Andrews (defended by Devon Witherspoon),3.8,3.05,9.0,2023,131
4.0,9:43,3.0,10.0,SEA 18,3.0,30.0,Tyler Huntley pass complete short middle to Isaiah Likely for 12 yards (tackle by Bobby Wagner),3.05,5.83,9.0,2023,131
4.0,9:00,1.0,6.0,SEA 6,3.0,30.0,Tyler Huntley pass complete short left to Isaiah Likely for no gain (tackle by Quandre Diggs),5.83,4.95,9.0,2023,131
4.0,8:23,2.0,6.0,SEA 6,3.0,30.0,Tyler Huntley pass incomplete short middle intended for Odell Beckham,4.95,4.04,9.0,2023,131
4.0,8:19,3.0,6.0,SEA 6,3.0,36.0,"Tyler Huntley pass complete short left to Odell Beckham for 6 yards, touchdown",4.04,7.0,9.0,2023,131
4.0,8:14,,,SEA 15,3.0,37.0,Justin Tucker kicks extra point good,0.0,0.0,9.0,2023,131
4.0,8:14,,,BAL 35,3.0,37.0,"Justin Tucker kicks off 65 yards, returned by D'Wayne Eskridge for 9 yards (tackle by Charlie Kolar)",0.0,-0.38,9.0,2023,131
4.0,8:10,1.0,10.0,SEA 9,3.0,37.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 5 yards (tackle by Odafe Oweh),-0.38,-0.39,9.0,2023,131
4.0,7:42,2.0,5.0,SEA 14,3.0,37.0,Geno Smith pass incomplete deep right,-0.39,-0.84,9.0,2023,131
4.0,7:34,3.0,5.0,SEA 14,3.0,37.0,Geno Smith pass incomplete short right,-0.84,-2.47,9.0,2023,131
4.0,7:27,4.0,5.0,SEA 14,3.0,37.0,Michael Dickson punts 40 yards downed by Drake Thomas,-2.47,-1.99,9.0,2023,131
4.0,7:19,1.0,10.0,BAL 46,3.0,37.0,Justice Hill right guard for 4 yards (tackle by Darrell Taylor and Drake Thomas),1.99,1.99,9.0,2023,131
4.0,6:38,2.0,6.0,BAL 50,3.0,37.0,Justice Hill left guard for 1 yard (tackle by Drake Thomas and Jon Rhattigan),1.99,1.42,9.0,2023,131
4.0,5:53,3.0,5.0,SEA 49,3.0,37.0,Tyler Huntley pass complete short middle to Isaiah Likely for 13 yards (tackle by Devon Witherspoon and Julian Love),1.42,3.18,9.0,2023,131
4.0,5:13,1.0,10.0,SEA 36,3.0,37.0,Justice Hill left tackle for 3 yards (tackle by Jon Rhattigan),3.18,3.04,9.0,2023,131
4.0,4:31,2.0,7.0,SEA 33,3.0,37.0,Tyler Huntley left end for 8 yards (tackle by Nick Bellore),3.04,3.91,9.0,2023,131
4.0,3:50,1.0,10.0,SEA 25,3.0,37.0,Tyler Huntley pass complete short right to Devin Duvernay for 7 yards (tackle by Tre Brown and Jon Rhattigan),3.91,4.37,9.0,2023,131
4.0,3:04,2.0,3.0,SEA 18,3.0,37.0,Justice Hill left end for 9 yards (tackle by Jon Rhattigan),4.37,5.14,9.0,2023,131
4.0,2:24,1.0,9.0,SEA 9,3.0,37.0,Tyler Huntley right end for 2 yards (tackle by Devon Witherspoon),5.14,4.76,9.0,2023,131
4.0,2:00,2.0,7.0,SEA 7,3.0,37.0,Justice Hill left end for 3 yards (tackle by Jerrick Reed and Jon Rhattigan),4.76,4.49,9.0,2023,131
4.0,1:15,,,,,,Timeout #2 by Baltimore Ravens,,,9.0,2023,131
4.0,1:15,3.0,4.0,SEA 4,3.0,37.0,Tyler Huntley kneels for -1 yards,4.49,3.01,9.0,2023,131
4.0,0:32,4.0,5.0,SEA 5,3.0,37.0,Tyler Huntley kneels for -1 yards,3.01,0.38,9.0,2023,131
4.0,0:26,1.0,10.0,SEA 6,3.0,37.0,Geno Smith kneels for -1 yards,-0.38,-0.85,9.0,2023,131
