Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA,week,year,game_id
4.0,2:08,,,MIN 30,24.0,28.0,Younghoe Koo kicks extra point good,0.0,0.0,9.0,2023,128
4.0,2:08,,,ATL 35,24.0,28.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
4.0,2:08,1.0,10.0,MIN 25,24.0,28.0,Alexander Mattison right tackle for 3 yards (tackle by David Onyemata and Kaden Elliss),0.61,0.47,9.0,2023,128
4.0,2:00,2.0,7.0,MIN 28,24.0,28.0,Joshua Dobbs pass complete short left to Jordan Addison for 6 yards (tackle by Jessie Bates),0.47,0.56,9.0,2023,128
4.0,1:33,3.0,1.0,MIN 34,24.0,28.0,Joshua Dobbs pass complete short right to T.J. Hockenson for 5 yards (tackle by Kaden Elliss),0.56,1.53,9.0,2023,128
4.0,1:18,1.0,10.0,MIN 39,24.0,28.0,"Joshua Dobbs pass complete deep right to Jordan Addison for 24 yards (tackle by Richie Grant) Replay Assistant challenged the pass completion ruling, and the play was upheld.",1.53,3.12,9.0,2023,128
4.0,1:12,1.0,10.0,ATL 37,24.0,28.0,Joshua Dobbs pass incomplete deep right intended for T.J. Hockenson (defended by Richie Grant),3.12,2.57,9.0,2023,128
4.0,1:01,2.0,10.0,ATL 37,24.0,28.0,Joshua Dobbs scrambles left end for 3 yards (tackle by AJ Terrell),2.57,2.28,9.0,2023,128
4.0,0:56,3.0,7.0,ATL 34,24.0,28.0,Joshua Dobbs pass incomplete deep right intended for Brandon Powell,2.28,1.06,9.0,2023,128
4.0,0:52,4.0,7.0,ATL 34,24.0,28.0,Joshua Dobbs scrambles right end for 22 yards (tackle by Richie Grant),1.06,4.78,9.0,2023,128
4.0,0:39,1.0,10.0,ATL 12,24.0,28.0,Joshua Dobbs pass incomplete short left intended for Trishton Jackson (defended by Nathan Landman),4.78,4.1,9.0,2023,128
4.0,0:34,2.0,10.0,ATL 12,24.0,28.0,Joshua Dobbs pass complete short middle to T.J. Hockenson for 6 yards (tackle by Micah Abernathy and Jessie Bates),4.1,4.38,9.0,2023,128
4.0,0:27,,,,,,Timeout #2 by Minnesota Vikings,,,9.0,2023,128
4.0,0:27,3.0,4.0,ATL 6,30.0,28.0,"Joshua Dobbs pass complete short left to Brandon Powell for 6 yards, touchdown",4.38,7.0,9.0,2023,128
4.0,0:22,,,ATL 15,31.0,28.0,Greg Joseph kicks extra point good,0.0,0.0,9.0,2023,128
4.0,0:22,,,MIN 35,31.0,28.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
4.0,0:22,1.0,10.0,ATL 25,31.0,28.0,Taylor Heinicke pass complete short left to Jonnu Smith for 9 yards (tackle by Theo Jackson and Akayleb Evans),0.61,1.28,9.0,2023,128
4.0,0:15,,,,,,Timeout #2 by Atlanta Falcons,,,9.0,2023,128
4.0,0:15,2.0,1.0,ATL 34,31.0,28.0,Taylor Heinicke pass incomplete deep left intended for KhaDarel Hodge,1.28,0.56,9.0,2023,128
4.0,0:10,3.0,1.0,ATL 34,31.0,28.0,Taylor Heinicke pass complete short left to Bijan Robinson for 7 yards (tackle by Akayleb Evans),0.56,1.6,9.0,2023,128
4.0,0:05,1.0,10.0,ATL 40,31.0,28.0,Taylor Heinicke pass incomplete deep right (defended by Byron Murphy),1.6,1.05,9.0,2023,128
